Cell_name	Zvalue	Color	Cluster	CD36	PPARA
MGH36_P6_E06	NA	black	0	0	0.14405
MGH36_P6_E07	NA	black	0	0	0.1375
MGH36_P6_E08	NA	black	0	0	0.28451
MGH36_P6_E09	0.0303415171371	green3	2	0.18142	0.24975
MGH36_P6_E10	NA	black	0	0	0
MGH36_P6_E11	NA	black	0	0	0.76723
MGH36_P6_E12	0.03180768088	green3	2	0.12433	0.32539
MGH36_P6_F01	NA	black	0	0	0.09356
MGH36_P6_F04	NA	black	0	0	0.038436
MGH36_P6_F06	NA	black	0	0.045443	0
MGH36_P6_F07	NA	black	0	0	0.09356
MGH36_P6_F08	0.215324305873	green3	2	0.069015	0.032806
MGH36_P6_F10	NA	black	0	0	0.16092
MGH36_P6_F12	NA	black	0	0	0.19156
MGH36_P6_G01	NA	black	0	0	0.041243
MGH36_P6_G02	NA	black	0	0	0.17887
MGH36_P6_G03	0.166993087302	green3	2	0.1003	0.049631
MGH36_P6_G04	NA	black	0	0	0.1635
MGH36_P6_G05	NA	black	0	0	0.09356
MGH36_P6_G06	NA	black	0	0	0.13881
MGH36_P6_G07	0.146200165069	green3	2	0.097611	0.10165
MGH36_P6_G08	0.0773186580853	green3	2	0.13488	0.18777
MGH36_P6_G09	NA	black	0	0	0
MGH36_P6_G10	0.206663855744	green3	2	0.074505	0.035624
MGH36_P6_G11	0.0937783368018	green3	2	0.10165	0.20664
MGH36_P6_G12	NA	black	0	0	0.26424
MGH36_P6_H06	NA	black	0	0	0.071763
MGH36_P6_H07	NA	black	0	0	0.074505
MGH36_P6_H10	-0.408585802088	black	0	0.19535	2.0851
MGH36_P6_H12	NA	black	0	0	0.12697
MGH36_P7_A01	NA	black	0	0	2.3564
MGH36_P7_A02	NA	black	0	0	0
MGH36_P7_A03	0.167393835477	green3	2	0.098958	0.052416
MGH36_P7_A04	NA	black	0	0	0.43936
MGH36_P7_A06	NA	black	0	0	0.88986
MGH36_P7_A07	NA	black	0	0.1903	0
MGH36_P7_A08	NA	black	0	0	0
MGH36_P7_A09	NA	black	0	0	2.8524
MGH36_P7_A10	NA	black	0	0	0.13619
MGH36_P7_A11	-1.12013217776	black	0	0.07861	2.1047
MGH36_P7_A12	NA	black	0	0	0.088142
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	NA	black	0	0	0.18903
MGH36_P7_B03	NA	black	0	0	0.19156
MGH36_P7_B04	-0.69391043625	black	0	0.12961	1.8922
MGH36_P7_B06	0.0681240479944	green3	2	0.14274	0.19787
MGH36_P7_B07	NA	black	0	0	0.13881
MGH36_P7_B08	NA	black	0	0	0.19912
MGH36_P7_B09	NA	black	0	0	0.19156
MGH36_P7_B10	NA	black	0	0	0
MGH36_P7_B11	0.127993255909	green3	2	0.027154	0.22897
MGH36_P7_B12	NA	black	0	0	0.063503
MGH36_P7_C11	NA	black	0	0.14796	0
MGH36_P7_D01	NA	black	0	0	0.079975
MGH36_P7_D02	NA	black	0	0.123	0
MGH36_P7_D03	NA	black	0	0	0.16607
MGH36_P7_D05	NA	black	0	0	0
MGH36_P7_D06	NA	black	0	0	0.1177
MGH36_P7_D07	0.178708309457	green3	2	0.09356	0.042644
MGH36_P7_D08	NA	black	0	0	0.098958
MGH36_P7_D09	NA	black	0	0	0.037031
MGH36_P7_D10	NA	black	0	0	0.1177
MGH36_P7_D11	NA	black	0	0	0.53107
MGH36_P7_E01	NA	black	0	0	0.43296
MGH36_P7_E03	NA	black	0	0	0.08134
MGH36_P7_E04	NA	black	0	0	0
MGH36_P7_E05	NA	black	0	0	1.7841
MGH36_P7_E07	NA	black	0	0.092207	0
MGH36_P7_E08	0.0705742132812	green3	2	0.16864	0.1003
MGH36_P7_E10	NA	black	0	0	0.090853
MGH36_P7_E12	NA	black	0	0.094912	0
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	NA	black	0	0	0
MGH36_P7_F03	NA	black	0	0	0.03984
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	NA	black	0	0	0
MGH36_P7_F08	NA	black	0	0	0.10568
MGH36_P7_F09	NA	black	0	0	0.55974
MGH36_P7_F10	NA	black	0	0	0
MGH36_P7_F11	NA	black	0	0	1.3556
MGH36_P7_F12	NA	black	0	0	0
MGH36_P7_G01	NA	black	0	0	0.049631
MGH36_P7_G02	NA	black	0	0	0
MGH36_P7_G03	NA	black	0	0	0
MGH36_P7_G04	-0.00721503863309	green3	2	0.33914	0.39177
MGH36_P7_G05	NA	black	0	0	0.16993
MGH36_P7_G06	NA	black	0	0	0.09356
MGH36_P7_G08	NA	black	0	0	0
MGH36_P7_G09	NA	black	0	0	0.13093
MGH36_P7_G10	NA	black	0	0	0.071763
MGH36_P7_G11	NA	black	0	0.064883	0
MGH36_P7_H01	NA	black	0	0	4.1431
MGH36_P7_H02	-1.90897696255	black	0	0.070389	3.0124
MGH36_P7_H03	0.163499186164	green3	2	0.089498	0.084064
MGH36_P7_H04	NA	black	0	0	0.085425
MGH36_P7_H07	NA	black	0	0	0.10165
MGH36_P7_H08	NA	black	0	0	0.15445
MGH36_P7_H10	NA	black	0	0	0.12697
MGH36_P7_H11	NA	black	0	0	0.059355
MGH36_P7_H12	NA	black	0	0	0.22897
MGH36_P5_A02	NA	black	0	0	3.271
MGH36_P5_A03	NA	black	0	0	0.31034
MGH36_P5_A05	NA	black	0	0	0.096262
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	NA	black	0	0	0.57434
MGH36_P5_A08	0.084068038239	green3	2	0.15834	0.090853
MGH36_P5_A09	-0.09481176298	green3	2	0.34937	0.18015
MGH36_P5_B02	0.147193195359	green3	2	0.053806	0.17377
MGH36_P5_B03	0.122362813163	green3	2	0.070389	0.19409
MGH36_P5_B04	NA	black	0	0	0.28333
MGH36_P5_B05	0.157640388586	green3	2	0.062122	0.14535
MGH36_P5_B06	-0.310740690335	black	0	0.067639	0.89297
MGH36_P5_B07	0.0621653175897	green3	2	0.14274	0.21661
MGH36_P5_B08	NA	black	0	0	0.18269
MGH36_P5_B09	NA	black	0	0	0.025738
MGH36_P5_B10	NA	black	0	0	0.10969
MGH36_P5_B11	NA	black	0	0	0.50691
MGH36_P5_C01	NA	black	0	0	0.80653
MGH36_P5_C02	NA	black	0	0	0.15056
MGH36_P5_C03	0.151901005684	green3	2	0.077243	0.13093
MGH36_P5_C04	0.116749904244	green3	2	0.13225	0.079975
MGH36_P5_C05	0.128321425038	green3	2	0.088142	0.15704
MGH36_P5_C06	0.11937858079	green3	2	0.074505	0.19409
MGH36_P5_C09	-0.157114265143	green3	2	0.062122	0.64801
MGH36_P5_C11	0.148714907802	green3	2	0.097611	0.096262
MGH36_P5_C12	NA	black	0	0	0.1177
MGH36_P5_D01	NA	black	0	0	0.53107
MGH36_P5_D02	-1.45171232528	black	0	0.08134	2.5651
MGH36_P5_D03	0.0763426048352	green3	2	0.15056	0.14926
MGH36_P5_D04	NA	black	0	0	1.2123
MGH36_P5_D06	0.15363004343	green3	2	0.11503	0.037031
MGH36_P5_D07	0.12655524037	green3	2	0.10969	0.1177
MGH36_P5_D08	0.11553164437	green3	2	0.14143	0.049631
MGH36_P5_D09	0.190753407033	green3	2	0.084064	0.042644
MGH36_P5_D11	NA	black	0	0	0.090853
MGH36_P5_D12	NA	black	0	0	0.39616
MGH36_P5_E01	NA	black	0	0	0.38073
MGH36_P5_E02	0.173348677701	green3	2	0.08134	0.082703
MGH36_P5_E03	0.255682579869	green3	2	0.035624	0.037031
MGH36_P5_E05	NA	black	0	0	1.6466
MGH36_P5_E07	0.103684143192	green3	2	0.11902	0.15186
MGH36_P5_E08	0.0876379561451	green3	2	0.10568	0.21412
MGH36_P5_E09	NA	black	0	0	0.14535
MGH36_P5_E10	0.245727469343	green3	2	0.041243	0.041243
MGH36_P5_E11	0.0970544112966	green3	2	0.14666	0.090853
MGH36_P5_F02	0.219177149822	green3	2	0.018634	0.11503
MGH36_P5_F04	0.162155181685	green3	2	0.089498	0.086784
MGH36_P5_F05	0.235197322163	green3	2	0.02148	0.089498
MGH36_P5_F06	NA	black	0	0	0.12035
MGH36_P5_F07	0.0967711539627	green3	2	0.059355	0.24853
MGH36_P5_F08	NA	black	0	0	2.3542
MGH36_P5_F09	NA	black	0	0	0.2857
MGH36_P5_F10	12.1361992918	black	0	1.6906	2.9117
MGH36_P5_F11	NA	black	0	0	0.20539
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	0
MGH36_P5_G04	NA	black	0	0	0.069015
MGH36_P5_G06	0.210215969696	green3	2	0.018634	0.12697
MGH36_P5_G07	NA	black	0	0	0.066261
MGH36_P5_G08	0.2025430791	green3	2	0.03984	0.10836
MGH36_P5_G09	0.236849114835	green3	2	0.052416	0.032806
MGH36_P5_G10	NA	black	0	0	0.19661
MGH36_P5_G11	0.112313364097	green3	2	0.089498	0.1865
MGH36_P5_H02	NA	black	0	0	0.048236
MGH36_P5_H03	NA	black	0	0	0.14535
MGH36_P5_H05	0.188795374266	green3	2	0.048236	0.11636
MGH36_P5_H06	0.165572643184	green3	2	0.077243	0.10568
MGH36_P5_H07	NA	black	0	0	0.17887
MGH36_P5_H09	NA	black	0	0	0.48027
MGH36_P10_A02	NA	black	0	0	0.18015
MGH36_P10_A04	0.0619507949552	green3	2	0.16479	0.15575
MGH36_P10_A05	NA	black	0	0	1.1104
MGH36_P10_A06	NA	black	0	0	0.20414
MGH36_P10_A07	NA	black	0	0	0.16864
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	0	0.22774
MGH36_P10_B03	NA	black	0	0	1.8691
MGH36_P10_B05	NA	black	0	0	0.13225
MGH36_P10_B07	NA	black	0	0	0
MGH36_P10_B08	NA	black	0	0	0
MGH36_P10_B10	NA	black	0	0	0.1177
MGH36_P10_B11	NA	black	0	0	0
MGH36_P10_C01	-2.25926615916	black	0	2.0119	0.10568
MGH36_P10_C03	-0.0723993335262	green3	2	0.22033	1.115
MGH36_P10_C04	NA	black	0	0	0.08134
MGH36_P10_C06	NA	black	0	0	0
MGH36_P10_C07	NA	black	0	0	0.11636
MGH36_P10_C08	NA	black	0	0	0
MGH36_P10_C09	NA	black	0	0.1865	0
MGH36_P10_C10	0.0704618188663	green3	2	0.15186	0.16607
MGH36_P10_C12	NA	black	0	0	0.056584
MGH36_P10_D01	-0.282987246212	black	0	0.13619	1.1097
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	NA	black	0	0	0
MGH36_P10_D04	NA	black	0	0	2.7587
MGH36_P10_D05	NA	black	0	0	0.085425
MGH36_P10_D07	NA	black	0	0	0
MGH36_P10_D09	-1.02735657451	black	0	0.18777	3.4338
MGH36_P10_D10	NA	black	0	0	0.017209
MGH36_P10_D11	NA	black	0	0	0.075875
MGH36_P10_D12	NA	black	0	0	0
MGH36_P10_E02	NA	black	0	0	0
MGH36_P10_E03	NA	black	0	0	0
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	NA	black	0	0	0
MGH36_P10_E07	NA	black	0	0	0.067639
MGH36_P10_E10	NA	black	0	0	0.19283
MGH36_P10_E11	NA	black	0	0	0.089498
MGH36_P10_E12	-3.15495949422	black	0	2.3391	0.049631
MGH36_P10_F02	NA	black	0	0	0
MGH36_P10_F03	-0.0840998496565	green3	2	0.31267	0.11237
MGH36_P10_F05	NA	black	0	0	0.26424
MGH36_P10_F06	NA	black	0	0	1.8608
MGH36_P10_F08	NA	black	0	0	0
MGH36_P10_F09	0.0748989849552	green3	2	0.1375	0.18903
MGH36_P10_F10	NA	black	0	0	0.13225
MGH36_P10_F11	NA	black	0	0	0.8922
MGH36_P10_F12	NA	black	0	0	0.044044
MGH36_P10_G01	NA	black	0	0	0.15575
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	NA	black	0	0	0.39616
MGH36_P10_G05	NA	black	0	0	0.34142
MGH36_P10_G06	NA	black	0	0	1.5351
MGH36_P10_G07	NA	black	0	0	0
MGH36_P10_G08	NA	black	0	0	0
MGH36_P10_G09	0.15411476918	green3	2	0.10969	0.052416
MGH36_P10_G10	NA	black	0	0	0.19535
MGH36_P10_G11	NA	black	0	0	2.0193
MGH36_P10_H01	NA	black	0	0.23756	0
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	0	0
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	0
MGH36_P10_H11	NA	black	0	0	0.067639
MGH36_P10_H12	NA	black	0	0	0
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	NA	black	0	0	0
MGH36_P8_A04	NA	black	0	0	2.7866
MGH36_P8_A06	NA	black	0	0	0
MGH36_P8_A07	NA	black	0	0	0.10836
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	NA	black	0	0.66721	0
MGH36_P8_A11	NA	black	0	0	0
MGH36_P8_A12	NA	black	0	0	0.32077
MGH36_P8_B01	NA	black	0	0	0.19156
MGH36_P8_B02	NA	black	0	0	0
MGH36_P8_B03	0.131302291648	green3	2	0.12565	0.060739
MGH36_P8_B04	0.0611139712494	green3	2	0.1776	0.098958
MGH36_P8_B05	NA	black	0	0.15834	0
MGH36_P8_B08	NA	black	0	0	1.3539
MGH36_P8_B09	NA	black	0	0	0.25701
MGH36_P8_B10	NA	black	0	0	1.5945
MGH36_P8_B11	NA	black	0	0	0.19535
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	NA	black	0	0	0
MGH36_P8_C02	NA	black	0	0	0
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	NA	black	0	0	1.4704
MGH36_P8_C06	NA	black	0	0	0.22404
MGH36_P8_C09	NA	black	0	0	2.3693
MGH36_P8_C10	NA	black	0	0	0.15963
MGH36_P8_C12	0.00581381535022	green3	2	0.7966	0.42975
MGH36_P8_D01	NA	black	0	0	0.089498
MGH36_P8_D03	NA	black	0	0	0.20163
MGH36_P8_D04	NA	black	0	0	0.26303
MGH36_P8_D05	NA	black	0	0	0
MGH36_P8_D07	NA	black	0	0	0.76043
MGH36_P8_D08	NA	black	0	0	0
MGH36_P8_D09	NA	black	0	0	1.2732
MGH36_P8_D10	NA	black	0	0	0.088142
MGH36_P8_D11	NA	black	0	0	0.14143
MGH36_P8_D12	0.00512368765196	green3	2	0.2228	0.30334
MGH36_P8_E01	NA	black	0	0	0
MGH36_P8_E02	NA	black	0	0	1.1316
MGH36_P8_E03	NA	black	0	0	0.063503
MGH36_P8_E04	NA	black	0	0	2.1493
MGH36_P8_E05	NA	black	0	0	0.84559
MGH36_P8_E06	NA	black	0	0.22033	0
MGH36_P8_E08	NA	black	0	0	0.094912
MGH36_P8_E10	0.0647414734361	green3	2	0.28096	0.93433
MGH36_P8_F02	NA	black	0	0	0.53903
MGH36_P8_F04	NA	black	0	0	0
MGH36_P8_F05	NA	black	0	0	0.073135
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	0.837328112852	black	0	0.49262	1.4016
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	NA	black	0	0	2.5115
MGH36_P8_G03	0.0850412298857	green3	2	0.27858	1.315
MGH36_P8_G04	NA	black	0	0	0.075875
MGH36_P8_G05	NA	black	0	0	0
MGH36_P8_G06	NA	black	0	0	1.9928
MGH36_P8_G07	NA	black	0	0	0.20914
MGH36_P8_G08	NA	black	0	0	0.05797
MGH36_P8_G09	NA	black	0	0	0.090853
MGH36_P8_G10	-0.0455539221264	green3	2	0.14796	0.54399
MGH36_P8_G12	NA	black	0	0	0.18142
MGH36_P8_H01	NA	black	0	0	0
MGH36_P8_H03	NA	black	0	0	0
MGH36_P8_H04	NA	black	0	0	2.7174
MGH36_P8_H06	NA	black	0	0	0.14535
MGH36_P8_H07	NA	black	0	0	0.26784
MGH36_P8_H09	NA	black	0	0	0
MGH36_P8_H10	NA	black	0	0	0.62574
MGH36_P8_H11	NA	black	0	0	0.23756
MGH36_P9_A01	NA	black	0	0	0.20789
MGH36_P9_A02	NA	black	0	0	0
MGH36_P9_A03	NA	black	0	0	0.87106
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	NA	black	0	0	0.81311
MGH36_P9_A07	NA	black	0	0	0.1776
MGH36_P9_A09	NA	black	0	0	0
MGH36_P9_A10	NA	black	0	0	0
MGH36_P9_A11	NA	black	0	0	2.3167
MGH36_P9_A12	NA	black	0	0	0
MGH36_P9_B01	NA	black	0	0	0
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	0	0
MGH36_P9_B07	NA	black	0	0	0.3774
MGH36_P9_B08	NA	black	0	0	0
MGH36_P9_B09	NA	black	0	0	0.37518
MGH36_P9_B10	NA	black	0	0	0.3471
MGH36_P9_B11	NA	black	0	0	0.75788
MGH36_P9_B12	NA	black	0	0	0.39067
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0	0.098958
MGH36_P9_C03	NA	black	0	0	0
MGH36_P9_C05	NA	black	0	0	0.1003
MGH36_P9_C07	0.103212919236	green3	2	0.14405	0.079975
MGH36_P9_C08	NA	black	0	0	0
MGH36_P9_C09	0.0793400006866	green3	2	0.16479	0.079975
MGH36_P9_C11	NA	black	0	0	0
MGH36_P9_C12	NA	black	0	0	1.196
MGH36_P9_D05	NA	black	0	0	0
MGH36_P9_D07	NA	black	0	0	0.16736
MGH36_P9_D08	NA	black	0	0.73639	0
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	NA	black	0	0	0.1903
MGH36_P9_E01	NA	black	0	0	0.19787
MGH36_P9_E02	NA	black	0	0	0
MGH36_P9_E03	0.0586728773913	green3	2	0.12433	0.25701
MGH36_P9_E04	NA	black	0	0	0.47508
MGH36_P9_E05	NA	black	0	0	0.090853
MGH36_P9_E06	NA	black	0	0	0
MGH36_P9_E07	NA	black	0	0	0
MGH36_P9_E08	NA	black	0	0	0.68885
MGH36_P9_E10	NA	black	0	0	0.14405
MGH36_P9_E11	NA	black	0	0	0
MGH36_P9_E12	NA	black	0	0	0.23756
MGH36_P9_F02	NA	black	0	0	0.13225
MGH36_P9_F03	NA	black	0	0	1.0398
MGH36_P9_F04	NA	black	0	0	0.18777
MGH36_P9_F08	NA	black	0	0	1.4103
MGH36_P9_F09	-0.412547537195	black	0	0.10702	1.2116
MGH36_P9_F10	NA	black	0	0	0
MGH36_P9_F11	NA	black	0	0	0.82212
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	0	0.038436
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	0.20414
MGH36_P9_G06	NA	black	0	0	2.207
MGH36_P9_G07	NA	black	0	0	0.22774
MGH36_P9_G08	-0.0101665372171	green3	2	0.26063	0.2916
MGH36_P9_G09	NA	black	0	0	0.18269
MGH36_P9_G10	NA	black	0	0	0
MGH36_P9_G11	NA	black	0	0	0.19156
MGH36_P9_H01	NA	black	0	0	1.3323
MGH36_P9_H02	NA	black	0	0	0.077243
MGH36_P9_H03	NA	black	0	0	0
MGH36_P9_H04	NA	black	0	0	2.6295
MGH36_P9_H06	NA	black	0	0	0.33571
MGH36_P9_H07	NA	black	0	0.20914	0
MGH36_P9_H08	NA	black	0	0	0
MGH36_P9_H10	0.109659440662	green3	2	0.11103	0.15445
MGH36_P9_H11	NA	black	0	0	0
MGH36_P9_H12	NA	black	0	0	1.005
MGH36_P2_A01	NA	black	0	0	0.24245
MGH36_P2_A03	NA	black	0	0	0.077243
MGH36_P2_A04	NA	black	0	0	1.3004
MGH36_P2_A05	0.125509529681	green3	2	0.042644	0.21909
MGH36_P2_A06	NA	black	0	0	0.26784
MGH36_P2_A07	NA	black	0	0	0.14405
MGH36_P2_A08	NA	black	0	0	0.042644
MGH36_P2_A11	NA	black	0	0	0.1003
MGH36_P2_B03	0.237839881892	green3	2	0.037031	0.060739
MGH36_P2_B04	0.138355384804	green3	2	0.048236	0.19409
MGH36_P2_B05	NA	black	0	0	0.123
MGH36_P2_B06	0.205588919111	green3	2	0.045443	0.094912
MGH36_P2_B07	NA	black	0	0	0.14796
MGH36_P2_B08	0.247452356189	green3	2	0.031395	0.056584
MGH36_P2_B09	NA	black	0	0	0.75702
MGH36_P2_B10	0.158656566772	green3	2	0.090853	0.090853
MGH36_P2_B11	0.175675522005	green3	2	0.094912	0.045443
MGH36_P2_B12	-0.00231349925024	green3	2	0.2461	0.33685
MGH36_P2_C02	NA	black	0	0	0.051024
MGH36_P2_C03	NA	black	0	0	0.05797
MGH36_P2_C04	NA	black	0	0	0
MGH36_P2_C07	NA	black	0	0	0.10836
MGH36_P2_C08	0.184926460665	green3	2	0.035624	0.14012
MGH36_P2_C09	0.109945877488	green3	2	0.098958	0.17632
MGH36_P2_C10	NA	black	0	0	1.2762
MGH36_P2_C11	NA	black	0	0	0
MGH36_P2_C12	-1.21634849906	black	0	0.051024	2.0201
MGH36_P2_D01	NA	black	0	0	0.10568
MGH36_P2_D02	0.223444861739	green3	2	0.062122	0.034216
MGH36_P2_D04	NA	black	0	0	0.097611
MGH36_P2_D05	0.2108855063	green3	2	0.045443	0.086784
MGH36_P2_D06	NA	black	0	0	1.6631
MGH36_P2_D07	0.107455896616	green3	2	0.11103	0.15963
MGH36_P2_D08	0.228617852394	green3	2	0.025738	0.092207
MGH36_P2_D09	0.178801610323	green3	2	0.038436	0.14535
MGH36_P2_D10	0.152155343095	green3	2	0.049631	0.17121
MGH36_P2_D11	0.0322281216738	green3	2	0.27858	0.65718
MGH36_P2_E01	NA	black	0	0	0.094912
MGH36_P2_E02	-0.208107958903	red	1	0.12697	0.89685
MGH36_P2_E03	NA	black	0	0	3.2657
MGH36_P2_E04	NA	black	0	0	0
MGH36_P2_E06	-0.349798827471	black	0	0.041243	0.88284
MGH36_P2_E07	-1.3575046948	black	0	0.049631	2.1776
MGH36_P2_E08	-0.158816773937	green3	2	0.052416	0.63784
MGH36_P2_E09	0.275984125984	green3	2	0.0229	0.031395
MGH36_P2_E10	0.192495686734	green3	2	0.07861	0.052416
MGH36_P2_F02	0.169652186163	green3	2	0.049631	0.14405
MGH36_P2_F03	NA	black	0	0	0.11902
MGH36_P2_F04	0.259342508897	green3	2	0.017209	0.063503
MGH36_P2_F06	0.194018754165	green3	2	0.060739	0.086784
MGH36_P2_F07	0.257665041616	green3	2	0.018634	0.063503
MGH36_P2_F08	0.229427351756	green3	2	0.028569	0.086784
MGH36_P2_F10	0.124963661039	green3	2	0.071763	0.18777
MGH36_P2_F11	NA	black	0	0	0.089498
MGH36_P2_F12	0.18334386122	green3	2	0.071763	0.084064
MGH36_P2_G01	NA	black	0	0	0.059355
MGH36_P2_G02	NA	black	0	0	0.077243
MGH36_P2_G03	0.117783123883	green3	2	0.071763	0.20038
MGH36_P2_G04	NA	black	0	0	0.10568
MGH36_P2_G05	0.19856056122	green3	2	0.045443	0.10568
MGH36_P2_G07	-0.211062439508	red	1	0.059355	0.72509
MGH36_P2_G08	-1.91959134517	black	0	0.029983	2.6425
MGH36_P2_G09	NA	black	0	0	0.069015
MGH36_P2_G11	NA	black	0	0	0.060739
MGH36_P2_G12	0.111388893755	green3	2	0.044044	0.23879
MGH36_P2_H01	0.162607343195	green3	2	0.094912	0.073135
MGH36_P2_H02	0.199674560061	green3	2	0.042644	0.10836
MGH36_P2_H03	NA	black	0	0	1.6234
MGH36_P2_H04	0.208469706162	green3	2	0.04684	0.088142
MGH36_P2_H05	NA	black	0	0	0.10702
MGH36_P2_H06	0.189773668504	green3	2	0.027154	0.14405
MGH36_P2_H07	0.145482015147	green3	2	0.077243	0.14274
MGH36_P2_H10	NA	black	0	0	0.11636
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0.56071	0
MGH53_P5_A06	NA	black	0	0	0.26544
MGH53_P5_A07	NA	black	0	0	0
MGH53_P5_A08	NA	black	0	0	0.21412
MGH53_P5_A09	NA	black	0	0	1.4468
MGH53_P5_A11	NA	black	0	0	0.28451
MGH53_P5_B01	NA	black	0	0	0.32077
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	NA	black	0	0	0
MGH53_P5_B05	NA	black	0	0	0.22527
MGH53_P5_B06	0.0494735037852	green3	2	0.053806	0.32654
MGH53_P5_B07	0.0156819826838	green3	2	0.088142	0.37407
MGH53_P5_B08	NA	black	0	0	0.17249
MGH53_P5_B09	NA	black	0	0	0
MGH53_P5_B10	NA	black	0	0	0.20163
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	0.86631
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	NA	black	0	0	0
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	0	0.50995
MGH53_P5_C07	NA	black	0	0	1.2357
MGH53_P5_C08	NA	black	0	0	0
MGH53_P5_C09	NA	black	0	0	0
MGH53_P5_C10	NA	black	0	0	0.21661
MGH53_P5_C11	NA	black	0	0	0
MGH53_P5_D01	NA	black	0	0	1.4678
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	NA	black	0	0	0.47612
MGH53_P5_D07	NA	black	0	0.60027	0
MGH53_P5_D08	NA	black	0	0	0.63134
MGH53_P5_D09	NA	black	0	0.59072	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	-0.126757016917	green3	2	0.63134	0.33113
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	NA	black	0	0	0.32193
MGH53_P5_E04	NA	black	0	0	0.39835
MGH53_P5_E06	NA	black	0	0	0.43403
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0	0.2302
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	0.63506
MGH53_P5_F03	-0.00855870204821	green3	2	0.41359	0.40054
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	NA	black	0	0	0.30451
MGH53_P5_F07	NA	black	0	0	0.67987
MGH53_P5_F08	NA	black	0	0	0.41143
MGH53_P5_F10	NA	black	0	0	0
MGH53_P5_F11	NA	black	0	0	1.0079
MGH53_P5_G01	1.90109910304	black	0	0.52607	2.5251
MGH53_P5_G04	NA	black	0	0	0.11103
MGH53_P5_G05	NA	black	0	0	0.46676
MGH53_P5_G07	NA	black	0	0	0
MGH53_P5_G08	NA	black	0	0	1.2345
MGH53_P5_G09	NA	black	0	0	0
MGH53_P5_G10	NA	black	0	0	0.097611
MGH53_P5_G11	NA	black	0	0	0.27381
MGH53_P5_H02	NA	black	0	0	0.6332
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	0.31267
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	4.2809
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0	0
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	-0.0205850709829	green3	2	0.27858	0.27381
MGH53_P6_A03	NA	black	0	0	0.04684
MGH53_P6_A04	NA	black	0	0	0
MGH53_P6_A05	NA	black	0	0	0.2228
MGH53_P6_A06	NA	black	0	0	0.066261
MGH53_P6_A07	NA	black	0	0	0
MGH53_P6_A08	NA	black	0	0	0.21909
MGH53_P6_A09	NA	black	0	0	0
MGH53_P6_A10	NA	black	0	0	0.20414
