Cell_name	Zvalue	Color	Cluster	HDAC2	IGF1
MGH36_P2_E10	0.412490689076	blue	3	0.060739	0.13488
MGH36_P2_F02	-0.145348457141	green3	2	3.2185	0.13093
MGH36_P2_F03	NA	black	0	0.088142	0
MGH36_P2_F04	-0.12092116217	green3	2	2.7751	0.044044
MGH36_P2_F06	0.343841912942	blue	3	0.067639	0.17249
MGH36_P2_F07	-0.0875415775464	green3	2	2.7991	0.13093
MGH36_P2_F08	0.114840445719	green3	2	1.4276	0.16607
MGH36_P2_F10	0.288890213345	blue	3	0.20038	0.1903
MGH36_P2_F11	-0.0887397463853	green3	2	2.9252	0.16092
MGH36_P2_F12	0.384388211334	blue	3	0.2762	0.123
MGH36_P2_G01	NA	black	0	0	0.069015
MGH36_P2_G02	-0.155257416976	green3	2	2.9782	0.059355
MGH36_P2_G03	-0.149478101696	green3	2	3.2934	0.1375
MGH36_P2_G04	0.539324044199	blue	3	0.03984	0.067639
MGH36_P2_G05	0.562537332134	blue	3	0.08134	0.048236
MGH36_P2_G07	0.0985394652674	green3	2	1.829	0.03984
MGH36_P2_G08	0.318685562764	blue	3	0.08134	0.18523
MGH36_P2_G09	-0.148416400265	green3	2	3.0416	0.089498
MGH36_P2_G11	0.439982550757	blue	3	0.064883	0.11902
MGH36_P2_G12	0.407614653881	blue	3	0.18396	0.12168
MGH36_P2_H01	NA	black	0	0	0.33685
MGH36_P2_H02	-0.0865783917587	green3	2	2.6292	0.052416
MGH36_P2_H03	-0.300826499933	green3	2	3.6881	0.048236
MGH36_P2_H04	-0.12638779848	green3	2	3.0272	0.12035
MGH36_P2_H05	-0.186598933186	green3	2	3.2766	0.090853
MGH36_P2_H06	0.37358304791	blue	3	0.045443	0.15834
MGH36_P2_H07	-0.229239498889	green3	2	4.2337	0.15186
MGH36_P2_H10	0.47185432697	blue	3	0.052416	0.10299
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	2.2363	0
MGH53_P5_A04	NA	black	0	4.0988	0
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	3.9257	0
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	0.0612781220452	green3	2	0.23266	0.32654
MGH53_P5_A11	-0.0297765975754	green3	2	0.98623	0.38073
MGH53_P5_B01	NA	black	0	3.5308	0
MGH53_P5_B03	NA	black	0	3.7828	0
MGH53_P5_B04	-0.15348826601	green3	2	4.224	0.19787
MGH53_P5_B05	NA	black	0	3.6515	0
MGH53_P5_B06	NA	black	0	0.2558	0
MGH53_P5_B07	0.175186311117	green3	2	0.064883	0.26784
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	0	0
MGH53_P5_B10	NA	black	0	3.1916	0
MGH53_P5_B11	NA	black	0	4.6554	0
MGH53_P5_B12	NA	black	0	5.4731	0
MGH53_P5_C01	NA	black	0	0.70221	0
MGH53_P5_C02	0.720095243009	blue	3	3.8835	0.80488
MGH53_P5_C03	NA	black	0	3.6257	0
MGH53_P5_C04	NA	black	0	4.6009	0
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	4.9687	0
MGH53_P5_C07	NA	black	0	0	0.49978
MGH53_P5_C08	NA	black	0	0.8883	0
MGH53_P5_C09	NA	black	0	3.4622	0
MGH53_P5_C10	NA	black	0	2.7355	0
MGH53_P5_C11	NA	black	0	3.4114	0
MGH53_P5_D01	NA	black	0	2.8051	0
MGH53_P5_D02	NA	black	0	6.3911	0
MGH53_P5_D04	0.607279232821	blue	3	3.9674	0.70664
MGH53_P5_D05	NA	black	0	3.1414	0
MGH53_P5_D07	NA	black	0	2.8484	0
MGH53_P5_D08	NA	black	0	0	0.81639
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	4.7706	0
MGH53_P5_E01	NA	black	0	3.0664	0
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	0.990857833236	black	0	4.6896	0.76043
MGH53_P5_E04	NA	black	0	0	0
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	4.3464	0
MGH53_P5_E09	NA	black	0	1.3835	0
MGH53_P5_E11	NA	black	0	5.3946	0
MGH53_P5_F01	0.0714882503065	green3	2	4.7835	0.31499
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0.36401	0
MGH53_P5_F06	0.90008153455	cyan	4	4.7491	0.70664
MGH53_P5_F07	NA	black	0	3.2476	0
MGH53_P5_F08	NA	black	0	0	0.54201
MGH53_P5_F10	NA	black	0	4.801	0
MGH53_P5_F11	0.488765869032	blue	3	3.8637	0.64985
MGH53_P5_G01	0.0656305328879	green3	2	3.7754	0.3505
MGH53_P5_G04	NA	black	0	3.3047	0
MGH53_P5_G05	-0.00101935812814	green3	2	1.9624	0.338
MGH53_P5_G07	NA	black	0	1.2141	0
MGH53_P5_G08	NA	black	0	0.18903	0
MGH53_P5_G09	-0.126324093523	green3	2	3.1327	0.14143
MGH53_P5_G10	0.300467494988	blue	3	0.99783	0.053806
MGH53_P5_G11	NA	black	0	0	0.36401
MGH53_P5_H02	NA	black	0	5.459	0
MGH53_P5_H03	NA	black	0	0.78994	0
MGH53_P5_H04	NA	black	0	0	0.36737
MGH53_P5_H05	NA	black	0	0.42761	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	1.6098	0
MGH53_P5_H10	NA	black	0	4.2216	0
MGH53_P5_H11	NA	black	0	4.4151	0
MGH53_P6_A01	-0.137232457796	green3	2	0.18015	0.4489
MGH53_P6_A02	0.289189226523	blue	3	0.2228	0.18777
MGH53_P6_A03	NA	black	0	0.123	0
MGH53_P6_A04	-0.251610680738	green3	2	4.2452	0.13881
MGH53_P6_A05	0.382170456132	blue	3	0.14666	0.14143
MGH53_P6_A06	-0.207964101854	green3	2	4.4668	0.17377
MGH53_P6_A07	-0.291223158119	green3	2	4.841	0.14405
MGH53_P6_A08	NA	black	0	0	0.30334
MGH53_P6_A09	-0.164133655172	green3	2	3.9183	0.17887
MGH53_P6_A10	NA	black	0	0	0.14274
MGH53_P6_A11	NA	black	0	0.084064	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	4.911	0
MGH53_P6_B03	NA	black	0	3.3258	0
MGH53_P6_B04	NA	black	0	4.3114	0
MGH53_P6_B05	NA	black	0	0.10568	0
MGH53_P6_B06	0.152750389154	green3	2	1.2172	0.16092
MGH53_P6_B07	NA	black	0	2.8335	0
MGH53_P6_B09	NA	black	0	4.831	0
MGH53_P6_B10	NA	black	0	0	0.24001
MGH53_P6_C01	NA	black	0	0.21537	0
MGH53_P6_C03	-0.182608959562	green3	2	4.2625	0.18142
MGH53_P6_C04	-0.165990705329	green3	2	3.0418	0.062122
MGH53_P6_C05	NA	black	0	3.5686	0
MGH53_P6_C06	NA	black	0	0	0
MGH53_P6_C07	-0.362491283823	green3	2	4.317	0.077243
MGH53_P6_C08	NA	black	0	0.22897	0
MGH53_P6_C09	NA	black	0	0	0.09356
MGH53_P6_C10	-0.0883200374962	green3	2	4.2093	0.23756
MGH53_P6_C11	NA	black	0	0	0
MGH53_P6_C12	0.122909565957	green3	2	4.8732	0.33571
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	-0.198638664892	green3	2	0.42223	0.49876
MGH53_P6_D03	0.831839534827	cyan	4	4.736	0.67717
MGH53_P6_D05	NA	black	0	0.13488	0
MGH53_P6_D07	NA	black	0	0.27977	0
MGH53_P6_D08	0.419115806791	blue	3	0.14405	0.12035
MGH53_P6_D09	NA	black	0	0.14143	0
MGH53_P6_D10	NA	black	0	0.1635	0
MGH53_P6_D11	-0.157034031286	green3	2	4.2557	0.19661
MGH53_P6_D12	NA	black	0	4.9678	0
MGH53_P6_E01	0.263364432195	blue	3	0.50182	0.17249
MGH53_P6_E02	NA	black	0	0	0
MGH53_P6_E03	-0.468243503939	green3	2	4.4494	0.028569
MGH53_P6_E04	NA	black	0	2.5489	0
MGH53_P6_E05	NA	black	0	5.045	0
MGH53_P6_E06	NA	black	0	4.811	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0.38184
MGH53_P6_E09	-0.0396374367507	green3	2	2.5816	0.18777
MGH53_P6_E10	NA	black	0	1.9613	0
MGH53_P6_F01	NA	black	0	0.3173	0
MGH53_P6_F02	0.0837742530056	green3	2	0.15186	0.31615
MGH53_P6_F03	0.456230473771	blue	3	0.30217	0.074505
MGH53_P6_F04	0.186625897196	blue	3	4.5394	0.38294
MGH53_P6_F05	-0.257218892979	green3	2	5.0367	0.16479
MGH53_P6_F06	NA	black	0	0	0.092207
MGH53_P6_F07	NA	black	0	0	0.20163
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	0.09356	0
MGH53_P6_F10	NA	black	0	4.7363	0
MGH53_P6_G01	NA	black	0	4.3516	0
MGH53_P6_G02	0.530028159701	blue	3	0.19283	0.048236
MGH53_P6_G03	-0.0991427480114	green3	2	4.392	0.23266
MGH53_P6_G04	0.414113766275	blue	3	0.074505	0.13225
MGH53_P6_G05	NA	black	0	0.34596	0
MGH53_P6_G06	NA	black	0	0.54399	0
MGH53_P6_G07	0.19705288997	blue	3	4.5375	0.38847
MGH53_P6_G08	0.127944020645	green3	2	0.055196	0.29514
MGH53_P6_G09	NA	black	0	4.7403	0
MGH53_P6_G10	NA	black	0	6.004	0
MGH53_P6_G11	-0.571936191029	green3	2	5.7951	0.066261
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	-0.232152826971	green3	2	3.5835	0.09356
MGH53_P6_H03	NA	black	0	0.31962	0
MGH53_P6_H04	NA	black	0	0.20789	0
MGH53_P6_H05	NA	black	0	2.4555	0
MGH53_P6_H07	NA	black	0	0.098958	0
MGH53_P6_H09	-0.362925841872	green3	2	3.8215	0.018634
MGH53_P6_H10	NA	black	0	0.18523	0
MGH53_P6_H11	-0.0501254653316	green3	2	3.8063	0.26063
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	3.6228	0
MGH53_P7_A03	-0.078686344265	green3	2	3.7536	0.23756
MGH53_P7_A04	0.383742897064	blue	3	0.34369	0.1137
MGH53_P7_A05	0.125936230591	green3	2	1.5724	0.10568
MGH53_P7_A06	0.0338893763574	green3	2	2.0257	0.12565
MGH53_P7_A07	NA	black	0	3.9906	0
MGH53_P7_A09	NA	black	0	0.1635	0
MGH53_P7_A11	NA	black	0	0	0.24732
MGH53_P7_A12	NA	black	0	0	0
MGH53_P7_B01	NA	black	0	0.14012	0
MGH53_P7_B02	NA	black	0	2.6464	0
MGH53_P7_B03	NA	black	0	0	0
MGH53_P7_B04	NA	black	0	4.439	0
MGH53_P7_B05	NA	black	0	3.6355	0
MGH53_P7_B06	-0.100080675983	green3	2	3.7136	0.21909
MGH53_P7_B07	-0.355218909027	green3	2	4.1633	0.067639
MGH53_P7_B08	NA	black	0	0.17121	0
MGH53_P7_B10	-0.454343678948	green3	2	4.5331	0.044044
MGH53_P7_B11	NA	black	0	0	0
MGH53_P7_B12	-0.252992933386	green3	2	4.0405	0.12433
MGH53_P7_C01	-0.148945814522	green3	2	3.7769	0.18269
MGH53_P7_C02	NA	black	0	0.32654	0
MGH53_P7_C03	NA	black	0	3.8938	0
MGH53_P7_C04	0.359150189746	blue	3	0.28451	0.1375
MGH53_P7_C05	NA	black	0	4.031	0
MGH53_P7_C06	0.37517643436	blue	3	0.15834	0.14405
MGH53_P7_C07	-0.199017849012	green3	2	4.4322	0.1776
MGH53_P7_C09	NA	black	0	0	0
MGH53_P7_C11	-0.334338224539	green3	2	4.8544	0.12433
MGH53_P7_C12	NA	black	0	1.0036	0
MGH53_P7_D01	NA	black	0	1.0922	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0	0.20789
MGH53_P7_D04	-0.109377196374	green3	2	3.8176	0.21537
MGH53_P7_D05	NA	black	0	0	0.419
MGH53_P7_D06	0.286251766844	blue	3	0.22774	0.18903
MGH53_P7_D07	NA	black	0	4.2277	0
MGH53_P7_D10	NA	black	0	0	0.028569
MGH53_P7_D11	-0.400329124847	green3	2	0.19409	0.61259
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	NA	black	0	0	0
MGH53_P7_E02	NA	black	0	3.4607	0
MGH53_P7_E03	NA	black	0	4.1355	0
MGH53_P7_E04	NA	black	0	0.31846	0
MGH53_P7_E05	NA	black	0	5.5033	0
MGH53_P7_E06	0.178980885503	green3	2	4.7088	0.36961
MGH53_P7_E07	0.144209491856	green3	2	1.4947	0.10165
MGH53_P7_E08	0.474900915405	blue	3	0.11636	0.092207
MGH53_P7_E09	-0.293174662423	green3	2	3.8764	0.079975
MGH53_P7_E10	NA	black	0	0.10702	0
MGH53_P7_E11	NA	black	0	0	0
MGH53_P7_E12	0.484678140743	blue	3	0.20414	0.073135
MGH53_P7_F01	NA	black	0	0.22897	0
MGH53_P7_F02	NA	black	0	4.7817	0
MGH53_P7_F04	-0.323080306531	green3	2	4.089	0.08134
MGH53_P7_F05	-0.309495962045	green3	2	4.1397	0.094912
MGH53_P7_F06	0.144027968952	green3	2	0.1635	0.27977
MGH53_P7_F08	-0.388505115337	green3	2	4.9969	0.10568
MGH53_P7_F09	NA	black	0	0	0.37184
MGH53_P7_F10	NA	black	0	3.7732	0
MGH53_P7_F11	-0.254020840738	green3	2	3.9365	0.11503
MGH53_P7_F12	0.261787128292	blue	3	0.8679	0.1177
MGH53_P7_G01	0.339771767016	blue	3	4.6648	0.45101
MGH53_P7_G03	NA	black	0	0.36625	0
MGH53_P7_G04	NA	black	0	0	0
MGH53_P7_G05	0.4477327766	blue	3	0.21412	0.09356
MGH53_P7_G06	NA	black	0	0	0.08134
MGH53_P7_G07	NA	black	0	0.33342	0
MGH53_P7_G08	0.341915452178	blue	3	0.12433	0.16736
MGH53_P7_G09	NA	black	0	0	0.10434
MGH53_P7_G10	NA	black	0	0.21785	0
MGH53_P7_G11	NA	black	0	4.3273	0
MGH53_P7_G12	-0.299236702974	green3	2	5.2565	0.15186
MGH53_P7_H01	NA	black	0	0	0.14274
MGH53_P7_H02	0.265326965486	blue	3	0.338	0.1903
MGH53_P7_H03	0.164176931082	green3	2	4.6996	0.36289
MGH53_P7_H04	NA	black	0	4.0233	0
MGH53_P7_H05	NA	black	0	0	0.11902
MGH53_P7_H06	0.409161898826	blue	3	0.36849	0.09356
MGH53_P7_H07	NA	black	0	0.20289	0
MGH53_P7_H08	NA	black	0	0.14666	0
MGH53_P7_H10	NA	black	0	3.5263	0
MGH53_P7_H11	NA	black	0	0.059355	0
MGH53_P7_H12	-0.369399364609	green3	2	4.7562	0.10299
MGH53_P8_A01	NA	black	0	4.6847	0
MGH53_P8_A02	-0.23651523019	green3	2	4.0888	0.13881
MGH53_P8_A03	-0.160372736959	green3	2	4.0885	0.18903
MGH53_P8_A04	NA	black	0	0.15445	0
MGH53_P8_A05	NA	black	0	2.0458	0
MGH53_P8_A06	0.309549099731	blue	3	0.33571	0.16221
MGH53_P8_A07	-0.107780857342	green3	2	4.3859	0.22774
MGH53_P8_A08	NA	black	0	6.0243	0
MGH53_P8_A09	NA	black	0	0.56949	0
MGH53_P8_A10	0.174187642363	green3	2	1.0072	0.17505
MGH53_P8_A11	NA	black	0	0.11103	0
MGH53_P8_A12	NA	black	0	1.3448	0
MGH53_P8_B03	0.316786345445	blue	3	4.2912	0.47405
MGH53_P8_B04	NA	black	0	0.28333	0
MGH53_P8_B08	NA	black	0	3.1212	0
MGH53_P8_B09	NA	black	0	4.8202	0
MGH53_P8_B10	NA	black	0	4.3619	0
MGH53_P8_B11	NA	black	0	5.7043	0
MGH53_P8_B12	NA	black	0	3.9404	0
MGH53_P8_C01	-0.243664194463	green3	2	4.7347	0.1635
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	NA	black	0	4.2921	0
MGH53_P8_C04	NA	black	0	5.1506	0
MGH53_P8_C08	-0.295931598992	green3	2	5.088	0.14926
MGH53_P8_C09	-0.369549193744	green3	2	4.8656	0.10836
MGH53_P8_C10	0.13743359927	green3	2	1.4952	0.11237
MGH53_P8_C11	NA	black	0	4.5103	0
MGH53_P8_C12	NA	black	0	2.4052	0
MGH53_P8_D01	NA	black	0	0.77821	0
MGH53_P8_D02	0.541925011794	blue	3	0.10969	0.055196
MGH53_P8_D03	0.112453382732	green3	2	3.4114	0.419
MGH53_P8_D04	NA	black	0	0	0.22157
MGH53_P8_D05	NA	black	0	0	0.15186
MGH53_P8_D06	NA	black	0	0.24853	0
MGH53_P8_D07	NA	black	0	4.1502	0
MGH53_P8_D08	NA	black	0	0	0.14143
MGH53_P8_D09	NA	black	0	0.17121	0
MGH53_P8_D10	NA	black	0	3.7926	0
MGH53_P8_D11	NA	black	0	4.2718	0
MGH53_P8_E01	NA	black	0	4.6473	0
MGH53_P8_E03	NA	black	0	0.21661	0
MGH53_P8_E04	-0.0356490410424	green3	2	2.5375	0.18523
MGH53_P8_E05	NA	black	0	4.0743	0
MGH53_P8_E06	0.314142485599	blue	3	1.9609	3.5318
MGH53_P8_E07	0.117766899473	green3	2	3.6918	0.39726
MGH53_P8_E08	-0.144525862325	green3	2	3.4547	0.16221
MGH53_P8_E09	NA	black	0	0.46153	0
MGH53_P8_E10	NA	black	0	5.1498	0
MGH53_P8_E11	NA	black	0	2.8871	0
MGH53_P8_F01	NA	black	0	0	0.17249
MGH53_P8_F02	0.220897696382	blue	3	3.833	0.46258
MGH53_P8_F04	NA	black	0	4.0225	0
MGH53_P8_F05	NA	black	0	0	0.19409
MGH53_P8_F06	-0.230609799353	green3	2	3.6668	0.10568
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	-0.415686191504	green3	2	5.3227	0.10702
MGH53_P8_F09	0.579891269477	blue	3	0.048236	0.044044
MGH53_P8_F11	NA	black	0	0.10969	0
MGH53_P8_G01	NA	black	0	0	0.17121
MGH53_P8_G02	NA	black	0	6.1086	0
MGH53_P8_G03	NA	black	0	5.0052	0
MGH53_P8_G04	NA	black	0	5.1264	0
MGH53_P8_G05	NA	black	0	0.43403	0
MGH53_P8_G06	NA	black	0	0.42868	0
MGH53_P8_G07	NA	black	0	1.2744	0
MGH53_P8_G08	NA	black	0	0.48852	0
MGH53_P8_G09	NA	black	0	0.08134	0
MGH53_P8_G10	NA	black	0	0	0
MGH53_P8_G11	0.348915610372	blue	3	0.041243	0.17249
MGH53_P8_G12	NA	black	0	0	0
MGH53_P8_H01	NA	black	0	0.54498	0
MGH53_P8_H02	NA	black	0	0	0.12168
MGH53_P8_H03	-0.186692927883	green3	2	4.0522	0.16993
MGH53_P8_H04	0.0766687546377	green3	2	1.7672	0.13225
MGH53_P8_H05	NA	black	0	4.8958	0
MGH53_P8_H06	-0.265837616725	green3	2	4.541	0.14535
MGH53_P8_H07	NA	black	0	0	0
MGH53_P8_H08	NA	black	0	0.52507	0
MGH53_P8_H09	-0.473556766167	green3	2	4.7417	0.051024
MGH53_P8_H10	0.0180116222565	green3	2	1.5499	0.30685
MGH53_P8_H11	NA	black	0	0.055196	0
MGH53_P8_H12	-0.889773839153	black	0	0.65352	1.1003
MGH53_P1_A03	NA	black	0	0	0.20289
MGH53_P1_A04	NA	black	0	3.7012	0
MGH53_P1_A06	0.222577999252	blue	3	0.14012	0.23511
MGH53_P1_A07	-0.198997125662	green3	2	3.4094	0.1003
MGH53_P1_A08	NA	black	0	3.412	0
MGH53_P1_B04	NA	black	0	0	0
MGH53_P1_B08	0.236474732775	blue	3	0.10165	0.2302
MGH53_P1_B09	NA	black	0	0.17249	0
MGH53_P1_B11	-0.341599841307	green3	2	4.5518	0.10568
MGH53_P1_C03	NA	black	0	3.4302	0
MGH53_P1_C06	NA	black	0	4.0689	0
MGH53_P1_C09	-0.21414074843	green3	2	3.6019	0.11237
MGH53_P1_C10	NA	black	0	2.9103	0
MGH53_P1_D01	NA	black	0	4.7577	0
MGH53_P1_D05	NA	black	0	0.25217	0
MGH53_P1_D12	-0.0753605015528	green3	2	2.7736	0.15056
MGH53_P1_E09	-0.233990355403	green3	2	5.5843	0.18142
MGH53_P1_E12	-0.362672279353	green3	2	4.4775	0.089498
MGH53_P12_A01	NA	black	0	5.085	0
MGH53_P12_A02	-0.300458432964	green3	2	4.816	0.13881
MGH53_P12_A03	NA	black	0	3.8002	0
MGH53_P12_A04	0.420545947876	blue	3	0.1865	0.1137
MGH53_P12_A05	0.489611376101	blue	3	0.049631	0.09356
MGH53_P12_A06	NA	black	0	0.86631	0
MGH53_P12_A08	-0.416944099278	green3	2	5.8249	0.12035
MGH53_P12_A09	NA	black	0	3.7193	0
MGH53_P12_A10	0.0866562774571	green3	2	3.7115	0.37072
MGH53_P12_A11	NA	black	0	0.57628	0
MGH53_P12_A12	-0.282542294148	green3	2	3.8076	0.079975
MGH53_P12_B01	0.377681108198	blue	3	0.26784	0.12829
MGH53_P12_B02	NA	black	0	3.2109	0
MGH53_P12_B03	NA	black	0	4.6896	0
MGH53_P12_B04	-0.227569252254	green3	2	4.6359	0.16864
MGH53_P12_B05	NA	black	0	3.6703	0
MGH53_P12_B06	0.0728327259686	green3	2	1.0942	0.26903
MGH53_P12_B07	NA	black	0	4.183	0
MGH53_P12_B08	NA	black	0	1.442	0
MGH53_P12_B09	NA	black	0	3.6388	0
MGH53_P12_B11	NA	black	0	0	0
MGH53_P12_B12	NA	black	0	0.3173	0
MGH53_P12_C01	-0.275137302378	green3	2	3.8159	0.086784
MGH53_P12_C02	-0.0317818643949	green3	2	4.9228	0.26424
MGH53_P12_C03	NA	black	0	0	0
MGH53_P12_C04	-0.225591708013	green3	2	3.9986	0.14012
MGH53_P12_C05	-0.210300445188	green3	2	3.7033	0.12697
MGH53_P12_C06	NA	black	0	4.3636	0
MGH53_P12_C07	-0.24089641545	green3	2	3.9342	0.12433
MGH53_P12_C08	NA	black	0	0	0
MGH53_P12_C09	NA	black	0	0	0
MGH53_P12_C10	NA	black	0	0	0
MGH53_P12_C11	NA	black	0	3.9773	0
MGH53_P12_C12	NA	black	0	0.63691	0
MGH53_P12_D01	NA	black	0	3.8552	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0.22033	0
MGH53_P12_D04	NA	black	0	1.5266	0
MGH53_P12_D05	NA	black	0	3.8926	0
MGH53_P12_D06	NA	black	0	0.34142	0
MGH53_P12_D07	-0.383999634742	green3	2	4.2205	0.055196
MGH53_P12_D08	NA	black	0	0	0.10969
MGH53_P12_D09	NA	black	0	1.8667	0
MGH53_P12_D10	NA	black	0	0.12035	0
MGH53_P12_D11	-0.0409496545171	green3	2	2.5061	0.14535
MGH53_P12_D12	-0.308723430105	green3	2	3.9056	0.071763
MGH53_P12_E01	-0.0154165249973	green3	2	4.0353	0.28451
MGH53_P12_E02	NA	black	0	3.4183	0
MGH53_P12_E03	-0.326898915618	green3	2	5.6932	0.14926
MGH53_P12_E04	NA	black	0	1.6026	0
MGH53_P12_E05	-0.199964955704	green3	2	4.9826	0.18903
MGH53_P12_E06	NA	black	0	4.2079	0
MGH53_P12_E07	NA	black	0	3.0595	0
MGH53_P12_E08	-0.306482130876	green3	2	3.9766	0.08134
MGH53_P12_E09	NA	black	0	4.822	0
MGH53_P12_E10	0.505130271068	blue	3	0.18903	0.063503
MGH53_P12_E12	NA	black	0	4.0918	0
MGH53_P12_F01	NA	black	0	3.7059	0
MGH53_P12_F02	NA	black	0	0	0.15186
MGH53_P12_F03	NA	black	0	0.19535	0
MGH53_P12_F04	0.0873599192457	green3	2	0.18269	0.31267
MGH53_P12_F06	0.387292320779	blue	3	0.069015	0.14796
MGH53_P12_F07	-0.207103181025	green3	2	3.6897	0.12829
MGH53_P12_F08	-0.0163131393859	green3	2	4.8321	0.27262
MGH53_P12_F09	0.253958532263	blue	3	1.0447	0.088142
MGH53_P12_F10	-0.155168374086	green3	2	3.3301	0.13619
MGH53_P12_F11	-0.246446632365	green3	2	3.4725	0.062122
MGH53_P12_F12	0.329898094467	blue	3	0.88596	0.053806
MGH53_P12_G01	-0.0767992490668	green3	2	2.6749	0.10969
MGH53_P12_G03	NA	black	0	0	0.020058
MGH53_P12_G04	NA	black	0	0	0.21039
MGH53_P12_G07	NA	black	0	1.1177	0
MGH53_P12_G08	-0.0917599196829	green3	2	2.7135	0.086784
MGH53_P12_G09	0.166728587309	green3	2	0.10299	0.27023
MGH53_P12_G10	NA	black	0	3.6533	0
MGH53_P12_G11	-0.366264096436	green3	2	4.6786	0.1003
MGH53_P12_G12	-0.231012397263	green3	2	3.7796	0.1177
MGH53_P12_H01	0.316836891428	blue	3	0.78492	0.086784
MGH53_P12_H02	NA	black	0	3.1436	0
MGH53_P12_H03	NA	black	0	0.082703	0
MGH53_P12_H04	-0.0632360587288	green3	2	0.15575	0.40381
MGH53_P12_H05	NA	black	0	1.5039	0
MGH53_P12_H06	NA	black	0	3.1213	0
MGH53_P12_H07	0.518549383506	blue	3	0.088142	0.071763
MGH53_P12_H08	-0.0104965275166	green3	2	2.8288	0.29631
MGH53_P12_H09	NA	black	0	1.2388	0
MGH53_P12_H10	-0.0563777731185	green3	2	2.9793	0.22404
MGH53_P12_H11	NA	black	0	3.6677	0
MGH53_P12_H12	NA	black	0	4.7216	0
MGH53_P2_A09	-0.0843597446023	green3	2	2.6971	0.098958
MGH53_P2_A11	-0.34492400601	green3	2	4.3406	0.089498
MGH53_P2_A12	NA	black	0	4.5627	0
MGH53_P2_B05	NA	black	0	0	0.08134
MGH53_P2_B07	0.0595113829997	green3	2	1.2738	0.26784
MGH53_P2_B09	-0.41688728224	green3	2	4.6743	0.074505
MGH53_P2_B10	NA	black	0	0	0
MGH53_P2_C01	-0.154054221249	green3	2	2.9762	0.060739
MGH53_P2_C02	NA	black	0	3.3516	0
MGH53_P2_C03	0.276025057641	blue	3	0.9501	0.088142
MGH53_P2_C07	0.211931373724	blue	3	0.43616	0.21537
MGH53_P2_C09	NA	black	0	0.22157	0
MGH53_P2_D01	-0.329873224967	green3	2	3.9097	0.056584
MGH53_P2_D02	NA	black	0	4.1081	0
MGH53_P2_D07	NA	black	0	4.5474	0
MGH53_P2_D08	NA	black	0	1.3545	0
MGH53_P2_D12	NA	black	0	0	0.11503
MGH53_P2_E04	0.0487473051987	green3	2	1.9826	0.092207
MGH53_P2_E10	0.408793244513	blue	3	0.26424	0.10969
MGH53_P2_F02	-0.218081808971	green3	2	3.6778	0.1177
MGH53_P2_F03	-0.375057661639	green3	2	5.0472	0.1137
MGH53_P2_F04	0.00394012185896	green3	2	2.1709	0.22157
MGH53_P2_F05	0.562281317821	blue	3	4.5598	0.57337
MGH53_P2_G02	0.230244862093	blue	3	5.362	0.35952
MGH53_P2_G07	NA	black	0	1.4356	0
MGH53_P2_H01	NA	black	0	0	0.30334
MGH53_P10_A01	NA	black	0	0	0.25701
MGH53_P10_A02	NA	black	0	0	0.10969
MGH53_P10_A03	-0.145149640677	green3	2	5.3478	0.21412
MGH53_P10_A04	0.4119414437	blue	3	0.35727	0.09356
MGH53_P10_A05	NA	black	0	3.1107	0
MGH53_P10_A06	-0.150659948359	green3	2	3.2113	0.123
MGH53_P10_A07	NA	black	0	0	0
MGH53_P10_A08	NA	black	0	0	0
MGH53_P10_A09	-0.35715164933	green3	2	4.3623	0.084064
MGH53_P10_A10	0.202549716796	blue	3	0.18142	0.24367
MGH53_P10_A11	0.29130875919	blue	3	0.11103	0.19787
MGH53_P10_A12	-0.0988355990442	green3	2	2.6868	0.052416
MGH53_P10_B01	-0.16891681227	green3	2	3.6785	0.15963
MGH53_P10_B02	0.350102688299	blue	3	0.17249	0.15704
