Cell_name	Zvalue	Color	Cluster	ICAM1	STAT3
MGH53_P5_F08	NA	black	0	0	2.3846
MGH53_P5_F10	NA	black	0	0	6.24
MGH53_P5_F11	NA	black	0	0	1.4125
MGH53_P5_G01	NA	black	0	0	0
MGH53_P5_G04	NA	black	0	0	3.1447
MGH53_P5_G05	NA	black	0	0	4.9814
MGH53_P5_G07	NA	black	0	0	1.9749
MGH53_P5_G08	NA	black	0	0	4.8224
MGH53_P5_G09	NA	black	0	0	1.6313
MGH53_P5_G10	0.470285197087	green3	2	0.22651	0.08134
MGH53_P5_G11	NA	black	0	0	0.51904
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	4.7236
MGH53_P5_H05	0.241797480378	green3	2	1.269	5.6139
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	4.2284
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0.16736	0
MGH53_P6_A01	NA	black	0	0	0.4489
MGH53_P6_A02	NA	black	0	0	0
MGH53_P6_A03	NA	black	0	0	0.085425
MGH53_P6_A04	NA	black	0	0	0
MGH53_P6_A05	NA	black	0	0	0.25822
MGH53_P6_A06	NA	black	0	0	3.3009
MGH53_P6_A07	NA	black	0	0	0.13356
MGH53_P6_A08	0.23513428665	green3	2	0.4957	0.49774
MGH53_P6_A09	NA	black	0	0	0.1375
MGH53_P6_A10	-0.331458409716	red	1	0.11503	3.3953
MGH53_P6_A11	NA	black	0	0	1.364
MGH53_P6_A12	NA	black	0	0	0.61164
MGH53_P6_B02	NA	black	0	0.73205	0
MGH53_P6_B03	NA	black	0	0	3.3067
MGH53_P6_B04	NA	black	0	0	2.2513
MGH53_P6_B05	NA	black	0	0	5.2603
MGH53_P6_B06	NA	black	0	0	4.2586
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	NA	black	0	0	0.27381
MGH53_P6_B10	NA	black	0	0	0.16221
MGH53_P6_C01	NA	black	0	0	0.28688
MGH53_P6_C03	NA	black	0	0	0
MGH53_P6_C04	0.430458317886	green3	2	0.25459	0.18777
MGH53_P6_C05	-0.216026372243	red	1	0.48027	3.538
MGH53_P6_C06	-0.625006171043	red	1	0.21909	4.6317
MGH53_P6_C07	NA	black	0	0	0.045443
MGH53_P6_C08	NA	black	0	0	0
MGH53_P6_C09	NA	black	0	0	5.5795
MGH53_P6_C10	NA	black	0	0	0
MGH53_P6_C11	NA	black	0	0	5.1798
MGH53_P6_C12	NA	black	0	0	0.91991
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	0.387049327731	green3	2	0.29983	0.26424
MGH53_P6_D03	NA	black	0	0	0
MGH53_P6_D05	NA	black	0	0	0
MGH53_P6_D07	0.174429829388	green3	2	0.52005	0.90458
MGH53_P6_D08	NA	black	0	0	0.514
MGH53_P6_D09	NA	black	0	0	0
MGH53_P6_D10	NA	black	0	0	5.1191
MGH53_P6_D11	NA	black	0	0	4.5878
MGH53_P6_D12	NA	black	0	0	2.2488
MGH53_P6_E01	NA	black	0	0	0.42008
MGH53_P6_E02	-0.951317957525	red	1	0.14796	5.5024
MGH53_P6_E03	NA	black	0	0	0
MGH53_P6_E04	NA	black	0	0	0
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	0.242260751393	green3	2	0.42116	0.73466
MGH53_P6_E09	NA	black	0	0	4.2628
MGH53_P6_E10	NA	black	0	0	0
MGH53_P6_F01	-0.880866747126	red	1	0.2302	5.5627
MGH53_P6_F02	-0.0620972745028	red	1	0.53506	2.6801
MGH53_P6_F03	NA	black	0	0	5.3263
MGH53_P6_F04	NA	black	0	0	3.9204
MGH53_P6_F05	NA	black	0	0	5.1994
MGH53_P6_F06	NA	black	0	0	4.8726
MGH53_P6_F07	NA	black	0	0	0.29278
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	0	0.24245
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	NA	black	0	0	2.3604
MGH53_P6_G02	NA	black	0	0	0.29748
MGH53_P6_G03	NA	black	0	0	0
MGH53_P6_G04	0.395746037499	green3	2	0.27977	0.2857
MGH53_P6_G05	NA	black	0	0	2.8045
MGH53_P6_G06	NA	black	0	0	4.3567
MGH53_P6_G07	NA	black	0	0.22897	0
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	NA	black	0	0	0.37518
MGH53_P6_G10	NA	black	0	0	0
MGH53_P6_G11	NA	black	0	0	0.35614
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	NA	black	0	0	0.1635
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	NA	black	0	0	0
MGH53_P6_H05	NA	black	0	0	0.2228
MGH53_P6_H07	NA	black	0	0	0
MGH53_P6_H09	0.547800513393	green3	2	0.11503	0.07861
MGH53_P6_H10	-0.746786197418	red	1	0.35502	5.5694
MGH53_P6_H11	NA	black	0	0	1.6064
MGH53_P7_A01	NA	black	0	0	0.32654
MGH53_P7_A02	NA	black	0	0	3.405
MGH53_P7_A03	NA	black	0	0	0
MGH53_P7_A04	NA	black	0	0	0.56949
MGH53_P7_A05	-0.171047682719	red	1	0.13488	2.8548
MGH53_P7_A06	-0.90787596176	red	1	0.26903	5.8091
MGH53_P7_A07	NA	black	0	0	0.37072
MGH53_P7_A09	NA	black	0	0	0.44679
MGH53_P7_A11	0.266656802606	green3	2	0.44573	0.47197
MGH53_P7_A12	NA	black	0	0	0
MGH53_P7_B01	NA	black	0	0	0.33914
MGH53_P7_B02	NA	black	0	0	0
MGH53_P7_B03	NA	black	0	0	0
MGH53_P7_B04	NA	black	0	0	5.0863
MGH53_P7_B05	NA	black	0	0	0.16864
MGH53_P7_B06	NA	black	0	0	0.1137
MGH53_P7_B07	NA	black	0	0	4.4239
MGH53_P7_B08	NA	black	0	0	0
MGH53_P7_B10	-0.286035917993	red	1	0.1375	3.2666
MGH53_P7_B11	NA	black	0	0	0.32998
MGH53_P7_B12	0.517877520809	green3	2	0.15445	0.090853
MGH53_P7_C01	NA	black	0	0	0.23511
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	0.228921184291	green3	2	0.53007	0.37629
MGH53_P7_C05	NA	black	0	0	3.1434
MGH53_P7_C06	NA	black	0	0	1.9317
MGH53_P7_C07	NA	black	0	0	0.25822
MGH53_P7_C09	0.450078707463	green3	2	0.12829	0.45523
MGH53_P7_C11	NA	black	0	0	0.21039
MGH53_P7_C12	NA	black	0	0	0
MGH53_P7_D01	NA	black	0	0	4.5362
MGH53_P7_D02	NA	black	0	0	0.67987
MGH53_P7_D03	NA	black	0	0	0.74846
MGH53_P7_D04	NA	black	0	0	0.67265
MGH53_P7_D05	NA	black	0	0.32308	0
MGH53_P7_D06	0.326284199562	green3	2	0.39287	0.2762
MGH53_P7_D07	NA	black	0	0	0
MGH53_P7_D10	NA	black	0	0	4.2219
MGH53_P7_D11	NA	black	0	0	5.5693
MGH53_P7_D12	NA	black	0	0	3.4137
MGH53_P7_E01	NA	black	0	0	5.7819
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	NA	black	0	0	2.2001
MGH53_P7_E04	NA	black	0	0	0.66448
MGH53_P7_E05	NA	black	0	0	1.8821
MGH53_P7_E06	NA	black	0	0	5.3259
MGH53_P7_E07	NA	black	0	0	5.3947
MGH53_P7_E08	NA	black	0	0	0.2558
MGH53_P7_E09	NA	black	0	0	3.1252
MGH53_P7_E10	NA	black	0	0	4.355
MGH53_P7_E11	-0.697371647371	red	1	0.22033	4.8918
MGH53_P7_E12	NA	black	0	0	0.62761
MGH53_P7_F01	NA	black	0	0	0.17632
MGH53_P7_F02	NA	black	0	0	4.2059
MGH53_P7_F04	0.456530131173	green3	2	0.21288	0.19409
MGH53_P7_F05	NA	black	0	0	0.17249
MGH53_P7_F06	NA	black	0	0	6.8079
MGH53_P7_F08	NA	black	0	0	4.4465
MGH53_P7_F09	NA	black	0	0	1.5465
MGH53_P7_F10	NA	black	0	0	0
MGH53_P7_F11	NA	black	0	0	0.085425
MGH53_P7_F12	NA	black	0	0	0.24489
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	0.48027
MGH53_P7_G04	NA	black	0	0	0.10299
MGH53_P7_G05	NA	black	0	0	0
MGH53_P7_G06	NA	black	0	0	0.13619
MGH53_P7_G07	NA	black	0	0	1.0079
MGH53_P7_G08	NA	black	0	0	3.7019
MGH53_P7_G09	NA	black	0	0	6.8139
MGH53_P7_G10	NA	black	0	0	0
MGH53_P7_G11	NA	black	0	0	0
MGH53_P7_G12	NA	black	0	0	1.2497
MGH53_P7_H01	NA	black	0	0	0
MGH53_P7_H02	NA	black	0	0	0.78409
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	-0.213220176613	red	1	0.24975	3.1283
MGH53_P7_H05	0.485037879451	green3	2	0.1903	0.12961
MGH53_P7_H06	NA	black	0	0	4.6209
MGH53_P7_H07	NA	black	0	0	0.39067
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	0	4.292
MGH53_P7_H11	NA	black	0	0	3.5105
MGH53_P7_H12	NA	black	0	0	4.9028
MGH53_P8_A01	NA	black	0	0	0.60312
MGH53_P8_A02	-0.135197743554	red	1	0.18777	2.76
MGH53_P8_A03	0.461276573191	green3	2	0.21164	0.17505
MGH53_P8_A04	0.335223425413	green3	2	0.27262	0.6248
MGH53_P8_A05	NA	black	0	0	0.42438
MGH53_P8_A06	NA	black	0	0	6.4603
MGH53_P8_A07	NA	black	0	0	0.11237
MGH53_P8_A08	NA	black	0	0.27262	0
MGH53_P8_A09	0.382639159867	green3	2	0.31846	0.22157
MGH53_P8_A10	NA	black	0	0	1.9123
MGH53_P8_A11	0.392241911875	green3	2	0.21039	0.50792
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	0	0
MGH53_P8_B04	NA	black	0	0	4.3364
MGH53_P8_B08	NA	black	0	0	0.22033
MGH53_P8_B09	NA	black	0	0	0.17505
MGH53_P8_B10	NA	black	0	0	2.6271
MGH53_P8_B11	0.583974292145	green3	2	0.074505	0.045443
MGH53_P8_B12	NA	black	0	0	0
MGH53_P8_C01	NA	black	0	0	0.12961
MGH53_P8_C02	NA	black	0	0	0.13356
MGH53_P8_C03	-0.12204173028	red	1	0.25217	2.7534
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	NA	black	0	0	0.38847
MGH53_P8_C09	NA	black	0	0	0.12433
MGH53_P8_C10	-0.532737432315	red	1	0.24001	4.3522
MGH53_P8_C11	NA	black	0	0	4.3727
MGH53_P8_C12	NA	black	0	0	0.44042
MGH53_P8_D01	NA	black	0	0	3.2753
MGH53_P8_D02	0.156948386131	red	1	0.11237	1.6443
MGH53_P8_D03	NA	black	0	0	5.8457
MGH53_P8_D04	NA	black	0	0	3.4297
MGH53_P8_D05	NA	black	0	0	0.21412
MGH53_P8_D06	NA	black	0	0	1.5941
MGH53_P8_D07	NA	black	0	0	2.9694
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	NA	black	0	0	0.010064
MGH53_P8_D10	NA	black	0	0	3.9836
MGH53_P8_D11	NA	black	0	0	0.26063
MGH53_P8_E01	NA	black	0	0	2.1293
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	NA	black	0	0	1.1362
MGH53_P8_E05	NA	black	0	0	0
MGH53_P8_E06	NA	black	0	0	0.58592
MGH53_P8_E07	NA	black	0	0	0
MGH53_P8_E08	NA	black	0	0	0.31383
MGH53_P8_E09	NA	black	0	0.32998	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	-0.531937546756	red	1	0.28333	4.467
MGH53_P8_F01	NA	black	0	0	0
MGH53_P8_F02	NA	black	0	0	0
MGH53_P8_F04	NA	black	0	0	0.23511
MGH53_P8_F05	-0.332839308267	red	1	0.21661	3.5509
MGH53_P8_F06	NA	black	0	0	0.15316
MGH53_P8_F07	NA	black	0	0	3.5413
MGH53_P8_F08	NA	black	0	0	3.476
MGH53_P8_F09	0.56278827	green3	2	0.097611	0.066261
MGH53_P8_F11	-0.434856571548	red	1	0.18523	3.8708
MGH53_P8_G01	NA	black	0	0	0.25096
MGH53_P8_G02	NA	black	0	0	1.0072
MGH53_P8_G03	NA	black	0	0	0
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0	4.2636
MGH53_P8_G06	NA	black	0	0	0.78241
MGH53_P8_G07	NA	black	0	0	0.47301
MGH53_P8_G08	NA	black	0	0	0.45838
MGH53_P8_G09	NA	black	0	0	0.10969
MGH53_P8_G10	NA	black	0	0	4.4484
MGH53_P8_G11	NA	black	0	0	3.5782
MGH53_P8_G12	NA	black	0	0	1.3167
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	0	0
MGH53_P8_H03	NA	black	0	0	0.15316
MGH53_P8_H04	0.404738606939	green3	2	0.21785	0.42868
MGH53_P8_H05	NA	black	0	0	0.41359
MGH53_P8_H06	NA	black	0	0	5.2506
MGH53_P8_H07	NA	black	0	0	0.57143
MGH53_P8_H08	NA	black	0	0	4.5093
MGH53_P8_H09	NA	black	0	0	0.33113
MGH53_P8_H10	NA	black	0	0	0.3115
MGH53_P8_H11	NA	black	0	0	2.8055
MGH53_P8_H12	0.237466483766	green3	2	0.4489	0.67265
MGH53_P1_A03	NA	black	0	0	0.72159
MGH53_P1_A04	NA	black	0	0	3.354
MGH53_P1_A06	NA	black	0	0	0
MGH53_P1_A07	NA	black	0	0	0.30801
MGH53_P1_A08	-0.0721806899291	red	1	0.17377	2.5094
MGH53_P1_B04	NA	black	0	0	0
MGH53_P1_B08	NA	black	0	0	0.2857
MGH53_P1_B09	NA	black	0	0	4.0406
MGH53_P1_B11	0.439648766311	green3	2	0.21661	0.26424
MGH53_P1_C03	0.423470693964	green3	2	0.20789	0.36737
MGH53_P1_C06	NA	black	0	0.32769	0
MGH53_P1_C09	NA	black	0	0	0
MGH53_P1_C10	NA	black	0	0	2.9813
MGH53_P1_D01	NA	black	0	0	0
MGH53_P1_D05	NA	black	0	0	4.4733
MGH53_P1_D12	NA	black	0	0	3.8961
MGH53_P1_E09	NA	black	0	0	0.26424
MGH53_P1_E12	NA	black	0	0	3.8851
MGH53_P12_A01	NA	black	0	0.18903	0
MGH53_P12_A02	NA	black	0	0.25096	0
MGH53_P12_A03	NA	black	0	0	0.14274
MGH53_P12_A04	NA	black	0	0	0
MGH53_P12_A05	NA	black	0	0	0.57821
MGH53_P12_A06	NA	black	0	0.22404	0
MGH53_P12_A08	0.225793222894	green3	2	0.48543	0.61918
MGH53_P12_A09	NA	black	0	0	0
MGH53_P12_A10	NA	black	0	0	0.78492
MGH53_P12_A11	NA	black	0	0	0
MGH53_P12_A12	0.439298784383	green3	2	0.16221	0.41792
MGH53_P12_B01	NA	black	0	0	0
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0	1.7891
MGH53_P12_B04	-0.347247439953	red	1	0.36065	3.9027
MGH53_P12_B05	NA	black	0	0	3.7664
MGH53_P12_B06	-0.564051888616	red	1	0.15316	4.2534
MGH53_P12_B07	NA	black	0	0.42223	0
MGH53_P12_B08	0.229414126382	green3	2	0.52607	0.39397
MGH53_P12_B09	NA	black	0	0	3.4817
MGH53_P12_B11	NA	black	0	0	3.8995
MGH53_P12_B12	-0.43475332892	red	1	0.17121	3.8436
MGH53_P12_C01	NA	black	0	0	4.5453
MGH53_P12_C02	NA	black	0	0	3.2857
MGH53_P12_C03	NA	black	0	0	0
MGH53_P12_C04	NA	black	0	0	3.2107
MGH53_P12_C05	NA	black	0	0	0
MGH53_P12_C06	NA	black	0	0	0.13488
MGH53_P12_C07	-0.39476743117	red	1	0.26063	3.8735
MGH53_P12_C08	NA	black	0	0	0.45418
MGH53_P12_C09	NA	black	0	0	0.14926
MGH53_P12_C10	NA	black	0	0.24001	0
MGH53_P12_C11	NA	black	0	0.52907	0
MGH53_P12_C12	NA	black	0	0	0.2857
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	3.0853
MGH53_P12_D03	NA	black	0	0	3.8923
MGH53_P12_D04	0.343238756713	green3	2	0.37518	0.23879
MGH53_P12_D05	NA	black	0	0	0
MGH53_P12_D06	NA	black	0	0	0.31962
MGH53_P12_D07	NA	black	0	0	0
MGH53_P12_D08	NA	black	0	0	0
MGH53_P12_D09	NA	black	0	0	2.2032
MGH53_P12_D10	NA	black	0	0	0
MGH53_P12_D11	NA	black	0	0	4.8789
MGH53_P12_D12	NA	black	0	0	0.36737
MGH53_P12_E01	NA	black	0	0	0.32539
MGH53_P12_E02	NA	black	0	0	0
MGH53_P12_E03	0.379861306306	green3	2	0.32308	0.22033
MGH53_P12_E04	NA	black	0	0	0.27739
MGH53_P12_E05	NA	black	0	0	3.9435
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	NA	black	0	0	0.30685
MGH53_P12_E08	NA	black	0	0	0.41143
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	0	3.8468
MGH53_P12_E12	0.539889082401	green3	2	0.098958	0.15704
MGH53_P12_F01	NA	black	0	0	0
MGH53_P12_F02	NA	black	0	0	0.20539
MGH53_P12_F03	NA	black	0	0	0.2857
MGH53_P12_F04	NA	black	0	0	0.25338
MGH53_P12_F06	NA	black	0	0	0.34028
MGH53_P12_F07	0.175440839718	green3	2	0.62854	0.29748
MGH53_P12_F08	0.444398152634	green3	2	0.20789	0.26784
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	NA	black	0	0	0
MGH53_P12_F11	NA	black	0	0	0
MGH53_P12_F12	NA	black	0	0	3.6322
MGH53_P12_G01	NA	black	0	0	0.28214
MGH53_P12_G03	NA	black	0	0	1.9877
MGH53_P12_G04	NA	black	0	0	0.14143
MGH53_P12_G07	NA	black	0	0	1.2666
MGH53_P12_G08	NA	black	0	0	0
MGH53_P12_G09	NA	black	0	0	0.16993
MGH53_P12_G10	NA	black	0	0	1.5266
MGH53_P12_G11	NA	black	0	0	0.27143
MGH53_P12_G12	0.429237201525	green3	2	0.2762	0.1177
MGH53_P12_H01	NA	black	0	0	0
MGH53_P12_H02	NA	black	0	0	4.0187
MGH53_P12_H03	NA	black	0	0	3.3371
MGH53_P12_H04	NA	black	0	0	0.12829
MGH53_P12_H05	-0.6429796844	red	1	0.18142	4.5916
MGH53_P12_H06	NA	black	0	0	0
MGH53_P12_H07	NA	black	0	0	0.14274
MGH53_P12_H08	0.232041216415	green3	2	0.1635	1.2998
MGH53_P12_H09	NA	black	0	0	2.9201
MGH53_P12_H10	NA	black	0	0	1.0524
MGH53_P12_H11	NA	black	0	0	2.7368
MGH53_P12_H12	NA	black	0	0	2.4678
MGH53_P2_A09	NA	black	0	0.21412	0
MGH53_P2_A11	NA	black	0	0	0.2916
MGH53_P2_A12	NA	black	0	0	4.0208
MGH53_P2_B05	NA	black	0	0	0.123
MGH53_P2_B07	NA	black	0	0	0.11902
MGH53_P2_B09	0.510760135624	green3	2	0.16221	0.098958
MGH53_P2_B10	NA	black	0	0	0.59646
MGH53_P2_C01	NA	black	0	0	4.5508
MGH53_P2_C02	-0.024478405789	red	1	0.14143	2.3196
MGH53_P2_C03	NA	black	0	0	0
MGH53_P2_C07	NA	black	0	0	3.2713
MGH53_P2_C09	-0.202955873393	red	1	0.42438	3.3471
MGH53_P2_D01	-0.482322180596	red	1	0.15186	3.972
MGH53_P2_D02	0.562247468856	green3	2	0.073135	0.13619
MGH53_P2_D07	NA	black	0	0	0.29866
MGH53_P2_D08	NA	black	0	0	3.265
MGH53_P2_D12	NA	black	0	0	4.9098
MGH53_P2_E04	-0.27853516674	red	1	0.20163	3.3222
MGH53_P2_E10	NA	black	0	0	3.3683
MGH53_P2_F02	NA	black	0	0	3.1821
MGH53_P2_F03	NA	black	0	0	0.16736
MGH53_P2_F04	-0.295671066891	red	1	0.28333	3.5175
MGH53_P2_F05	NA	black	0	0.27739	0
MGH53_P2_G02	NA	black	0	0	3.7152
MGH53_P2_G07	NA	black	0	0	0.5888
MGH53_P2_H01	NA	black	0	0	0.21661
MGH53_P10_A01	NA	black	0	0	4.1109
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	NA	black	0	0	0.51904
MGH53_P10_A04	NA	black	0	0	4.767
MGH53_P10_A05	NA	black	0	0	4.6265
MGH53_P10_A06	NA	black	0	0	1.9705
MGH53_P10_A07	NA	black	0	0	0
MGH53_P10_A08	NA	black	0	0	0.20414
MGH53_P10_A09	NA	black	0	0	0.98331
MGH53_P10_A10	-0.349146492126	red	1	0.1865	3.5624
MGH53_P10_A11	NA	black	0	0	5.7501
MGH53_P10_A12	NA	black	0	0	1.8294
MGH53_P10_B01	NA	black	0	0	0.46884
MGH53_P10_B02	NA	black	0	0	0.082703
MGH53_P10_B03	NA	black	0	0	0.25459
MGH53_P10_B04	NA	black	0	0	0.36961
MGH53_P10_B05	NA	black	0	0	3.8944
MGH53_P10_B06	0.30824578514	green3	2	0.44467	0.16479
MGH53_P10_B07	NA	black	0	0.3471	0
MGH53_P10_B08	0.0706350840433	red	1	0.3584	1.8655
MGH53_P10_B09	NA	black	0	0	0.56365
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	NA	black	0	0	3.8474
MGH53_P10_B12	NA	black	0	0	0.14012
MGH53_P10_C01	NA	black	0	0.19535	0
MGH53_P10_C02	NA	black	0	0	0.24853
MGH53_P10_C03	NA	black	0	0	4.2036
MGH53_P10_C04	NA	black	0	0	2.2354
MGH53_P10_C05	NA	black	0	0	0.49876
MGH53_P10_C06	-0.7767339382	red	1	0.17632	5.0286
MGH53_P10_C07	NA	black	0	0	5.4209
MGH53_P10_C08	NA	black	0	0	0
MGH53_P10_C09	NA	black	0	0	2.9482
MGH53_P10_C10	NA	black	0	0	0
MGH53_P10_C11	NA	black	0	0	0.30217
MGH53_P10_C12	NA	black	0	0	4.68
MGH53_P10_D01	NA	black	0	0	0
MGH53_P10_D02	NA	black	0	0	0
MGH53_P10_D03	NA	black	0	0	4.5883
MGH53_P10_D04	-0.388398904332	red	1	0.19661	3.7236
MGH53_P10_D05	NA	black	0	0	0
MGH53_P10_D06	NA	black	0	0	4.6795
MGH53_P10_D07	NA	black	0	0	4.6677
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	NA	black	0	0	0
MGH53_P10_D12	NA	black	0	0	4.8865
MGH53_P10_E01	NA	black	0	0	0
MGH53_P10_E03	0.478258870459	green3	2	0.16993	0.2228
MGH53_P10_E04	NA	black	0	0	0
MGH53_P10_E05	NA	black	0	0	0.18015
MGH53_P10_E06	NA	black	0	0	0
MGH53_P10_E07	NA	black	0	0	3.7517
MGH53_P10_E08	NA	black	0	0	0
MGH53_P10_E09	NA	black	0	0	3.682
MGH53_P10_E10	NA	black	0	0	5.1802
MGH53_P10_E11	NA	black	0	0	0
MGH53_P10_E12	NA	black	0	0	3.6467
MGH53_P10_F01	NA	black	0	0	4.6992
MGH53_P10_F02	NA	black	0	0	3.7757
MGH53_P10_F03	NA	black	0	0	0.10969
MGH53_P10_F04	NA	black	0	0	3.9291
MGH53_P10_F05	NA	black	0	0	4.5057
MGH53_P10_F06	NA	black	0	0	4.1855
MGH53_P10_F07	NA	black	0	0	4.7924
MGH53_P10_F08	NA	black	0	0	0.20789
MGH53_P10_F09	NA	black	0	0	0
MGH53_P10_F10	NA	black	0	0	0
MGH53_P10_F12	NA	black	0	0	3.4039
MGH53_P10_G01	NA	black	0	0	0.20163
MGH53_P10_G02	NA	black	0	0	5.3277
MGH53_P10_G03	NA	black	0	0	0
MGH53_P10_G04	NA	black	0	0	0
MGH53_P10_G05	0.27643755754	green3	2	0.20289	1.0531
MGH53_P10_G07	NA	black	0	0	0.30685
MGH53_P10_G08	NA	black	0	0	0.097611
MGH53_P10_G09	NA	black	0	0	0
MGH53_P10_G11	0.47205133005	green3	2	0.22157	0.089498
MGH53_P10_H01	NA	black	0	0	4.2268
MGH53_P10_H02	NA	black	0	0	0
MGH53_P10_H04	NA	black	0	0	0.12961
MGH53_P10_H05	NA	black	0	0	0.50284
MGH53_P10_H06	NA	black	0	0	0.29396
MGH53_P10_H07	NA	black	0	0	0
MGH53_P10_H08	NA	black	0	0	0
MGH53_P10_H09	NA	black	0	0.12565	0
MGH53_P10_H10	0.453190258491	green3	2	0.22897	0.15834
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0	0
MGH53_P11_A02	NA	black	0	0	2.5566
MGH53_P11_A03	NA	black	0	0	0
MGH53_P11_A04	NA	black	0	0	0.31499
MGH53_P11_A06	0.124743576041	red	1	0.16864	1.7334
MGH53_P11_A08	NA	black	0	0	2.9061
MGH53_P11_A09	NA	black	0	0	0
MGH53_P11_A10	-0.22099942829	red	1	0.15056	3.0489
MGH53_P11_A11	NA	black	0	0	0.15963
MGH53_P11_A12	NA	black	0	0	3.3723
MGH53_P11_B01	NA	black	0	0	0
MGH53_P11_B02	-0.297333121069	red	1	0.41576	3.8058
MGH53_P11_B04	NA	black	0	0	3.9144
MGH53_P11_B05	0.487307322746	green3	2	0.18777	0.12697
MGH53_P11_B06	NA	black	0	0	0
MGH53_P11_B07	NA	black	0	0	0.83996
MGH53_P11_B08	NA	black	0	0	0
MGH53_P11_B09	NA	black	0	0	0.14405
MGH53_P11_B11	NA	black	0	0	0
MGH53_P11_B12	NA	black	0	0	2.3127
MGH53_P11_C01	NA	black	0	0	0
MGH53_P11_C02	NA	black	0	0	2.817
MGH53_P11_C03	NA	black	0	0	4.3136
MGH53_P11_C04	NA	black	0	0	4.324
MGH53_P11_C05	NA	black	0	0.1865	0
MGH53_P11_C06	NA	black	0	0	0.11237
MGH53_P11_C07	NA	black	0	0	0.17505
MGH53_P11_C08	NA	black	0	0	0
MGH53_P11_C09	NA	black	0	0	0.15963
MGH53_P11_C10	NA	black	0	0	4.811
MGH53_P11_C11	NA	black	0	0	0
MGH53_P11_C12	NA	black	0	0	0
MGH53_P11_D01	NA	black	0	0.1635	0
MGH53_P11_D02	NA	black	0	0	4.9239
MGH53_P11_D03	0.413831338839	green3	2	0.24001	0.31962
MGH53_P11_D04	NA	black	0	0	0
MGH53_P11_D05	NA	black	0	0	0
MGH53_P11_D07	NA	black	0	0	0
MGH53_P11_D08	NA	black	0	0	4.7616
MGH53_P11_D09	NA	black	0	0	0
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	NA	black	0	0	0
MGH53_P11_D12	-0.455299614972	red	1	0.15575	3.8863
MGH53_P11_E01	NA	black	0	0	0
MGH53_P11_E02	NA	black	0	0	4.1705
MGH53_P11_E04	NA	black	0	0	0.25459
MGH53_P11_E06	NA	black	0	0	2.2425
MGH53_P11_E08	NA	black	0	0	1.4657
MGH53_P11_E09	NA	black	0	0	0.17377
MGH53_P11_E10	NA	black	0	0	0.18142
MGH53_P11_E11	NA	black	0	0	3.7828
MGH53_P11_E12	NA	black	0	0	0.49262
MGH53_P11_F01	0.517287950429	green3	2	0.15575	0.089498
MGH53_P11_F02	NA	black	0	0	0.079975
MGH53_P11_F03	NA	black	0	0	0.14535
MGH53_P11_F04	NA	black	0	0	0.090853
MGH53_P11_F05	NA	black	0	0	0.13356
MGH53_P11_F07	0.344869320571	green3	2	0.36849	0.2558
MGH53_P11_F10	-0.462421561393	red	1	0.23389	4.0745
MGH53_P11_F11	NA	black	0	0	4.7705
