Cell_name	Zvalue	Color	Cluster	ERAP2	IRF1
MGH53_P10_B09	NA	black	0	0	1.03
MGH53_P10_B10	NA	black	0	0	0.83431
MGH53_P10_B11	0.059072799788	green3	2	0.38073	1.1414
MGH53_P10_B12	NA	black	0	0	1.0222
MGH53_P10_C01	NA	black	0	0	1.2363
MGH53_P10_C02	NA	black	0	0	1.0983
MGH53_P10_C03	-1.46307750898	black	0	0.1137	3.6341
MGH53_P10_C04	NA	black	0	0	0
MGH53_P10_C05	NA	black	0	0	0.38294
MGH53_P10_C06	NA	black	0	0	1.0243
MGH53_P10_C07	NA	black	0	0	1.7185
MGH53_P10_C08	NA	black	0	0	4.0014
MGH53_P10_C09	NA	black	0	0	0.99928
MGH53_P10_C10	NA	black	0	0	1.1164
MGH53_P10_C11	-1.61453389988	black	0	0.14666	3.9467
MGH53_P10_C12	0.145259881791	green3	2	0.16479	1.0461
MGH53_P10_D01	0.307357865545	green3	2	0.12035	0.74416
MGH53_P10_D02	NA	black	0	0	0.98331
MGH53_P10_D03	NA	black	0	0	1.269
MGH53_P10_D04	NA	black	0	0	2.1545
MGH53_P10_D05	0.0960930898007	green3	2	0.21039	1.1316
MGH53_P10_D06	NA	black	0	0	1.5069
MGH53_P10_D07	0.154090571478	green3	2	0.21039	0.99494
MGH53_P10_D08	-0.0558310992526	green3	2	1.0607	1.224
MGH53_P10_D09	NA	black	0	0	0.60027
MGH53_P10_D12	NA	black	0	0	1.6135
MGH53_P10_E01	0.325425696382	green3	2	0.14143	0.67897
MGH53_P10_E03	NA	black	0	0	0.87027
MGH53_P10_E04	NA	black	0	0	1.3254
MGH53_P10_E05	0.15211122588	green3	2	0.16479	1.0314
MGH53_P10_E06	NA	black	0	0	1.6355
MGH53_P10_E07	NA	black	0	0	0
MGH53_P10_E08	NA	black	0	0	1.2004
MGH53_P10_E09	0.0012625995792	green3	2	0.17632	1.3465
MGH53_P10_E10	NA	black	0	0	0.27977
MGH53_P10_E11	-0.0528187367447	green3	2	0.25096	1.4782
MGH53_P10_E12	NA	black	0	0	1.0545
MGH53_P10_F01	NA	black	0	0	1.1434
MGH53_P10_F02	NA	black	0	0	0.26664
MGH53_P10_F03	NA	black	0	0	0.65168
MGH53_P10_F04	NA	black	0	0	1.4531
MGH53_P10_F05	NA	black	0	0	1.3196
MGH53_P10_F06	NA	black	0	0	0.38073
MGH53_P10_F07	NA	black	0	0	0.85997
MGH53_P10_F08	NA	black	0	0	1.0854
MGH53_P10_F09	NA	black	0	0	2.9797
MGH53_P10_F10	0.0768681062236	green3	2	0.13356	1.1991
MGH53_P10_F12	0.195699801508	green3	2	0.301	0.77231
MGH53_P10_G01	NA	black	0	0	0.43082
MGH53_P10_G02	NA	black	0	0	1.441
MGH53_P10_G03	NA	black	0	0	1.1257
MGH53_P10_G04	NA	black	0	0	0.338
MGH53_P10_G05	0.26552060729	green3	2	0.1177	0.83269
MGH53_P10_G07	0.112866307789	green3	2	0.14796	1.1223
MGH53_P10_G08	NA	black	0	0	1.5489
MGH53_P10_G09	0.291239154803	green3	2	0.15704	0.73379
MGH53_P10_G11	0.297195892294	green3	2	0.05797	0.82701
MGH53_P10_H01	NA	black	0	0	0.65627
MGH53_P10_H02	-0.00383653949344	green3	2	0.1003	1.3539
MGH53_P10_H04	NA	black	0	0	1.6862
MGH53_P10_H05	NA	black	0	0	0.53903
MGH53_P10_H06	NA	black	0	0	0.77315
MGH53_P10_H07	0.161112118988	green3	2	0.071763	1.0635
MGH53_P10_H08	NA	black	0	0	0.72159
MGH53_P10_H09	NA	black	0	0	1.3696
MGH53_P10_H10	-0.973402841728	black	0	0.28333	3.4292
MGH53_P10_H11	0.0375393434285	green3	2	0.37629	1.2228
MGH53_P11_A01	0.281713592014	green3	2	0.25096	0.60597
MGH53_P11_A02	NA	black	0	0	0.38184
MGH53_P11_A03	NA	black	0	0	1.0503
MGH53_P11_A04	NA	black	0	0	1.2091
MGH53_P11_A06	NA	black	0	0	0.81229
MGH53_P11_A08	NA	black	0	0	1.0489
MGH53_P11_A09	NA	black	0	0	0.47508
MGH53_P11_A10	NA	black	0	0	2.8588
MGH53_P11_A11	-0.0635785428035	green3	2	0.23756	1.4988
MGH53_P11_A12	0.36464771126	green3	2	0.21661	0.44784
MGH53_P11_B01	0.257890371505	green3	2	0.21412	0.73466
MGH53_P11_B02	-0.0181785675718	green3	2	0.27381	1.3984
MGH53_P11_B04	0.393430127364	green3	2	0.1137	0.57337
MGH53_P11_B05	NA	black	0	0	0.21537
MGH53_P11_B06	0.355784556831	green3	2	0.23389	0.43082
MGH53_P11_B07	NA	black	0	0	0.90535
MGH53_P11_B08	NA	black	0	0	0.54696
MGH53_P11_B09	NA	black	0	0	0.71721
MGH53_P11_B11	0.166030647497	green3	2	0.15186	1.0101
MGH53_P11_B12	0.351487697995	green3	2	0.13619	0.62947
MGH53_P11_C01	NA	black	0	0	0.63691
MGH53_P11_C02	NA	black	0	0	0.64985
MGH53_P11_C03	NA	black	0	0	0.92979
MGH53_P11_C04	NA	black	0	0	0.93734
MGH53_P11_C05	0.263089276044	green3	2	0.22527	0.70399
MGH53_P11_C06	0.0606401976561	green3	2	0.10299	1.2363
MGH53_P11_C07	NA	black	0	0	1.5089
MGH53_P11_C08	NA	black	0	0	2.2406
MGH53_P11_C09	NA	black	0	0	0.99639
MGH53_P11_C10	NA	black	0	0	1.2296
MGH53_P11_C11	NA	black	0	0	1.1725
MGH53_P11_C12	0.138189797276	green3	2	0.22897	1.0193
MGH53_P11_D01	-1.31429536952	black	0	0.15186	3.5413
MGH53_P11_D02	NA	black	0	0	1.441
MGH53_P11_D03	NA	black	0	0	0.50792
MGH53_P11_D04	NA	black	0	0	0.32884
MGH53_P11_D05	NA	black	0	0	1.2296
MGH53_P11_D07	NA	black	0	0	0.54794
MGH53_P11_D08	0.11831431196	green3	2	0.16864	1.1017
MGH53_P11_D09	0.38584112759	green3	2	0.10299	0.60502
MGH53_P11_D10	NA	black	0	0	0.3774
MGH53_P11_D11	NA	black	0	0	0.60027
MGH53_P11_D12	NA	black	0	0	0.86076
MGH53_P11_E01	NA	black	0	0	0.70399
MGH53_P11_E02	NA	black	0	0	0.86394
MGH53_P11_E04	NA	black	0	0	0.56267
MGH53_P11_E06	NA	black	0	0	1.308
MGH53_P11_E08	NA	black	0	0	0.53605
MGH53_P11_E09	NA	black	0	0	1.2684
MGH53_P11_E10	0.0134617391121	green3	2	0.11237	1.3225
MGH53_P11_E11	0.030985590086	green3	2	0.12961	1.2887
MGH53_P11_E12	NA	black	0	0	0.39944
MGH53_P11_F01	0.274881657695	green3	2	0.23266	0.65992
MGH53_P11_F02	NA	black	0	0	0.22157
MGH53_P11_F03	NA	black	0	0	1.2714
MGH53_P11_F04	0.483701431976	green3	2	0.084064	0.4351
MGH53_P11_F05	0.0960896207725	green3	2	0.19409	1.1388
MGH53_P11_F07	0.0171199961681	green3	2	0.23634	1.3103
MGH53_P11_F10	NA	black	0	0	0.80571
MGH53_P11_F11	0.294451870655	green3	2	0.1375	0.75104
MGH53_P11_F12	NA	black	0	0	4.9796
MGH53_P11_G01	NA	black	0	0	0.34255
MGH53_P11_G02	NA	black	0	0	3.2354
MGH53_P11_G03	NA	black	0	0	0.57046
MGH53_P11_G04	NA	black	0	0	0
MGH53_P11_G05	NA	black	0	0	0.99132
MGH53_P11_G06	NA	black	0	0	2.0144
MGH53_P11_G07	NA	black	0	0	0.99204
MGH53_P11_G08	-2.28054382352	black	0	0.301	5.5685
MGH53_P11_G09	0.337295727255	green3	2	0.090853	0.71809
MGH53_P11_G10	NA	black	0	0	0.77315
MGH53_P11_G11	NA	black	0	0	0.45628
MGH53_P11_G12	-0.118214028269	green3	2	0.18523	1.5936
MGH53_P11_H01	0.0325745348746	green3	2	0.090853	1.2887
MGH53_P11_H02	0.172124973419	green3	2	0.17249	0.98258
MGH53_P11_H04	NA	black	0	0	1.3431
MGH53_P11_H05	0.0975497482104	green3	2	0.17505	1.1434
MGH53_P11_H06	NA	black	0	0	0.96347
MGH53_P11_H07	0.285966119432	green3	2	0.10434	0.80488
MGH53_P11_H08	NA	black	0	0	1.4468
MGH53_P11_H09	NA	black	0	0	1.0093
MGH53_P11_H10	NA	black	0	0	1.1776
MGH53_P11_H11	-0.186753219598	green3	2	2.8604	1.3351
MGH53_P11_H12	0.175316797945	green3	2	0.23511	0.91991
MGH53_P9_A01	NA	black	0	0	1.2004
MGH53_P9_A02	NA	black	0	0	1.2881
MGH53_P9_A03	NA	black	0	0	1.278
MGH53_P9_A04	NA	black	0	0	0.25459
MGH53_P9_A05	NA	black	0	0	0.8504
MGH53_P9_A06	NA	black	0	0	1.6704
MGH53_P9_A07	NA	black	0	0	1.0201
MGH53_P9_A08	NA	black	0	0	1.4238
MGH53_P9_A09	NA	black	0	0	1.1738
MGH53_P9_A10	0.138550609599	green3	2	0.17632	1.0538
MGH53_P9_A11	NA	black	0	0	0.81639
MGH53_P9_A12	NA	black	0	0	0.88596
MGH53_P9_B01	NA	black	0	0	1.1596
MGH53_P9_B02	NA	black	0	0	0
MGH53_P9_B03	NA	black	0	0	1.0649
MGH53_P9_B04	NA	black	0	0	0.33571
MGH53_P9_B05	NA	black	0	0	0.88362
MGH53_P9_B06	-0.0305239196879	green3	2	0.15316	1.4087
MGH53_P9_B07	NA	black	0	0	1.3208
MGH53_P9_B08	NA	black	0	0	1.0272
MGH53_P9_B09	NA	black	0	0	1.5185
MGH53_P9_B11	NA	black	0	0	1.3929
MGH53_P9_B12	NA	black	0	0	1.2774
MGH53_P9_C01	NA	black	0	0	1.4626
MGH53_P9_C02	NA	black	0	0	0
MGH53_P9_C03	0.134840906665	green3	2	0.2228	1.0321
MGH53_P9_C04	NA	black	0	0	1.2582
MGH53_P9_C05	NA	black	0	0	0.6581
MGH53_P9_C06	NA	black	0	0	0.86631
MGH53_P9_C07	NA	black	0	0	1.2363
MGH53_P9_C08	-3.38600040901	black	0	4.3364	0.50792
MGH53_P9_C09	NA	black	0	0	0.45628
MGH53_P9_C10	NA	black	0	0	0
MGH53_P9_C11	NA	black	0	0	1.3109
MGH53_P9_C12	0.246922699099	green3	2	0.34823	0.4678
MGH53_P9_D01	NA	black	0	0	0.91456
MGH53_P9_D02	NA	black	0	0	1.144
MGH53_P9_D03	NA	black	0	0	1.1017
MGH53_P9_D04	NA	black	0	0	0.41143
MGH53_P9_D05	-0.0140561950651	green3	2	0.6951	0.94486
MGH53_P9_D08	-0.4859648953	red	1	1.3144	0.62387
MGH53_P9_D09	NA	black	0	0	0.52807
MGH53_P9_D10	NA	black	0	0	0
MGH53_P9_D11	NA	black	0	0	1.1257
MGH53_P9_D12	-0.00857166328414	green3	2	0.66812	0.78157
MGH53_P9_F04	NA	black	0	0	0.41576
MGH53_P9_F05	NA	black	0	0	1.9426
MGH53_P9_F06	NA	black	0	0	0.69777
MGH53_P9_F07	NA	black	0	0	1.6026
MGH53_P9_F08	NA	black	0	0	0.46048
MGH53_P9_F09	NA	black	0	0	0.63413
MGH53_P9_F10	NA	black	0	0	1.473
MGH53_P9_F11	NA	black	0	0	3.2253
MGH53_P9_F12	NA	black	0	0.80653	0
MGH53_P9_G01	NA	black	0	0	0.56657
MGH53_P9_G02	NA	black	0	0	0
MGH53_P9_G03	0.00252755874126	green3	2	0.36177	1.346
MGH53_P9_G04	NA	black	0	0	0.98623
MGH53_P9_G07	NA	black	0	0	1.111
MGH53_P9_G08	0.13065118276	green3	2	0.31846	0.95531
MGH53_P9_G09	NA	black	0	0	1.596
MGH53_P9_G12	NA	black	0	0	1.1603
MGH53_P9_H01	0.19753994995	green3	2	0.27381	0.81065
MGH53_P9_H02	0.071210243106	green3	2	0.42438	1.0475
MGH53_P9_H03	NA	black	0	0	1.6563
MGH53_P9_H04	NA	black	0	0	0.91762
MGH53_P9_H05	NA	black	0	0	1.3225
MGH53_P9_H06	0.0692130549025	green3	2	0.13619	1.2135
MGH53_P9_H07	NA	black	0	0	0.41359
MGH53_P9_H08	NA	black	0	0	1.3663
MGH53_P9_H09	NA	black	0	0	1.0461
MGH53_P9_H10	NA	black	0	0	0.69599
MGH53_P9_H11	NA	black	0	0	3.7002
MGH53_P9_H12	NA	black	0	0	1.3179
MGH53_P4_A07	NA	black	0	0	1.0813
MGH53_P4_B01	NA	black	0	0	1.1263
MGH53_P4_B02	NA	black	0	0	0.74502
MGH53_P4_B08	NA	black	0	0	0.39726
MGH53_P4_B09	NA	black	0	0	0.93734
MGH53_P4_B10	0.0376080406518	green3	2	0.10299	1.2786
MGH53_P4_B11	0.298973276751	green3	2	0.11902	0.76299
MGH53_P4_C03	-1.38381301458	black	0	0.27977	4.1143
MGH53_P4_C11	-0.170828179534	green3	2	0.098958	1.6471
MGH53_P4_C12	0.320186373179	green3	2	0.067639	0.77568
MGH53_P4_D04	NA	black	0	0	1.0566
MGH53_P4_D05	0.241819730375	green3	2	0.10299	0.89297
MGH53_P4_D09	-0.129513408112	green3	2	0.1003	1.5763
MGH53_P4_E01	NA	black	0	0	0.59646
MGH53_P4_E02	NA	black	0	0	0.72857
MGH53_P4_E07	NA	black	0	0	1.211
MGH53_P4_E08	NA	black	0	0	0.75873
MGH53_P4_E09	NA	black	0	0	0.92448
MGH53_P4_F01	NA	black	0	0	1.0724
MGH53_P4_F02	-0.11376095792	green3	2	0.2302	1.6083
MGH53_P4_F08	NA	black	0	0	4.3742
MGH53_P4_F11	NA	black	0	0	1.0929
MGH53_P4_G02	NA	black	0	0	0.73552
MGH53_P4_G05	NA	black	0	0	0.82538
MGH53_P4_G07	NA	black	0	0	1.5175
MGH53_P4_G08	NA	black	0	0	2.3156
MGH53_P4_G09	NA	black	0	0	0.92979
MGH53_P4_H10	NA	black	0	0	0.97526
MGH53_P4_H11	0.00932461244895	green3	2	0.14535	1.33
MGH53_P4_H12	NA	black	0	0	1.7841
MGH54_P14_A01	NA	black	0	0	1.044
MGH54_P14_A02	NA	black	0	0	2.2421
MGH54_P14_A03	-0.234273850318	green3	2	0.060739	1.7303
MGH54_P14_A04	-1.15462629426	black	0	0.19912	3.4485
MGH54_P14_A05	NA	black	0	0	1.0086
MGH54_P14_A06	NA	black	0	0	0.69064
MGH54_P14_A07	-0.382400610125	green3	2	0.20289	2.1299
MGH54_P14_A08	NA	black	0	0	0.78827
MGH54_P14_A09	NA	black	0	0	1.0566
MGH54_P14_A10	NA	black	0	0	0.31034
MGH54_P14_A11	0.382564445064	green3	2	0.17887	0.48336
MGH54_P14_A12	NA	black	0	0	0
MGH54_P14_B01	NA	black	0	0	1.3994
MGH54_P14_B02	NA	black	0	0	0
MGH54_P14_B03	NA	black	0	0	0.58015
MGH54_P14_B04	NA	black	0	0	0.39397
MGH54_P14_B05	NA	black	0	0	1.2054
MGH54_P14_B06	NA	black	0	0	0
MGH54_P14_B07	NA	black	0	0	1.0861
MGH54_P14_B08	NA	black	0	0	0.92372
MGH54_P14_B09	NA	black	0	0.18523	0
MGH54_P14_B10	NA	black	0	0	1.113
MGH54_P14_B11	0.169968521095	green3	2	0.20789	0.95903
MGH54_P14_B12	-1.92429820279	black	0	4.3566	0.9222
MGH54_P14_C01	NA	black	0	0	0.88518
MGH54_P14_C02	-0.259833180044	green3	2	0.70929	4.1746
MGH54_P14_C03	NA	black	0	0	0.75446
MGH54_P14_C04	NA	black	0	0	1.168
MGH54_P14_C05	NA	black	0	0	0.79909
MGH54_P14_C06	NA	black	0	0	0
MGH54_P14_C07	NA	black	0	0	0.93885
MGH54_P14_C08	NA	black	0	0	0.28333
MGH54_P14_C09	-0.693707036748	black	0	0.14666	2.5794
MGH54_P14_C10	NA	black	0	0	0.99711
MGH54_P14_C11	NA	black	0	0	0.83431
MGH54_P14_C12	0.0288860511179	green3	2	0.15186	1.291
MGH54_P14_D01	NA	black	0	0	0.62387
MGH54_P14_D02	NA	black	0	0	0.72944
MGH54_P14_D03	NA	black	0	0	1.6521
MGH54_P14_D04	NA	black	0	0	1.2768
MGH54_P14_D05	NA	black	0	0	1.8278
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	0.368869978258	green3	2	0.14796	0.5724
MGH54_P14_D08	-0.690854030106	black	0	1.8738	0.80653
MGH54_P14_D09	0.365690639123	green3	2	0.15056	0.57531
MGH54_P14_D10	NA	black	0	0	1.5326
MGH54_P14_D11	NA	black	0	0	1.1757
MGH54_P14_D12	-0.0855047955647	green3	2	0.2302	1.5455
MGH54_P14_E01	NA	black	0	0	1.3351
MGH54_P14_E02	-0.0213803787292	green3	2	0.49467	1.4756
MGH54_P14_E03	NA	black	0	0	0.61824
MGH54_P14_E04	NA	black	0	0	0.69955
MGH54_P14_E05	NA	black	0	0	0.64801
MGH54_P14_E06	NA	black	0	0	0.4489
MGH54_P14_E07	-0.968186533327	black	0	0.25822	3.3329
MGH54_P14_E08	NA	black	0	0	0.39616
MGH54_P14_E09	NA	black	0	0	0.21164
MGH54_P14_E10	NA	black	0	0	1.0293
MGH54_P14_E11	NA	black	0	0	0.87578
MGH54_P14_E12	NA	black	0	0	0.98914
MGH54_P14_F01	NA	black	0	0	1.0752
MGH54_P14_F02	NA	black	0	0	1.6036
MGH54_P14_F03	NA	black	0	0	0.93584
MGH54_P14_F04	NA	black	0	0	0.49365
MGH54_P14_F06	0.307877083295	green3	2	0.2916	0.42223
MGH54_P14_F07	NA	black	0	0	0.39397
MGH54_P14_F08	NA	black	0	0	1.189
MGH54_P14_F09	NA	black	0	0	0
MGH54_P14_F10	NA	black	0	0	1.0293
MGH54_P14_F11	NA	black	0	0	0.62667
MGH54_P14_G01	NA	black	0	0	0
MGH54_P14_G02	NA	black	0	0	0
MGH54_P14_G03	NA	black	0	0	0.85599
MGH54_P14_G04	NA	black	0	0	1.211
MGH54_P14_G05	NA	black	0	0	0.88362
MGH54_P14_G06	0.379205280773	green3	2	0.14274	0.55778
MGH54_P14_G07	NA	black	0	0	1.1979
MGH54_P14_G08	0.105581624966	green3	2	0.25701	1.0827
MGH54_P14_G09	NA	black	0	0	0.72596
MGH54_P14_G10	-0.351496134723	green3	2	0.19156	2.0555
MGH54_P14_G11	-0.184859403745	green3	2	0.19787	1.7364
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	0	1.1421
MGH54_P14_H02	NA	black	0	0	0.5568
MGH54_P14_H03	NA	black	0	0	1.1197
MGH54_P14_H04	NA	black	0	0	0.60692
MGH54_P14_H05	NA	black	0	0	1.121
MGH54_P14_H06	NA	black	0	0	0.61824
MGH54_P14_H07	NA	black	0	0	0.45943
MGH54_P14_H08	NA	black	0	0	0.49365
MGH54_P14_H09	NA	black	0	0	0.99349
MGH54_P14_H10	0.432362751227	green3	2	0.15575	0.41034
MGH54_P14_H11	NA	black	0	0	0.44573
MGH54_P14_H12	NA	black	0	0	0.9782
MGH54_P15_A02	NA	black	0	0	0.68257
MGH54_P15_A03	0.35822306733	green3	2	0.12035	0.63784
MGH54_P15_A04	NA	black	0	0	0.8496
MGH54_P15_A05	NA	black	0	0	0.90535
MGH54_P15_A06	NA	black	0	0	1.0649
MGH54_P15_A07	NA	black	0	0	3.4197
MGH54_P15_A08	NA	black	0	0	1.5296
MGH54_P15_A09	-0.0686901375871	green3	2	0.14274	1.4803
MGH54_P15_A10	NA	black	0	0	1.45
MGH54_P15_A11	NA	black	0	0	1.4179
MGH54_P15_A12	-0.066300133042	green3	2	0.25459	1.5115
MGH54_P15_B01	NA	black	0	0	0
MGH54_P15_B02	NA	black	0	0	0.64524
MGH54_P15_B03	0.456113932479	green3	2	0.063503	0.52306
MGH54_P15_B04	NA	black	0	0	4.8573
MGH54_P15_B05	NA	black	0	0	1.101
MGH54_P15_B06	NA	black	0	0	1.1525
MGH54_P15_B07	NA	black	0	0	0.93508
MGH54_P15_B09	NA	black	0	0	1.0503
MGH54_P15_B10	NA	black	0	0	0.50487
MGH54_P15_B11	NA	black	0	0	0.99783
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	NA	black	0	0	0.78827
MGH54_P15_C03	NA	black	0	0	0.8472
MGH54_P15_C04	NA	black	0	0	0.54893
MGH54_P15_C05	NA	black	0	0	0.45101
MGH54_P15_C06	0.469064019871	green3	2	0.18015	0.26063
MGH54_P15_C07	NA	black	0	0	3.8363
MGH54_P15_C08	NA	black	0	0	0.7966
MGH54_P15_C09	NA	black	0	0	0.76553
MGH54_P15_C10	0.3635635056	green3	2	0.15056	0.58015
MGH54_P15_C11	0.424643025969	green3	2	0.22033	0.26903
MGH54_P15_C12	NA	black	0	0	1.0772
MGH54_P15_D01	NA	black	0	0	0
MGH54_P15_D02	NA	black	0	0	0.99494
MGH54_P15_D03	NA	black	0	0	1.7497
MGH54_P15_D04	0.263012764945	green3	2	0.24489	0.67084
MGH54_P15_D05	NA	black	0	0	0.78409
MGH54_P15_D07	0.449913365439	green3	2	0.20789	0.23389
MGH54_P15_D08	NA	black	0	0	0.66812
MGH54_P15_D09	0.14826488782	green3	2	0.21164	1.0079
MGH54_P15_D10	-1.00293137187	black	0	0.24123	3.3367
MGH54_P15_D11	NA	black	0	0	1.4573
MGH54_P15_D12	NA	black	0	0	0.9501
MGH54_P15_E01	NA	black	0	0	1.175
MGH54_P15_E02	NA	black	0	0	3.8751
MGH54_P15_E03	NA	black	0	0	1.08
MGH54_P15_E04	NA	black	0	0	0.36737
MGH54_P15_E05	0.251807154264	green3	2	0.27262	0.65076
MGH54_P15_E06	NA	black	0	0	0.48954
MGH54_P15_E07	NA	black	0	0	0.50386
MGH54_P15_E08	NA	black	0	0	1.4834
MGH54_P15_E09	NA	black	0	0	0.68437
MGH54_P15_E10	NA	black	0	0	1.771
MGH54_P15_E11	NA	black	0	0	2.8096
MGH54_P15_E12	NA	black	0	0	1.1551
MGH54_P15_F01	NA	black	0	0	0
MGH54_P15_F02	NA	black	0	0	4.2809
MGH54_P15_F03	NA	black	0	0	1.1309
MGH54_P15_F04	NA	black	0	0	0.76384
MGH54_P15_F05	NA	black	0	0	0.50589
MGH54_P15_F06	-1.40771563472	black	0	0.13881	3.6342
MGH54_P15_F07	NA	black	0	0	0.46467
MGH54_P15_F08	NA	black	0	0	0.81558
MGH54_P15_F09	-0.14477106266	green3	2	1.7485	1.2528
MGH54_P15_F10	NA	black	0	0	0.30451
MGH54_P15_F11	NA	black	0	0	0.68077
MGH54_P15_F12	NA	black	0	0	0.76977
MGH54_P15_G03	NA	black	0	0	0.91456
MGH54_P15_G04	0.204118649757	green3	2	0.19283	0.8922
MGH54_P15_G05	NA	black	0	0	4.1011
MGH54_P15_G06	NA	black	0	0	0.71017
MGH54_P15_G07	NA	black	0	0	0.97159
MGH54_P15_G08	NA	black	0	0	0.95159
MGH54_P15_G09	NA	black	0	0	0.35502
MGH54_P15_G10	NA	black	0	0	0.40708
MGH54_P15_G11	0.28181435642	green3	2	0.13881	0.77653
MGH54_P15_G12	NA	black	0	0	0.65627
MGH54_P15_H01	NA	black	0	0	0
MGH54_P15_H03	NA	black	0	0	1.0264
MGH54_P15_H04	NA	black	0	0	0.59741
MGH54_P15_H05	NA	black	0	0	1.2443
MGH54_P15_H06	NA	black	0	0	1.005
MGH54_P15_H07	NA	black	0	0	0.71458
MGH54_P15_H08	-0.941851654855	black	0	0.14143	2.959
MGH54_P15_H09	NA	black	0	0	0.78241
MGH54_P15_H10	NA	black	0	0	1.1583
MGH54_P15_H11	-3.88997732239	black	0	5.5746	0.67265
MGH54_P15_H12	NA	black	0	0	1.0847
MGH54_P16_A01	NA	black	0	0	0.5724
MGH54_P16_A02	NA	black	0	0	0
MGH54_P16_A04	NA	black	0	0	5.5045
MGH54_P16_A05	NA	black	0	0	0.40163
MGH54_P16_A06	NA	black	0	0	0.24975
MGH54_P16_A07	NA	black	0	0	0.56657
MGH54_P16_A08	NA	black	0	0	0.65444
MGH54_P16_A09	NA	black	0	0	0.34142
MGH54_P16_A10	0.335401806445	green3	2	0.13225	0.66993
MGH54_P16_A11	NA	black	0	0	1.4436
MGH54_P16_A12	NA	black	0	0	0.90766
MGH54_P16_B01	NA	black	0	0	1.825
MGH54_P16_B02	NA	black	0	0	0.514
MGH54_P16_B03	0.355796306794	green3	2	0.17249	0.56071
MGH54_P16_B04	NA	black	0	0	0.67175
MGH54_P16_B05	NA	black	0	0	3.7562
MGH54_P16_B06	NA	black	0	0	0.62947
MGH54_P16_B07	NA	black	0	0	0.22527
MGH54_P16_B08	NA	black	0	0	1.7316
MGH54_P16_B09	NA	black	0	0	3.7114
MGH54_P16_B10	NA	black	0	0	0.83026
MGH54_P16_B11	0.30098977282	green3	2	0.25701	0.53605
MGH54_P16_B12	NA	black	0	0	0.47197
MGH54_P16_C01	NA	black	0	0	3.1294
MGH54_P16_C02	0.0508938154783	green3	2	0.34596	1.1909
MGH54_P16_C03	NA	black	0	0	1.0293
MGH54_P16_C04	NA	black	0	0	1.0093
MGH54_P16_C05	NA	black	0	0	0.60692
MGH54_P16_C06	NA	black	0	0	1.426
MGH54_P16_C07	NA	black	0	0	1.1596
MGH54_P16_C08	0.452388698898	green3	2	0.14274	0.39067
MGH54_P16_C09	NA	black	0	0	0.30918
MGH54_P16_C10	0.172574659647	green3	2	0.13881	1.005
MGH54_P16_C11	NA	black	0	0	0.36625
MGH54_P16_C12	NA	black	0	0	1.1629
MGH54_P16_D01	NA	black	0	2.0562	0
MGH54_P16_D02	0.0928871121006	green3	2	0.50182	0.70133
MGH54_P16_D03	0.316980102223	green3	2	0.16607	0.66266
MGH54_P16_D04	NA	black	0	0	0.66357
MGH54_P16_D05	0.285903678849	green3	2	0.20414	0.67897
MGH54_P16_D06	NA	black	0	0	0.40163
MGH54_P16_D07	NA	black	0	0	1.2418
MGH54_P16_D09	NA	black	0	0	0.87263
MGH54_P16_D10	NA	black	0	0	0.88284
MGH54_P16_D11	NA	black	0	0	0.71633
MGH54_P16_D12	NA	black	0	0	0
MGH54_P16_E01	NA	black	0	0	0.23389
MGH54_P16_E02	NA	black	0	0	0.68616
MGH54_P16_E03	NA	black	0	0	0.8504
MGH54_P16_E04	NA	black	0	0	0.32193
MGH54_P16_E05	0.157079365327	green3	2	0.18777	1.005
MGH54_P16_E06	NA	black	0	0	0.20664
MGH54_P16_E07	NA	black	0	0	0.45943
MGH54_P16_E08	0.159084137064	green3	2	0.28688	0.90612
MGH54_P16_E09	0.364100307074	green3	2	0.18396	0.51904
MGH54_P16_E10	NA	black	0	0	0.82212
MGH54_P16_E11	NA	black	0	0	0.66357
MGH54_P16_E12	NA	black	0	0	0.67536
MGH54_P16_F01	NA	black	0	0	0.24732
MGH54_P16_F03	NA	black	0	0	2.7139
MGH54_P16_F04	NA	black	0	0	0.56071
MGH54_P16_F05	NA	black	0	0	1.5484
MGH54_P16_F06	NA	black	0	0	0.7433
MGH54_P16_F07	NA	black	0	0	0.54201
MGH54_P16_F08	NA	black	0	0	0.65718
MGH54_P16_F09	0.525496820067	green3	2	0.10702	0.30217
MGH54_P16_F10	-0.0167669141502	green3	2	0.045443	1.373
MGH54_P16_F11	NA	black	0	0	1.0895
MGH54_P16_G01	-0.0518754122196	green3	2	0.71984	0.63227
MGH54_P16_G02	NA	black	0	0	0.73552
MGH54_P16_G03	NA	black	0	0	0.62574
MGH54_P16_G04	0.258722004809	green3	2	0.12697	0.83754
MGH54_P16_G05	NA	black	0	0	0.33113
MGH54_P16_G06	NA	black	0	0	0.6173
MGH54_P16_G07	NA	black	0	0	0.58111
MGH54_P16_G08	NA	black	0	0	1.2922
MGH54_P16_G09	NA	black	0	0	0.584
MGH54_P16_G10	NA	black	0	0	1.3934
MGH54_P16_G11	NA	black	0	0	0.5955
MGH54_P16_G12	NA	black	0	0	0
MGH54_P16_H01	NA	black	0	0	0.74244
