Cell_name	Zvalue	Color	Cluster	AATF	TP53
MGH36_P7_A12	0.46127667743	green3	2	5.8075	3.3491
MGH36_P7_B01	NA	black	0	5.6371	0
MGH36_P7_B02	NA	black	0	3.5776	0
MGH36_P7_B03	NA	black	0	0	0
MGH36_P7_B04	NA	black	0	0	4.7705
MGH36_P7_B06	-0.0180874896398	green3	2	2.0895	2.8343
MGH36_P7_B07	NA	black	0	0	0
MGH36_P7_B08	NA	black	0	3.5271	0
MGH36_P7_B09	NA	black	0	0	0
MGH36_P7_B10	NA	black	0	4.8413	0
MGH36_P7_B11	NA	black	0	0	0
MGH36_P7_B12	NA	black	0	0	0.37072
MGH36_P7_C11	-2.06910893124	red	1	5.5112	0.15445
MGH36_P7_D01	3.44814786418	black	0	0.29866	0.28333
MGH36_P7_D02	NA	black	0	5.3958	0
MGH36_P7_D03	NA	black	0	0	0
MGH36_P7_D05	NA	black	0	0	0
MGH36_P7_D06	NA	black	0	0	4.224
MGH36_P7_D07	NA	black	0	0	1.6281
MGH36_P7_D08	NA	black	0	4.709	0
MGH36_P7_D09	-2.32086853738	black	0	5.8714	0.31267
MGH36_P7_D10	NA	black	0	4.6564	0
MGH36_P7_D11	NA	black	0	0	0
MGH36_P7_E01	NA	black	0	0	0
MGH36_P7_E03	NA	black	0	0	0
MGH36_P7_E04	NA	black	0	0	3.4731
MGH36_P7_E05	NA	black	0	0	0
MGH36_P7_E07	NA	black	0	4.4284	0
MGH36_P7_E08	NA	black	0	0	0
MGH36_P7_E10	NA	black	0	0	0
MGH36_P7_E12	-1.18022676797	red	1	5.3973	1.1991
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	NA	black	0	0	0
MGH36_P7_F03	NA	black	0	0	0.16736
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	NA	black	0	0	0
MGH36_P7_F08	NA	black	0	0	3.0013
MGH36_P7_F09	NA	black	0	0	2.5318
MGH36_P7_F10	NA	black	0	0	0
MGH36_P7_F11	NA	black	0	0	0
MGH36_P7_F12	1.70905820389	blue	3	6.1887	4.4726
MGH36_P7_G01	NA	black	0	2.145	0
MGH36_P7_G02	NA	black	0	0	3.0097
MGH36_P7_G03	NA	black	0	0	0
MGH36_P7_G04	NA	black	0	0	0
MGH36_P7_G05	NA	black	0	0	0
MGH36_P7_G06	NA	black	0	0	0
MGH36_P7_G08	NA	black	0	0	0
MGH36_P7_G09	NA	black	0	0	0
MGH36_P7_G10	NA	black	0	0	0
MGH36_P7_G11	NA	black	0	4.2335	0
MGH36_P7_H01	NA	black	0	0	0
MGH36_P7_H02	NA	black	0	5.0617	0
MGH36_P7_H03	NA	black	0	0	0
MGH36_P7_H04	NA	black	0	0	0
MGH36_P7_H07	NA	black	0	0	0.87027
MGH36_P7_H08	NA	black	0	0	4.1418
MGH36_P7_H10	NA	black	0	0	0
MGH36_P7_H11	NA	black	0	0	0
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0	1.9347
MGH36_P5_A05	NA	black	0	0	4.014
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	NA	black	0	0	4.7622
MGH36_P5_A08	-0.915569632258	red	1	0.83026	3.5842
MGH36_P5_A09	NA	black	0	0	4.6113
MGH36_P5_B02	NA	black	0	0	2.3749
MGH36_P5_B03	1.46071591365	blue	3	6.6391	4.0242
MGH36_P5_B04	NA	black	0	0	0
MGH36_P5_B05	NA	black	0	0	0
MGH36_P5_B06	NA	black	0	0	0
MGH36_P5_B07	NA	black	0	0	0
MGH36_P5_B08	NA	black	0	4.4064	0
MGH36_P5_B09	-0.838026754348	green3	2	1.5792	3.7807
MGH36_P5_B10	1.82689675147	blue	3	5.5741	5.1504
MGH36_P5_B11	NA	black	0	0	0
MGH36_P5_C01	NA	black	0	0	1.0895
MGH36_P5_C02	NA	black	0	0	0.29748
MGH36_P5_C03	NA	black	0	5.0177	0
MGH36_P5_C04	NA	black	0	0	2.0279
MGH36_P5_C05	NA	black	0	0	3.7728
MGH36_P5_C06	NA	black	0	0.59837	0
MGH36_P5_C09	0.0216095634922	green3	2	3.9237	3.0104
MGH36_P5_C11	NA	black	0	0	2.1696
MGH36_P5_C12	NA	black	0	0	0
MGH36_P5_D01	NA	black	0	5.9719	0
MGH36_P5_D02	NA	black	0	0	4.0262
MGH36_P5_D03	-0.1748444261	green3	2	3.8822	1.0731
MGH36_P5_D04	0.252651823194	green3	2	3.0996	1.6871
MGH36_P5_D06	NA	black	0	0	0
MGH36_P5_D07	NA	black	0	0	0
MGH36_P5_D08	0.0994650079996	green3	2	4.3164	3.1835
MGH36_P5_D09	NA	black	0	4.5512	0
MGH36_P5_D11	-2.18979051087	black	0	6.1556	0.72247
MGH36_P5_D12	NA	black	0	0	0
MGH36_P5_E01	NA	black	0	0	0
MGH36_P5_E02	-0.209083989856	green3	2	2.5874	3.2844
MGH36_P5_E03	0.495914612503	green3	2	2.4602	1.7937
MGH36_P5_E05	NA	black	0	0	0
MGH36_P5_E07	NA	black	0	0	0
MGH36_P5_E08	NA	black	0	0	0.36961
MGH36_P5_E09	NA	black	0	0	0
MGH36_P5_E10	NA	black	0	0	3.3962
MGH36_P5_E11	NA	black	0	6.2069	0
MGH36_P5_F02	0.249907896804	green3	2	5.5673	3.1447
MGH36_P5_F04	NA	black	0	0	0.18269
MGH36_P5_F05	NA	black	0	0	3.1074
MGH36_P5_F06	NA	black	0	0	6.2882
MGH36_P5_F07	NA	black	0	4.9169	0
MGH36_P5_F08	NA	black	0	0	0.092207
MGH36_P5_F09	NA	black	0	0	0
MGH36_P5_F10	NA	black	0	0	0
MGH36_P5_F11	NA	black	0	0	0
MGH36_P5_G01	NA	black	0	4.9479	0
MGH36_P5_G02	0.307195028228	green3	2	3.1501	1.2963
MGH36_P5_G04	NA	black	0	0	0
MGH36_P5_G06	NA	black	0	0	0
MGH36_P5_G07	NA	black	0	0	0
MGH36_P5_G08	NA	black	0	0	0
MGH36_P5_G09	NA	black	0	4.8145	0
MGH36_P5_G10	NA	black	0	0	0
MGH36_P5_G11	NA	black	0	0	5.4017
MGH36_P5_H02	NA	black	0	0	0
MGH36_P5_H03	1.13138615515	green3	2	5.3953	4.4085
MGH36_P5_H05	NA	black	0	0	1.6229
MGH36_P5_H06	NA	black	0	0	5.8232
MGH36_P5_H07	NA	black	0	0	2.991
MGH36_P5_H09	NA	black	0	0.39287	0
MGH36_P10_A02	-0.0114808028208	green3	2	3.8365	2.6686
MGH36_P10_A04	NA	black	0	0	0.82538
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	5.2578	0
MGH36_P10_A07	0.145449185786	green3	2	3.3426	1.6415
MGH36_P10_A09	NA	black	0	0	3.1838
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	0	0
MGH36_P10_B03	NA	black	0	3.6947	0
MGH36_P10_B05	0.00194471023388	green3	2	3.6269	2.605
MGH36_P10_B07	2.48565614956	black	0	1.3086	0.20664
MGH36_P10_B08	0.358982396418	green3	2	4.3018	4.1739
MGH36_P10_B10	NA	black	0	3.7743	0
MGH36_P10_B11	NA	black	0	0	4.6936
MGH36_P10_C01	NA	black	0	4.6681	0
MGH36_P10_C03	NA	black	0	0	0
MGH36_P10_C04	-0.7983254199	green3	2	1.9542	3.941
MGH36_P10_C06	NA	black	0	0	0
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	3.9904	0
MGH36_P10_C09	0.0935887940594	green3	2	4.3372	3.1517
MGH36_P10_C10	NA	black	0	0	0
MGH36_P10_C12	0.00217167330135	green3	2	3.2644	2.8001
MGH36_P10_D01	-0.713364023561	green3	2	4.6048	1.0321
MGH36_P10_D02	NA	black	0	1.946	0
MGH36_P10_D03	NA	black	0	4.2189	0
MGH36_P10_D04	NA	black	0	0	0.89995
MGH36_P10_D05	NA	black	0	0	3.5647
MGH36_P10_D07	NA	black	0	0	0.8024
MGH36_P10_D09	NA	black	0	0	0
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	0.235990344968	green3	2	3.0052	1.9184
MGH36_P10_D12	3.45174064837	black	0	0.3173	0.26664
MGH36_P10_E02	1.00824279667	green3	2	2.6048	0.43723
MGH36_P10_E03	NA	black	0	0	1.5772
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	1.07392286449	green3	2	1.9705	1.2467
MGH36_P10_E07	-0.726159984912	green3	2	5.4785	1.8683
MGH36_P10_E10	NA	black	0	0	0
MGH36_P10_E11	0.456628794411	green3	2	4.2161	4.8223
MGH36_P10_E12	0.1453125597	green3	2	4.7719	3.1378
MGH36_P10_F02	NA	black	0	0	0
MGH36_P10_F03	NA	black	0	0	0.24001
MGH36_P10_F05	NA	black	0	4.5229	0
MGH36_P10_F06	NA	black	0	0	2.8076
MGH36_P10_F08	-1.58092023887	red	1	6.5842	1.5311
MGH36_P10_F09	NA	black	0	0	0.27739
MGH36_P10_F10	NA	black	0	0	2.118
MGH36_P10_F11	0.329261894904	green3	2	2.6944	1.9712
MGH36_P10_F12	NA	black	0	0	0.63227
MGH36_P10_G01	NA	black	0	4.945	0
MGH36_P10_G02	-0.0031163591294	green3	2	3.5557	2.8947
MGH36_P10_G03	NA	black	0	0	0
MGH36_P10_G05	NA	black	0	0	2.545
MGH36_P10_G06	0.171688128276	green3	2	4.0099	4.0009
MGH36_P10_G07	NA	black	0	0	2.1174
MGH36_P10_G08	NA	black	0	0	0
MGH36_P10_G09	NA	black	0	0	3.6452
MGH36_P10_G10	NA	black	0	5.4433	0
MGH36_P10_G11	-0.621660794788	green3	2	5.0405	1.7467
MGH36_P10_H01	0.0392227922166	green3	2	3.9534	3.1339
MGH36_P10_H03	NA	black	0	3.4888	0
MGH36_P10_H04	NA	black	0	0.41359	0
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	0.029410713507	green3	2	3.5978	1.1117
MGH36_P10_H11	1.72216084124	blue	3	1.2473	1.0545
MGH36_P10_H12	NA	black	0	0	0.91686
MGH36_P8_A01	NA	black	0	4.1663	0
MGH36_P8_A03	NA	black	0	0	0
MGH36_P8_A04	-1.89712204236	red	1	0.99059	4.5224
MGH36_P8_A06	0.090539511176	green3	2	3.3814	1.9833
MGH36_P8_A07	0.0913560124131	green3	2	3.0635	2.434
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	NA	black	0	2.6832	0
MGH36_P8_A11	-0.0531142639695	green3	2	2.4052	2.9115
MGH36_P8_A12	0.00835712502732	green3	2	3.907	2.8969
MGH36_P8_B01	0.57581253651	green3	2	2.5336	1.5509
MGH36_P8_B02	-0.00123046297319	green3	2	3.9619	2.8086
MGH36_P8_B03	-0.0610669943238	green3	2	4.1411	2.519
MGH36_P8_B04	-0.502431178528	green3	2	4.1286	0.35276
MGH36_P8_B05	-0.00718471679202	green3	2	3.4344	2.8951
MGH36_P8_B08	NA	black	0	0	1.3386
MGH36_P8_B09	NA	black	0	0	0
MGH36_P8_B10	NA	black	0	1.2863	0
MGH36_P8_B11	NA	black	0	0	1.992
MGH36_P8_B12	NA	black	0	0	3.158
MGH36_P8_C01	-0.205718374849	green3	2	4.5766	2.286
MGH36_P8_C02	0.0231428865702	green3	2	3.2177	2.6837
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	NA	black	0	0	0
MGH36_P8_C06	NA	black	0	4.235	0
MGH36_P8_C09	NA	black	0	0	0
MGH36_P8_C10	NA	black	0	0	3.3623
MGH36_P8_C12	NA	black	0	4.7854	0
MGH36_P8_D01	-0.0685368709184	green3	2	2.5346	2.9577
MGH36_P8_D03	NA	black	0	2.6475	0
MGH36_P8_D04	-0.818275875705	green3	2	4.8177	1.1401
MGH36_P8_D05	-0.213619823814	green3	2	2.6187	3.3095
MGH36_P8_D07	0.32194879152	green3	2	3.1755	1.1329
MGH36_P8_D08	0.128092134335	green3	2	4.4632	3.2043
MGH36_P8_D09	1.07601643351	green3	2	1.8918	1.3138
MGH36_P8_D10	NA	black	0	4.204	0
MGH36_P8_D11	1.51600612239	blue	3	1.0559	1.3774
MGH36_P8_D12	NA	black	0	3.7038	0
MGH36_P8_E01	NA	black	0	0	3.3583
MGH36_P8_E02	NA	black	0	4.9642	0
MGH36_P8_E03	0.0312791376667	green3	2	2.7632	2.7251
MGH36_P8_E04	-0.909500958462	red	1	4.6736	0.69599
MGH36_P8_E05	NA	black	0	0	3.331
MGH36_P8_E06	NA	black	0	5.0905	0
MGH36_P8_E08	0.0186331962576	green3	2	4.1147	2.9165
MGH36_P8_E10	NA	black	0	0	0
MGH36_P8_F02	NA	black	0	0	0.85679
MGH36_P8_F04	NA	black	0	0	0
MGH36_P8_F05	1.72144576556	blue	3	0.32077	1.537
MGH36_P8_F07	NA	black	0	4.9513	0
MGH36_P8_F09	NA	black	0	5.0213	0
MGH36_P8_G01	NA	black	0	4.3395	0
MGH36_P8_G02	-0.182923062962	green3	2	4.1326	1.9111
MGH36_P8_G03	NA	black	0	0	0
MGH36_P8_G04	-0.00199098932898	green3	2	4.7112	2.8184
MGH36_P8_G05	NA	black	0	0	0
MGH36_P8_G06	0.285145757091	green3	2	4.972	3.3487
MGH36_P8_G07	NA	black	0	4.2411	0
MGH36_P8_G08	NA	black	0	0	3.9554
MGH36_P8_G09	NA	black	0	0	3.2382
MGH36_P8_G10	NA	black	0	0	0
MGH36_P8_G12	-0.666336413172	green3	2	0.62574	3.3307
MGH36_P8_H01	-0.424461867196	green3	2	4.5092	1.6346
MGH36_P8_H03	-0.87601186333	green3	2	2.6012	4.8085
MGH36_P8_H04	-1.54169985203	red	1	1.629	4.6419
MGH36_P8_H06	-1.52912530143	red	1	5.2762	0.5656
MGH36_P8_H07	0.00548760971867	green3	2	3.5651	2.6583
MGH36_P8_H09	-0.53182137939	green3	2	1.3945	3.3723
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	-0.781502745126	green3	2	4.3992	0.34255
MGH36_P9_A01	0.0630143362263	green3	2	3.4112	2.1658
MGH36_P9_A02	NA	black	0	0	3.9885
MGH36_P9_A03	NA	black	0	0	0
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	NA	black	0	3.0543	0
MGH36_P9_A07	NA	black	0	0	1.3265
MGH36_P9_A09	0.197448066634	green3	2	4.3698	3.4897
MGH36_P9_A10	0.000302048651906	green3	2	3.645	2.6549
MGH36_P9_A11	-0.0181648231848	green3	2	5.2685	2.7993
MGH36_P9_A12	NA	black	0	3.7636	0
MGH36_P9_B01	0.370682727855	green3	2	3.1314	1.044
MGH36_P9_B04	0.276948858057	green3	2	4.7646	3.4276
MGH36_P9_B06	NA	black	0	3.985	0
MGH36_P9_B07	0.518784999077	green3	2	4.8455	3.8817
MGH36_P9_B08	-0.0574541650559	green3	2	3.3649	3.2962
MGH36_P9_B09	0.482422688752	green3	2	4.5187	4.1818
MGH36_P9_B10	-0.986865319068	red	1	2.3028	4.5676
MGH36_P9_B11	-0.252437811403	green3	2	3.3241	4.6233
MGH36_P9_B12	0.175733474603	green3	2	1.0122	2.6378
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	0.0359100149647	green3	2	3.766	3.605
MGH36_P9_C03	NA	black	0	0	0
MGH36_P9_C05	NA	black	0	3.5764	0
MGH36_P9_C07	0.13325277209	green3	2	3.2579	1.9804
MGH36_P9_C08	-0.917442474725	red	1	4.9738	1.1577
MGH36_P9_C09	0.209015045246	green3	2	4.3736	3.5254
MGH36_P9_C11	-0.0218240434636	green3	2	2.2738	2.8458
MGH36_P9_C12	NA	black	0	2.0454	0
MGH36_P9_D05	NA	black	0	0	4.4961
MGH36_P9_D07	NA	black	0	0	0
MGH36_P9_D08	NA	black	0	0	4.8444
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	0.159751117782	green3	2	3.1678	2.0029
MGH36_P9_D11	NA	black	0	0	0
MGH36_P9_E01	NA	black	0	0	3.2784
MGH36_P9_E02	NA	black	0	4.2515	0
MGH36_P9_E03	NA	black	0	3.9867	0
MGH36_P9_E04	0.0482601391695	green3	2	4.2154	3.0272
MGH36_P9_E05	NA	black	0	0	0
MGH36_P9_E06	NA	black	0	0	3.5032
MGH36_P9_E07	0.0299448114779	green3	2	3.5013	2.3188
MGH36_P9_E08	-1.08677856542	red	1	4.9139	0.76043
MGH36_P9_E10	0.233981495107	green3	2	5.1015	3.2168
MGH36_P9_E11	0.938128078877	green3	2	2.2388	1.1846
MGH36_P9_E12	NA	black	0	5.6803	0
MGH36_P9_F02	NA	black	0	3.933	0
MGH36_P9_F03	0.212812352638	green3	2	4.2294	3.7194
MGH36_P9_F04	NA	black	0	0	2.0479
MGH36_P9_F08	0.0106041371086	green3	2	3.7973	2.9935
MGH36_P9_F09	NA	black	0	0	3.2297
MGH36_P9_F10	NA	black	0	0	2.5881
MGH36_P9_F11	NA	black	0	4.0931	0
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	0.0399344034095	green3	2	3.4019	2.4217
MGH36_P9_G04	-1.37550830385	red	1	0.33113	3.7988
MGH36_P9_G05	-0.904437146705	red	1	4.7979	0.93282
MGH36_P9_G06	0.628706930528	green3	2	4.4952	4.651
MGH36_P9_G07	NA	black	0	4.6391	0
MGH36_P9_G08	-0.888460178279	red	1	5.2595	1.4952
MGH36_P9_G09	NA	black	0	5.1766	0
MGH36_P9_G10	NA	black	0	0	2.2618
MGH36_P9_G11	NA	black	0	0	3.2978
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	NA	black	0	4.2657	0
MGH36_P9_H03	1.20925985321	green3	2	1.858	1.1596
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	-0.0680641976835	green3	2	3.5277	4.0743
MGH36_P9_H08	NA	black	0	0	2.5675
MGH36_P9_H10	0.128459284412	green3	2	4.0747	3.5608
MGH36_P9_H11	NA	black	0	4.3816	0
MGH36_P9_H12	1.52193297118	blue	3	1.8176	0.77653
MGH36_P2_A01	NA	black	0	4.874	0
MGH36_P2_A03	-0.688062738965	green3	2	4.485	0.8528
MGH36_P2_A04	NA	black	0	2.8838	0
MGH36_P2_A05	0.445030534241	green3	2	3.2149	0.23879
MGH36_P2_A06	0.0208204406648	green3	2	5.8885	2.853
MGH36_P2_A07	-1.67645025994	red	1	5.1239	0.097611
MGH36_P2_A08	-0.54928176502	green3	2	4.3131	0.8488
MGH36_P2_A11	NA	black	0	0	0.10836
MGH36_P2_B03	NA	black	0	4.2736	0
MGH36_P2_B04	NA	black	0	0	0
MGH36_P2_B05	0.117938768858	green3	2	0.37184	2.708
MGH36_P2_B06	NA	black	0	0	4.0794
MGH36_P2_B07	2.39444025628	black	0	1.3741	0.2302
MGH36_P2_B08	1.47274941702	blue	3	1.5888	1.0614
MGH36_P2_B09	0.343995411102	green3	2	2.0932	2.2699
MGH36_P2_B10	NA	black	0	0	0
MGH36_P2_B11	-1.07420640546	red	1	4.585	0.085425
MGH36_P2_B12	NA	black	0	0	0
MGH36_P2_C02	NA	black	0	0	0
MGH36_P2_C03	NA	black	0	2.2418	0
MGH36_P2_C04	NA	black	0	0	0.49467
MGH36_P2_C07	0.132557260156	green3	2	5.0552	3.054
MGH36_P2_C08	NA	black	0	0	2.9207
MGH36_P2_C09	0.172626080514	green3	2	4.4824	3.3261
MGH36_P2_C10	NA	black	0	0	0
MGH36_P2_C11	NA	black	0	4.1994	0
MGH36_P2_C12	NA	black	0	0	1.8588
MGH36_P2_D01	NA	black	0	0	0
MGH36_P2_D02	NA	black	0	0	0
MGH36_P2_D04	NA	black	0	0	0.38957
MGH36_P2_D05	NA	black	0	0	4.8364
MGH36_P2_D06	NA	black	0	0	2.6776
MGH36_P2_D07	NA	black	0	0	0.73725
MGH36_P2_D08	NA	black	0	0	0.50894
MGH36_P2_D09	NA	black	0	0	4.9793
MGH36_P2_D10	NA	black	0	0	0
MGH36_P2_D11	NA	black	0	0	0
MGH36_P2_E01	NA	black	0	0	1.7519
MGH36_P2_E02	NA	black	0	0	0
MGH36_P2_E03	-1.07729381322	red	1	1.6731	4.1186
MGH36_P2_E04	NA	black	0	3.2674	0
MGH36_P2_E06	0.705563086385	green3	2	3.0067	0.079975
MGH36_P2_E07	NA	black	0	0	3.6427
MGH36_P2_E08	NA	black	0	0	3.004
MGH36_P2_E09	NA	black	0	0	0
MGH36_P2_E10	NA	black	0	5.33	0
MGH36_P2_F02	NA	black	0	0	1.3973
MGH36_P2_F03	NA	black	0	0	0
MGH36_P2_F04	NA	black	0	0	3.1792
MGH36_P2_F06	NA	black	0	0	0
MGH36_P2_F07	0.184234968788	green3	2	5.7384	3.0435
MGH36_P2_F08	0.194635274082	green3	2	3.9182	4.6619
MGH36_P2_F10	NA	black	0	0	0
MGH36_P2_F11	NA	black	0	5.0314	0
MGH36_P2_F12	NA	black	0	0	0
MGH36_P2_G01	NA	black	0	0	0
MGH36_P2_G02	0.050368268261	green3	2	5.1553	2.9069
MGH36_P2_G03	NA	black	0	4.7766	0
MGH36_P2_G04	NA	black	0	0	0
MGH36_P2_G05	0.87443510683	green3	2	4.9612	4.4546
MGH36_P2_G07	NA	black	0	5.0575	0
MGH36_P2_G08	NA	black	0	5.9536	0
MGH36_P2_G09	-2.00126057512	red	1	5.5074	0.23634
MGH36_P2_G11	NA	black	0	0	0
MGH36_P2_G12	NA	black	0	0	0
MGH36_P2_H01	NA	black	0	0	0.1003
MGH36_P2_H02	0.186015862007	green3	2	4.2688	3.5545
MGH36_P2_H03	NA	black	0	0	0.5568
MGH36_P2_H04	NA	black	0	0	0.35276
MGH36_P2_H05	NA	black	0	0	0.774
MGH36_P2_H06	NA	black	0	0	1.4714
MGH36_P2_H07	NA	black	0	3.7576	0
MGH36_P2_H10	0.192846384442	green3	2	4.4157	3.4347
MGH53_P5_A02	NA	black	0	0	2.1368
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	-1.5571767292	red	1	5.7072	1.0036
MGH53_P5_A06	-0.167378895936	green3	2	3.9476	1.4911
MGH53_P5_A07	1.2916832041	blue	3	6.1949	4.0675
MGH53_P5_A08	NA	black	0	5.1493	0
MGH53_P5_A09	NA	black	0	0	1.6785
MGH53_P5_A11	0.431808721097	green3	2	4.0512	5.5525
MGH53_P5_B01	NA	black	0	0	4.1289
MGH53_P5_B03	0.314144544581	green3	2	5.3767	3.2689
MGH53_P5_B04	-0.621588806602	green3	2	2.6022	4.2337
MGH53_P5_B05	NA	black	0	0	3.6964
MGH53_P5_B06	NA	black	0	1.7748	0
MGH53_P5_B07	NA	black	0	0	0.18142
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	6.1621	0
MGH53_P5_B10	NA	black	0	0	2.8246
MGH53_P5_B11	NA	black	0	0	4.1449
MGH53_P5_B12	0.0630249129961	green3	2	7.3517	2.8811
MGH53_P5_C01	NA	black	0	0	0
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	-0.466523229624	green3	2	4.4688	1.4547
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	NA	black	0	0	1.0841
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	NA	black	0	0	0
MGH53_P5_C08	NA	black	0	5.3811	0
MGH53_P5_C09	NA	black	0	0	4.8797
MGH53_P5_C10	-0.861690196103	green3	2	5.7186	1.8225
MGH53_P5_C11	NA	black	0	0	3.4569
MGH53_P5_D01	NA	black	0	3.2753	0
MGH53_P5_D02	NA	black	0	0	5.6805
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	2.69452617581	black	0	0.69599	0.5724
MGH53_P5_D07	NA	black	0	0	4.2551
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	-2.27540244147	black	0	1.0949	4.9488
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	5.2997	0
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	NA	black	0	0	4.0936
MGH53_P5_E04	-1.64232692058	red	1	6.2063	1.2798
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0	4.7482
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	5.5221	0
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	2.4581	0
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	0
MGH53_P5_F10	NA	black	0	0.57725	0
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	2.2639	0
MGH53_P5_G04	NA	black	0	0	2.9151
MGH53_P5_G05	1.69088863419	blue	3	1.4931	0.89064
MGH53_P5_G07	NA	black	0	5.5071	0
MGH53_P5_G08	2.96090550658	black	0	0.51702	0.49057
MGH53_P5_G09	NA	black	0	0	3.2041
MGH53_P5_G10	NA	black	0	1.4797	0
MGH53_P5_G11	NA	black	0	0	3.2609
MGH53_P5_H02	NA	black	0	0	1.7916
MGH53_P5_H03	NA	black	0	0	2.7281
MGH53_P5_H04	2.1470912911	black	0	5.8538	5.2114
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	5.4251
MGH53_P5_H10	NA	black	0	2.8381	0
MGH53_P5_H11	NA	black	0	0	0
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	NA	black	0	0	0
MGH53_P6_A03	NA	black	0	4.7442	0
MGH53_P6_A04	NA	black	0	0	2.3601
MGH53_P6_A05	NA	black	0	0	4.3446
MGH53_P6_A06	NA	black	0	0	4.0815
MGH53_P6_A07	NA	black	0	0	0
MGH53_P6_A08	NA	black	0	0	0
MGH53_P6_A09	NA	black	0	5.937	0
MGH53_P6_A10	NA	black	0	0	0.26544
MGH53_P6_A11	0.13768594492	green3	2	3.5046	0.23511
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	-0.103383602187	green3	2	4.5706	2.5504
MGH53_P6_B03	NA	black	0	0	0
MGH53_P6_B04	NA	black	0	0	5.6916
MGH53_P6_B05	-1.01955654981	red	1	0.30801	3.5341
MGH53_P6_B06	NA	black	0	0	3.6636
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	NA	black	0	0	0.42438
MGH53_P6_B10	NA	black	0	0	0
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	-2.24445219223	black	0	1.474	5.2863
MGH53_P6_C04	-0.816377690243	green3	2	2.1792	4.1436
MGH53_P6_C05	NA	black	0	0	0
MGH53_P6_C06	NA	black	0	0	0
MGH53_P6_C07	NA	black	0	0	0
MGH53_P6_C08	1.68150643503	blue	3	5.0464	5.7887
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	NA	black	0	0	0.5656
MGH53_P6_C11	NA	black	0	0	4.6118
MGH53_P6_C12	NA	black	0	5.4833	0
MGH53_P6_D01	NA	black	0	5.7672	0
MGH53_P6_D02	NA	black	0	0	6.016
MGH53_P6_D03	NA	black	0	0	0
MGH53_P6_D05	NA	black	0	0	0
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	NA	black	0	0	0
MGH53_P6_D09	NA	black	0	0	3.1072
MGH53_P6_D10	NA	black	0	0	5.315
MGH53_P6_D11	0.390760372205	green3	2	5.3059	3.4
MGH53_P6_D12	NA	black	0	5.5148	0
MGH53_P6_E01	NA	black	0	0	0
MGH53_P6_E02	NA	black	0	2.1541	0
MGH53_P6_E03	NA	black	0	0	0
