Cell_name	Zvalue	Color	Cluster	IGF1	NCOR1
MGH36_P6_A12	NA	black	0	0	1.4152
MGH36_P6_H09	NA	black	0	4.5754	0
MGH53_P4_G04	NA	black	0	0.45943	0
MGH36_P10_G12	NA	black	0	0	3.0954
MGH53_P2_H12	NA	black	0	0	2.0101
MGH53_P4_D10	NA	black	0	0	2.0197
MGH53_P4_D01	NA	black	0	0	2.7818
MGH36_P6_B07	3.016381398	black	0	1.6267	5.039
MGH36_P10_B12	-0.0984421701179	red	1	0.36401	0.29042
MGH53_P2_G11	-0.146984303415	red	1	0.10969	3.4455
MGH53_P1_E04	NA	black	0	4.1592	0
MGH54_P2_C12	0.400810415551	red	1	0.063503	1.2672
MGH53_P4_B07	0.0339579746202	red	1	0.30451	1.121
MGH53_P4_F09	NA	black	0	0.19787	0
MGH36_P2_H11	0.495737944003	green3	2	0.082703	0.76469
MGH36_P5_A11	-0.00517473577804	red	1	0.4049	2.7086
MGH53_P1_A09	0.477228258323	green3	2	0.14926	0.11103
MGH53_P2_B02	-0.022728120207	red	1	0.29278	3.4967
MGH53_P4_E04	7.84465625556	black	0	5.4003	4.2971
MGH53_P4_D08	NA	black	0	0.22774	0
MGH36_P1_F07	-3.759576321	black	0	3.668	1.6549
MGH53_P2_E11	-0.00823660192971	red	1	0.3173	4.1479
MGH36_P1_G06	-0.0788736385031	red	1	0.034216	3.039
MGH36_P6_F03	0.418111128478	green3	2	3.1217	2.9123
MGH54_P2_H06	0.419601505707	green3	2	0.15575	0.34142
MGH36_P8_H12	-0.00536099411207	red	1	0.31846	3.8543
MGH53_P1_B06	10.339115127	black	0	5.2509	4.8462
MGH53_P4_F12	NA	black	0	0.18523	0
MGH53_P4_G12	0.208835564028	red	1	0.67987	3.345
MGH53_P2_E08	0.00194495822876	red	1	0.32654	3.4059
MGH53_P1_F06	NA	black	0	0.088142	0
MGH53_P1_D02	-0.156142484301	red	1	0.5509	2.0959
MGH36_P9_D01	-7.18356259721	black	0	3.1045	0.21909
MGH36_P6_F02	-5.76492936295	black	0	6.2256	1.782
MGH53_P2_E07	NA	black	0	0	4.592
MGH53_P4_H08	NA	black	0	4.8665	0
MGH36_P6_F11	6.42821084903	black	0	4.8814	4.1601
MGH36_P8_C08	-0.192383822656	red	1	0.19283	4.2189
MGH53_P2_D10	10.8447688633	black	0	5.1672	4.9853
MGH53_P4_D03	2.97584451006	black	0	3.2584	3.7635
MGH53_P2_C04	4.86407006029	black	0	5.1831	3.7549
MGH53_P1_E08	NA	black	0	6.6219	0
MGH54_P2_A08	NA	black	0	0.64339	0
MGH36_P4_H07	0.137739662329	red	1	0.1776	1.8516
MGH36_P9_D06	NA	black	0	0	3.6242
MGH53_P4_C04	0.0391217569665	red	1	0.21909	2.4063
MGH53_P1_E10	NA	black	0	0	2.7634
MGH53_P2_E09	0.283381449323	red	1	0.55778	3.9552
MGH36_P3_C10	NA	black	0	0.079975	0
MGH53_P2_F01	NA	black	0	0	0
MGH53_P4_H05	NA	black	0	0	0.22527
MGH53_P4_G10	0.0213354535126	red	1	0.3173	0.11636
MGH54_P2_D07	0.0350605645816	red	1	0.16092	2.561
MGH53_P2_D09	3.00837513461	black	0	3.3262	3.7517
MGH53_P1_D09	-0.108161229066	red	1	0.38957	1.1375
MGH54_P2_B08	NA	black	0	0	3.3257
MGH54_P2_G05	-0.125825707059	red	1	0.086784	3.2926
MGH53_P2_F06	0.534037143747	green3	2	0.079975	0.63413
MGH36_P3_E01	NA	black	0	0.338	0
MGH36_P5_E12	1.87559274065	black	0	1.0956	5.1501
MGH53_P4_A12	-0.394551973269	red	1	0.12168	4.6943
MGH36_P9_F01	NA	black	0	0	0
MGH36_P3_H10	6.99068080005	black	0	5.0707	4.2229
MGH36_P3_H02	-8.62938926278	black	0	6.1408	1.2762
MGH36_P5_C10	NA	black	0	0.12697	0
MGH54_P2_B05	0.000898298803538	red	1	0.079975	2.7683
MGH36_P2_F09	NA	black	0	1.7407	0
MGH53_P4_A05	NA	black	0	0.34483	0
MGH54_P2_H10	0.279456374113	red	1	0.07861	1.6576
MGH53_P4_E06	0.222677203313	red	1	0.12035	1.7022
MGH53_P4_D12	NA	black	0	0.67265	0
MGH54_P2_H07	-0.120855124769	red	1	0.27381	5.1987
MGH53_P2_E03	0.015386452582	red	1	0.1177	2.6987
MGH53_P1_A05	0.683141065178	black	0	0.074505	0.098958
MGH36_P7_D12	1.25977765313	black	0	1.33	3.9963
MGH53_P4_H03	0.22998555477	red	1	0.53007	3.8611
MGH53_P2_E05	NA	black	0	0.16221	0
MGH36_P4_H11	NA	black	0	1.6636	0
MGH53_P1_B01	-0.126288961945	red	1	0.18142	3.6433
MGH54_P2_G03	NA	black	0	0	0.774
MGH53_P2_F12	6.00636182291	black	0	4.3331	4.2443
MGH36_P4_C09	0.000993894319531	red	1	0.12168	2.767
MGH36_P5_C08	NA	black	0	5.0108	0
MGH36_P4_H06	0.375275552459	red	1	0.10434	1.1023
MGH36_P10_E01	NA	black	0	0	0
MGH36_P8_E12	-2.8902402514	black	0	2.1273	1.1928
MGH53_P2_C10	1.91995019934	black	0	3.8108	3.307
MGH36_P4_H08	NA	black	0	0.092207	0
MGH36_P7_F07	NA	black	0	3.4154	0
MGH54_P2_A09	4.29807462977	black	0	3.6105	4.0536
MGH36_P6_H11	0.0767219443148	red	1	0.056584	2.4908
MGH53_P2_E12	-8.00347054277	black	0	4.5988	0.90689
MGH53_P1_F08	-0.151910315887	red	1	0.086784	3.4007
MGH36_P6_D12	-0.361449546458	red	1	0.049631	4.067
MGH36_P2_H09	2.65121538587	black	0	1.6168	4.7793
MGH53_P1_C01	NA	black	0	0	1.827
MGH53_P2_F11	-0.0780245678083	red	1	0.24732	3.7773
MGH36_P6_H04	0.49499281554	green3	2	1.2116	3.3159
MGH36_P5_G05	-0.17784884501	red	1	0.05797	3.4283
MGH53_P4_B04	-0.281403483819	red	1	0.42761	0.075875
MGH53_P1_E05	NA	black	0	0	0.6581
MGH36_P10_A08	-0.109410727179	red	1	0.41684	1.6107
MGH36_P9_G01	0.253872163546	red	1	0.99277	3.1418
MGH53_P4_A06	0.0635343554767	red	1	0.30217	0.066261
MGH36_P6_B09	-2.92587203142	black	0	6.3672	2.2738
MGH54_P2_D09	-13.792221631	black	0	5.4002	0.055196
MGH53_P1_E06	NA	black	0	0	2.9822
MGH36_P4_A10	-0.645183199413	black	0	0.55778	0.049631
MGH36_P6_B02	NA	black	0	0	1.9819
MGH53_P4_G06	0.613971128574	green3	2	0.07861	0.32884
MGH36_P8_F01	NA	black	0	0	0
MGH36_P9_F06	-7.4256694421	black	0	3.0854	0.11503
MGH36_P5_H04	-0.14102640754	red	1	0.59264	2.2561
MGH53_P1_B03	-0.27014442859	red	1	0.073135	3.8302
MGH53_P2_D05	NA	black	0	4.5755	0
MGH36_P4_G12	NA	black	0	1.6772	0
MGH53_P2_D11	0.263460312234	red	1	0.11902	1.515
MGH53_P4_C02	2.29262252737	black	0	2.6299	3.7434
MGH53_P4_F04	-0.0587900795623	red	1	0.25942	3.672
MGH36_P3_D10	NA	black	0	0.18396	0
MGH54_P2_F04	0.00755163805641	red	1	0.15316	2.7284
MGH36_P6_A03	-0.248377095864	red	1	0.10836	3.9045
MGH53_P1_F07	-4.70735464703	black	0	4.9614	1.754
MGH36_P5_H08	NA	black	0	0	0
MGH54_P2_A04	NA	black	0	0	4.3976
MGH53_P4_E11	-12.8014059706	black	0	5.0245	0.055196
MGH53_P2_G03	0.430953276369	green3	2	0.16736	0.09356
MGH36_P3_F04	NA	black	0	0	4.2207
MGH54_P2_B02	NA	black	0	0	0.71458
MGH36_P5_C07	0.0742580343494	red	1	0.62199	3.0147
MGH53_P2_E02	NA	black	0	0	3.4398
MGH54_P2_F09	0.330277379911	red	1	0.1177	1.2073
MGH36_P3_D05	0.318737621583	red	1	0.18903	0.47301
MGH36_P5_F12	NA	black	0	0.032806	0
MGH53_P2_H09	2.87371084261	black	0	5.2487	3.3403
MGH54_P2_F07	0.688176839699	black	0	0.071763	0.10836
MGH36_P5_D10	NA	black	0	0	1.0065
MGH54_P2_F11	NA	black	0	0.22897	0
MGH53_P2_H04	NA	black	0	0	0.89375
MGH36_P6_F09	NA	black	0	0.11237	0
MGH36_P9_F05	-7.22990078636	black	0	3.0993	0.19787
MGH36_P8_G11	0.246058919153	red	1	3.2743	2.847
MGH54_P2_A07	-0.712718674534	black	0	2.0604	2.3646
MGH36_P7_H06	-5.46866554753	black	0	2.6007	0.40272
MGH53_P1_A01	-5.05438615782	black	0	3.4238	1.157
MGH53_P1_A02	0.8975638963	black	0	3.1382	3.0791
MGH54_P2_E07	NA	black	0	1.4641	0
MGH53_P4_F07	0.524271336264	green3	2	0.10702	0.41359
MGH53_P2_C05	-0.00104288958952	red	1	0.18015	2.7788
MGH53_P4_H07	-0.318533679821	red	1	0.098958	4.1645
MGH53_P2_C06	NA	black	0	0.9313	0
MGH36_P3_F03	-0.381474234766	red	1	0.1177	4.594
MGH36_P2_A10	-0.0367291350498	red	1	0.26063	3.3434
MGH53_P4_E03	NA	black	0	0	3.3174
MGH36_P9_D12	-0.00482695786192	red	1	0.29631	2.9437
MGH54_P2_H03	NA	black	0	0.10299	0
MGH36_P4_D06	-8.13339210205	black	0	3.3749	0.13488
MGH53_P2_B03	1.60772469422	black	0	4.0047	3.1946
MGH53_P4_F03	0.0218432453064	red	1	0.14926	2.6492
MGH36_P10_E09	0.135523874142	red	1	0.52507	3.4299
MGH53_P1_G02	-0.281665006315	red	1	0.1865	4.7972
MGH54_P2_A02	NA	black	0	0	0
MGH36_P3_A07	-2.16121695732	black	0	4.7842	2.2813
MGH53_P4_E12	NA	black	0	0.063503	0
MGH54_P2_A03	-0.296435745154	red	1	0.12035	4.2047
MGH53_P4_E10	-0.0457101201592	red	1	0.24853	3.3686
MGH54_P2_D08	0.157249828288	red	1	0.16092	1.8286
MGH36_P8_A02	-0.248042949807	red	1	1.2363	2.5028
MGH54_P2_B07	-0.292677192025	red	1	0.067639	3.894
MGH53_P1_B10	NA	black	0	0	0.059355
MGH53_P2_F08	-8.26764411256	black	0	3.3868	0.10165
MGH36_P10_A01	NA	black	0	0	2.5425
MGH36_P10_F01	NA	black	0	3.8381	0
MGH53_P4_G03	NA	black	0	1.281	0
MGH53_P1_F12	0.841395308923	black	0	3.6579	3.0129
MGH36_P4_B03	3.11782105697	black	0	3.9491	3.6125
MGH54_P2_C07	NA	black	0	0	1.825
MGH53_P1_B02	NA	black	0	0	3.3803
MGH54_P2_D05	0.433615277896	green3	2	0.088142	0.97526
MGH53_P2_C08	NA	black	0	0	0.44042
MGH53_P4_H09	-0.327734881753	red	1	0.53306	1.2296
MGH36_P8_H02	NA	black	0	0	2.9762
MGH36_P10_H10	NA	black	0	4.4071	0
MGH53_P1_A12	0.56913040617	green3	2	0.12035	0.04684
MGH36_P8_F08	-2.17699771869	black	0	3.7135	2.1303
MGH53_P1_D10	NA	black	0	4.9426	0
MGH53_P4_A09	NA	black	0	0.08134	0
MGH53_P2_H08	NA	black	0	0	1.8643
MGH36_P4_A09	NA	black	0	5.3682	0
MGH53_P4_C08	0.0117726633745	red	1	0.15963	2.7015
MGH36_P5_E04	0.367977636531	red	1	0.11636	1.0405
MGH53_P2_A07	0.695275718268	black	0	6.1976	2.8768
MGH54_P2_G10	NA	black	0	3.6543	0
MGH36_P7_E06	-0.243515476924	red	1	0.077243	3.7416
MGH36_P9_D04	0.0583987467995	red	1	0.12035	2.4908
MGH53_P1_C12	NA	black	0	4.8974	0
MGH36_P8_F06	2.03156555289	black	0	3.4102	3.4131
MGH36_P1_G11	NA	black	0	0	3.4839
MGH53_P1_F02	2.10062844312	black	0	1.9034	4.0727
MGH54_P2_D10	NA	black	0	2.5529	0
MGH36_P9_A08	-2.37266919108	black	0	2.3901	1.6383
MGH53_P2_H03	-0.496119538599	red	1	0.027154	4.4158
MGH53_P4_B03	-0.47631257583	red	1	0.10969	4.9639
MGH53_P1_F10	NA	black	0	0	3.3501
MGH53_P4_B05	-0.0851163708199	red	1	0.086784	3.124
MGH53_P2_B08	0.646757868709	black	0	0.090853	0.064883
MGH36_P3_B06	0.827886942005	black	0	0.93584	4.0948
MGH36_P10_C02	0.269802352177	red	1	2.7577	2.875
MGH36_P2_E05	-0.623044076043	black	0	4.5208	2.6152
MGH54_P2_G09	NA	black	0	1.123	0
MGH54_P2_D12	0.129293525584	red	1	0.094912	2.2191
MGH53_P2_H02	5.25482941219	black	0	3.7726	4.2672
MGH36_P8_F11	0.339272076381	red	1	3.3748	2.8742
MGH53_P2_A10	NA	black	0	0	2.9036
MGH54_P2_E09	NA	black	0	0.43082	0
MGH36_P3_H06	-0.0468076980117	red	1	0.19535	3.1291
MGH36_P5_D05	NA	black	0	0	3.6192
MGH54_P2_A11	3.02636492402	black	0	2.5857	4.0813
MGH54_P2_G04	NA	black	0	0.60786	0
MGH36_P6_C01	NA	black	0	0	0.052416
MGH53_P2_E06	-7.69263457847	black	0	3.151	0.082703
MGH53_P1_E01	NA	black	0	0.18777	0
MGH36_P1_B01	0.0424665191355	red	1	0.071763	2.6069
MGH54_P2_H04	NA	black	0	0.1865	0
MGH36_P2_C05	-8.50138034362	black	0	3.5326	0.14926
MGH36_P6_H05	NA	black	0	0.045443	0
MGH36_P10_E06	NA	black	0	0	0
MGH54_P2_F03	NA	black	0	0	0
MGH36_P4_B10	NA	black	0	0	0
MGH54_P2_F02	5.57834336556	black	0	3.6241	4.431
MGH36_P2_E11	NA	black	0	2.9555	0
MGH54_P2_D11	NA	black	0	0.62012	0
MGH54_P2_G01	-0.087821445676	red	1	0.094912	3.1481
MGH36_P9_D02	NA	black	0	0	2.5236
MGH54_P2_E06	0.633414383499	black	0	3.2337	2.9793
MGH54_P16_F12	NA	black	0	0	2.7497
MGH53_P5_C12	-0.128916411289	red	1	0.92067	2.5583
MGH54_P12_C10	NA	black	0	0	2.7327
MGH54_P16_F02	NA	black	0	0	0
MGH54_P11_C11	0.526824561539	green3	2	0.10434	0.43082
MGH53_P1_E03	0.356517664523	red	1	0.19535	0.07861
MGH54_P15_D06	NA	black	0	0	3.3067
MGH54_P14_F05	NA	black	0	0	0.32654
MGH54_P16_A03	-0.279666830046	red	1	0.13093	4.198
MGH53_P4_G11	NA	black	0	0	0.088142
MGH53_P7_B09	-0.365886569156	red	1	0.097611	4.3628
MGH54_P17_D11	0.414781874085	green3	2	0.10836	0.89297
MGH54_P10_G04	-0.102580062373	red	1	0.14666	3.34
MGH54_P10_C06	0.595086415409	green3	2	0.10836	0.079975
MGH53_P2_A02	0.492706253626	green3	2	0.079975	0.79909
MGH53_P4_F06	0.101573332067	red	1	0.098958	2.3297
MGH53_P7_F07	0.149036426291	red	1	0.082703	2.167
MGH53_P11_F06	0.168821601587	red	1	0.098958	2.0374
MGH53_P5_G02	NA	black	0	0	3.2023
MGH53_P1_F09	NA	black	0	0	0.61164
MGH53_P11_H03	NA	black	0	0	4.5556
MGH53_P10_D11	0.0292429313592	red	1	0.23389	2.4536
MGH53_P1_A10	NA	black	0	0	3.7128
MGH53_P4_B12	-0.26984658332	red	1	0.1375	4.1966
MGH53_P5_H09	0.0029965309405	red	1	0.54597	2.7841
MGH53_P9_D07	NA	black	0	0.10969	0
MGH53_P11_E03	NA	black	0	0	3.3643
MGH53_P1_C02	-0.00878411815066	red	1	0.3173	4.2527
MGH53_P10_F11	NA	black	0	0	0.52707
MGH53_P1_E02	NA	black	0	0	4.6968
MGH53_P1_D07	NA	black	0	0	0
MGH53_P6_B01	NA	black	0	0.43936	0
MGH53_P2_G04	-0.0201213034789	red	1	0.22527	2.9718
MGH53_P1_C05	NA	black	0	0	3.9771
MGH53_P2_G09	NA	black	0	0	0.15316
MGH53_P5_A05	NA	black	0	0	2.5112
MGH53_P5_F04	NA	black	0	0	0
MGH53_P10_H03	NA	black	0	0	0
MGH53_P11_F08	NA	black	0	0.094912	0
MGH54_P7_F12	NA	black	0	0	0
MGH53_P8_F03	NA	black	0	0	0.8335
MGH53_P11_A07	NA	black	0	0	0
MGH53_P6_B11	0.424319837974	green3	2	0.17121	0.069015
MGH53_P4_C07	0.495178733583	green3	2	0.094912	0.66084
MGH53_P6_H06	NA	black	0	0	2.4335
MGH36_P1_A01	-0.105469351417	red	1	0.10969	3.255
MGH36_P1_A02	NA	black	0	0	4.1477
MGH36_P1_A03	-0.133213962135	red	1	0.15316	3.5383
MGH36_P1_A04	0.527938043732	green3	2	0.12565	0.17632
MGH36_P1_A05	0.30167724266	red	1	0.19283	0.53306
MGH36_P1_A06	0.00394358280036	red	1	0.10969	2.7538
MGH36_P1_A08	0.5667726068	green3	2	0.062122	0.65718
MGH36_P1_A10	-0.121653906748	red	1	0.1137	3.3399
MGH36_P1_A12	0.0236242436605	red	1	0.038436	2.6909
MGH36_P1_B02	-0.0121478024722	red	1	0.060739	2.8172
MGH36_P1_B03	-0.0393961815865	red	1	0.05797	2.9172
MGH36_P1_B04	NA	black	0	0.032806	0
MGH36_P1_B06	0.24914760912	red	1	0.079975	1.7727
MGH36_P1_B07	-0.0252884066921	red	1	0.035624	2.858
MGH36_P1_B08	-0.303434202747	red	1	0.028569	3.7809
MGH36_P1_B09	0.474691955044	green3	2	0.15575	0.02432
MGH36_P1_B10	0.694641129116	black	0	0.028569	0.47405
MGH36_P1_B11	-0.280838366433	red	1	0.13093	4.204
MGH36_P1_B12	0.159801401702	red	1	0.08134	2.127
MGH36_P1_C01	-0.183115765975	red	1	0.035624	3.3953
MGH36_P1_C03	NA	black	0	0.074505	0
MGH36_P1_C05	-0.246521089914	red	1	0.10165	3.8619
MGH36_P1_C06	NA	black	0	0	3.6116
MGH36_P1_C07	-0.302710349454	red	1	0.035624	3.8032
MGH36_P1_C08	-0.243812190154	red	1	0.031395	3.5902
MGH36_P1_C09	0.691558276808	black	0	0.020058	0.54794
MGH36_P1_C10	0.492371239914	green3	2	0.12433	0.36625
MGH36_P1_C11	NA	black	0	0	2.7542
MGH36_P1_D01	-0.153115901175	red	1	0.20789	4.0731
MGH36_P1_D02	NA	black	0	0.096262	0
MGH36_P1_D03	0.137238301937	red	1	0.12035	2.112
MGH36_P1_D04	NA	black	0	0	2.3167
MGH36_P1_D06	-0.220848479213	red	1	0.15056	4.0254
MGH36_P1_D07	NA	black	0	0	2.9864
MGH36_P1_D08	0.541046311034	green3	2	0.069015	0.69866
MGH36_P1_D09	NA	black	0	0	2.6098
MGH36_P1_D11	NA	black	0	0	2.742
MGH36_P1_F01	0.425631267805	green3	2	0.055196	1.2234
MGH36_P1_F02	-0.0425468532344	red	1	0.042644	2.9203
MGH36_P1_F03	-0.109526261201	red	1	0.090853	3.233
MGH36_P1_F04	NA	black	0	0	2.4647
MGH36_P1_F05	NA	black	0	0	4.3177
MGH36_P1_F06	0.0680004880126	red	1	0.26544	1.6415
MGH36_P1_F08	0.12536064591	red	1	0.056584	2.3127
MGH36_P1_F11	NA	black	0	0	2.7583
MGH36_P1_F12	NA	black	0	0	2.6776
MGH36_P1_G02	NA	black	0	0	1.7736
MGH36_P1_G03	-0.0384944174838	red	1	0.02432	2.898
MGH36_P1_G04	NA	black	0	0	2.392
MGH36_P1_G07	0.854515096169	black	0	0.0057593	0.14796
MGH36_P1_G08	-0.0269649243697	red	1	0.064883	2.874
MGH36_P1_G09	NA	black	0	0	2.7649
MGH36_P1_H02	0.169628275716	red	1	0.014355	2.2354
MGH36_P1_H03	-0.0741046386992	red	1	0.060739	3.0481
MGH36_P1_H04	NA	black	0	0.10702	0
MGH36_P1_H05	0.488909882336	green3	2	0.020058	1.1985
MGH36_P1_H06	0.857477362816	black	0	0.020058	0.015783
MGH36_P1_H07	-0.079565146765	red	1	0.0028825	3.0151
MGH36_P1_H09	NA	black	0	0	0.63134
MGH36_P1_H10	NA	black	0	0	1.4022
MGH36_P3_A01	-0.0954977701681	red	1	0.084064	3.1625
MGH36_P3_A02	NA	black	0	0	2.8182
MGH36_P3_A03	0.0202936737558	red	1	0.35276	3.4513
MGH36_P3_A04	-0.0427732710603	red	1	0.28806	3.9625
MGH36_P3_A05	-0.00549300750964	red	1	0.3115	3.2151
MGH36_P3_A08	-0.216172608549	red	1	0.12168	3.8225
MGH36_P3_A09	NA	black	0	0.079975	0
MGH36_P3_A10	-0.0160007130333	red	1	0.084064	2.8373
MGH36_P3_A12	-0.0589865794708	red	1	0.20163	3.2455
MGH36_P3_B02	NA	black	0	0	2.1702
MGH36_P3_B03	NA	black	0	0.25822	0
MGH36_P3_B04	0.117927703529	red	1	0.0043216	2.4106
MGH36_P3_B09	0.099469007157	red	1	0.074505	2.3813
MGH36_P3_B10	0.126803789219	red	1	0.17505	1.9389
MGH36_P3_B11	NA	black	0	0.037031	0
MGH36_P3_B12	NA	black	0	0	3.6862
MGH36_P3_C01	NA	black	0	0.16864	0
MGH36_P3_C03	0.000972620372124	red	1	0.085425	2.7679
MGH36_P3_C04	NA	black	0	0.12433	0
MGH36_P3_C05	NA	black	0	0	2.6633
MGH36_P3_C06	-0.3246911745	red	1	0.05797	3.9716
MGH36_P3_C08	NA	black	0	0	3.765
MGH36_P3_C11	0.0392782038401	red	1	0.19787	2.4665
MGH36_P3_C12	NA	black	0	0	4.2155
MGH36_P3_D01	0.175089622797	red	1	0.17505	1.6229
MGH36_P3_D02	0.0260876471651	red	1	0.31034	0.99567
MGH36_P3_D03	-0.21156889812	red	1	0.20163	4.4805
MGH36_P3_D04	NA	black	0	0	0.85439
MGH36_P3_D07	-0.0402464903919	red	1	0.36177	1.7163
MGH36_P3_D08	-0.168062071512	red	1	0.12961	3.6216
MGH36_P3_D09	-0.278453146088	red	1	0.08134	3.8999
MGH36_P3_D11	NA	black	0	0.31034	0
MGH36_P3_E02	NA	black	0	0.20163	0
MGH36_P3_E04	-0.254529228373	red	1	0.062122	3.7268
MGH36_P3_E05	0.554267239464	green3	2	0.08134	0.54102
MGH36_P3_E06	NA	black	0	0	0
MGH36_P3_E07	-0.227241602838	red	1	0.05797	3.6109
MGH36_P3_E08	NA	black	0	0.10434	0
MGH36_P3_E09	-0.127975968584	red	1	0.23143	4.1389
MGH36_P3_E10	-0.0927107170296	red	1	0.37962	1.117
MGH36_P3_E11	NA	black	0	0	0
MGH36_P3_E12	-0.166610536835	red	1	0.034216	3.3363
MGH36_P3_F01	NA	black	0	0	2.858
MGH36_P3_F02	0.394899644904	red	1	0.17887	0.12433
MGH36_P3_F05	NA	black	0	0	1.3265
MGH36_P3_F06	-0.161523508907	red	1	0.19535	4.0096
MGH36_P3_F07	NA	black	0	0	0
MGH36_P3_F08	0.00850254124357	red	1	0.20789	2.6998
MGH36_P3_F09	-0.558134761363	red	1	0.16221	6.1968
MGH36_P3_F10	NA	black	0	0.13356	0
MGH36_P3_F11	-0.503930511542	red	1	0.018634	4.3949
MGH36_P3_F12	NA	black	0	0	3.3283
MGH36_P3_G01	0.0150720792075	red	1	0.20289	2.6496
MGH36_P3_G02	NA	black	0	0	1.5705
MGH36_P3_G03	0.0334080349054	red	1	0.15704	2.5756
MGH36_P3_G04	NA	black	0	0	2.5612
MGH36_P3_G05	-0.0422385585981	red	1	0.28688	3.9086
MGH36_P3_G06	-0.350030272172	red	1	0.18523	5.2706
MGH36_P3_G08	-0.371004146377	red	1	0.069015	4.203
MGH36_P3_G09	NA	black	0	0	3.8446
MGH36_P3_G10	0.552185227428	green3	2	0.071763	0.6332
MGH36_P3_G11	0.486450399681	green3	2	0.15056	0.03984
MGH36_P3_G12	-0.333777773056	red	1	0.084064	4.1402
MGH36_P3_H03	-0.765848433823	black	0	0.088142	5.982
MGH36_P3_H04	-0.0102724921206	red	1	0.24975	2.9075
MGH36_P3_H05	-0.0732688653293	red	1	0.24489	3.6862
MGH36_P3_H07	0.282864571279	red	1	0.1003	1.5351
MGH36_P3_H08	0.0852074555905	red	1	0.19283	2.1359
MGH36_P3_H11	-0.0389133271771	red	1	0.30334	4.7242
MGH36_P3_H12	-0.268368864118	red	1	0.42975	0.2558
MGH36_P4_A01	NA	black	0	0	4.9724
MGH36_P4_A02	0.176548634455	red	1	0.12433	1.9065
MGH36_P4_A03	0.0483090063286	red	1	0.10434	2.5563
MGH36_P4_A04	NA	black	0	0.33457	0
MGH36_P4_A06	NA	black	0	0.10702	0
MGH36_P4_A07	NA	black	0	0	2.844
MGH36_P4_A08	-0.260384683906	red	1	0.19912	4.8355
MGH36_P4_A11	NA	black	0	0.53605	0
MGH36_P4_A12	NA	black	0	0	4.7492
MGH36_P4_B02	-0.0371346201201	red	1	0.29748	4.1897
MGH36_P4_B04	0.213971407615	red	1	0.2461	0.1177
MGH36_P4_B05	-0.174696163497	red	1	0.14012	3.706
MGH36_P4_B06	-0.5657849475	red	1	0.092207	5.1797
MGH36_P4_B08	-0.279434780779	red	1	0.15056	4.3597
MGH36_P4_B09	-0.00850562488887	red	1	0.16221	2.8233
MGH36_P4_B12	NA	black	0	0	1.3121
MGH36_P4_C02	-0.108405198752	red	1	0.21661	3.7669
MGH36_P4_C03	NA	black	0	0	4.1183
MGH36_P4_C04	-0.375155441093	red	1	0.10568	4.4641
MGH36_P4_C05	-0.377908876537	red	1	0.12961	4.6887
MGH36_P4_C06	-0.0548640714301	red	1	0.26784	3.7398
MGH36_P4_C07	-0.0946761340201	red	1	0.10165	3.1898
MGH36_P4_C08	-0.198346614846	red	1	0.21537	4.5791
MGH36_P4_C10	NA	black	0	0.27739	0
MGH36_P4_C11	NA	black	0	0	0
MGH36_P4_C12	-0.0787425669395	red	1	0.20914	3.4463
MGH36_P4_D01	-0.0429691001639	red	1	0.2916	4.1048
MGH36_P4_D02	0.104228344176	red	1	0.19156	2.0018
MGH36_P4_D05	NA	black	0	0	0.38294
MGH36_P4_D07	-0.085139147182	red	1	0.35727	0.17121
MGH36_P4_D08	NA	black	0	0	1.1003
MGH36_P4_D09	-0.381744153657	red	1	0.084064	4.3376
MGH36_P4_D10	-0.229464118105	red	1	0.23389	5.3089
MGH36_P4_D11	0.0046538343765	red	1	0.40272	2.829
MGH36_P4_D12	NA	black	0	0.12697	0
MGH36_P4_E01	-0.0672763125537	red	1	0.23143	3.4877
MGH36_P4_E02	0.251043697722	red	1	0.20038	0.7941
MGH36_P4_E04	NA	black	0	0	0.52206
MGH36_P4_E06	0.175536217345	red	1	0.24853	0.52005
MGH36_P4_E07	NA	black	0	0.077243	0
MGH36_P4_E08	NA	black	0	0.53506	0
MGH36_P4_E09	-0.160812469752	red	1	0.21537	4.2345
MGH36_P4_E10	0.0708694504474	red	1	0.24367	1.91
MGH36_P4_E11	-0.0205766867748	red	1	0.23143	2.99
MGH36_P4_E12	1.0881282452	black	0	0.72683	5.4105
MGH36_P4_F01	0.564580291369	green3	2	0.1137	0.15316
MGH36_P4_F02	0.667202009153	black	0	0.084064	0.05797
MGH36_P4_F03	NA	black	0	0	0
MGH36_P4_F04	-0.49242998241	red	1	0.094912	4.8907
MGH36_P4_F05	0.625347105168	green3	2	0.098958	0.060739
MGH36_P4_F06	0.339831916033	red	1	0.19283	0.25217
MGH36_P4_F07	-0.00361134890707	red	1	0.20414	2.8012
MGH36_P4_F09	NA	black	0	0	3.5862
MGH36_P4_F10	0.0390975502437	red	1	0.1375	2.5663
MGH36_P4_F11	NA	black	0	0	4.9431
MGH36_P4_F12	0.53421408578	green3	2	0.07861	0.64524
MGH36_P4_G01	0.730657646352	black	0	0.53705	6.1081
MGH36_P4_G02	0.202650742935	red	1	0.24975	0.13619
MGH36_P4_G03	NA	black	0	0	3.1806
MGH36_P4_G04	NA	black	0	0.21412	0
MGH36_P4_G05	NA	black	0	0	0
MGH36_P4_G06	0.128044426678	red	1	0.13225	2.118
