Cell_name	Zvalue	Color	Cluster	HTT	SP1
MGH53_P7_E10	NA	black	0	0	0
MGH53_P7_E11	NA	black	0	2.7446	0
MGH53_P7_E12	0.421110427131	green3	2	2.2079	2.0465
MGH53_P7_F01	NA	black	0	0	0
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	NA	black	0	0	2.6693
MGH53_P7_F05	NA	black	0	0	0
MGH53_P7_F06	NA	black	0	0	0
MGH53_P7_F08	NA	black	0	0	1.7424
MGH53_P7_F09	NA	black	0	0	0.50386
MGH53_P7_F10	NA	black	0	0	0.27501
MGH53_P7_F11	NA	black	0	0.090853	0
MGH53_P7_F12	NA	black	0	0	0.069015
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	4.3102
MGH53_P7_G04	NA	black	0	0	0.91915
MGH53_P7_G05	NA	black	0	0.23634	0
MGH53_P7_G06	NA	black	0	0	0
MGH53_P7_G07	NA	black	0	2.2573	0
MGH53_P7_G08	NA	black	0	1.334	0
MGH53_P7_G09	NA	black	0	0	0
MGH53_P7_G10	NA	black	0	0	0.098958
MGH53_P7_G11	NA	black	0	3.7395	0
MGH53_P7_G12	NA	black	0	0.49774	0
MGH53_P7_H01	NA	black	0	0	0
MGH53_P7_H02	NA	black	0	0	0
MGH53_P7_H03	NA	black	0	0	3.4976
MGH53_P7_H04	NA	black	0	0	0
MGH53_P7_H05	NA	black	0	0	2.1276
MGH53_P7_H06	NA	black	0	0	0
MGH53_P7_H07	NA	black	0	0.10165	0
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	0	0
MGH53_P7_H11	0.322545545505	green3	2	0.49978	0.88284
MGH53_P7_H12	NA	black	0	0.055196	0
MGH53_P8_A01	NA	black	0	0.53107	0
MGH53_P8_A02	NA	black	0	0	0
MGH53_P8_A03	NA	black	0	0	0.73725
MGH53_P8_A04	NA	black	0	0	0
MGH53_P8_A05	NA	black	0	0	0
MGH53_P8_A06	NA	black	0	3.4877	0
MGH53_P8_A07	NA	black	0	2.4526	0
MGH53_P8_A08	NA	black	0	0	0
MGH53_P8_A09	NA	black	0	0	0
MGH53_P8_A10	NA	black	0	0	3.0277
MGH53_P8_A11	NA	black	0	0.24853	0
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	0	0
MGH53_P8_B04	NA	black	0	0.14405	0
MGH53_P8_B08	NA	black	0	0.082703	0
MGH53_P8_B09	0.416448046525	green3	2	0.66993	0.38294
MGH53_P8_B10	NA	black	0	0	0.34255
MGH53_P8_B11	NA	black	0	0.027154	0
MGH53_P8_B12	NA	black	0	0	0
MGH53_P8_C01	NA	black	0	0	0
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	NA	black	0	0.18523	0
MGH53_P8_C04	NA	black	0	0.64155	0
MGH53_P8_C08	NA	black	0	3.3871	0
MGH53_P8_C09	NA	black	0	0	3.9183
MGH53_P8_C10	NA	black	0	1.6599	0
MGH53_P8_C11	-0.743551613502	green3	2	0.90535	4.227
MGH53_P8_C12	NA	black	0	0	0
MGH53_P8_D01	NA	black	0	0	0
MGH53_P8_D02	NA	black	0	0	2.1467
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0	0
MGH53_P8_D05	NA	black	0	0	3.8745
MGH53_P8_D06	0.596464225637	green3	2	0.54893	0.2228
MGH53_P8_D07	NA	black	0	0	1.6262
MGH53_P8_D08	NA	black	0	2.7018	0
MGH53_P8_D09	NA	black	0	0	0.077243
MGH53_P8_D10	NA	black	0	0	0
MGH53_P8_D11	NA	black	0	0.3774	0
MGH53_P8_E01	NA	black	0	0.3774	0
MGH53_P8_E03	NA	black	0	0	0.1903
MGH53_P8_E04	NA	black	0	0	0
MGH53_P8_E05	NA	black	0	0	0
MGH53_P8_E06	NA	black	0	2.8182	0
MGH53_P8_E07	NA	black	0	0.41684	0
MGH53_P8_E08	NA	black	0	1.1408	0
MGH53_P8_E09	NA	black	0	0.24123	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	NA	black	0	0	0
MGH53_P8_F01	NA	black	0	0.80157	0
MGH53_P8_F02	NA	black	0	0	0
MGH53_P8_F04	-3.69409664399	black	0	4.1616	0.13881
MGH53_P8_F05	NA	black	0	0	0
MGH53_P8_F06	NA	black	0	0	0.20539
MGH53_P8_F07	-0.0529196258423	green3	2	0.18142	1.5524
MGH53_P8_F08	NA	black	0	0	0
MGH53_P8_F09	NA	black	0	0.04684	0
MGH53_P8_F11	NA	black	0	0	0
MGH53_P8_G01	NA	black	0	0	0
MGH53_P8_G02	NA	black	0	0	0
MGH53_P8_G03	0.553702021767	green3	2	0.20789	0.76129
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0	0.20664
MGH53_P8_G06	NA	black	0	4.1313	0
MGH53_P8_G07	NA	black	0	0	1.5573
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	NA	black	0	0	0
MGH53_P8_G10	NA	black	0	0	0
MGH53_P8_G11	NA	black	0	0	0
MGH53_P8_G12	-0.00219703301261	green3	2	1.0426	1.5385
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	2.315	0
MGH53_P8_H03	NA	black	0	0	0
MGH53_P8_H04	NA	black	0	0	0
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0.079975	0
MGH53_P8_H07	NA	black	0	0	0
MGH53_P8_H08	NA	black	0	0.27858	0
MGH53_P8_H09	NA	black	0	0	0
MGH53_P8_H10	NA	black	0	0.060739	0
MGH53_P8_H11	NA	black	0	0	0
MGH53_P8_H12	NA	black	0	0	0
MGH53_P1_A03	NA	black	0	0	0
MGH53_P1_A04	NA	black	0	2.3805	0
MGH53_P1_A06	-0.725789731587	green3	2	1.7334	0.11902
MGH53_P1_A07	NA	black	0	0	0.27262
MGH53_P1_A08	0.51639211762	green3	2	1.7316	2.6982
MGH53_P1_B04	NA	black	0	2.8815	0
MGH53_P1_B08	NA	black	0	0	0
MGH53_P1_B09	NA	black	0	0.085425	0
MGH53_P1_B11	NA	black	0	0	0
MGH53_P1_C03	NA	black	0	0	0
MGH53_P1_C06	NA	black	0	0	0.35614
MGH53_P1_C09	NA	black	0	0	2.4631
MGH53_P1_C10	0.00625687125439	green3	2	1.1237	0.83915
MGH53_P1_D01	NA	black	0	0	0
MGH53_P1_D05	NA	black	0	2.7119	0
MGH53_P1_D12	NA	black	0	0.042644	0
MGH53_P1_E09	NA	black	0	0	0
MGH53_P1_E12	NA	black	0	0.048236	0
MGH53_P12_A01	NA	black	0	0.17887	0
MGH53_P12_A02	NA	black	0	0	0
MGH53_P12_A03	NA	black	0	0	3.589
MGH53_P12_A04	-1.31134800451	red	1	2.1953	0.084064
MGH53_P12_A05	NA	black	0	0.23143	0
MGH53_P12_A06	NA	black	0	2.0475	0
MGH53_P12_A08	NA	black	0	0	3.4831
MGH53_P12_A09	NA	black	0	0.13356	0
MGH53_P12_A10	NA	black	0	0.19283	0
MGH53_P12_A11	0.194378709821	green3	2	0.91227	0.38073
MGH53_P12_A12	NA	black	0	0	0
MGH53_P12_B01	NA	black	0	0	2.2928
MGH53_P12_B02	NA	black	0	0	2.5563
MGH53_P12_B03	NA	black	0	0	0
MGH53_P12_B04	NA	black	0	0	0
MGH53_P12_B05	NA	black	0	0	0
MGH53_P12_B06	NA	black	0	0.2461	0
MGH53_P12_B07	NA	black	0	0	0
MGH53_P12_B08	-0.481534393682	green3	2	0.5008	2.355
MGH53_P12_B09	NA	black	0	0	0.96938
MGH53_P12_B11	NA	black	0	0	1.7795
MGH53_P12_B12	NA	black	0	0	0.075875
MGH53_P12_C01	NA	black	0	2.1776	0
MGH53_P12_C02	NA	black	0	0	0
MGH53_P12_C03	-1.03621132482	green3	2	0.19661	2.7485
MGH53_P12_C04	NA	black	0	0	1.272
MGH53_P12_C05	NA	black	0	0	0
MGH53_P12_C06	NA	black	0	0	0
MGH53_P12_C07	NA	black	0	0	0
MGH53_P12_C08	NA	black	0	2.3306	0
MGH53_P12_C09	NA	black	0	0	0
MGH53_P12_C10	-1.47811537196	red	1	0.11902	3.137
MGH53_P12_C11	-1.50908472814	red	1	0.21039	3.3198
MGH53_P12_C12	-1.35490283217	red	1	0.56071	3.9601
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	0
MGH53_P12_D04	NA	black	0	0	0
MGH53_P12_D05	NA	black	0	0.10165	0
MGH53_P12_D06	NA	black	0	3.4451	0
MGH53_P12_D07	0.197042540115	green3	2	2.3205	1.7638
MGH53_P12_D08	0.227397072459	green3	2	2.4785	1.7723
MGH53_P12_D09	-0.50142392629	green3	2	0.23143	2.1329
MGH53_P12_D10	NA	black	0	0	0.25338
MGH53_P12_D11	NA	black	0	0.22157	0
MGH53_P12_D12	0.658310726846	green3	2	0.037031	0.75275
MGH53_P12_E01	NA	black	0	0	0
MGH53_P12_E02	NA	black	0	0	0
MGH53_P12_E03	NA	black	0	0	0
MGH53_P12_E04	NA	black	0	0	4.2439
MGH53_P12_E05	NA	black	0	0	0
MGH53_P12_E06	NA	black	0	0	1.3357
MGH53_P12_E07	NA	black	0	0	2.5801
MGH53_P12_E08	NA	black	0	0	3.5657
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	0.24975	0
MGH53_P12_E12	NA	black	0	0	0
MGH53_P12_F01	NA	black	0	0	0
MGH53_P12_F02	NA	black	0	1.0419	0
MGH53_P12_F03	NA	black	0	0	0
MGH53_P12_F04	NA	black	0	0.25822	0
MGH53_P12_F06	NA	black	0	0.034216	0
MGH53_P12_F07	NA	black	0	0	0
MGH53_P12_F08	NA	black	0	0	0
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	NA	black	0	0	0
MGH53_P12_F11	NA	black	0	0.17887	0
MGH53_P12_F12	NA	black	0	0	0
MGH53_P12_G01	NA	black	0	1.6884	0
MGH53_P12_G03	NA	black	0	0	2.0151
MGH53_P12_G04	NA	black	0	0	0.78241
MGH53_P12_G07	NA	black	0	3.2546	0
MGH53_P12_G08	NA	black	0	0	0
MGH53_P12_G09	NA	black	0	0	0
MGH53_P12_G10	NA	black	0	0.32998	0
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	NA	black	0	0.67897	0
MGH53_P12_H01	NA	black	0	0	1.0724
MGH53_P12_H02	NA	black	0	0	0.11902
MGH53_P12_H03	NA	black	0	0	0
MGH53_P12_H04	NA	black	0	0	0
MGH53_P12_H05	NA	black	0	1.7159	0
MGH53_P12_H06	NA	black	0	1.6309	0
MGH53_P12_H07	NA	black	0	0	0.42653
MGH53_P12_H08	0.921763329556	green3	2	2.1638	2.7031
MGH53_P12_H09	NA	black	0	1.6337	0
MGH53_P12_H10	NA	black	0	0.2762	0
MGH53_P12_H11	1.03113235428	green3	2	0.098958	0.25459
MGH53_P12_H12	NA	black	0	2.2815	0
MGH53_P2_A09	-0.131635149362	green3	2	1.5519	1.1408
MGH53_P2_A11	NA	black	0	0	2.3219
MGH53_P2_A12	NA	black	0	1.9859	0
MGH53_P2_B05	NA	black	0	0	2.4623
MGH53_P2_B07	NA	black	0	0.98185	0
MGH53_P2_B09	NA	black	0	0.22527	0
MGH53_P2_B10	NA	black	0	3.2052	0
MGH53_P2_C01	NA	black	0	2.2657	0
MGH53_P2_C02	NA	black	0	0	0.062122
MGH53_P2_C03	NA	black	0	0.085425	0
MGH53_P2_C07	0.721073237248	green3	2	0.32884	0.38736
MGH53_P2_C09	NA	black	0	0	0
MGH53_P2_D01	NA	black	0	2.4279	0
MGH53_P2_D02	0.838938798417	green3	2	2.8675	2.1776
MGH53_P2_D07	NA	black	0	2.8732	0
MGH53_P2_D08	NA	black	0	0.18523	0
MGH53_P2_D12	NA	black	0	0	0
MGH53_P2_E04	NA	black	0	1.6253	0
MGH53_P2_E10	1.13130445669	green3	2	0.11636	0.10568
MGH53_P2_F02	-1.30303860797	red	1	3.4707	0.91609
MGH53_P2_F03	NA	black	0	3.4265	0
MGH53_P2_F04	0.761321698851	green3	2	0.27262	0.40163
MGH53_P2_F05	NA	black	0	1.3254	0
MGH53_P2_G02	NA	black	0	3.9671	0
MGH53_P2_G07	NA	black	0	0.21039	0
MGH53_P2_H01	NA	black	0	0	0
MGH53_P10_A01	-1.95379013874	black	0	0.12961	3.661
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	3.75846079464	black	0	3.516	3.5926
MGH53_P10_A04	NA	black	0	0	0
MGH53_P10_A05	NA	black	0	0.066261	0
MGH53_P10_A06	NA	black	0	0	0
MGH53_P10_A07	NA	black	0	0	0
MGH53_P10_A08	NA	black	0	0	0
MGH53_P10_A09	NA	black	0	3.1337	0
MGH53_P10_A10	NA	black	0	0	0
MGH53_P10_A11	NA	black	0	4.2892	0
MGH53_P10_A12	NA	black	0	0	0
MGH53_P10_B01	NA	black	0	0.25338	0
MGH53_P10_B02	2.49261016822	black	0	2.9188	3.354
MGH53_P10_B03	NA	black	0	0	0
MGH53_P10_B04	NA	black	0	0.27143	0
MGH53_P10_B05	NA	black	0	0	3.723
MGH53_P10_B06	NA	black	0	0	2.342
MGH53_P10_B07	NA	black	0	0	0
MGH53_P10_B08	NA	black	0	0	3.7401
MGH53_P10_B09	NA	black	0	0	0
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	NA	black	0	0.26544	0
MGH53_P10_B12	NA	black	0	0	0
MGH53_P10_C01	NA	black	0	0	0
MGH53_P10_C02	NA	black	0	2.4324	0
MGH53_P10_C03	NA	black	0	0	0
MGH53_P10_C04	NA	black	0	0	0.2461
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	NA	black	0	0.56949	0
MGH53_P10_C07	NA	black	0	0	0
MGH53_P10_C08	NA	black	0	0.060739	0
MGH53_P10_C09	NA	black	0	0	1.7321
MGH53_P10_C10	NA	black	0	0	0.63877
MGH53_P10_C11	NA	black	0	0.45523	0
MGH53_P10_C12	NA	black	0	0.58015	0
MGH53_P10_D01	NA	black	0	0	0
MGH53_P10_D02	NA	black	0	0	2.6471
MGH53_P10_D03	NA	black	0	0	0
MGH53_P10_D04	NA	black	0	0.14274	0
MGH53_P10_D05	NA	black	0	1.8262	0
MGH53_P10_D06	NA	black	0	2.283	0
MGH53_P10_D07	NA	black	0	0	0
MGH53_P10_D08	NA	black	0	0	0.32423
MGH53_P10_D09	NA	black	0	0	1.2922
MGH53_P10_D12	NA	black	0	0	0
MGH53_P10_E01	NA	black	0	2.6105	0
MGH53_P10_E03	NA	black	0	0	0
MGH53_P10_E04	NA	black	0	0	3.7055
MGH53_P10_E05	NA	black	0	0.30451	0
MGH53_P10_E06	NA	black	0	0	0
MGH53_P10_E07	NA	black	0	2.5826	0
MGH53_P10_E08	NA	black	0	0	0
MGH53_P10_E09	-1.23902816027	red	1	0.070389	2.8195
MGH53_P10_E10	NA	black	0	0.15186	0
MGH53_P10_E11	NA	black	0	0	0
MGH53_P10_E12	NA	black	0	4.5341	0
MGH53_P10_F01	NA	black	0	0	0
MGH53_P10_F02	NA	black	0	0	0
MGH53_P10_F03	NA	black	0	0	0
MGH53_P10_F04	NA	black	0	0	0
MGH53_P10_F05	NA	black	0	0	0
MGH53_P10_F06	NA	black	0	0	0
MGH53_P10_F07	NA	black	0	0	3.5088
MGH53_P10_F08	NA	black	0	3.5398	0
MGH53_P10_F09	NA	black	0	0.81311	0
MGH53_P10_F10	0.565628983844	green3	2	0.053806	0.848
MGH53_P10_F12	NA	black	0	0	3.8361
MGH53_P10_G01	NA	black	0	0	0
MGH53_P10_G02	NA	black	0	0.16092	0
MGH53_P10_G03	NA	black	0	0	0
MGH53_P10_G04	NA	black	0	0	0
MGH53_P10_G05	NA	black	0	0	0
MGH53_P10_G07	NA	black	0	3.2991	0
MGH53_P10_G08	NA	black	0	0.1375	0
MGH53_P10_G09	NA	black	0	0	0
MGH53_P10_G11	NA	black	0	0	0
MGH53_P10_H01	NA	black	0	0	0
MGH53_P10_H02	NA	black	0	0.64432	0
MGH53_P10_H04	NA	black	0	0.37629	0
MGH53_P10_H05	NA	black	0	3.6187	0
MGH53_P10_H06	NA	black	0	0	0
MGH53_P10_H07	NA	black	0	0	0
MGH53_P10_H08	NA	black	0	0	0.92372
MGH53_P10_H09	NA	black	0	1.3357	0
MGH53_P10_H10	NA	black	0	0	0
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0	0.28806
MGH53_P11_A02	NA	black	0	0	0
MGH53_P11_A03	NA	black	0	0	0
MGH53_P11_A04	NA	black	0	0	0
MGH53_P11_A06	NA	black	0	0	0.44996
MGH53_P11_A08	NA	black	0	3.4143	0
MGH53_P11_A09	-0.0414600503699	green3	2	2.6243	1.5331
MGH53_P11_A10	NA	black	0	0	1.119
MGH53_P11_A11	NA	black	0	0	0
MGH53_P11_A12	NA	black	0	0	0
MGH53_P11_B01	NA	black	0	0	0
MGH53_P11_B02	NA	black	0	0	0
MGH53_P11_B04	NA	black	0	0.045443	0
MGH53_P11_B05	NA	black	0	0	0
MGH53_P11_B06	NA	black	0	0	0
MGH53_P11_B07	0.364695951958	green3	2	3.0144	1.8197
MGH53_P11_B08	NA	black	0	0	0
MGH53_P11_B09	NA	black	0	0	2.6745
MGH53_P11_B11	-0.133411827227	green3	2	1.0517	2.6754
MGH53_P11_B12	NA	black	0	0	0.071763
MGH53_P11_C01	NA	black	0	0	0
MGH53_P11_C02	NA	black	0	2.9882	0
MGH53_P11_C03	NA	black	0	0	0
MGH53_P11_C04	NA	black	0	0	2.1476
MGH53_P11_C05	NA	black	0	2.1355	0
MGH53_P11_C06	NA	black	0	0	0
MGH53_P11_C07	NA	black	0	0	0
MGH53_P11_C08	NA	black	0	0	0
MGH53_P11_C09	NA	black	0	0.41034	0
MGH53_P11_C10	NA	black	0	0	0
MGH53_P11_C11	NA	black	0	0	0
MGH53_P11_C12	NA	black	0	0	0
MGH53_P11_D01	NA	black	0	0	0
MGH53_P11_D02	NA	black	0	0.68347	0
MGH53_P11_D03	NA	black	0	0	0.39506
MGH53_P11_D04	NA	black	0	3.8678	0
MGH53_P11_D05	NA	black	0	0	0
MGH53_P11_D07	-0.614367338438	green3	2	3.1445	1.211
MGH53_P11_D08	NA	black	0	0	0
MGH53_P11_D09	NA	black	0	0	0
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	NA	black	0	0	2.85
MGH53_P11_D12	NA	black	0	0	2.1306
MGH53_P11_E01	NA	black	0	0	0
MGH53_P11_E02	NA	black	0	0	0
MGH53_P11_E04	NA	black	0	0	1.6853
MGH53_P11_E06	NA	black	0	0	0
MGH53_P11_E08	NA	black	0	0	0
MGH53_P11_E09	NA	black	0	2.2467	0
MGH53_P11_E10	NA	black	0	0	0
MGH53_P11_E11	NA	black	0	2.1545	0
MGH53_P11_E12	NA	black	0	0.65535	0
MGH53_P11_F01	NA	black	0	2.1557	0
MGH53_P11_F02	NA	black	0	0	2.2107
MGH53_P11_F03	NA	black	0	0	0
MGH53_P11_F04	NA	black	0	0	0
MGH53_P11_F05	NA	black	0	0.088142	0
MGH53_P11_F07	NA	black	0	0.31034	0
MGH53_P11_F10	NA	black	0	0	1.0942
MGH53_P11_F11	NA	black	0	0	2.207
MGH53_P11_F12	NA	black	0	0	0
MGH53_P11_G01	NA	black	0	0	2.8941
MGH53_P11_G02	NA	black	0	0	0
MGH53_P11_G03	NA	black	0	0	0
MGH53_P11_G04	NA	black	0	0.56267	0
MGH53_P11_G05	NA	black	0	0	0
MGH53_P11_G06	-2.49083466266	black	0	0.055196	4.0564
MGH53_P11_G07	NA	black	0	0.5955	0
MGH53_P11_G08	NA	black	0	0	0.075875
MGH53_P11_G09	NA	black	0	0.10568	0
MGH53_P11_G10	NA	black	0	0	0
MGH53_P11_G11	NA	black	0	0.088142	0
MGH53_P11_G12	NA	black	0	0	0.28333
MGH53_P11_H01	NA	black	0	0.29514	0
MGH53_P11_H02	NA	black	0	0	0
MGH53_P11_H04	NA	black	0	0	0
MGH53_P11_H05	0.475465850345	green3	2	0.32077	0.78157
MGH53_P11_H06	NA	black	0	3.7866	0
MGH53_P11_H07	2.05236297794	black	0	3.2878	2.782
MGH53_P11_H08	NA	black	0	0	0
MGH53_P11_H09	NA	black	0	0	0
MGH53_P11_H10	NA	black	0	1.757	0
MGH53_P11_H11	NA	black	0	0.17249	0
MGH53_P11_H12	NA	black	0	0.14143	0
MGH53_P9_A01	NA	black	0	0.18015	0
MGH53_P9_A02	NA	black	0	0	0
MGH53_P9_A03	NA	black	0	0	0
MGH53_P9_A04	NA	black	0	0	0
MGH53_P9_A05	-0.933164080571	green3	2	2.0673	0.35389
MGH53_P9_A06	NA	black	0	0	0
MGH53_P9_A07	NA	black	0	0	1.4792
MGH53_P9_A08	NA	black	0	3.6083	0
MGH53_P9_A09	NA	black	0	0.53406	0
MGH53_P9_A10	1.17910641241	green3	2	3.5212	2.2088
MGH53_P9_A11	NA	black	0	0.42975	0
MGH53_P9_A12	NA	black	0	0.53506	0
MGH53_P9_B01	NA	black	0	0	0
MGH53_P9_B02	NA	black	0	0	2.8349
MGH53_P9_B03	NA	black	0	2.5221	0
MGH53_P9_B04	NA	black	0	0.25822	0
MGH53_P9_B05	-0.163562057384	green3	2	0.42653	1.7638
MGH53_P9_B06	NA	black	0	0	0
MGH53_P9_B07	NA	black	0	0.059355	0
MGH53_P9_B08	NA	black	0	2.842	0
MGH53_P9_B09	NA	black	0	0.36289	0
MGH53_P9_B11	-0.30798916064	green3	2	2.5333	1.2945
MGH53_P9_B12	NA	black	0	1.9283	0
MGH53_P9_C01	NA	black	0	0	0
MGH53_P9_C02	NA	black	0	0.39506	0
MGH53_P9_C03	-0.8637676713	green3	2	3.0463	1.0307
MGH53_P9_C04	NA	black	0	0	0
MGH53_P9_C05	-0.209963691565	green3	2	2.839	1.4233
MGH53_P9_C06	0.956281884725	green3	2	2.0296	2.9458
MGH53_P9_C07	-0.256821376277	green3	2	0.65076	2.0976
MGH53_P9_C08	NA	black	0	3.193	0
MGH53_P9_C09	NA	black	0	1.7786	0
MGH53_P9_C10	NA	black	0	0	2.5231
MGH53_P9_C11	NA	black	0	2.94	0
MGH53_P9_C12	NA	black	0	0	3.4603
MGH53_P9_D01	1.13853937819	green3	2	1.7978	3.9845
MGH53_P9_D02	NA	black	0	0	1.5079
MGH53_P9_D03	NA	black	0	1.1434	0
MGH53_P9_D04	NA	black	0	2.2723	0
MGH53_P9_D05	NA	black	0	0	0
MGH53_P9_D08	NA	black	0	0	0
MGH53_P9_D09	NA	black	0	0	0
MGH53_P9_D10	-1.17071656741	red	1	0.18015	2.8832
MGH53_P9_D11	NA	black	0	0.20414	0
MGH53_P9_D12	NA	black	0	0.86631	0
MGH53_P9_F04	NA	black	0	2.7872	0
MGH53_P9_F05	NA	black	0	0	0
MGH53_P9_F06	NA	black	0	0.45943	0
MGH53_P9_F07	NA	black	0	0.084064	0
MGH53_P9_F08	NA	black	0	1.0447	0
MGH53_P9_F09	NA	black	0	0	0
MGH53_P9_F10	NA	black	0	0.81476	0
MGH53_P9_F11	NA	black	0	0	0
MGH53_P9_F12	NA	black	0	0	0
MGH53_P9_G01	-0.0744723611116	green3	2	2.8838	1.5236
MGH53_P9_G02	NA	black	0	0	3.8255
MGH53_P9_G03	NA	black	0	0.22033	0
MGH53_P9_G04	NA	black	0	0	0
MGH53_P9_G07	NA	black	0	0.43403	0
MGH53_P9_G08	NA	black	0	1.5719	0
MGH53_P9_G09	NA	black	0	0	0
MGH53_P9_G12	-1.2131753343	red	1	2.5688	0.54498
MGH53_P9_H01	NA	black	0	0	3.3283
MGH53_P9_H02	NA	black	0	2.2765	0
MGH53_P9_H03	NA	black	0	0	1.6645
MGH53_P9_H04	NA	black	0	0	4.1415
MGH53_P9_H05	NA	black	0	0	0
MGH53_P9_H06	NA	black	0	0	0
MGH53_P9_H07	NA	black	0	0.21785	0
MGH53_P9_H08	NA	black	0	2.1087	0
MGH53_P9_H09	-1.15011539891	red	1	0.1137	2.7761
MGH53_P9_H10	NA	black	0	0.21909	0
MGH53_P9_H11	0.736615915055	green3	2	0.42223	0.20539
MGH53_P9_H12	NA	black	0	0.048236	0
MGH53_P4_A07	NA	black	0	0	0
MGH53_P4_B01	NA	black	0	0	0
MGH53_P4_B02	0.935453841986	green3	2	0.25942	0.16092
MGH53_P4_B08	-0.334557392952	green3	2	1.5331	0.53605
MGH53_P4_B09	NA	black	0	0	0
MGH53_P4_B10	-0.138592074122	green3	2	0.18903	1.6599
MGH53_P4_B11	NA	black	0	0	0.30568
MGH53_P4_C03	NA	black	0	0	0
MGH53_P4_C11	-0.0967804557439	green3	2	1.1922	0.069015
MGH53_P4_C12	NA	black	0	0	0
MGH53_P4_D04	NA	black	0	0	0
MGH53_P4_D05	NA	black	0	1.433	0
MGH53_P4_D09	NA	black	0	0	0
MGH53_P4_E01	NA	black	0	0	3.7038
MGH53_P4_E02	NA	black	0	3.4556	0
MGH53_P4_E07	NA	black	0	0	0
MGH53_P4_E08	NA	black	0	0.098958	0
MGH53_P4_E09	0.173290279291	green3	2	1.6622	1.9616
MGH53_P4_F01	NA	black	0	0	0
MGH53_P4_F02	NA	black	0	0	0
MGH53_P4_F08	1.74361405166	green3	2	2.4826	3.2251
MGH53_P4_F11	NA	black	0	0	0
MGH53_P4_G02	0.0365230109193	green3	2	1.0566	0.97966
MGH53_P4_G05	NA	black	0	0	4.2157
MGH53_P4_G07	NA	black	0	0	0
MGH53_P4_G08	NA	black	0	0.10434	0
MGH53_P4_G09	NA	black	0	0	2.2992
MGH53_P4_H10	-0.393247731493	green3	2	0.028569	1.9003
MGH53_P4_H11	0.787033295263	green3	2	0.34823	0.24975
MGH53_P4_H12	NA	black	0	0.037031	0
MGH54_P14_A01	NA	black	0	0	0
MGH54_P14_A02	NA	black	0	0	0
MGH54_P14_A03	NA	black	0	0	2.1405
MGH54_P14_A04	NA	black	0	0.301	0
MGH54_P14_A05	NA	black	0	0	0.18269
MGH54_P14_A06	NA	black	0	0	0
MGH54_P14_A07	NA	black	0	0	3.9114
MGH54_P14_A08	NA	black	0	0	0
MGH54_P14_A09	0.157186713817	green3	2	2.4271	1.7115
MGH54_P14_A10	NA	black	0	0	0
MGH54_P14_A11	NA	black	0	1.3951	0
MGH54_P14_A12	-1.10864062361	red	1	0.54794	3.5125
MGH54_P14_B01	NA	black	0	0	0
MGH54_P14_B02	NA	black	0	0.543	0
MGH54_P14_B03	0.0472304828653	green3	2	0.65627	1.3868
MGH54_P14_B04	NA	black	0	0	3.9311
MGH54_P14_B05	NA	black	0	0	0
MGH54_P14_B06	NA	black	0	0	0
MGH54_P14_B07	NA	black	0	1.4394	0
MGH54_P14_B08	NA	black	0	0	0
MGH54_P14_B09	NA	black	0	0	0
MGH54_P14_B10	NA	black	0	0	0
MGH54_P14_B11	NA	black	0	0	0
MGH54_P14_B12	NA	black	0	0	0
MGH54_P14_C01	NA	black	0	2.0755	0
MGH54_P14_C02	NA	black	0	0.16607	0
MGH54_P14_C03	NA	black	0	0.55876	0
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	NA	black	0	0	0
MGH54_P14_C06	NA	black	0	0	0
MGH54_P14_C07	NA	black	0	0	0
MGH54_P14_C08	NA	black	0	0	0.26544
MGH54_P14_C09	NA	black	0	0	3.4902
MGH54_P14_C10	NA	black	0	0.83512	0
MGH54_P14_C11	NA	black	0	0	0
MGH54_P14_C12	NA	black	0	0	1.5514
MGH54_P14_D01	NA	black	0	0	0
MGH54_P14_D02	NA	black	0	2.5291	0
