Cell_name	Zvalue	Color	Cluster	ETV5	ICAM1
MGH53_P6_C06	NA	black	0	0	0.21909
MGH53_P6_C07	NA	black	0	0	0
MGH53_P6_C08	NA	black	0	0	0
MGH53_P6_C09	NA	black	0	2.7467	0
MGH53_P6_C10	NA	black	0	2.3477	0
MGH53_P6_C11	NA	black	0	0	0
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	-0.417203687418	red	1	5.5841	0.29983
MGH53_P6_D03	NA	black	0	2.0158	0
MGH53_P6_D05	NA	black	0	0	0
MGH53_P6_D07	NA	black	0	0	0.52005
MGH53_P6_D08	NA	black	0	0	0
MGH53_P6_D09	NA	black	0	0	0
MGH53_P6_D10	NA	black	0	2.7463	0
MGH53_P6_D11	NA	black	0	3.5603	0
MGH53_P6_D12	NA	black	0	0.87027	0
MGH53_P6_E01	NA	black	0	3.7377	0
MGH53_P6_E02	-0.609566991454	red	1	6.0648	0.14796
MGH53_P6_E03	NA	black	0	0.14666	0
MGH53_P6_E04	NA	black	0	0	0
MGH53_P6_E05	NA	black	0	3.5848	0
MGH53_P6_E06	NA	black	0	2.5722	0
MGH53_P6_E07	NA	black	0	3.0204	0
MGH53_P6_E08	0.11962042489	red	1	2.4717	0.42116
MGH53_P6_E09	NA	black	0	0	0
MGH53_P6_E10	NA	black	0	3.4103	0
MGH53_P6_F01	-0.337070308196	red	1	4.5117	0.2302
MGH53_P6_F02	0.594388618972	green3	2	0.61542	0.53506
MGH53_P6_F03	NA	black	0	2.3045	0
MGH53_P6_F04	NA	black	0	0	0
MGH53_P6_F05	NA	black	0	5.0494	0
MGH53_P6_F06	NA	black	0	1.0356	0
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	NA	black	0	4.3769	0
MGH53_P6_F09	NA	black	0	0	0
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	NA	black	0	0	0
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	NA	black	0	2.2969	0
MGH53_P6_G04	-0.0603882348602	red	1	3.2504	0.27977
MGH53_P6_G05	NA	black	0	0	0
MGH53_P6_G06	NA	black	0	2.4367	0
MGH53_P6_G07	-0.444603369913	red	1	5.2379	0.22897
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	NA	black	0	0.89763	0
MGH53_P6_G10	NA	black	0	3.9891	0
MGH53_P6_G11	NA	black	0	4.1305	0
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	NA	black	0	0	0
MGH53_P6_H03	NA	black	0	1.1283	0
MGH53_P6_H04	NA	black	0	0	0
MGH53_P6_H05	NA	black	0	4.6304	0
MGH53_P6_H07	NA	black	0	0.71633	0
MGH53_P6_H09	0.527547542719	red	1	1.5969	0.11503
MGH53_P6_H10	-0.182578733525	red	1	3.9133	0.35502
MGH53_P6_H11	NA	black	0	0	0
MGH53_P7_A01	NA	black	0	0.5955	0
MGH53_P7_A02	NA	black	0	0	0
MGH53_P7_A03	NA	black	0	0	0
MGH53_P7_A04	NA	black	0	0	0
MGH53_P7_A05	-0.345214830198	red	1	4.317	0.13488
MGH53_P7_A06	NA	black	0	0	0.26903
MGH53_P7_A07	NA	black	0	0	0
MGH53_P7_A09	NA	black	0	0	0
MGH53_P7_A11	-0.165232236855	red	1	3.9996	0.44573
MGH53_P7_A12	NA	black	0	1.0949	0
MGH53_P7_B01	NA	black	0	0	0
MGH53_P7_B02	NA	black	0	3.6999	0
MGH53_P7_B03	NA	black	0	2.8466	0
MGH53_P7_B04	NA	black	0	0	0
MGH53_P7_B05	NA	black	0	4.3408	0
MGH53_P7_B06	NA	black	0	2.7628	0
MGH53_P7_B07	NA	black	0	0	0
MGH53_P7_B08	NA	black	0	2.2119	0
MGH53_P7_B10	1.05866993467	green3	2	0.39506	0.1375
MGH53_P7_B11	NA	black	0	0	0
MGH53_P7_B12	NA	black	0	0	0.15445
MGH53_P7_C01	NA	black	0	0.77905	0
MGH53_P7_C02	NA	black	0	1.6045	0
MGH53_P7_C03	NA	black	0	2.082	0
MGH53_P7_C04	NA	black	0	0	0.53007
MGH53_P7_C05	NA	black	0	4.0632	0
MGH53_P7_C06	NA	black	0	5.7043	0
MGH53_P7_C07	NA	black	0	0	0
MGH53_P7_C09	NA	black	0	0	0.12829
MGH53_P7_C11	NA	black	0	3.3048	0
MGH53_P7_C12	NA	black	0	3.4195	0
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	NA	black	0	1.272	0
MGH53_P7_D03	NA	black	0	0.62854	0
MGH53_P7_D04	NA	black	0	0	0
MGH53_P7_D05	NA	black	0	0	0.32308
MGH53_P7_D06	NA	black	0	0	0.39287
MGH53_P7_D07	NA	black	0	0	0
MGH53_P7_D10	NA	black	0	2.8671	0
MGH53_P7_D11	NA	black	0	5.0097	0
MGH53_P7_D12	NA	black	0	3.626	0
MGH53_P7_E01	NA	black	0	0	0
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	NA	black	0	0	0
MGH53_P7_E04	NA	black	0	5.5513	0
MGH53_P7_E05	NA	black	0	3.4862	0
MGH53_P7_E06	NA	black	0	5.0047	0
MGH53_P7_E07	NA	black	0	0	0
MGH53_P7_E08	NA	black	0	0	0
MGH53_P7_E09	NA	black	0	3.7055	0
MGH53_P7_E10	NA	black	0	1.5806	0
MGH53_P7_E11	1.00541613569	green3	2	0.33342	0.22033
MGH53_P7_E12	NA	black	0	0	0
MGH53_P7_F01	NA	black	0	1.8789	0
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	-0.477348957448	red	1	5.4023	0.21288
MGH53_P7_F05	NA	black	0	3.6661	0
MGH53_P7_F06	NA	black	0	0	0
MGH53_P7_F08	NA	black	0	0	0
MGH53_P7_F09	NA	black	0	4.4768	0
MGH53_P7_F10	NA	black	0	0	0
MGH53_P7_F11	NA	black	0	1.8488	0
MGH53_P7_F12	NA	black	0	2.8768	0
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	0
MGH53_P7_G04	NA	black	0	0	0
MGH53_P7_G05	NA	black	0	2.0261	0
MGH53_P7_G06	NA	black	0	0	0
MGH53_P7_G07	NA	black	0	2.3874	0
MGH53_P7_G08	NA	black	0	0.78241	0
MGH53_P7_G09	NA	black	0	0	0
MGH53_P7_G10	NA	black	0	0.1776	0
MGH53_P7_G11	NA	black	0	2.2992	0
MGH53_P7_G12	NA	black	0	0	0
MGH53_P7_H01	NA	black	0	1.5979	0
MGH53_P7_H02	NA	black	0	1.1846	0
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	NA	black	0	0	0.24975
MGH53_P7_H05	NA	black	0	0	0.1903
MGH53_P7_H06	NA	black	0	4.3315	0
MGH53_P7_H07	NA	black	0	0	0
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	0	0
MGH53_P7_H11	NA	black	0	0.79327	0
MGH53_P7_H12	NA	black	0	0	0
MGH53_P8_A01	NA	black	0	3.2254	0
MGH53_P8_A02	NA	black	0	0	0.18777
MGH53_P8_A03	0.186740701433	red	1	2.406	0.21164
MGH53_P8_A04	1.00440804356	green3	2	0.21909	0.27262
MGH53_P8_A05	NA	black	0	0.26424	0
MGH53_P8_A06	NA	black	0	0.88049	0
MGH53_P8_A07	NA	black	0	1.1884	0
MGH53_P8_A08	NA	black	0	0	0.27262
MGH53_P8_A09	0.543352354983	green3	2	1.2412	0.31846
MGH53_P8_A10	NA	black	0	0	0
MGH53_P8_A11	NA	black	0	0	0.21039
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	3.913	0
MGH53_P8_B04	NA	black	0	1.7111	0
MGH53_P8_B08	NA	black	0	0	0
MGH53_P8_B09	NA	black	0	4.2669	0
MGH53_P8_B10	NA	black	0	0	0
MGH53_P8_B11	-0.189250418507	red	1	3.633	0.074505
MGH53_P8_B12	NA	black	0	3.0349	0
MGH53_P8_C01	NA	black	0	2.3547	0
MGH53_P8_C02	NA	black	0	1.3813	0
MGH53_P8_C03	NA	black	0	0	0.25217
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	NA	black	0	4.6628	0
MGH53_P8_C09	NA	black	0	0	0
MGH53_P8_C10	NA	black	0	0	0.24001
MGH53_P8_C11	NA	black	0	0	0
MGH53_P8_C12	NA	black	0	0	0
MGH53_P8_D01	NA	black	0	2.9991	0
MGH53_P8_D02	NA	black	0	0	0.11237
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0	0
MGH53_P8_D05	NA	black	0	6.0723	0
MGH53_P8_D06	NA	black	0	3.0095	0
MGH53_P8_D07	NA	black	0	0	0
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	NA	black	0	5.5532	0
MGH53_P8_D10	NA	black	0	4.7404	0
MGH53_P8_D11	NA	black	0	4.6537	0
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	NA	black	0	0	0
MGH53_P8_E05	NA	black	0	1.5261	0
MGH53_P8_E06	NA	black	0	0	0
MGH53_P8_E07	NA	black	0	0	0
MGH53_P8_E08	NA	black	0	4.4865	0
MGH53_P8_E09	0.828884575395	green3	2	0.49057	0.32998
MGH53_P8_E10	NA	black	0	4.2595	0
MGH53_P8_E11	0.200384454171	red	1	2.3031	0.28333
MGH53_P8_F01	NA	black	0	1.9679	0
MGH53_P8_F02	NA	black	0	0	0
MGH53_P8_F04	NA	black	0	3.6246	0
MGH53_P8_F05	0.315844989854	red	1	2.0215	0.21661
MGH53_P8_F06	NA	black	0	1.8221	0
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	NA	black	0	1.7862	0
MGH53_P8_F09	0.955066513842	green3	2	0.68257	0.097611
MGH53_P8_F11	NA	black	0	0	0.18523
MGH53_P8_G01	NA	black	0	4.979	0
MGH53_P8_G02	NA	black	0	0.96421	0
MGH53_P8_G03	NA	black	0	0	0
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0.65444	0
MGH53_P8_G06	NA	black	0	0	0
MGH53_P8_G07	NA	black	0	0.29748	0
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	NA	black	0	5.5402	0
MGH53_P8_G10	NA	black	0	0	0
MGH53_P8_G11	NA	black	0	2.1375	0
MGH53_P8_G12	NA	black	0	0	0
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	2.8641	0
MGH53_P8_H03	NA	black	0	2.4844	0
MGH53_P8_H04	-0.0477960213028	red	1	3.1887	0.21785
MGH53_P8_H05	NA	black	0	0.47612	0
MGH53_P8_H06	NA	black	0	0	0
MGH53_P8_H07	NA	black	0	0.54696	0
MGH53_P8_H08	NA	black	0	4.2858	0
MGH53_P8_H09	NA	black	0	4.6853	0
MGH53_P8_H10	NA	black	0	2.1003	0
MGH53_P8_H11	NA	black	0	0	0
MGH53_P8_H12	0.191696336699	red	1	2.1557	0.4489
MGH53_P1_A03	NA	black	0	5.0736	0
MGH53_P1_A04	NA	black	0	3.4606	0
MGH53_P1_A06	NA	black	0	0.21164	0
MGH53_P1_A07	NA	black	0	0	0
MGH53_P1_A08	-0.34986854876	red	1	4.4261	0.17377
MGH53_P1_B04	NA	black	0	5.7347	0
MGH53_P1_B08	NA	black	0	0	0
MGH53_P1_B09	NA	black	0	4.5545	0
MGH53_P1_B11	-0.353686543782	red	1	4.5657	0.21661
MGH53_P1_C03	NA	black	0	0	0.20789
MGH53_P1_C06	-0.147581220942	red	1	3.6803	0.32769
MGH53_P1_C09	NA	black	0	0.36401	0
MGH53_P1_C10	NA	black	0	5.95	0
MGH53_P1_D01	NA	black	0	0	0
MGH53_P1_D05	NA	black	0	0	0
MGH53_P1_D12	NA	black	0	3.5368	0
MGH53_P1_E09	NA	black	0	1.9396	0
MGH53_P1_E12	NA	black	0	0	0
MGH53_P12_A01	NA	black	0	0	0.18903
MGH53_P12_A02	NA	black	0	0	0.25096
MGH53_P12_A03	NA	black	0	5.0418	0
MGH53_P12_A04	NA	black	0	0.15186	0
MGH53_P12_A05	NA	black	0	0	0
MGH53_P12_A06	NA	black	0	0	0.22404
MGH53_P12_A08	NA	black	0	0	0.48543
MGH53_P12_A09	NA	black	0	3.8621	0
MGH53_P12_A10	NA	black	0	0	0
MGH53_P12_A11	NA	black	0	0	0
MGH53_P12_A12	-0.383026588652	red	1	4.5646	0.16221
MGH53_P12_B01	NA	black	0	3.8911	0
MGH53_P12_B02	NA	black	0	5.3955	0
MGH53_P12_B03	NA	black	0	0	0
MGH53_P12_B04	-0.362136560022	red	1	5.6094	0.36065
MGH53_P12_B05	NA	black	0	3.3525	0
MGH53_P12_B06	0.0908805892251	red	1	2.7336	0.15316
MGH53_P12_B07	0.18433960144	red	1	2.2163	0.42223
MGH53_P12_B08	0.193586703143	red	1	2.0405	0.52607
MGH53_P12_B09	NA	black	0	0	0
MGH53_P12_B11	NA	black	0	1.0349	0
MGH53_P12_B12	NA	black	0	0	0.17121
MGH53_P12_C01	NA	black	0	0	0
MGH53_P12_C02	NA	black	0	3.8903	0
MGH53_P12_C03	NA	black	0	0	0
MGH53_P12_C04	NA	black	0	0	0
MGH53_P12_C05	NA	black	0	0	0
MGH53_P12_C06	NA	black	0	0	0
MGH53_P12_C07	NA	black	0	0	0.26063
MGH53_P12_C08	NA	black	0	3.1457	0
MGH53_P12_C09	NA	black	0	0	0
MGH53_P12_C10	0.788438364922	green3	2	0.77653	0.24001
MGH53_P12_C11	0.602231841595	green3	2	0.60786	0.52907
MGH53_P12_C12	NA	black	0	1.0922	0
MGH53_P12_D01	NA	black	0	4.213	0
MGH53_P12_D02	NA	black	0	4.6563	0
MGH53_P12_D03	NA	black	0	3.8315	0
MGH53_P12_D04	-0.259533616741	red	1	4.5067	0.37518
MGH53_P12_D05	NA	black	0	0	0
MGH53_P12_D06	NA	black	0	3.031	0
MGH53_P12_D07	NA	black	0	0	0
MGH53_P12_D08	NA	black	0	3.7244	0
MGH53_P12_D09	NA	black	0	5.6301	0
MGH53_P12_D10	NA	black	0	4.1263	0
MGH53_P12_D11	NA	black	0	0.99639	0
MGH53_P12_D12	NA	black	0	0	0
MGH53_P12_E01	NA	black	0	3.144	0
MGH53_P12_E02	NA	black	0	5.4614	0
MGH53_P12_E03	0.933521780532	green3	2	0.26063	0.32308
MGH53_P12_E04	NA	black	0	4.8799	0
MGH53_P12_E05	NA	black	0	3.1952	0
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	NA	black	0	3.3327	0
MGH53_P12_E08	NA	black	0	0.25459	0
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	0	0
MGH53_P12_E12	-0.368093799637	red	1	4.3462	0.098958
MGH53_P12_F01	NA	black	0	1.8205	0
MGH53_P12_F02	NA	black	0	0.24489	0
MGH53_P12_F03	NA	black	0	0	0
MGH53_P12_F04	NA	black	0	0	0
MGH53_P12_F06	NA	black	0	4.2725	0
MGH53_P12_F07	NA	black	0	0	0.62854
MGH53_P12_F08	-0.251121243918	red	1	4.0183	0.20789
MGH53_P12_F09	NA	black	0	5.0842	0
MGH53_P12_F10	NA	black	0	4.9785	0
MGH53_P12_F11	NA	black	0	5.5052	0
MGH53_P12_F12	NA	black	0	2.0065	0
MGH53_P12_G01	NA	black	0	1.7207	0
MGH53_P12_G03	NA	black	0	6.1179	0
MGH53_P12_G04	NA	black	0	0.44679	0
MGH53_P12_G07	NA	black	0	5.0491	0
MGH53_P12_G08	NA	black	0	1.8078	0
MGH53_P12_G09	NA	black	0	0	0
MGH53_P12_G10	NA	black	0	2.7755	0
MGH53_P12_G11	NA	black	0	5.2919	0
MGH53_P12_G12	-0.359631472582	red	1	4.8369	0.2762
MGH53_P12_H01	NA	black	0	2.344	0
MGH53_P12_H02	NA	black	0	0	0
MGH53_P12_H03	NA	black	0	4.1515	0
MGH53_P12_H04	NA	black	0	0.1177	0
MGH53_P12_H05	-0.168524159765	red	1	3.6342	0.18142
MGH53_P12_H06	NA	black	0	1.7018	0
MGH53_P12_H07	NA	black	0	0.86156	0
MGH53_P12_H08	-0.0379848334129	red	1	3.1481	0.1635
MGH53_P12_H09	NA	black	0	3.4473	0
MGH53_P12_H10	NA	black	0	3.1449	0
MGH53_P12_H11	NA	black	0	3.7263	0
MGH53_P12_H12	NA	black	0	3.3195	0
MGH53_P2_A09	-0.180615865239	red	1	3.7129	0.21412
MGH53_P2_A11	NA	black	0	4.4273	0
MGH53_P2_A12	NA	black	0	0	0
MGH53_P2_B05	NA	black	0	0	0
MGH53_P2_B07	NA	black	0	0	0
MGH53_P2_B09	0.148557261995	red	1	2.5546	0.16221
MGH53_P2_B10	NA	black	0	2.3671	0
MGH53_P2_C01	NA	black	0	2.9054	0
MGH53_P2_C02	-0.237015410458	red	1	3.8682	0.14143
MGH53_P2_C03	NA	black	0	0	0
MGH53_P2_C07	NA	black	0	5.2476	0
MGH53_P2_C09	0.100722038116	red	1	2.547	0.42438
MGH53_P2_D01	-0.404646505459	red	1	4.647	0.15186
MGH53_P2_D02	NA	black	0	0	0.073135
MGH53_P2_D07	NA	black	0	3.706	0
MGH53_P2_D08	NA	black	0	0	0
MGH53_P2_D12	NA	black	0	2.2558	0
MGH53_P2_E04	0.920109564379	green3	2	0.5568	0.20163
MGH53_P2_E10	NA	black	0	4.6793	0
MGH53_P2_F02	NA	black	0	0.20289	0
MGH53_P2_F03	NA	black	0	4.064	0
MGH53_P2_F04	0.636735600282	green3	2	1.0614	0.28333
MGH53_P2_F05	0.195683998791	red	1	2.3237	0.27739
MGH53_P2_G02	NA	black	0	5.9407	0
MGH53_P2_G07	NA	black	0	4.8347	0
MGH53_P2_H01	NA	black	0	4.226	0
MGH53_P10_A01	NA	black	0	3.6006	0
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	NA	black	0	4.5874	0
MGH53_P10_A04	NA	black	0	0	0
MGH53_P10_A05	NA	black	0	4.0782	0
MGH53_P10_A06	NA	black	0	0	0
MGH53_P10_A07	NA	black	0	0	0
MGH53_P10_A08	NA	black	0	0	0
MGH53_P10_A09	NA	black	0	3.1968	0
MGH53_P10_A10	0.375647906197	red	1	1.891	0.1865
MGH53_P10_A11	NA	black	0	5.6821	0
MGH53_P10_A12	NA	black	0	3.0743	0
MGH53_P10_B01	NA	black	0	0	0
MGH53_P10_B02	NA	black	0	0	0
MGH53_P10_B03	NA	black	0	0	0
MGH53_P10_B04	NA	black	0	1.9738	0
MGH53_P10_B05	NA	black	0	3.3465	0
MGH53_P10_B06	0.712955729299	green3	2	0.51197	0.44467
MGH53_P10_B07	NA	black	0	0	0.3471
MGH53_P10_B08	-0.327439359178	red	1	5.0626	0.3584
MGH53_P10_B09	NA	black	0	3.0554	0
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	NA	black	0	4.4032	0
MGH53_P10_B12	NA	black	0	0	0
MGH53_P10_C01	0.755075636951	green3	2	0.9381	0.19535
MGH53_P10_C02	NA	black	0	0	0
MGH53_P10_C03	NA	black	0	3.3225	0
MGH53_P10_C04	NA	black	0	2.6776	0
MGH53_P10_C05	NA	black	0	0.57046	0
MGH53_P10_C06	-0.0856564826485	red	1	3.3179	0.17632
MGH53_P10_C07	NA	black	0	0	0
MGH53_P10_C08	NA	black	0	2.9452	0
MGH53_P10_C09	NA	black	0	5.2547	0
MGH53_P10_C10	NA	black	0	1.3448	0
MGH53_P10_C11	NA	black	0	0	0
MGH53_P10_C12	NA	black	0	1.121	0
MGH53_P10_D01	NA	black	0	0	0
MGH53_P10_D02	NA	black	0	0	0
MGH53_P10_D03	NA	black	0	4.192	0
MGH53_P10_D04	-0.111342743114	red	1	3.4212	0.19661
MGH53_P10_D05	NA	black	0	5.9245	0
MGH53_P10_D06	NA	black	0	2.2857	0
MGH53_P10_D07	NA	black	0	0	0
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	NA	black	0	0	0
MGH53_P10_D12	NA	black	0	5.8957	0
MGH53_P10_E01	NA	black	0	3.8071	0
MGH53_P10_E03	NA	black	0	0	0.16993
MGH53_P10_E04	NA	black	0	2.059	0
MGH53_P10_E05	NA	black	0	0	0
MGH53_P10_E06	NA	black	0	0	0
MGH53_P10_E07	NA	black	0	3.484	0
MGH53_P10_E08	NA	black	0	0	0
MGH53_P10_E09	NA	black	0	4.9065	0
MGH53_P10_E10	NA	black	0	5.463	0
MGH53_P10_E11	NA	black	0	0	0
MGH53_P10_E12	NA	black	0	2.5185	0
MGH53_P10_F01	NA	black	0	0	0
MGH53_P10_F02	NA	black	0	0	0
MGH53_P10_F03	NA	black	0	4.9116	0
MGH53_P10_F04	NA	black	0	0	0
MGH53_P10_F05	NA	black	0	2.216	0
MGH53_P10_F06	NA	black	0	4.456	0
MGH53_P10_F07	NA	black	0	0	0
MGH53_P10_F08	NA	black	0	4.7814	0
MGH53_P10_F09	NA	black	0	0	0
MGH53_P10_F10	NA	black	0	4.0916	0
MGH53_P10_F12	NA	black	0	3.7975	0
MGH53_P10_G01	NA	black	0	4.3503	0
MGH53_P10_G02	NA	black	0	0.91762	0
MGH53_P10_G03	NA	black	0	0	0
MGH53_P10_G04	NA	black	0	4.7264	0
MGH53_P10_G05	NA	black	0	0	0.20289
MGH53_P10_G07	NA	black	0	0	0
MGH53_P10_G08	NA	black	0	2.3349	0
MGH53_P10_G09	NA	black	0	0	0
MGH53_P10_G11	NA	black	0	0	0.22157
MGH53_P10_H01	NA	black	0	0.74157	0
MGH53_P10_H02	NA	black	0	3.5866	0
MGH53_P10_H04	NA	black	0	0	0
MGH53_P10_H05	NA	black	0	3.4464	0
MGH53_P10_H06	NA	black	0	0	0
MGH53_P10_H07	NA	black	0	0	0
MGH53_P10_H08	NA	black	0	3.5625	0
MGH53_P10_H09	NA	black	0	0	0.12565
MGH53_P10_H10	0.719121161443	green3	2	0.96051	0.22897
MGH53_P10_H11	NA	black	0	1.1057	0
MGH53_P11_A01	NA	black	0	2.3222	0
MGH53_P11_A02	NA	black	0	0.82863	0
MGH53_P11_A03	NA	black	0	0	0
MGH53_P11_A04	NA	black	0	4.4185	0
MGH53_P11_A06	NA	black	0	0	0.16864
MGH53_P11_A08	NA	black	0	0	0
MGH53_P11_A09	NA	black	0	3.9324	0
MGH53_P11_A10	-0.420747456117	red	1	4.7282	0.15056
MGH53_P11_A11	NA	black	0	5.2609	0
MGH53_P11_A12	NA	black	0	4.3746	0
MGH53_P11_B01	NA	black	0	0	0
MGH53_P11_B02	NA	black	0	0	0.41576
MGH53_P11_B04	NA	black	0	1.9793	0
MGH53_P11_B05	-0.214159350036	red	1	3.8272	0.18777
MGH53_P11_B06	NA	black	0	0	0
MGH53_P11_B07	NA	black	0	2.1808	0
MGH53_P11_B08	NA	black	0	0	0
MGH53_P11_B09	NA	black	0	4.7899	0
MGH53_P11_B11	NA	black	0	0	0
MGH53_P11_B12	NA	black	0	0	0
MGH53_P11_C01	NA	black	0	0.13881	0
MGH53_P11_C02	NA	black	0	4.466	0
MGH53_P11_C03	NA	black	0	0	0
MGH53_P11_C04	NA	black	0	2.959	0
MGH53_P11_C05	NA	black	0	0	0.1865
MGH53_P11_C06	NA	black	0	0	0
MGH53_P11_C07	NA	black	0	0	0
MGH53_P11_C08	NA	black	0	1.5316	0
MGH53_P11_C09	NA	black	0	0	0
MGH53_P11_C10	NA	black	0	1.46	0
MGH53_P11_C11	NA	black	0	0	0
MGH53_P11_C12	NA	black	0	0	0
MGH53_P11_D01	-0.285265578907	red	1	4.1012	0.1635
MGH53_P11_D02	NA	black	0	1.2277	0
MGH53_P11_D03	-0.107923887698	red	1	3.4293	0.24001
MGH53_P11_D04	NA	black	0	0.52807	0
MGH53_P11_D05	NA	black	0	0	0
MGH53_P11_D07	NA	black	0	3.3789	0
MGH53_P11_D08	NA	black	0	0	0
MGH53_P11_D09	NA	black	0	4.3968	0
MGH53_P11_D10	NA	black	0	4.6161	0
MGH53_P11_D11	NA	black	0	4.0515	0
MGH53_P11_D12	0.273562851177	red	1	2.201	0.15575
MGH53_P11_E01	NA	black	0	0	0
MGH53_P11_E02	NA	black	0	0	0
MGH53_P11_E04	NA	black	0	0	0
MGH53_P11_E06	NA	black	0	3.8808	0
MGH53_P11_E08	NA	black	0	3.3578	0
MGH53_P11_E09	NA	black	0	0	0
MGH53_P11_E10	NA	black	0	4.7077	0
MGH53_P11_E11	NA	black	0	0	0
MGH53_P11_E12	NA	black	0	0	0
MGH53_P11_F01	NA	black	0	0	0.15575
MGH53_P11_F02	NA	black	0	1.4185	0
MGH53_P11_F03	NA	black	0	0	0
MGH53_P11_F04	NA	black	0	2.8197	0
MGH53_P11_F05	NA	black	0	0	0
MGH53_P11_F07	0.335104008109	red	1	1.7668	0.36849
MGH53_P11_F10	NA	black	0	0	0.23389
MGH53_P11_F11	NA	black	0	4.6633	0
MGH53_P11_F12	NA	black	0	3.8103	0
MGH53_P11_G01	-0.127105361988	red	1	3.4359	0.10165
MGH53_P11_G02	NA	black	0	0	0
MGH53_P11_G03	NA	black	0	0	0
MGH53_P11_G04	NA	black	0	4.9481	0
MGH53_P11_G05	NA	black	0	0.15963	0
MGH53_P11_G06	NA	black	0	0	0
MGH53_P11_G07	NA	black	0	0	0
MGH53_P11_G08	NA	black	0	1.1342	0
MGH53_P11_G09	-0.494893184854	red	1	5.1493	0.14796
MGH53_P11_G10	NA	black	0	3.6566	0
MGH53_P11_G11	NA	black	0	2.7619	0
MGH53_P11_G12	NA	black	0	0	0
MGH53_P11_H01	NA	black	0	0	0.27977
MGH53_P11_H02	0.351039232404	red	1	1.8544	0.27143
MGH53_P11_H04	NA	black	0	4.3811	0
MGH53_P11_H05	0.12800304472	red	1	2.6204	0.15445
MGH53_P11_H06	0.100279360832	red	1	2.6774	0.21288
MGH53_P11_H07	-0.48177132166	red	1	4.9255	0.11237
MGH53_P11_H08	NA	black	0	4.2534	0
MGH53_P11_H09	NA	black	0	4.8761	0
MGH53_P11_H10	NA	black	0	0	0
MGH53_P11_H11	NA	black	0	4.8569	0
MGH53_P11_H12	-0.00358062583836	red	1	3.03	0.19535
MGH53_P9_A01	NA	black	0	0	0
MGH53_P9_A02	NA	black	0	0	0
MGH53_P9_A03	NA	black	0	0	0
MGH53_P9_A04	NA	black	0	4.7047	0
MGH53_P9_A05	-0.391380068146	red	1	4.8834	0.23756
MGH53_P9_A06	-0.221284853522	red	1	4.0027	0.2857
MGH53_P9_A07	NA	black	0	2.9298	0
MGH53_P9_A08	NA	black	0	0	0
MGH53_P9_A09	NA	black	0	2.4539	0
MGH53_P9_A10	NA	black	0	0	0
MGH53_P9_A11	NA	black	0	0	0
MGH53_P9_A12	NA	black	0	0	0
MGH53_P9_B01	NA	black	0	1.7216	0
MGH53_P9_B02	NA	black	0	3.6883	0
MGH53_P9_B03	NA	black	0	4.9133	0
MGH53_P9_B04	NA	black	0	4.1576	0
MGH53_P9_B05	NA	black	0	4.1765	0
MGH53_P9_B06	NA	black	0	5.4414	0
MGH53_P9_B07	NA	black	0	0	0
MGH53_P9_B08	NA	black	0	0	0
MGH53_P9_B09	NA	black	0	0	0
MGH53_P9_B11	NA	black	0	4.4627	0
MGH53_P9_B12	0.302393461693	red	1	2.005	0.26544
MGH53_P9_C01	NA	black	0	0	0
MGH53_P9_C02	NA	black	0	2.5175	0
MGH53_P9_C03	NA	black	0	0	0
MGH53_P9_C04	NA	black	0	2.4975	0
MGH53_P9_C05	NA	black	0	0	0
MGH53_P9_C06	NA	black	0	0	0
MGH53_P9_C07	NA	black	0	0	0
MGH53_P9_C08	NA	black	0	5.2246	0
MGH53_P9_C09	NA	black	0	0	0
