Cell_name	Zvalue	Color	Cluster	ADRA1A	SP1
MGH36_P6_E08	0.454598400338	green3	2	0.7866	0.082703
MGH36_P6_E09	NA	black	0	0.66084	0
MGH36_P6_E10	NA	black	0	0.31615	0
MGH36_P6_E11	0.075224812649	green3	2	1.0724	0.40708
MGH36_P6_E12	NA	black	0	1.0236	0
MGH36_P6_F01	NA	black	0	0.30334	0
MGH36_P6_F04	NA	black	0	0.1635	0
MGH36_P6_F06	NA	black	0	1.0036	0
MGH36_P6_F07	NA	black	0	1.9986	0
MGH36_P6_F08	NA	black	0	0.50182	0
MGH36_P6_F10	NA	black	0	0	0
MGH36_P6_F12	0.937571312336	green3	2	0.25701	0.32423
MGH36_P6_G01	NA	black	0	0.54597	0
MGH36_P6_G02	NA	black	0	0	0
MGH36_P6_G03	NA	black	0	0.2558	0
MGH36_P6_G04	NA	black	0	2.157	0
MGH36_P6_G05	NA	black	0	1.1506	0
MGH36_P6_G06	NA	black	0	0.67717	0
MGH36_P6_G07	NA	black	0	0.58785	0
MGH36_P6_G08	NA	black	0	0.55778	0
MGH36_P6_G09	NA	black	0	1.1316	0
MGH36_P6_G10	NA	black	0	0.65992	0
MGH36_P6_G11	NA	black	0	0.75104	0
MGH36_P6_G12	NA	black	0	0.52807	0
MGH36_P6_H06	NA	black	0	0.28924	0
MGH36_P6_H07	NA	black	0	0.59072	0
MGH36_P6_H10	-0.874464897203	green3	2	0.29748	2.6904
MGH36_P6_H12	0.676276558939	green3	2	0.45207	0.42223
MGH36_P7_A01	NA	black	0	1.0165	0
MGH36_P7_A02	NA	black	0	0.72334	0
MGH36_P7_A03	NA	black	0	1.0454	0
MGH36_P7_A04	NA	black	0	1.0524	0
MGH36_P7_A06	NA	black	0	0.2762	0
MGH36_P7_A07	NA	black	0	4.0698	0
MGH36_P7_A08	NA	black	0	0.89064	0
MGH36_P7_A09	NA	black	0	0.4957	0
MGH36_P7_A10	NA	black	0	1.2851	0
MGH36_P7_A11	NA	black	0	1.1296	0
MGH36_P7_A12	NA	black	0	0	0
MGH36_P7_B01	NA	black	0	0.30451	0
MGH36_P7_B02	NA	black	0	0.93357	0
MGH36_P7_B03	NA	black	0	3.898	0
MGH36_P7_B04	NA	black	0	1.3414	0
MGH36_P7_B06	NA	black	0	1.3482	0
MGH36_P7_B07	NA	black	0	0.47923	0
MGH36_P7_B08	0.626856430734	green3	2	0.64708	0.092207
MGH36_P7_B09	NA	black	0	0.4844	0
MGH36_P7_B10	NA	black	0	0.24123	0
MGH36_P7_B11	NA	black	0	0.66448	0
MGH36_P7_B12	NA	black	0	0.39616	0
MGH36_P7_C11	0.25472387511	green3	2	0.36961	1.168
MGH36_P7_D01	NA	black	0	0.27977	0
MGH36_P7_D02	NA	black	0	0.24367	0
MGH36_P7_D03	NA	black	0	0.63041	0
MGH36_P7_D05	NA	black	0	2.8197	0
MGH36_P7_D06	NA	black	0	1.1699	0
MGH36_P7_D07	NA	black	0	0.50284	0
MGH36_P7_D08	NA	black	0	0.97012	0
MGH36_P7_D09	NA	black	0	0.54597	0
MGH36_P7_D10	NA	black	0	0.54992	0
MGH36_P7_D11	NA	black	0	1.5874	0
MGH36_P7_E01	NA	black	0	1.1641	0
MGH36_P7_E03	NA	black	0	1.1972	0
MGH36_P7_E04	NA	black	0	0	0
MGH36_P7_E05	NA	black	0	0.57918	0
MGH36_P7_E07	NA	black	0	0.35952	0
MGH36_P7_E08	NA	black	0	0.69688	0
MGH36_P7_E10	NA	black	0	1.9946	0
MGH36_P7_E12	NA	black	0	0	0
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	NA	black	0	0.60407	0
MGH36_P7_F03	NA	black	0	0.77737	0
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	NA	black	0	0.50487	0
MGH36_P7_F08	NA	black	0	0.56755	0
MGH36_P7_F09	NA	black	0	0.73552	0
MGH36_P7_F10	NA	black	0	0.77905	0
MGH36_P7_F11	NA	black	0	4.8522	0
MGH36_P7_F12	NA	black	0	0.32423	0
MGH36_P7_G01	NA	black	0	0.63691	0
MGH36_P7_G02	NA	black	0	0.584	0
MGH36_P7_G03	NA	black	0	0.41143	0
MGH36_P7_G04	NA	black	0	1.0193	0
MGH36_P7_G05	NA	black	0	2.4691	0
MGH36_P7_G06	NA	black	0	0.094912	0
MGH36_P7_G08	NA	black	0	0.23756	0
MGH36_P7_G09	NA	black	0	1.1355	0
MGH36_P7_G10	NA	black	0	0	1.2768
MGH36_P7_G11	NA	black	0	0.57046	0
MGH36_P7_H01	NA	black	0	0.63506	0
MGH36_P7_H02	NA	black	0	0.35502	0
MGH36_P7_H03	NA	black	0	0.64062	0
MGH36_P7_H04	NA	black	0	1.2455	0
MGH36_P7_H07	NA	black	0	0.97233	0
MGH36_P7_H08	NA	black	0	0.91839	0
MGH36_P7_H10	NA	black	0	0.34937	0
MGH36_P7_H11	NA	black	0	0	0
MGH36_P7_H12	NA	black	0	0.5888	0
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0.61353	0
MGH36_P5_A05	NA	black	0	1.7999	0
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	NA	black	0	0.99494	0
MGH36_P5_A08	0.415641267567	green3	2	0.74071	0.36961
MGH36_P5_A09	NA	black	0	1.3707	0
MGH36_P5_B02	NA	black	0	0.58592	0
MGH36_P5_B03	NA	black	0	0.73639	0
MGH36_P5_B04	NA	black	0	1.2314	0
MGH36_P5_B05	-0.892408875346	green3	2	2.2476	0.63413
MGH36_P5_B06	-0.233576090652	green3	2	0.92524	2.6353
MGH36_P5_B07	NA	black	0	1.6173	0
MGH36_P5_B08	NA	black	0	0.53207	0
MGH36_P5_B09	NA	black	0	3.1291	0
MGH36_P5_B10	NA	black	0	0.83188	0
MGH36_P5_B11	NA	black	0	0.66175	0
MGH36_P5_C01	NA	black	0	1.08	0
MGH36_P5_C02	NA	black	0	1.4818	0
MGH36_P5_C03	NA	black	0	1.0426	0
MGH36_P5_C04	NA	black	0	0.72509	0
MGH36_P5_C05	NA	black	0	2.7353	0
MGH36_P5_C06	NA	black	0	0.56365	0
MGH36_P5_C09	NA	black	0	1.5385	0
MGH36_P5_C11	NA	black	0	1.0724	0
MGH36_P5_C12	NA	black	0	0.44996	0
MGH36_P5_D01	NA	black	0	1.0545	0
MGH36_P5_D02	NA	black	0	1.254	0
MGH36_P5_D03	NA	black	0	2.104	0
MGH36_P5_D04	0.68795994105	green3	2	0.58111	0.1375
MGH36_P5_D06	NA	black	0	0.52306	0
MGH36_P5_D07	NA	black	0	0.79244	0
MGH36_P5_D08	NA	black	0	0.79161	0
MGH36_P5_D09	NA	black	0	0.76553	0
MGH36_P5_D11	NA	black	0	0.54794	0
MGH36_P5_D12	NA	black	0	0.70044	0
MGH36_P5_E01	NA	black	0	1.1871	0
MGH36_P5_E02	NA	black	0	0.2461	0
MGH36_P5_E03	NA	black	0	0.79244	0
MGH36_P5_E05	NA	black	0	0.93055	0
MGH36_P5_E07	NA	black	0	0.77653	0
MGH36_P5_E08	NA	black	0	0.70399	0
MGH36_P5_E09	NA	black	0	1.2702	0
MGH36_P5_E10	NA	black	0	0.52607	0
MGH36_P5_E11	NA	black	0	0.37962	0
MGH36_P5_F02	NA	black	0	0.6332	0
MGH36_P5_F04	NA	black	0	0.98768	0
MGH36_P5_F05	NA	black	0	0.44255	0
MGH36_P5_F06	NA	black	0	0.66993	0
MGH36_P5_F07	NA	black	0	4.3714	0
MGH36_P5_F08	NA	black	0	0.6581	0
MGH36_P5_F09	NA	black	0	1.4109	0
MGH36_P5_F10	-1.42450941819	red	1	4.3076	1.0834
MGH36_P5_F11	NA	black	0	0.15445	0
MGH36_P5_G01	NA	black	0	0.62574	0
MGH36_P5_G02	NA	black	0	0.17249	0
MGH36_P5_G04	NA	black	0	0.29866	0
MGH36_P5_G06	NA	black	0	0.61447	0
MGH36_P5_G07	NA	black	0	1.2154	0
MGH36_P5_G08	NA	black	0	0.97012	0
MGH36_P5_G09	NA	black	0	0.53306	0
MGH36_P5_G10	NA	black	0	0.70752	0
MGH36_P5_G11	NA	black	0	1.1833	0
MGH36_P5_H02	NA	black	0	0.47405	0
MGH36_P5_H03	NA	black	0	0.60502	0
MGH36_P5_H05	NA	black	0	4.3467	0
MGH36_P5_H06	NA	black	0	1.0559	0
MGH36_P5_H07	-0.877019987648	green3	2	0.37072	2.7983
MGH36_P5_H09	NA	black	0	0.80818	0
MGH36_P10_A02	NA	black	0	1.1184	0
MGH36_P10_A04	NA	black	0	3.4897	0
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	0.76553	0
MGH36_P10_A07	NA	black	0	0	0
MGH36_P10_A09	NA	black	0	1.2768	0
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	2.0881	0
MGH36_P10_B03	NA	black	0	0.54992	0
MGH36_P10_B05	NA	black	0	0.514	0
MGH36_P10_B07	NA	black	0	0.20914	0
MGH36_P10_B08	-0.356360168202	green3	2	0.58111	2.2434
MGH36_P10_B10	0.142468786574	green3	2	0.47405	1.3028
MGH36_P10_B11	NA	black	0	0	0
MGH36_P10_C01	NA	black	0	1.515	0
MGH36_P10_C03	NA	black	0	0	0
MGH36_P10_C04	0.774205351322	green3	2	0.44784	0.26424
MGH36_P10_C06	NA	black	0	0	0
MGH36_P10_C07	NA	black	0	5.2091	0
MGH36_P10_C08	NA	black	0	0.43403	0
MGH36_P10_C09	NA	black	0	0.51197	0
MGH36_P10_C10	NA	black	0	0.29983	0
MGH36_P10_C12	NA	black	0	0	0
MGH36_P10_D01	0.242651570447	green3	2	0.49774	1.1184
MGH36_P10_D02	NA	black	0	4.7191	0
MGH36_P10_D03	NA	black	0	0.58015	0
MGH36_P10_D04	NA	black	0	0.57918	0
MGH36_P10_D05	NA	black	0	0.33914	0
MGH36_P10_D07	NA	black	0	0.78325	0
MGH36_P10_D09	NA	black	0	1.0663	0
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	NA	black	0	0.22774	0
MGH36_P10_D12	NA	black	0	2.355	0
MGH36_P10_E02	NA	black	0	0.62854	0
MGH36_P10_E03	NA	black	0	1.7485	0
MGH36_P10_E04	NA	black	0	1.189	0
MGH36_P10_E05	-1.45151279264	red	1	4.7701	1.1486
MGH36_P10_E07	NA	black	0	0.51299	0
MGH36_P10_E10	NA	black	0	0.96199	0
MGH36_P10_E11	NA	black	0	0.36065	0
MGH36_P10_E12	NA	black	0	0.38847	0
MGH36_P10_F02	-1.8630540755	black	0	3.5791	0.70752
MGH36_P10_F03	NA	black	0	4.3095	0
MGH36_P10_F05	NA	black	0	0.22897	0
MGH36_P10_F06	NA	black	0	0.76384	0
MGH36_P10_F08	0.449173685189	green3	2	0.76469	0.18777
MGH36_P10_F09	NA	black	0	0.71194	0
MGH36_P10_F10	NA	black	0	0.16993	0
MGH36_P10_F11	NA	black	0	0.32654	0
MGH36_P10_F12	-2.09241016712	black	0	3.61	0.61164
MGH36_P10_G01	NA	black	0	3.0695	0
MGH36_P10_G02	0.0860014699066	green3	2	1.0229	0.7866
MGH36_P10_G03	NA	black	0	3.7291	0
MGH36_P10_G05	NA	black	0	0.25338	0
MGH36_P10_G06	NA	black	0	2.4068	0
MGH36_P10_G07	NA	black	0	0	0
MGH36_P10_G08	NA	black	0	0.29042	0
MGH36_P10_G09	NA	black	0	0	0
MGH36_P10_G10	NA	black	0	2.2101	0
MGH36_P10_G11	-0.112453989783	green3	2	1.254	0.34028
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	0	0
MGH36_P10_H05	NA	black	0	0.9115	0
MGH36_P10_H06	NA	black	0	2.294	0
MGH36_P10_H09	NA	black	0	2.4407	0
MGH36_P10_H11	0.452731053154	green3	2	0.69332	0.39835
MGH36_P10_H12	NA	black	0	0	0.92372
MGH36_P8_A01	NA	black	0	1.1667	0
MGH36_P8_A03	NA	black	0	0	0.37407
MGH36_P8_A04	NA	black	0	0	0
MGH36_P8_A06	NA	black	0	0	0
MGH36_P8_A07	NA	black	0	0.70752	0
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	0.46847187653	green3	2	0.55778	0.6332
MGH36_P8_A12	NA	black	0	1.0949	0
MGH36_P8_B01	NA	black	0	0.67807	0
MGH36_P8_B02	NA	black	0	0	2.7935
MGH36_P8_B03	-2.51936829404	black	0	3.0767	0.079975
MGH36_P8_B04	NA	black	0	1.1414	0
MGH36_P8_B05	NA	black	0	0.65076	0
MGH36_P8_B08	NA	black	0	0.9381	0
MGH36_P8_B09	-3.20191308463	black	0	3.6549	0.12035
MGH36_P8_B10	NA	black	0	0.41251	0
MGH36_P8_B11	NA	black	0	0.42223	0
MGH36_P8_B12	NA	black	0	0	2.648
MGH36_P8_C01	NA	black	0	0.20664	0
MGH36_P8_C02	0.619995331279	green3	2	2.6264	2.069
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	0.0418107993661	green3	2	2.1519	1.6196
MGH36_P8_C06	NA	black	0	0.75531	0
MGH36_P8_C09	NA	black	0	0	0
MGH36_P8_C10	NA	black	0	0.33914	0
MGH36_P8_C12	NA	black	0	3.5436	0
MGH36_P8_D01	NA	black	0	1.2987	0
MGH36_P8_D03	NA	black	0	0.48646	0
MGH36_P8_D04	0.928688894308	green3	2	0.38957	0.123
MGH36_P8_D05	NA	black	0	0	0.70752
MGH36_P8_D07	NA	black	0	0.59741	0
MGH36_P8_D08	0.139960419343	green3	2	0.24853	1.3618
MGH36_P8_D09	NA	black	0	0	0
MGH36_P8_D10	NA	black	0	0	0
MGH36_P8_D11	NA	black	0	0.67807	0
MGH36_P8_D12	NA	black	0	0	0
MGH36_P8_E01	NA	black	0	3.6909	0
MGH36_P8_E02	-0.127681713023	green3	2	0.81311	1.9657
MGH36_P8_E03	NA	black	0	3.4657	0
MGH36_P8_E04	NA	black	0	0.42761	0
MGH36_P8_E05	NA	black	0	3.1285	0
MGH36_P8_E06	NA	black	0	0.43936	0
MGH36_P8_E08	NA	black	0	0	0.33228
MGH36_P8_E10	NA	black	0	4.0788	0
MGH36_P8_F02	NA	black	0	0	0
MGH36_P8_F04	NA	black	0	0.47508	0
MGH36_P8_F05	NA	black	0	0	0
MGH36_P8_F07	NA	black	0	0.51904	0
MGH36_P8_F09	NA	black	0	0.39726	0
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	NA	black	0	0.34596	0
MGH36_P8_G03	NA	black	0	0	0
MGH36_P8_G04	-0.6028566712	green3	2	1.8106	0.514
MGH36_P8_G05	NA	black	0	0.34823	0
MGH36_P8_G06	NA	black	0	0	0
MGH36_P8_G07	NA	black	0	3.6037	0
MGH36_P8_G08	NA	black	0	0.27262	0
MGH36_P8_G09	NA	black	0	0	1.9575
MGH36_P8_G10	0.632956164693	green3	2	0.49774	0.42116
MGH36_P8_G12	NA	black	0	0	0.20038
MGH36_P8_H01	NA	black	0	0	2.4764
MGH36_P8_H03	-1.34858108248	red	1	3.5942	0.95606
MGH36_P8_H04	NA	black	0	2.8797	0
MGH36_P8_H06	NA	black	0	0	0
MGH36_P8_H07	NA	black	0	0	0
MGH36_P8_H09	NA	black	0	0	0
MGH36_P8_H10	NA	black	0	1.3311	0
MGH36_P8_H11	0.387014096171	green3	2	0.33914	0.99349
MGH36_P9_A01	NA	black	0	0	0
MGH36_P9_A02	NA	black	0	0.79161	0
MGH36_P9_A03	NA	black	0	0.86394	0
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	0.141703348525	green3	2	0.63227	1.2345
MGH36_P9_A07	0.00155263540601	green3	2	1.1776	1.6731
MGH36_P9_A09	NA	black	0	0	0
MGH36_P9_A10	NA	black	0	1.0363	0
MGH36_P9_A11	NA	black	0	2	0
MGH36_P9_A12	NA	black	0	0.53406	0
MGH36_P9_B01	NA	black	0	1.1388	0
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	0	2.082
MGH36_P9_B07	0.385261192933	green3	2	1.9146	2.1619
MGH36_P9_B08	0.716451432828	green3	2	0.53903	0.18142
MGH36_P9_B09	NA	black	0	0	1.6955
MGH36_P9_B10	NA	black	0	2.3849	0
MGH36_P9_B11	NA	black	0	3.1824	0
MGH36_P9_B12	NA	black	0	0	0
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	1.5013	0
MGH36_P9_C03	NA	black	0	1.7497	0
MGH36_P9_C05	NA	black	0	0.96421	0
MGH36_P9_C07	1.02308572677	green3	2	0.32193	0.10568
MGH36_P9_C08	NA	black	0	0	0
MGH36_P9_C09	0.223543001537	green3	2	0.73466	0.93282
MGH36_P9_C11	0.891188656864	green3	2	0.21412	0.43829
MGH36_P9_C12	NA	black	0	0.97526	0
MGH36_P9_D05	NA	black	0	1.6281	0
MGH36_P9_D07	0.525548336765	green3	2	0.68975	0.21785
MGH36_P9_D08	NA	black	0	0	0
MGH36_P9_D09	0.234648309418	green3	2	0.64524	1.0151
MGH36_P9_D10	NA	black	0	1.987	0
MGH36_P9_D11	NA	black	0	0	0
MGH36_P9_E01	NA	black	0	0.72683	0
MGH36_P9_E02	NA	black	0	0.59741	0
MGH36_P9_E03	NA	black	0	0.84238	0
MGH36_P9_E04	NA	black	0	0.25459	0
MGH36_P9_E05	NA	black	0	0.65352	0
MGH36_P9_E06	NA	black	0	0.91227	0
MGH36_P9_E07	NA	black	0	0.35727	0
MGH36_P9_E08	NA	black	0	0.42761	0
MGH36_P9_E10	NA	black	0	0.55385	0
MGH36_P9_E11	0.164591733105	green3	2	0.79826	1.0165
MGH36_P9_E12	NA	black	0	0.81476	0
MGH36_P9_F02	NA	black	0	3.145	0
MGH36_P9_F03	NA	black	0	0.34028	0
MGH36_P9_F04	NA	black	0	0.79826	0
MGH36_P9_F08	-0.612818304805	green3	2	0.42546	2.4888
MGH36_P9_F09	-0.528847195116	green3	2	0.40054	2.334
MGH36_P9_F10	NA	black	0	0	2.885
MGH36_P9_F11	NA	black	0	0.84559	0
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	2.8546	0
MGH36_P9_G04	NA	black	0	5.7981	0
MGH36_P9_G05	NA	black	0	0.40272	0
MGH36_P9_G06	NA	black	0	0.79909	0
MGH36_P9_G07	NA	black	0	0	0
MGH36_P9_G08	NA	black	0	0.44148	0
MGH36_P9_G09	NA	black	0	1.9902	0
MGH36_P9_G10	NA	black	0	0.71282	0
MGH36_P9_G11	NA	black	0	3.031	0
MGH36_P9_H01	0.180311669043	green3	2	0.97233	0.36513
MGH36_P9_H02	NA	black	0	0	0
MGH36_P9_H03	NA	black	0	1.107	0
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	1.4584	0
MGH36_P9_H07	NA	black	0	0	0
MGH36_P9_H08	-0.909441686715	green3	2	3.1942	1.0731
MGH36_P9_H10	NA	black	0	0.41792	0
MGH36_P9_H11	-0.0798318474981	green3	2	0.53207	1.6897
MGH36_P9_H12	NA	black	0	0.5888	0
MGH36_P2_A01	NA	black	0	1.0538	0
MGH36_P2_A03	NA	black	0	0.89918	0
MGH36_P2_A04	NA	black	0	0.43082	0
MGH36_P2_A05	NA	black	0	0.76043	0
MGH36_P2_A06	NA	black	0	0.29983	0
MGH36_P2_A07	-0.453138018163	green3	2	0.75702	2.7968
MGH36_P2_A08	NA	black	0	2.6683	0
MGH36_P2_A11	-0.427689996484	green3	2	0.61164	2.4265
MGH36_P2_B03	NA	black	0	0.40163	0
MGH36_P2_B04	NA	black	0	0.74502	0
MGH36_P2_B05	NA	black	0	0.72683	0
MGH36_P2_B06	0.560753108403	green3	2	0.70221	0.084064
MGH36_P2_B07	NA	black	0	0.53107	0
MGH36_P2_B08	NA	black	0	0.51501	0
MGH36_P2_B09	NA	black	0	0.53705	0
MGH36_P2_B10	NA	black	0	0.84559	0
MGH36_P2_B11	NA	black	0	0.56949	0
MGH36_P2_B12	NA	black	0	0.86869	0
MGH36_P2_C02	NA	black	0	0.11636	0
MGH36_P2_C03	-0.362963161389	green3	2	0.24245	1.992
MGH36_P2_C04	-1.84569450568	black	0	2.7342	0.23879
MGH36_P2_C07	NA	black	0	0.36513	0
MGH36_P2_C08	NA	black	0	0.94261	0
MGH36_P2_C09	NA	black	0	0.65627	0
MGH36_P2_C10	NA	black	0	0.53007	0
MGH36_P2_C11	0.277684641483	green3	2	0.44148	1.0942
MGH36_P2_C12	NA	black	0	0.47405	0
MGH36_P2_D01	0.0828976002387	green3	2	0.36961	1.4201
MGH36_P2_D02	NA	black	0	1.1725	0
MGH36_P2_D04	NA	black	0	3.3787	0
MGH36_P2_D05	0.703033053976	green3	2	0.58976	0.082703
MGH36_P2_D06	NA	black	0	0.58688	0
MGH36_P2_D07	NA	black	0	0.91303	0
MGH36_P2_D08	NA	black	0	2.7755	0
MGH36_P2_D09	-0.312034483564	green3	2	1.4033	0.1635
MGH36_P2_D10	NA	black	0	0.37629	0
MGH36_P2_D11	NA	black	0	1.5351	0
MGH36_P2_E01	0.548676701209	green3	2	0.43829	0.65444
MGH36_P2_E02	NA	black	0	0.63877	0
MGH36_P2_E03	-0.0236295774085	green3	2	0.94486	1.6758
MGH36_P2_E04	NA	black	0	3.0973	0
MGH36_P2_E06	NA	black	0	0.4916	0
MGH36_P2_E07	NA	black	0	0.86394	0
MGH36_P2_E08	NA	black	0	0.20539	0
MGH36_P2_E09	-0.859535229107	green3	2	0.19912	2.5566
MGH36_P2_E10	NA	black	0	4.4361	0
MGH36_P2_F02	NA	black	0	0.8488	0
MGH36_P2_F03	NA	black	0	0.33685	0
MGH36_P2_F04	NA	black	0	0.18777	0
MGH36_P2_F06	NA	black	0	0.54597	0
MGH36_P2_F07	NA	black	0	0.47197	0
MGH36_P2_F08	NA	black	0	0.52406	0
MGH36_P2_F10	NA	black	0	0.62012	0
MGH36_P2_F11	NA	black	0	0.37518	0
MGH36_P2_F12	-1.21666527265	red	1	4.2348	1.148
MGH36_P2_G01	NA	black	0	0.69955	0
MGH36_P2_G02	NA	black	0	0.33228	0
MGH36_P2_G03	NA	black	0	0.50284	0
MGH36_P2_G04	NA	black	0	0.34028	0
MGH36_P2_G05	NA	black	0	0.50691	0
MGH36_P2_G07	NA	black	0	0.33342	0
MGH36_P2_G08	NA	black	0	0.50589	0
MGH36_P2_G09	NA	black	0	0.51803	0
MGH36_P2_G11	NA	black	0	0.67175	0
MGH36_P2_G12	NA	black	0	1.0165	0
MGH36_P2_H01	NA	black	0	0.63784	0
MGH36_P2_H02	NA	black	0	0.30801	0
MGH36_P2_H03	0.652390170135	green3	2	3.7865	1.886
MGH36_P2_H04	NA	black	0	0.45943	0
MGH36_P2_H05	NA	black	0	0.46258	0
MGH36_P2_H06	NA	black	0	0.81885	0
MGH36_P2_H07	NA	black	0	3.1643	0
MGH36_P2_H10	NA	black	0	0.045443	0
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	1.0086	0
MGH53_P5_A04	-0.0396611515241	green3	2	1.2023	0.66357
MGH53_P5_A06	NA	black	0	1.4425	0
MGH53_P5_A07	NA	black	0	1.6313	0
MGH53_P5_A08	NA	black	0	1.2768	0
MGH53_P5_A09	NA	black	0	0.69955	0
MGH53_P5_A11	NA	black	0	1.6397	0
MGH53_P5_B01	NA	black	0	0.59932	0
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	NA	black	0	2.2513	0
MGH53_P5_B05	NA	black	0	0	0
MGH53_P5_B06	NA	black	0	1.2035	0
MGH53_P5_B07	-0.214644521328	green3	2	0.77737	2.1808
MGH53_P5_B08	NA	black	0	0.80157	0
MGH53_P5_B09	NA	black	0	0.9313	0
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	3.3219	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	1.9015
MGH53_P5_C02	NA	black	0	0	4.4183
MGH53_P5_C03	NA	black	0	2.2992	0
MGH53_P5_C04	NA	black	0	2.068	0
MGH53_P5_C05	NA	black	0	0.64985	0
MGH53_P5_C06	NA	black	0	5.1148	0
MGH53_P5_C07	0.530135394365	green3	2	1.406	4.4492
MGH53_P5_C08	NA	black	0	1.7277	0
MGH53_P5_C09	NA	black	0	0	0
MGH53_P5_C10	NA	black	0	1.8832	0
MGH53_P5_C11	NA	black	0	1.1506	0
MGH53_P5_D01	NA	black	0	1.3835	0
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	1.1577	0
MGH53_P5_D05	NA	black	0	1.229	0
MGH53_P5_D07	NA	black	0	1.0607	0
MGH53_P5_D08	NA	black	0	1.7765	0
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	0
MGH53_P5_E02	NA	black	0	2.9501	0
MGH53_P5_E03	NA	black	0	0	1.4033
MGH53_P5_E04	NA	black	0	1.9317	0
MGH53_P5_E06	0.244742548418	green3	2	1.3511	3.207
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	3.5862	0
MGH53_P5_E11	NA	black	0	4.0139	0
MGH53_P5_F01	NA	black	0	0	0
MGH53_P5_F03	NA	black	0	0.66903	0
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	NA	black	0	1.0086	0
MGH53_P5_F07	NA	black	0	1.0475	0
MGH53_P5_F08	NA	black	0	0	0
MGH53_P5_F10	-0.844266018576	green3	2	0.75275	3.794
MGH53_P5_F11	NA	black	0	2.3702	0
MGH53_P5_G01	NA	black	0	0	3.8262
MGH53_P5_G04	-0.184487787202	green3	2	0.77905	2.0956
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	0	0
MGH53_P5_G08	NA	black	0	0.48543	0
MGH53_P5_G09	0.1650318194	green3	2	4.8047	1.6677
MGH53_P5_G10	NA	black	0	0.21661	0
MGH53_P5_G11	NA	black	0	0.77315	0
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	0
MGH53_P5_H05	NA	black	0	1.0043	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	2.4699
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	0.160080933482	green3	2	1.0165	0.11237
MGH53_P6_A01	NA	black	0	0.46884	0
MGH53_P6_A02	NA	black	0	0	3.1484
MGH53_P6_A03	-1.02072469372	green3	2	0.18269	2.7251
MGH53_P6_A04	NA	black	0	0	0
MGH53_P6_A05	NA	black	0	0.43723	0
MGH53_P6_A06	NA	black	0	0.67897	0
MGH53_P6_A07	-0.1767808492	green3	2	0.73812	2.0229
MGH53_P6_A08	0.626079815966	green3	2	1.6498	3.0954
MGH53_P6_A09	0.344444750649	green3	2	0.87263	0.088142
MGH53_P6_A10	NA	black	0	0.23756	0
MGH53_P6_A11	NA	black	0	0	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0	0
MGH53_P6_B03	NA	black	0	0	0
MGH53_P6_B04	NA	black	0	0.81967	0
MGH53_P6_B05	0.448251334737	green3	2	0.7891	0.09356
MGH53_P6_B06	NA	black	0	0.69332	0
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	0.00490384759668	green3	2	0.77989	1.5331
MGH53_P6_B10	NA	black	0	1.7058	0
MGH53_P6_C01	NA	black	0	0.54992	0
MGH53_P6_C03	NA	black	0	3.1174	0
MGH53_P6_C04	NA	black	0	1.7999	0
