Cell_name	Zvalue	Color	Cluster	PARP1	SH3BP2
MGH53_P6_H05	NA	black	0	0	0
MGH53_P6_H07	NA	black	0	0	0
MGH53_P6_H09	NA	black	0	0.18269	0
MGH53_P6_H10	-0.578528232984	red	1	5.6341	0.10299
MGH53_P6_H11	NA	black	0	6.147	0
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	1.5331	0
MGH53_P7_A03	NA	black	0	3.1155	0
MGH53_P7_A04	0.375881570618	red	1	1.1349	0.23756
MGH53_P7_A05	-0.568306379065	red	1	5.6328	0.10836
MGH53_P7_A06	NA	black	0	4.1814	0
MGH53_P7_A07	NA	black	0	4.5184	0
MGH53_P7_A09	NA	black	0	0	0.10836
MGH53_P7_A11	-0.0921263368618	red	1	4.0134	0.26183
MGH53_P7_A12	0.1123810157	red	1	1.6074	0.36513
MGH53_P7_B01	NA	black	0	1.1223	0
MGH53_P7_B02	-0.136395337206	red	1	5.2568	0.32998
MGH53_P7_B03	NA	black	0	0	2.7549
MGH53_P7_B04	NA	black	0	0	1.2185
MGH53_P7_B05	-0.262306124588	red	1	5.2052	0.24489
MGH53_P7_B06	NA	black	0	3.2084	0
MGH53_P7_B07	-0.618254042661	red	1	5.547	0.069015
MGH53_P7_B08	-0.302853892857	red	1	5.5651	0.24732
MGH53_P7_B10	0.336680623009	red	1	1.9723	0.13619
MGH53_P7_B11	3.30698896205	black	0	5.4042	2.3057
MGH53_P7_B12	0.0511273090201	red	1	3.158	0.070389
MGH53_P7_C01	NA	black	0	1.7891	0
MGH53_P7_C02	-0.0279715757185	red	1	5.4688	0.39944
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	-0.290641731606	red	1	4.4776	0.10969
MGH53_P7_C05	-0.332129083101	red	1	4.6949	0.12035
MGH53_P7_C06	NA	black	0	0	0
MGH53_P7_C07	-0.592965502697	red	1	5.5336	0.08134
MGH53_P7_C09	-0.393461150463	red	1	5.0047	0.12829
MGH53_P7_C11	-0.320959599224	red	1	4.5849	0.10568
MGH53_P7_C12	-0.315291696502	red	1	4.8717	0.16736
MGH53_P7_D01	NA	black	0	4.4133	0
MGH53_P7_D02	NA	black	0	0	0.71105
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	NA	black	0	0	0.25459
MGH53_P7_D05	NA	black	0	3.854	0
MGH53_P7_D06	0.232117570158	red	1	5.6179	0.53903
MGH53_P7_D07	NA	black	0	0	0
MGH53_P7_D10	0.539292289735	green3	2	0.94561	0.17121
MGH53_P7_D11	NA	black	0	0	0
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	-0.144162001021	red	1	4.0904	0.19283
MGH53_P7_E02	NA	black	0	0	0.059355
MGH53_P7_E03	NA	black	0	5.3943	0
MGH53_P7_E04	-0.498735212842	red	1	5.2645	0.097611
MGH53_P7_E05	NA	black	0	0	0
MGH53_P7_E06	-0.416462664576	red	1	5.2637	0.15056
MGH53_P7_E07	NA	black	0	4.8968	0
MGH53_P7_E08	NA	black	0	0	0
MGH53_P7_E09	0.546168616517	green3	2	1.1979	0.13225
MGH53_P7_E10	NA	black	0	0	0
MGH53_P7_E11	NA	black	0	0	0.0028825
MGH53_P7_E12	NA	black	0	0	0.11636
MGH53_P7_F01	NA	black	0	3.0358	0
MGH53_P7_F02	NA	black	0	4.4396	0
MGH53_P7_F04	NA	black	0	0.17505	0
MGH53_P7_F05	NA	black	0	0	0
MGH53_P7_F06	0.682537302694	green3	2	0.84398	0.11237
MGH53_P7_F08	NA	black	0	6.2802	0
MGH53_P7_F09	1.81595437663	black	0	4.5003	2.2054
MGH53_P7_F10	NA	black	0	6.031	0
MGH53_P7_F11	NA	black	0	3.7715	0
MGH53_P7_F12	-0.571810595898	red	1	5.3722	0.069015
MGH53_P7_G01	0.263395800533	red	1	3.2734	3.6437
MGH53_P7_G03	NA	black	0	0	0.77737
MGH53_P7_G04	NA	black	0	4.4357	0
MGH53_P7_G05	0.108390898803	red	1	2.989	0.045443
MGH53_P7_G06	-0.194967359976	red	1	4.1259	0.123
MGH53_P7_G07	NA	black	0	4.8128	0
MGH53_P7_G08	NA	black	0	0	0.053806
MGH53_P7_G09	NA	black	0	0	0.10836
MGH53_P7_G10	NA	black	0	0	0
MGH53_P7_G11	NA	black	0	0	0.05797
MGH53_P7_G12	NA	black	0	0	0
MGH53_P7_H01	NA	black	0	0	2.2485
MGH53_P7_H02	NA	black	0	0	0
MGH53_P7_H03	NA	black	0	5.5341	0
MGH53_P7_H04	-0.138448939889	red	1	4.0971	0.20414
MGH53_P7_H05	NA	black	0	0	0
MGH53_P7_H06	NA	black	0	0	2.4967
MGH53_P7_H07	NA	black	0	0	0
MGH53_P7_H08	NA	black	0	4.9459	0
MGH53_P7_H10	NA	black	0	5.8793	0
MGH53_P7_H11	NA	black	0	0	1.4217
MGH53_P7_H12	0.904814492383	green3	2	0.34255	0.08134
MGH53_P8_A01	NA	black	0	2.0129	0
MGH53_P8_A02	0.675499437788	green3	2	0.15445	0.19409
MGH53_P8_A03	-0.300191776014	red	1	4.8257	0.17249
MGH53_P8_A04	NA	black	0	0	0.05797
MGH53_P8_A05	NA	black	0	0	0
MGH53_P8_A06	NA	black	0	5.9201	0
MGH53_P8_A07	0.278411971536	red	1	2.0697	0.16864
MGH53_P8_A08	NA	black	0	0	0.37407
MGH53_P8_A09	-0.562243004346	red	1	5.7054	0.12035
MGH53_P8_A10	NA	black	0	0	1.1077
MGH53_P8_A11	0.502266978747	green3	2	0.5955	0.22651
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	0	0
MGH53_P8_B04	NA	black	0	0	0
MGH53_P8_B08	NA	black	0	0	0
MGH53_P8_B09	NA	black	0	0	0.089498
MGH53_P8_B10	-0.0727723312254	red	1	3.7238	0.20289
MGH53_P8_B11	0.791167729486	green3	2	4.8158	1.0621
MGH53_P8_B12	NA	black	0	0	1.2135
MGH53_P8_C01	NA	black	0	5.2183	0
MGH53_P8_C02	NA	black	0	0	0.071763
MGH53_P8_C03	NA	black	0	4.353	0
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	-0.296396569032	red	1	4.8058	0.17249
MGH53_P8_C09	-0.266382213719	red	1	4.2584	0.069015
MGH53_P8_C10	-0.477442670638	red	1	5.1305	0.089498
MGH53_P8_C11	-0.39479507932	red	1	4.9568	0.11902
MGH53_P8_C12	NA	black	0	0	2.2525
MGH53_P8_D01	NA	black	0	0	0
MGH53_P8_D02	-0.317060813701	red	1	5.129	0.20038
MGH53_P8_D03	NA	black	0	0	0.84559
MGH53_P8_D04	NA	black	0	0	0
MGH53_P8_D05	NA	black	0	0	3.0432
MGH53_P8_D06	-0.655771580553	red	1	5.9893	0.10568
MGH53_P8_D07	NA	black	0	0.31962	0
MGH53_P8_D08	2.00295063664	black	0	4.9432	1.8871
MGH53_P8_D09	NA	black	0	0	0
MGH53_P8_D10	NA	black	0	0.36177	0
MGH53_P8_D11	NA	black	0	3.2888	0
MGH53_P8_E01	0.0408324605706	red	1	3.8359	0.52507
MGH53_P8_E03	NA	black	0	0	4.9595
MGH53_P8_E04	NA	black	0	0	0
MGH53_P8_E05	NA	black	0	2.2842	0
MGH53_P8_E06	NA	black	0	5.8128	0
MGH53_P8_E07	-0.1734275914	red	1	5.6169	0.32077
MGH53_P8_E08	-0.114424950018	red	1	4.8694	0.32884
MGH53_P8_E09	NA	black	0	3.3462	0
MGH53_P8_E10	NA	black	0	4.8495	0
MGH53_P8_E11	-0.0985659204399	red	1	3.8645	0.20163
MGH53_P8_F01	NA	black	0	0	0
MGH53_P8_F02	NA	black	0	0	0
MGH53_P8_F04	NA	black	0	4.4501	0
MGH53_P8_F05	NA	black	0	0	0
MGH53_P8_F06	-0.547251838288	red	1	5.9663	0.15445
MGH53_P8_F07	NA	black	0	0	0.48543
MGH53_P8_F08	0.250282942194	red	1	1.7579	0.24732
MGH53_P8_F09	-0.149206157337	red	1	3.8036	0.035624
MGH53_P8_F11	NA	black	0	0	0.20289
MGH53_P8_G01	NA	black	0	3.9071	0
MGH53_P8_G02	NA	black	0	0	0.14274
MGH53_P8_G03	-0.211858732586	red	1	5.7635	0.30568
MGH53_P8_G04	NA	black	0	4.475	0
MGH53_P8_G05	NA	black	0	2.7262	0
MGH53_P8_G06	NA	black	0	0	0
MGH53_P8_G07	NA	black	0	0	0
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	NA	black	0	0	1.2582
MGH53_P8_G10	NA	black	0	0	0
MGH53_P8_G11	-0.509881124478	red	1	5.1124	0.063503
MGH53_P8_G12	NA	black	0	5.5084	0
MGH53_P8_H01	NA	black	0	3.441	0
MGH53_P8_H02	NA	black	0	0	0
MGH53_P8_H03	NA	black	0	0	0.12829
MGH53_P8_H04	NA	black	0	0	0.27501
MGH53_P8_H05	NA	black	0	0.48852	0
MGH53_P8_H06	-6.92406043041	black	0	0.65992	3.9136
MGH53_P8_H07	0.0270537987941	red	1	2.8424	0.36625
MGH53_P8_H08	0.502884532902	green3	2	5.8349	0.65901
MGH53_P8_H09	-0.657552073275	red	1	5.9121	0.096262
MGH53_P8_H10	-0.132609167636	red	1	3.9747	0.17377
MGH53_P8_H11	NA	black	0	0	0
MGH53_P8_H12	NA	black	0	1.8754	0
MGH53_P1_A03	NA	black	0	1.7778	0
MGH53_P1_A04	NA	black	0	2.4439	0
MGH53_P1_A06	-0.199160663222	red	1	4.0836	0.098958
MGH53_P1_A07	NA	black	0	0	0
MGH53_P1_A08	NA	black	0	5.6724	0
MGH53_P1_B04	NA	black	0	0	0.16607
MGH53_P1_B08	NA	black	0	0	0
MGH53_P1_B09	-0.266332027712	red	1	4.436	0.12565
MGH53_P1_B11	0.133813772027	red	1	4.6895	0.54201
MGH53_P1_C03	-0.107372969259	red	1	4.2937	0.28806
MGH53_P1_C06	0.931773604367	green3	2	0.27977	0.07861
MGH53_P1_C09	NA	black	0	4.306	0
MGH53_P1_C10	0.472146077083	green3	2	4.1505	1.1023
MGH53_P1_D01	NA	black	0	4.2392	0
MGH53_P1_D05	-0.292567403912	red	1	4.886	0.18777
MGH53_P1_D12	0.752035609532	green3	2	0.68437	0.10165
MGH53_P1_E09	NA	black	0	5.1425	0
MGH53_P1_E12	NA	black	0	0	0.056584
MGH53_P12_A01	-0.445353488402	red	1	4.7436	0.029983
MGH53_P12_A02	NA	black	0	3.9988	0
MGH53_P12_A03	NA	black	0	0	0.062122
MGH53_P12_A04	NA	black	0	0	0
MGH53_P12_A05	NA	black	0	0	0.085425
MGH53_P12_A06	NA	black	0	4.3459	0
MGH53_P12_A08	NA	black	0	0	0.18903
MGH53_P12_A09	0.128924534401	red	1	2.9182	0.051024
MGH53_P12_A10	0.494296782792	green3	2	1.683	0.074505
MGH53_P12_A11	NA	black	0	1.8307	0
MGH53_P12_A12	NA	black	0	5.698	0
MGH53_P12_B01	NA	black	0	0	0.069015
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0	0.059355
MGH53_P12_B04	NA	black	0	0	0
MGH53_P12_B05	-0.331015763976	red	1	4.4892	0.069015
MGH53_P12_B06	0.901159824763	green3	2	0.12565	0.10969
MGH53_P12_B07	NA	black	0	0	0
MGH53_P12_B08	NA	black	0	1.2786	0
MGH53_P12_B09	NA	black	0	1.3242	0
MGH53_P12_B11	NA	black	0	0	0
MGH53_P12_B12	0.331453825668	red	1	2.0569	0.12035
MGH53_P12_C01	-0.316970315964	red	1	4.6542	0.12565
MGH53_P12_C02	NA	black	0	0	0
MGH53_P12_C03	NA	black	0	0	0
MGH53_P12_C04	NA	black	0	4.6877	0
MGH53_P12_C05	NA	black	0	0	0
MGH53_P12_C06	-0.681654104242	red	1	5.8196	0.073135
MGH53_P12_C07	2.44975816838	black	0	4.3052	3.1645
MGH53_P12_C08	NA	black	0	0.54794	0
MGH53_P12_C09	NA	black	0	3.1887	0
MGH53_P12_C10	NA	black	0	0	0.090853
MGH53_P12_C11	0.75580046852	green3	2	0.62293	0.10836
MGH53_P12_C12	NA	black	0	4.9905	0
MGH53_P12_D01	-0.0216274842752	red	1	3.4149	0.11636
MGH53_P12_D02	NA	black	0	3.6247	0
MGH53_P12_D03	NA	black	0	4.2012	0
MGH53_P12_D04	-0.317816906625	red	1	4.7418	0.14274
MGH53_P12_D05	NA	black	0	5.1651	0
MGH53_P12_D06	-0.202678443905	red	1	5.0081	0.27023
MGH53_P12_D07	0.349625661037	red	1	4.725	0.72596
MGH53_P12_D08	-0.352713765255	red	1	4.7896	0.12168
MGH53_P12_D09	-0.179979851559	red	1	4.2218	0.17632
MGH53_P12_D10	-0.49232701051	red	1	5.1053	0.074505
MGH53_P12_D11	-0.0554828874036	red	1	3.7085	0.25096
MGH53_P12_D12	NA	black	0	0	0.053806
MGH53_P12_E01	NA	black	0	0	0.097611
MGH53_P12_E02	NA	black	0	0.29396	0
MGH53_P12_E03	-0.818358690168	red	1	6.5865	0.094912
MGH53_P12_E04	NA	black	0	0	0
MGH53_P12_E05	NA	black	0	0	0.077243
MGH53_P12_E06	NA	black	0	5.6253	0
MGH53_P12_E07	NA	black	0	5.1907	0
MGH53_P12_E08	-0.650544508787	red	1	5.8943	0.097611
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	1.1486	0
MGH53_P12_E12	-0.824507992403	red	1	6.0575	0.035624
MGH53_P12_F01	NA	black	0	0.21785	0
MGH53_P12_F02	NA	black	0	4.2992	0
MGH53_P12_F03	NA	black	0	0.16607	0
MGH53_P12_F04	NA	black	0	0	3.0365
MGH53_P12_F06	NA	black	0	0	0.049631
MGH53_P12_F07	-0.300109056906	red	1	4.9194	0.1865
MGH53_P12_F08	-0.215431780182	red	1	4.1017	0.079975
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	NA	black	0	0	0.05797
MGH53_P12_F11	NA	black	0	0	0.15963
MGH53_P12_F12	NA	black	0	0	0.16221
MGH53_P12_G01	NA	black	0	0	0
MGH53_P12_G03	NA	black	0	0	0
MGH53_P12_G04	NA	black	0	5.2994	0
MGH53_P12_G07	NA	black	0	0	0.13093
MGH53_P12_G08	-0.417802013916	red	1	5.2408	0.14666
MGH53_P12_G09	-0.534083940505	red	1	0.16736	0.66903
MGH53_P12_G10	NA	black	0	0.26664	0
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	NA	black	0	4.6608	0
MGH53_P12_H01	NA	black	0	0	0
MGH53_P12_H02	-0.361885550101	red	1	4.7205	0.098958
MGH53_P12_H03	0.135719951609	red	1	2.5205	0.2302
MGH53_P12_H04	0.113184676991	red	1	2.9657	0.053806
MGH53_P12_H05	-0.184717245134	red	1	3.9826	0.075875
MGH53_P12_H06	-0.133213099524	red	1	3.8993	0.13881
MGH53_P12_H07	NA	black	0	4.5746	0
MGH53_P12_H08	NA	black	0	0	0.014355
MGH53_P12_H09	NA	black	0	0.16864	0
MGH53_P12_H10	-0.0193405256969	red	1	3.0079	0.514
MGH53_P12_H11	0.620852485729	green3	2	1.5033	0.027154
MGH53_P12_H12	-0.310939375231	red	1	4.8992	0.17505
MGH53_P2_A09	0.693108017004	green3	2	3.8466	1.8711
MGH53_P2_A11	NA	black	0	0	0
MGH53_P2_A12	NA	black	0	4.3047	0
MGH53_P2_B05	-0.141942656957	red	1	4.032	0.1776
MGH53_P2_B07	-0.0872264935252	red	1	4.6389	0.34028
MGH53_P2_B09	0.296933204798	red	1	2.1622	0.12697
MGH53_P2_B10	NA	black	0	0	0.1177
MGH53_P2_C01	0.300144172968	red	1	0.21039	0.338
MGH53_P2_C02	NA	black	0	4.7559	0
MGH53_P2_C03	-0.35992745749	red	1	4.5736	0.063503
MGH53_P2_C07	NA	black	0	0	0.18523
MGH53_P2_C09	0.227896318806	red	1	1.2546	0.31267
MGH53_P2_D01	NA	black	0	4.3911	0
MGH53_P2_D02	NA	black	0	2.108	0
MGH53_P2_D07	NA	black	0	0	0.17249
MGH53_P2_D08	NA	black	0	0	0
MGH53_P2_D12	NA	black	0	3.5547	0
MGH53_P2_E04	NA	black	0	0	0.10299
MGH53_P2_E10	NA	black	0	0	0.17121
MGH53_P2_F02	2.23379864396	black	0	4.8006	2.1931
MGH53_P2_F03	-0.0305595540275	red	1	3.4852	0.19283
MGH53_P2_F04	NA	black	0	0	0.14143
MGH53_P2_F05	NA	black	0	0	0.19156
MGH53_P2_G02	0.0728345677658	red	1	4.0329	0.55189
MGH53_P2_G07	2.81901942943	black	0	4.6156	2.9057
MGH53_P2_H01	-0.0745180865413	red	1	3.6458	0.13881
MGH53_P10_A01	NA	black	0	0	0.097611
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	NA	black	0	0	0.38073
MGH53_P10_A04	NA	black	0	0	0.082703
MGH53_P10_A05	NA	black	0	0	0.098958
MGH53_P10_A06	-0.431066058451	red	1	5.2003	0.13225
MGH53_P10_A07	-0.584797739356	red	1	6.1036	0.14926
MGH53_P10_A08	NA	black	0	3.6356	0
MGH53_P10_A09	-0.119893979083	red	1	4.3226	0.2762
MGH53_P10_A10	NA	black	0	3.8359	0
MGH53_P10_A11	NA	black	0	0	0.22897
MGH53_P10_A12	1.10752632241	green3	2	0.097611	0.034216
MGH53_P10_B01	NA	black	0	0	0.13093
MGH53_P10_B02	NA	black	0	5.0036	0
MGH53_P10_B03	NA	black	0	0	0
MGH53_P10_B04	NA	black	0	0	0
MGH53_P10_B05	-0.180498806229	red	1	4.0438	0.1137
MGH53_P10_B06	0.243229473242	red	1	2.5782	0.03984
MGH53_P10_B07	NA	black	0	0	0.1375
MGH53_P10_B08	NA	black	0	0	0.13619
MGH53_P10_B09	-0.381863287267	red	1	4.7512	0.088142
MGH53_P10_B10	-0.190807351445	red	1	5.8315	0.31846
MGH53_P10_B11	-0.198187907923	red	1	4.7034	0.24367
MGH53_P10_B12	-0.731220110396	red	1	6.0964	0.082703
MGH53_P10_C01	0.352316452622	red	1	1.5296	0.20414
MGH53_P10_C02	NA	black	0	0	0.18142
MGH53_P10_C03	NA	black	0	0	0.034216
MGH53_P10_C04	-0.394883722102	red	1	4.7309	0.071763
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	-0.107131162708	red	1	3.7155	0.084064
MGH53_P10_C07	NA	black	0	0	0
MGH53_P10_C08	NA	black	0	0	0.10568
MGH53_P10_C09	NA	black	0	5.3863	0
MGH53_P10_C10	1.49244231489	black	0	4.354	2.0881
MGH53_P10_C11	0.0361563263079	red	1	3.2023	0.086784
MGH53_P10_C12	NA	black	0	0	0.010064
MGH53_P10_D01	NA	black	0	0	0.071763
MGH53_P10_D02	0.914388551919	green3	2	0.33342	0.07861
MGH53_P10_D03	NA	black	0	0	0.3115
MGH53_P10_D04	NA	black	0	0	0
MGH53_P10_D05	NA	black	0	0	0.34255
MGH53_P10_D06	-0.0279037803485	red	1	3.5932	0.30334
MGH53_P10_D07	NA	black	0	0	0
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	NA	black	0	0	0.064883
MGH53_P10_D12	NA	black	0	0	0
MGH53_P10_E01	0.719863338867	green3	2	0.15963	0.17632
MGH53_P10_E03	NA	black	0	4.5372	0
MGH53_P10_E04	NA	black	0	0	0
MGH53_P10_E05	NA	black	0	0.21537	0
MGH53_P10_E06	NA	black	0	0	0
MGH53_P10_E07	NA	black	0	1.3967	0
MGH53_P10_E08	NA	black	0	0	0.16221
MGH53_P10_E09	NA	black	0	6.2131	0
MGH53_P10_E10	-0.150235920893	red	1	4.2269	0.21909
MGH53_P10_E11	NA	black	0	0	0
MGH53_P10_E12	NA	black	0	5.745	0
MGH53_P10_F01	NA	black	0	0	0
MGH53_P10_F02	NA	black	0	5.1694	0
MGH53_P10_F03	NA	black	0	0	0.11503
MGH53_P10_F04	NA	black	0	0	0
MGH53_P10_F05	NA	black	0	2.5094	0
MGH53_P10_F06	NA	black	0	0	0.13093
MGH53_P10_F07	-3.09208669304	black	0	1.201	2.3426
MGH53_P10_F08	-0.512499382492	red	1	5.4319	0.1137
MGH53_P10_F09	-0.308369021926	red	1	5.0043	0.19156
MGH53_P10_F10	NA	black	0	0	0
MGH53_P10_F12	NA	black	0	0	0
MGH53_P10_G01	NA	black	0	5.115	0
MGH53_P10_G02	NA	black	0	0	0.13488
MGH53_P10_G03	NA	black	0	0	0
MGH53_P10_G04	NA	black	0	0	0.14535
MGH53_P10_G05	NA	black	0	0	0.074505
MGH53_P10_G07	NA	black	0	0	2.845
MGH53_P10_G08	-0.0231877143756	red	1	3.4735	0.23879
MGH53_P10_G09	NA	black	0	0	0
MGH53_P10_G11	-0.240943732942	red	1	4.2806	0.11103
MGH53_P10_H01	0.713225853853	green3	2	0.1865	0.17632
MGH53_P10_H02	-0.213052707528	red	1	4.1611	0.10836
MGH53_P10_H04	NA	black	0	0	0.069015
MGH53_P10_H05	-0.324156882171	red	1	4.4135	0.052416
MGH53_P10_H06	NA	black	0	0.49774	0
MGH53_P10_H07	NA	black	0	0	0.15575
MGH53_P10_H08	NA	black	0	0	0.084064
MGH53_P10_H09	NA	black	0	0.28806	0
MGH53_P10_H10	NA	black	0	0	0.38184
MGH53_P10_H11	-0.140107066881	red	1	4.2016	0.22774
MGH53_P11_A01	-0.401961794347	red	1	4.9079	0.10434
MGH53_P11_A02	NA	black	0	0	0
MGH53_P11_A03	NA	black	0	0	0.123
MGH53_P11_A04	NA	black	0	0	0.059355
MGH53_P11_A06	-0.304584175996	red	1	5.4108	0.23511
MGH53_P11_A08	NA	black	0	0.1776	0
MGH53_P11_A09	NA	black	0	0	0.060739
MGH53_P11_A10	0.891535774209	green3	2	0.123	0.1137
MGH53_P11_A11	NA	black	0	0	0.16864
MGH53_P11_A12	NA	black	0	3.8314	0
MGH53_P11_B01	NA	black	0	4.4039	0
MGH53_P11_B02	NA	black	0	0	0
MGH53_P11_B04	-0.259389160585	red	1	4.2623	0.079975
MGH53_P11_B05	NA	black	0	0	0
MGH53_P11_B06	0.394990396445	red	1	1.7334	0.13881
MGH53_P11_B07	-2.16587761024	black	0	0.14666	1.3167
MGH53_P11_B08	NA	black	0	0	0
MGH53_P11_B09	NA	black	0	4.6942	0
MGH53_P11_B11	NA	black	0	0	0
MGH53_P11_B12	-0.17335654836	red	1	4.0209	0.11636
MGH53_P11_C01	0.0298696502161	red	1	3.235	0.055196
MGH53_P11_C02	1.31391155349	black	0	4.0807	2.3428
MGH53_P11_C03	NA	black	0	5.6082	0
MGH53_P11_C04	NA	black	0	0	0.6951
MGH53_P11_C05	NA	black	0	0	0.069015
MGH53_P11_C06	NA	black	0	4.5751	0
MGH53_P11_C07	NA	black	0	0	0
MGH53_P11_C08	3.73244349492	black	0	4.8329	3.2467
MGH53_P11_C09	NA	black	0	0	0
MGH53_P11_C10	NA	black	0	0	0.074505
MGH53_P11_C11	NA	black	0	4.3153	0
MGH53_P11_C12	NA	black	0	4.8155	0
MGH53_P11_D01	NA	black	0	4.0686	0
MGH53_P11_D02	NA	black	0	0.75788	0
MGH53_P11_D03	NA	black	0	0	0
MGH53_P11_D04	0.0801529051217	red	1	3.0104	0.12433
MGH53_P11_D05	0.289544231729	red	1	1.654	0.23143
MGH53_P11_D07	-0.210210574598	red	1	4.1197	0.096262
MGH53_P11_D08	NA	black	0	5.9011	0
MGH53_P11_D09	NA	black	0	0	0.074505
MGH53_P11_D10	NA	black	0	0	0.063503
MGH53_P11_D11	NA	black	0	0	0.089498
MGH53_P11_D12	-0.654380815497	red	1	6.047	0.11237
MGH53_P11_E01	NA	black	0	5.1601	0
MGH53_P11_E02	NA	black	0	0	0
MGH53_P11_E04	-0.32243028235	red	1	4.4673	0.071763
MGH53_P11_E06	0.0598199395803	red	1	3.0909	0.12433
MGH53_P11_E08	NA	black	0	0	0.22404
MGH53_P11_E09	NA	black	0	0	0
MGH53_P11_E10	NA	black	0	0	0
MGH53_P11_E11	NA	black	0	5.2603	0
MGH53_P11_E12	0.556741854355	green3	2	0.45418	0.21537
MGH53_P11_F01	NA	black	0	0	0
MGH53_P11_F02	NA	black	0	5.1716	0
MGH53_P11_F03	NA	black	0	0	0
MGH53_P11_F04	1.13469726547	green3	2	4.7029	1.4044
MGH53_P11_F05	-0.0673874934426	red	1	3.5542	0.053806
MGH53_P11_F07	NA	black	0	0	0.20539
MGH53_P11_F10	NA	black	0	0	1.0745
MGH53_P11_F11	0.987588964157	green3	2	0.16221	0.071763
MGH53_P11_F12	-0.454185270648	red	1	5.1887	0.11503
MGH53_P11_G01	0.897401336666	green3	2	0.16092	0.10702
MGH53_P11_G02	NA	black	0	0	0
MGH53_P11_G03	NA	black	0	4.7443	0
MGH53_P11_G04	NA	black	0	0.32423	0
MGH53_P11_G05	-0.449781119802	red	1	4.9394	0.073135
MGH53_P11_G06	NA	black	0	0	0.08134
MGH53_P11_G07	NA	black	0	1.0391	0
MGH53_P11_G08	NA	black	0	0	0
MGH53_P11_G09	NA	black	0	0	0
MGH53_P11_G10	NA	black	0	4.5473	0
MGH53_P11_G11	NA	black	0	0	0.10702
MGH53_P11_G12	0.746165309386	green3	2	0.18523	0.1635
MGH53_P11_H01	NA	black	0	0	0.10568
MGH53_P11_H02	NA	black	0	4.2618	0
MGH53_P11_H04	NA	black	0	3.6452	0
MGH53_P11_H05	NA	black	0	0.22774	0
MGH53_P11_H06	-0.554164116155	red	1	5.3646	0.07861
MGH53_P11_H07	-0.101481405579	red	1	3.6578	0.042644
MGH53_P11_H08	NA	black	0	0.34937	0
MGH53_P11_H09	NA	black	0	0.123	0
MGH53_P11_H10	NA	black	0	0	0.08134
MGH53_P11_H11	0.0546548308538	red	1	2.9575	0.25096
MGH53_P11_H12	-0.554232064042	red	1	5.3228	0.071763
MGH53_P9_A01	NA	black	0	0	0.05797
MGH53_P9_A02	NA	black	0	4.4681	0
MGH53_P9_A03	NA	black	0	0.27262	0
MGH53_P9_A04	NA	black	0	1.1157	0
MGH53_P9_A05	NA	black	0	0	0
MGH53_P9_A06	NA	black	0	0	0.10165
MGH53_P9_A07	NA	black	0	0	1.5366
MGH53_P9_A08	0.166107854384	red	1	2.7133	0.10434
MGH53_P9_A09	NA	black	0	0	0.094912
MGH53_P9_A10	NA	black	0	0	0
MGH53_P9_A11	NA	black	0	4.1625	0
MGH53_P9_A12	2.8024091922	black	0	4.9111	2.4821
MGH53_P9_B01	NA	black	0	0	0.13488
MGH53_P9_B02	NA	black	0	5.592	0
MGH53_P9_B03	0.260131093182	red	1	3.8368	1.0172
MGH53_P9_B04	NA	black	0	0	2.0851
MGH53_P9_B05	NA	black	0	0	0.094912
MGH53_P9_B06	NA	black	0	0	0.21661
MGH53_P9_B07	NA	black	0	0	0.086784
MGH53_P9_B08	NA	black	0	0	0.28924
MGH53_P9_B09	-0.298491675727	red	1	5.4601	0.24245
MGH53_P9_B11	NA	black	0	0	0.41576
MGH53_P9_B12	NA	black	0	0	0.35614
MGH53_P9_C01	-0.383237248346	red	1	5.5531	0.20163
MGH53_P9_C02	NA	black	0	5.2188	0
MGH53_P9_C03	NA	black	0	5.6579	0
MGH53_P9_C04	0.104664222608	red	1	0.5888	0.40708
MGH53_P9_C05	NA	black	0	4.0582	0
MGH53_P9_C06	NA	black	0	0	0.19661
MGH53_P9_C07	0.762955382728	green3	2	0.3173	0.14274
MGH53_P9_C08	NA	black	0	0	0
MGH53_P9_C09	-0.171858398535	red	1	3.9735	0.096262
MGH53_P9_C10	NA	black	0	2.5142	0
MGH53_P9_C11	NA	black	0	5.6966	0
MGH53_P9_C12	-0.292822176432	red	1	4.7342	0.1635
MGH53_P9_D01	NA	black	0	0	0
MGH53_P9_D02	NA	black	0	0	0.28451
MGH53_P9_D03	NA	black	0	3.9622	0
