Cell_name	Zvalue	Color	Cluster	CREB1	SLC39A1
MGH54_P10_C09	NA	black	0	0	0
MGH54_P10_C10	NA	black	0	0.37518	0
MGH54_P10_C11	NA	black	0	0.10165	0
MGH54_P10_C12	NA	black	0	0.16607	0
MGH54_P10_D01	NA	black	0	0.13093	0
MGH54_P10_D02	2.85825169726	black	0	3.4874	6.4908
MGH54_P10_D03	NA	black	0	0.12565	0
MGH54_P10_D04	NA	black	0	2.4733	0
MGH54_P10_D05	NA	black	0	0.24732	0
MGH54_P10_D06	NA	black	0	4.1447	0
MGH54_P10_D07	NA	black	0	0.72421	0
MGH54_P10_D09	NA	black	0	0	0
MGH54_P10_D10	NA	black	0	0	0
MGH54_P10_D11	NA	black	0	0	0
MGH54_P10_D12	NA	black	0	0.085425	0
MGH54_P10_E01	NA	black	0	0	0
MGH54_P10_E02	NA	black	0	0	0
MGH54_P10_E03	NA	black	0	0.086784	0
MGH54_P10_E04	1.2603257714	green3	2	2.3354	6.0858
MGH54_P10_E05	NA	black	0	0	0
MGH54_P10_E06	NA	black	0	3.9894	0
MGH54_P10_E07	NA	black	0	0.1003	0
MGH54_P10_E08	NA	black	0	0.14012	0
MGH54_P10_E09	0.612522844583	red	1	2.2135	5.0217
MGH54_P10_E10	-0.157890780355	red	1	0.90072	5.2221
MGH54_P10_E11	NA	black	0	0	0
MGH54_P10_E12	NA	black	0	0.15316	0
MGH54_P10_F01	NA	black	0	0	0
MGH54_P10_F02	NA	black	0	0.13488	0
MGH54_P10_F03	NA	black	0	0.3584	0
MGH54_P10_F04	NA	black	0	0.14012	0
MGH54_P10_F05	NA	black	0	4.2989	0
MGH54_P10_F06	NA	black	0	0	0
MGH54_P10_F08	NA	black	0	0	0
MGH54_P10_F09	NA	black	0	0.37629	0
MGH54_P10_F10	NA	black	0	0.1776	0
MGH54_P10_F11	NA	black	0	2.1424	0
MGH54_P10_F12	NA	black	0	0.73812	0
MGH54_P10_G01	NA	black	0	0	5.2472
MGH54_P10_G02	NA	black	0	3.7435	0
MGH54_P10_G03	NA	black	0	0	0
MGH54_P10_G05	1.25818926479	green3	2	0.04684	1.0468
MGH54_P10_G06	NA	black	0	1.1545	0
MGH54_P10_G07	NA	black	0	0.12961	0
MGH54_P10_G09	NA	black	0	3.7418	0
MGH54_P10_G10	NA	black	0	0.090853	0
MGH54_P10_G11	NA	black	0	0	2.1776
MGH54_P10_G12	-1.73737520275	red	1	2.7814	1.7268
MGH54_P10_H02	NA	black	0	0	0
MGH54_P10_H03	NA	black	0	0	0
MGH54_P10_H04	NA	black	0	0	0
MGH54_P10_H05	NA	black	0	0.22651	0
MGH54_P10_H06	NA	black	0	0	0
MGH54_P10_H07	NA	black	0	0	0
MGH54_P10_H08	NA	black	0	0.11902	0
MGH54_P10_H09	NA	black	0	0	0.58015
MGH54_P10_H10	-0.488748250882	red	1	0.21785	4.8819
MGH54_P10_H11	NA	black	0	0	0
MGH54_P10_H12	NA	black	0	0.21785	0
MGH54_P11_A01	NA	black	0	0.12829	0
MGH54_P11_A02	NA	black	0	0	4.487
MGH54_P11_A03	NA	black	0	0	0
MGH54_P11_A04	NA	black	0	0.17505	0
MGH54_P11_A05	NA	black	0	0	0
MGH54_P11_A06	NA	black	0	1.3646	0
MGH54_P11_A08	-1.25543927634	red	1	0.17249	6.4362
MGH54_P11_A09	NA	black	0	2.4942	0
MGH54_P11_A10	NA	black	0	0.094912	0
MGH54_P11_A11	NA	black	0	0	0
MGH54_P11_A12	NA	black	0	0	5.91
MGH54_P11_B01	0.483697083767	red	1	0.27023	2.4639
MGH54_P11_B02	NA	black	0	0	0
MGH54_P11_B03	NA	black	0	0	0
MGH54_P11_B04	NA	black	0	0	0
MGH54_P11_B05	NA	black	0	1.5792	0
MGH54_P11_B06	NA	black	0	0	0
MGH54_P11_B08	NA	black	0	0.26664	0
MGH54_P11_B09	NA	black	0	0	0
MGH54_P11_B10	NA	black	0	2.3994	0
MGH54_P11_B11	NA	black	0	0.76129	0
MGH54_P11_B12	NA	black	0	0	2.7978
MGH54_P11_C01	NA	black	0	5.2013	0
MGH54_P11_C02	NA	black	0	0	0
MGH54_P11_C03	0.0724118119477	red	1	1.2945	4.6575
MGH54_P11_C04	NA	black	0	0	0
MGH54_P11_C05	NA	black	0	0.17887	0
MGH54_P11_C06	NA	black	0	0.11902	0
MGH54_P11_C07	NA	black	0	0	5.3303
MGH54_P11_C08	NA	black	0	0.097611	0
MGH54_P11_C09	NA	black	0	0	0
MGH54_P11_C10	NA	black	0	0.23756	0
MGH54_P11_C12	NA	black	0	0.10702	0
MGH54_P11_D01	NA	black	0	0	0
MGH54_P11_D02	NA	black	0	3.3522	0
MGH54_P11_D03	NA	black	0	0	0
MGH54_P11_D04	NA	black	0	3.43	0
MGH54_P11_D05	NA	black	0	0	4.9584
MGH54_P11_D06	-0.713962474301	red	1	0.16993	5.3068
MGH54_P11_D07	NA	black	0	1.9877	0
MGH54_P11_D08	1.39506308584	green3	2	0.13225	0.42546
MGH54_P11_D09	NA	black	0	0.11103	0
MGH54_P11_D10	NA	black	0	1.0419	0
MGH54_P11_D11	NA	black	0	0.08134	0
MGH54_P11_D12	NA	black	0	0	0
MGH54_P11_E01	NA	black	0	0	0
MGH54_P11_E02	NA	black	0	0	5.1997
MGH54_P11_E03	NA	black	0	0	0
MGH54_P11_E04	0.861890526388	red	1	0.13356	1.7562
MGH54_P11_E05	NA	black	0	0	0
MGH54_P11_E06	NA	black	0	3.4344	0
MGH54_P11_E07	1.14632625661	green3	2	2.8361	5.282
MGH54_P11_E08	NA	black	0	0.13488	0
MGH54_P11_E09	NA	black	0	1.5926	0
MGH54_P11_E10	NA	black	0	0	0
MGH54_P11_E11	NA	black	0	0	0
MGH54_P11_E12	NA	black	0	0.097611	0
MGH54_P11_F01	NA	black	0	0	0
MGH54_P11_F02	NA	black	0	0	0
MGH54_P11_F03	NA	black	0	0.14796	0
MGH54_P11_F04	NA	black	0	0	0
MGH54_P11_F05	NA	black	0	0	0
MGH54_P11_F06	NA	black	0	0.20289	0
MGH54_P11_F07	NA	black	0	0.13619	0
MGH54_P11_F08	NA	black	0	0	0
MGH54_P11_F09	NA	black	0	0.77231	0
MGH54_P11_F10	NA	black	0	0.075875	0
MGH54_P11_F11	NA	black	0	1.082	0
MGH54_P11_F12	NA	black	0	0.066261	0
MGH54_P11_G01	NA	black	0	0.27739	0
MGH54_P11_G02	NA	black	0	0	0
MGH54_P11_G03	NA	black	0	0.13881	0
MGH54_P11_G04	NA	black	0	0	5.0505
MGH54_P11_G05	NA	black	0	0.14926	0
MGH54_P11_G06	NA	black	0	0	0
MGH54_P11_G07	NA	black	0	0.052416	0
MGH54_P11_G08	NA	black	0	0	0
MGH54_P11_G09	NA	black	0	0	0
MGH54_P11_G10	-1.07950979172	red	1	0.23634	6.2333
MGH54_P11_G11	NA	black	0	0.053806	0
MGH54_P11_G12	NA	black	0	0.4351	0
MGH54_P11_H01	NA	black	0	0	0
MGH54_P11_H02	NA	black	0	0.52005	0
MGH54_P11_H03	NA	black	0	2.2525	0
MGH54_P11_H04	NA	black	0	2.5298	0
MGH54_P11_H05	-0.0787767471177	red	1	1.3846	3.2339
MGH54_P11_H06	NA	black	0	0	0
MGH54_P11_H07	NA	black	0	0	0
MGH54_P11_H08	NA	black	0	0	0
MGH54_P11_H09	NA	black	0	0.10836	0
MGH54_P11_H10	NA	black	0	0.27858	0
MGH54_P11_H11	NA	black	0	0	0
MGH54_P11_H12	NA	black	0	0.04684	0
MGH54_P12_A01	NA	black	0	0	5.6874
MGH54_P12_A02	NA	black	0	2.0233	0
MGH54_P12_A03	NA	black	0	0.18523	0
MGH54_P12_A04	NA	black	0	2.923	0
MGH54_P12_A05	1.83775171829	green3	2	3.4555	5.5666
MGH54_P12_A06	NA	black	0	3.4692	0
MGH54_P12_A07	NA	black	0	0.26664	0
MGH54_P12_A08	-0.0780299486279	red	1	0.98768	4.9737
MGH54_P12_A09	NA	black	0	0	0
MGH54_P12_A10	NA	black	0	0	0
MGH54_P12_A11	NA	black	0	0.1003	0
MGH54_P12_B01	NA	black	0	0	1.3156
MGH54_P12_B02	NA	black	0	1.6351	0
MGH54_P12_B03	NA	black	0	1.9646	0
MGH54_P12_B04	NA	black	0	0	5.8084
MGH54_P12_B05	NA	black	0	0.13225	0
MGH54_P12_B06	NA	black	0	1.7999	0
MGH54_P12_B07	0.229646267827	red	1	2.4924	4.1935
MGH54_P12_B08	NA	black	0	3.4791	0
MGH54_P12_B09	NA	black	0	0	3.7868
MGH54_P12_B10	NA	black	0	3.431	0
MGH54_P12_B11	0.100324980144	red	1	1.3271	4.8242
MGH54_P12_C01	NA	black	0	0	0
MGH54_P12_C02	0.205812386017	red	1	1.4521	5.1427
MGH54_P12_C03	NA	black	0	0	0
MGH54_P12_C04	NA	black	0	0	0
MGH54_P12_C05	NA	black	0	0	3.2225
MGH54_P12_C06	NA	black	0	0	1.1922
MGH54_P12_C07	NA	black	0	0	0
MGH54_P12_C08	NA	black	0	0	0
MGH54_P12_C09	NA	black	0	3.9243	0
MGH54_P12_C11	0.210195349622	red	1	1.6884	4.5837
MGH54_P12_C12	NA	black	0	0	0
MGH54_P12_D01	NA	black	0	0	5.2315
MGH54_P12_D02	NA	black	0	0	4.5033
MGH54_P12_D04	NA	black	0	3.7327	0
MGH54_P12_D05	NA	black	0	0	4.4927
MGH54_P12_D06	NA	black	0	0.10836	0
MGH54_P12_D07	NA	black	0	2.9302	0
MGH54_P12_D08	0.774463707753	red	1	1.8639	6.1112
MGH54_P12_D09	NA	black	0	2.9561	0
MGH54_P12_D10	NA	black	0	0.060739	0
MGH54_P12_D11	-0.640114739935	red	1	0.11636	5.0747
MGH54_P12_D12	NA	black	0	0	4.9921
MGH54_P12_E01	-0.0330214052643	red	1	3.235	3.8432
MGH54_P12_E02	NA	black	0	0.123	0
MGH54_P12_E03	NA	black	0	0	0
MGH54_P12_E04	NA	black	0	4.3479	0
MGH54_P12_E05	NA	black	0	0.15575	0
MGH54_P12_E06	NA	black	0	0.071763	0
MGH54_P12_E07	-1.97365054012	red	1	2.2379	0.38626
MGH54_P12_E08	-3.89844260174	black	0	4.0652	1.1757
MGH54_P12_E09	NA	black	0	0.086784	0
MGH54_P12_E10	NA	black	0	3.16	0
MGH54_P12_E11	NA	black	0	0.62106	0
MGH54_P12_E12	NA	black	0	2.0528	0
MGH54_P12_F01	NA	black	0	0.37962	0
MGH54_P12_F02	NA	black	0	4.2248	0
MGH54_P12_F03	NA	black	0	0.70841	0
MGH54_P12_F04	-0.311133426001	red	1	0.6581	5.1562
MGH54_P12_F05	NA	black	0	0	0
MGH54_P12_F06	NA	black	0	0	2.7542
MGH54_P12_F07	NA	black	0	0.36177	0
MGH54_P12_F08	1.45906979003	green3	2	0.09356	0.41468
MGH54_P12_F09	NA	black	0	1.5969	0
MGH54_P12_F10	NA	black	0	0.14796	0
MGH54_P12_F11	NA	black	0	1.898	0
MGH54_P12_F12	NA	black	0	0	0
MGH54_P12_G01	NA	black	0	0.40817	0
MGH54_P12_G02	NA	black	0	2.1976	0
MGH54_P12_G03	-0.321558008859	red	1	0.27977	4.5562
MGH54_P12_G04	NA	black	0	0	0
MGH54_P12_G05	0.842696927899	red	1	0.1776	1.7022
MGH54_P12_G06	NA	black	0	0	0
MGH54_P12_G07	NA	black	0	0.31615	0
MGH54_P12_G08	NA	black	0	0.37629	0
MGH54_P12_G09	NA	black	0	0	0
MGH54_P12_G10	NA	black	0	1.5524	0
MGH54_P12_G11	NA	black	0	3.4988	0
MGH54_P12_H01	NA	black	0	0	2.5929
MGH54_P12_H02	NA	black	0	3.2127	0
MGH54_P12_H03	NA	black	0	3.9425	0
MGH54_P12_H04	NA	black	0	1.044	0
MGH54_P12_H05	NA	black	0	0.84077	0
MGH54_P12_H06	-0.572536826962	red	1	1.6991	1.9191
MGH54_P12_H07	NA	black	0	0	0
MGH54_P12_H09	NA	black	0	0.15056	0
MGH54_P12_H10	NA	black	0	3.1077	0
MGH54_P12_H11	0.864336604721	red	1	0.40272	0.8512
MGH54_P9_A01	NA	black	0	3.4049	0
MGH54_P9_A02	NA	black	0	0.21909	0
MGH54_P9_A03	1.25068685832	green3	2	0.12433	0.82375
MGH54_P9_A04	NA	black	0	2.8568	0
MGH54_P9_A05	-0.415269233194	red	1	1.8659	2.7044
MGH54_P9_A06	1.12986297707	green3	2	0.1635	1.0014
MGH54_P9_A07	NA	black	0	0	0
MGH54_P9_A08	NA	black	0	2.7077	0
MGH54_P9_A09	-1.26322268082	red	1	0.11902	6.3171
MGH54_P9_A10	NA	black	0	0	0
MGH54_P9_A11	NA	black	0	0	0
MGH54_P9_A12	1.1889144748	green3	2	0.25822	0.46048
MGH54_P9_B01	-0.501614917002	red	1	0.1177	4.7929
MGH54_P9_B02	NA	black	0	0	0
MGH54_P9_B03	-0.643352579362	red	1	0.10434	5.0654
MGH54_P9_B04	NA	black	0	0.19409	0
MGH54_P9_B05	NA	black	0	3.9611	0
MGH54_P9_B06	NA	black	0	0.12565	0
MGH54_P9_B07	NA	black	0	0	5.2716
MGH54_P9_B10	NA	black	0	0	0
MGH54_P9_B11	NA	black	0	0.36065	0
MGH54_P9_B12	NA	black	0	0.36513	0
MGH54_P9_C01	NA	black	0	0	0
MGH54_P9_C02	NA	black	0	0.46884	0
MGH54_P9_C03	NA	black	0	3.9346	0
MGH54_P9_C04	NA	black	0	3.7492	0
MGH54_P9_C05	NA	black	0	2.8092	0
MGH54_P9_C06	NA	black	0	0.1137	0
MGH54_P9_C07	0.4199842718	red	1	2.4185	4.5209
MGH54_P9_C08	NA	black	0	3.8395	0
MGH54_P9_C09	NA	black	0	1.7066	0
MGH54_P9_C10	NA	black	0	0	5.2572
MGH54_P9_C11	NA	black	0	3.5409	0
MGH54_P9_C12	NA	black	0	0.23143	0
MGH54_P9_D01	NA	black	0	4.1016	0
MGH54_P9_D03	NA	black	0	3.918	0
MGH54_P9_D04	NA	black	0	3.3709	0
MGH54_P9_D05	NA	black	0	0	0
MGH54_P9_D07	NA	black	0	3.06	0
MGH54_P9_D08	NA	black	0	0	0
MGH54_P9_D09	-1.56619395566	red	1	2.9315	2.0892
MGH54_P9_D10	0.283064257626	red	1	2.7645	4.2165
MGH54_P9_D11	NA	black	0	2.9969	0
MGH54_P9_D12	NA	black	0	0.38847	0
MGH54_P9_E01	0.780163777824	red	1	0.10568	2.0058
MGH54_P9_E02	NA	black	0	2.8213	0
MGH54_P9_E03	NA	black	0	0.13881	0
MGH54_P9_E04	NA	black	0	0	0
MGH54_P9_E05	NA	black	0	0.13225	0
MGH54_P9_E06	-0.570792400222	red	1	0.24001	5.1006
MGH54_P9_E07	NA	black	0	0	0
MGH54_P9_E08	NA	black	0	0	6.6064
MGH54_P9_E09	NA	black	0	3.0932	0
MGH54_P9_E10	NA	black	0	2.6034	0
MGH54_P9_E11	NA	black	0	2.5821	0
MGH54_P9_E12	1.17711717821	green3	2	0.13881	0.96125
MGH54_P9_F01	NA	black	0	0	0
MGH54_P9_F02	NA	black	0	0	0
MGH54_P9_F03	NA	black	0	0	0
MGH54_P9_F04	NA	black	0	0	0
MGH54_P9_F05	NA	black	0	0	4.9636
MGH54_P9_F06	NA	black	0	0	0
MGH54_P9_F07	NA	black	0	0.21412	0
MGH54_P9_F08	NA	black	0	0.21288	0
MGH54_P9_F09	NA	black	0	0	1.3138
MGH54_P9_F10	NA	black	0	0	0
MGH54_P9_F11	NA	black	0	0.10299	0
MGH54_P9_F12	NA	black	0	0	0
MGH54_P9_G01	-0.251367438555	red	1	2.3901	3.4289
MGH54_P9_G02	NA	black	0	1.5869	0
MGH54_P9_G03	0.6278223213	red	1	0.61636	0.52005
MGH54_P9_G04	NA	black	0	0	0
MGH54_P9_G05	NA	black	0	2.7549	0
MGH54_P9_G06	-0.588727213726	red	1	0.08134	4.9281
MGH54_P9_G07	NA	black	0	1.0517	0
MGH54_P9_G08	NA	black	0	0.35727	0
MGH54_P9_G09	NA	black	0	0.15704	0
MGH54_P9_G10	NA	black	0	0.084064	0
MGH54_P9_G12	NA	black	0	0	0
MGH54_P9_H01	NA	black	0	0.6581	0
MGH54_P9_H02	NA	black	0	0	3.8452
MGH54_P9_H03	NA	black	0	0.12961	0
MGH54_P9_H04	NA	black	0	0	0
MGH54_P9_H05	NA	black	0	0.49672	0
MGH54_P9_H06	NA	black	0	0.19912	0
MGH54_P9_H07	NA	black	0	0	0
MGH54_P9_H08	NA	black	0	0	5.2386
MGH54_P9_H09	NA	black	0	0	0
MGH54_P9_H10	NA	black	0	0.15056	0
MGH54_P9_H11	NA	black	0	0.049631	0
MGH54_P9_H12	NA	black	0	0.04684	0
MGH54_P2_A05	NA	black	0	0.16221	0
MGH54_P2_A06	0.386104725138	red	1	0.060739	2.9328
MGH54_P2_A10	-0.681613714561	red	1	0.079975	5.1094
MGH54_P2_B03	-0.654625338799	red	1	0.29631	5.3955
MGH54_P2_B04	NA	black	0	0	0
MGH54_P2_B06	NA	black	0	3.7691	0
MGH54_P2_B09	NA	black	0	2.8154	0
MGH54_P2_B10	NA	black	0	0.055196	0
MGH54_P2_B11	NA	black	0	1.177	0
MGH54_P2_C01	-0.373737287074	red	1	2.6114	3.3288
MGH54_P2_C02	1.81648273685	green3	2	3.5342	5.4952
MGH54_P2_C04	NA	black	0	0	0
MGH54_P2_C05	NA	black	0	0	0
MGH54_P2_C09	NA	black	0	0	0
MGH54_P2_C10	NA	black	0	0.10434	0
MGH54_P2_C11	NA	black	0	0.053806	0
MGH54_P2_D01	NA	black	0	1.7778	0
MGH54_P2_D02	NA	black	0	0.041243	0
MGH54_P2_D03	NA	black	0	2.107	0
MGH54_P2_D04	NA	black	0	0.12961	0
MGH54_P2_E01	NA	black	0	1.058	0
MGH54_P2_E02	NA	black	0	1.8452	0
MGH54_P2_E03	NA	black	0	0	0
MGH54_P2_E04	NA	black	0	3.8379	0
MGH54_P2_E05	NA	black	0	1.5768	0
MGH54_P2_E08	-0.0334113919681	red	1	1.7523	3.7017
MGH54_P2_E11	NA	black	0	0.90766	0
MGH54_P2_E12	NA	black	0	0	0.25701
MGH54_P2_F05	NA	black	0	0	0
MGH54_P2_F06	NA	black	0	0.096262	0
MGH54_P2_F08	NA	black	0	1.8714	0
MGH54_P2_F10	-0.450622308567	red	1	0.088142	4.6596
MGH54_P2_F12	NA	black	0	0	0
MGH54_P2_G02	NA	black	0	0	0
MGH54_P2_G06	NA	black	0	0	0
MGH54_P2_G07	NA	black	0	0	0
MGH54_P2_G08	NA	black	0	2.0834	0
MGH54_P2_G11	NA	black	0	0.29631	0
MGH54_P2_G12	NA	black	0	0	0
MGH54_P2_H02	NA	black	0	0	0.49978
MGH54_P2_H08	NA	black	0	0.062122	0
MGH54_P2_H09	NA	black	0	0.053806	0
MGH54_P2_H11	NA	black	0	0	0
MGH54_P5_A02	NA	black	0	0	0
MGH54_P5_A03	NA	black	0	0	0
MGH54_P5_A04	NA	black	0	0	0
MGH54_P5_A05	NA	black	0	0	5.1371
MGH54_P5_A06	NA	black	0	0.32077	0
MGH54_P5_A07	NA	black	0	0.09356	0
MGH54_P5_A08	NA	black	0	0	0
MGH54_P5_A09	-1.03050255325	red	1	2.8092	2.601
MGH54_P5_A10	NA	black	0	0.1177	0
MGH54_P5_A11	NA	black	0	0	0
MGH54_P5_A12	NA	black	0	1.5955	0
MGH54_P5_B02	NA	black	0	3.0421	0
MGH54_P5_B03	2.89543415451	black	0	3.5779	6.4289
MGH54_P5_B04	NA	black	0	0	5.3118
MGH54_P5_B05	NA	black	0	0	5.8453
MGH54_P5_B06	NA	black	0	0	4.9328
MGH54_P5_B07	1.25556546675	green3	2	0.029983	1.0996
MGH54_P5_B08	NA	black	0	0	0
MGH54_P5_B09	NA	black	0	0.15963	0
MGH54_P5_B10	NA	black	0	0	0
MGH54_P5_B11	NA	black	0	2.6248	0
MGH54_P5_B12	NA	black	0	0.075875	0
MGH54_P5_C01	NA	black	0	0	5.0835
MGH54_P5_C02	NA	black	0	0.17887	0
MGH54_P5_C03	NA	black	0	0	0
MGH54_P5_C04	NA	black	0	0	0
MGH54_P5_C05	NA	black	0	0.16092	0
MGH54_P5_C06	NA	black	0	0.082703	0
MGH54_P5_C07	-0.985890017216	red	1	0.16479	5.8661
MGH54_P5_C08	-0.268622380928	red	1	2.8823	3.5424
MGH54_P5_C09	0.407655024724	red	1	0.073135	2.8772
MGH54_P5_C10	NA	black	0	2.0328	0
MGH54_P5_C11	NA	black	0	0.10165	0
MGH54_P5_C12	NA	black	0	2.3508	0
MGH54_P5_D01	NA	black	0	0	0
MGH54_P5_D02	NA	black	0	0	0
MGH54_P5_D03	NA	black	0	0.97159	0
MGH54_P5_D04	NA	black	0	0.48543	0
MGH54_P5_D05	2.11167537093	green3	2	3.1854	6.0717
MGH54_P5_D06	NA	black	0	1.2425	0
MGH54_P5_D08	NA	black	0	0	5.2735
MGH54_P5_D09	-0.827568503013	red	1	0.048236	5.3458
MGH54_P5_D10	0.522466225181	red	1	0.46467	1.8864
MGH54_P5_D11	NA	black	0	2.4854	0
MGH54_P5_D12	NA	black	0	0	5.1296
MGH54_P5_E01	NA	black	0	0.10165	0
MGH54_P5_E02	NA	black	0	0	0
MGH54_P5_E03	NA	black	0	0.9568	0
MGH54_P5_E04	0.171097160504	red	1	0.67536	2.8645
MGH54_P5_E05	NA	black	0	0.12697	0
MGH54_P5_E06	NA	black	0	0.53903	0
MGH54_P5_E07	1.27147564648	green3	2	0.084064	0.90458
MGH54_P5_E08	NA	black	0	3.7687	0
MGH54_P5_E09	NA	black	0	0	0
MGH54_P5_E10	NA	black	0	2.147	0
MGH54_P5_E11	-0.67414218827	red	1	0.11103	5.1364
MGH54_P5_E12	NA	black	0	0.074505	0
MGH54_P5_F01	NA	black	0	0	0
MGH54_P5_F02	NA	black	0	0.24853	0
MGH54_P5_F03	NA	black	0	0.071763	0
MGH54_P5_F04	NA	black	0	4.1686	0
MGH54_P5_F05	NA	black	0	0.64985	0
MGH54_P5_F06	NA	black	0	0	0
MGH54_P5_F07	NA	black	0	0.079975	0
MGH54_P5_F08	NA	black	0	0.077243	0
MGH54_P5_F10	-0.521757381958	red	1	0.10702	4.8226
MGH54_P5_F11	NA	black	0	0	0
MGH54_P5_F12	NA	black	0	0	6.2006
MGH54_P5_G01	NA	black	0	0.12829	0
MGH54_P5_G02	NA	black	0	0.10434	0
MGH54_P5_G03	NA	black	0	0.11636	0
MGH54_P5_G04	NA	black	0	0	6.1049
MGH54_P5_G05	1.61832597608	green3	2	3.187	5.5467
MGH54_P5_G06	NA	black	0	0	5.5845
MGH54_P5_G07	NA	black	0	0	0
MGH54_P5_G08	-0.514009900274	red	1	0.20539	4.9229
MGH54_P5_G09	NA	black	0	0	0
MGH54_P5_G10	NA	black	0	0.23143	0
MGH54_P5_G11	-0.763704944997	red	1	0.074505	5.262
MGH54_P5_G12	NA	black	0	0	0
MGH54_P5_H01	NA	black	0	0.20038	0
MGH54_P5_H02	0.817060772388	red	1	0.11503	1.9019
MGH54_P5_H03	NA	black	0	0	0.74071
MGH54_P5_H04	NA	black	0	0	2.8803
MGH54_P5_H05	0.085034006174	red	1	0.50894	3.4452
MGH54_P5_H06	-0.341636579105	red	1	2.9978	3.4859
MGH54_P5_H07	NA	black	0	0.46048	0
MGH54_P5_H08	NA	black	0	0.39616	0
MGH54_P5_H09	-1.68328575023	red	1	2.0307	0.28688
MGH54_P5_H10	-0.0127548238023	red	1	0.93357	3.9325
MGH54_P5_H11	0.0333912586644	red	1	1.4319	4.0103
MGH54_P5_H12	-0.648364213425	red	1	0.10299	5.0737
MGH54_P13_A02	NA	black	0	0.15834	0
MGH54_P13_A03	NA	black	0	2.9321	0
MGH54_P13_A04	NA	black	0	0	4.7724
MGH54_P13_A05	NA	black	0	0	3.4243
MGH54_P13_A06	NA	black	0	2.8244	0
MGH54_P13_A07	0.0143253084915	red	1	0.85917	3.6415
MGH54_P13_A09	-0.45676337836	red	1	0.10969	4.6925
MGH54_P13_A10	0.19463793654	red	1	0.11902	3.3118
MGH54_P13_A11	NA	black	0	0	2.0673
MGH54_P13_B01	NA	black	0	0	5.4477
MGH54_P13_B02	NA	black	0	0	5.6539
MGH54_P13_B03	NA	black	0	0	2.43
MGH54_P13_B04	NA	black	0	0	1.4761
MGH54_P13_B05	NA	black	0	4.0657	0
MGH54_P13_B06	0.0858274104982	red	1	2.7394	3.9647
MGH54_P13_B07	NA	black	0	0.15316	0
MGH54_P13_B08	NA	black	0	0	0
MGH54_P13_B10	NA	black	0	0	0
MGH54_P13_B11	NA	black	0	0	0
MGH54_P13_B12	-2.17174180334	black	0	2.7091	1.0969
MGH54_P13_C01	NA	black	0	3.7225	0
MGH54_P13_C02	NA	black	0	0	0
MGH54_P13_C03	NA	black	0	0	0
MGH54_P13_C04	NA	black	0	1.8189	0
MGH54_P13_C05	-2.15467660301	black	0	3.3564	1.8957
MGH54_P13_C06	NA	black	0	0	0
MGH54_P13_C07	NA	black	0	1.9587	0
MGH54_P13_C09	NA	black	0	2.847	0
MGH54_P13_C10	NA	black	0	0	0
MGH54_P13_C11	NA	black	0	0	0
MGH54_P13_C12	NA	black	0	0	0
MGH54_P13_D01	NA	black	0	0	0
MGH54_P13_D02	NA	black	0	0.16736	0
MGH54_P13_D03	NA	black	0	0	0
MGH54_P13_D04	1.16379379223	green3	2	3.5351	4.912
MGH54_P13_D05	NA	black	0	2.7693	0
MGH54_P13_D06	NA	black	0	0.12697	0
MGH54_P13_D07	NA	black	0	0	0
MGH54_P13_D09	NA	black	0	0.15704	0
MGH54_P13_D10	0.352276621971	red	1	2.3802	4.4256
MGH54_P13_D11	NA	black	0	0	0
MGH54_P13_D12	NA	black	0	3.581	0
MGH54_P13_E01	NA	black	0	0.44573	0
MGH54_P13_E02	NA	black	0	0	3.1314
MGH54_P13_E03	NA	black	0	0	1.5979
MGH54_P13_E04	-1.40462240684	red	1	2.8351	2.1798
MGH54_P13_E05	NA	black	0	0.65901	0
MGH54_P13_E06	NA	black	0	0.35952	0
MGH54_P13_E07	NA	black	0	0.15704	0
MGH54_P13_E08	NA	black	0	0	0
MGH54_P13_E09	NA	black	0	0	0
MGH54_P13_E10	-0.248550979563	red	1	1.1795	0.39506
MGH54_P13_E11	-0.172983885156	red	1	2.2948	3.5294
MGH54_P13_E12	-0.547501266151	red	1	0.44679	5.4321
MGH54_P13_F01	-0.500961620328	red	1	0.12433	4.7987
MGH54_P13_F02	NA	black	0	0	0
MGH54_P13_F03	1.14610817311	green3	2	2.6443	5.4576
MGH54_P13_F04	NA	black	0	3.3303	0
MGH54_P13_F05	NA	black	0	2.3109	0
MGH54_P13_F06	NA	black	0	1.9115	0
MGH54_P13_F07	NA	black	0	0	5.4017
MGH54_P13_F08	NA	black	0	2.9048	0
MGH54_P13_F09	NA	black	0	0	0
MGH54_P13_F10	NA	black	0	0.086784	0
MGH54_P13_F11	NA	black	0	0	0
MGH54_P13_F12	NA	black	0	0	0
MGH54_P13_G01	NA	black	0	3.4212	0
MGH54_P13_G02	NA	black	0	0.063503	0
MGH54_P13_G03	NA	black	0	0	4.2044
MGH54_P13_G05	NA	black	0	0	0
MGH54_P13_G06	NA	black	0	0	0
MGH54_P13_G07	-0.203954032953	red	1	0.16993	4.198
MGH54_P13_G08	NA	black	0	0.079975	0
MGH54_P13_G09	0.0099493972908	red	1	1.1486	4.3488
MGH54_P13_G10	NA	black	0	0	0
MGH54_P13_G11	NA	black	0	0	1.4746
MGH54_P13_G12	NA	black	0	0	0
MGH54_P13_H02	NA	black	0	0	4.9217
MGH54_P13_H03	NA	black	0	0.085425	0
