Cell_name	Zvalue	Color	Cluster	F3	SP1
MGH36_P7_A09	NA	black	0	5.5838	0
MGH36_P7_A10	NA	black	0	0.24123	0
MGH36_P7_A11	NA	black	0	0.16221	0
MGH36_P7_A12	NA	black	0	2.2123	0
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	NA	black	0	5.3836	0
MGH36_P7_B03	NA	black	0	0.4049	0
MGH36_P7_B04	NA	black	0	0.72072	0
MGH36_P7_B06	NA	black	0	0	0
MGH36_P7_B07	NA	black	0	0	0
MGH36_P7_B08	0.51606119983	red	1	0.2916	0.092207
MGH36_P7_B09	NA	black	0	0	0
MGH36_P7_B10	NA	black	0	0.25096	0
MGH36_P7_B11	NA	black	0	0.15186	0
MGH36_P7_B12	NA	black	0	0	0
MGH36_P7_C11	-0.526998308239	red	1	3.2144	1.168
MGH36_P7_D01	NA	black	0	3.8086	0
MGH36_P7_D02	NA	black	0	3.4698	0
MGH36_P7_D03	NA	black	0	0.24489	0
MGH36_P7_D05	NA	black	0	0	0
MGH36_P7_D06	NA	black	0	4.6277	0
MGH36_P7_D07	NA	black	0	0	0
MGH36_P7_D08	NA	black	0	0	0
MGH36_P7_D09	NA	black	0	0	0
MGH36_P7_D10	NA	black	0	0	0
MGH36_P7_D11	NA	black	0	0.34142	0
MGH36_P7_E01	NA	black	0	0	0
MGH36_P7_E03	NA	black	0	0.8536	0
MGH36_P7_E04	NA	black	0	0.25096	0
MGH36_P7_E05	NA	black	0	0.27501	0
MGH36_P7_E07	NA	black	0	0.1903	0
MGH36_P7_E08	NA	black	0	0	0
MGH36_P7_E10	NA	black	0	0	0
MGH36_P7_E12	NA	black	0	0.19661	0
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	NA	black	0	0	0
MGH36_P7_F03	NA	black	0	0.10969	0
MGH36_P7_F04	NA	black	0	0.59741	0
MGH36_P7_F06	NA	black	0	0.16736	0
MGH36_P7_F08	NA	black	0	0.22157	0
MGH36_P7_F09	NA	black	0	0	0
MGH36_P7_F10	NA	black	0	0	0
MGH36_P7_F11	NA	black	0	0.19912	0
MGH36_P7_F12	NA	black	0	0	0
MGH36_P7_G01	NA	black	0	0.41359	0
MGH36_P7_G02	NA	black	0	0.16221	0
MGH36_P7_G03	NA	black	0	5.7172	0
MGH36_P7_G04	NA	black	0	0	0
MGH36_P7_G05	NA	black	0	0	0
MGH36_P7_G06	NA	black	0	0.17505	0
MGH36_P7_G08	NA	black	0	0.30568	0
MGH36_P7_G09	NA	black	0	0.20664	0
MGH36_P7_G10	NA	black	0	0	1.2768
MGH36_P7_G11	NA	black	0	0.13881	0
MGH36_P7_H01	NA	black	0	0.31499	0
MGH36_P7_H02	NA	black	0	0	0
MGH36_P7_H03	NA	black	0	5.6764	0
MGH36_P7_H04	NA	black	0	0.48233	0
MGH36_P7_H07	NA	black	0	3.5164	0
MGH36_P7_H08	NA	black	0	0.33914	0
MGH36_P7_H10	NA	black	0	0	0
MGH36_P7_H11	NA	black	0	3.3679	0
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	0.91839	0
MGH36_P5_A03	NA	black	0	0.62947	0
MGH36_P5_A05	NA	black	0	0	0
MGH36_P5_A06	NA	black	0	3.6903	0
MGH36_P5_A07	NA	black	0	4.9317	0
MGH36_P5_A08	-3.2842329569	black	0	5.2416	0.36961
MGH36_P5_A09	NA	black	0	5.5129	0
MGH36_P5_B02	NA	black	0	0.40926	0
MGH36_P5_B03	NA	black	0	0	0
MGH36_P5_B04	NA	black	0	0.48954	0
MGH36_P5_B05	NA	black	0	0	0.63413
MGH36_P5_B06	-0.629089165831	red	1	0.20664	2.6353
MGH36_P5_B07	NA	black	0	0.15316	0
MGH36_P5_B08	NA	black	0	5.88	0
MGH36_P5_B09	NA	black	0	0.11503	0
MGH36_P5_B10	NA	black	0	0	0
MGH36_P5_B11	NA	black	0	5.9891	0
MGH36_P5_C01	NA	black	0	0	0
MGH36_P5_C02	NA	black	0	0.54794	0
MGH36_P5_C03	NA	black	0	0.098958	0
MGH36_P5_C04	NA	black	0	0	0
MGH36_P5_C05	NA	black	0	0.18777	0
MGH36_P5_C06	NA	black	0	4.3241	0
MGH36_P5_C09	NA	black	0	0	0
MGH36_P5_C11	NA	black	0	0	0
MGH36_P5_C12	NA	black	0	0	0
MGH36_P5_D01	NA	black	0	1.6346	0
MGH36_P5_D02	NA	black	0	7.2154	0
MGH36_P5_D03	NA	black	0	0.16479	0
MGH36_P5_D04	0.651620676142	red	1	0.094912	0.1375
MGH36_P5_D06	NA	black	0	0	0
MGH36_P5_D07	NA	black	0	5.615	0
MGH36_P5_D08	NA	black	0	0.35614	0
MGH36_P5_D09	NA	black	0	4.3595	0
MGH36_P5_D11	NA	black	0	0	0
MGH36_P5_D12	NA	black	0	5.7921	0
MGH36_P5_E01	NA	black	0	0	0
MGH36_P5_E02	NA	black	0	0.26664	0
MGH36_P5_E03	NA	black	0	0.074505	0
MGH36_P5_E05	NA	black	0	0.61447	0
MGH36_P5_E07	NA	black	0	0.45207	0
MGH36_P5_E08	NA	black	0	0.49262	0
MGH36_P5_E09	NA	black	0	0.31267	0
MGH36_P5_E10	NA	black	0	0.17377	0
MGH36_P5_E11	NA	black	0	0.02432	0
MGH36_P5_F02	NA	black	0	0.29983	0
MGH36_P5_F04	NA	black	0	4.1633	0
MGH36_P5_F05	NA	black	0	0.089498	0
MGH36_P5_F06	NA	black	0	0.3584	0
MGH36_P5_F07	NA	black	0	0.21288	0
MGH36_P5_F08	NA	black	0	2.9786	0
MGH36_P5_F09	NA	black	0	7.0975	0
MGH36_P5_F10	-0.318711831263	red	1	2.1944	1.0834
MGH36_P5_F11	NA	black	0	0.18777	0
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0.064883	0
MGH36_P5_G04	NA	black	0	0	0
MGH36_P5_G06	NA	black	0	0.11237	0
MGH36_P5_G07	NA	black	0	0.17249	0
MGH36_P5_G08	NA	black	0	0.19661	0
MGH36_P5_G09	NA	black	0	0.20539	0
MGH36_P5_G10	NA	black	0	0.38294	0
MGH36_P5_G11	NA	black	0	0.31383	0
MGH36_P5_H02	NA	black	0	0	0
MGH36_P5_H03	NA	black	0	4.0587	0
MGH36_P5_H05	NA	black	0	0.21412	0
MGH36_P5_H06	NA	black	0	0.19535	0
MGH36_P5_H07	-0.67250332718	red	1	0.26544	2.7983
MGH36_P5_H09	NA	black	0	0	0
MGH36_P10_A02	NA	black	0	0.68347	0
MGH36_P10_A04	NA	black	0	0	0
MGH36_P10_A05	NA	black	0	0.53007	0
MGH36_P10_A06	NA	black	0	0.76469	0
MGH36_P10_A07	NA	black	0	0.81639	0
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	0.25459	0
MGH36_P10_B03	NA	black	0	3.9951	0
MGH36_P10_B05	NA	black	0	0	0
MGH36_P10_B07	NA	black	0	2.0503	0
MGH36_P10_B08	NA	black	0	0	2.2434
MGH36_P10_B10	NA	black	0	0	1.3028
MGH36_P10_B11	NA	black	0	0	0
MGH36_P10_C01	NA	black	0	0.33113	0
MGH36_P10_C03	NA	black	0	0.44042	0
MGH36_P10_C04	NA	black	0	0	0.26424
MGH36_P10_C06	NA	black	0	0	0
MGH36_P10_C07	NA	black	0	5.1205	0
MGH36_P10_C08	NA	black	0	3.5991	0
MGH36_P10_C09	NA	black	0	0	0
MGH36_P10_C10	NA	black	0	0.77737	0
MGH36_P10_C12	NA	black	0	0.24245	0
MGH36_P10_D01	NA	black	0	0	1.1184
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	NA	black	0	0	0
MGH36_P10_D04	NA	black	0	0.338	0
MGH36_P10_D05	NA	black	0	0	0
MGH36_P10_D07	NA	black	0	0.46258	0
MGH36_P10_D09	NA	black	0	5.7937	0
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	NA	black	0	0.58304	0
MGH36_P10_D12	NA	black	0	3.2817	0
MGH36_P10_E02	NA	black	0	3.125	0
MGH36_P10_E03	NA	black	0	0	0
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	-1.17814503067	red	1	5.0291	1.1486
MGH36_P10_E07	NA	black	0	0	0
MGH36_P10_E10	NA	black	0	5.2521	0
MGH36_P10_E11	NA	black	0	4.3268	0
MGH36_P10_E12	NA	black	0	0.39944	0
MGH36_P10_F02	0.1511607225	red	1	0.62574	0.70752
MGH36_P10_F03	NA	black	0	0	0
MGH36_P10_F05	NA	black	0	3.5268	0
MGH36_P10_F06	NA	black	0	0	0
MGH36_P10_F08	NA	black	0	0	0.18777
MGH36_P10_F09	NA	black	0	3.5616	0
MGH36_P10_F10	NA	black	0	0	0
MGH36_P10_F11	NA	black	0	0.33571	0
MGH36_P10_F12	-1.82550291823	black	0	4.0391	0.61164
MGH36_P10_G01	NA	black	0	0.33571	0
MGH36_P10_G02	NA	black	0	0	0.7866
MGH36_P10_G03	NA	black	0	0	0
MGH36_P10_G05	NA	black	0	0	0
MGH36_P10_G06	NA	black	0	0	0
MGH36_P10_G07	NA	black	0	0	0
MGH36_P10_G08	NA	black	0	0.29631	0
MGH36_P10_G09	NA	black	0	0	0
MGH36_P10_G10	NA	black	0	0	0
MGH36_P10_G11	0.462653008378	red	1	0.24245	0.34028
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	1.538	0
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	3.0909	0
MGH36_P10_H11	NA	black	0	0	0.39835
MGH36_P10_H12	-0.861232399439	red	1	3.2141	0.92372
MGH36_P8_A01	NA	black	0	3.0484	0
MGH36_P8_A03	-1.0800656814	red	1	2.4859	0.37407
MGH36_P8_A04	NA	black	0	0	0
MGH36_P8_A06	NA	black	0	0	0
MGH36_P8_A07	NA	black	0	4.5077	0
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	NA	black	0	0.55778	0
MGH36_P8_A11	NA	black	0	0	0.6332
MGH36_P8_A12	NA	black	0	4.5033	0
MGH36_P8_B01	NA	black	0	0	0
MGH36_P8_B02	0.697068191114	red	1	1.9782	2.7935
MGH36_P8_B03	NA	black	0	0	0.079975
MGH36_P8_B04	NA	black	0	0	0
MGH36_P8_B05	NA	black	0	0	0
MGH36_P8_B08	NA	black	0	0	0
MGH36_P8_B09	NA	black	0	0	0.12035
MGH36_P8_B10	NA	black	0	0	0
MGH36_P8_B11	NA	black	0	0	0
MGH36_P8_B12	NA	black	0	0	2.648
MGH36_P8_C01	NA	black	0	0	0
MGH36_P8_C02	NA	black	0	0	2.069
MGH36_P8_C03	NA	black	0	5.2839	0
MGH36_P8_C05	NA	black	0	0	1.6196
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0	0
MGH36_P8_C10	NA	black	0	0	0
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	0	0
MGH36_P8_D03	NA	black	0	5.4309	0
MGH36_P8_D04	NA	black	0	0	0.123
MGH36_P8_D05	NA	black	0	0	0.70752
MGH36_P8_D07	NA	black	0	0.26784	0
MGH36_P8_D08	NA	black	0	0	1.3618
MGH36_P8_D09	NA	black	0	0	0
MGH36_P8_D10	NA	black	0	0.36513	0
MGH36_P8_D11	NA	black	0	0	0
MGH36_P8_D12	NA	black	0	0	0
MGH36_P8_E01	NA	black	0	3.5013	0
MGH36_P8_E02	NA	black	0	0	1.9657
MGH36_P8_E03	NA	black	0	2.7097	0
MGH36_P8_E04	NA	black	0	3.2179	0
MGH36_P8_E05	NA	black	0	0	0
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	NA	black	0	0	0.33228
MGH36_P8_E10	NA	black	0	3.7128	0
MGH36_P8_F02	NA	black	0	0	0
MGH36_P8_F04	NA	black	0	0	0
MGH36_P8_F05	NA	black	0	0	0
MGH36_P8_F07	NA	black	0	4.4536	0
MGH36_P8_F09	NA	black	0	0	0
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	NA	black	0	0	0
MGH36_P8_G03	NA	black	0	1.7075	0
MGH36_P8_G04	NA	black	0	0	0.514
MGH36_P8_G05	NA	black	0	4.8997	0
MGH36_P8_G06	NA	black	0	1.2154	0
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	NA	black	0	0.24732	0
MGH36_P8_G09	0.1269271339	red	1	1.4792	1.9575
MGH36_P8_G10	-2.21925678941	black	0	4.0805	0.42116
MGH36_P8_G12	-1.56339820553	black	0	2.8548	0.20038
MGH36_P8_H01	NA	black	0	0	2.4764
MGH36_P8_H03	NA	black	0	0	0.95606
MGH36_P8_H04	NA	black	0	4.2735	0
MGH36_P8_H06	NA	black	0	0	0
MGH36_P8_H07	NA	black	0	0	0
MGH36_P8_H09	NA	black	0	0	0
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	NA	black	0	0	0.99349
MGH36_P9_A01	NA	black	0	0	0
MGH36_P9_A02	NA	black	0	0.81147	0
MGH36_P9_A03	NA	black	0	4.4352	0
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	0.0664967843546	red	1	0.47405	1.2345
MGH36_P9_A07	NA	black	0	0	1.6731
MGH36_P9_A09	NA	black	0	3.7606	0
MGH36_P9_A10	NA	black	0	0	0
MGH36_P9_A11	NA	black	0	0	0
MGH36_P9_A12	NA	black	0	0	0
MGH36_P9_B01	NA	black	0	0	0
MGH36_P9_B04	NA	black	0	4.7812	0
MGH36_P9_B06	-0.0303706679485	red	1	0.95903	2.082
MGH36_P9_B07	0.540885630249	red	1	2.4547	2.1619
MGH36_P9_B08	-1.97910265632	black	0	3.3019	0.18142
MGH36_P9_B09	0.18852541467	red	1	3.8215	1.6955
MGH36_P9_B10	NA	black	0	0	0
MGH36_P9_B11	NA	black	0	0.36513	0
MGH36_P9_B12	NA	black	0	0	0
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0	0
MGH36_P9_C03	NA	black	0	0	0
MGH36_P9_C05	NA	black	0	3.753	0
MGH36_P9_C07	NA	black	0	0	0.10568
MGH36_P9_C08	NA	black	0	0.45101	0
MGH36_P9_C09	NA	black	0	0	0.93282
MGH36_P9_C11	NA	black	0	0	0.43829
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	NA	black	0	4.3667	0
MGH36_P9_D07	-0.379804252363	red	1	1.4265	0.21785
MGH36_P9_D08	NA	black	0	0	0
MGH36_P9_D09	-1.55031167105	black	0	5.1254	1.0151
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	NA	black	0	0	0
MGH36_P9_E01	NA	black	0	0	0
MGH36_P9_E02	NA	black	0	0	0
MGH36_P9_E03	NA	black	0	0.25701	0
MGH36_P9_E04	NA	black	0	0.26183	0
MGH36_P9_E05	NA	black	0	0	0
MGH36_P9_E06	NA	black	0	0	0
MGH36_P9_E07	NA	black	0	0.36849	0
MGH36_P9_E08	NA	black	0	0	0
MGH36_P9_E10	NA	black	0	0	0
MGH36_P9_E11	-1.33325003727	red	1	4.6586	1.0165
MGH36_P9_E12	NA	black	0	2.1013	0
MGH36_P9_F02	NA	black	0	0	0
MGH36_P9_F03	NA	black	0	0	0
MGH36_P9_F04	NA	black	0	0	0
MGH36_P9_F08	-0.528223156402	red	1	0.23511	2.4888
MGH36_P9_F09	NA	black	0	0	2.334
MGH36_P9_F10	NA	black	0	0	2.885
MGH36_P9_F11	NA	black	0	0	0
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	1.4505	0
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	0
MGH36_P9_G06	NA	black	0	0	0
MGH36_P9_G07	NA	black	0	1.9422	0
MGH36_P9_G08	NA	black	0	0	0
MGH36_P9_G09	NA	black	0	0	0
MGH36_P9_G10	NA	black	0	0	0
MGH36_P9_G11	NA	black	0	0	0
MGH36_P9_H01	NA	black	0	0	0.36513
MGH36_P9_H02	NA	black	0	0	0
MGH36_P9_H03	NA	black	0	3.196	0
MGH36_P9_H04	NA	black	0	3.817	0
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	0	0
MGH36_P9_H08	NA	black	0	0	1.0731
MGH36_P9_H10	NA	black	0	0	0
MGH36_P9_H11	NA	black	0	0	1.6897
MGH36_P9_H12	NA	black	0	0.74502	0
MGH36_P2_A01	NA	black	0	0.40054	0
MGH36_P2_A03	NA	black	0	0.26903	0
MGH36_P2_A04	NA	black	0	1.856	0
MGH36_P2_A05	NA	black	0	0.16607	0
MGH36_P2_A06	NA	black	0	4.9175	0
MGH36_P2_A07	-0.592654060646	red	1	0.35952	2.7968
MGH36_P2_A08	NA	black	0	0	0
MGH36_P2_A11	1.21618501463	green3	2	3.4031	2.4265
MGH36_P2_B03	NA	black	0	0.07861	0
MGH36_P2_B04	NA	black	0	0.28333	0
MGH36_P2_B05	NA	black	0	0	0
MGH36_P2_B06	0.488805101567	red	1	0.32884	0.084064
MGH36_P2_B07	NA	black	0	0.082703	0
MGH36_P2_B08	NA	black	0	2.1104	0
MGH36_P2_B09	NA	black	0	0	0
MGH36_P2_B10	NA	black	0	0.1865	0
MGH36_P2_B11	NA	black	0	0	0
MGH36_P2_B12	NA	black	0	1.4579	0
MGH36_P2_C02	NA	black	0	0.14012	0
MGH36_P2_C03	-0.161181626235	red	1	0.54498	1.992
MGH36_P2_C04	0.539717095733	red	1	0.18777	0.23879
MGH36_P2_C07	NA	black	0	0	0
MGH36_P2_C08	NA	black	0	0.18396	0
MGH36_P2_C09	NA	black	0	0.20414	0
MGH36_P2_C10	NA	black	0	0.38073	0
MGH36_P2_C11	0.170598662492	red	1	0.15316	1.0942
MGH36_P2_C12	NA	black	0	0.23756	0
MGH36_P2_D01	-0.445885314	red	1	4.7046	1.4201
MGH36_P2_D02	NA	black	0	4.1538	0
MGH36_P2_D04	NA	black	0	0	0
MGH36_P2_D05	0.643699795816	red	1	0.13619	0.082703
MGH36_P2_D06	NA	black	0	0	0
MGH36_P2_D07	NA	black	0	5.0485	0
MGH36_P2_D08	NA	black	0	4.304	0
MGH36_P2_D09	0.648818873506	red	1	0.082703	0.1635
MGH36_P2_D10	NA	black	0	4.2147	0
MGH36_P2_D11	NA	black	0	0.8504	0
MGH36_P2_E01	0.286782939314	red	1	0.35614	0.65444
MGH36_P2_E02	NA	black	0	0.32769	0
MGH36_P2_E03	-0.113827457007	red	1	0.23143	1.6758
MGH36_P2_E04	NA	black	0	0.78994	0
MGH36_P2_E06	NA	black	0	0.086784	0
MGH36_P2_E07	NA	black	0	4.8053	0
MGH36_P2_E08	NA	black	0	0.10969	0
MGH36_P2_E09	-0.703178809007	red	1	0.038436	2.5566
MGH36_P2_E10	NA	black	0	0.26544	0
MGH36_P2_F02	NA	black	0	0.088142	0
MGH36_P2_F03	NA	black	0	0.089498	0
MGH36_P2_F04	NA	black	0	0.034216	0
MGH36_P2_F06	NA	black	0	0	0
MGH36_P2_F07	NA	black	0	0.16479	0
MGH36_P2_F08	NA	black	0	0.36625	0
MGH36_P2_F10	NA	black	0	0.38957	0
MGH36_P2_F11	NA	black	0	0.30334	0
MGH36_P2_F12	NA	black	0	0	1.148
MGH36_P2_G01	NA	black	0	0.61447	0
MGH36_P2_G02	NA	black	0	0.084064	0
MGH36_P2_G03	NA	black	0	4.8716	0
MGH36_P2_G04	NA	black	0	0.1137	0
MGH36_P2_G05	NA	black	0	0.10702	0
MGH36_P2_G07	NA	black	0	3.8393	0
MGH36_P2_G08	NA	black	0	0.1865	0
MGH36_P2_G09	NA	black	0	0.10702	0
MGH36_P2_G11	NA	black	0	0	0
MGH36_P2_G12	NA	black	0	0.45733	0
MGH36_P2_H01	NA	black	0	2.0711	0
MGH36_P2_H02	NA	black	0	0	0
MGH36_P2_H03	-0.268595176189	red	1	0.05797	1.886
MGH36_P2_H04	NA	black	0	0.22527	0
MGH36_P2_H05	NA	black	0	0.11103	0
MGH36_P2_H06	NA	black	0	0.11237	0
MGH36_P2_H07	NA	black	0	0.24853	0
MGH36_P2_H10	NA	black	0	0	0
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0	0.66357
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	2.069	0
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	NA	black	0	0	0
MGH53_P5_A11	NA	black	0	0	0
MGH53_P5_B01	NA	black	0	0.62854	0
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	NA	black	0	0	0
MGH53_P5_B05	NA	black	0	0.73466	0
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	-0.389171757588	red	1	0.18523	2.1808
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	0	0
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	1.9015
MGH53_P5_C02	NA	black	0	0	4.4183
MGH53_P5_C03	NA	black	0	0	0
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	-0.768848601292	red	1	0.75104	4.4492
MGH53_P5_C08	NA	black	0	0	0
MGH53_P5_C09	NA	black	0	0	0
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	NA	black	0	0	0
MGH53_P5_D01	NA	black	0	1.4362	0
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	0
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	NA	black	0	0	1.4033
MGH53_P5_E04	NA	black	0	0	0
MGH53_P5_E06	NA	black	0	0	3.207
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0.86076	0
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	0
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	0
MGH53_P5_F10	NA	black	0	0	3.794
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	0	3.8262
MGH53_P5_G04	-0.238548769231	red	1	0.43616	2.0956
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	0	0
MGH53_P5_G08	NA	black	0	0	0
MGH53_P5_G09	NA	black	0	0	1.6677
MGH53_P5_G10	NA	black	0	0	0
MGH53_P5_G11	NA	black	0	0	0
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	0
MGH53_P5_H05	NA	black	0	1.0243	0
MGH53_P5_H07	NA	black	0	1.7736	0
MGH53_P5_H08	NA	black	0	0	2.4699
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	0.459287897549	red	1	0.35502	0.11237
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	NA	black	0	0	3.1484
MGH53_P6_A03	NA	black	0	0	2.7251
MGH53_P6_A04	NA	black	0	0.62761	0
MGH53_P6_A05	NA	black	0	0	0
MGH53_P6_A06	NA	black	0	0	0
MGH53_P6_A07	NA	black	0	0	2.0229
MGH53_P6_A08	NA	black	0	0	3.0954
MGH53_P6_A09	0.5383728423	red	1	0.26544	0.088142
MGH53_P6_A10	NA	black	0	0	0
MGH53_P6_A11	NA	black	0	0	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0	0
MGH53_P6_B03	NA	black	0	0	0
MGH53_P6_B04	NA	black	0	0	0
MGH53_P6_B05	NA	black	0	0	0.09356
MGH53_P6_B06	NA	black	0	0	0
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	NA	black	0	0	1.5331
MGH53_P6_B10	NA	black	0	0.33457	0
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	NA	black	0	0.27858	0
MGH53_P6_C04	NA	black	0	0	0
MGH53_P6_C05	NA	black	0	0	3.179
MGH53_P6_C06	NA	black	0	0	0.1903
MGH53_P6_C07	NA	black	0	0	0
MGH53_P6_C08	NA	black	0	0	0
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	NA	black	0	0	1.8115
MGH53_P6_C11	NA	black	0	0	0
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	0	0.72072
MGH53_P6_D02	-0.27005986604	red	1	0.42008	2.1577
MGH53_P6_D03	NA	black	0	0.77062	0
MGH53_P6_D05	NA	black	0	0	0.22897
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	NA	black	0	0	0
MGH53_P6_D09	NA	black	0	0	0
MGH53_P6_D10	NA	black	0	0.37295	0
MGH53_P6_D11	NA	black	0	0	0
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	0	0
MGH53_P6_E02	0.436014987102	red	1	0.40054	0.064883
MGH53_P6_E03	NA	black	0	0	0
MGH53_P6_E04	NA	black	0	0.88049	0
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0.61259	0
MGH53_P6_E08	NA	black	0	0	0
MGH53_P6_E09	NA	black	0	0.32539	0
MGH53_P6_E10	NA	black	0	0	0
MGH53_P6_F01	NA	black	0	1.3288	0
MGH53_P6_F02	-0.67012968925	red	1	0.57434	3.4768
MGH53_P6_F03	NA	black	0	0	2.2836
MGH53_P6_F04	NA	black	0	0.59072	0
MGH53_P6_F05	0.0616280432545	red	1	0.24123	1.3022
MGH53_P6_F06	NA	black	0	0.28214	0
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	0.35614	0
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	NA	black	0	0	0.17121
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	NA	black	0	0	0.74846
MGH53_P6_G04	NA	black	0	0	0.97306
MGH53_P6_G05	NA	black	0	0	0
MGH53_P6_G06	NA	black	0	0	0
MGH53_P6_G07	NA	black	0	0.32423	0
MGH53_P6_G08	NA	black	0	1.3115	0
MGH53_P6_G09	NA	black	0	5.9906	0
MGH53_P6_G10	NA	black	0	0	0
MGH53_P6_G11	NA	black	0	0.19912	0
MGH53_P6_H01	NA	black	0	0.70841	0
MGH53_P6_H02	NA	black	0	0.28688	0
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	NA	black	0	0	0
MGH53_P6_H05	NA	black	0	0	0
MGH53_P6_H07	NA	black	0	0.67717	0
MGH53_P6_H09	NA	black	0	0	0
MGH53_P6_H10	NA	black	0	0.45733	0
MGH53_P6_H11	NA	black	0	0	0
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	0	1.7368
MGH53_P7_A03	NA	black	0	0	0
MGH53_P7_A04	NA	black	0	0	0.30685
MGH53_P7_A05	NA	black	0	0	0.27501
MGH53_P7_A06	NA	black	0	0	0
MGH53_P7_A07	NA	black	0	0	3.2847
MGH53_P7_A09	NA	black	0	0	0
