Cell_name	Zvalue	Color	Cluster	TSG101	TTF2
MGH36_P7_A01	NA	black	0	0	0
MGH36_P7_A02	0.0159874506592	red	1	4.6432	0.19409
MGH36_P7_A03	NA	black	0	0	0
MGH36_P7_A04	NA	black	0	0	0
MGH36_P7_A06	NA	black	0	5.1137	0
MGH36_P7_A07	NA	black	0	6.3367	0
MGH36_P7_A08	NA	black	0	0	0
MGH36_P7_A09	NA	black	0	6.0193	0
MGH36_P7_A10	NA	black	0	0	0
MGH36_P7_A11	NA	black	0	4.3566	0
MGH36_P7_A12	NA	black	0	0	0
MGH36_P7_B01	NA	black	0	6.6169	0
MGH36_P7_B02	NA	black	0	0	0
MGH36_P7_B03	0.962773250428	green3	2	1.6457	0.10299
MGH36_P7_B04	NA	black	0	5.5211	0
MGH36_P7_B06	NA	black	0	0	0
MGH36_P7_B07	-0.606122305844	red	1	6.8803	0.12035
MGH36_P7_B08	-0.487393549765	red	1	6.5341	0.14012
MGH36_P7_B09	NA	black	0	6.063	0
MGH36_P7_B10	NA	black	0	0	0.1177
MGH36_P7_B11	-0.148832798694	red	1	5.175	0.070389
MGH36_P7_B12	NA	black	0	0	0
MGH36_P7_C11	-0.287343555712	red	1	5.5643	0.045443
MGH36_P7_D01	NA	black	0	0	0
MGH36_P7_D02	-0.280953162318	red	1	5.6944	0.11902
MGH36_P7_D03	NA	black	0	7.5555	0
MGH36_P7_D05	NA	black	0	3.5346	0
MGH36_P7_D06	NA	black	0	0	0
MGH36_P7_D07	NA	black	0	5.4354	0
MGH36_P7_D08	NA	black	0	0	0
MGH36_P7_D09	NA	black	0	4.3667	0
MGH36_P7_D10	NA	black	0	0	0
MGH36_P7_D11	NA	black	0	7.3682	0
MGH36_P7_E01	NA	black	0	0	0.21785
MGH36_P7_E03	NA	black	0	0	0.16479
MGH36_P7_E04	NA	black	0	0	0
MGH36_P7_E05	NA	black	0	0	0
MGH36_P7_E07	NA	black	0	5.8556	0
MGH36_P7_E08	NA	black	0	0	0
MGH36_P7_E10	-0.366622336077	red	1	5.9316	0.096262
MGH36_P7_E12	NA	black	0	5.9217	0
MGH36_P7_F01	NA	black	0	7.0116	0
MGH36_P7_F02	NA	black	0	5.1885	0
MGH36_P7_F03	NA	black	0	0	0
MGH36_P7_F04	NA	black	0	0	0.14274
MGH36_P7_F06	NA	black	0	4.4854	0
MGH36_P7_F08	NA	black	0	6.5846	0
MGH36_P7_F09	NA	black	0	5.2292	0
MGH36_P7_F10	NA	black	0	0	0
MGH36_P7_F11	NA	black	0	5.8729	0
MGH36_P7_F12	NA	black	0	5.0274	0
MGH36_P7_G01	0.406810047213	red	1	3.3996	0.098958
MGH36_P7_G02	NA	black	0	0	0
MGH36_P7_G03	NA	black	0	0	0.10836
MGH36_P7_G04	NA	black	0	0	0.17887
MGH36_P7_G05	NA	black	0	4.9364	0
MGH36_P7_G06	NA	black	0	5.9639	0
MGH36_P7_G08	NA	black	0	4.2904	0
MGH36_P7_G09	NA	black	0	6.803	0
MGH36_P7_G10	NA	black	0	7.0427	0
MGH36_P7_G11	-0.420788120105	red	1	6.0233	0.066261
MGH36_P7_H01	NA	black	0	7.435	0
MGH36_P7_H02	NA	black	0	0	0.069015
MGH36_P7_H03	NA	black	0	5.7474	0
MGH36_P7_H04	-0.328402997549	red	1	5.7594	0.07861
MGH36_P7_H07	NA	black	0	2.6772	0
MGH36_P7_H08	NA	black	0	3.3326	0
MGH36_P7_H10	NA	black	0	0	2.101
MGH36_P7_H11	NA	black	0	0	0.1177
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	5.8863	0
MGH36_P5_A05	-0.587048826218	red	1	7.2733	0.1903
MGH36_P5_A06	NA	black	0	1.3601	0
MGH36_P5_A07	NA	black	0	5.548	0
MGH36_P5_A08	NA	black	0	5.5404	0
MGH36_P5_A09	NA	black	0	0	0
MGH36_P5_B02	NA	black	0	0	0.10299
MGH36_P5_B03	NA	black	0	0	0
MGH36_P5_B04	NA	black	0	0	0.1865
MGH36_P5_B05	-0.0753577494966	red	1	5.2412	0.32998
MGH36_P5_B06	NA	black	0	0	0.066261
MGH36_P5_B07	NA	black	0	0	0
MGH36_P5_B08	NA	black	0	0	0
MGH36_P5_B09	NA	black	0	0	0.053806
MGH36_P5_B10	NA	black	0	0	0.070389
MGH36_P5_B11	NA	black	0	0	0.17887
MGH36_P5_C01	NA	black	0	0	1.6267
MGH36_P5_C02	-0.445580587411	red	1	6.3965	0.14535
MGH36_P5_C03	-0.247211660158	red	1	5.486	0.071763
MGH36_P5_C04	2.70600464447	black	0	6.5075	2.6358
MGH36_P5_C05	NA	black	0	0	0.045443
MGH36_P5_C06	NA	black	0	0	0.049631
MGH36_P5_C09	NA	black	0	6.0936	0
MGH36_P5_C11	NA	black	0	0	0
MGH36_P5_C12	NA	black	0	0.56949	0
MGH36_P5_D01	NA	black	0	0	0
MGH36_P5_D02	-0.580358136355	red	1	6.5912	0.079975
MGH36_P5_D03	-0.207475970126	red	1	5.3664	0.075875
MGH36_P5_D04	-2.80290127082	black	0	0.1375	1.4568
MGH36_P5_D06	NA	black	0	6.9624	0
MGH36_P5_D07	NA	black	0	0	0
MGH36_P5_D08	-0.307361051491	red	1	5.6767	0.071763
MGH36_P5_D09	1.1084221278	black	0	1.3357	0.084064
MGH36_P5_D11	NA	black	0	0	0
MGH36_P5_D12	NA	black	0	5.85	0
MGH36_P5_E01	NA	black	0	6.9634	0
MGH36_P5_E02	-2.66790260087	black	0	2.0186	2.0043
MGH36_P5_E03	NA	black	0	0	0.067639
MGH36_P5_E05	-0.474528900505	red	1	6.1634	0.056584
MGH36_P5_E07	0.950548645486	green3	2	0.1003	0.26664
MGH36_P5_E08	NA	black	0	0	0
MGH36_P5_E09	NA	black	0	0	0.077243
MGH36_P5_E10	NA	black	0	0	0.03984
MGH36_P5_E11	NA	black	0	5.3975	0
MGH36_P5_F02	-0.124075371225	red	1	5.1092	0.084064
MGH36_P5_F04	NA	black	0	6.854	0
MGH36_P5_F05	NA	black	0	0	0.041243
MGH36_P5_F06	NA	black	0	0	0.025738
MGH36_P5_F07	NA	black	0	0	0.055196
MGH36_P5_F08	NA	black	0	0	0.044044
MGH36_P5_F09	NA	black	0	0	0.096262
MGH36_P5_F10	NA	black	0	0	1.595
MGH36_P5_F11	-0.322245194285	red	1	5.718	0.069015
MGH36_P5_G01	NA	black	0	5.8817	0
MGH36_P5_G02	NA	black	0	0	0
MGH36_P5_G04	NA	black	0	1.3329	0
MGH36_P5_G06	NA	black	0	0	0
MGH36_P5_G07	NA	black	0	0	0.07861
MGH36_P5_G08	NA	black	0	0	0.11636
MGH36_P5_G09	-0.231081341312	red	1	5.3809	0.034216
MGH36_P5_G10	NA	black	0	0	0
MGH36_P5_G11	NA	black	0	0	0.071763
MGH36_P5_H02	NA	black	0	6.0636	0
MGH36_P5_H03	NA	black	0	0	0.03984
MGH36_P5_H05	NA	black	0	0	0.10165
MGH36_P5_H06	NA	black	0	0	0.025738
MGH36_P5_H07	-0.333704621926	red	1	5.793	0.085425
MGH36_P5_H09	NA	black	0	3.5195	0
MGH36_P10_A02	NA	black	0	5.289	0
MGH36_P10_A04	0.280149423268	red	1	3.691	0.14796
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	6.1649	0
MGH36_P10_A07	0.544025232506	red	1	2.7194	0.15575
MGH36_P10_A09	NA	black	0	5.9546	0
MGH36_P10_A11	NA	black	0	3.2077	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	0	0
MGH36_P10_B03	NA	black	0	4.7715	0
MGH36_P10_B05	NA	black	0	4.6756	0
MGH36_P10_B07	NA	black	0	4.4292	0
MGH36_P10_B08	NA	black	0	4.9992	0
MGH36_P10_B10	NA	black	0	5.8003	0
MGH36_P10_B11	NA	black	0	0	0.20414
MGH36_P10_C01	0.181718786556	red	1	3.6533	0.29514
MGH36_P10_C03	NA	black	0	1.3606	0
MGH36_P10_C04	NA	black	0	0	0
MGH36_P10_C06	0.13964514572	red	1	4.2313	0.12168
MGH36_P10_C07	NA	black	0	4.2923	0
MGH36_P10_C08	NA	black	0	5.794	0
MGH36_P10_C09	NA	black	0	0	0
MGH36_P10_C10	-0.535137704323	red	1	6.7625	0.14796
MGH36_P10_C12	NA	black	0	5.1638	0
MGH36_P10_D01	NA	black	0	0	0
MGH36_P10_D02	NA	black	0	5.4441	0
MGH36_P10_D03	NA	black	0	6.1149	0
MGH36_P10_D04	NA	black	0	4.8139	0
MGH36_P10_D05	NA	black	0	0	0
MGH36_P10_D07	NA	black	0	4.7847	0
MGH36_P10_D09	NA	black	0	5.3559	0
MGH36_P10_D10	NA	black	0	4.5241	0
MGH36_P10_D11	NA	black	0	4.5435	0
MGH36_P10_D12	NA	black	0	4.0468	0
MGH36_P10_E02	NA	black	0	5.9981	0
MGH36_P10_E03	NA	black	0	3.6539	0
MGH36_P10_E04	NA	black	0	0	0.33342
MGH36_P10_E05	NA	black	0	5.5869	0
MGH36_P10_E07	NA	black	0	5.1834	0
MGH36_P10_E10	NA	black	0	0	0
MGH36_P10_E11	NA	black	0	0	0
MGH36_P10_E12	NA	black	0	5.2158	0
MGH36_P10_F02	NA	black	0	0	0
MGH36_P10_F03	NA	black	0	0	0
MGH36_P10_F05	NA	black	0	0	0
MGH36_P10_F06	NA	black	0	0	0
MGH36_P10_F08	NA	black	0	5.169	0
MGH36_P10_F09	-0.292757283156	red	1	5.7779	0.13488
MGH36_P10_F10	-0.111637326289	red	1	5.0682	0.082703
MGH36_P10_F11	NA	black	0	4.9701	0
MGH36_P10_F12	0.275542501708	red	1	3.8395	0.088142
MGH36_P10_G01	NA	black	0	5.3007	0
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	NA	black	0	5.3506	0
MGH36_P10_G05	NA	black	0	0	0
MGH36_P10_G06	NA	black	0	5.124	0
MGH36_P10_G07	-0.0594348237911	red	1	4.901	0.08134
MGH36_P10_G08	NA	black	0	0	0
MGH36_P10_G09	NA	black	0	4.766	0
MGH36_P10_G10	NA	black	0	4.4131	0
MGH36_P10_G11	NA	black	0	0	0.11503
MGH36_P10_H01	NA	black	0	4.0209	0
MGH36_P10_H03	NA	black	0	2.195	0
MGH36_P10_H04	NA	black	0	0	0
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	0
MGH36_P10_H11	NA	black	0	4.4086	0
MGH36_P10_H12	NA	black	0	5.9143	0
MGH36_P8_A01	NA	black	0	0	0.34596
MGH36_P8_A03	NA	black	0	0	0
MGH36_P8_A04	NA	black	0	0	0
MGH36_P8_A06	NA	black	0	5.4943	0
MGH36_P8_A07	NA	black	0	4.0878	0
MGH36_P8_A08	NA	black	0	0	0
MGH36_P8_A09	NA	black	0	5.0383	0
MGH36_P8_A11	NA	black	0	4.5954	0
MGH36_P8_A12	NA	black	0	5.7984	0
MGH36_P8_B01	NA	black	0	6.5894	0
MGH36_P8_B02	NA	black	0	5.6855	0
MGH36_P8_B03	NA	black	0	5.6836	0
MGH36_P8_B04	NA	black	0	0	0
MGH36_P8_B05	NA	black	0	4.8818	0
MGH36_P8_B08	NA	black	0	5.9638	0
MGH36_P8_B09	NA	black	0	2.3068	0
MGH36_P8_B10	NA	black	0	4.0603	0
MGH36_P8_B11	0.567401359294	red	1	1.5709	0.29514
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	0.148819186486	red	1	3.6621	0.338
MGH36_P8_C02	NA	black	0	0	0
MGH36_P8_C03	NA	black	0	6.9785	0
MGH36_P8_C05	-0.123575261474	red	1	5.2969	0.2302
MGH36_P8_C06	NA	black	0	4.9666	0
MGH36_P8_C09	NA	black	0	0	0
MGH36_P8_C10	0.056517372287	red	1	4.4999	0.15316
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	0.191141196304	red	1	3.4178	0.33113
MGH36_P8_D03	NA	black	0	5.0354	0
MGH36_P8_D04	NA	black	0	4.8861	0
MGH36_P8_D05	NA	black	0	4.5526	0
MGH36_P8_D07	NA	black	0	5.4116	0
MGH36_P8_D08	NA	black	0	3.5163	0
MGH36_P8_D09	NA	black	0	5.5623	0
MGH36_P8_D10	NA	black	0	0	0
MGH36_P8_D11	NA	black	0	5.2669	0
MGH36_P8_D12	NA	black	0	0	0.21785
MGH36_P8_E01	NA	black	0	4.2448	0
MGH36_P8_E02	NA	black	0	4.9404	0
MGH36_P8_E03	0.0394045582391	red	1	4.5713	0.13356
MGH36_P8_E04	NA	black	0	1.0433	0
MGH36_P8_E05	NA	black	0	0	0
MGH36_P8_E06	NA	black	0	5.0817	0
MGH36_P8_E08	NA	black	0	4.1179	0
MGH36_P8_E10	NA	black	0	3.5786	0
MGH36_P8_F02	NA	black	0	4.614	0
MGH36_P8_F04	NA	black	0	3.6792	0
MGH36_P8_F05	NA	black	0	0	0
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	NA	black	0	0	0
MGH36_P8_G01	NA	black	0	4.7203	0
MGH36_P8_G02	NA	black	0	0	0
MGH36_P8_G03	NA	black	0	0	0
MGH36_P8_G04	-0.194021140059	red	1	5.448	0.15316
MGH36_P8_G05	NA	black	0	3.9465	0
MGH36_P8_G06	NA	black	0	4.4373	0
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	NA	black	0	1.067	0
MGH36_P8_G09	NA	black	0	0	0
MGH36_P8_G10	-0.122614280262	red	1	5.2045	0.17632
MGH36_P8_G12	NA	black	0	5.3963	0
MGH36_P8_H01	-0.206808828453	red	1	5.4368	0.12168
MGH36_P8_H03	NA	black	0	0	0
MGH36_P8_H04	NA	black	0	3.364	0
MGH36_P8_H06	NA	black	0	4.1848	0
MGH36_P8_H07	NA	black	0	5.5487	0
MGH36_P8_H09	NA	black	0	5.143	0
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	NA	black	0	3.8061	0
MGH36_P9_A01	NA	black	0	0	0
MGH36_P9_A02	5.51605414489	black	0	7.0558	3.8316
MGH36_P9_A03	NA	black	0	0	0
MGH36_P9_A05	NA	black	0	4.2203	0
MGH36_P9_A06	NA	black	0	0	0.23389
MGH36_P9_A07	NA	black	0	2.6112	0
MGH36_P9_A09	NA	black	0	0	0.35952
MGH36_P9_A10	NA	black	0	3.9261	0
MGH36_P9_A11	NA	black	0	5.1911	0
MGH36_P9_A12	NA	black	0	4.9201	0
MGH36_P9_B01	NA	black	0	5.0738	0
MGH36_P9_B04	NA	black	0	4.3986	0
MGH36_P9_B06	NA	black	0	4.7954	0
MGH36_P9_B07	NA	black	0	4.2313	0
MGH36_P9_B08	1.07017233643	black	0	1.3646	0.096262
MGH36_P9_B09	NA	black	0	0	0
MGH36_P9_B10	NA	black	0	4.6441	0
MGH36_P9_B11	NA	black	0	5.1684	0
MGH36_P9_B12	NA	black	0	0	2.1702
MGH36_P9_C01	NA	black	0	7.794	0
MGH36_P9_C02	NA	black	0	0	0
MGH36_P9_C03	NA	black	0	4.9068	0
MGH36_P9_C05	NA	black	0	3.5865	0
MGH36_P9_C07	NA	black	0	4.4328	0
MGH36_P9_C08	NA	black	0	5.4364	0
MGH36_P9_C09	NA	black	0	5.9782	0
MGH36_P9_C11	NA	black	0	3.9949	0
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	NA	black	0	0	0
MGH36_P9_D07	NA	black	0	4.1948	0
MGH36_P9_D08	NA	black	0	1.0384	0
MGH36_P9_D09	NA	black	0	5.7501	0
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	-0.0102941164703	red	1	4.7538	0.19661
MGH36_P9_E01	NA	black	0	0	0
MGH36_P9_E02	NA	black	0	5.5629	0
MGH36_P9_E03	1.32512679913	black	0	0.36289	0.123
MGH36_P9_E04	NA	black	0	3.5259	0
MGH36_P9_E05	NA	black	0	6.3687	0
MGH36_P9_E06	NA	black	0	0	0.48646
MGH36_P9_E07	NA	black	0	5.7426	0
MGH36_P9_E08	NA	black	0	4.2552	0
MGH36_P9_E10	NA	black	0	0	0
MGH36_P9_E11	-0.00393097363961	red	1	4.6555	0.66357
MGH36_P9_E12	NA	black	0	0	0
MGH36_P9_F02	0.0335541929468	red	1	4.4987	0.30685
MGH36_P9_F03	0.603542569417	red	1	5.2563	2.014
MGH36_P9_F04	NA	black	0	4.6102	0
MGH36_P9_F08	NA	black	0	4.9648	0
MGH36_P9_F09	NA	black	0	0	0
MGH36_P9_F10	0.165880050949	red	1	3.999	0.20539
MGH36_P9_F11	NA	black	0	4.3467	0
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	4.0846	0
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	0
MGH36_P9_G06	-0.321383825548	red	1	5.7991	0.10434
MGH36_P9_G07	NA	black	0	5.5626	0
MGH36_P9_G08	NA	black	0	0	0
MGH36_P9_G09	NA	black	0	2.6528	0
MGH36_P9_G10	-0.180045537448	red	1	5.2793	0.075875
MGH36_P9_G11	NA	black	0	4.7625	0
MGH36_P9_H01	NA	black	0	6.7651	0
MGH36_P9_H02	NA	black	0	0	0
MGH36_P9_H03	NA	black	0	0	0
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	5.8755	0
MGH36_P9_H08	NA	black	0	3.3183	0
MGH36_P9_H10	-0.271145858451	red	1	4.4056	2.0144
MGH36_P9_H11	NA	black	0	5.0575	0
MGH36_P9_H12	-0.226412423173	red	1	5.564	0.14926
MGH36_P2_A01	NA	black	0	0	0.20289
MGH36_P2_A03	NA	black	0	0	0.12829
MGH36_P2_A04	NA	black	0	0	0
MGH36_P2_A05	0.179451229871	red	1	4.1536	0.07861
MGH36_P2_A06	NA	black	0	0	0.067639
MGH36_P2_A07	-0.417086249256	red	1	6.0856	0.090853
MGH36_P2_A08	0.0116825842488	red	1	4.6756	0.084064
MGH36_P2_A11	NA	black	0	0.15704	0
MGH36_P2_B03	NA	black	0	5.2669	0
MGH36_P2_B04	NA	black	0	6.5077	0
MGH36_P2_B05	NA	black	0	0	0.060739
MGH36_P2_B06	0.119879555672	red	1	4.3314	0.086784
MGH36_P2_B07	NA	black	0	4.5429	0
MGH36_P2_B08	-0.0563548691881	red	1	4.8746	0.031395
MGH36_P2_B09	-0.0239925766321	red	1	4.7832	0.03984
MGH36_P2_B10	NA	black	0	0	0.20038
MGH36_P2_B11	NA	black	0	0	0.1635
MGH36_P2_B12	0.153448616931	red	1	4.2283	0.084064
MGH36_P2_C02	NA	black	0	0	0.052416
MGH36_P2_C03	NA	black	0	0	0.11503
MGH36_P2_C04	NA	black	0	2.7364	0
MGH36_P2_C07	0.141572818083	red	1	4.3163	0.027154
MGH36_P2_C08	NA	black	0	0	0
MGH36_P2_C09	-0.13248437893	red	1	4.5229	1.7912
MGH36_P2_C10	NA	black	0	4.6552	0
MGH36_P2_C11	-0.407470297866	red	1	6.1056	0.10702
MGH36_P2_C12	NA	black	0	0	0.05797
MGH36_P2_D01	-0.312129356042	red	1	5.8384	0.13093
MGH36_P2_D02	1.18272946449	black	0	1.2437	0.066261
MGH36_P2_D04	0.105327715955	red	1	4.2714	0.19409
MGH36_P2_D05	0.195982104936	red	1	4.1455	0.044044
MGH36_P2_D06	-0.0798752807562	red	1	4.9431	0.034216
MGH36_P2_D07	-0.387139609207	red	1	6.0475	0.11103
MGH36_P2_D08	NA	black	0	4.9188	0
MGH36_P2_D09	NA	black	0	0	0
MGH36_P2_D10	NA	black	0	0	0.045443
MGH36_P2_D11	NA	black	0	0	0.24732
MGH36_P2_E01	NA	black	0	3.2458	0
MGH36_P2_E02	-0.366696199793	red	1	5.8253	0.055196
MGH36_P2_E03	NA	black	0	0	0.038436
MGH36_P2_E04	NA	black	0	0	0
MGH36_P2_E06	NA	black	0	0	0.11103
MGH36_P2_E07	0.194844205935	red	1	4.1439	0.048236
MGH36_P2_E08	-0.530408374505	red	1	6.2454	0.028569
MGH36_P2_E09	NA	black	0	4.8757	0
MGH36_P2_E10	0.779371594547	green3	2	2.0275	0.13488
MGH36_P2_F02	NA	black	0	0	0
MGH36_P2_F03	NA	black	0	0	0
MGH36_P2_F04	NA	black	0	4.0573	0
MGH36_P2_F06	NA	black	0	0	0.038436
MGH36_P2_F07	NA	black	0	3.9094	0
MGH36_P2_F08	NA	black	0	0	0
MGH36_P2_F10	-0.400495526737	red	1	5.9368	0.05797
MGH36_P2_F11	NA	black	0	0	0.088142
MGH36_P2_F12	-0.104244782372	red	1	5.0085	0.025738
MGH36_P2_G01	NA	black	0	4.6567	0
MGH36_P2_G02	0.929108502309	green3	2	2.1114	0.038436
MGH36_P2_G03	NA	black	0	0	0.079975
MGH36_P2_G04	NA	black	0	0	0
MGH36_P2_G05	0.379348990909	red	1	3.6086	0.049631
MGH36_P2_G07	-0.401203178182	red	1	5.939	0.05797
MGH36_P2_G08	NA	black	0	0	0.029983
MGH36_P2_G09	NA	black	0	0	3.6185
MGH36_P2_G11	NA	black	0	0	0.086784
MGH36_P2_G12	NA	black	0	0	0.042644
MGH36_P2_H01	NA	black	0	0	0.04684
MGH36_P2_H02	NA	black	0	0	0.020058
MGH36_P2_H03	-0.34705700933	red	1	5.8131	0.075875
MGH36_P2_H04	NA	black	0	0	0.015783
MGH36_P2_H05	-0.564400847604	red	1	6.3364	0.025738
MGH36_P2_H06	NA	black	0	0	0.025738
MGH36_P2_H07	-0.854622226224	red	1	7.2301	0.031395
MGH36_P2_H10	NA	black	0	0	0.12829
MGH53_P5_A02	NA	black	0	7.7988	0
MGH53_P5_A03	NA	black	0	5.6787	0
MGH53_P5_A04	NA	black	0	6.9494	0
MGH53_P5_A06	NA	black	0	3.7133	0
MGH53_P5_A07	NA	black	0	7.8969	0
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	NA	black	0	0	0
MGH53_P5_A11	NA	black	0	3.2815	0
MGH53_P5_B01	NA	black	0	6.0058	0
MGH53_P5_B03	NA	black	0	4.8507	0
MGH53_P5_B04	-7.27298743676	black	0	1.6475	4.1257
MGH53_P5_B05	NA	black	0	0	0
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	NA	black	0	0	0
MGH53_P5_B08	NA	black	0	3.3748	0
MGH53_P5_B09	NA	black	0	0	0.36961
MGH53_P5_B10	NA	black	0	4.4684	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	7.059	0
MGH53_P5_C01	NA	black	0	6.2929	0
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	NA	black	0	6.1084	0
MGH53_P5_C04	NA	black	0	6.5389	0
MGH53_P5_C05	NA	black	0	5.0293	0
MGH53_P5_C06	NA	black	0	6.2501	0
MGH53_P5_C07	NA	black	0	0	0
MGH53_P5_C08	NA	black	0	0	0
MGH53_P5_C09	NA	black	0	6.1342	0
MGH53_P5_C10	NA	black	0	4.6302	0
MGH53_P5_C11	NA	black	0	0	3.1015
MGH53_P5_D01	NA	black	0	0	0
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	1.355	0
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	5.6045	0
MGH53_P5_D11	NA	black	0	6.4748	0
MGH53_P5_E01	NA	black	0	5.1604	0
MGH53_P5_E02	NA	black	0	6.5732	0
MGH53_P5_E03	NA	black	0	1.4158	0
MGH53_P5_E04	NA	black	0	0	0
MGH53_P5_E06	NA	black	0	7.0431	0
MGH53_P5_E08	0.923871787272	green3	2	6.9536	1.109
MGH53_P5_E09	NA	black	0	0	0.45312
MGH53_P5_E11	NA	black	0	3.0752	0
MGH53_P5_F01	NA	black	0	6.5356	0
MGH53_P5_F03	NA	black	0	7.9786	0
MGH53_P5_F05	NA	black	0	1.8152	0
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	0.32077
MGH53_P5_F08	NA	black	0	6.5215	0
MGH53_P5_F10	NA	black	0	6.5006	0
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	5.8681	0
MGH53_P5_G04	NA	black	0	0	0
MGH53_P5_G05	NA	black	0	5.4641	0
MGH53_P5_G07	NA	black	0	0	0
MGH53_P5_G08	0.0653378934181	red	1	4.3877	0.2461
MGH53_P5_G09	-0.344639588411	red	1	6.3176	0.21785
MGH53_P5_G10	NA	black	0	8.0353	0
MGH53_P5_G11	-0.146282432089	red	1	5.5536	0.28214
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	0
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	6.2696	0
MGH53_P5_H08	NA	black	0	0	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	6.2105	0
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	NA	black	0	0	0
MGH53_P6_A03	NA	black	0	5.549	0
MGH53_P6_A04	-0.348606110476	red	1	6.2531	0.20163
MGH53_P6_A05	NA	black	0	5.9743	0
MGH53_P6_A06	NA	black	0	0	0
MGH53_P6_A07	NA	black	0	6.9943	0
MGH53_P6_A08	NA	black	0	0	0.11503
MGH53_P6_A09	0.569454247687	red	1	2.7316	0.13488
MGH53_P6_A10	NA	black	0	0	0.079975
MGH53_P6_A11	NA	black	0	6.056	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	6.1204	0
MGH53_P6_B03	NA	black	0	3.4515	0
MGH53_P6_B04	NA	black	0	5.8108	0
MGH53_P6_B05	NA	black	0	0	1.0963
MGH53_P6_B06	-0.363351106589	red	1	7.2422	0.31383
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	NA	black	0	0.59264	0
MGH53_P6_B10	-0.143781605845	red	1	5.6324	0.30685
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	NA	black	0	6.0623	0
MGH53_P6_C04	0.154572294598	red	1	4.2188	0.089498
MGH53_P6_C05	NA	black	0	6.7985	0
MGH53_P6_C06	NA	black	0	0	0
MGH53_P6_C07	NA	black	0	6.0282	0
MGH53_P6_C08	0.13261646522	red	1	4.2109	0.15834
MGH53_P6_C09	NA	black	0	6.1655	0
MGH53_P6_C10	NA	black	0	7.6253	0
MGH53_P6_C11	NA	black	0	0	0
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	6.5751	0
MGH53_P6_D02	NA	black	0	0	0
MGH53_P6_D03	NA	black	0	6.5431	0
MGH53_P6_D05	NA	black	0	6.5496	0
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	NA	black	0	0	0.19156
MGH53_P6_D09	NA	black	0	4.2747	0
MGH53_P6_D10	NA	black	0	0	0
MGH53_P6_D11	NA	black	0	0	0.19409
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	0	0
MGH53_P6_E02	NA	black	0	0	0
MGH53_P6_E03	NA	black	0	7.1164	0
MGH53_P6_E04	NA	black	0	5.7522	0
MGH53_P6_E05	NA	black	0	5.7362	0
MGH53_P6_E06	NA	black	0	4.0854	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	6.7983	0
MGH53_P6_E09	NA	black	0	0	0.15186
MGH53_P6_E10	NA	black	0	0	0
MGH53_P6_F01	NA	black	0	0	0
MGH53_P6_F02	NA	black	0	0	0.10165
MGH53_P6_F03	NA	black	0	6.3423	0
MGH53_P6_F04	NA	black	0	5.8506	0
