Cell_name	Zvalue	Color	Cluster	ATM	MTF1
MGH54_P6_F10	-0.147157131174	green3	2	0.40054	0.73898
MGH54_P6_F11	0.0491997947234	blue	3	0.75617	0.17377
MGH54_P6_F12	NA	black	0	0	0
MGH54_P6_G01	NA	black	0	0.37629	0
MGH54_P6_G02	NA	black	0	0.19787	0
MGH54_P6_G03	NA	black	0	0.097611	0
MGH54_P6_G04	NA	black	0	1.972	0
MGH54_P6_G06	0.326115070881	blue	3	0.098958	0.12697
MGH54_P6_G07	-0.277257621609	green3	2	1.6112	0.18903
MGH54_P6_G08	NA	black	0	0	0.26424
MGH54_P6_G09	NA	black	0	0.90227	0
MGH54_P6_G10	NA	black	0	0	0.48852
MGH54_P6_G11	NA	black	0	0	0
MGH54_P6_G12	0.218884829908	blue	3	0.29983	0.16736
MGH54_P6_H01	-1.75386416521	black	0	0.02432	2.0946
MGH54_P6_H03	0.0625087563728	blue	3	0.66721	0.25459
MGH54_P6_H05	0.0963966790034	blue	3	0.6581	0.13093
MGH54_P6_H06	NA	black	0	0	0.28451
MGH54_P6_H07	0.127634410189	blue	3	0.29278	0.30451
MGH54_P6_H08	NA	black	0	0	0
MGH54_P6_H09	-0.730972242769	green3	2	3.2817	0.29278
MGH54_P6_H10	-0.133205335274	green3	2	1.5023	0.32769
MGH54_P6_H11	0.212126990293	blue	3	2.1947	0.67175
MGH54_P6_H12	-0.0182206175715	green3	2	0.33342	0.51602
MGH54_P7_A02	0.147005488309	blue	3	0.049631	0.33228
MGH54_P7_A03	0.292592454176	blue	3	0.20163	0.1177
MGH54_P7_A04	0.340057585523	blue	3	0.10568	0.10836
MGH54_P7_A06	-0.091930729631	green3	2	1.2863	0.31034
MGH54_P7_A07	0.237068951504	blue	3	0.32769	0.123
MGH54_P7_A08	NA	black	0	0.15575	0
MGH54_P7_A10	0.268524421061	blue	3	0.23634	0.13093
MGH54_P7_A11	0.381541476482	blue	3	0.05797	0.085425
MGH54_P7_A12	NA	black	0	0.12961	0
MGH54_P7_B01	0.228755462752	blue	3	0.21412	0.19409
MGH54_P7_B03	NA	black	0	0.55778	0
MGH54_P7_B04	NA	black	0	0.069015	0
MGH54_P7_B05	-0.0904649954463	green3	2	1.0766	0.10299
MGH54_P7_B06	0.0590630230001	blue	3	0.37518	0.39177
MGH54_P7_B07	0.26850590447	blue	3	0.18903	0.15445
MGH54_P7_B08	0.254107333766	blue	3	0.067639	0.21661
MGH54_P7_B09	NA	black	0	0.2857	0
MGH54_P7_B10	NA	black	0	0	0
MGH54_P7_B12	0.285881646022	blue	3	0.22527	0.1137
MGH54_P7_C01	-0.00304152276559	blue	3	0.32077	0.49262
MGH54_P7_C03	-2.90814735036	black	0	0.2302	3.6704
MGH54_P7_C04	NA	black	0	0.09356	0
MGH54_P7_C05	NA	black	0	3.1789	0
MGH54_P7_C06	-0.578713543177	green3	2	3.6089	0.37962
MGH54_P7_C07	0.023084738123	blue	3	4.2903	0.584
MGH54_P7_C08	0.222286389172	blue	3	0.07861	0.24732
MGH54_P7_C09	-2.03493805244	black	0	4.8505	0.14926
MGH54_P7_C10	NA	black	0	0.26784	0
MGH54_P7_C11	0.0592969708471	blue	3	0.15316	0.41576
MGH54_P7_C12	NA	black	0	0.19661	0
MGH54_P7_D01	0.316918243108	blue	3	0.10434	0.13488
MGH54_P7_D02	0.258434979708	blue	3	0.21909	0.15316
MGH54_P7_D03	NA	black	0	1.8488	0
MGH54_P7_D04	0.385281187952	blue	3	0.052416	0.084064
MGH54_P7_D05	NA	black	0	0	0.21039
MGH54_P7_D06	-1.72109679874	black	0	3.8456	0.069015
MGH54_P7_D08	0.251326853109	blue	3	0.25096	0.14666
MGH54_P7_D11	7.15439639744	black	0	4.2332	2.4647
MGH54_P7_D12	0.389665359219	blue	3	0.045443	0.082703
MGH54_P7_E01	-0.396349962828	green3	2	1.7347	0.12035
MGH54_P7_E02	0.267478522586	blue	3	0.066261	0.20289
MGH54_P7_E03	-1.5948323276	black	0	3.7581	0.089498
MGH54_P7_E04	NA	black	0	2.0545	0
MGH54_P7_E05	0.219617981251	blue	3	0.14274	0.23143
MGH54_P7_E06	0.328188599914	blue	3	0.08134	0.13225
MGH54_P7_E08	NA	black	0	0	0.35727
MGH54_P7_E09	0.268802996637	blue	3	0.05797	0.20414
MGH54_P7_E10	0.164324357517	blue	3	0.46571	0.15575
MGH54_P7_E11	-0.438881666072	green3	2	3.2431	0.39397
MGH54_P7_E12	NA	black	0	0.75189	0
MGH54_P7_F01	0.0946289012247	blue	3	0.17505	0.37184
MGH54_P7_F02	0.336660266627	blue	3	0.069015	0.12829
MGH54_P7_F03	0.295531885984	blue	3	0.12433	0.15056
MGH54_P7_F04	NA	black	0	0.46989	0
MGH54_P7_F05	-0.136413404281	green3	2	1.2582	0.19409
MGH54_P7_F06	0.223881825495	blue	3	0.20163	0.20539
MGH54_P7_F08	0.269221543025	blue	3	0.056584	0.20414
MGH54_P7_F10	NA	black	0	0	0
MGH54_P7_F11	NA	black	0	1.0621	0
MGH54_P7_G01	0.266770479829	blue	3	0.123	0.18396
MGH54_P7_G02	0.321860934313	blue	3	0.20414	0.07861
MGH54_P7_G03	NA	black	0	0.11237	0
MGH54_P7_G04	0.269186416365	blue	3	2.6297	0.67446
MGH54_P7_G06	0.118424983664	blue	3	0.33914	0.30451
MGH54_P7_G07	0.168768510987	blue	3	0.31615	0.23511
MGH54_P7_G08	0.239617632967	blue	3	0.060739	0.23389
MGH54_P7_G09	NA	black	0	0.35502	0
MGH54_P7_G10	NA	black	0	0	0.1375
MGH54_P7_G11	0.284380954741	blue	3	0.24975	0.10165
MGH54_P7_H01	0.31834606347	blue	3	0.14143	0.11636
MGH54_P7_H02	NA	black	0	0.21661	0
MGH54_P7_H04	0.224880768194	blue	3	0.30918	0.15316
MGH54_P7_H05	0.367638607846	blue	3	0.12168	0.069015
MGH54_P7_H09	0.171315265665	blue	3	0.42223	0.17377
MGH54_P7_H10	-0.0220613340448	green3	2	0.082703	0.50589
MGH54_P8_A01	NA	black	0	0.14535	0
MGH54_P8_A06	NA	black	0	2.7294	0
MGH54_P8_A07	0.276158080378	blue	3	0.090853	0.18523
MGH54_P8_A09	-1.03802998016	green3	2	3.0272	0.13356
MGH54_P8_A10	-0.0451962919684	green3	2	0.6248	0.63413
MGH54_P8_A11	0.295080244436	blue	3	0.28688	0.062122
MGH54_P8_A12	0.313906369476	blue	3	0.12697	0.12829
MGH54_P8_B01	NA	black	0	0	0.16864
MGH54_P8_B02	NA	black	0	0	0
MGH54_P8_B04	NA	black	0	0.13225	0
MGH54_P8_B08	NA	black	0	0.09356	0
MGH54_P8_B09	NA	black	0	0.15963	0
MGH54_P8_B12	0.338274213828	blue	3	0.14274	0.092207
MGH54_P8_C02	0.927057496191	cyan	4	4.5898	0.80157
MGH54_P8_C04	NA	black	0	0	0.16479
MGH54_P8_C06	0.409395344401	blue	3	0.048236	0.060739
MGH54_P8_C07	NA	black	0	0	0.071763
MGH54_P8_C09	0.384936731377	blue	3	0.15186	0.031395
MGH54_P8_C12	0.0688359393327	blue	3	0.49467	0.34369
MGH54_P8_D01	NA	black	0	0.13356	0
MGH54_P8_D03	-0.00287713596399	blue	3	0.89685	0.22033
MGH54_P8_D04	0.225162705696	blue	3	0.1776	0.21288
MGH54_P8_D05	0.39558029553	blue	3	0.04684	0.075875
MGH54_P8_D06	0.250489287906	blue	3	0.04684	0.22651
MGH54_P8_D07	0.275921186489	blue	3	0.11237	0.1776
MGH54_P8_D08	0.408837019205	blue	3	0.092207	0.038436
MGH54_P8_D10	0.103943238231	blue	3	0.17505	0.36065
MGH54_P8_D11	0.017381690144	blue	3	0.84559	0.11237
MGH54_P8_D12	0.106448551703	blue	3	0.40817	0.301
MGH54_P8_E01	0.10075721733	blue	3	0.08134	0.37629
MGH54_P8_E04	0.270788918767	blue	3	0.12433	0.17887
MGH54_P8_E05	0.305603908565	blue	3	0.20289	0.1003
MGH54_P8_E07	-1.12355772831	green3	2	3.6326	0.21164
MGH54_P8_E08	0.173239414496	blue	3	0.27858	0.24367
MGH54_P8_E10	0.327646888111	blue	3	0.10702	0.12168
MGH54_P8_F01	0.108726825455	blue	3	0.61353	0.15186
MGH54_P8_F02	NA	black	0	0	0
MGH54_P8_F04	0.349063307377	blue	3	0.15186	0.074505
MGH54_P8_F05	NA	black	0	0.32769	0
MGH54_P8_F06	NA	black	0	0.089498	0
MGH54_P8_F08	0.267444883732	blue	3	0.12433	0.18269
MGH54_P8_F09	0.195246485685	blue	3	0.04684	0.28333
MGH54_P8_F10	0.275190651512	blue	3	0.18777	0.14666
MGH54_P8_F11	0.397029015644	blue	3	0.079975	0.05797
MGH54_P8_F12	0.215608973249	blue	3	0.36849	0.13093
MGH54_P8_G01	0.0738771878993	blue	3	0.51803	0.32308
MGH54_P8_G03	NA	black	0	2.5142	0
MGH54_P8_G04	NA	black	0	0	0
MGH54_P8_G05	NA	black	0	0.12433	0
MGH54_P8_G06	0.259277295655	blue	3	0.053806	0.21537
MGH54_P8_G07	0.111341447339	blue	3	0.47612	0.26063
MGH54_P8_G08	NA	black	0	0.20038	0
MGH54_P8_G09	0.284890311461	blue	3	0.12565	0.16221
MGH54_P8_G10	0.309371923015	blue	3	0.096262	0.14666
MGH54_P8_G11	0.193326177792	blue	3	0.077243	0.27858
MGH54_P8_G12	0.0962549800472	blue	3	0.27858	0.35276
MGH54_P8_H01	NA	black	0	0.10568	0
MGH54_P8_H03	3.80689455436	black	0	3.2609	1.9723
MGH54_P8_H04	NA	black	0	0	0
MGH54_P8_H06	-1.14761050807	black	0	3.0425	0.09356
MGH54_P8_H07	0.27194908273	blue	3	0.29514	0.090853
MGH54_P8_H08	0.149680389844	blue	3	0.13093	0.31499
MGH54_P8_H10	0.281032294236	blue	3	0.075875	0.18523
MGH54_P8_H12	0.126808382876	blue	3	0.16736	0.33457
MGH54_P10_A01	-0.402351212279	green3	2	1.9902	0.21288
MGH54_P10_A02	0.287870682898	blue	3	0.073135	0.17887
MGH54_P10_A03	0.0951260283125	blue	3	0.17887	0.37072
MGH54_P10_A04	0.284749649209	blue	3	0.23511	0.10969
MGH54_P10_A05	-0.0350957133307	green3	2	0.49672	0.56657
MGH54_P10_A06	NA	black	0	0.26903	0
MGH54_P10_A07	NA	black	0	0	0.2857
MGH54_P10_A09	-0.455184626688	green3	2	1.8127	0.10165
MGH54_P10_A10	0.18363438286	blue	3	0.37072	0.18396
MGH54_P10_A11	NA	black	0	1.5864	0
MGH54_P10_A12	0.0271348756874	blue	3	0.42008	0.44148
MGH54_P10_B01	0.204872476149	blue	3	0.085425	0.26424
MGH54_P10_B02	-0.374001596504	green3	2	2.0548	0.25217
MGH54_P10_B03	0.331893482644	blue	3	0.071763	0.13225
MGH54_P10_B05	0.143335177368	blue	3	0.19283	0.30918
MGH54_P10_B06	0.0533921896543	blue	3	0.65444	0.30217
MGH54_P10_B07	-0.10669368899	green3	2	0.14535	0.60502
MGH54_P10_B08	0.110744872082	blue	3	0.50691	0.24367
MGH54_P10_B09	-0.0330955373519	green3	2	0.14926	0.52206
MGH54_P10_B10	NA	black	0	0.27977	0
MGH54_P10_B11	0.170618199016	blue	3	0.44573	0.15834
MGH54_P10_B12	0.305048889428	blue	3	0.11103	0.14535
MGH54_P10_C01	0.128765049919	blue	3	0.47923	0.22157
MGH54_P10_C02	2.31450199283	black	0	1.538	4.6142
MGH54_P10_C03	NA	black	0	0.76469	0
MGH54_P10_C04	NA	black	0	0.29278	0
MGH54_P10_C05	-0.0858404361142	green3	2	0.14274	0.58111
MGH54_P10_C07	0.131913156566	blue	3	0.54003	0.16607
MGH54_P10_C08	-0.210965590791	green3	2	0.1776	0.73292
MGH54_P10_C09	-0.00128823298873	blue	3	1.1577	0.50284
MGH54_P10_C10	0.121546189105	blue	3	0.31962	0.30568
MGH54_P10_C11	0.222286389172	blue	3	0.07861	0.24732
MGH54_P10_C12	-2.619969854	black	0	0.47508	4.4541
MGH54_P10_D01	0.187180981041	blue	3	0.18523	0.25701
MGH54_P10_D02	0.312684799225	blue	3	0.18142	0.10299
MGH54_P10_D03	-0.0408688352925	green3	2	0.10165	0.52707
MGH54_P10_D04	0.312055472693	blue	3	0.19283	0.097611
MGH54_P10_D05	NA	black	0	0.39067	0
MGH54_P10_D06	0.233336906902	blue	3	0.12433	0.22157
MGH54_P10_D07	-0.514168860138	green3	2	1.9797	0.123
MGH54_P10_D09	-0.468058080235	green3	2	1.8496	0.10702
MGH54_P10_D10	NA	black	0	0.23266	0
MGH54_P10_D11	NA	black	0	0	0
MGH54_P10_D12	NA	black	0	0.14143	0
MGH54_P10_E01	0.165235119524	blue	3	0.17887	0.2857
MGH54_P10_E02	0.317517653736	blue	3	0.13225	0.12168
MGH54_P10_E03	0.124991826736	blue	3	0.29396	0.30801
MGH54_P10_E04	NA	black	0	0.11636	0
MGH54_P10_E05	0.228348158793	blue	3	0.35276	0.12035
MGH54_P10_E06	0.282332880064	blue	3	0.082703	0.18142
MGH54_P10_E07	0.33030334556	blue	3	0.075875	0.13225
MGH54_P10_E08	0.300366774222	blue	3	0.10165	0.15445
MGH54_P10_E09	0.354651807948	blue	3	0.15704	0.064883
MGH54_P10_E10	NA	black	0	2.8881	0
MGH54_P10_E11	NA	black	0	0.15834	0
MGH54_P10_E12	-1.16278609568	black	0	3.0742	0.094912
MGH54_P10_F01	NA	black	0	0.1003	0
MGH54_P10_F02	-4.44680031513	black	0	0.10299	4.5398
MGH54_P10_F03	-0.767766797669	green3	2	2.962	0.2302
MGH54_P10_F04	-0.756225143187	green3	2	2.9209	0.22774
MGH54_P10_F05	-0.423245489169	green3	2	0.37629	1.1538
MGH54_P10_F06	0.193601974311	blue	3	0.27381	0.21661
MGH54_P10_F08	-0.640236949326	green3	2	2.1738	0.10434
MGH54_P10_F09	0.253615093881	blue	3	0.27381	0.13093
MGH54_P10_F10	0.209834014136	blue	3	0.15186	0.24001
MGH54_P10_F11	0.309393311398	blue	3	0.19409	0.1003
MGH54_P10_F12	0.362236996923	blue	3	0.23511	0.0043216
MGH54_P10_G01	NA	black	0	0.12035	0
MGH54_P10_G02	NA	black	0	0.45628	0
MGH54_P10_G03	-0.899692496894	green3	2	3.0426	0.19156
MGH54_P10_G05	NA	black	0	0	0
MGH54_P10_G06	0.200946992891	blue	3	0.15834	0.24853
MGH54_P10_G07	0.348478743117	blue	3	0.10836	0.097611
MGH54_P10_G09	NA	black	0	0	0.24732
MGH54_P10_G10	0.121500521238	blue	3	0.35276	0.29514
MGH54_P10_G11	-3.44907680079	black	0	0.03984	3.5368
MGH54_P10_G12	NA	black	0	3.3192	0
MGH54_P10_H02	NA	black	0	0.7277	0
MGH54_P10_H03	NA	black	0	0.23389	0
MGH54_P10_H04	NA	black	0	0.14405	0
MGH54_P10_H05	0.279230744588	blue	3	0.20414	0.13356
MGH54_P10_H06	0.307731423116	blue	3	0.20038	0.098958
MGH54_P10_H07	0.0133989521764	blue	3	0.14796	0.46884
MGH54_P10_H08	0.175903432825	blue	3	0.092207	0.29396
MGH54_P10_H09	NA	black	0	0.19787	0
MGH54_P10_H10	0.040638731477	blue	3	0.18142	0.43616
MGH54_P10_H11	NA	black	0	0	0.30451
MGH54_P10_H12	NA	black	0	0.29396	0
MGH54_P11_A01	-0.263071028091	green3	2	1.5135	0.15575
MGH54_P11_A02	-0.0587660802429	green3	2	0.38847	0.58785
MGH54_P11_A03	NA	black	0	1.1303	0
MGH54_P11_A04	NA	black	0	0.28688	0
MGH54_P11_A05	0.202861810249	blue	3	0.28333	0.19912
MGH54_P11_A06	0.0618352579295	blue	3	0.73466	0.14535
MGH54_P11_A08	-0.0287793674069	green3	2	0.56267	0.56657
MGH54_P11_A09	-0.193392349342	green3	2	1.3623	0.1635
MGH54_P11_A10	-0.0821602242998	green3	2	0.95903	2.9184
MGH54_P11_A11	0.0599756083415	blue	3	0.75873	0.084064
MGH54_P11_A12	0.159825713569	blue	3	0.22527	0.27977
MGH54_P11_B01	-0.536439903112	green3	2	2.4484	0.24123
MGH54_P11_B02	0.127123281056	blue	3	0.3471	0.28806
MGH54_P11_B03	NA	black	0	0.55876	0
MGH54_P11_B04	-0.470588063606	green3	2	3.6492	0.41684
MGH54_P11_B05	-0.253012965922	green3	2	1.4947	0.15834
MGH54_P11_B06	NA	black	0	0.28096	0
MGH54_P11_B08	0.0184970435519	blue	3	0.41468	0.45733
MGH54_P11_B09	0.202813029586	blue	3	0.098958	0.26303
MGH54_P11_B10	NA	black	0	0	0
MGH54_P11_B11	NA	black	0	0	0
MGH54_P11_B12	0.34841676105	blue	3	0.15575	0.073135
MGH54_P11_C01	NA	black	0	3.6271	0
MGH54_P11_C02	NA	black	0	0	0
MGH54_P11_C03	0.17427957731	blue	3	0.094912	0.29514
MGH54_P11_C04	-0.482123633679	green3	2	2.6649	0.30801
MGH54_P11_C05	0.222323244899	blue	3	0.16993	0.21909
MGH54_P11_C06	NA	black	0	1.3173	0
MGH54_P11_C07	-0.72072812	green3	2	2.8777	0.23511
MGH54_P11_C08	0.092515938616	blue	3	0.39177	0.33113
MGH54_P11_C09	-0.72510536189	green3	2	2.9962	0.25338
MGH54_P11_C10	NA	black	0	0.26303	0
MGH54_P11_C12	0.273415803948	blue	3	0.22651	0.12961
MGH54_P11_D01	0.100273354009	blue	3	0.12433	0.37184
MGH54_P11_D02	NA	black	0	0	0
MGH54_P11_D03	NA	black	0	0.584	0
MGH54_P11_D04	-0.384794976257	green3	2	1.7137	0.12168
MGH54_P11_D05	0.0984617030558	blue	3	0.6332	0.16092
MGH54_P11_D06	NA	black	0	0.34823	0
MGH54_P11_D07	0.161036167588	blue	3	0.38405	0.21537
MGH54_P11_D08	-0.00225903188771	blue	3	0.85679	0.54498
MGH54_P11_D09	0.062945278207	blue	3	0.15445	0.41143
MGH54_P11_D10	NA	black	0	0	0.15316
MGH54_P11_D11	NA	black	0	0	0
MGH54_P11_D12	NA	black	0	0	0
MGH54_P11_E01	0.215860603588	blue	3	0.29866	0.17249
MGH54_P11_E02	0.0303925062932	blue	3	0.16607	0.4489
MGH54_P11_E03	0.0492902216148	blue	3	0.23389	0.42223
MGH54_P11_E04	NA	black	0	0.30918	0
MGH54_P11_E05	NA	black	0	0.088142	0
MGH54_P11_E06	NA	black	0	0.075875	0
MGH54_P11_E07	NA	black	0	0	0.20914
MGH54_P11_E08	0.164527807901	blue	3	0.28924	0.25217
MGH54_P11_E09	-1.9384226608	black	0	0.3115	2.9458
MGH54_P11_E10	0.200900247454	blue	3	0.45838	0.085425
MGH54_P11_E11	0.319350624997	blue	3	0.075875	0.14405
MGH54_P11_E12	0.183846741899	blue	3	0.23879	0.24367
MGH54_P11_F01	NA	black	0	0.52206	0
MGH54_P11_F02	NA	black	0	0	0
MGH54_P11_F03	0.0585115177607	blue	3	0.39944	0.38847
MGH54_P11_F04	0.134065120783	blue	3	0.38184	0.26303
MGH54_P11_F05	-0.17876982072	green3	2	2.5746	0.44784
MGH54_P11_F06	-1.02397146039	green3	2	3.6135	0.24001
MGH54_P11_F07	-0.400196389989	green3	2	2.1855	0.26544
MGH54_P11_F08	NA	black	0	0.077243	0
MGH54_P11_F09	-0.946321877797	green3	2	2.9819	0.16092
MGH54_P11_F10	0.29111791453	blue	3	0.1177	0.15834
MGH54_P11_F11	NA	black	0	0.12168	0
MGH54_P11_F12	0.194096259682	blue	3	0.04684	0.28451
MGH54_P11_G01	NA	black	0	0	0
MGH54_P11_G02	NA	black	0	0.14405	0
MGH54_P11_G03	0.18323975753	blue	3	0.09356	0.2857
MGH54_P11_G04	-0.0057061594983	blue	3	0.93357	0.37851
MGH54_P11_G05	0.172375347403	blue	3	0.39944	0.1865
MGH54_P11_G06	0.181519107755	blue	3	0.2302	0.24975
MGH54_P11_G07	NA	black	0	0.20038	0
MGH54_P11_G08	0.189591430711	blue	3	0.42761	0.13488
MGH54_P11_G09	NA	black	0	0.62947	0
MGH54_P11_G10	NA	black	0	4.0016	0
MGH54_P11_G11	NA	black	0	0.3173	0
MGH54_P11_G12	0.0815722617393	blue	3	0.17632	0.38736
MGH54_P11_H01	0.165382393251	blue	3	0.27262	0.25701
MGH54_P11_H02	NA	black	0	0.21537	0
MGH54_P11_H03	NA	black	0	0	0.16993
MGH54_P11_H04	NA	black	0	2.8659	0
MGH54_P11_H05	0.151456679575	blue	3	0.34823	0.24853
MGH54_P11_H06	NA	black	0	0	0.17121
MGH54_P11_H07	NA	black	0	0	0.14274
MGH54_P11_H08	0.15903333718	blue	3	0.28451	0.26183
MGH54_P11_H09	NA	black	0	0.72944	0
MGH54_P11_H10	NA	black	0	0.10969	0
MGH54_P11_H11	NA	black	0	0.10165	0
MGH54_P11_H12	NA	black	0	0.16993	0
MGH54_P12_A01	0.038146089059	blue	3	0.26303	0.4351
MGH54_P12_A02	NA	black	0	0	0
MGH54_P12_A03	-2.26418803864	black	0	0.05797	2.5998
MGH54_P12_A04	NA	black	0	3.283	0
MGH54_P12_A05	6.55953412651	black	0	3.3664	2.9309
MGH54_P12_A06	0.0103734999688	blue	3	3.3148	0.55974
MGH54_P12_A07	-0.460374963939	green3	2	2.6805	0.32077
MGH54_P12_A08	-1.48262456484	black	0	0.67627	4.0898
MGH54_P12_A09	-0.652865746671	green3	2	2.1408	0.084064
MGH54_P12_A10	-0.335370893677	green3	2	1.8938	0.23756
MGH54_P12_A11	-0.341929467985	green3	2	2.2259	0.3115
MGH54_P12_B01	4.70448245697	black	0	3.0402	2.5061
MGH54_P12_B02	0.216817265762	blue	3	0.24245	0.19787
MGH54_P12_B03	NA	black	0	0	0.20163
MGH54_P12_B04	NA	black	0	0.18523	0
MGH54_P12_B05	NA	black	0	1.4281	0
MGH54_P12_B06	0.176234641615	blue	3	0.12697	0.2857
MGH54_P12_B07	NA	black	0	0.25822	0
MGH54_P12_B08	0.31480472951	blue	3	0.1635	0.10969
MGH54_P12_B09	-0.998072923643	green3	2	2.8388	0.10702
MGH54_P12_B10	0.7389603018	blue	3	2.2732	1
MGH54_P12_B11	0.353955683218	blue	3	0.22897	0.020058
MGH54_P12_C01	-0.196466476511	green3	2	2.5683	0.43829
MGH54_P12_C02	NA	black	0	0.59741	0
MGH54_P12_C03	0.00604988194346	blue	3	1.7765	0.52707
MGH54_P12_C04	-0.0556602706108	green3	2	1.2804	0.38626
MGH54_P12_C05	-0.264780512812	green3	2	0.43296	0.96125
MGH54_P12_C06	-0.16779691384	green3	2	0.25217	0.70664
MGH54_P12_C07	-0.490409874669	green3	2	0.33571	1.2029
MGH54_P12_C08	NA	black	0	0	0.87814
MGH54_P12_C09	NA	black	0	0.12168	0
MGH54_P12_C11	NA	black	0	0.45733	0
MGH54_P12_C12	NA	black	0	0.49774	0
MGH54_P12_D01	-0.174449067342	green3	2	0.34142	0.75275
MGH54_P12_D02	0.273653764055	blue	3	0.11237	0.18015
MGH54_P12_D04	0.157736625592	blue	3	0.22651	0.28214
MGH54_P12_D05	NA	black	0	0.18142	0
MGH54_P12_D06	-0.0441395379347	green3	2	1.0594	0.28096
MGH54_P12_D07	NA	black	0	0.37184	0
MGH54_P12_D08	NA	black	0	0	1.2339
MGH54_P12_D09	0.17674572389	blue	3	0.43296	0.15575
MGH54_P12_D10	NA	black	0	0.44573	0
MGH54_P12_D11	-0.0737377111874	green3	2	1.0314	0.07861
MGH54_P12_D12	0.0435890845532	blue	3	0.78241	0.13356
MGH54_P12_E01	NA	black	0	0.82944	0
MGH54_P12_E02	-0.753298379675	green3	2	0.26424	1.4521
MGH54_P12_E03	NA	black	0	0	0.11636
MGH54_P12_E04	NA	black	0	0.18523	0
MGH54_P12_E05	NA	black	0	0.32769	0
MGH54_P12_E06	-0.197243922234	green3	2	1.3918	0.1776
MGH54_P12_E07	-1.21282175347	black	0	0.24001	1.9479
MGH54_P12_E08	-0.235590335965	green3	2	1.9088	0.32539
MGH54_P12_E09	0.269241000042	blue	3	0.075875	0.19787
MGH54_P12_E10	NA	black	0	1.1744	0
MGH54_P12_E11	NA	black	0	0.041243	0
MGH54_P12_E12	0.238063856073	blue	3	0.26903	0.15575
MGH54_P12_F01	NA	black	0	0	0.47405
MGH54_P12_F02	0.145214507157	blue	3	0.19283	0.30685
MGH54_P12_F03	NA	black	0	0	0
MGH54_P12_F04	0.110763876504	blue	3	0.12829	0.35952
MGH54_P12_F05	NA	black	0	0.46884	0
MGH54_P12_F06	-2.73889381773	black	0	0.22774	3.4989
MGH54_P12_F07	NA	black	0	0	0.23143
MGH54_P12_F08	-0.323842654118	green3	2	1.5782	0.11636
MGH54_P12_F09	NA	black	0	0.26303	0
MGH54_P12_F10	-0.0563855406094	green3	2	0.19535	0.55385
MGH54_P12_F11	0.342856269022	blue	3	0.13225	0.092207
MGH54_P12_F12	0.305621727633	blue	3	0.17249	0.11636
MGH54_P12_G01	NA	black	0	0	0.34142
MGH54_P12_G02	-0.631675979353	green3	2	2.9111	0.27858
MGH54_P12_G03	NA	black	0	0.21039	0
MGH54_P12_G04	NA	black	0	3.1961	0
MGH54_P12_G05	-0.0195635228762	green3	2	0.94636	0.21537
MGH54_P12_G06	NA	black	0	0.11902	0
MGH54_P12_G07	NA	black	0	0.25217	0
MGH54_P12_G08	NA	black	0	1.0086	0
MGH54_P12_G09	NA	black	0	1.9605	0
MGH54_P12_G10	0.162896220596	blue	3	0.51904	0.10969
MGH54_P12_G11	NA	black	0	0.03984	0
MGH54_P12_H01	NA	black	0	0	0
MGH54_P12_H02	NA	black	0	0	0
MGH54_P12_H03	NA	black	0	0.096262	0
MGH54_P12_H04	-0.398482470769	green3	2	2.8504	0.37072
MGH54_P12_H05	0.236083175367	blue	3	0.13356	0.21537
MGH54_P12_H06	NA	black	0	0.19787	0
MGH54_P12_H07	-0.874350352978	green3	2	3.4649	0.26784
MGH54_P12_H09	NA	black	0	0	0.1903
MGH54_P12_H10	NA	black	0	0	0.23266
MGH54_P12_H11	NA	black	0	0.50284	0
MGH54_P9_A01	0.261483271011	blue	3	0.20539	0.15575
MGH54_P9_A02	-0.5531489033	green3	2	2.6374	0.26903
MGH54_P9_A03	NA	black	0	2.184	0
MGH54_P9_A04	0.244677806768	blue	3	0.29396	0.13225
MGH54_P9_A05	0.319099953867	blue	3	0.20789	0.079975
MGH54_P9_A06	0.308038768114	blue	3	0.063503	0.16092
MGH54_P9_A07	0.280552764403	blue	3	0.14405	0.15963
MGH54_P9_A08	NA	black	0	0	0.15704
MGH54_P9_A09	0.195081499523	blue	3	0.089498	0.27381
MGH54_P9_A10	0.0614871800763	blue	3	0.72683	0.16607
MGH54_P9_A11	NA	black	0	1.5033	0
MGH54_P9_A12	NA	black	0	0.11902	0
MGH54_P9_B01	-2.19909628447	black	0	0.24732	3.0241
MGH54_P9_B02	NA	black	0	0	0
MGH54_P9_B03	NA	black	0	0	0
MGH54_P9_B04	NA	black	0	0	0
MGH54_P9_B05	0.256216821689	blue	3	0.1177	0.19787
MGH54_P9_B06	0.0965950122196	blue	3	0.61918	0.18523
MGH54_P9_B07	0.306749348853	blue	3	0.19283	0.10434
MGH54_P9_B10	-0.53332436933	green3	2	2.0507	0.13488
MGH54_P9_B11	0.120295332661	blue	3	0.12433	0.34937
MGH54_P9_B12	NA	black	0	0	0
MGH54_P9_C01	-0.646743585673	green3	2	2.6225	0.22033
MGH54_P9_C02	NA	black	0	0.50894	0
MGH54_P9_C03	2.55859499026	black	0	1.8667	3.04
MGH54_P9_C04	NA	black	0	0	0
MGH54_P9_C05	NA	black	0	0.066261	0
MGH54_P9_C06	0.176699926765	blue	3	0.10434	0.29042
MGH54_P9_C07	NA	black	0	0.14274	0
MGH54_P9_C08	-0.726233674232	green3	2	3.1159	0.27143
