Cell_name	Zvalue	Color	Cluster	POU2AF1	POU2F1
MGH53_P10_C12	NA	black	0	0	0
MGH53_P10_D01	0.579783015625	green3	2	0.20789	0.032806
MGH53_P10_D02	NA	black	0	0	0
MGH53_P10_D03	NA	black	0	0	0.10969
MGH53_P10_D04	NA	black	0	0	0
MGH53_P10_D05	NA	black	0	0	3.247
MGH53_P10_D06	NA	black	0	0	2.6922
MGH53_P10_D07	NA	black	0	0	2.409
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	NA	black	0	0	0.16479
MGH53_P10_D12	1.21551561866	green3	2	0.80735	2.3727
MGH53_P10_E01	NA	black	0	0	0.04684
MGH53_P10_E03	NA	black	0	0.18142	0
MGH53_P10_E04	NA	black	0	0	0
MGH53_P10_E05	NA	black	0	0	0.54399
MGH53_P10_E06	NA	black	0	0	0
MGH53_P10_E07	NA	black	0	0	0.91686
MGH53_P10_E08	NA	black	0	0.82701	0
MGH53_P10_E09	0.326633773274	green3	2	0.29631	0.069015
MGH53_P10_E10	NA	black	0	0	0
MGH53_P10_E11	NA	black	0	0	0
MGH53_P10_E12	NA	black	0	0	3.9814
MGH53_P10_F01	NA	black	0	0.24732	0
MGH53_P10_F02	NA	black	0	0.13356	0
MGH53_P10_F03	NA	black	0	0	0.1137
MGH53_P10_F04	0.0316742239743	green3	2	0.45418	1.8061
MGH53_P10_F05	NA	black	0	0	0.33685
MGH53_P10_F06	NA	black	0	0	3.2895
MGH53_P10_F07	NA	black	0	0	1.5768
MGH53_P10_F08	NA	black	0	0	2.4367
MGH53_P10_F09	NA	black	0	0	0.077243
MGH53_P10_F10	-0.0519239410789	green3	2	0.419	1.9884
MGH53_P10_F12	NA	black	0	0	0.029983
MGH53_P10_G01	0.299136246267	green3	2	0.17632	0.60786
MGH53_P10_G02	NA	black	0	0	0.26424
MGH53_P10_G03	0.630055882151	green3	2	0.18777	0.03984
MGH53_P10_G04	-0.368226411398	green3	2	0.36849	2.7489
MGH53_P10_G05	NA	black	0	0	0.049631
MGH53_P10_G07	-1.01951953048	green3	2	0.25217	2.9407
MGH53_P10_G08	NA	black	0	0.84559	0
MGH53_P10_G09	NA	black	0	0	0.33457
MGH53_P10_G11	NA	black	0	0	0
MGH53_P10_H01	0.0509924275017	green3	2	0.24245	0.96125
MGH53_P10_H02	NA	black	0	0	2.629
MGH53_P10_H04	NA	black	0	0	0.092207
MGH53_P10_H05	NA	black	0	0	1.9705
MGH53_P10_H06	NA	black	0	0.43723	0
MGH53_P10_H07	-0.456412161788	green3	2	0.57531	0.053806
MGH53_P10_H08	0.0420445567496	green3	2	0.4678	1.5622
MGH53_P10_H09	NA	black	0	0	0.029983
MGH53_P10_H10	NA	black	0	0.41251	0
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0.29983	0
MGH53_P11_A02	NA	black	0	0	1.9971
MGH53_P11_A03	NA	black	0	0	0.041243
MGH53_P11_A04	-0.233917432071	green3	2	0.51096	0.1776
MGH53_P11_A06	NA	black	0	0	0.57531
MGH53_P11_A08	-0.0452134143766	green3	2	0.43189	0.044044
MGH53_P11_A09	NA	black	0	0	0.038436
MGH53_P11_A10	-0.137048303499	green3	2	0.16092	1.2382
MGH53_P11_A11	-0.154328038148	green3	2	0.47093	0.05797
MGH53_P11_A12	NA	black	0	0	0
MGH53_P11_B01	NA	black	0	0	0.067639
MGH53_P11_B02	NA	black	0	0.44996	0
MGH53_P11_B04	NA	black	0	0	0.92448
MGH53_P11_B05	0.566330570473	green3	2	0.20163	0.088142
MGH53_P11_B06	0.530444903821	green3	2	0.20664	0.13093
MGH53_P11_B07	NA	black	0	0	1.1414
MGH53_P11_B08	NA	black	0	0.24367	0
MGH53_P11_B09	NA	black	0	0	0
MGH53_P11_B11	1.27540393429	green3	2	0.66448	3.3885
MGH53_P11_B12	NA	black	0	0	0.07861
MGH53_P11_C01	NA	black	0	0	0.0043216
MGH53_P11_C02	NA	black	0	0	0.1003
MGH53_P11_C03	NA	black	0	0	1.5044
MGH53_P11_C04	NA	black	0	0.14666	0
MGH53_P11_C05	NA	black	0	0.20038	0
MGH53_P11_C06	NA	black	0	0	0
MGH53_P11_C07	-0.365556176803	green3	2	0.27143	1.8699
MGH53_P11_C08	0.40100316018	green3	2	0.27143	0.04684
MGH53_P11_C09	0.0518161630672	green3	2	0.46153	2.8197
MGH53_P11_C10	NA	black	0	0	0
MGH53_P11_C11	NA	black	0	0	0
MGH53_P11_C12	0.147092367695	green3	2	0.68257	1.338
MGH53_P11_D01	-0.0626516808798	green3	2	0.32998	1.301
MGH53_P11_D02	NA	black	0	0	2.4563
MGH53_P11_D03	NA	black	0	0.48543	0
MGH53_P11_D04	NA	black	0	0	0
MGH53_P11_D05	NA	black	0	0.23634	0
MGH53_P11_D07	NA	black	0	0	0.048236
MGH53_P11_D08	1.06561339971	green3	2	0.010064	0.066261
MGH53_P11_D09	0.888559049276	green3	2	0.62012	3.0783
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	NA	black	0	0	0
MGH53_P11_D12	NA	black	0	0.30801	0
MGH53_P11_E01	-0.797796869899	green3	2	0.15834	2.0875
MGH53_P11_E02	0.0274094639933	green3	2	0.52507	1.2073
MGH53_P11_E04	0.520126303414	green3	2	0.20914	0.13881
MGH53_P11_E06	NA	black	0	0	0
MGH53_P11_E08	NA	black	0	0	0
MGH53_P11_E09	-0.534800400573	green3	2	0.31499	2.5592
MGH53_P11_E10	NA	black	0	0	0.13093
MGH53_P11_E11	NA	black	0	0	0.21909
MGH53_P11_E12	NA	black	0	0	0.066261
MGH53_P11_F01	NA	black	0	0	2.3802
MGH53_P11_F02	NA	black	0	0	0
MGH53_P11_F03	NA	black	0	0	0.07861
MGH53_P11_F04	NA	black	0	0	0
MGH53_P11_F05	-0.0181564693018	green3	2	0.36289	1.1782
MGH53_P11_F07	-0.112900833861	green3	2	0.56071	0.79909
MGH53_P11_F10	NA	black	0	0	0.9782
MGH53_P11_F11	NA	black	0	0	2.1972
MGH53_P11_F12	NA	black	0	0	0.2857
MGH53_P11_G01	NA	black	0	0	0
MGH53_P11_G02	-0.98626815785	green3	2	0.29748	3.345
MGH53_P11_G03	0.315990467999	green3	2	0.301	0.062122
MGH53_P11_G04	NA	black	0	0	1.539
MGH53_P11_G05	NA	black	0	0.26063	0
MGH53_P11_G06	NA	black	0	0.91762	0
MGH53_P11_G07	-0.164239319599	green3	2	0.30217	1.5271
MGH53_P11_G08	NA	black	0	0	0
MGH53_P11_G09	NA	black	0	0.20664	0
MGH53_P11_G10	NA	black	0	0	0.073135
MGH53_P11_G11	-0.675538301512	green3	2	0.19283	2.0566
MGH53_P11_G12	NA	black	0	0	0.16092
MGH53_P11_H01	NA	black	0	0.6173	0
MGH53_P11_H02	-1.01998439313	green3	2	0.76808	0.067639
MGH53_P11_H04	NA	black	0	0	0.08134
MGH53_P11_H05	NA	black	0	0	0
MGH53_P11_H06	0.329659906551	green3	2	0.2916	0.1003
MGH53_P11_H07	-0.159576746127	green3	2	0.123	1.237
MGH53_P11_H08	NA	black	0	0	3.0778
MGH53_P11_H09	NA	black	0	0	0
MGH53_P11_H10	NA	black	0	0	3.4326
MGH53_P11_H11	NA	black	0	0	0.94486
MGH53_P11_H12	0.578257917355	green3	2	0.20539	0.048236
MGH53_P9_A01	NA	black	0	0	0.1776
MGH53_P9_A02	NA	black	0	0	1.923
MGH53_P9_A03	NA	black	0	0	0
MGH53_P9_A04	NA	black	0	0	1.856
MGH53_P9_A05	NA	black	0	0	2.6749
MGH53_P9_A06	NA	black	0	0	0.067639
MGH53_P9_A07	1.16204423412	green3	2	0.71809	2.7168
MGH53_P9_A08	-0.193429451432	green3	2	0.30685	1.6234
MGH53_P9_A09	-1.49017077636	black	0	0.24489	3.6096
MGH53_P9_A10	NA	black	0	0	1.5898
MGH53_P9_A11	NA	black	0	0	0.069015
MGH53_P9_A12	NA	black	0	0	0
MGH53_P9_B01	NA	black	0	0	0.085425
MGH53_P9_B02	NA	black	0	0	0
MGH53_P9_B03	NA	black	0	0.64432	0
MGH53_P9_B04	NA	black	0	0	2.8869
MGH53_P9_B05	-0.0598718426126	green3	2	0.29748	1.2351
MGH53_P9_B06	NA	black	0	0.4813	0
MGH53_P9_B07	0.42340968322	green3	2	0.25217	0.11902
MGH53_P9_B08	0.173225531622	green3	2	0.26424	0.6663
MGH53_P9_B09	0.378700296777	green3	2	0.27858	0.055196
MGH53_P9_B11	0.485806778081	green3	2	0.23756	0.062122
MGH53_P9_B12	NA	black	0	0	2.1754
MGH53_P9_C01	NA	black	0	0	0
MGH53_P9_C02	NA	black	0	0	0
MGH53_P9_C03	0.144697790991	green3	2	0.36289	0.086784
MGH53_P9_C04	-0.0258876717132	green3	2	0.42116	1.7027
MGH53_P9_C05	NA	black	0	0	0
MGH53_P9_C06	-0.0431149185193	green3	2	0.28924	1.1814
MGH53_P9_C07	NA	black	0	0.40708	0
MGH53_P9_C08	NA	black	0	0	0
MGH53_P9_C09	NA	black	0	0	0
MGH53_P9_C10	NA	black	0	0	0.13225
MGH53_P9_C11	NA	black	0	0	0
MGH53_P9_C12	NA	black	0	0	1.751
MGH53_P9_D01	-1.28449110186	green3	2	0.25822	3.4302
MGH53_P9_D02	NA	black	0	0	1.0936
MGH53_P9_D03	NA	black	0	0	0
MGH53_P9_D04	NA	black	0	0	1.0614
MGH53_P9_D05	NA	black	0	0	0.15704
MGH53_P9_D08	NA	black	0	0	1.7862
MGH53_P9_D09	NA	black	0	0	1.987
MGH53_P9_D10	-0.143109358463	green3	2	0.68885	0.9222
MGH53_P9_D11	0.0533925435474	green3	2	0.54893	1.2708
MGH53_P9_D12	0.367713007921	green3	2	0.25942	0.21288
MGH53_P9_F04	NA	black	0	0	0
MGH53_P9_F05	NA	black	0	0	0
MGH53_P9_F06	NA	black	0	0	0
MGH53_P9_F07	NA	black	0	0.3505	0
MGH53_P9_F08	NA	black	0	0	2.8959
MGH53_P9_F09	NA	black	0	0.46258	0
MGH53_P9_F10	1.06781774954	green3	2	0.66539	2.9633
MGH53_P9_F11	0.121396726084	green3	2	0.33457	0.56755
MGH53_P9_F12	NA	black	0	0	0
MGH53_P9_G01	NA	black	0	0	0.041243
MGH53_P9_G02	NA	black	0	0	1.0151
MGH53_P9_G03	0.222333632121	green3	2	0.33457	0.075875
MGH53_P9_G04	NA	black	0	0	0.30685
MGH53_P9_G07	NA	black	0	0	1.5331
MGH53_P9_G08	NA	black	0	0	1.6466
MGH53_P9_G09	NA	black	0	0.21164	0
MGH53_P9_G12	NA	black	0	0	1.3802
MGH53_P9_H01	NA	black	0	0	1.7681
MGH53_P9_H02	-0.19612454339	green3	2	0.67627	0.8335
MGH53_P9_H03	NA	black	0	0	0
MGH53_P9_H04	NA	black	0	0	0
MGH53_P9_H05	NA	black	0	0.46048	0
MGH53_P9_H06	NA	black	0	0	0
MGH53_P9_H07	-0.113042209123	green3	2	0.45628	0.056584
MGH53_P9_H08	0.239995913756	green3	2	0.32193	0.14796
MGH53_P9_H09	NA	black	0	0	3.0249
MGH53_P9_H10	NA	black	0	0	1.8367
MGH53_P9_H11	0.48729326705	green3	2	0.54201	3.1561
MGH53_P9_H12	-0.34309738983	green3	2	0.55189	0.16607
MGH53_P4_A07	0.443884090479	green3	2	0.25459	0.053806
MGH53_P4_B01	NA	black	0	0	1.6271
MGH53_P4_B02	NA	black	0	0	0.084064
MGH53_P4_B08	NA	black	0	0.20664	0
MGH53_P4_B09	-1.16013352177	green3	2	0.14666	2.474
MGH53_P4_B10	-0.37302022619	green3	2	0.54102	0.010064
MGH53_P4_B11	0.391787393024	green3	2	0.26063	0.14535
MGH53_P4_C03	NA	black	0	0	2.0454
MGH53_P4_C11	-0.44514129675	green3	2	0.58111	0.11237
MGH53_P4_C12	-1.12833962355	green3	2	0.23511	2.972
MGH53_P4_D04	NA	black	0	0.35614	0
MGH53_P4_D05	0.285986752814	green3	2	0.25942	0.41251
MGH53_P4_D09	0.0614577528664	green3	2	0.39287	0.16479
MGH53_P4_E01	NA	black	0	0.73725	0
MGH53_P4_E02	NA	black	0	0	0.084064
MGH53_P4_E07	NA	black	0	0.96643	0
MGH53_P4_E08	NA	black	0	0.2461	0
MGH53_P4_E09	NA	black	0	0.20664	0
MGH53_P4_F01	NA	black	0	0.20789	0
MGH53_P4_F02	-0.0766554684756	green3	2	0.46153	0.40599
MGH53_P4_F08	0.617082482504	green3	2	0.18396	0.07861
MGH53_P4_F11	-0.19922768423	green3	2	0.24001	1.441
MGH53_P4_G02	NA	black	0	0	0
MGH53_P4_G05	NA	black	0	0.47612	0
MGH53_P4_G07	NA	black	0	0.35614	0
MGH53_P4_G08	NA	black	0	0	3.1579
MGH53_P4_G09	NA	black	0	0.23879	0
MGH53_P4_H10	-1.05401338683	green3	2	0.123	2.2558
MGH53_P4_H11	0.166779482317	green3	2	0.31846	0.47716
MGH53_P4_H12	-0.126838386434	green3	2	0.67897	0.93659
MGH54_P14_A01	NA	black	0	0	0
MGH54_P14_A02	NA	black	0	0	0
MGH54_P14_A03	-0.120683175137	green3	2	0.46571	4.9719
MGH54_P14_A04	NA	black	0	0	0.15575
MGH54_P14_A05	NA	black	0	0.3115	0
MGH54_P14_A06	NA	black	0	0	2.232
MGH54_P14_A07	NA	black	0	0	2.4489
MGH54_P14_A08	NA	black	0	0	2.7179
MGH54_P14_A09	NA	black	0	0	2.8438
MGH54_P14_A10	0.112728027741	green3	2	0.32193	0.6663
MGH54_P14_A11	NA	black	0	0	1.3323
MGH54_P14_A12	NA	black	0	0	0
MGH54_P14_B01	NA	black	0	0	0
MGH54_P14_B02	NA	black	0	0	0
MGH54_P14_B03	NA	black	0	0	0
MGH54_P14_B04	NA	black	0	0	1.7294
MGH54_P14_B05	NA	black	0	0	0.071763
MGH54_P14_B06	NA	black	0	0	0.08134
MGH54_P14_B07	NA	black	0	0	2.247
MGH54_P14_B08	-0.188818527191	green3	2	0.33914	1.7807
MGH54_P14_B09	-0.111127419587	green3	2	0.56755	0.81885
MGH54_P14_B10	0.0139720729728	green3	2	0.41143	0.096262
MGH54_P14_B11	NA	black	0	0	1.7342
MGH54_P14_B12	-1.40958460234	black	0	1.0065	0.28333
MGH54_P14_C01	NA	black	0	0.32193	0
MGH54_P14_C02	NA	black	0	0	0
MGH54_P14_C03	NA	black	0	0	2.2558
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	NA	black	0	0.2302	0
MGH54_P14_C06	NA	black	0	0	0
MGH54_P14_C07	NA	black	0	0	0.067639
MGH54_P14_C08	NA	black	0	0	2.9044
MGH54_P14_C09	NA	black	0	0.24975	0
MGH54_P14_C10	0.00624424957488	green3	2	0.35163	1.0475
MGH54_P14_C11	NA	black	0	0	3.2458
MGH54_P14_C12	0.438957661157	green3	2	0.2558	0.05797
MGH54_P14_D01	NA	black	0	0	1.3707
MGH54_P14_D02	NA	black	0	0	0
MGH54_P14_D03	NA	black	0	0	0
MGH54_P14_D04	NA	black	0	0	0.10165
MGH54_P14_D05	NA	black	0	0	0
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	-0.132189167642	green3	2	0.46989	0.16607
MGH54_P14_D08	NA	black	0	0	2.1629
MGH54_P14_D09	NA	black	0	0	1.9982
MGH54_P14_D10	NA	black	0	0.57628	0
MGH54_P14_D11	NA	black	0	0.38847	0
MGH54_P14_D12	NA	black	0	0	0.40054
MGH54_P14_E01	NA	black	0	0.53506	0
MGH54_P14_E02	-0.568465354752	green3	2	0.77989	0.5509
MGH54_P14_E03	-0.18609267478	green3	2	0.301	1.5806
MGH54_P14_E04	NA	black	0	0	0
MGH54_P14_E05	NA	black	0	0	1.433
MGH54_P14_E06	NA	black	0	0	0.14405
MGH54_P14_E07	NA	black	0	0	0
MGH54_P14_E08	NA	black	0	0	2.8766
MGH54_P14_E09	NA	black	0	0	2.9201
MGH54_P14_E10	-0.0646740174549	green3	2	0.53705	0.88753
MGH54_P14_E11	NA	black	0	0	0.93055
MGH54_P14_E12	NA	black	0	0	1.1699
MGH54_P14_F01	NA	black	0	0	2.3874
MGH54_P14_F02	NA	black	0	0	2.4821
MGH54_P14_F03	NA	black	0	0	2.2464
MGH54_P14_F04	NA	black	0	0	0.27023
MGH54_P14_F06	NA	black	0	0	1.9749
MGH54_P14_F07	NA	black	0	0	1.4473
MGH54_P14_F08	NA	black	0	0	0
MGH54_P14_F09	0.104935527814	green3	2	0.37518	0.16993
MGH54_P14_F10	NA	black	0	0	2.7763
MGH54_P14_F11	NA	black	0	0	0.25822
MGH54_P14_G01	NA	black	0	0	0.18015
MGH54_P14_G02	NA	black	0	0	2.6517
MGH54_P14_G03	1.2019690039	green3	2	0.79161	2.4141
MGH54_P14_G04	NA	black	0	0	0.15704
MGH54_P14_G05	NA	black	0	0	0.16221
MGH54_P14_G06	NA	black	0	0	0
MGH54_P14_G07	NA	black	0	0.30685	0
MGH54_P14_G08	NA	black	0	0	0
MGH54_P14_G09	0.237439814827	green3	2	0.31034	0.26664
MGH54_P14_G10	NA	black	0	0	2.9034
MGH54_P14_G11	NA	black	0	0	0.15056
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	0	2.841
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	0
MGH54_P14_H04	NA	black	0	0	0.60027
MGH54_P14_H05	NA	black	0	0	0
MGH54_P14_H06	NA	black	0	0	0
MGH54_P14_H07	NA	black	0	0	0.10299
MGH54_P14_H08	NA	black	0	0	0
MGH54_P14_H09	NA	black	0	0	0.08134
MGH54_P14_H10	NA	black	0	0	0
MGH54_P14_H11	NA	black	0	0	2.4852
MGH54_P14_H12	NA	black	0	0	2.2277
MGH54_P15_A02	1.20859437274	green3	2	0.77653	2.481
MGH54_P15_A03	NA	black	0	0	0.089498
MGH54_P15_A04	NA	black	0	0	1.1922
MGH54_P15_A05	NA	black	0	0	1.3752
MGH54_P15_A06	NA	black	0	0	1.2857
MGH54_P15_A07	NA	black	0	0	1.3863
MGH54_P15_A08	NA	black	0	0	2.5907
MGH54_P15_A09	0.0128001503809	green3	2	0.26063	1.037
MGH54_P15_A10	NA	black	0	0	2.4201
MGH54_P15_A11	NA	black	0	0	0.092207
MGH54_P15_A12	-0.0739028608198	green3	2	0.42116	2.2845
MGH54_P15_B01	NA	black	0	0	1.441
MGH54_P15_B02	NA	black	0	0	0
MGH54_P15_B03	-1.16827797169	green3	2	0.24123	3.0846
MGH54_P15_B04	NA	black	0	0.87027	0
MGH54_P15_B05	-0.193996590356	green3	2	0.53406	0.46989
MGH54_P15_B06	-0.0587410432413	green3	2	0.39177	1.5811
MGH54_P15_B07	NA	black	0	0	0
MGH54_P15_B09	-0.484320967967	green3	2	0.31962	2.4792
MGH54_P15_B10	NA	black	0	0	2.6292
MGH54_P15_B11	-0.155329997238	green3	2	0.47508	0.1137
MGH54_P15_C01	NA	black	0	0	0.58015
MGH54_P15_C02	0.399746462106	green3	2	0.70841	1.6654
MGH54_P15_C03	NA	black	0	0	2.2247
MGH54_P15_C04	NA	black	0	0	2.2166
MGH54_P15_C05	NA	black	0	0	2.3584
MGH54_P15_C06	0.430958946713	green3	2	0.55189	2.6325
MGH54_P15_C07	NA	black	0	0	2.0673
MGH54_P15_C08	NA	black	0	0	0
MGH54_P15_C09	0.190249599357	green3	2	0.27143	0.60502
MGH54_P15_C10	NA	black	0	0.25338	0
MGH54_P15_C11	0.134712159606	green3	2	0.36625	0.096262
MGH54_P15_C12	NA	black	0	0	0.059355
MGH54_P15_D01	NA	black	0	0	2.9157
MGH54_P15_D02	-0.37393860839	green3	2	0.56267	0.15963
MGH54_P15_D03	NA	black	0	0	0
MGH54_P15_D04	NA	black	0	0	1.7587
MGH54_P15_D05	NA	black	0	0	0
MGH54_P15_D07	NA	black	0	0	3.9435
MGH54_P15_D08	NA	black	0	0.41034	0
MGH54_P15_D09	NA	black	0	0.1865	0
MGH54_P15_D10	NA	black	0	0	1.8278
MGH54_P15_D11	0.0617635404263	green3	2	0.37184	0.6397
MGH54_P15_D12	NA	black	0	0	0
MGH54_P15_E01	NA	black	0	0	0.71017
MGH54_P15_E02	NA	black	0	0	0
MGH54_P15_E03	NA	black	0	0	0.65535
MGH54_P15_E04	NA	black	0	0	0.52607
MGH54_P15_E05	NA	black	0	0	1.326
MGH54_P15_E06	-0.328323766168	green3	2	0.38073	2.8139
MGH54_P15_E07	NA	black	0	0	1.0587
MGH54_P15_E08	NA	black	0	0	1.6812
MGH54_P15_E09	NA	black	0	0.32308	0
MGH54_P15_E10	NA	black	0	0	0
MGH54_P15_E11	NA	black	0	0	0
MGH54_P15_E12	NA	black	0	0.25822	0
MGH54_P15_F01	NA	black	0	0.70664	0
MGH54_P15_F02	NA	black	0	0	1.177
MGH54_P15_F03	NA	black	0	0	3.0442
MGH54_P15_F04	NA	black	0	0.49672	0
MGH54_P15_F05	NA	black	0	0.27501	0
MGH54_P15_F06	NA	black	0	0.8472	0
MGH54_P15_F07	NA	black	0	0	0.13488
MGH54_P15_F08	NA	black	0	0	2.3033
MGH54_P15_F09	0.482385600217	green3	2	0.24001	0.055196
MGH54_P15_F10	NA	black	0	0	1.051
MGH54_P15_F11	-0.349392723001	green3	2	0.35389	2.4701
MGH54_P15_F12	-0.0113265171712	green3	2	0.42008	0.051024
MGH54_P15_G03	NA	black	0	0.50284	0
MGH54_P15_G04	NA	black	0	0	0
MGH54_P15_G05	NA	black	0	0	0
MGH54_P15_G06	NA	black	0	0	2.6348
MGH54_P15_G07	-0.0293215651945	green3	2	0.12433	1.082
MGH54_P15_G08	NA	black	0	0	0.045443
MGH54_P15_G09	NA	black	0	0.14796	0
MGH54_P15_G10	NA	black	0	0	1.4276
MGH54_P15_G11	-0.00771904222921	green3	2	0.43403	1.8111
MGH54_P15_G12	NA	black	0	0	0.1003
MGH54_P15_H01	NA	black	0	0	0
MGH54_P15_H03	NA	black	0	0.26183	0
MGH54_P15_H04	NA	black	0	0	0.11636
MGH54_P15_H05	NA	black	0	0	0
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	NA	black	0	0	0
MGH54_P15_H08	NA	black	0	0	0.059355
MGH54_P15_H09	-0.238776481922	green3	2	0.24123	1.517
MGH54_P15_H10	0.0686460269963	green3	2	0.46467	2.3688
MGH54_P15_H11	NA	black	0	0.43189	0
MGH54_P15_H12	NA	black	0	0	1.3202
MGH54_P16_A01	NA	black	0	0	1.2534
MGH54_P16_A02	0.0432756828924	green3	2	0.63227	1.1941
MGH54_P16_A04	NA	black	0	0	0
MGH54_P16_A05	-0.564270576329	green3	2	0.24732	2.1293
MGH54_P16_A06	0.343226959448	green3	2	0.22774	0.40599
MGH54_P16_A07	NA	black	0	0	0
MGH54_P16_A08	NA	black	0	0	0.9313
MGH54_P16_A09	0.283226637886	green3	2	0.14405	0.67717
MGH54_P16_A10	NA	black	0	0	0
MGH54_P16_A11	NA	black	0	0.24367	0
MGH54_P16_A12	-0.0385496119844	green3	2	0.36625	1.2963
MGH54_P16_B01	NA	black	0	0	2.051
MGH54_P16_B02	NA	black	0	0	2.0628
MGH54_P16_B03	-0.347499423015	green3	2	0.29396	1.9464
MGH54_P16_B04	NA	black	0	0	0.33113
MGH54_P16_B05	-0.440773864877	green3	2	0.31615	2.3354
MGH54_P16_B06	NA	black	0	0	0
MGH54_P16_B07	NA	black	0	0	0.8213
MGH54_P16_B08	NA	black	0	0	0.020058
MGH54_P16_B09	NA	black	0	0	3.6599
MGH54_P16_B10	NA	black	0	0	2.301
MGH54_P16_B11	NA	black	0	0	0
MGH54_P16_B12	-0.930868242057	green3	2	0.29396	3.1944
MGH54_P16_C01	-0.0469283375399	green3	2	0.49978	0.86315
MGH54_P16_C02	NA	black	0	0	2.392
MGH54_P16_C03	0.359523954734	green3	2	0.28451	0.064883
MGH54_P16_C04	NA	black	0	0	0.12433
MGH54_P16_C05	NA	black	0	0	1.7987
MGH54_P16_C06	0.121215378038	green3	2	0.48852	2.0264
MGH54_P16_C07	NA	black	0	0	0.069015
MGH54_P16_C08	NA	black	0	0	0.82944
MGH54_P16_C09	NA	black	0	0	1.4468
MGH54_P16_C10	NA	black	0	0	0
MGH54_P16_C11	NA	black	0	0	1.827
MGH54_P16_C12	NA	black	0	0	0
MGH54_P16_D01	NA	black	0	0	0
MGH54_P16_D02	NA	black	0	0	1.6672
MGH54_P16_D03	NA	black	0	0	1.5573
MGH54_P16_D04	NA	black	0	0	0
MGH54_P16_D05	NA	black	0	0	3.3811
MGH54_P16_D06	NA	black	0	0	1.4016
MGH54_P16_D07	0.406645647689	green3	2	0.25096	0.16607
MGH54_P16_D09	NA	black	0	0	0
MGH54_P16_D10	NA	black	0	0	0.34369
MGH54_P16_D11	NA	black	0	0	0.044044
MGH54_P16_D12	NA	black	0	0	0
MGH54_P16_E01	NA	black	0	0	0.30568
MGH54_P16_E02	NA	black	0	0	0
MGH54_P16_E03	NA	black	0	0	0
MGH54_P16_E04	NA	black	0	0.37072	0
MGH54_P16_E05	NA	black	0	0	0.12961
MGH54_P16_E06	NA	black	0	0	0.055196
MGH54_P16_E07	NA	black	0	0	0
MGH54_P16_E08	NA	black	0	0	1.4859
MGH54_P16_E09	-0.466029569344	green3	2	0.31034	2.3477
MGH54_P16_E10	NA	black	0	0.32998	0
MGH54_P16_E11	NA	black	0	0	1.9313
MGH54_P16_E12	0.287067363223	green3	2	0.30801	0.1003
MGH54_P16_F01	0.382252683666	green3	2	0.2762	0.063503
MGH54_P16_F03	NA	black	0	0	0
MGH54_P16_F04	0.448674209258	green3	2	0.25217	0.05797
MGH54_P16_F05	NA	black	0	0	0.56365
MGH54_P16_F06	NA	black	0	0	2.0068
MGH54_P16_F07	NA	black	0	0	0.2461
MGH54_P16_F08	-1.11900119939	green3	2	0.19535	2.6803
MGH54_P16_F09	NA	black	0	0	0.041243
MGH54_P16_F10	NA	black	0	0	0
MGH54_P16_F11	NA	black	0	0	0
MGH54_P16_G01	0.903403549952	green3	2	0.61542	3.1859
MGH54_P16_G02	NA	black	0	0	1.8106
MGH54_P16_G03	NA	black	0	0.15963	0
MGH54_P16_G04	0.0344333473051	green3	2	0.40381	0.049631
MGH54_P16_G05	NA	black	0	0	0
MGH54_P16_G06	NA	black	0	0	0
MGH54_P16_G07	0.382988950703	green3	2	0.22033	0.35389
MGH54_P16_G08	NA	black	0	0	0
MGH54_P16_G09	0.0417770966744	green3	2	0.15834	0.99422
MGH54_P16_G10	NA	black	0	0.92524	0
MGH54_P16_G11	-0.464163969168	green3	2	0.21164	1.8123
MGH54_P16_G12	NA	black	0	0	0
MGH54_P16_H01	NA	black	0	0	0
MGH54_P16_H02	NA	black	0	0	0
MGH54_P16_H03	0.562143643804	green3	2	0.60502	2.4063
MGH54_P16_H04	NA	black	0	0	2.0122
MGH54_P16_H05	NA	black	0	0.21785	0
MGH54_P16_H06	NA	black	0	0.27262	0
MGH54_P16_H07	NA	black	0	0	1.0607
MGH54_P16_H08	NA	black	0	0	0
MGH54_P16_H09	NA	black	0	0	2.145
MGH54_P16_H10	0.574508710418	green3	2	0.20539	0.055196
MGH54_P16_H11	NA	black	0	0	0
MGH54_P16_H12	NA	black	0	0	2.9167
MGH54_P17_A01	NA	black	0	0	3.2213
MGH54_P17_A02	NA	black	0	0	2.5046
MGH54_P17_A03	0.422026854359	green3	2	0.61918	1.9797
MGH54_P17_A04	NA	black	0	0	0
MGH54_P17_A05	NA	black	0	0	0.25096
MGH54_P17_A06	NA	black	0	0	0
MGH54_P17_A07	NA	black	0	0	0
MGH54_P17_A08	0.18754087889	green3	2	0.3471	0.082703
MGH54_P17_A09	-0.0693339860944	green3	2	0.37072	1.4834
