Cell_name	Zvalue	Color	Cluster	JUN	STMN1
MGH36_P2_D04	0.042144610147	green3	2	6.57	4.3907
MGH36_P2_D05	-1.61041938697	black	0	7.1071	0.57046
MGH36_P2_D06	-2.09794878366	black	0	7.4946	0.15445
MGH36_P2_D07	-2.65901703892	black	0	8.2513	0.26424
MGH36_P2_D08	-0.672966020063	green3	2	0.037031	5.273
MGH36_P2_D09	1.32209031156	green3	2	3.5874	0.23266
MGH36_P2_D10	NA	black	0	0	4.9044
MGH36_P2_D11	0.2166761176	green3	2	6.9657	4.7282
MGH36_P2_E01	0.00361402859979	green3	2	4.9345	4.5028
MGH36_P2_E02	0.163974562132	green3	2	7.8205	4.4714
MGH36_P2_E03	0.0844285897679	green3	2	5.4369	4.947
MGH36_P2_E04	0.358933165057	green3	2	6.3377	5.3613
MGH36_P2_E06	-0.424446140171	green3	2	5.5621	0.31846
MGH36_P2_E07	-1.98210819367	black	0	7.3928	0.2228
MGH36_P2_E08	NA	black	0	0	0.11103
MGH36_P2_E09	1.31978498176	green3	2	7.4492	6.4881
MGH36_P2_E10	0.482073771767	green3	2	6.3423	5.7064
MGH36_P2_F02	-0.27468303237	green3	2	5.3843	0.24123
MGH36_P2_F03	-2.50823922763	black	0	8.0564	0.25459
MGH36_P2_F04	NA	black	0	0	0
MGH36_P2_F06	-0.420662718346	green3	2	3.422	5.9452
MGH36_P2_F07	2.22831724146	black	0	2.5303	0.34255
MGH36_P2_F08	-1.53992409558	black	0	6.8465	0.18142
MGH36_P2_F10	-0.0475925385082	green3	2	7.5939	4.145
MGH36_P2_F11	0.378812048676	green3	2	6.8881	5.1058
MGH36_P2_F12	0.805800781604	green3	2	4.1722	0.18777
MGH36_P2_G01	0.662895958697	green3	2	8.361	5.0585
MGH36_P2_G02	0.00282150603826	green3	2	4.932	4.4755
MGH36_P2_G03	0.607869594473	green3	2	4.4173	0.067639
MGH36_P2_G04	0.247942201643	green3	2	7.5592	4.6512
MGH36_P2_G05	NA	black	0	0	0.16479
MGH36_P2_G07	-0.0822175470782	green3	2	4.4822	5.9315
MGH36_P2_G08	1.44820895245	green3	2	8.8942	5.7996
MGH36_P2_G09	NA	black	0	0	5.3713
MGH36_P2_G11	NA	black	0	0	0.44467
MGH36_P2_G12	-0.0884819528678	green3	2	4.3898	5.5224
MGH36_P2_H01	0.891003247359	green3	2	8.989	5.1509
MGH36_P2_H02	0.411255444144	green3	2	0.029983	4.2023
MGH36_P2_H03	0.390923206964	green3	2	5.9427	5.8323
MGH36_P2_H04	-0.0385581834308	green3	2	1.1473	4.5984
MGH36_P2_H05	0.233024039981	green3	2	8.1447	4.5274
MGH36_P2_H06	0.421029355907	green3	2	7.3115	5.0233
MGH36_P2_H07	0.644897320705	green3	2	7.8096	5.2136
MGH36_P2_H10	NA	black	0	0	0.41034
MGH53_P5_A02	NA	black	0	0	4.0525
MGH53_P5_A03	-1.39344188134	red	1	0.74244	6.2186
MGH53_P5_A04	0.172264294768	green3	2	6.0654	4.9373
MGH53_P5_A06	NA	black	0	0	4.5987
MGH53_P5_A07	NA	black	0	0	5.179
MGH53_P5_A08	NA	black	0	0	3.5949
MGH53_P5_A09	-0.220745796663	green3	2	3.9996	5.8091
MGH53_P5_A11	NA	black	0	0	5.5919
MGH53_P5_B01	NA	black	0	0	6.6766
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	0.69048484097	green3	2	6.9762	5.7107
MGH53_P5_B05	0.938456282892	green3	2	6.3852	6.8666
MGH53_P5_B06	1.46121552195	green3	2	7.7884	6.4409
MGH53_P5_B07	NA	black	0	0	0
MGH53_P5_B08	NA	black	0	0	4.8849
MGH53_P5_B09	-0.157039046096	green3	2	6.0105	3.6608
MGH53_P5_B10	NA	black	0	0	5.4566
MGH53_P5_B11	NA	black	0	0	3.9955
MGH53_P5_B12	NA	black	0	0	6.7588
MGH53_P5_C01	NA	black	0	9.0931	0
MGH53_P5_C02	1.45581990061	green3	2	7.2103	6.9404
MGH53_P5_C03	-0.263344430226	green3	2	7.2356	3.7227
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	0.956265510435	green3	2	8.6187	5.3416
MGH53_P5_C06	2.09545874527	black	0	7.7618	7.3789
MGH53_P5_C07	NA	black	0	0	4.0414
MGH53_P5_C08	NA	black	0	0	6.2103
MGH53_P5_C09	-0.0265829452977	green3	2	4.6443	5.4566
MGH53_P5_C10	1.05221528316	green3	2	6.8256	6.5828
MGH53_P5_C11	1.01463803101	green3	2	0.35502	3.5329
MGH53_P5_D01	NA	black	0	5.8403	0
MGH53_P5_D02	NA	black	0	3.9652	0
MGH53_P5_D04	0.876078155951	green3	2	6.6481	6.391
MGH53_P5_D05	NA	black	0	0	5.2213
MGH53_P5_D07	NA	black	0	0	5.5307
MGH53_P5_D08	0.409420869077	green3	2	3.4601	3.0971
MGH53_P5_D09	-0.411067554898	green3	2	3.2768	5.7607
MGH53_P5_D11	NA	black	0	0	5.0691
MGH53_P5_E01	NA	black	0	0	3.5564
MGH53_P5_E02	NA	black	0	6.8561	0
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	0	1.6745
MGH53_P5_E06	NA	black	0	8.5707	0
MGH53_P5_E08	-0.114885541614	green3	2	7.8483	4.0337
MGH53_P5_E09	NA	black	0	7.4393	0
MGH53_P5_E11	NA	black	0	0	5.8385
MGH53_P5_F01	NA	black	0	0	6.0702
MGH53_P5_F03	0.589872666506	green3	2	6.9914	5.4967
MGH53_P5_F05	NA	black	0	0	1.2016
MGH53_P5_F06	NA	black	0	0	6.0452
MGH53_P5_F07	-0.423519510346	green3	2	3.6688	6.3387
MGH53_P5_F08	-0.640248553785	green3	2	7.935	3.2202
MGH53_P5_F10	NA	black	0	0	7.687
MGH53_P5_F11	NA	black	0	9.095	0
MGH53_P5_G01	0.197664678951	green3	2	7.3154	4.6107
MGH53_P5_G04	NA	black	0	0	3.8249
MGH53_P5_G05	NA	black	0	0	6.8043
MGH53_P5_G07	-0.740247612111	green3	2	2.0731	5.8075
MGH53_P5_G08	NA	black	0	0	3.3993
MGH53_P5_G09	NA	black	0	0	3.3307
MGH53_P5_G10	NA	black	0	0	5.0514
MGH53_P5_G11	NA	black	0	0	4.224
MGH53_P5_H02	NA	black	0	0	6.4285
MGH53_P5_H03	0.0504719497683	green3	2	5.6976	4.5885
MGH53_P5_H04	NA	black	0	0	4.1931
MGH53_P5_H05	NA	black	0	0	5.8516
MGH53_P5_H07	NA	black	0	0	5.4876
MGH53_P5_H08	NA	black	0	0	4.7318
MGH53_P5_H10	NA	black	0	0	2.4444
MGH53_P5_H11	0.357635872903	green3	2	5.7283	5.9982
MGH53_P6_A01	0.392549799358	green3	2	7.9802	4.7867
MGH53_P6_A02	NA	black	0	7.1973	0
MGH53_P6_A03	NA	black	0	0	1.4441
MGH53_P6_A04	0.357892481043	green3	2	6.0009	5.648
MGH53_P6_A05	0.248948971966	green3	2	6.2344	5.0987
MGH53_P6_A06	-0.0424055711952	green3	2	5.1147	3.5212
MGH53_P6_A07	NA	black	0	0	5.4187
MGH53_P6_A08	1.12678438609	green3	2	6.7733	6.7968
MGH53_P6_A09	NA	black	0	0	6.1942
MGH53_P6_A10	NA	black	0	0	4.2274
MGH53_P6_A11	NA	black	0	0	0.23879
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	-0.262742182871	green3	2	5.9843	3.1736
MGH53_P6_B03	-0.176053480878	green3	2	8.283	3.9507
MGH53_P6_B04	2.7769420351	black	0	0.34255	1.7719
MGH53_P6_B05	NA	black	0	7.4558	0
MGH53_P6_B06	NA	black	0	0	0.02432
MGH53_P6_B07	NA	black	0	0	5.5617
MGH53_P6_B09	NA	black	0	0	6.335
MGH53_P6_B10	NA	black	0	0	0.41792
MGH53_P6_C01	NA	black	0	6.4566	0
MGH53_P6_C03	0.628125158117	green3	2	4.2492	0.67536
MGH53_P6_C04	1.17723566966	green3	2	7.0466	6.6026
MGH53_P6_C05	-0.139214551401	green3	2	4.1041	5.3927
MGH53_P6_C06	-0.786743546065	green3	2	6.5449	1.9332
MGH53_P6_C07	NA	black	0	0	0.26183
MGH53_P6_C08	NA	black	0	0	0
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	0.443719438444	green3	2	6.863	5.2593
MGH53_P6_C11	NA	black	0	0	5.6436
MGH53_P6_C12	-0.136379332177	green3	2	4.3206	5.9546
MGH53_P6_D01	-2.68906360267	black	0	8.7204	0.73292
MGH53_P6_D02	1.5557893524	black	0	7.7696	6.5934
MGH53_P6_D03	NA	black	0	0	5.1479
MGH53_P6_D05	NA	black	0	0	0.9115
MGH53_P6_D07	1.96521122106	black	0	9.0302	6.293
MGH53_P6_D08	NA	black	0	0	4.8653
MGH53_P6_D09	-0.0713027320286	green3	2	7.0456	4.1017
MGH53_P6_D10	NA	black	0	0	4.7087
MGH53_P6_D11	0.971655137434	green3	2	7.4374	5.9216
MGH53_P6_D12	-0.180967176087	green3	2	4.0768	5.6708
MGH53_P6_E01	-0.272056054048	green3	2	7.536	3.7512
MGH53_P6_E02	NA	black	0	0	0.39397
MGH53_P6_E03	NA	black	0	0	0
MGH53_P6_E04	0.311183546922	green3	2	7.1135	4.8804
MGH53_P6_E05	-0.282209311236	green3	2	6.0195	3.1228
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	4.6832
MGH53_P6_E08	0.72157135181	green3	2	7.904	5.2923
MGH53_P6_E09	NA	black	0	0	5.8391
MGH53_P6_E10	2.00335164271	black	0	7.8608	7.154
MGH53_P6_F01	0.087162541086	green3	2	8.7562	4.2723
MGH53_P6_F02	NA	black	0	0	0.40926
MGH53_P6_F03	NA	black	0	0	6.9532
MGH53_P6_F04	0.0107839442498	green3	2	4.409	4.2654
MGH53_P6_F05	NA	black	0	0	0.88518
MGH53_P6_F06	NA	black	0	0	6.0686
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	-0.0286725609835	green3	2	5.4412	4.1101
MGH53_P6_F09	NA	black	0	0	4.3459
MGH53_P6_F10	NA	black	0	0	7.3303
MGH53_P6_G01	NA	black	0	0	0
MGH53_P6_G02	NA	black	0	0	5.3023
MGH53_P6_G03	NA	black	0	0	5.5704
MGH53_P6_G04	0.692755558775	green3	2	8.4115	5.0822
MGH53_P6_G05	0.0103579839961	green3	2	5.1017	4.5207
MGH53_P6_G06	NA	black	0	0	5.0306
MGH53_P6_G07	NA	black	0	0	5.854
MGH53_P6_G08	NA	black	0	0	0.80983
MGH53_P6_G09	0.45136140198	green3	2	6.8649	5.275
MGH53_P6_G10	0.934360912732	green3	2	0.5008	3.5762
MGH53_P6_G11	NA	black	0	0	5.2871
MGH53_P6_H01	-0.640889345387	green3	2	8.0233	3.2431
MGH53_P6_H02	NA	black	0	0	5.3718
MGH53_P6_H03	3.5504282885	black	0	0.9115	0.52707
MGH53_P6_H04	NA	black	0	5.4645	0
MGH53_P6_H05	-0.0102126607233	green3	2	4.6719	4.7409
MGH53_P6_H07	NA	black	0	4.5434	0
MGH53_P6_H09	NA	black	0	0	5.5443
MGH53_P6_H10	NA	black	0	0	5.5429
MGH53_P6_H11	-1.2042361282	red	1	2.6041	7.2372
MGH53_P7_A01	NA	black	0	0	6.7654
MGH53_P7_A02	NA	black	0	0	5.6355
MGH53_P7_A03	-0.473795178688	green3	2	3.7777	6.9013
MGH53_P7_A04	0.441718077217	green3	2	0.44255	4.1119
MGH53_P7_A05	NA	black	0	0	4.5509
MGH53_P7_A06	0.887069564757	green3	2	8.7137	5.2282
MGH53_P7_A07	0.925401050683	green3	2	8.5679	5.3219
MGH53_P7_A09	NA	black	0	0	4.8244
MGH53_P7_A11	NA	black	0	8.3104	0
MGH53_P7_A12	-2.19520702885	black	0	8.5525	1.2654
MGH53_P7_B01	NA	black	0	0	0.68527
MGH53_P7_B02	NA	black	0	7.3487	0
MGH53_P7_B03	0.294153892703	green3	2	4.6303	0.90997
MGH53_P7_B04	NA	black	0	7.4413	0
MGH53_P7_B05	-2.10600322592	black	0	7.6958	0.46989
MGH53_P7_B06	NA	black	0	0	0.23511
MGH53_P7_B07	-0.328934800462	green3	2	5.8362	2.6119
MGH53_P7_B08	NA	black	0	0	6.7547
MGH53_P7_B10	-0.871600574682	green3	2	2.6283	6.4512
MGH53_P7_B11	NA	black	0	0	0.87814
MGH53_P7_B12	NA	black	0	0	5.6184
MGH53_P7_C01	1.40994936625	green3	2	8.5157	5.9313
MGH53_P7_C02	NA	black	0	4.8473	0
MGH53_P7_C03	NA	black	0	0	5.2641
MGH53_P7_C04	NA	black	0	0	5.5667
MGH53_P7_C05	0.179588681033	green3	2	6.221	4.8858
MGH53_P7_C06	NA	black	0	0	2.8901
MGH53_P7_C07	NA	black	0	0	5.8284
MGH53_P7_C09	NA	black	0	0	0.34596
MGH53_P7_C11	NA	black	0	0	5.8987
MGH53_P7_C12	NA	black	0	0	6.1516
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	1.13061736192	green3	2	8.5171	5.5912
MGH53_P7_D04	1.19313085094	green3	2	3.4853	0.81311
MGH53_P7_D05	NA	black	0	5.5351	0
MGH53_P7_D06	NA	black	0	0	4.9915
MGH53_P7_D07	0.0604834452948	green3	2	5.0309	5.412
MGH53_P7_D10	NA	black	0	0	0
MGH53_P7_D11	NA	black	0	0	5.3102
MGH53_P7_D12	-0.259007592235	green3	2	2.5046	5.0144
MGH53_P7_E01	NA	black	0	0	0
MGH53_P7_E02	NA	black	0	4.9665	0
MGH53_P7_E03	NA	black	0	0	2.9117
MGH53_P7_E04	1.52275438529	black	0	7.4482	6.8177
MGH53_P7_E05	NA	black	0	0	7.1804
MGH53_P7_E06	NA	black	0	0	4.3693
MGH53_P7_E07	0.607177289611	green3	2	6.9512	5.5564
MGH53_P7_E08	-2.13998669857	black	0	0.77231	7.1572
MGH53_P7_E09	NA	black	0	0	5.466
MGH53_P7_E10	NA	black	0	0	6.7206
MGH53_P7_E11	NA	black	0	0	1.6613
MGH53_P7_E12	NA	black	0	0	5.309
MGH53_P7_F01	NA	black	0	0	0
MGH53_P7_F02	NA	black	0	0	5.6537
MGH53_P7_F04	-1.56999906664	black	0	6.934	0.30918
MGH53_P7_F05	NA	black	0	0	0
MGH53_P7_F06	NA	black	0	0	5.7925
MGH53_P7_F08	NA	black	0	0	6.6059
MGH53_P7_F09	0.42269866617	green3	2	5.6567	6.406
MGH53_P7_F10	4.54279357296	black	0	0.1635	0.24001
MGH53_P7_F11	-0.425277596938	green3	2	5.6815	1.384
MGH53_P7_F12	0.235798384281	green3	2	5.6838	5.5157
MGH53_P7_G01	NA	black	0	0	4.4195
MGH53_P7_G03	NA	black	0	0	5.2697
MGH53_P7_G04	NA	black	0	0	5.1677
MGH53_P7_G05	NA	black	0	0	0
MGH53_P7_G06	-0.0879177913614	green3	2	4.2183	5.1318
MGH53_P7_G07	NA	black	0	0	5.6075
MGH53_P7_G08	0.362863033588	green3	2	6.0653	5.5997
MGH53_P7_G09	NA	black	0	0	6.8819
MGH53_P7_G10	NA	black	0	0	5.6706
MGH53_P7_G11	NA	black	0	0	3.4482
MGH53_P7_G12	NA	black	0	0	6.78
MGH53_P7_H01	NA	black	0	0	7.3553
MGH53_P7_H02	NA	black	0	0	5.7968
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	NA	black	0	0	5.6188
MGH53_P7_H05	0.0254844756655	green3	2	4.9112	5.2278
MGH53_P7_H06	-0.632872384115	green3	2	3.1612	6.374
MGH53_P7_H07	NA	black	0	0	0
MGH53_P7_H08	NA	black	0	0	6.2404
MGH53_P7_H10	-1.72638622673	black	0	7.1721	0.4049
MGH53_P7_H11	NA	black	0	0	6.5053
MGH53_P7_H12	NA	black	0	0	2.4179
MGH53_P8_A01	NA	black	0	0	5.1656
MGH53_P8_A02	NA	black	0	0	6.2711
MGH53_P8_A03	0.0790427553853	green3	2	4.9825	0.19409
MGH53_P8_A04	-1.53266860243	black	0	9.4779	2.5462
MGH53_P8_A05	NA	black	0	0	2.7297
MGH53_P8_A06	NA	black	0	0	0
MGH53_P8_A07	NA	black	0	0	5.869
MGH53_P8_A08	NA	black	0	0	5.6327
MGH53_P8_A09	NA	black	0	0	7.8957
MGH53_P8_A10	NA	black	0	0	6.4686
MGH53_P8_A11	-2.93517881953	black	0	8.8882	0.56365
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	-1.14501057123	red	1	8.3288	2.6064
MGH53_P8_B04	-0.0891604221155	green3	2	8.5114	4.066
MGH53_P8_B08	NA	black	0	0	5.1483
MGH53_P8_B09	NA	black	0	0	5.1445
MGH53_P8_B10	NA	black	0	0	6.0646
MGH53_P8_B11	-1.12532189095	red	1	2.3735	6.7794
MGH53_P8_B12	1.97402609998	black	0	8.8476	6.4029
MGH53_P8_C01	NA	black	0	0	5.2399
MGH53_P8_C02	NA	black	0	0	2.9201
MGH53_P8_C03	NA	black	0	0	5.5984
MGH53_P8_C04	-1.31312112553	red	1	8.5098	2.4521
MGH53_P8_C08	NA	black	0	0	3.1852
MGH53_P8_C09	0.500945066021	green3	2	5.8959	6.2954
MGH53_P8_C10	NA	black	0	0	2.9482
MGH53_P8_C11	NA	black	0	0	0
MGH53_P8_C12	NA	black	0	0	7.3314
MGH53_P8_D01	NA	black	0	0	6.7552
MGH53_P8_D02	NA	black	0	0	0.15963
MGH53_P8_D03	NA	black	0	0	6.4811
MGH53_P8_D04	NA	black	0	0	2.8139
MGH53_P8_D05	NA	black	0	0	0.97966
MGH53_P8_D06	0.376862710299	green3	2	3.3911	3.2557
MGH53_P8_D07	NA	black	0	0	8.0795
MGH53_P8_D08	NA	black	0	0	5.55
MGH53_P8_D09	-0.0946490858361	green3	2	5.6795	3.7801
MGH53_P8_D10	0.172150073149	green3	2	6.0008	4.9728
MGH53_P8_D11	NA	black	0	0	5.3941
MGH53_P8_E01	0.0780309163997	green3	2	6.8559	4.4431
MGH53_P8_E03	-0.32367708457	green3	2	9.3469	3.7994
MGH53_P8_E04	NA	black	0	0	4.8936
MGH53_P8_E05	NA	black	0	0	0.90381
MGH53_P8_E06	NA	black	0	0	5.4244
MGH53_P8_E07	NA	black	0	0	3.91
MGH53_P8_E08	NA	black	0	0	5.4503
MGH53_P8_E09	0.0107419413278	green3	2	4.9118	4.8049
MGH53_P8_E10	0.0957207635859	green3	2	5.3557	5.1187
MGH53_P8_E11	NA	black	0	0	4.4475
MGH53_P8_F01	NA	black	0	0	0.70133
MGH53_P8_F02	NA	black	0	0	4.3135
MGH53_P8_F04	NA	black	0	0	3.3773
MGH53_P8_F05	NA	black	0	0	0.55876
MGH53_P8_F06	0.70807816262	green3	2	7.7386	5.3384
MGH53_P8_F07	NA	black	0	0	6.5659
MGH53_P8_F08	NA	black	0	0	5.1429
MGH53_P8_F09	NA	black	0	0	6.7792
MGH53_P8_F11	-0.188886577601	green3	2	5.3272	1.8148
MGH53_P8_G01	NA	black	0	0	2.4222
MGH53_P8_G02	0.309274404531	green3	2	7.7007	4.7223
MGH53_P8_G03	NA	black	0	0	4.8336
MGH53_P8_G04	NA	black	0	0	1.4082
MGH53_P8_G05	0.291798841652	green3	2	7.84	4.6658
MGH53_P8_G06	NA	black	0	0	3.1304
MGH53_P8_G07	-3.44883578824	black	0	9.547	0.51702
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	NA	black	0	0	0
MGH53_P8_G10	NA	black	0	6.7914	0
MGH53_P8_G11	0.31183588343	green3	2	2.9368	3.6992
MGH53_P8_G12	NA	black	0	0	5.6364
MGH53_P8_H01	0.256214568333	green3	2	4.6259	1.2388
MGH53_P8_H02	NA	black	0	0	4.7747
MGH53_P8_H03	NA	black	0	0	5.5666
MGH53_P8_H04	0.0844421930884	green3	2	4.8779	1.2875
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0	4.7404
MGH53_P8_H07	NA	black	0	8.9679	0
MGH53_P8_H08	NA	black	0	0	4.0654
MGH53_P8_H09	NA	black	0	0	0.31499
MGH53_P8_H10	1.78866021471	black	0	8.2145	6.5825
MGH53_P8_H11	0.0150104209704	green3	2	4.8018	3.4494
MGH53_P8_H12	NA	black	0	0	6.7125
MGH53_P1_A03	-0.265503180615	green3	2	3.9912	6.1169
MGH53_P1_A04	NA	black	0	0	4.9191
MGH53_P1_A06	-0.0527253397074	green3	2	4.5811	6.357
MGH53_P1_A07	1.75576301128	black	0	8.484	6.366
MGH53_P1_A08	NA	black	0	0	6.2562
MGH53_P1_B04	-2.00698730911	black	0	7.6476	0.59264
MGH53_P1_B08	NA	black	0	0	5.4775
MGH53_P1_B09	0.274584617724	green3	2	5.7488	5.6105
MGH53_P1_B11	0.0596460811142	green3	2	4.3988	3.7777
MGH53_P1_C03	0.00647100430032	green3	2	4.7576	4.0199
MGH53_P1_C06	NA	black	0	0	1.4049
MGH53_P1_C09	-0.0232631174312	green3	2	8.115	4.1667
MGH53_P1_C10	NA	black	0	0	4.8678
MGH53_P1_D01	NA	black	0	0	4.2704
MGH53_P1_D05	-0.112825928733	green3	2	6.6872	3.9835
MGH53_P1_D12	NA	black	0	0	0
MGH53_P1_E09	NA	black	0	0	3.373
MGH53_P1_E12	-0.878762366055	green3	2	6.2403	0.87735
MGH53_P12_A01	NA	black	0	0	0
MGH53_P12_A02	NA	black	0	0	6.905
MGH53_P12_A03	NA	black	0	0	5.5568
MGH53_P12_A04	-0.0225615347171	green3	2	4.6629	5.9642
MGH53_P12_A05	0.591308176177	green3	2	8.7687	4.8667
MGH53_P12_A06	NA	black	0	0	6.6633
MGH53_P12_A08	2.31581150531	black	0	1.9007	1.0236
MGH53_P12_A09	NA	black	0	0	7.1605
MGH53_P12_A10	-0.377580354883	green3	2	3.6316	6.0475
MGH53_P12_A11	0.78668729516	green3	2	0.18903	3.8046
MGH53_P12_A12	-0.262508124573	green3	2	3.9613	6.0203
MGH53_P12_B01	NA	black	0	0	6.5385
MGH53_P12_B02	NA	black	0	9.1199	0
MGH53_P12_B03	NA	black	0	0	0.60881
MGH53_P12_B04	-0.601810931801	green3	2	5.7662	0.26903
MGH53_P12_B05	NA	black	0	0	5.1633
MGH53_P12_B06	NA	black	0	6.9169	0
MGH53_P12_B07	1.27404218576	green3	2	3.5589	0.43189
MGH53_P12_B08	NA	black	0	0	5.974
MGH53_P12_B09	NA	black	0	0	4.2678
MGH53_P12_B11	NA	black	0	0	2.1339
MGH53_P12_B12	NA	black	0	0	0.69243
MGH53_P12_C01	0.0172281534175	green3	2	6.0152	4.3731
MGH53_P12_C02	NA	black	0	0	6.4441
MGH53_P12_C03	NA	black	0	0	0.93433
MGH53_P12_C04	NA	black	0	0	0
MGH53_P12_C05	0.0861973668559	green3	2	5.1259	5.4553
MGH53_P12_C06	0.69667371961	green3	2	6.9234	5.7599
MGH53_P12_C07	NA	black	0	0	6.8428
MGH53_P12_C08	-0.252515736637	green3	2	4.028	6.118
MGH53_P12_C09	NA	black	0	0	5.6826
MGH53_P12_C10	NA	black	0	0	0
MGH53_P12_C11	0.443474762682	green3	2	6.7489	5.32
MGH53_P12_C12	0.413278907274	green3	2	5.8662	6.016
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	2.56645348432	black	0	9.0399	6.9174
MGH53_P12_D04	-1.04568652329	green3	2	6.356	0.51602
MGH53_P12_D05	0.408868272157	green3	2	5.8499	6.0225
MGH53_P12_D06	0.0509822486967	green3	2	5.1567	4.9958
MGH53_P12_D07	NA	black	0	0	3.1757
MGH53_P12_D08	NA	black	0	0	6.2066
MGH53_P12_D09	0.314486164312	green3	2	6.1785	5.3431
MGH53_P12_D10	NA	black	0	0	5.6114
MGH53_P12_D11	NA	black	0	0	4.8717
MGH53_P12_D12	NA	black	0	0	4.9825
MGH53_P12_E01	-0.484638872529	green3	2	6.0939	2.3179
MGH53_P12_E02	-2.05315168196	black	0	7.9149	0.86076
MGH53_P12_E03	NA	black	0	0	0
MGH53_P12_E04	NA	black	0	0	5.882
MGH53_P12_E05	NA	black	0	0	6.0924
MGH53_P12_E06	0.301273461673	green3	2	5.2111	6.9628
MGH53_P12_E07	-0.220682475194	green3	2	4.1821	6.3804
MGH53_P12_E08	NA	black	0	0.1635	0
MGH53_P12_E09	NA	black	0	0	5.6036
MGH53_P12_E10	NA	black	0	0	5.4663
MGH53_P12_E12	NA	black	0	0	6.0356
MGH53_P12_F01	NA	black	0	0	4.8201
MGH53_P12_F02	1.23327434935	green3	2	7.8667	6.0567
MGH53_P12_F03	-0.412417233836	green3	2	0.19787	5.0191
MGH53_P12_F04	0.41570165489	green3	2	6.2712	5.5781
MGH53_P12_F06	-0.00164451087472	green3	2	4.772	4.5554
MGH53_P12_F07	NA	black	0	0	1.2104
MGH53_P12_F08	-0.30030010065	green3	2	6.9834	3.589
MGH53_P12_F09	-1.99764423044	black	0	8.1438	1.1991
MGH53_P12_F10	-0.0998595889682	green3	2	4.2576	5.3118
MGH53_P12_F11	-0.596607335005	green3	2	0.40708	5.2284
MGH53_P12_F12	1.41591683494	green3	2	6.5878	7.6727
MGH53_P12_G01	1.85989337218	black	0	7.173	7.6821
MGH53_P12_G03	NA	black	0	0	5.8437
MGH53_P12_G04	0.405122142033	green3	2	8.9561	4.6172
MGH53_P12_G07	0.47514647121	green3	2	7.8814	4.9341
MGH53_P12_G08	-1.00952268938	green3	2	0.17505	5.6354
MGH53_P12_G09	NA	black	0	0	0.29042
MGH53_P12_G10	NA	black	0	0	6.76
MGH53_P12_G11	0.0412343475626	green3	2	5.0872	4.9966
MGH53_P12_G12	-0.249280898001	green3	2	0.27023	4.8518
MGH53_P12_H01	-1.08073912267	green3	2	2.4	6.7087
MGH53_P12_H02	-0.0407180301964	green3	2	4.6013	5.7119
MGH53_P12_H03	-0.318860025249	green3	2	3.2567	5.4393
MGH53_P12_H04	NA	black	0	4.561	0
MGH53_P12_H05	0.00665026834582	green3	2	5.8977	4.3402
MGH53_P12_H06	-0.00225289607371	green3	2	4.7489	5.4762
MGH53_P12_H07	0.211298325329	green3	2	5.4346	5.7658
MGH53_P12_H08	0.0130642224983	green3	2	4.6153	4.1022
MGH53_P12_H09	-0.965688914689	green3	2	6.3221	0.75275
MGH53_P12_H10	NA	black	0	0	5.6244
MGH53_P12_H11	0.377925880049	green3	2	6.9257	5.0876
MGH53_P12_H12	-0.648663382285	green3	2	3.1587	6.4227
MGH53_P2_A09	-0.0206784246042	green3	2	6.4676	4.2231
MGH53_P2_A11	-0.0419291763811	green3	2	8.5353	4.1257
MGH53_P2_A12	NA	black	0	0	6.085
MGH53_P2_B05	0.0242629865823	green3	2	4.7392	6.645
MGH53_P2_B07	NA	black	0	0	0
MGH53_P2_B09	-0.561819156181	green3	2	3.4897	6.631
MGH53_P2_B10	NA	black	0	0	1.1916
MGH53_P2_C01	-0.196987580073	green3	2	4.2689	6.5728
MGH53_P2_C02	NA	black	0	0	3.2677
MGH53_P2_C03	0.327567282322	green3	2	6.8537	5.0075
MGH53_P2_C07	NA	black	0	7.808	0
MGH53_P2_C09	-0.689704724574	green3	2	2.8768	6.2263
MGH53_P2_D01	0.622031609851	green3	2	4.3252	0.40599
MGH53_P2_D02	0.319412141245	green3	2	5.9921	5.52
MGH53_P2_D07	0.0735684545862	green3	2	5.4157	4.8903
MGH53_P2_D08	NA	black	0	0	0
MGH53_P2_D12	-0.760369079314	green3	2	0.1865	5.378
MGH53_P2_E04	-0.0225523960154	green3	2	3.8374	4.5226
MGH53_P2_E10	NA	black	0	0	4.9473
MGH53_P2_F02	-0.82534658231	green3	2	7.2827	2.5936
