Cell_name	Zvalue	Color	Cluster	CHEK1	MYC
MGH36_P7_B08	NA	black	0	0	0
MGH36_P7_B09	NA	black	0	0	0
MGH36_P7_B10	NA	black	0	0.20914	0
MGH36_P7_B11	NA	black	0	0.1177	0
MGH36_P7_B12	NA	black	0	0.31846	0
MGH36_P7_C11	-0.293082350014	red	1	0.25217	4.1294
MGH36_P7_D01	NA	black	0	0	0
MGH36_P7_D02	NA	black	0	0	0
MGH36_P7_D03	NA	black	0	0	0
MGH36_P7_D05	NA	black	0	0	0
MGH36_P7_D06	NA	black	0	0	0
MGH36_P7_D07	NA	black	0	0	4.2029
MGH36_P7_D08	NA	black	0	0	0
MGH36_P7_D09	-0.287971336275	red	1	1.7672	2.3374
MGH36_P7_D10	NA	black	0	0	0
MGH36_P7_D11	NA	black	0	0	0
MGH36_P7_E01	NA	black	0	0.37629	0
MGH36_P7_E03	NA	black	0	0	0
MGH36_P7_E04	NA	black	0	0	0
MGH36_P7_E05	NA	black	0	0.23143	0
MGH36_P7_E07	NA	black	0	4.5934	0
MGH36_P7_E08	NA	black	0	0	0
MGH36_P7_E10	NA	black	0	0	0
MGH36_P7_E12	NA	black	0	0	0
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	-2.39645578096	black	0	2.8681	0.1903
MGH36_P7_F03	NA	black	0	0	0
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	NA	black	0	0	0
MGH36_P7_F08	NA	black	0	0.3505	0
MGH36_P7_F09	0.0167812464193	red	1	0.23389	3.3173
MGH36_P7_F10	NA	black	0	0	0
MGH36_P7_F11	NA	black	0	0.31615	0
MGH36_P7_F12	NA	black	0	0.1177	0
MGH36_P7_G01	NA	black	0	0	0
MGH36_P7_G02	NA	black	0	0	0
MGH36_P7_G03	NA	black	0	0	0
MGH36_P7_G04	NA	black	0	0.56071	0
MGH36_P7_G05	NA	black	0	0.1903	0
MGH36_P7_G06	-0.455714970418	red	1	0.16221	4.4513
MGH36_P7_G08	NA	black	0	4.556	0
MGH36_P7_G09	NA	black	0	0	0
MGH36_P7_G10	NA	black	0	0	0
MGH36_P7_G11	NA	black	0	0	0
MGH36_P7_H01	NA	black	0	0	0
MGH36_P7_H02	NA	black	0	0	0
MGH36_P7_H03	NA	black	0	0	0
MGH36_P7_H04	NA	black	0	0	0
MGH36_P7_H07	NA	black	0	0.50487	0
MGH36_P7_H08	NA	black	0	0.15186	0
MGH36_P7_H10	NA	black	0	0	0
MGH36_P7_H11	NA	black	0	0.19535	0
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	0	1.4212
MGH36_P5_A03	NA	black	0	0.54003	0
MGH36_P5_A05	NA	black	0	0	0
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	-0.157118064332	red	1	0.23266	3.7595
MGH36_P5_A08	NA	black	0	0.49876	0
MGH36_P5_A09	NA	black	0	0	0
MGH36_P5_B02	NA	black	0	0.18396	0
MGH36_P5_B03	NA	black	0	0	0
MGH36_P5_B04	NA	black	0	0	1.101
MGH36_P5_B05	NA	black	0	0.10836	0
MGH36_P5_B06	-1.92306029739	black	0	0.11902	8.1739
MGH36_P5_B07	NA	black	0	0	0
MGH36_P5_B08	NA	black	0	0.2228	0
MGH36_P5_B09	NA	black	0	0	3.6766
MGH36_P5_B10	NA	black	0	0.24123	0
MGH36_P5_B11	NA	black	0	0	0
MGH36_P5_C01	NA	black	0	0	0
MGH36_P5_C02	1.27454512742	green3	2	0.25459	0.28688
MGH36_P5_C03	NA	black	0	0.13356	0
MGH36_P5_C04	-0.790213862781	red	1	0.14796	5.258
MGH36_P5_C05	NA	black	0	0	4.2223
MGH36_P5_C06	NA	black	0	0.044044	0
MGH36_P5_C09	NA	black	0	0.10969	0
MGH36_P5_C11	NA	black	0	0.1776	0
MGH36_P5_C12	0.348780718501	red	1	0.48543	2.1545
MGH36_P5_D01	NA	black	0	0	0
MGH36_P5_D02	NA	black	0	0	6.7341
MGH36_P5_D03	NA	black	0	0	0
MGH36_P5_D04	-2.9362142753	black	0	3.4825	0.47197
MGH36_P5_D06	NA	black	0	0.066261	0
MGH36_P5_D07	NA	black	0	0.17377	0
MGH36_P5_D08	0.220292061292	red	1	0.12829	2.8738
MGH36_P5_D09	NA	black	0	0	0
MGH36_P5_D11	NA	black	0	0.1635	0
MGH36_P5_D12	NA	black	0	5.4644	0
MGH36_P5_E01	NA	black	0	3.5887	0
MGH36_P5_E02	NA	black	0	3.1813	0
MGH36_P5_E03	1.3370094462	green3	2	0.123	0.53804
MGH36_P5_E05	NA	black	0	0	0
MGH36_P5_E07	NA	black	0	0	0
MGH36_P5_E08	-0.531171370189	red	1	0.20163	4.6955
MGH36_P5_E09	NA	black	0	0	0
MGH36_P5_E10	1.3954534272	green3	2	0.073135	0.55189
MGH36_P5_E11	NA	black	0	0	0
MGH36_P5_F02	1.35932214841	green3	2	0.060739	0.65168
MGH36_P5_F04	1.3783035264	green3	2	0.090853	0.54003
MGH36_P5_F05	NA	black	0	0.063503	0
MGH36_P5_F06	NA	black	0	0.048236	0
MGH36_P5_F07	NA	black	0	0	0
MGH36_P5_F08	-0.0934775609718	red	1	0.15445	3.5799
MGH36_P5_F09	1.16301393252	green3	2	0.16993	0.77484
MGH36_P5_F10	NA	black	0	1.125	0
MGH36_P5_F11	NA	black	0	0.42331	0
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	0
MGH36_P5_G04	NA	black	0	0	0.25942
MGH36_P5_G06	1.61369313405	green3	2	0.094912	0.071763
MGH36_P5_G07	NA	black	0	0.071763	0
MGH36_P5_G08	NA	black	0	0.25822	0
MGH36_P5_G09	NA	black	0	0.12035	0
MGH36_P5_G10	1.13372599187	green3	2	0.21164	0.72857
MGH36_P5_G11	NA	black	0	0	0
MGH36_P5_H02	NA	black	0	0	0
MGH36_P5_H03	NA	black	0	0	0.86156
MGH36_P5_H05	NA	black	0	0.4844	0
MGH36_P5_H06	NA	black	0	0.04684	0
MGH36_P5_H07	NA	black	0	0.15316	0
MGH36_P5_H09	NA	black	0	0	0
MGH36_P10_A02	NA	black	0	0	0
MGH36_P10_A04	NA	black	0	2.8631	0
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	NA	black	0	0	3.3918
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	0	4.2624
MGH36_P10_B03	NA	black	0	0	4.0921
MGH36_P10_B05	-0.0245702450841	red	1	1.4335	3.1514
MGH36_P10_B07	NA	black	0	0	0
MGH36_P10_B08	NA	black	0	0	2.6487
MGH36_P10_B10	NA	black	0	0.40381	0
MGH36_P10_B11	NA	black	0	0	0
MGH36_P10_C01	NA	black	0	1.8057	0
MGH36_P10_C03	NA	black	0	0	0
MGH36_P10_C04	NA	black	0	0	0
MGH36_P10_C06	NA	black	0	0	0.7966
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	0.30334	0
MGH36_P10_C09	NA	black	0	1.5671	0
MGH36_P10_C10	NA	black	0	0	0
MGH36_P10_C12	NA	black	0	0.20414	0
MGH36_P10_D01	NA	black	0	0	0
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	NA	black	0	0	3.3523
MGH36_P10_D04	NA	black	0	0	0
MGH36_P10_D05	NA	black	0	0	0
MGH36_P10_D07	NA	black	0	0	0
MGH36_P10_D09	NA	black	0	0	3.877
MGH36_P10_D10	NA	black	0	0	4.3087
MGH36_P10_D11	-0.0900389378733	red	1	1.513	2.828
MGH36_P10_D12	-1.14698765611	red	1	1.9913	0.28924
MGH36_P10_E02	NA	black	0	0	0.59455
MGH36_P10_E03	NA	black	0	0	0
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	NA	black	0	2.9953	0
MGH36_P10_E07	NA	black	0	0	0
MGH36_P10_E10	NA	black	0	0	0
MGH36_P10_E11	NA	black	0	0	0.35389
MGH36_P10_E12	0.980976054835	green3	2	0.4813	0.20163
MGH36_P10_F02	NA	black	0	0	1.0172
MGH36_P10_F03	NA	black	0	0.20414	0
MGH36_P10_F05	NA	black	0	0.19912	0
MGH36_P10_F06	NA	black	0	0.36849	0
MGH36_P10_F08	NA	black	0	0.26183	0
MGH36_P10_F09	NA	black	0	0	0
MGH36_P10_F10	NA	black	0	0	0
MGH36_P10_F11	NA	black	0	0	0
MGH36_P10_F12	NA	black	0	0	0
MGH36_P10_G01	NA	black	0	0	4.2093
MGH36_P10_G02	0.749517398777	green3	2	0.37295	1.2259
MGH36_P10_G03	0.329137184818	red	1	2.0395	4.031
MGH36_P10_G05	NA	black	0	0.21039	0
MGH36_P10_G06	-0.75310907349	red	1	0.14926	5.1676
MGH36_P10_G07	0.200420820771	red	1	0.1137	2.9247
MGH36_P10_G08	NA	black	0	0	5.6694
MGH36_P10_G09	NA	black	0	1.4271	0
MGH36_P10_G10	NA	black	0	0	3.8116
MGH36_P10_G11	NA	black	0	0.20664	0
MGH36_P10_H01	NA	black	0	3.1658	0
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	0.33685	0
MGH36_P10_H05	NA	black	0	3.0822	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	0
MGH36_P10_H11	NA	black	0	0	0
MGH36_P10_H12	NA	black	0	0	0
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	NA	black	0	0	0
MGH36_P8_A04	NA	black	0	1.9003	0
MGH36_P8_A06	NA	black	0	0	2.7362
MGH36_P8_A07	NA	black	0	0	2.542
MGH36_P8_A08	NA	black	0	0	3.8442
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	NA	black	0	0	0
MGH36_P8_A12	NA	black	0	0	0
MGH36_P8_B01	-0.0622470268131	red	1	1.3918	2.8412
MGH36_P8_B02	NA	black	0	0	0
MGH36_P8_B03	NA	black	0	0	2.9044
MGH36_P8_B04	NA	black	0	0.30217	0
MGH36_P8_B05	-0.633574950502	red	1	2.7437	2.4117
MGH36_P8_B08	NA	black	0	0	0
MGH36_P8_B09	NA	black	0	1.451	0
MGH36_P8_B10	NA	black	0	0	0
MGH36_P8_B11	NA	black	0	1.8106	0
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	0.0182505704806	red	1	1.0976	1.8805
MGH36_P8_C02	NA	black	0	0	0
MGH36_P8_C03	NA	black	0	2.8343	0
MGH36_P8_C05	NA	black	0	0	0
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	3.1172	0
MGH36_P8_C10	NA	black	0	0	0
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	0	2.9032
MGH36_P8_D03	NA	black	0	0	0
MGH36_P8_D04	NA	black	0	0	0
MGH36_P8_D05	NA	black	0	0	0
MGH36_P8_D07	NA	black	0	0	0
MGH36_P8_D08	NA	black	0	0	0
MGH36_P8_D09	NA	black	0	0	0
MGH36_P8_D10	NA	black	0	0	0
MGH36_P8_D11	-0.242906474859	red	1	1.6102	2.2324
MGH36_P8_D12	NA	black	0	0	1.0122
MGH36_P8_E01	NA	black	0	0.37295	0
MGH36_P8_E02	NA	black	0	0	0
MGH36_P8_E03	NA	black	0	1.2708	0
MGH36_P8_E04	NA	black	0	0	0
MGH36_P8_E05	NA	black	0	0	5.0177
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	-0.0642929436172	red	1	2.2203	3.154
MGH36_P8_E10	NA	black	0	0	0
MGH36_P8_F02	NA	black	0	0	0
MGH36_P8_F04	NA	black	0	0.39177	0
MGH36_P8_F05	NA	black	0	0	3.7891
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	1.10428397642	green3	2	0.34596	0.38736
MGH36_P8_G01	NA	black	0	0	3.0085
MGH36_P8_G02	NA	black	0	0	0
MGH36_P8_G03	NA	black	0	0	0
MGH36_P8_G04	NA	black	0	0	3.641
MGH36_P8_G05	NA	black	0	0	0
MGH36_P8_G06	-0.742061907033	red	1	2.3573	1.9657
MGH36_P8_G07	NA	black	0	0	0.74244
MGH36_P8_G08	NA	black	0	2.6473	0
MGH36_P8_G09	NA	black	0	0	0
MGH36_P8_G10	-0.0542741753163	red	1	0.66084	3.6174
MGH36_P8_G12	NA	black	0	0	0
MGH36_P8_H01	0.271070133966	red	1	0.21537	2.7009
MGH36_P8_H03	NA	black	0	2.9437	0
MGH36_P8_H04	NA	black	0	0	0
MGH36_P8_H06	NA	black	0	0	5.7273
MGH36_P8_H07	-0.286756758427	red	1	0.47405	4.3899
MGH36_P8_H09	NA	black	0	0	0
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	NA	black	0	0	4.0154
MGH36_P9_A01	NA	black	0	0	4.0335
MGH36_P9_A02	NA	black	0	0	0
MGH36_P9_A03	NA	black	0	0	0
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	NA	black	0	0	0
MGH36_P9_A07	NA	black	0	0.73985	0
MGH36_P9_A09	NA	black	0	0	0
MGH36_P9_A10	NA	black	0	0	4.1662
MGH36_P9_A11	NA	black	0	0.22404	0
MGH36_P9_A12	NA	black	0	0	0
MGH36_P9_B01	NA	black	0	0	2.5023
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	0.87892	0
MGH36_P9_B07	0.744248106997	green3	2	0.33914	1.3265
MGH36_P9_B08	NA	black	0	3.6352	0
MGH36_P9_B09	NA	black	0	0.46153	0
MGH36_P9_B10	NA	black	0	1.0264	0
MGH36_P9_B11	-0.567616695534	red	1	2.3357	2.2615
MGH36_P9_B12	NA	black	0	0	0
MGH36_P9_C01	NA	black	0	3.491	0
MGH36_P9_C02	NA	black	0	0.17121	0
MGH36_P9_C03	NA	black	0	0	0
MGH36_P9_C05	NA	black	0	0	0.38736
MGH36_P9_C07	NA	black	0	0	0
MGH36_P9_C08	NA	black	0	0	2.5881
MGH36_P9_C09	NA	black	0	0	0
MGH36_P9_C11	NA	black	0	0.22527	0
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	NA	black	0	0	2.7908
MGH36_P9_D07	NA	black	0	0	4.4016
MGH36_P9_D08	NA	black	0	0	0
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	NA	black	0	0.8496	0
MGH36_P9_E01	NA	black	0	0	0
MGH36_P9_E02	NA	black	0	0	0
MGH36_P9_E03	NA	black	0	0	3.7904
MGH36_P9_E04	-1.69773427473	red	1	3.175	1.4265
MGH36_P9_E05	NA	black	0	0	2.8908
MGH36_P9_E06	NA	black	0	0	3.6161
MGH36_P9_E07	NA	black	0	0	3.2863
MGH36_P9_E08	NA	black	0	0	0
MGH36_P9_E10	NA	black	0	0	4.5705
MGH36_P9_E11	NA	black	0	0	0
MGH36_P9_E12	NA	black	0	0	0
MGH36_P9_F02	NA	black	0	0	0
MGH36_P9_F03	NA	black	0	0	0
MGH36_P9_F04	NA	black	0	0	4.3383
MGH36_P9_F08	-1.65155373685	red	1	2.4152	0.41359
MGH36_P9_F09	NA	black	0	0	6.2547
MGH36_P9_F10	NA	black	0	0	0
MGH36_P9_F11	NA	black	0	0	3.8555
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	0	4.8542
MGH36_P9_G04	NA	black	0	0	2.5556
MGH36_P9_G05	NA	black	0	0	3.6987
MGH36_P9_G06	NA	black	0	0	0
MGH36_P9_G07	NA	black	0	0	0
MGH36_P9_G08	-1.16977173557	red	1	2.9394	1.8452
MGH36_P9_G09	NA	black	0	0	3.6839
MGH36_P9_G10	-0.945182213215	red	1	2.8353	2.0535
MGH36_P9_G11	NA	black	0	0	2.3707
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	-1.52024260138	red	1	2.3746	0.56267
MGH36_P9_H03	NA	black	0	1.0272	0
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0.57531	0
MGH36_P9_H07	NA	black	0	0	0
MGH36_P9_H08	NA	black	0	0	0
MGH36_P9_H10	NA	black	0	0	0
MGH36_P9_H11	-0.0810429834231	red	1	1.4093	2.729
MGH36_P9_H12	NA	black	0	0	0
MGH36_P2_A01	NA	black	0	0	0
MGH36_P2_A03	-0.0714221943283	red	1	0.22651	3.5394
MGH36_P2_A04	NA	black	0	0.31499	0
MGH36_P2_A05	NA	black	0	0.071763	0
MGH36_P2_A06	NA	black	0	0	0
MGH36_P2_A07	NA	black	0	0	0
MGH36_P2_A08	NA	black	0	0	1.0902
MGH36_P2_A11	NA	black	0	0.089498	0
MGH36_P2_B03	NA	black	0	0.12168	0
MGH36_P2_B04	-0.493387315834	red	1	0.16221	4.5439
MGH36_P2_B05	NA	black	0	4.4536	0
MGH36_P2_B06	0.204133631358	red	1	0.17377	2.8856
MGH36_P2_B07	NA	black	0	0.089498	0
MGH36_P2_B08	0.430579121056	red	1	0.18396	2.3573
MGH36_P2_B09	NA	black	0	0.1776	0
MGH36_P2_B10	NA	black	0	0.15575	0
MGH36_P2_B11	NA	black	0	3.1063	0
MGH36_P2_B12	NA	black	0	0.24367	0
MGH36_P2_C02	NA	black	0	0.10165	0
MGH36_P2_C03	NA	black	0	0.10568	0
MGH36_P2_C04	NA	black	0	0.08134	0
MGH36_P2_C07	NA	black	0	0.048236	0
MGH36_P2_C08	NA	black	0	0	0.60217
MGH36_P2_C09	-0.453466429262	red	1	0.045443	4.325
MGH36_P2_C10	NA	black	0	0.11636	0
MGH36_P2_C11	-0.271982435769	red	1	3.8237	2.9953
MGH36_P2_C12	NA	black	0	0.10299	0
MGH36_P2_D01	NA	black	0	0.11902	0
MGH36_P2_D02	NA	black	0	0	0
MGH36_P2_D04	NA	black	0	0	0
MGH36_P2_D05	NA	black	0	3.8617	0
MGH36_P2_D06	NA	black	0	0	4.4555
MGH36_P2_D07	NA	black	0	0	0
MGH36_P2_D08	0.143753846782	red	1	0.13488	3.0405
MGH36_P2_D09	NA	black	0	0.13356	0
MGH36_P2_D10	NA	black	0	0.15834	0
MGH36_P2_D11	-0.0905164160421	red	1	0.8883	4.3995
MGH36_P2_E01	-0.278238654944	red	1	0.066261	3.9616
MGH36_P2_E02	NA	black	0	0.19912	0
MGH36_P2_E03	NA	black	0	0	0
MGH36_P2_E04	-0.260893414915	red	1	0.071763	3.9269
MGH36_P2_E06	NA	black	0	0.073135	0
MGH36_P2_E07	-0.561904862847	red	1	0.044044	4.5583
MGH36_P2_E08	NA	black	0	0.1375	0
MGH36_P2_E09	0.619198143445	red	1	0.037031	2.1253
MGH36_P2_E10	NA	black	0	0.19409	0
MGH36_P2_F02	-0.295350211889	red	1	0.088142	4.0119
MGH36_P2_F03	-0.800261595499	red	1	0.14405	5.2748
MGH36_P2_F04	NA	black	0	0.096262	0
MGH36_P2_F06	NA	black	0	0.23756	0
MGH36_P2_F07	NA	black	0	0	0.71721
MGH36_P2_F08	1.5006664379	green3	2	0.1776	0.044044
MGH36_P2_F10	NA	black	0	0.14666	0
MGH36_P2_F11	NA	black	0	0.086784	0
MGH36_P2_F12	NA	black	0	0.05797	0
MGH36_P2_G01	NA	black	0	0	0
MGH36_P2_G02	NA	black	0	0	0
MGH36_P2_G03	NA	black	0	0.14666	0
MGH36_P2_G04	NA	black	0	0	0
MGH36_P2_G05	NA	black	0	0	0.10165
MGH36_P2_G07	NA	black	0	0.20038	0
MGH36_P2_G08	NA	black	0	0.10299	0
MGH36_P2_G09	1.56493201491	green3	2	0.094912	0.16607
MGH36_P2_G11	NA	black	0	0.079975	0
MGH36_P2_G12	NA	black	0	0.14926	0
MGH36_P2_H01	NA	black	0	0.24123	0
MGH36_P2_H02	NA	black	0	3.3781	0
MGH36_P2_H03	NA	black	0	0.54696	0
MGH36_P2_H04	NA	black	0	0.082703	0
MGH36_P2_H05	-0.327036855876	red	1	0.034216	4.0471
MGH36_P2_H06	NA	black	0	0.24853	0
MGH36_P2_H07	NA	black	0	0.29866	0
MGH36_P2_H10	NA	black	0	0.059355	0
MGH53_P5_A02	NA	black	0	0	4.9225
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0	0
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0	0
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	NA	black	0	0	0
MGH53_P5_A11	NA	black	0	0	3.9121
MGH53_P5_B01	NA	black	0	0	0
MGH53_P5_B03	NA	black	0	0	1.251
MGH53_P5_B04	-3.46666985264	black	0	4.525	0.93734
MGH53_P5_B05	NA	black	0	0	0
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	NA	black	0	0	0.32998
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	0	3.5004
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	1.119	0
MGH53_P5_B12	NA	black	0	0	5.4507
MGH53_P5_C01	NA	black	0	0	2.6624
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	NA	black	0	0	0
MGH53_P5_C04	0.316712335329	red	1	0.77905	1.4038
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	1.20699876012	green3	2	2.4652	5.1332
MGH53_P5_C08	NA	black	0	0	0
MGH53_P5_C09	NA	black	0	0	0
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	NA	black	0	0	4.7787
MGH53_P5_D01	NA	black	0	0	0
MGH53_P5_D02	NA	black	0	3.3346	0
MGH53_P5_D04	NA	black	0	0.91303	0
MGH53_P5_D05	NA	black	0	0	2.7207
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	2.2029	0
MGH53_P5_D11	NA	black	0	0	5.6145
MGH53_P5_E01	NA	black	0	0	5.5129
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	NA	black	0	2.5967	0
MGH53_P5_E04	NA	black	0	0	1.2443
MGH53_P5_E06	NA	black	0	1.8683	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0	0
MGH53_P5_E11	NA	black	0	0	5.5606
MGH53_P5_F01	0.471108346288	red	1	1.2804	7.1838
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	NA	black	0	0.89918	0
MGH53_P5_F07	NA	black	0	0.54201	0
MGH53_P5_F08	NA	black	0	0	0
MGH53_P5_F10	NA	black	0	0	0
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	0	4.9542
MGH53_P5_G04	NA	black	0	0	0
MGH53_P5_G05	NA	black	0	0	5.8042
MGH53_P5_G07	NA	black	0	0	6.6588
MGH53_P5_G08	NA	black	0	0	0
MGH53_P5_G09	NA	black	0	0	0
MGH53_P5_G10	NA	black	0	0.21164	0
MGH53_P5_G11	NA	black	0	0	0
MGH53_P5_H02	NA	black	0	1.5835	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	0
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	0	2.7435
MGH53_P5_H08	NA	black	0	0	0
MGH53_P5_H10	NA	black	0	4.4236	0
MGH53_P5_H11	NA	black	0	0.29983	0
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	NA	black	0	0	0
MGH53_P6_A03	NA	black	0	0	0
MGH53_P6_A04	NA	black	0	0	0
MGH53_P6_A05	NA	black	0	0	0
MGH53_P6_A06	2.84386317814	black	0	3.7514	5.5144
MGH53_P6_A07	NA	black	0	0	5.4224
MGH53_P6_A08	NA	black	0	0.51501	0
MGH53_P6_A09	NA	black	0	0	0
MGH53_P6_A10	NA	black	0	0	0
MGH53_P6_A11	1.37826209273	green3	2	0.20163	0.22651
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0	0
MGH53_P6_B03	-0.62754730513	red	1	0.43723	5.5862
MGH53_P6_B04	-0.148788307787	red	1	0.41468	3.8346
MGH53_P6_B05	NA	black	0	0	0
MGH53_P6_B06	NA	black	0	0	0
MGH53_P6_B07	NA	black	0	0	4.904
MGH53_P6_B09	-0.586466955033	red	1	0.19409	4.8268
MGH53_P6_B10	NA	black	0	0	0
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	1.21438210579	green3	2	0.23389	0.48646
MGH53_P6_C04	NA	black	0	0	0
MGH53_P6_C05	NA	black	0	0	2.4936
MGH53_P6_C06	NA	black	0	0	0
MGH53_P6_C07	NA	black	0	0	4.9937
MGH53_P6_C08	-0.339932882944	red	1	0.25096	4.2542
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	NA	black	0	3.5088	0
MGH53_P6_C11	NA	black	0	0	5.4047
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	NA	black	0	0	0
MGH53_P6_D03	NA	black	0	0	5.6102
MGH53_P6_D05	NA	black	0	0	0
MGH53_P6_D07	NA	black	0	2.0486	0
MGH53_P6_D08	NA	black	0	0	0
MGH53_P6_D09	NA	black	0	0	3.8957
MGH53_P6_D10	NA	black	0	0	0.35389
MGH53_P6_D11	NA	black	0	0	0
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	0	0
MGH53_P6_E02	NA	black	0	0	0
MGH53_P6_E03	NA	black	0	0	5.0494
MGH53_P6_E04	NA	black	0	0	6.567
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0
MGH53_P6_E09	NA	black	0	0	5.2895
MGH53_P6_E10	NA	black	0	0	0
MGH53_P6_F01	4.95299439629	black	0	4.8906	5.9941
MGH53_P6_F02	NA	black	0	0	0
MGH53_P6_F03	NA	black	0	0	0
MGH53_P6_F04	NA	black	0	0	0
MGH53_P6_F05	NA	black	0	0.20414	0
MGH53_P6_F06	NA	black	0	0	0
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	0	0
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	NA	black	0	0.43723	0
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	NA	black	0	0	4.9488
MGH53_P6_G04	NA	black	0	0.18142	0
MGH53_P6_G05	NA	black	0	0.41468	0
MGH53_P6_G06	NA	black	0	0	0
MGH53_P6_G07	NA	black	0	0	0
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	NA	black	0	0	6.2943
MGH53_P6_G10	NA	black	0	2.7403	0
MGH53_P6_G11	NA	black	0	0	0
MGH53_P6_H01	NA	black	0	0.61353	0
MGH53_P6_H02	NA	black	0	0	0
MGH53_P6_H03	NA	black	0	0.35502	0
MGH53_P6_H04	NA	black	0	0	0
MGH53_P6_H05	NA	black	0	0	0
MGH53_P6_H07	NA	black	0	0	1.7044
MGH53_P6_H09	0.880526081685	green3	2	0.13881	1.4404
MGH53_P6_H10	NA	black	0	0	0.46989
MGH53_P6_H11	NA	black	0	0	4.0414
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	3.7345	0
MGH53_P7_A03	NA	black	0	0	4.6846
MGH53_P7_A04	NA	black	0	0	0.32539
MGH53_P7_A05	NA	black	0	0	6.0955
MGH53_P7_A06	NA	black	0	0	3.014
MGH53_P7_A07	NA	black	0	0	5.2668
MGH53_P7_A09	NA	black	0	0	5.1801
