Cell_name	Zvalue	Color	Cluster	CREB1	ODC1
MGH36_P6_G04	NA	black	0	0.089498	0
MGH36_P6_G05	NA	black	0	0	0
MGH36_P6_G06	-0.77404857139	red	1	0.08134	4.8044
MGH36_P6_G07	NA	black	0	0.048236	0
MGH36_P6_G08	NA	black	0	0.99567	0
MGH36_P6_G09	NA	black	0	0	0
MGH36_P6_G10	NA	black	0	0	0
MGH36_P6_G11	NA	black	0	0	0
MGH36_P6_G12	NA	black	0	0	0
MGH36_P6_H06	NA	black	0	0.17249	0
MGH36_P6_H07	NA	black	0	0.044044	0
MGH36_P6_H10	NA	black	0	2.965	0
MGH36_P6_H12	-0.489711089057	red	1	0.123	4.3496
MGH36_P7_A01	-0.0642485458848	red	1	0.041243	3.5899
MGH36_P7_A02	NA	black	0	0.4049	0
MGH36_P7_A03	NA	black	0	3.2504	0
MGH36_P7_A04	NA	black	0	2.8452	0
MGH36_P7_A06	0.543251363549	red	1	0.27381	2.378
MGH36_P7_A07	NA	black	0	0.097611	0
MGH36_P7_A08	NA	black	0	0	0
MGH36_P7_A09	NA	black	0	0	0
MGH36_P7_A10	NA	black	0	0	0
MGH36_P7_A11	NA	black	0	0	0
MGH36_P7_A12	NA	black	0	0.089498	0
MGH36_P7_B01	0.0629903041024	red	1	1.2762	4.6377
MGH36_P7_B02	NA	black	0	0.1137	0
MGH36_P7_B03	NA	black	0	2.5845	0
MGH36_P7_B04	NA	black	0	0	0
MGH36_P7_B06	NA	black	0	0.13488	0
MGH36_P7_B07	NA	black	0	0	0
MGH36_P7_B08	NA	black	0	1.4704	0
MGH36_P7_B09	NA	black	0	2.1798	0
MGH36_P7_B10	NA	black	0	0	0
MGH36_P7_B11	NA	black	0	0.074505	0
MGH36_P7_B12	NA	black	0	0.18142	0
MGH36_P7_C11	-0.396457596984	red	1	2.9879	3.044
MGH36_P7_D01	NA	black	0	3.4067	0
MGH36_P7_D02	NA	black	0	0.82375	0
MGH36_P7_D03	NA	black	0	0	0
MGH36_P7_D05	0.0492990512377	red	1	0.11902	3.3979
MGH36_P7_D06	NA	black	0	0	0
MGH36_P7_D07	NA	black	0	0.045443	0
MGH36_P7_D08	NA	black	0	0.077243	0
MGH36_P7_D09	NA	black	0	0.17121	0
MGH36_P7_D10	NA	black	0	0.037031	0
MGH36_P7_D11	NA	black	0	0	0
MGH36_P7_E01	NA	black	0	0.11237	0
MGH36_P7_E03	NA	black	0	0	0
MGH36_P7_E04	NA	black	0	3.3702	0
MGH36_P7_E05	NA	black	0	0.064883	0
MGH36_P7_E07	NA	black	0	2.1074	0
MGH36_P7_E08	NA	black	0	0.084064	0
MGH36_P7_E10	NA	black	0	0	0
MGH36_P7_E12	NA	black	0	0.64155	0
MGH36_P7_F01	NA	black	0	0.20414	0
MGH36_P7_F02	NA	black	0	0	0
MGH36_P7_F03	NA	black	0	0.123	0
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	NA	black	0	0	0
MGH36_P7_F08	-0.221839569658	red	1	0.123	3.875
MGH36_P7_F09	-0.171653771113	red	1	1.5797	2.6515
MGH36_P7_F10	NA	black	0	0.077243	0
MGH36_P7_F11	1.94604269513	black	0	0.09356	0.21412
MGH36_P7_F12	NA	black	0	2.5028	0
MGH36_P7_G01	NA	black	0	0.052416	0
MGH36_P7_G02	0.193432069944	red	1	0.038436	3.1707
MGH36_P7_G03	NA	black	0	0.055196	0
MGH36_P7_G04	NA	black	0	4.6627	0
MGH36_P7_G05	NA	black	0	0	0
MGH36_P7_G06	NA	black	0	0.54003	0
MGH36_P7_G08	NA	black	0	0	0
MGH36_P7_G09	NA	black	0	0	0
MGH36_P7_G10	NA	black	0	0.069015	0
MGH36_P7_G11	NA	black	0	2.3135	0
MGH36_P7_H01	NA	black	0	0	0
MGH36_P7_H02	NA	black	0	0.067639	0
MGH36_P7_H03	NA	black	0	0.044044	0
MGH36_P7_H04	NA	black	0	0	0
MGH36_P7_H07	NA	black	0	0	0
MGH36_P7_H08	NA	black	0	0.042644	0
MGH36_P7_H10	0.080434695234	red	1	0.070389	3.3501
MGH36_P7_H11	NA	black	0	0.075875	0
MGH36_P7_H12	NA	black	0	0	4.9968
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0	2.913
MGH36_P5_A05	NA	black	0	2.1686	0
MGH36_P5_A06	NA	black	0	0.24975	0
MGH36_P5_A07	NA	black	0	0	0
MGH36_P5_A08	NA	black	0	2.7264	0
MGH36_P5_A09	NA	black	0	0	3.3116
MGH36_P5_B02	1.87420325943	green3	2	3.301	5.0939
MGH36_P5_B03	NA	black	0	2.7463	0
MGH36_P5_B04	NA	black	0	2.0759	0
MGH36_P5_B05	0.00749336973578	red	1	1.1979	0.49262
MGH36_P5_B06	1.44602412919	red	1	0.075875	1.0827
MGH36_P5_B07	NA	black	0	2.4885	0
MGH36_P5_B08	-1.1842779632	red	1	0.16092	5.675
MGH36_P5_B09	NA	black	0	3.3756	0
MGH36_P5_B10	NA	black	0	0.028569	0
MGH36_P5_B11	NA	black	0	0.045443	0
MGH36_P5_C01	NA	black	0	0.33228	0
MGH36_P5_C02	NA	black	0	0.073135	0
MGH36_P5_C03	NA	black	0	0.10969	0
MGH36_P5_C04	NA	black	0	0	0
MGH36_P5_C05	-0.498236319123	red	1	2.3635	2.6706
MGH36_P5_C06	NA	black	0	0.10969	0
MGH36_P5_C09	1.13952251094	red	1	0.074505	1.5893
MGH36_P5_C11	NA	black	0	0.074505	0
MGH36_P5_C12	NA	black	0	0.15575	0
MGH36_P5_D01	NA	black	0	0	0
MGH36_P5_D02	0.129816861008	red	1	0.15704	3.2484
MGH36_P5_D03	NA	black	0	0.16607	0
MGH36_P5_D04	-0.048565639448	red	1	1.3879	3.0227
MGH36_P5_D06	NA	black	0	0.053806	0
MGH36_P5_D07	NA	black	0	0.028569	0
MGH36_P5_D08	NA	black	0	0.05797	0
MGH36_P5_D09	NA	black	0	1.4683	0
MGH36_P5_D11	NA	black	0	0	0
MGH36_P5_D12	NA	black	0	0.051024	0
MGH36_P5_E01	NA	black	0	0	0
MGH36_P5_E02	-0.0477991250713	red	1	1.346	2.9121
MGH36_P5_E03	NA	black	0	0.060739	0
MGH36_P5_E05	NA	black	0	0.41359	0
MGH36_P5_E07	NA	black	0	0.13488	0
MGH36_P5_E08	0.705252414216	red	1	0.075875	2.3057
MGH36_P5_E09	1.32119146183	red	1	0.15445	1.1237
MGH36_P5_E10	0.40870490494	red	1	0.096262	2.7866
MGH36_P5_E11	NA	black	0	0.037031	0
MGH36_P5_F02	NA	black	0	1.1629	0
MGH36_P5_F04	NA	black	0	0.07861	0
MGH36_P5_F05	-0.00949826309267	red	1	1.3311	3.3513
MGH36_P5_F06	2.11250703213	black	0	0.032806	0.12035
MGH36_P5_F07	NA	black	0	0.42868	0
MGH36_P5_F08	-0.652722708406	red	1	0.10969	4.6255
MGH36_P5_F09	NA	black	0	0.18396	0
MGH36_P5_F10	NA	black	0	2.2696	0
MGH36_P5_F11	NA	black	0	0.059355	0
MGH36_P5_G01	NA	black	0	0	3.3401
MGH36_P5_G02	NA	black	0	3.0657	0
MGH36_P5_G04	NA	black	0	0	0
MGH36_P5_G06	NA	black	0	0.028569	0
MGH36_P5_G07	NA	black	0	0.05797	0
MGH36_P5_G08	NA	black	0	0.10434	0
MGH36_P5_G09	NA	black	0	0.052416	0
MGH36_P5_G10	NA	black	0	0.041243	0
MGH36_P5_G11	NA	black	0	0.1003	0
MGH36_P5_H02	NA	black	0	3.694	0
MGH36_P5_H03	1.23540973922	red	1	0.020058	1.5261
MGH36_P5_H05	-0.296730516613	red	1	0.077243	3.9861
MGH36_P5_H06	NA	black	0	0.025738	0
MGH36_P5_H07	1.92517645639	black	0	3.7383	4.8479
MGH36_P5_H09	NA	black	0	1.4346	0
MGH36_P10_A02	NA	black	0	1.237	0
MGH36_P10_A04	0.0634285274432	red	1	1.9023	3.6296
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	-0.0100201818718	red	1	1.2098	2.5756
MGH36_P10_A09	0.00424462012517	red	1	1.5509	3.4907
MGH36_P10_A11	NA	black	0	0	2.344
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	0	4.4448
MGH36_P10_B03	NA	black	0	0.073135	0
MGH36_P10_B05	-0.129307888482	red	1	1.3254	1.6201
MGH36_P10_B07	0.149910151853	red	1	2.0014	3.8049
MGH36_P10_B08	0.666765005686	red	1	0.31962	2.0583
MGH36_P10_B10	NA	black	0	2.3953	0
MGH36_P10_B11	NA	black	0	3.4256	0
MGH36_P10_C01	NA	black	0	0.15445	0
MGH36_P10_C03	NA	black	0	0.77905	0
MGH36_P10_C04	NA	black	0	1.9123	0
MGH36_P10_C06	NA	black	0	0	0
MGH36_P10_C07	NA	black	0	0.24732	0
MGH36_P10_C08	NA	black	0	0	0
MGH36_P10_C09	NA	black	0	0	0
MGH36_P10_C10	NA	black	0	2.0521	0
MGH36_P10_C12	0.725706825318	red	1	0.089498	2.2567
MGH36_P10_D01	NA	black	0	0	1.2546
MGH36_P10_D02	NA	black	0	1.0136	0
MGH36_P10_D03	0.244165753501	red	1	2.557	3.7894
MGH36_P10_D04	NA	black	0	0	0
MGH36_P10_D05	NA	black	0	0.14274	0
MGH36_P10_D07	NA	black	0	0	0
MGH36_P10_D09	NA	black	0	3.5893	0
MGH36_P10_D10	NA	black	0	0	2.5079
MGH36_P10_D11	NA	black	0	0.48027	0
MGH36_P10_D12	NA	black	0	2.4558	0
MGH36_P10_E02	NA	black	0	0	2.2969
MGH36_P10_E03	-0.11568587517	red	1	1.9884	3.1964
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	NA	black	0	0	4.6452
MGH36_P10_E07	NA	black	0	0.097611	0
MGH36_P10_E10	NA	black	0	0	0.43829
MGH36_P10_E11	NA	black	0	0.092207	0
MGH36_P10_E12	0.398621583111	red	1	1.7321	4.7993
MGH36_P10_F02	NA	black	0	2.99	0
MGH36_P10_F03	NA	black	0	0.098958	0
MGH36_P10_F05	NA	black	0	2.6989	0
MGH36_P10_F06	NA	black	0	0	0
MGH36_P10_F08	NA	black	0	1.5474	0
MGH36_P10_F09	NA	black	0	0.23511	0
MGH36_P10_F10	NA	black	0	1.9165	0
MGH36_P10_F11	NA	black	0	0	0
MGH36_P10_F12	NA	black	0	0	0
MGH36_P10_G01	NA	black	0	2.0268	0
MGH36_P10_G02	NA	black	0	0	2.1606
MGH36_P10_G03	NA	black	0	1.6699	0
MGH36_P10_G05	NA	black	0	0	0
MGH36_P10_G06	NA	black	0	0	2.9201
MGH36_P10_G07	0.0412460104217	red	1	0.23143	3.4023
MGH36_P10_G08	NA	black	0	1.0621	0
MGH36_P10_G09	NA	black	0	0	0
MGH36_P10_G10	NA	black	0	0	0
MGH36_P10_G11	NA	black	0	0.053806	0
MGH36_P10_H01	-0.692619769398	red	1	0.11902	4.7065
MGH36_P10_H03	NA	black	0	0	3.3854
MGH36_P10_H04	NA	black	0	0	0
MGH36_P10_H05	NA	black	0	0.29278	0
MGH36_P10_H06	NA	black	0	0	1.6727
MGH36_P10_H09	NA	black	0	0	3.0104
MGH36_P10_H11	NA	black	0	0.069015	0
MGH36_P10_H12	NA	black	0	0	0
MGH36_P8_A01	0.334636502336	red	1	2.4735	3.9417
MGH36_P8_A03	NA	black	0	0	3.0393
MGH36_P8_A04	NA	black	0	1.2394	0
MGH36_P8_A06	NA	black	0	0	0
MGH36_P8_A07	-0.052716940759	red	1	1.3179	2.7152
MGH36_P8_A08	NA	black	0	2.7069	0
MGH36_P8_A09	-0.499241185258	red	1	2.6911	2.8385
MGH36_P8_A11	NA	black	0	2.5208	0
MGH36_P8_A12	NA	black	0	2.5033	0
MGH36_P8_B01	NA	black	0	2.4636	0
MGH36_P8_B02	NA	black	0	2.2612	0
MGH36_P8_B03	NA	black	0	0	4.6147
MGH36_P8_B04	NA	black	0	2.8186	0
MGH36_P8_B05	0.144942995868	red	1	1.1184	0.30685
MGH36_P8_B08	NA	black	0	0	0
MGH36_P8_B09	NA	black	0	0	0
MGH36_P8_B10	NA	black	0	2.5612	0
MGH36_P8_B11	-0.288961774359	red	1	0.37962	4.1552
MGH36_P8_B12	NA	black	0	0	3.4634
MGH36_P8_C01	0.0873928548986	red	1	0.82212	3.0295
MGH36_P8_C02	NA	black	0	0	1.159
MGH36_P8_C03	NA	black	0	2.5743	0
MGH36_P8_C05	1.02766910294	red	1	2.9568	4.5307
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0.17505	0
MGH36_P8_C10	-0.000651363572615	red	1	1.319	3.4627
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	0	0
MGH36_P8_D03	NA	black	0	0.12035	0
MGH36_P8_D04	-2.25980132536	black	0	2.7515	0.73639
MGH36_P8_D05	-0.593258543156	red	1	2.584	2.6661
MGH36_P8_D07	NA	black	0	0	1.4641
MGH36_P8_D08	0.149587205785	red	1	0.94411	2.3445
MGH36_P8_D09	NA	black	0	2.7657	0
MGH36_P8_D10	NA	black	0	0	2.2479
MGH36_P8_D11	1.08832631178	red	1	0.24001	1.3623
MGH36_P8_D12	NA	black	0	0.40381	0
MGH36_P8_E01	-0.155055171409	red	1	2.0072	3.1129
MGH36_P8_E02	NA	black	0	0	0
MGH36_P8_E03	NA	black	0	0	2.4324
MGH36_P8_E04	NA	black	0	0	0
MGH36_P8_E05	NA	black	0	1.2382	0
MGH36_P8_E06	NA	black	0	1.8164	0
MGH36_P8_E08	NA	black	0	2.0154	0
MGH36_P8_E10	NA	black	0	0.13619	0
MGH36_P8_F02	NA	black	0	0	2.196
MGH36_P8_F04	NA	black	0	0	0
MGH36_P8_F05	0.408767512851	red	1	0.074505	2.8003
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	NA	black	0	0	0
MGH36_P8_G01	0.730407943937	red	1	0.089498	2.2488
MGH36_P8_G02	NA	black	0	0.39177	0
MGH36_P8_G03	NA	black	0	0.071763	0
MGH36_P8_G04	NA	black	0	0.075875	0
MGH36_P8_G05	NA	black	0	0.07861	0
MGH36_P8_G06	0.280453495405	red	1	1.9415	4.1501
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	NA	black	0	0	0
MGH36_P8_G09	NA	black	0	0	0
MGH36_P8_G10	NA	black	0	0.80653	0
MGH36_P8_G12	NA	black	0	0	0
MGH36_P8_H01	-0.14296405246	red	1	2.2415	3.2099
MGH36_P8_H03	NA	black	0	2.9773	0
MGH36_P8_H04	NA	black	0	0	5.8921
MGH36_P8_H06	NA	black	0	0	2.0645
MGH36_P8_H07	NA	black	0	0	0.59646
MGH36_P8_H09	NA	black	0	0	0
MGH36_P8_H10	NA	black	0	3.259	0
MGH36_P8_H11	-1.44717919321	red	1	2.1233	0.53107
MGH36_P9_A01	-0.038518028512	red	1	1.2786	2.6772
MGH36_P9_A02	NA	black	0	0	0
MGH36_P9_A03	NA	black	0	2.5462	0
MGH36_P9_A05	-0.434997623956	red	1	2.0409	2.5122
MGH36_P9_A06	NA	black	0	0	0
MGH36_P9_A07	NA	black	0	2.1339	0
MGH36_P9_A09	NA	black	0	3.6693	0
MGH36_P9_A10	NA	black	0	3.1334	0
MGH36_P9_A11	0.0488600688346	red	1	2.7689	3.5139
MGH36_P9_A12	0.14088405755	red	1	1.4589	4.4014
MGH36_P9_B01	NA	black	0	0	0
MGH36_P9_B04	NA	black	0	0.46362	0
MGH36_P9_B06	NA	black	0	3.0822	0
MGH36_P9_B07	0.0158908579047	red	1	1.1037	3.112
MGH36_P9_B08	0.989151449093	red	1	0.048236	1.875
MGH36_P9_B09	NA	black	0	0.38294	0
MGH36_P9_B10	NA	black	0	1.3397	0
MGH36_P9_B11	-0.408860911408	red	1	1.9855	2.5077
MGH36_P9_B12	NA	black	0	0.28214	0
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0	0
MGH36_P9_C03	NA	black	0	0	3.0883
MGH36_P9_C05	0.382284928067	red	1	0.72944	1.9415
MGH36_P9_C07	NA	black	0	0	0
MGH36_P9_C08	NA	black	0	2.6218	0
MGH36_P9_C09	NA	black	0	0	0
MGH36_P9_C11	NA	black	0	0	0
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	-0.33522750658	red	1	2.4571	2.9681
MGH36_P9_D07	NA	black	0	0	4.8014
MGH36_P9_D08	NA	black	0	0	0
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0.42761	0
MGH36_P9_D11	NA	black	0	0.098958	0
MGH36_P9_E01	NA	black	0	0	3.3977
MGH36_P9_E02	-0.0431662970959	red	1	1.037	4.0391
MGH36_P9_E03	NA	black	0	0.26664	0
MGH36_P9_E04	-0.282666270626	red	1	1.583	2.122
MGH36_P9_E05	NA	black	0	0	3.7252
MGH36_P9_E06	NA	black	0	0.16092	0
MGH36_P9_E07	NA	black	0	0	3.4733
MGH36_P9_E08	NA	black	0	0.096262	0
MGH36_P9_E10	0.719835856646	red	1	3.3576	4.0667
MGH36_P9_E11	NA	black	0	0	3.6955
MGH36_P9_E12	NA	black	0	0	0
MGH36_P9_F02	NA	black	0	0	0
MGH36_P9_F03	-0.053630794283	red	1	1.2522	1.742
MGH36_P9_F04	NA	black	0	2.3898	0
MGH36_P9_F08	NA	black	0	0	3.1778
MGH36_P9_F09	-0.651193319619	red	1	0.052416	4.565
MGH36_P9_F10	NA	black	0	0	0
MGH36_P9_F11	NA	black	0	0	0
MGH36_P9_F12	NA	black	0	0.89918	0
MGH36_P9_G03	NA	black	0	0.28806	0
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	0
MGH36_P9_G06	NA	black	0	0	0
MGH36_P9_G07	NA	black	0	0	0
MGH36_P9_G08	NA	black	0	0	4.1114
MGH36_P9_G09	NA	black	0	0.29748	0
MGH36_P9_G10	-0.346415594654	red	1	0.038436	4.0508
MGH36_P9_G11	1.62266870416	green3	2	0.23389	0.35952
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	-0.25864447749	red	1	2.4338	3.0738
MGH36_P9_H03	NA	black	0	0	0
MGH36_P9_H04	NA	black	0	0	0.54102
MGH36_P9_H06	NA	black	0	0	5.4312
MGH36_P9_H07	NA	black	0	0	0
MGH36_P9_H08	0.16894614369	red	1	0.22774	3.1543
MGH36_P9_H10	NA	black	0	2.369	0
MGH36_P9_H11	NA	black	0	0	1.7355
MGH36_P9_H12	NA	black	0	0	0
MGH36_P2_A01	-0.347267836614	red	1	0.059355	4.0626
MGH36_P2_A03	-0.143535425333	red	1	0.41576	3.8306
MGH36_P2_A04	NA	black	0	0.031395	0
MGH36_P2_A05	0.476003053205	red	1	0.098958	2.6702
MGH36_P2_A06	NA	black	0	0	2.5089
MGH36_P2_A07	NA	black	0	0.028569	0
MGH36_P2_A08	-0.502994253824	red	1	0.41468	4.7138
MGH36_P2_A11	-0.0599413982218	red	1	0.049631	3.5835
MGH36_P2_B03	NA	black	0	1.0936	0
MGH36_P2_B04	-0.400581898103	red	1	0.04684	4.1444
MGH36_P2_B05	NA	black	0	0.14274	0
MGH36_P2_B06	-0.390816262468	red	1	0.044044	4.1267
MGH36_P2_B07	NA	black	0	0	0
MGH36_P2_B08	0.38866386211	red	1	0.65992	2.1174
MGH36_P2_B09	NA	black	0	1.4011	0
MGH36_P2_B10	NA	black	0	0	0
MGH36_P2_B11	NA	black	0	1.6911	0
MGH36_P2_B12	NA	black	0	0	0
MGH36_P2_C02	NA	black	0	0.025738	0
MGH36_P2_C03	NA	black	0	0.086784	0
MGH36_P2_C04	NA	black	0	0.20664	0
MGH36_P2_C07	0.443281510848	red	1	0.071763	2.7446
MGH36_P2_C08	NA	black	0	0.32539	0
MGH36_P2_C09	NA	black	0	0.048236	0
MGH36_P2_C10	NA	black	0	0.032806	0
MGH36_P2_C11	-0.185409495423	red	1	1.8456	2.942
MGH36_P2_C12	NA	black	0	0.029983	0
MGH36_P2_D01	NA	black	0	0.027154	0
MGH36_P2_D02	NA	black	0	0.60217	0
MGH36_P2_D04	NA	black	0	3.1	0
MGH36_P2_D05	-0.413005712265	red	1	1.9385	2.4372
MGH36_P2_D06	NA	black	0	0.037031	0
MGH36_P2_D07	1.85696301613	green3	2	0.10969	0.31615
MGH36_P2_D08	NA	black	0	0.027154	0
MGH36_P2_D09	0.240473242608	red	1	1.7004	4.3245
MGH36_P2_D10	NA	black	0	2.3274	0
MGH36_P2_D11	NA	black	0	0.36401	0
MGH36_P2_E01	0.223474079712	red	1	0.24245	3.0416
MGH36_P2_E02	NA	black	0	0	0
MGH36_P2_E03	NA	black	0	0	0
MGH36_P2_E04	NA	black	0	1.8572	0
MGH36_P2_E06	NA	black	0	0.071763	0
MGH36_P2_E07	1.05610651956	red	1	2.6674	4.7765
MGH36_P2_E08	NA	black	0	0.044044	0
MGH36_P2_E09	NA	black	0	0.073135	0
MGH36_P2_E10	NA	black	0	0.027154	0
MGH36_P2_F02	NA	black	0	0.45523	0
MGH36_P2_F03	NA	black	0	0.053806	0
MGH36_P2_F04	0.860890663479	red	1	0.010064	2.1276
MGH36_P2_F06	NA	black	0	0.56267	0
MGH36_P2_F07	NA	black	0	0.082703	0
MGH36_P2_F08	NA	black	0	0.051024	0
MGH36_P2_F10	NA	black	0	2.7734	0
MGH36_P2_F11	-0.0349469372729	red	1	0.029983	3.5416
MGH36_P2_F12	NA	black	0	0.070389	0
MGH36_P2_G01	-0.771496870374	red	1	0.071763	4.7886
MGH36_P2_G02	NA	black	0	0.020058	0
MGH36_P2_G03	NA	black	0	0.038436	0
MGH36_P2_G04	NA	black	0	0	0
MGH36_P2_G05	NA	black	0	3.1383	0
MGH36_P2_G07	NA	black	0	2.3346	0
MGH36_P2_G08	NA	black	0	0.037031	0
MGH36_P2_G09	NA	black	0	0.014355	0
MGH36_P2_G11	2.5471261407	black	0	3.7233	5.31
MGH36_P2_G12	NA	black	0	0.05797	0
MGH36_P2_H01	NA	black	0	0.12168	0
MGH36_P2_H02	0.106038801237	red	1	0.69866	3.0726
MGH36_P2_H03	NA	black	0	1.696	0
MGH36_P2_H04	NA	black	0	1.903	0
MGH36_P2_H05	2.31184599435	black	0	2.9428	5.8847
MGH36_P2_H06	NA	black	0	0.63877	0
MGH36_P2_H07	NA	black	0	0.064883	0
MGH36_P2_H10	NA	black	0	0.060739	0
MGH53_P5_A02	NA	black	0	0	4.0003
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0	0
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0	0
MGH53_P5_A08	NA	black	0	1.9226	0
MGH53_P5_A09	NA	black	0	0.31034	0
MGH53_P5_A11	NA	black	0	1.3561	0
MGH53_P5_B01	NA	black	0	0	4.0379
MGH53_P5_B03	NA	black	0	2.5205	0
MGH53_P5_B04	NA	black	0	0	2.6492
MGH53_P5_B05	NA	black	0	0.085425	0
MGH53_P5_B06	NA	black	0	0.71282	0
MGH53_P5_B07	NA	black	0	0.05797	0
MGH53_P5_B08	0.268695320991	red	1	2.0878	4.0148
MGH53_P5_B09	NA	black	0	3.0637	0
MGH53_P5_B10	-0.0817579090974	red	1	2.2311	3.3166
MGH53_P5_B11	NA	black	0	0.9222	0
MGH53_P5_B12	NA	black	0	0	4.4654
MGH53_P5_C01	NA	black	0	0	0
MGH53_P5_C02	NA	black	0	0	4.7865
MGH53_P5_C03	0.252147615865	red	1	0.93357	1.6772
MGH53_P5_C04	NA	black	0	0	4.3198
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	0	3.3883
MGH53_P5_C07	NA	black	0	0	0.79992
MGH53_P5_C08	0.0550863119559	red	1	0.90612	3.1087
MGH53_P5_C09	-0.896731162851	red	1	4.1804	2.8823
MGH53_P5_C10	NA	black	0	0	5.9709
MGH53_P5_C11	0.646262291241	red	1	0.12961	2.3488
MGH53_P5_D01	NA	black	0	0	3.0397
MGH53_P5_D02	NA	black	0	0	5.8207
MGH53_P5_D04	NA	black	0	0	3.6519
MGH53_P5_D05	NA	black	0	0	3.5788
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	4.7161	0
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0.338	0
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	4.5932	0
MGH53_P5_E06	NA	black	0	0.44255	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	-1.09341934728	red	1	2.22	1.4709
MGH53_P5_E11	NA	black	0	2.8174	0
MGH53_P5_F01	NA	black	0	2.5595	0
MGH53_P5_F03	NA	black	0	0	6.1615
MGH53_P5_F05	NA	black	0	0.47093	0
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	4.8143	0
MGH53_P5_F10	NA	black	0	0	4.6744
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	0	4.2324
MGH53_P5_G04	0.428971470214	red	1	0.11503	2.7392
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	-1.18025301272	red	1	0.23879	5.8528
MGH53_P5_G08	-0.816053975072	red	1	0.52105	5.8331
MGH53_P5_G09	NA	black	0	0.21537	0
MGH53_P5_G10	NA	black	0	0.020058	0
MGH53_P5_G11	NA	black	0	3.9756	0
MGH53_P5_H02	NA	black	0	0	3.5699
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	-0.615953030644	red	1	1.9978	2.0391
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	2.0858	0
MGH53_P5_H08	NA	black	0	0.55189	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0	2.5482
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	NA	black	0	0	5.7116
MGH53_P6_A03	NA	black	0	0	5.3293
MGH53_P6_A04	NA	black	0	0.10299	0
MGH53_P6_A05	NA	black	0	0	0
MGH53_P6_A06	NA	black	0	0	4.7883
MGH53_P6_A07	NA	black	0	0	0
MGH53_P6_A08	NA	black	0	0	0
MGH53_P6_A09	NA	black	0	0.027154	0
MGH53_P6_A10	NA	black	0	0.1177	0
MGH53_P6_A11	NA	black	0	0	0.25822
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0.14926	0
MGH53_P6_B03	NA	black	0	0	0
MGH53_P6_B04	NA	black	0	0	4.1
MGH53_P6_B05	NA	black	0	0	5.4925
MGH53_P6_B06	NA	black	0	0.085425	0
MGH53_P6_B07	-0.294804039247	red	1	0.14274	4.0137
MGH53_P6_B09	NA	black	0	0	3.6885
MGH53_P6_B10	NA	black	0	1.4657	0
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	NA	black	0	0	0
MGH53_P6_C04	0.139779040062	red	1	0.044044	3.2566
MGH53_P6_C05	NA	black	0	3.7166	0
MGH53_P6_C06	NA	black	0	3.0772	0
MGH53_P6_C07	1.95593824032	black	0	0.063503	0.28333
MGH53_P6_C08	NA	black	0	0.36625	0
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	NA	black	0	0.077243	0
MGH53_P6_C11	-2.20054773079	black	0	0.1137	7.4239
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	3.4826	0
MGH53_P6_D02	NA	black	0	0.20539	0
MGH53_P6_D03	NA	black	0	0.21909	0
