Cell_name	Zvalue	Color	Cluster	ATM	TNFRSF10B
MGH54_P7_B06	0.348843270836	green3	2	0.37518	0.56267
MGH54_P7_B07	NA	black	0	0.18903	0
MGH54_P7_B08	0.678254001888	green3	2	0.067639	0.21661
MGH54_P7_B09	0.503285746692	green3	2	0.2857	0.24001
MGH54_P7_B10	NA	black	0	0	0
MGH54_P7_B12	0.548513598987	green3	2	0.22527	0.24245
MGH54_P7_C01	NA	black	0	0.32077	0
MGH54_P7_C03	NA	black	0	0.2302	0
MGH54_P7_C04	NA	black	0	0.09356	0
MGH54_P7_C05	-1.96908855167	red	1	3.1789	0.21412
MGH54_P7_C06	NA	black	0	3.6089	0
MGH54_P7_C07	NA	black	0	4.2903	0
MGH54_P7_C08	NA	black	0	0.07861	0
MGH54_P7_C09	NA	black	0	4.8505	0
MGH54_P7_C10	NA	black	0	0.26784	0
MGH54_P7_C11	NA	black	0	0.15316	0
MGH54_P7_C12	0.488807722633	green3	2	0.19661	0.47197
MGH54_P7_D01	NA	black	0	0.10434	0
MGH54_P7_D02	NA	black	0	0.21909	0
MGH54_P7_D03	NA	black	0	1.8488	0
MGH54_P7_D04	NA	black	0	0.052416	0
MGH54_P7_D05	NA	black	0	0	0
MGH54_P7_D06	4.68327805783	black	0	3.8456	5.3184
MGH54_P7_D08	0.541040773728	green3	2	0.25096	0.20539
MGH54_P7_D11	NA	black	0	4.2332	0
MGH54_P7_D12	0.72507054132	green3	2	0.045443	0.14666
MGH54_P7_E01	NA	black	0	1.7347	0
MGH54_P7_E02	0.625615318404	green3	2	0.066261	0.34483
MGH54_P7_E03	-2.37931123933	red	1	3.7581	0.31267
MGH54_P7_E04	-0.96202298122	red	1	2.0545	0.19409
MGH54_P7_E05	NA	black	0	0.14274	0
MGH54_P7_E06	NA	black	0	0.08134	0
MGH54_P7_E08	NA	black	0	0	0
MGH54_P7_E09	0.68930691587	green3	2	0.05797	0.20789
MGH54_P7_E10	0.286295177314	green3	2	0.46571	0.5955
MGH54_P7_E11	NA	black	0	3.2431	0
MGH54_P7_E12	NA	black	0	0.75189	0
MGH54_P7_F01	NA	black	0	0.17505	0
MGH54_P7_F02	0.706812257966	green3	2	0.069015	0.14535
MGH54_P7_F03	0.61404298692	green3	2	0.12433	0.27023
MGH54_P7_F04	0.290873416407	green3	2	0.46989	0.56365
MGH54_P7_F05	NA	black	0	1.2582	0
MGH54_P7_F06	NA	black	0	0.20163	0
MGH54_P7_F08	NA	black	0	0.056584	0
MGH54_P7_F10	NA	black	0	0	0
MGH54_P7_F11	-0.110267228298	green3	2	1.0621	0.19661
MGH54_P7_G01	NA	black	0	0.123	0
MGH54_P7_G02	NA	black	0	0.20414	0
MGH54_P7_G03	-0.941514263857	red	1	0.11237	3.9168
MGH54_P7_G04	-1.57001153672	red	1	2.6297	0.090853
MGH54_P7_G06	0.389878440813	green3	2	0.33914	0.4957
MGH54_P7_G07	NA	black	0	0.31615	0
MGH54_P7_G08	NA	black	0	0.060739	0
MGH54_P7_G09	NA	black	0	0.35502	0
MGH54_P7_G10	NA	black	0	0	0.3173
MGH54_P7_G11	0.48977134073	green3	2	0.24975	0.36513
MGH54_P7_H01	0.494901505344	green3	2	0.14143	0.54794
MGH54_P7_H02	0.533381451748	green3	2	0.21661	0.30568
MGH54_P7_H04	NA	black	0	0.30918	0
MGH54_P7_H05	NA	black	0	0.12168	0
MGH54_P7_H09	NA	black	0	0.42223	0
MGH54_P7_H10	0.542953218761	green3	2	0.082703	0.51702
MGH54_P8_A01	NA	black	0	0.14535	0
MGH54_P8_A06	-1.19310248923	red	1	2.7294	0.60881
MGH54_P8_A07	-1.33256135901	red	1	0.090853	4.6829
MGH54_P8_A09	-1.91220000189	red	1	3.0272	0.13488
MGH54_P8_A10	0.227579104699	green3	2	0.6248	0.33685
MGH54_P8_A11	0.536612192669	green3	2	0.28688	0.12829
MGH54_P8_A12	NA	black	0	0.12697	0
MGH54_P8_B01	NA	black	0	0	0
MGH54_P8_B02	NA	black	0	0	0
MGH54_P8_B04	0.531664306892	green3	2	0.13225	0.4678
MGH54_P8_B08	NA	black	0	0.09356	0
MGH54_P8_B09	0.543406148404	green3	2	0.15963	0.38957
MGH54_P8_B12	0.616557348097	green3	2	0.14274	0.22774
MGH54_P8_C02	NA	black	0	4.5898	0
MGH54_P8_C04	NA	black	0	0	0.18903
MGH54_P8_C06	0.674772338271	green3	2	0.048236	0.25942
MGH54_P8_C07	NA	black	0	0	0.23511
MGH54_P8_C09	0.619855867612	green3	2	0.15186	0.20038
MGH54_P8_C12	0.356897696015	green3	2	0.49467	0.16864
MGH54_P8_D01	0.546422795007	green3	2	0.13356	0.42761
MGH54_P8_D03	NA	black	0	0.89685	0
MGH54_P8_D04	NA	black	0	0.1776	0
MGH54_P8_D05	0.632862940996	green3	2	0.04684	0.35952
MGH54_P8_D06	0.6635385706	green3	2	0.04684	0.28806
MGH54_P8_D07	0.684030629836	green3	2	0.11237	0.11503
MGH54_P8_D08	0.717337066045	green3	2	0.092207	0.073135
MGH54_P8_D10	NA	black	0	0.17505	0
MGH54_P8_D11	NA	black	0	0.84559	0
MGH54_P8_D12	0.418152368511	green3	2	0.40817	0.20414
MGH54_P8_E01	-1.46365263861	red	1	0.08134	4.9201
MGH54_P8_E04	0.646585512129	green3	2	0.12433	0.1865
MGH54_P8_E05	0.582811188533	green3	2	0.20289	0.19283
MGH54_P8_E07	-2.54966543716	black	0	3.6326	0.10434
MGH54_P8_E08	NA	black	0	0.27858	0
MGH54_P8_E10	0.659101019975	green3	2	0.10702	0.18903
MGH54_P8_F01	0.234029746503	green3	2	0.61353	0.34937
MGH54_P8_F02	NA	black	0	0	0.2762
MGH54_P8_F04	0.603633138074	green3	2	0.15186	0.24367
MGH54_P8_F05	NA	black	0	0.32769	0
MGH54_P8_F06	0.680485342884	green3	2	0.089498	0.16993
MGH54_P8_F08	0.630095407034	green3	2	0.12433	0.22897
MGH54_P8_F09	NA	black	0	0.04684	0
MGH54_P8_F10	0.606914526722	green3	2	0.18777	0.15834
MGH54_P8_F11	0.703413078047	green3	2	0.079975	0.13225
MGH54_P8_F12	0.420132917386	green3	2	0.36849	0.31383
MGH54_P8_G01	NA	black	0	0.51803	0
MGH54_P8_G03	-1.31905750436	red	1	2.5142	0.26303
MGH54_P8_G04	NA	black	0	0	0
MGH54_P8_G05	NA	black	0	0.12433	0
MGH54_P8_G06	0.682522962647	green3	2	0.053806	0.23143
MGH54_P8_G07	NA	black	0	0.47612	0
MGH54_P8_G08	0.567391531476	green3	2	0.20038	0.24245
MGH54_P8_G09	NA	black	0	0.12565	0
MGH54_P8_G10	NA	black	0	0.096262	0
MGH54_P8_G11	0.607662146756	green3	2	0.077243	0.36961
MGH54_P8_G12	NA	black	0	0.27858	0
MGH54_P8_H01	0.645735672394	green3	2	0.10568	0.22527
MGH54_P8_H03	NA	black	0	3.2609	0
MGH54_P8_H04	NA	black	0	0	0
MGH54_P8_H06	-1.63155168044	red	1	3.0425	0.41034
MGH54_P8_H07	NA	black	0	0.29514	0
MGH54_P8_H08	NA	black	0	0.13093	0
MGH54_P8_H10	NA	black	0	0.075875	0
MGH54_P8_H12	0.616634182324	green3	2	0.16736	0.17632
MGH54_P10_A01	NA	black	0	1.9902	0
MGH54_P10_A02	NA	black	0	0.073135	0
MGH54_P10_A03	NA	black	0	0.17887	0
MGH54_P10_A04	0.549649606788	green3	2	0.23511	0.21661
MGH54_P10_A05	0.346830453918	green3	2	0.49672	0.21039
MGH54_P10_A06	0.533713014466	green3	2	0.26903	0.18396
MGH54_P10_A07	NA	black	0	0	4.4019
MGH54_P10_A09	-0.739209217681	red	1	1.8127	0.21661
MGH54_P10_A10	NA	black	0	0.37072	0
MGH54_P10_A11	NA	black	0	1.5864	0
MGH54_P10_A12	NA	black	0	0.42008	0
MGH54_P10_B01	0.642770876579	green3	2	0.085425	0.27023
MGH54_P10_B02	1.2959393331	green3	2	2.0548	4.3647
MGH54_P10_B03	0.670998926723	green3	2	0.071763	0.22651
MGH54_P10_B05	NA	black	0	0.19283	0
MGH54_P10_B06	NA	black	0	0.65444	0
MGH54_P10_B07	0.351388615196	green3	2	0.14535	0.91227
MGH54_P10_B08	0.306128571692	green3	2	0.50691	0.37518
MGH54_P10_B09	NA	black	0	0.14926	0
MGH54_P10_B10	NA	black	0	0.27977	0
MGH54_P10_B11	NA	black	0	0.44573	0
MGH54_P10_B12	-1.05490579007	red	1	0.11103	4.1575
MGH54_P10_C01	NA	black	0	0.47923	0
MGH54_P10_C02	-0.480092566018	red	1	1.538	0.29396
MGH54_P10_C03	0.135153888123	green3	2	0.76469	0.1776
MGH54_P10_C04	NA	black	0	0.29278	0
MGH54_P10_C05	-1.30384186463	red	1	0.14274	4.7862
MGH54_P10_C07	NA	black	0	0.54003	0
MGH54_P10_C08	NA	black	0	0.1776	0
MGH54_P10_C09	NA	black	0	1.1577	0
MGH54_P10_C10	NA	black	0	0.31962	0
MGH54_P10_C11	0.58356081814	green3	2	0.07861	0.42546
MGH54_P10_C12	NA	black	0	0.47508	0
MGH54_P10_D01	NA	black	0	0.18523	0
MGH54_P10_D02	0.596440654685	green3	2	0.18142	0.20163
MGH54_P10_D03	0.611448120436	green3	2	0.10165	0.31846
MGH54_P10_D04	0.583149050777	green3	2	0.19283	0.21412
MGH54_P10_D05	0.408390111543	green3	2	0.39067	0.29631
MGH54_P10_D06	-1.64198035411	red	1	0.12433	5.4356
MGH54_P10_D07	NA	black	0	1.9797	0
MGH54_P10_D09	NA	black	0	1.8496	0
MGH54_P10_D10	NA	black	0	0.23266	0
MGH54_P10_D11	NA	black	0	0	0
MGH54_P10_D12	NA	black	0	0.14143	0
MGH54_P10_E01	NA	black	0	0.17887	0
MGH54_P10_E02	-1.20440220413	red	1	0.13225	4.5383
MGH54_P10_E03	NA	black	0	0.29396	0
MGH54_P10_E04	NA	black	0	0.11636	0
MGH54_P10_E05	NA	black	0	0.35276	0
MGH54_P10_E06	NA	black	0	0.082703	0
MGH54_P10_E07	0.665847997813	green3	2	0.075875	0.23143
MGH54_P10_E08	0.629842614944	green3	2	0.10165	0.27262
MGH54_P10_E09	NA	black	0	0.15704	0
MGH54_P10_E10	NA	black	0	2.8881	0
MGH54_P10_E11	NA	black	0	0.15834	0
MGH54_P10_E12	-1.64267005992	red	1	3.0742	0.42438
MGH54_P10_F01	-0.23502695722	red	1	0.1003	2.3314
MGH54_P10_F02	-1.86560017691	red	1	0.10299	5.806
MGH54_P10_F03	NA	black	0	2.962	0
MGH54_P10_F04	-1.62607018961	red	1	2.9209	0.31615
MGH54_P10_F05	NA	black	0	0.37629	0
MGH54_P10_F06	0.393800294716	green3	2	0.27381	0.61353
MGH54_P10_F08	-1.02863440302	red	1	2.1738	0.2558
MGH54_P10_F09	NA	black	0	0.27381	0
MGH54_P10_F10	NA	black	0	0.15186	0
MGH54_P10_F11	NA	black	0	0.19409	0
MGH54_P10_F12	NA	black	0	0.23511	0
MGH54_P10_G01	NA	black	0	0.12035	0
MGH54_P10_G02	0.364374542537	green3	2	0.45628	0.27501
MGH54_P10_G03	NA	black	0	3.0426	0
MGH54_P10_G05	NA	black	0	0	0
MGH54_P10_G06	0.559756043691	green3	2	0.15834	0.34823
MGH54_P10_G07	-1.4887321731	red	1	0.10836	5.061
MGH54_P10_G09	NA	black	0	0	0
MGH54_P10_G10	NA	black	0	0.35276	0
MGH54_P10_G11	0.728976677968	green3	2	0.03984	0.14796
MGH54_P10_G12	NA	black	0	3.3192	0
MGH54_P10_H02	0.161757790822	green3	2	0.7277	0.22157
MGH54_P10_H03	0.533480980848	green3	2	0.23389	0.26784
MGH54_P10_H04	NA	black	0	0.14405	0
MGH54_P10_H05	NA	black	0	0.20414	0
MGH54_P10_H06	NA	black	0	0.20038	0
MGH54_P10_H07	0.519601479605	green3	2	0.14796	0.47301
MGH54_P10_H08	0.635830469024	green3	2	0.092207	0.27501
MGH54_P10_H09	NA	black	0	0.19787	0
MGH54_P10_H10	NA	black	0	0.18142	0
MGH54_P10_H11	NA	black	0	0	0
MGH54_P10_H12	NA	black	0	0.29396	0
MGH54_P11_A01	NA	black	0	1.5135	0
MGH54_P11_A02	NA	black	0	0.38847	0
MGH54_P11_A03	-0.140715104109	green3	2	1.1303	0.42653
MGH54_P11_A04	NA	black	0	0.28688	0
MGH54_P11_A05	0.462787618803	green3	2	0.28333	0.37629
MGH54_P11_A06	NA	black	0	0.73466	0
MGH54_P11_A08	NA	black	0	0.56267	0
MGH54_P11_A09	NA	black	0	1.3623	0
MGH54_P11_A10	-0.0187698385784	green3	2	0.95903	0.42008
MGH54_P11_A11	NA	black	0	0.75873	0
MGH54_P11_A12	NA	black	0	0.22527	0
MGH54_P11_B01	-1.27278118991	red	1	2.4484	0.24853
MGH54_P11_B02	NA	black	0	0.3471	0
MGH54_P11_B03	NA	black	0	0.55876	0
MGH54_P11_B04	NA	black	0	3.6492	0
MGH54_P11_B05	NA	black	0	1.4947	0
MGH54_P11_B06	NA	black	0	0.28096	0
MGH54_P11_B08	NA	black	0	0.41468	0
MGH54_P11_B09	0.628471509729	green3	2	0.098958	0.28096
MGH54_P11_B10	NA	black	0	0	0
MGH54_P11_B11	NA	black	0	0	0.18015
MGH54_P11_B12	0.637783895504	green3	2	0.15575	0.14405
MGH54_P11_C01	NA	black	0	3.6271	0
MGH54_P11_C02	NA	black	0	0	0
MGH54_P11_C03	0.623801547118	green3	2	0.094912	0.29983
MGH54_P11_C04	NA	black	0	2.6649	0
MGH54_P11_C05	NA	black	0	0.16993	0
MGH54_P11_C06	NA	black	0	1.3173	0
MGH54_P11_C07	NA	black	0	2.8777	0
MGH54_P11_C08	0.4235099658	green3	2	0.39177	0.23389
MGH54_P11_C09	NA	black	0	2.9962	0
MGH54_P11_C10	NA	black	0	0.26303	0
MGH54_P11_C12	0.470642147112	green3	2	0.22651	0.46884
MGH54_P11_D01	NA	black	0	0.12433	0
MGH54_P11_D02	NA	black	0	0	0
MGH54_P11_D03	NA	black	0	0.584	0
MGH54_P11_D04	0.761527800313	green3	2	1.7137	4.006
MGH54_P11_D05	NA	black	0	0.6332	0
MGH54_P11_D06	-0.217307933449	red	1	0.34823	2.5011
MGH54_P11_D07	0.429159359028	green3	2	0.38405	0.23511
MGH54_P11_D08	0.0571098294582	green3	2	0.85679	0.27501
MGH54_P11_D09	0.59850069008	green3	2	0.15445	0.25217
MGH54_P11_D10	NA	black	0	0	0
MGH54_P11_D11	NA	black	0	0	0
MGH54_P11_D12	NA	black	0	0	0
MGH54_P11_E01	NA	black	0	0.29866	0
MGH54_P11_E02	0.383758553382	green3	2	0.16607	0.80405
MGH54_P11_E03	NA	black	0	0.23389	0
MGH54_P11_E04	NA	black	0	0.30918	0
MGH54_P11_E05	0.560739344286	green3	2	0.088142	0.46571
MGH54_P11_E06	-1.4036535967	red	1	0.075875	4.7819
MGH54_P11_E07	NA	black	0	0	0
MGH54_P11_E08	NA	black	0	0.28924	0
MGH54_P11_E09	0.502689178391	green3	2	0.3115	0.17505
MGH54_P11_E10	0.38602194755	green3	2	0.45838	0.16993
MGH54_P11_E11	-0.297729762183	red	1	0.075875	2.4539
MGH54_P11_E12	0.531015562279	green3	2	0.23879	0.26424
MGH54_P11_F01	0.314757378408	green3	2	0.52206	0.27381
MGH54_P11_F02	NA	black	0	0	3.2388
MGH54_P11_F03	NA	black	0	0.39944	0
MGH54_P11_F04	0.395180623742	green3	2	0.38184	0.37184
MGH54_P11_F05	NA	black	0	2.5746	0
MGH54_P11_F06	NA	black	0	3.6135	0
MGH54_P11_F07	-0.86916907323	red	1	2.1855	0.52005
MGH54_P11_F08	0.611847395899	green3	2	0.077243	0.35952
MGH54_P11_F09	NA	black	0	2.9819	0
MGH54_P11_F10	0.533992009231	green3	2	0.1177	0.48543
MGH54_P11_F11	0.668213805939	green3	2	0.12168	0.13619
MGH54_P11_F12	NA	black	0	0.04684	0
MGH54_P11_G01	NA	black	0	0	0.60881
MGH54_P11_G02	NA	black	0	0.14405	0
MGH54_P11_G03	NA	black	0	0.09356	0
MGH54_P11_G04	-0.00634918916724	green3	2	0.93357	0.07861
MGH54_P11_G05	0.387056311184	green3	2	0.39944	0.35502
MGH54_P11_G06	0.55930571657	green3	2	0.2302	0.19912
MGH54_P11_G07	NA	black	0	0.20038	0
MGH54_P11_G08	-1.12151134864	red	1	0.42761	5.549
MGH54_P11_G09	0.235064669044	green3	2	0.62947	0.25701
MGH54_P11_G10	-0.117934325062	green3	2	4.0016	1.9309
MGH54_P11_G11	NA	black	0	0.3173	0
MGH54_P11_G12	NA	black	0	0.17632	0
MGH54_P11_H01	NA	black	0	0.27262	0
MGH54_P11_H02	NA	black	0	0.21537	0
MGH54_P11_H03	NA	black	0	0	0.32539
MGH54_P11_H04	NA	black	0	2.8659	0
MGH54_P11_H05	-1.16070080925	red	1	0.34823	5.2497
MGH54_P11_H06	NA	black	0	0	0
MGH54_P11_H07	NA	black	0	0	0.075875
MGH54_P11_H08	0.516797587876	green3	2	0.28451	0.19912
MGH54_P11_H09	NA	black	0	0.72944	0
MGH54_P11_H10	0.665075873752	green3	2	0.10969	0.16864
MGH54_P11_H11	0.684357372295	green3	2	0.10165	0.13619
MGH54_P11_H12	0.494866668118	green3	2	0.16993	0.50182
MGH54_P12_A01	NA	black	0	0.26303	0
MGH54_P12_A02	NA	black	0	0	0
MGH54_P12_A03	NA	black	0	0.05797	0
MGH54_P12_A04	NA	black	0	3.283	0
MGH54_P12_A05	NA	black	0	3.3664	0
MGH54_P12_A06	-1.24373674383	red	1	3.3148	0.92296
MGH54_P12_A07	NA	black	0	2.6805	0
MGH54_P12_A08	0.201344118796	green3	2	0.67627	0.23389
MGH54_P12_A09	NA	black	0	2.1408	0
MGH54_P12_A10	-0.692321031049	red	1	1.8938	0.45207
MGH54_P12_A11	-1.06319081267	red	1	2.2259	0.27143
MGH54_P12_B01	NA	black	0	3.0402	0
MGH54_P12_B02	NA	black	0	0.24245	0
MGH54_P12_B03	NA	black	0	0	0
MGH54_P12_B04	NA	black	0	0.18523	0
MGH54_P12_B05	-0.369221189656	red	1	1.4281	0.37962
MGH54_P12_B06	NA	black	0	0.12697	0
MGH54_P12_B07	NA	black	0	0.25822	0
MGH54_P12_B08	0.605292376391	green3	2	0.1635	0.21537
MGH54_P12_B09	-1.70674452868	red	1	2.8388	0.15963
MGH54_P12_B10	-1.15005563279	red	1	2.2732	0.20414
MGH54_P12_B11	NA	black	0	0.22897	0
MGH54_P12_C01	NA	black	0	2.5683	0
MGH54_P12_C02	NA	black	0	0.59741	0
MGH54_P12_C03	-0.568092591842	red	1	1.7765	0.53705
MGH54_P12_C04	NA	black	0	1.2804	0
MGH54_P12_C05	0.0679816845931	green3	2	0.43296	1.5484
MGH54_P12_C06	0.371756157615	green3	2	0.25217	0.71721
MGH54_P12_C07	NA	black	0	0.33571	0
MGH54_P12_C08	NA	black	0	0	3.2732
MGH54_P12_C09	-1.24265101271	red	1	0.12168	4.5883
MGH54_P12_C11	0.345710228462	green3	2	0.45733	0.35502
MGH54_P12_C12	0.211965128623	green3	2	0.49774	0.85758
MGH54_P12_D01	-0.782362465942	red	1	0.34142	4.1709
MGH54_P12_D02	NA	black	0	0.11237	0
MGH54_P12_D04	0.625072563837	green3	2	0.22651	0.011496
MGH54_P12_D05	0.11663550934	green3	2	0.18142	1.4931
MGH54_P12_D06	-0.108028470924	green3	2	1.0594	0.19661
MGH54_P12_D07	NA	black	0	0.37184	0
MGH54_P12_D08	NA	black	0	0	0.21785
MGH54_P12_D09	NA	black	0	0.43296	0
MGH54_P12_D10	0.398871157529	green3	2	0.44573	0.15834
MGH54_P12_D11	-0.0721807682789	green3	2	1.0314	0.39177
MGH54_P12_D12	0.0856168749365	green3	2	0.78241	0.73292
MGH54_P12_E01	-0.214686454452	red	1	0.82944	4.2926
MGH54_P12_E02	-0.18388405723	red	1	0.26424	2.3216
MGH54_P12_E03	NA	black	0	0	0
MGH54_P12_E04	NA	black	0	0.18523	0
MGH54_P12_E05	NA	black	0	0.32769	0
MGH54_P12_E06	0.493580833611	green3	2	1.3918	4.416
MGH54_P12_E07	NA	black	0	0.24001	0
MGH54_P12_E08	-0.639898822032	red	1	1.9088	0.57918
MGH54_P12_E09	NA	black	0	0.075875	0
MGH54_P12_E10	-0.0969248316805	green3	2	1.1744	1.0129
MGH54_P12_E11	-0.994795898983	red	1	0.041243	3.8679
MGH54_P12_E12	NA	black	0	0.26903	0
MGH54_P12_F01	NA	black	0	0	0
MGH54_P12_F02	NA	black	0	0.19283	0
MGH54_P12_F03	NA	black	0	0	0.74588
MGH54_P12_F04	NA	black	0	0.12829	0
MGH54_P12_F05	NA	black	0	0.46884	0
MGH54_P12_F06	0.504003432946	green3	2	0.22774	0.36849
MGH54_P12_F07	NA	black	0	0	0
MGH54_P12_F08	-0.536743381265	red	1	1.5782	0.2228
MGH54_P12_F09	NA	black	0	0.26303	0
MGH54_P12_F10	NA	black	0	0.19535	0
MGH54_P12_F11	-0.758770028065	red	1	0.13225	3.558
MGH54_P12_F12	0.58894814055	green3	2	0.17249	0.24123
MGH54_P12_G01	NA	black	0	0	0
MGH54_P12_G02	NA	black	0	2.9111	0
MGH54_P12_G03	NA	black	0	0.21039	0
MGH54_P12_G04	2.72327031542	black	0	3.1961	4.4491
MGH54_P12_G05	-0.00380011486656	green3	2	0.94636	0.77905
MGH54_P12_G06	NA	black	0	0.11902	0
MGH54_P12_G07	NA	black	0	0.25217	0
MGH54_P12_G08	-0.063273195692	green3	2	1.0086	0.2461
MGH54_P12_G09	1.24836691744	green3	2	1.9605	4.5106
MGH54_P12_G10	NA	black	0	0.51904	0
MGH54_P12_G11	NA	black	0	0.03984	0
MGH54_P12_H01	NA	black	0	0	0
MGH54_P12_H02	NA	black	0	0	0
MGH54_P12_H03	NA	black	0	0.096262	0
MGH54_P12_H04	-1.34002949101	red	1	2.8504	0.54696
MGH54_P12_H05	NA	black	0	0.13356	0
MGH54_P12_H06	NA	black	0	0.19787	0
MGH54_P12_H07	-1.32698860764	red	1	3.4649	0.92752
MGH54_P12_H09	NA	black	0	0	0
MGH54_P12_H10	NA	black	0	0	0
MGH54_P12_H11	0.0728533633506	green3	2	0.50284	1.4895
MGH54_P9_A01	NA	black	0	0.20539	0
MGH54_P9_A02	NA	black	0	2.6374	0
MGH54_P9_A03	-0.993446201823	red	1	2.184	0.32423
MGH54_P9_A04	0.492174549758	green3	2	0.29396	0.2558
MGH54_P9_A05	0.472856351077	green3	2	0.20789	0.49672
MGH54_P9_A06	NA	black	0	0.063503	0
MGH54_P9_A07	NA	black	0	0.14405	0
MGH54_P9_A08	NA	black	0	0	0
MGH54_P9_A09	NA	black	0	0.089498	0
MGH54_P9_A10	-0.42445215206	red	1	0.72683	4.7904
MGH54_P9_A11	-0.407536653266	red	1	1.5033	0.44255
MGH54_P9_A12	0.487548248501	green3	2	0.11902	0.60027
MGH54_P9_B01	0.486326525667	green3	2	0.24732	0.38073
MGH54_P9_B02	NA	black	0	0	0
MGH54_P9_B03	NA	black	0	0	0
MGH54_P9_B04	NA	black	0	0	0
MGH54_P9_B05	NA	black	0	0.1177	0
MGH54_P9_B06	NA	black	0	0.61918	0
MGH54_P9_B07	NA	black	0	0.19283	0
MGH54_P9_B10	NA	black	0	2.0507	0
MGH54_P9_B11	NA	black	0	0.12433	0
MGH54_P9_B12	NA	black	0	0	0.56755
MGH54_P9_C01	-1.28084238328	red	1	2.6225	0.41792
MGH54_P9_C02	NA	black	0	0.50894	0
MGH54_P9_C03	NA	black	0	1.8667	0
MGH54_P9_C04	NA	black	0	0	0
MGH54_P9_C05	0.610061023915	green3	2	0.066261	0.38184
MGH54_P9_C06	0.632169337696	green3	2	0.10434	0.26183
MGH54_P9_C07	NA	black	0	0.14274	0
MGH54_P9_C08	-1.97505194848	red	1	3.1159	0.15575
MGH54_P9_C09	NA	black	0	1.2951	0
MGH54_P9_C10	NA	black	0	0.12961	0
MGH54_P9_C11	NA	black	0	0.38847	0
MGH54_P9_C12	NA	black	0	0.28096	0
MGH54_P9_D01	NA	black	0	0.098958	0
MGH54_P9_D03	NA	black	0	0.11237	0
MGH54_P9_D04	NA	black	0	0.2228	0
MGH54_P9_D05	0.658739810054	green3	2	0.07861	0.24367
MGH54_P9_D07	0.383729468064	green3	2	0.42653	0.28806
MGH54_P9_D08	-1.26352386981	red	1	2.9136	0.67084
MGH54_P9_D09	0.509069082136	green3	2	0.15834	0.48336
MGH54_P9_D10	NA	black	0	0	0
MGH54_P9_D11	NA	black	0	1.1499	0
MGH54_P9_D12	NA	black	0	0	0.33113
MGH54_P9_E01	NA	black	0	0	3.147
MGH54_P9_E02	-1.845871934	red	1	3.6896	0.65076
MGH54_P9_E03	0.383014844067	green3	2	0.3173	0.5656
MGH54_P9_E04	NA	black	0	0.21039	0
MGH54_P9_E05	NA	black	0	0.22897	0
MGH54_P9_E06	-1.5520248603	red	1	0.090853	5.1302
MGH54_P9_E07	NA	black	0	0.070389	0
MGH54_P9_E08	NA	black	0	0.092207	0
MGH54_P9_E09	NA	black	0	0.15963	0
MGH54_P9_E10	NA	black	0	0.084064	0
MGH54_P9_E11	NA	black	0	0	0
MGH54_P9_E12	NA	black	0	0	2.3288
MGH54_P9_F01	NA	black	0	0.13356	0
MGH54_P9_F02	NA	black	0	0.44148	0
MGH54_P9_F03	NA	black	0	2.2461	0
MGH54_P9_F04	NA	black	0	0.27143	0
MGH54_P9_F05	NA	black	0	1.0902	0
MGH54_P9_F06	0.54792879492	green3	2	0.13881	0.41468
MGH54_P9_F07	NA	black	0	0.071763	0
MGH54_P9_F08	0.138931546613	green3	2	0.10568	1.4631
MGH54_P9_F09	NA	black	0	0	0.65535
MGH54_P9_F10	NA	black	0	0.17377	0
MGH54_P9_F11	-1.11254436948	red	1	2.2633	0.2461
MGH54_P9_F12	NA	black	0	0	0
MGH54_P9_G01	0.481575348504	green3	2	0.17632	0.52707
MGH54_P9_G02	-1.2624997134	red	1	0.21785	4.9571
MGH54_P9_G03	-0.987730059706	red	1	2.1887	0.33914
MGH54_P9_G04	NA	black	0	0	0
MGH54_P9_G05	0.359126058169	green3	2	0.098958	0.94035
MGH54_P9_G06	-1.0617376882	red	1	2.2863	0.34823
MGH54_P9_G07	0.424952548604	green3	2	0.22527	0.60407
MGH54_P9_G08	0.671778835335	green3	2	0.10702	0.15704
MGH54_P9_G09	-2.61976805126	black	0	4.1063	0.36401
MGH54_P9_G10	-1.55247816387	red	1	2.6528	0.13619
MGH54_P9_G12	NA	black	0	0	0.23879
MGH54_P9_H01	NA	black	0	0	3.3128
MGH54_P9_H02	NA	black	0	0	0
MGH54_P9_H03	NA	black	0	1.6866	0
MGH54_P9_H04	0.110160524099	green3	2	0.13881	1.5226
MGH54_P9_H05	-1.36217374456	red	1	0.14926	4.9344
MGH54_P9_H06	NA	black	0	1.8996	0
MGH54_P9_H07	0.308176914128	green3	2	0.067639	1.0875
MGH54_P9_H08	0.63716306996	green3	2	0.12829	0.20289
MGH54_P9_H09	0.628963169353	green3	2	0.14012	0.20038
MGH54_P9_H10	NA	black	0	2.0437	0
MGH54_P9_H11	1.86258953226	blue	3	2.4847	4.4403
MGH54_P9_H12	0.145262828711	green3	2	0.24123	1.3896
MGH54_P2_A05	0.299930479763	green3	2	0.4049	0.68347
MGH54_P2_A06	NA	black	0	0.1137	0
MGH54_P2_A10	NA	black	0	1.9218	0
MGH54_P2_B03	-0.525342961917	red	1	1.7841	0.64708
MGH54_P2_B04	-1.20330952289	red	1	0.14143	4.5639
MGH54_P2_B06	2.23079630828	blue	3	2.8094	4.413
MGH54_P2_B09	0.750446389072	green3	2	0.018634	0.1375
