Cell_name	Zvalue	Color	Cluster	BRCA1	IGF1
MGH53_P11_D03	NA	black	0	0	0.11237
MGH53_P11_D04	NA	black	0	0.31499	0
MGH53_P11_D05	NA	black	0	0	0.19787
MGH53_P11_D07	NA	black	0	0	0.097611
MGH53_P11_D08	NA	black	0	0.25338	0
MGH53_P11_D09	NA	black	0	0	0.092207
MGH53_P11_D10	NA	black	0	0	0.15575
MGH53_P11_D11	NA	black	0	0	0.11636
MGH53_P11_D12	NA	black	0	0	0.071763
MGH53_P11_E01	NA	black	0	0.24975	0
MGH53_P11_E02	NA	black	0	1.3051	0
MGH53_P11_E04	NA	black	0	0.81885	0
MGH53_P11_E06	NA	black	0	0	0.13488
MGH53_P11_E08	NA	black	0	0	0
MGH53_P11_E09	0.127066349875	green3	2	0.22404	0.10165
MGH53_P11_E10	0.0618229525062	green3	2	0.23879	0.23511
MGH53_P11_E11	0.154097077694	green3	2	0.11636	0.10969
MGH53_P11_E12	NA	black	0	0	0.094912
MGH53_P11_F01	NA	black	0	0.11636	0
MGH53_P11_F02	0.119036428616	green3	2	0.23879	0.10969
MGH53_P11_F03	NA	black	0	0	0.12829
MGH53_P11_F04	0.182162632236	green3	2	0.11902	0.060739
MGH53_P11_F05	NA	black	0	0	0
MGH53_P11_F07	0.105836781837	green3	2	0.32884	0.071763
MGH53_P11_F10	NA	black	0	0	0.17249
MGH53_P11_F11	NA	black	0	0	0.090853
MGH53_P11_F12	NA	black	0	0	0.14405
MGH53_P11_G01	NA	black	0	0	0.045443
MGH53_P11_G02	NA	black	0	0	0
MGH53_P11_G03	NA	black	0	0	0.20664
MGH53_P11_G04	NA	black	0	0	0
MGH53_P11_G05	0.0392967222906	green3	2	0.33457	0.25942
MGH53_P11_G06	NA	black	0	0	0.18903
MGH53_P11_G07	NA	black	0	0	0
MGH53_P11_G08	0.161144273246	green3	2	0.15186	0.07861
MGH53_P11_G09	NA	black	0	0	0
MGH53_P11_G10	NA	black	0	0	0.069015
MGH53_P11_G11	NA	black	0	0	0
MGH53_P11_G12	NA	black	0	0	0
MGH53_P11_H01	-1.04166836087	black	0	3.6715	0.14796
MGH53_P11_H02	NA	black	0	0.26544	0
MGH53_P11_H04	NA	black	0	0	0
MGH53_P11_H05	NA	black	0	0	0.35727
MGH53_P11_H06	0.13884172174	green3	2	0.18903	0.098958
MGH53_P11_H07	NA	black	0	0	0.08134
MGH53_P11_H08	NA	black	0	0	0
MGH53_P11_H09	-0.411496926806	black	0	1.8663	0.11636
MGH53_P11_H10	NA	black	0	0	0.094912
MGH53_P11_H11	NA	black	0	0	0
MGH53_P11_H12	NA	black	0	0	0.16993
MGH53_P9_A01	NA	black	0	0	0
MGH53_P9_A02	NA	black	0	0	0
MGH53_P9_A03	NA	black	0	0	0
MGH53_P9_A04	NA	black	0	0	0.2228
MGH53_P9_A05	NA	black	0	0	0.42546
MGH53_P9_A06	NA	black	0	0.24123	0
MGH53_P9_A07	NA	black	0	0	0
MGH53_P9_A08	NA	black	0	0	0.13093
MGH53_P9_A09	0.0816360728967	green3	2	0.20414	0.20539
MGH53_P9_A10	NA	black	0	0	0.12961
MGH53_P9_A11	NA	black	0	0	0.12829
MGH53_P9_A12	NA	black	0	0	0
MGH53_P9_B01	NA	black	0	0	0.2762
MGH53_P9_B02	NA	black	0	0	0
MGH53_P9_B03	NA	black	0	0	0.16479
MGH53_P9_B04	NA	black	0	0	0
MGH53_P9_B05	NA	black	0	0.24123	0
MGH53_P9_B06	NA	black	0	0	0
MGH53_P9_B07	NA	black	0	0	0
MGH53_P9_B08	NA	black	0	0	0
MGH53_P9_B09	NA	black	0	0	0
MGH53_P9_B11	NA	black	0	0	0
MGH53_P9_B12	NA	black	0	0.23511	0
MGH53_P9_C01	NA	black	0	0	0
MGH53_P9_C02	NA	black	0	0	0
MGH53_P9_C03	NA	black	0	4.1946	0
MGH53_P9_C04	NA	black	0	0	0.10568
MGH53_P9_C05	NA	black	0	0	0
MGH53_P9_C06	-0.0738171845359	green3	2	0.99783	0.20789
MGH53_P9_C07	-0.878922931272	black	0	3.5524	0.18142
MGH53_P9_C08	NA	black	0	0	0
MGH53_P9_C09	NA	black	0	0.22404	0
MGH53_P9_C10	NA	black	0	0	0
MGH53_P9_C11	NA	black	0	0	0.19283
MGH53_P9_C12	NA	black	0	0	0
MGH53_P9_D01	NA	black	0	0.21039	0
MGH53_P9_D02	NA	black	0	0	0
MGH53_P9_D03	NA	black	0	0	0
MGH53_P9_D04	NA	black	0	0	0.21412
MGH53_P9_D05	NA	black	0	0	0
MGH53_P9_D08	NA	black	0	0	0.17632
MGH53_P9_D09	NA	black	0	0	0
MGH53_P9_D10	NA	black	0	0	0
MGH53_P9_D11	0.10884959149	green3	2	0.24975	0.12565
MGH53_P9_D12	0.0835980583311	green3	2	0.19661	0.20414
MGH53_P9_F04	NA	black	0	0	0
MGH53_P9_F05	NA	black	0	0	0.21164
MGH53_P9_F06	NA	black	0	0.55189	0
MGH53_P9_F07	NA	black	0	0	0.29396
MGH53_P9_F08	NA	black	0	0	0
MGH53_P9_F09	NA	black	0	0	0.1137
MGH53_P9_F10	NA	black	0	0	0
MGH53_P9_F11	0.0827062055565	green3	2	0.20163	0.20414
MGH53_P9_F12	NA	black	0	0	0
MGH53_P9_G01	NA	black	0	0	0.15316
MGH53_P9_G02	NA	black	0	0	0
MGH53_P9_G03	-0.0557637048256	green3	2	0.26544	0.49365
MGH53_P9_G04	NA	black	0	0.30685	0
MGH53_P9_G07	NA	black	0	0	0.2228
MGH53_P9_G08	-0.0197404038005	green3	2	0.70221	0.12168
MGH53_P9_G09	NA	black	0	0	0.027154
MGH53_P9_G12	NA	black	0	0	0.097611
MGH53_P9_H01	NA	black	0	0.23266	0
MGH53_P9_H02	NA	black	0	0	0
MGH53_P9_H03	NA	black	0	0	0.17632
MGH53_P9_H04	NA	black	0	0	0
MGH53_P9_H05	NA	black	0	0	0
MGH53_P9_H06	NA	black	0	0.3505	0
MGH53_P9_H07	NA	black	0	0	0
MGH53_P9_H08	NA	black	0	0	0
MGH53_P9_H09	NA	black	0	0	0
MGH53_P9_H10	NA	black	0	0.21412	0
MGH53_P9_H11	NA	black	0	0	0
MGH53_P9_H12	0.05776141861	green3	2	0.16993	0.26063
MGH53_P4_A07	NA	black	0	0.52206	0
MGH53_P4_B01	-0.361194119697	black	0	2.7353	0.27501
MGH53_P4_B02	0.018085623592	green3	2	0.30568	0.32308
MGH53_P4_B08	-1.24058832224	black	0	3.9387	0.12565
MGH53_P4_B09	0.102092415234	green3	2	0.34255	0.069015
MGH53_P4_B10	NA	black	0	0	0.074505
MGH53_P4_B11	NA	black	0	0	0.17121
MGH53_P4_C03	0.076132771023	green3	2	0.38626	0.10836
MGH53_P4_C11	0.0665363090591	green3	2	0.13488	0.25217
MGH53_P4_C12	0.118827856885	green3	2	0.21288	0.12565
MGH53_P4_D04	0.106384239709	green3	2	0.15834	0.17505
MGH53_P4_D05	NA	black	0	0.18142	0
MGH53_P4_D09	0.167567824299	green3	2	0.14143	0.073135
MGH53_P4_E01	NA	black	0	0	0
MGH53_P4_E02	NA	black	0	0	0
MGH53_P4_E07	-0.0267194032997	green3	2	0.38405	0.45838
MGH53_P4_E08	0.14468837841	green3	2	0.17887	0.09356
MGH53_P4_E09	NA	black	0	0.1776	0
MGH53_P4_F01	NA	black	0	1.7757	0
MGH53_P4_F02	NA	black	0	0	0.18903
MGH53_P4_F08	-0.83563828575	black	0	2.8707	0.10434
MGH53_P4_F11	NA	black	0	0	0.028569
MGH53_P4_G02	NA	black	0	0	0
MGH53_P4_G05	NA	black	0	0	0.12168
MGH53_P4_G07	NA	black	0	0	0.098958
MGH53_P4_G08	NA	black	0	0	0.30451
MGH53_P4_G09	0.19939913022	green3	2	0.10299	0.041243
MGH53_P4_H10	NA	black	0	0	0.052416
MGH53_P4_H11	NA	black	0	0.22033	0
MGH53_P4_H12	0.0472386396579	green3	2	0.28451	0.25459
MGH54_P14_A01	NA	black	0	0	0
MGH54_P14_A02	NA	black	0	0	0.50284
MGH54_P14_A03	NA	black	0	0	0
MGH54_P14_A04	NA	black	0	0	0
MGH54_P14_A05	NA	black	0	0.18903	0
MGH54_P14_A06	NA	black	0	0	0.19661
MGH54_P14_A07	0.0541523032964	green3	2	0.30451	0.2302
MGH54_P14_A08	NA	black	0	0	0.22897
MGH54_P14_A09	NA	black	0	0	0.3115
MGH54_P14_A10	NA	black	0	0	0.14012
MGH54_P14_A11	NA	black	0	0	0
MGH54_P14_A12	NA	black	0	0	0
MGH54_P14_B01	NA	black	0	0	0
MGH54_P14_B02	NA	black	0	0	0.17632
MGH54_P14_B03	NA	black	0	0	0.1635
MGH54_P14_B04	NA	black	0	0	0
MGH54_P14_B05	0.108081458214	green3	2	0.2461	0.12961
MGH54_P14_B06	NA	black	0	0	0
MGH54_P14_B07	NA	black	0	0	0.13225
MGH54_P14_B08	0.0484014302366	green3	2	0.31846	0.24001
MGH54_P14_B09	NA	black	0	0.25942	0
MGH54_P14_B10	NA	black	0	0	0.34142
MGH54_P14_B11	NA	black	0	0	0
MGH54_P14_B12	NA	black	0	0	0
MGH54_P14_C01	NA	black	0	0	0.14012
MGH54_P14_C02	NA	black	0	0	0
MGH54_P14_C03	0.0198163013816	green3	2	0.28806	0.32077
MGH54_P14_C04	NA	black	0	0	0
MGH54_P14_C05	NA	black	0	0	0.27977
MGH54_P14_C06	NA	black	0	0	0
MGH54_P14_C07	NA	black	0	0	0
MGH54_P14_C08	NA	black	0	0	0
MGH54_P14_C09	NA	black	0	0	0
MGH54_P14_C10	NA	black	0	0.2916	0
MGH54_P14_C11	NA	black	0	0	0
MGH54_P14_C12	NA	black	0	0	0.25217
MGH54_P14_D01	NA	black	0	0	0
MGH54_P14_D02	NA	black	0	0	0
MGH54_P14_D03	NA	black	0	0	0
MGH54_P14_D04	NA	black	0	0	0
MGH54_P14_D05	0.0657989804811	green3	2	0.33571	0.18269
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	0.0619821289685	green3	2	0.20789	0.24367
MGH54_P14_D08	NA	black	0	0	0
MGH54_P14_D09	NA	black	0	0	0.10969
MGH54_P14_D10	NA	black	0	0	0.13356
MGH54_P14_D11	NA	black	0	0	0.32884
MGH54_P14_D12	NA	black	0	0	0
MGH54_P14_E01	NA	black	0	0	0
MGH54_P14_E02	NA	black	0	0	0
MGH54_P14_E03	NA	black	0	1.1117	0
MGH54_P14_E04	NA	black	0	0.31383	0
MGH54_P14_E05	NA	black	0	0	0
MGH54_P14_E06	NA	black	0	0	0
MGH54_P14_E07	NA	black	0	0.64524	0
MGH54_P14_E08	NA	black	0	0	0
MGH54_P14_E09	NA	black	0	0.19409	0
MGH54_P14_E10	NA	black	0	0	0
MGH54_P14_E11	NA	black	0	0	0
MGH54_P14_E12	NA	black	0	1.976	0
MGH54_P14_F01	NA	black	0	0	0
MGH54_P14_F02	NA	black	0	0	0
MGH54_P14_F03	NA	black	0	0	0
MGH54_P14_F04	NA	black	0	0	0
MGH54_P14_F06	NA	black	0	0	0
MGH54_P14_F07	NA	black	0	0	0
MGH54_P14_F08	NA	black	0	0	0.16864
MGH54_P14_F09	NA	black	0	0	0
MGH54_P14_F10	NA	black	0	0	0
MGH54_P14_F11	NA	black	0	1.4185	0
MGH54_P14_G01	NA	black	0	0	0
MGH54_P14_G02	NA	black	0	0	0
MGH54_P14_G03	NA	black	0	0	0.20289
MGH54_P14_G04	NA	black	0	0.53107	0
MGH54_P14_G05	NA	black	0	0	0.15575
MGH54_P14_G06	NA	black	0	0	0
MGH54_P14_G07	0.09766871268	green3	2	0.26424	0.14274
MGH54_P14_G08	NA	black	0	0	0.18396
MGH54_P14_G09	NA	black	0	0	0.13619
MGH54_P14_G10	NA	black	0	0	0
MGH54_P14_G11	0.0727137315835	green3	2	0.35727	0.14666
MGH54_P14_G12	NA	black	0	0	0.096262
MGH54_P14_H01	NA	black	0	0	0
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	0.36065
MGH54_P14_H04	NA	black	0	0	0
MGH54_P14_H05	NA	black	0	0.34028	0
MGH54_P14_H06	NA	black	0	0	0
MGH54_P14_H07	NA	black	0	0	0.1003
MGH54_P14_H08	0.0806275368213	green3	2	0.19912	0.20914
MGH54_P14_H09	NA	black	0	0	0.2916
MGH54_P14_H10	NA	black	0	0.22404	0
MGH54_P14_H11	NA	black	0	0.21412	0
MGH54_P14_H12	NA	black	0	0	0
MGH54_P15_A02	NA	black	0	0	0
MGH54_P15_A03	-0.118195009703	red	1	1.1427	0.1865
MGH54_P15_A04	NA	black	0	0	0.13488
MGH54_P15_A05	NA	black	0	0	0
MGH54_P15_A06	NA	black	0	0	0
MGH54_P15_A07	0.0220384821089	green3	2	0.47716	0.25701
MGH54_P15_A08	NA	black	0	0	0
MGH54_P15_A09	NA	black	0	0	0
MGH54_P15_A10	NA	black	0	0	0
MGH54_P15_A11	NA	black	0	0	0.15575
MGH54_P15_A12	NA	black	0	0	0
MGH54_P15_B01	NA	black	0	0	0
MGH54_P15_B02	0.0173431687937	green3	2	0.35502	0.31846
MGH54_P15_B03	0.175314226824	green3	2	0.17121	0.03984
MGH54_P15_B04	NA	black	0	0	0.36849
MGH54_P15_B05	NA	black	0	0	0
MGH54_P15_B06	NA	black	0	0	0
MGH54_P15_B07	NA	black	0	0	0.18015
MGH54_P15_B09	NA	black	0	0.26664	0
MGH54_P15_B10	NA	black	0	0.26303	0
MGH54_P15_B11	0.0764154512411	green3	2	0.24001	0.20289
MGH54_P15_C01	NA	black	0	0	1.1322
MGH54_P15_C02	NA	black	0	0	0
MGH54_P15_C03	NA	black	0	0	0
MGH54_P15_C04	NA	black	0	0	0
MGH54_P15_C05	NA	black	0	0	0
MGH54_P15_C06	NA	black	0	0	0
MGH54_P15_C07	NA	black	0	0.74588	0
MGH54_P15_C08	NA	black	0	0	0.28688
MGH54_P15_C09	NA	black	0	0	0
MGH54_P15_C10	NA	black	0	0	0
MGH54_P15_C11	NA	black	0	0	0
MGH54_P15_C12	NA	black	0	0	2.6367
MGH54_P15_D01	NA	black	0	0	0
MGH54_P15_D02	NA	black	0	0	0.2916
MGH54_P15_D03	NA	black	0	0	0.2558
MGH54_P15_D04	NA	black	0	0	0.18142
MGH54_P15_D05	NA	black	0	0	0
MGH54_P15_D07	NA	black	0	0	0
MGH54_P15_D08	-0.0437452374018	green3	2	0.34369	0.49365
MGH54_P15_D09	NA	black	0	0	0.18523
MGH54_P15_D10	NA	black	0	0	0.10165
MGH54_P15_D11	NA	black	0	0	0.16607
MGH54_P15_D12	NA	black	0	0	0.12168
MGH54_P15_E01	NA	black	0	0	0
MGH54_P15_E02	NA	black	0	2.7945	0
MGH54_P15_E03	NA	black	0	0	0
MGH54_P15_E04	NA	black	0	0	0
MGH54_P15_E05	NA	black	0	0	0.22527
MGH54_P15_E06	NA	black	0	0	0.16221
MGH54_P15_E07	NA	black	0	0	0
MGH54_P15_E08	NA	black	0	0	0.18903
MGH54_P15_E09	NA	black	0	0	0
MGH54_P15_E10	NA	black	0	0	0.27977
MGH54_P15_E11	0.102891442282	green3	2	0.25701	0.13488
MGH54_P15_E12	NA	black	0	0	0.22157
MGH54_P15_F01	NA	black	0	0	0
MGH54_P15_F02	NA	black	0	0	0
MGH54_P15_F03	NA	black	0	0	0.16221
MGH54_P15_F04	NA	black	0	0	0
MGH54_P15_F05	NA	black	0	0	0
MGH54_P15_F06	NA	black	0	0	0.1003
MGH54_P15_F07	NA	black	0	0	0.22157
MGH54_P15_F08	0.121733152515	green3	2	0.17632	0.13881
MGH54_P15_F09	NA	black	0	0	0.20038
MGH54_P15_F10	0.0182372287152	green3	2	0.55974	0.17377
MGH54_P15_F11	NA	black	0	0	0
MGH54_P15_F12	NA	black	0	0	0
MGH54_P15_G03	NA	black	0	0	0.11902
MGH54_P15_G04	NA	black	0	0	0
MGH54_P15_G05	NA	black	0	0	0.24489
MGH54_P15_G06	0.100824065686	green3	2	0.26063	0.1375
MGH54_P15_G07	NA	black	0	0	0.13619
MGH54_P15_G08	NA	black	0	0	0
MGH54_P15_G09	NA	black	0	0	0.063503
MGH54_P15_G10	NA	black	0	0	0.067639
MGH54_P15_G11	NA	black	0	0	0.21909
MGH54_P15_G12	-0.189259212833	red	1	1.4087	0.18269
MGH54_P15_H01	NA	black	0	0	0
MGH54_P15_H03	NA	black	0	0	0.1137
MGH54_P15_H04	0.072586456911	green3	2	0.21785	0.21909
MGH54_P15_H05	NA	black	0	0	0
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	NA	black	0	0	0
MGH54_P15_H08	NA	black	0	0	0
MGH54_P15_H09	NA	black	0	0	0
MGH54_P15_H10	NA	black	0	0.20914	0
MGH54_P15_H11	1.6753216002	black	0	5.5793	0.78325
MGH54_P15_H12	NA	black	0	0	0.24001
MGH54_P16_A01	NA	black	0	0	0
MGH54_P16_A02	NA	black	0	0	0
MGH54_P16_A04	NA	black	0	0	0
MGH54_P16_A05	NA	black	0	0.20539	0
MGH54_P16_A06	NA	black	0	1.6452	0
MGH54_P16_A07	NA	black	0	0	0
MGH54_P16_A08	NA	black	0	0	0
MGH54_P16_A09	NA	black	0	0	0.060739
MGH54_P16_A10	NA	black	0	0	0
MGH54_P16_A11	NA	black	0	0	0
MGH54_P16_A12	NA	black	0	0	0
MGH54_P16_B01	NA	black	0	3.2133	0
MGH54_P16_B02	NA	black	0	0.43082	0
MGH54_P16_B03	NA	black	0	0	0.24732
MGH54_P16_B04	NA	black	0	0	0
MGH54_P16_B05	NA	black	0	0	0.13881
MGH54_P16_B06	NA	black	0	0	0.13356
MGH54_P16_B07	NA	black	0	0	0
MGH54_P16_B08	NA	black	0	0	0
MGH54_P16_B09	NA	black	0	3.7031	0
MGH54_P16_B10	NA	black	0	0	0.10299
MGH54_P16_B11	NA	black	0	0	0
MGH54_P16_B12	NA	black	0	0	0
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	NA	black	0	0	0
MGH54_P16_C03	NA	black	0	0	0.44573
MGH54_P16_C04	NA	black	0	0	0
MGH54_P16_C05	NA	black	0	0.21661	0
MGH54_P16_C06	NA	black	0	0	0.1776
MGH54_P16_C07	NA	black	0	0	0
MGH54_P16_C08	NA	black	0	0	0
MGH54_P16_C09	NA	black	0	0	0.074505
MGH54_P16_C10	NA	black	0	0	0.10165
MGH54_P16_C11	NA	black	0	0	0
MGH54_P16_C12	NA	black	0	0	0
MGH54_P16_D01	NA	black	0	0.42546	0
MGH54_P16_D02	NA	black	0	0	0
MGH54_P16_D03	NA	black	0	0.001442	0
MGH54_P16_D04	NA	black	0	0.25338	0
MGH54_P16_D05	NA	black	0	0.22033	0
MGH54_P16_D06	NA	black	0	0.33342	0
MGH54_P16_D07	NA	black	0	0	0
MGH54_P16_D09	NA	black	0	0	0
MGH54_P16_D10	0.133442311366	green3	2	0.20038	0.10299
MGH54_P16_D11	NA	black	0	0	0.082703
MGH54_P16_D12	NA	black	0	0	0
MGH54_P16_E01	NA	black	0	0	0.15445
MGH54_P16_E02	NA	black	0	0	0
MGH54_P16_E03	NA	black	0	0	0
MGH54_P16_E04	NA	black	0	0	0
MGH54_P16_E05	0.0311079056022	green3	2	0.43936	0.23879
MGH54_P16_E06	NA	black	0	0.20038	0
MGH54_P16_E07	NA	black	0	0	0
MGH54_P16_E08	-1.29704055543	black	0	4.2016	0.14143
MGH54_P16_E09	NA	black	0	0	0.37407
MGH54_P16_E10	NA	black	0	0	0
MGH54_P16_E11	NA	black	0	0.24853	0
MGH54_P16_E12	NA	black	0	0	1.6567
MGH54_P16_F01	NA	black	0	0	0
MGH54_P16_F03	NA	black	0	0	0
MGH54_P16_F04	NA	black	0	0	0
MGH54_P16_F05	NA	black	0	0	0.14143
MGH54_P16_F06	NA	black	0	0	0
MGH54_P16_F07	NA	black	0	0	0
MGH54_P16_F08	NA	black	0	0	0.082703
MGH54_P16_F09	NA	black	0	0	0
MGH54_P16_F10	NA	black	0	0	0.15056
MGH54_P16_F11	NA	black	0	0	0.09356
MGH54_P16_G01	NA	black	0	0	0
MGH54_P16_G02	NA	black	0	0	0.097611
MGH54_P16_G03	NA	black	0	0	0
MGH54_P16_G04	NA	black	0	0	0
MGH54_P16_G05	NA	black	0	0	0
MGH54_P16_G06	0.0828243515454	green3	2	0.14926	0.22033
MGH54_P16_G07	NA	black	0	0	0
MGH54_P16_G08	NA	black	0	0	0.090853
MGH54_P16_G09	NA	black	0	0.12961	0
MGH54_P16_G10	NA	black	0	0	0.29042
MGH54_P16_G11	NA	black	0	0	0
MGH54_P16_G12	NA	black	0	0	0.15704
MGH54_P16_H01	NA	black	0	0	0
MGH54_P16_H02	NA	black	0	0	0.16479
MGH54_P16_H03	NA	black	0	0	0
MGH54_P16_H04	NA	black	0	0.17505	0
MGH54_P16_H05	NA	black	0	0	0
MGH54_P16_H06	NA	black	0	0	0
MGH54_P16_H07	NA	black	0	0	0
MGH54_P16_H08	NA	black	0	0.17249	0
MGH54_P16_H09	0.15561473823	green3	2	0.16221	0.082703
MGH54_P16_H10	NA	black	0	0	0
MGH54_P16_H11	NA	black	0	0	0
MGH54_P16_H12	NA	black	0	0	0
MGH54_P17_A01	NA	black	0	0	0.21164
MGH54_P17_A02	NA	black	0	0	0
MGH54_P17_A03	NA	black	0	0.16864	0
MGH54_P17_A04	NA	black	0	0	0.68347
MGH54_P17_A05	NA	black	0	0	0.24123
MGH54_P17_A06	NA	black	0	0	0
MGH54_P17_A07	NA	black	0	0	0.14405
MGH54_P17_A08	NA	black	0	0.28924	0
MGH54_P17_A09	0.0327097491263	green3	2	0.49774	0.17249
MGH54_P17_A10	0.0494831328472	green3	2	0.45838	0.13356
MGH54_P17_A11	0.00809293119838	green3	2	0.24123	0.3505
MGH54_P17_A12	0.0766550242546	green3	2	0.39067	0.10165
MGH54_P17_B01	NA	black	0	0.57918	0
MGH54_P17_B02	NA	black	0	0	0.37851
MGH54_P17_B03	NA	black	0	0	0
MGH54_P17_B05	NA	black	0	0	0
MGH54_P17_B06	NA	black	0	0	0
MGH54_P17_B07	0.0243903753672	green3	2	0.29866	0.30801
MGH54_P17_B08	NA	black	0	0	0
MGH54_P17_B09	NA	black	0	0	0
MGH54_P17_B10	NA	black	0	0	0.10969
MGH54_P17_B11	NA	black	0	0	0
MGH54_P17_B12	NA	black	0	0	0.17887
MGH54_P17_C02	NA	black	0	0	0
MGH54_P17_C03	NA	black	0	0	0.13093
MGH54_P17_C04	NA	black	0	0	0
MGH54_P17_C05	NA	black	0	0	0.12697
MGH54_P17_C06	NA	black	0	0.43189	0
MGH54_P17_C07	NA	black	0	0	0.18523
MGH54_P17_C08	NA	black	0	2.9475	0
MGH54_P17_C09	-0.944067439174	black	0	3.228	0.12035
MGH54_P17_C10	NA	black	0	0	0.23634
MGH54_P17_C11	NA	black	0	0	0
MGH54_P17_C12	NA	black	0	0	0
MGH54_P17_D01	NA	black	0	3.0234	0
MGH54_P17_D02	NA	black	0	0	0.1865
MGH54_P17_D03	NA	black	0	0	0
MGH54_P17_D04	NA	black	0	0.29983	0
MGH54_P17_D05	NA	black	0	0	0
MGH54_P17_D06	NA	black	0	0	0
MGH54_P17_D07	0.0902159939879	green3	2	0.28333	0.14926
MGH54_P17_D09	0.112598856705	green3	2	0.23143	0.12829
MGH54_P17_D10	NA	black	0	0	0
MGH54_P17_D12	NA	black	0	0	0
MGH54_P17_E01	NA	black	0	0	0
MGH54_P17_E02	NA	black	0	0	0.32193
MGH54_P17_E03	NA	black	0	0	0
MGH54_P17_E04	NA	black	0	0	0
MGH54_P17_E05	NA	black	0	0	0
MGH54_P17_E06	-0.0209693070813	green3	2	0.54597	0.54794
MGH54_P17_E07	NA	black	0	0	0
MGH54_P17_E08	NA	black	0	0	0
MGH54_P17_E09	NA	black	0	0	0
MGH54_P17_E10	NA	black	0	0	0
MGH54_P17_E11	NA	black	0	0	0
MGH54_P17_E12	NA	black	0	0	0
MGH54_P17_F01	NA	black	0	0	0
MGH54_P17_F02	NA	black	0	0	0
MGH54_P17_F03	NA	black	0	0	0
MGH54_P17_F04	NA	black	0	0	0
MGH54_P17_F05	NA	black	0	0	0
MGH54_P17_F07	NA	black	0	0	0
MGH54_P17_F08	NA	black	0	0	0
MGH54_P17_F09	NA	black	0	0	0.089498
MGH54_P17_F10	NA	black	0	0	0.23389
MGH54_P17_F11	NA	black	0	0	0.096262
MGH54_P17_F12	NA	black	0	0	0.10165
MGH54_P17_G01	NA	black	0	0	0
MGH54_P17_G02	-0.67775150853	black	0	3.7241	0.2558
MGH54_P17_G03	NA	black	0	0	0
MGH54_P17_G04	NA	black	0	0	0
MGH54_P17_G05	NA	black	0	0	0
MGH54_P17_G06	NA	black	0	0	0.12697
MGH54_P17_G07	NA	black	0	3.939	0
MGH54_P17_G08	NA	black	0	0	0
MGH54_P17_G09	0.0998953856823	green3	2	0.27262	0.13225
MGH54_P17_G10	NA	black	0	0	0.19283
MGH54_P17_G11	0.088836614656	green3	2	0.35502	0.097611
MGH54_P17_G12	NA	black	0	0	0
MGH54_P17_H01	NA	black	0	0	0.15056
MGH54_P17_H02	0.0913255176779	green3	2	0.28096	0.14796
MGH54_P17_H05	NA	black	0	0	0
MGH54_P17_H06	NA	black	0	0	0.2558
MGH54_P17_H07	NA	black	0	0	0
MGH54_P17_H08	NA	black	0	0	0
MGH54_P17_H09	NA	black	0	1.7706	0
MGH54_P17_H10	NA	black	0	0.2228	0
MGH54_P17_H11	NA	black	0	0	0
MGH54_P17_H12	NA	black	0	0	0
MGH54_P6_A01	NA	black	0	0.42761	0
MGH54_P6_A02	NA	black	0	0	1.8335
MGH54_P6_A03	NA	black	0	0	0
MGH54_P6_A04	NA	black	0	0.32308	0
MGH54_P6_A05	0.053696065272	green3	2	0.37518	0.19535
MGH54_P6_A06	NA	black	0	0	0.29514
MGH54_P6_A07	NA	black	0	0.37295	0
MGH54_P6_A08	NA	black	0	0	0.21537
MGH54_P6_A09	NA	black	0	0	0
MGH54_P6_A10	NA	black	0	0	0.19535
MGH54_P6_A11	0.0373670507888	green3	2	0.42008	0.22527
MGH54_P6_A12	NA	black	0	0	0.34596
MGH54_P6_B01	NA	black	0	0	0.34937
MGH54_P6_B02	NA	black	0	0	0.42008
MGH54_P6_B03	-0.788991068138	black	0	3.244	0.17377
MGH54_P6_B04	-0.0514047991822	green3	2	0.36849	0.52807
MGH54_P6_B05	NA	black	0	3.2431	0
MGH54_P6_B06	NA	black	0	4.2144	0
MGH54_P6_B07	NA	black	0	0.27501	0
MGH54_P6_B08	NA	black	0	3.5797	0
MGH54_P6_B09	0.0510031520337	green3	2	0.38515	0.19787
MGH54_P6_B10	NA	black	0	0.96421	0
MGH54_P6_B11	NA	black	0	0	0
MGH54_P6_B12	NA	black	0	0	0.39726
MGH54_P6_C01	NA	black	0	0	0
MGH54_P6_C02	NA	black	0	3.3327	0
MGH54_P6_C03	NA	black	0	0	0
MGH54_P6_C04	0.020367426795	green3	2	0.48336	0.26183
MGH54_P6_C06	NA	black	0	0	0.38736
MGH54_P6_C07	NA	black	0	0	0.21785
MGH54_P6_C08	NA	black	0	0	0.15575
MGH54_P6_C09	NA	black	0	0	0
MGH54_P6_C10	NA	black	0	0	0
MGH54_P6_C11	NA	black	0	0	0
MGH54_P6_C12	NA	black	0	0	0.4957
MGH54_P6_D01	NA	black	0	0	0
MGH54_P6_D02	NA	black	0	0	0.36289
MGH54_P6_D03	NA	black	0	0	0.33457
MGH54_P6_D04	NA	black	0	0	0.18396
MGH54_P6_D05	NA	black	0	0.14535	0
MGH54_P6_D07	NA	black	0	0	0
MGH54_P6_D08	0.0223018217537	green3	2	1.0942	0.42975
