Cell_name	Zvalue	Color	Cluster	HLA-E	MYC
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	NA	black	0	0	0
MGH53_P6_D09	-0.163308246838	green3	2	0.37629	3.8957
MGH53_P6_D10	NA	black	0	0	0.35389
MGH53_P6_D11	NA	black	0	0	0
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	0.44361	0
MGH53_P6_E02	NA	black	0	0	0
MGH53_P6_E03	-0.668086818597	green3	2	0.22527	5.0494
MGH53_P6_E04	NA	black	0	0	6.567
MGH53_P6_E05	NA	black	0	1.4531	0
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0
MGH53_P6_E09	NA	black	0	0	5.2895
MGH53_P6_E10	NA	black	0	0.38736	0
MGH53_P6_F01	1.11546708979	blue	3	4.1322	5.9941
MGH53_P6_F02	NA	black	0	0	0
MGH53_P6_F03	NA	black	0	0	0
MGH53_P6_F04	NA	black	0	0	0
MGH53_P6_F05	NA	black	0	0	0
MGH53_P6_F06	NA	black	0	0	0
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	NA	black	0	0.38294	0
MGH53_P6_F09	NA	black	0	0.22527	0
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	NA	black	0	0.51096	0
MGH53_P6_G02	NA	black	0	0.45207	0
MGH53_P6_G03	NA	black	0	0	4.9488
MGH53_P6_G04	NA	black	0	0	0
MGH53_P6_G05	NA	black	0	0	0
MGH53_P6_G06	NA	black	0	0	0
MGH53_P6_G07	NA	black	0	0	0
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	-1.05412771839	green3	2	0.47197	6.2943
MGH53_P6_G10	NA	black	0	0	0
MGH53_P6_G11	NA	black	0	0	0
MGH53_P6_H01	NA	black	0	2.0766	0
MGH53_P6_H02	NA	black	0	0	0
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	NA	black	0	0	0
MGH53_P6_H05	NA	black	0	0	0
MGH53_P6_H07	-1.36095853838	green3	2	5.332	1.7044
MGH53_P6_H09	NA	black	0	0	1.4404
MGH53_P6_H10	NA	black	0	0	0.46989
MGH53_P6_H11	NA	black	0	0	4.0414
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	0.62667	0
MGH53_P7_A03	NA	black	0	0	4.6846
MGH53_P7_A04	NA	black	0	0	0.32539
MGH53_P7_A05	NA	black	0	0	6.0955
MGH53_P7_A06	0.175228465311	green3	2	0.32884	3.014
MGH53_P7_A07	-0.598953230272	green3	2	0.62387	5.2668
MGH53_P7_A09	NA	black	0	0	5.1801
MGH53_P7_A11	NA	black	0	0.52807	0
MGH53_P7_A12	NA	black	0	0	0
MGH53_P7_B01	NA	black	0	0.33228	0
MGH53_P7_B02	-0.690669896611	green3	2	0.6248	5.5341
MGH53_P7_B03	NA	black	0	0	0
MGH53_P7_B04	NA	black	0	0	5.5716
MGH53_P7_B05	NA	black	0	0	0
MGH53_P7_B06	NA	black	0	0	0
MGH53_P7_B07	NA	black	0	0.18142	0
MGH53_P7_B08	NA	black	0	0.40163	0
MGH53_P7_B10	0.0704225770284	green3	2	0.35389	3.2833
MGH53_P7_B11	NA	black	0	0.55385	0
MGH53_P7_B12	NA	black	0	0.15316	0
MGH53_P7_C01	NA	black	0	0	0
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	NA	black	0	0	1.2738
MGH53_P7_C04	NA	black	0	0	0
MGH53_P7_C05	NA	black	0	0	0
MGH53_P7_C06	NA	black	0	0	5.5721
MGH53_P7_C07	NA	black	0	0	0.26664
MGH53_P7_C09	-1.51071673167	red	1	0.15575	6.8464
MGH53_P7_C11	NA	black	0	0.78241	0
MGH53_P7_C12	NA	black	0	0.53705	0
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	NA	black	0	1.0426	0
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	NA	black	0	0	0
MGH53_P7_D05	NA	black	0	1.4378	0
MGH53_P7_D06	NA	black	0	0	0
MGH53_P7_D07	NA	black	0	0	0
MGH53_P7_D10	NA	black	0	0.35502	0
MGH53_P7_D11	NA	black	0	0	4.6532
MGH53_P7_D12	NA	black	0	0	2.9235
MGH53_P7_E01	NA	black	0	0	0
MGH53_P7_E02	-0.212404114887	green3	2	1.2259	4.572
MGH53_P7_E03	NA	black	0	0	0
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	0	0
MGH53_P7_E06	NA	black	0	0.46989	0
MGH53_P7_E07	NA	black	0	0	4.7111
MGH53_P7_E08	NA	black	0	0	0
MGH53_P7_E09	NA	black	0	0.19787	0
MGH53_P7_E10	NA	black	0	1.8131	0
MGH53_P7_E11	NA	black	0	0	5.3626
MGH53_P7_E12	NA	black	0	0	0.7137
MGH53_P7_F01	NA	black	0	0	0
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	NA	black	0	0	0
MGH53_P7_F05	NA	black	0	0.31034	0
MGH53_P7_F06	NA	black	0	0	0
MGH53_P7_F08	NA	black	0	0	0
MGH53_P7_F09	NA	black	0	0	4.4807
MGH53_P7_F10	NA	black	0	0	0
MGH53_P7_F11	NA	black	0	0	6.2833
MGH53_P7_F12	NA	black	0	0	4.3704
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	0
MGH53_P7_G04	NA	black	0	0	0
MGH53_P7_G05	NA	black	0	0	0
MGH53_P7_G06	NA	black	0	0	5.0871
MGH53_P7_G07	NA	black	0	0.18015	0
MGH53_P7_G08	NA	black	0	0.42546	0
MGH53_P7_G09	NA	black	0	0.27023	0
MGH53_P7_G10	NA	black	0	0	4.3106
MGH53_P7_G11	-0.565572457733	green3	2	0.1635	4.7675
MGH53_P7_G12	NA	black	0	0	0.42331
MGH53_P7_H01	NA	black	0	0	5.4525
MGH53_P7_H02	NA	black	0	0	0
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	NA	black	0	0	0
MGH53_P7_H05	NA	black	0	0	2.3426
MGH53_P7_H06	NA	black	0	0	6.5576
MGH53_P7_H07	NA	black	0	0.45207	0
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	0.18777	0
MGH53_P7_H11	-0.892980564259	green3	2	0.38184	5.7546
MGH53_P7_H12	NA	black	0	0	1.7106
MGH53_P8_A01	NA	black	0	0	2.8109
MGH53_P8_A02	NA	black	0	0	6.6148
MGH53_P8_A03	NA	black	0	0	0
MGH53_P8_A04	NA	black	0	0	4.6513
MGH53_P8_A05	NA	black	0	0	0
MGH53_P8_A06	NA	black	0	1.6581	0
MGH53_P8_A07	NA	black	0	0	0
MGH53_P8_A08	NA	black	0	0	4.757
MGH53_P8_A09	NA	black	0	0	0
MGH53_P8_A10	NA	black	0	0	6.0566
MGH53_P8_A11	NA	black	0	0.4916	0
MGH53_P8_A12	NA	black	0	0	1.4641
MGH53_P8_B03	NA	black	0	0	0
MGH53_P8_B04	NA	black	0	0	6.8055
MGH53_P8_B08	NA	black	0	0	0
MGH53_P8_B09	NA	black	0	0	0
MGH53_P8_B10	NA	black	0	0	3.4372
MGH53_P8_B11	NA	black	0	0.14926	0
MGH53_P8_B12	NA	black	0	0	4.9236
MGH53_P8_C01	NA	black	0	0	5.6427
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	NA	black	0	0	3.1583
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	NA	black	0	0	0
MGH53_P8_C09	-0.623019121342	green3	2	0.23266	4.9504
MGH53_P8_C10	NA	black	0	0.301	0
MGH53_P8_C11	NA	black	0	0	4.9301
MGH53_P8_C12	NA	black	0	0	3.673
MGH53_P8_D01	NA	black	0	0	4.3478
MGH53_P8_D02	-0.537448859041	green3	2	0.26183	4.7703
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0	0
MGH53_P8_D05	1.13224401265	blue	3	0.34369	0.38294
MGH53_P8_D06	NA	black	0	0	0
MGH53_P8_D07	NA	black	0	0	1.4265
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	NA	black	0	0	0
MGH53_P8_D10	NA	black	0	0	7.1088
MGH53_P8_D11	NA	black	0	0	0
MGH53_P8_E01	NA	black	0	0	4.6608
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	NA	black	0	0.46676	0
MGH53_P8_E05	NA	black	0	0.73985	0
MGH53_P8_E06	NA	black	0	0.95382	0
MGH53_P8_E07	NA	black	0	0	5.6639
MGH53_P8_E08	-1.01243285115	green3	2	0.57918	6.3677
MGH53_P8_E09	NA	black	0	0.35163	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	NA	black	0	0	4.9103
MGH53_P8_F01	NA	black	0	1.0307	0
MGH53_P8_F02	NA	black	0	0	4.1729
MGH53_P8_F04	-0.138807687484	green3	2	0.42975	3.8443
MGH53_P8_F05	NA	black	0	0.35502	0
MGH53_P8_F06	NA	black	0	0.19912	0
MGH53_P8_F07	NA	black	0	0.75958	0
MGH53_P8_F08	NA	black	0	0	4.2926
MGH53_P8_F09	NA	black	0	0	5.5798
MGH53_P8_F11	0.525272286047	green3	2	1.113	0.81476
MGH53_P8_G01	NA	black	0	0.4351	0
MGH53_P8_G02	NA	black	0	0.67265	0
MGH53_P8_G03	NA	black	0	0	0
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0	0
MGH53_P8_G06	NA	black	0	1.1583	0
MGH53_P8_G07	2.27309397837	black	0	5.324	6.7251
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	NA	black	0	0	0
MGH53_P8_G10	NA	black	0	0	6.4042
MGH53_P8_G11	NA	black	0	0	0
MGH53_P8_G12	NA	black	0	0	2.3457
MGH53_P8_H01	-0.0526883436393	green3	2	1.7736	4.2474
MGH53_P8_H02	NA	black	0	0	0
MGH53_P8_H03	NA	black	0	0	0
MGH53_P8_H04	NA	black	0	0	0
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0	0
MGH53_P8_H07	NA	black	0	0	0
MGH53_P8_H08	NA	black	0	0	0
MGH53_P8_H09	NA	black	0	0	6.5904
MGH53_P8_H10	NA	black	0	0	2.3942
MGH53_P8_H11	-1.12602628517	green3	2	0.16607	6.0224
MGH53_P8_H12	NA	black	0	0	1.818
MGH53_P1_A03	NA	black	0	0	0
MGH53_P1_A04	NA	black	0	0.16864	0
MGH53_P1_A06	NA	black	0	0.42438	0
MGH53_P1_A07	NA	black	0	0	0
MGH53_P1_A08	NA	black	0	0	0
MGH53_P1_B04	NA	black	0	2.0912	0
MGH53_P1_B08	-0.0884653205203	green3	2	0.64616	3.7476
MGH53_P1_B09	NA	black	0	0	1.6599
MGH53_P1_B11	NA	black	0	0.48233	0
MGH53_P1_C03	NA	black	0	0.25217	0
MGH53_P1_C06	NA	black	0	0.21785	0
MGH53_P1_C09	NA	black	0	0	2.537
MGH53_P1_C10	NA	black	0	0	5.223
MGH53_P1_D01	NA	black	0	0.27739	0
MGH53_P1_D05	NA	black	0	0.53306	0
MGH53_P1_D12	NA	black	0	0	3.7278
MGH53_P1_E09	NA	black	0	0	1.6225
MGH53_P1_E12	0.064584944542	green3	2	1.1648	3.1545
MGH53_P12_A01	NA	black	0	0	3.8674
MGH53_P12_A02	NA	black	0	0	0.83835
MGH53_P12_A03	NA	black	0	0	0
MGH53_P12_A04	NA	black	0	0.23389	0
MGH53_P12_A05	0.532210437146	green3	2	0.53705	1.8722
MGH53_P12_A06	NA	black	0	0	0
MGH53_P12_A08	NA	black	0	0	0
MGH53_P12_A09	NA	black	0	0	1.7097
MGH53_P12_A10	-0.359938204027	green3	2	0.092207	4.2684
MGH53_P12_A11	-0.937746504088	green3	2	0.36289	5.8404
MGH53_P12_A12	NA	black	0	0	1.1037
MGH53_P12_B01	NA	black	0	0	0
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0	0
MGH53_P12_B04	NA	black	0	0	0
MGH53_P12_B05	NA	black	0	0	0
MGH53_P12_B06	-0.411208227591	green3	2	0.19912	4.4344
MGH53_P12_B07	NA	black	0	0	0.86552
MGH53_P12_B08	NA	black	0	0	0
MGH53_P12_B09	NA	black	0	0.17249	0
MGH53_P12_B11	NA	black	0	0	0
MGH53_P12_B12	NA	black	0	0.24853	0
MGH53_P12_C01	NA	black	0	0	4.6178
MGH53_P12_C02	NA	black	0	0	4.1012
MGH53_P12_C03	0.940529744975	blue	3	0.63041	0.36401
MGH53_P12_C04	NA	black	0	0	0
MGH53_P12_C05	-0.617286598832	green3	2	0.43296	5.1121
MGH53_P12_C06	NA	black	0	0	3.988
MGH53_P12_C07	-0.286477920179	green3	2	1.3561	5.1809
MGH53_P12_C08	NA	black	0	0	2.6194
MGH53_P12_C09	NA	black	0	0	2.2762
MGH53_P12_C10	-0.604821099342	green3	2	0.53506	5.1831
MGH53_P12_C11	NA	black	0	0	4.5494
MGH53_P12_C12	NA	black	0	0.44148	0
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	0
MGH53_P12_D04	NA	black	0	0	0
MGH53_P12_D05	-1.18720465279	green3	2	0.2762	6.3128
MGH53_P12_D06	NA	black	0	0	0.32423
MGH53_P12_D07	-0.724527587504	green3	2	0.23143	5.1859
MGH53_P12_D08	NA	black	0	0	0
MGH53_P12_D09	NA	black	0	0	3.8416
MGH53_P12_D10	-0.575324576866	green3	2	0.46048	5.0283
MGH53_P12_D11	NA	black	0	0	0
MGH53_P12_D12	NA	black	0	0	0
MGH53_P12_E01	NA	black	0	0	0
MGH53_P12_E02	0.352048145947	green3	2	0.43296	2.4913
MGH53_P12_E03	NA	black	0	0	0
MGH53_P12_E04	NA	black	0	0.8536	0
MGH53_P12_E05	NA	black	0	0	4.3009
MGH53_P12_E06	NA	black	0	0.33457	0
MGH53_P12_E07	NA	black	0	0	0
MGH53_P12_E08	NA	black	0	0	4.8688
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	-0.46058365904	green3	2	0.1375	4.5146
MGH53_P12_E12	NA	black	0	0	5.1104
MGH53_P12_F01	-0.0176694120143	green3	2	1.0115	3.5505
MGH53_P12_F02	NA	black	0	0	2.4717
MGH53_P12_F03	NA	black	0	0	0
MGH53_P12_F04	NA	black	0	0.42975	0
MGH53_P12_F06	NA	black	0	0	0
MGH53_P12_F07	NA	black	0	0	6.234
MGH53_P12_F08	NA	black	0	0	0
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	NA	black	0	0	3.6414
MGH53_P12_F11	NA	black	0	0	0.20664
MGH53_P12_F12	1.22160626033	blue	3	0.30334	0.20914
MGH53_P12_G01	NA	black	0	0	0
MGH53_P12_G03	NA	black	0	0	0
MGH53_P12_G04	NA	black	0	0	0
MGH53_P12_G07	NA	black	0	0	0
MGH53_P12_G08	NA	black	0	0.40272	0
MGH53_P12_G09	NA	black	0	0	0
MGH53_P12_G10	NA	black	0	0	0.15704
MGH53_P12_G11	NA	black	0	0	7.8625
MGH53_P12_G12	NA	black	0	0	1.8552
MGH53_P12_H01	-0.0669607271307	green3	2	0.56852	3.6688
MGH53_P12_H02	NA	black	0	0	5.5268
MGH53_P12_H03	NA	black	0	0.42116	0
MGH53_P12_H04	NA	black	0	0	0
MGH53_P12_H05	NA	black	0	0.23143	0
MGH53_P12_H06	NA	black	0	0	1.3702
MGH53_P12_H07	NA	black	0	0.1003	0
MGH53_P12_H08	NA	black	0	0	2.9855
MGH53_P12_H09	NA	black	0	0	0
MGH53_P12_H10	NA	black	0	0	2.6173
MGH53_P12_H11	NA	black	0	0	0
MGH53_P12_H12	-0.737760344488	green3	2	0.18777	5.1771
MGH53_P2_A09	-0.630913762679	green3	2	0.51602	5.234
MGH53_P2_A11	NA	black	0	0	0
MGH53_P2_A12	NA	black	0	0	1.3045
MGH53_P2_B05	NA	black	0	0	0
MGH53_P2_B07	NA	black	0	0	0
MGH53_P2_B09	-0.482995316238	green3	2	0.19912	4.6011
MGH53_P2_B10	-0.443619838114	green3	2	0.53506	4.7353
MGH53_P2_C01	NA	black	0	0	0
MGH53_P2_C02	0.0532234601264	green3	2	0.17121	3.3394
MGH53_P2_C03	NA	black	0	0	0
MGH53_P2_C07	NA	black	0	0.37184	0
MGH53_P2_C09	NA	black	0	0.4782	0
MGH53_P2_D01	NA	black	0	0.39506	0
MGH53_P2_D02	NA	black	0	0	0
MGH53_P2_D07	NA	black	0	0.43403	0
MGH53_P2_D08	NA	black	0	0	3.9467
MGH53_P2_D12	-0.533577658381	green3	2	0.12035	4.6679
MGH53_P2_E04	NA	black	0	0	0
MGH53_P2_E10	NA	black	0	0	4.1502
MGH53_P2_F02	NA	black	0	0	0
MGH53_P2_F03	NA	black	0	0	3.9396
MGH53_P2_F04	NA	black	0	0	0
MGH53_P2_F05	NA	black	0	0	0
MGH53_P2_G02	NA	black	0	0	6.9729
MGH53_P2_G07	NA	black	0	0.35163	0
MGH53_P2_H01	NA	black	0	0	4.3299
MGH53_P10_A01	NA	black	0	0	0
MGH53_P10_A02	NA	black	0	0.23756	0
MGH53_P10_A03	NA	black	0	0	3.5424
MGH53_P10_A04	NA	black	0	0	0
MGH53_P10_A05	NA	black	0	0	0
MGH53_P10_A06	NA	black	0	0	4.9884
MGH53_P10_A07	NA	black	0	0.67627	0
MGH53_P10_A08	NA	black	0	0.38847	0
MGH53_P10_A09	NA	black	0	0	5.4817
MGH53_P10_A10	NA	black	0	0.22527	0
MGH53_P10_A11	NA	black	0	0	0
MGH53_P10_A12	NA	black	0	0	4.3565
MGH53_P10_B01	NA	black	0	0	0
MGH53_P10_B02	NA	black	0	0	0
MGH53_P10_B03	NA	black	0	0	0
MGH53_P10_B04	NA	black	0	0	4.5514
MGH53_P10_B05	NA	black	0	0	0
MGH53_P10_B06	NA	black	0	0	0
MGH53_P10_B07	NA	black	0	0	3.3985
MGH53_P10_B08	NA	black	0	0	0
MGH53_P10_B09	NA	black	0	0	0
MGH53_P10_B10	NA	black	0	0	5.4701
MGH53_P10_B11	NA	black	0	0.25822	0
MGH53_P10_B12	NA	black	0	0	0.49467
MGH53_P10_C01	NA	black	0	0	0
MGH53_P10_C02	NA	black	0	0	0
MGH53_P10_C03	NA	black	0	0	4.4382
MGH53_P10_C04	NA	black	0	0	0.26544
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	NA	black	0	0	0
MGH53_P10_C07	-0.558474265399	green3	2	1.0036	5.7043
MGH53_P10_C08	NA	black	0	0.30451	0
MGH53_P10_C09	NA	black	0	0	0
MGH53_P10_C10	NA	black	0	0	4.7695
MGH53_P10_C11	NA	black	0	0.71545	0
MGH53_P10_C12	NA	black	0	0	0
MGH53_P10_D01	NA	black	0	0	1.7617
MGH53_P10_D02	NA	black	0	0	0
MGH53_P10_D03	NA	black	0	0	0
MGH53_P10_D04	NA	black	0	0	0
MGH53_P10_D05	-1.09790294887	green3	2	0.42223	6.3244
MGH53_P10_D06	NA	black	0	0	0
MGH53_P10_D07	NA	black	0	0.93282	0
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	NA	black	0	0.40272	0
MGH53_P10_D12	NA	black	0	0	0
MGH53_P10_E01	NA	black	0	0.29866	0
MGH53_P10_E03	NA	black	0	0.54992	0
MGH53_P10_E04	-0.522949712361	green3	2	0.78743	5.2362
MGH53_P10_E05	NA	black	0	0	4.8885
MGH53_P10_E06	NA	black	0	0	0.58592
MGH53_P10_E07	NA	black	0	0	4.198
MGH53_P10_E08	NA	black	0	0	0
MGH53_P10_E09	NA	black	0	0.34255	0
MGH53_P10_E10	NA	black	0	0	0
MGH53_P10_E11	NA	black	0	0	0
MGH53_P10_E12	NA	black	0	0.70044	0
MGH53_P10_F01	NA	black	0	0	5.266
MGH53_P10_F02	-1.2657388434	green3	2	0.16479	6.3277
MGH53_P10_F03	NA	black	0	0	4.8744
MGH53_P10_F04	NA	black	0	0	0
MGH53_P10_F05	NA	black	0	0.44042	0
MGH53_P10_F06	NA	black	0	0	0
MGH53_P10_F07	NA	black	0	0	0
MGH53_P10_F08	NA	black	0	0	0
MGH53_P10_F09	0.504970106793	green3	2	0.24853	2.2035
MGH53_P10_F10	NA	black	0	0.24975	0
MGH53_P10_F12	-0.351393832567	green3	2	0.74071	4.6294
MGH53_P10_G01	NA	black	0	0	0
MGH53_P10_G02	NA	black	0	0	2.108
MGH53_P10_G03	NA	black	0	0	0
MGH53_P10_G04	NA	black	0	0.60502	0
MGH53_P10_G05	NA	black	0	0	0
MGH53_P10_G07	NA	black	0	0	0
MGH53_P10_G08	NA	black	0	0.15056	0
MGH53_P10_G09	NA	black	0	0	0
MGH53_P10_G11	NA	black	0	0	0
MGH53_P10_H01	NA	black	0	0.29042	0
MGH53_P10_H02	0.249291839416	green3	2	0.17505	2.8722
MGH53_P10_H04	-0.0863273672016	green3	2	1.0215	3.8417
MGH53_P10_H05	NA	black	0	0.17505	0
MGH53_P10_H06	NA	black	0	0	0
MGH53_P10_H07	NA	black	0	0	0.27381
MGH53_P10_H08	-0.540132258505	green3	2	0.49672	4.9678
MGH53_P10_H09	NA	black	0	0	4.7305
MGH53_P10_H10	-0.458527734736	green3	2	0.79077	5.029
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0.20289	0
MGH53_P11_A02	-0.50400766579	green3	2	1.2869	6.1407
MGH53_P11_A03	NA	black	0	0	0
MGH53_P11_A04	NA	black	0	0	0
MGH53_P11_A06	-0.388905414243	green3	2	2.5465	0.42761
MGH53_P11_A08	NA	black	0	0	0
MGH53_P11_A09	NA	black	0	0	3.7073
MGH53_P11_A10	NA	black	0	0	0
MGH53_P11_A11	NA	black	0	0	0
MGH53_P11_A12	NA	black	0	0	0
MGH53_P11_B01	NA	black	0	0	0
MGH53_P11_B02	NA	black	0	0	0
MGH53_P11_B04	-0.201729331026	green3	2	0.44042	4.017
MGH53_P11_B05	NA	black	0	0.4351	0
MGH53_P11_B06	NA	black	0	0	0
MGH53_P11_B07	0.305772668584	green3	2	0.45838	2.6081
MGH53_P11_B08	NA	black	0	0	3.2174
MGH53_P11_B09	NA	black	0	0.5656	0
MGH53_P11_B11	NA	black	0	0	3.4371
MGH53_P11_B12	NA	black	0	0	0.58304
MGH53_P11_C01	NA	black	0	0	0
MGH53_P11_C02	NA	black	0	0	2.7231
MGH53_P11_C03	NA	black	0	0	4.3438
MGH53_P11_C04	NA	black	0	0	3.9976
MGH53_P11_C05	-0.39011802648	green3	2	0.18015	4.376
MGH53_P11_C06	NA	black	0	0	0
MGH53_P11_C07	NA	black	0	0	0
MGH53_P11_C08	NA	black	0	0	0
MGH53_P11_C09	NA	black	0	0	0
MGH53_P11_C10	NA	black	0	0	0
MGH53_P11_C11	-0.474126683152	green3	2	0.35163	4.6786
MGH53_P11_C12	0.422241702363	green3	2	0.42868	2.2957
MGH53_P11_D01	NA	black	0	0	0
MGH53_P11_D02	NA	black	0	0	0
MGH53_P11_D03	NA	black	0	0	5.1053
MGH53_P11_D04	NA	black	0	0	0.47612
MGH53_P11_D05	NA	black	0	0	0
MGH53_P11_D07	0.120102422645	green3	2	4.5826	3.7348
MGH53_P11_D08	NA	black	0	0	0
MGH53_P11_D09	NA	black	0	0.25096	0
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	NA	black	0	0	0
MGH53_P11_D12	NA	black	0	0	0
MGH53_P11_E01	-0.475768013769	green3	2	0.18142	4.5739
MGH53_P11_E02	NA	black	0	0	4.5649
MGH53_P11_E04	NA	black	0	0	3.6839
MGH53_P11_E06	NA	black	0	0	0
MGH53_P11_E08	NA	black	0	0	0
MGH53_P11_E09	NA	black	0	0	3.7804
MGH53_P11_E10	NA	black	0	0.31615	0
MGH53_P11_E11	-0.475309655381	green3	2	0.24975	4.6142
MGH53_P11_E12	NA	black	0	0	0.2762
MGH53_P11_F01	NA	black	0	0.16092	0
MGH53_P11_F02	NA	black	0	0.32998	0
MGH53_P11_F03	NA	black	0	0	0
MGH53_P11_F04	NA	black	0	0	5.2991
MGH53_P11_F05	NA	black	0	0	4.8974
MGH53_P11_F07	NA	black	0	0.36065	0
MGH53_P11_F10	0.866554142857	blue	3	0.69064	0.48336
MGH53_P11_F11	NA	black	0	0	7.1254
MGH53_P11_F12	0.190378754558	green3	2	0.66903	2.8562
MGH53_P11_G01	NA	black	0	0	4.0843
MGH53_P11_G02	NA	black	0	0	0
MGH53_P11_G03	NA	black	0	0	0
MGH53_P11_G04	NA	black	0	0	0
MGH53_P11_G05	NA	black	0	0	0
MGH53_P11_G06	NA	black	0	0	0
MGH53_P11_G07	NA	black	0	0.61542	0
MGH53_P11_G08	NA	black	0	0.20664	0
MGH53_P11_G09	NA	black	0	0	0
MGH53_P11_G10	NA	black	0	0	4.1132
MGH53_P11_G11	NA	black	0	0.37072	0
MGH53_P11_G12	-0.537962914889	green3	2	0.87735	5.4137
MGH53_P11_H01	NA	black	0	0	2.847
MGH53_P11_H02	NA	black	0	0	0
MGH53_P11_H04	-0.161743084519	green3	2	0.59741	3.9575
MGH53_P11_H05	NA	black	0	0	0
MGH53_P11_H06	NA	black	0	0	0
MGH53_P11_H07	NA	black	0	0	3.1431
MGH53_P11_H08	NA	black	0	0	0
MGH53_P11_H09	NA	black	0	0.54597	0
MGH53_P11_H10	NA	black	0	0	0
MGH53_P11_H11	NA	black	0	0	5.5731
MGH53_P11_H12	NA	black	0	0	0.848
MGH53_P9_A01	NA	black	0	0.43189	0
MGH53_P9_A02	NA	black	0	0	4.4762
MGH53_P9_A03	NA	black	0	0	0
MGH53_P9_A04	NA	black	0	0	0
MGH53_P9_A05	NA	black	0	1.0621	0
MGH53_P9_A06	NA	black	0	0	4.821
MGH53_P9_A07	NA	black	0	0	4.7909
MGH53_P9_A08	NA	black	0	0.24489	0
MGH53_P9_A09	NA	black	0	0	3.6957
MGH53_P9_A10	NA	black	0	0	0
MGH53_P9_A11	NA	black	0	0	0
MGH53_P9_A12	NA	black	0	0	0.46153
MGH53_P9_B01	NA	black	0	0	0
MGH53_P9_B02	NA	black	0	0	0
MGH53_P9_B03	NA	black	0	0	0
MGH53_P9_B04	NA	black	0	5.086	0
MGH53_P9_B05	-0.0525802066961	green3	2	0.96125	3.6866
MGH53_P9_B06	-0.396269221869	green3	2	0.76043	4.7927
MGH53_P9_B07	NA	black	0	0	0
MGH53_P9_B08	NA	black	0	0.74846	0
MGH53_P9_B09	-0.589297685934	green3	2	0.56267	5.1697
MGH53_P9_B11	0.262900129653	green3	2	0.80983	2.52
MGH53_P9_B12	-0.165404643336	green3	2	0.28096	3.877
MGH53_P9_C01	NA	black	0	0	0
MGH53_P9_C02	NA	black	0	0.86315	0
MGH53_P9_C03	NA	black	0	0.41251	0
MGH53_P9_C04	NA	black	0	0.25338	0
MGH53_P9_C05	NA	black	0	0	0.52607
MGH53_P9_C06	NA	black	0	0.19912	0
MGH53_P9_C07	NA	black	0	0	0
MGH53_P9_C08	NA	black	0	0	0
MGH53_P9_C09	NA	black	0	0	3.399
MGH53_P9_C10	NA	black	0	0	4.4515
MGH53_P9_C11	NA	black	0	0	4.8357
MGH53_P9_C12	NA	black	0	0	0.30451
MGH53_P9_D01	1.09206960441	blue	3	0.29278	0.59168
MGH53_P9_D02	NA	black	0	0	0
MGH53_P9_D03	NA	black	0	0	5.8809
MGH53_P9_D04	NA	black	0	0	0
MGH53_P9_D05	NA	black	0	0	0
MGH53_P9_D08	-0.169709144052	green3	2	0.45312	3.9343
MGH53_P9_D09	NA	black	0	0	0
MGH53_P9_D10	NA	black	0	0	0
