Cell_name	Zvalue	Color	Cluster	ERCC4	FOS
MGH53_P10_A05	NA	black	0	0	7.3535
MGH53_P10_A06	NA	black	0	0.12829	0
MGH53_P10_A07	NA	black	0	0	0
MGH53_P10_A08	NA	black	0	0.28214	0
MGH53_P10_A09	-7.29287020461	black	0	4.0267	0.47612
MGH53_P10_A10	0.231743102977	red	1	0.25822	6.116
MGH53_P10_A11	-0.098830450796	red	1	0.42761	8.0566
MGH53_P10_A12	NA	black	0	0	0
MGH53_P10_B01	0.384876096853	red	1	0.25459	5.3259
MGH53_P10_B02	NA	black	0	0.17249	0
MGH53_P10_B03	-0.108046163376	red	1	0.18523	7.8261
MGH53_P10_B04	NA	black	0	0	6.9128
MGH53_P10_B05	NA	black	0	0	10.484
MGH53_P10_B06	NA	black	0	0.11902	0
MGH53_P10_B07	NA	black	0	0	10.07
MGH53_P10_B08	NA	black	0	2.636	0
MGH53_P10_B09	0.442244680096	red	1	0.23511	5.1017
MGH53_P10_B10	NA	black	0	0.12433	0
MGH53_P10_B11	-0.3107106453	red	1	0.31383	9.1151
MGH53_P10_B12	1.33852366919	green3	2	0.066261	2.0531
MGH53_P10_C01	NA	black	0	0.15316	0
MGH53_P10_C02	NA	black	0	0	0
MGH53_P10_C03	NA	black	0	0.338	0
MGH53_P10_C04	1.54359163673	black	0	3.2485	9.2675
MGH53_P10_C05	NA	black	0	0.58688	0
MGH53_P10_C06	NA	black	0	1.6323	0
MGH53_P10_C07	NA	black	0	0.36065	0
MGH53_P10_C08	-0.196196967925	red	1	0.22897	8.2989
MGH53_P10_C09	0.465758159321	red	1	0.17505	5.1975
MGH53_P10_C10	-0.0762841529945	red	1	0.38847	7.841
MGH53_P10_C11	NA	black	0	1.7991	0
MGH53_P10_C12	NA	black	0	0.7866	0
MGH53_P10_D01	NA	black	0	0	6.9978
MGH53_P10_D02	NA	black	0	0.35276	0
MGH53_P10_D03	NA	black	0	0	9.5628
MGH53_P10_D04	NA	black	0	0	0
MGH53_P10_D05	NA	black	0	0	9.2908
MGH53_P10_D06	-0.375365308261	red	1	0.35952	9.6922
MGH53_P10_D07	0.0814161395706	red	1	0.31383	6.8568
MGH53_P10_D08	-0.61948950089	red	1	0.19912	10.245
MGH53_P10_D09	NA	black	0	0.15316	0
MGH53_P10_D12	NA	black	0	0.419	0
MGH53_P10_E01	0.491126639402	red	1	0.24245	4.8239
MGH53_P10_E03	-0.673558206805	red	1	0.098958	10.069
MGH53_P10_E04	0.31980672943	red	1	0.12961	5.9603
MGH53_P10_E05	NA	black	0	0.12961	0
MGH53_P10_E06	NA	black	0	0.11902	0
MGH53_P10_E07	NA	black	0	0	0
MGH53_P10_E08	NA	black	0	0	0
MGH53_P10_E09	NA	black	0	2.8359	0
MGH53_P10_E10	NA	black	0	0.15186	0
MGH53_P10_E11	-0.59302478375	red	1	0.10434	9.7596
MGH53_P10_E12	NA	black	0	0.14012	0
MGH53_P10_F01	NA	black	0	0.22404	0
MGH53_P10_F02	NA	black	0	0	0
MGH53_P10_F03	NA	black	0	0.07861	0
MGH53_P10_F04	-0.148424230062	red	1	0.21785	8.0491
MGH53_P10_F05	-0.101349344913	red	1	0.18777	7.797
MGH53_P10_F06	NA	black	0	0.12433	0
MGH53_P10_F07	NA	black	0	0.12433	0
MGH53_P10_F08	2.86935513409	black	0	4.2912	9.8501
MGH53_P10_F09	-0.544413520755	red	1	0.19156	9.8624
MGH53_P10_F10	-0.690404445996	red	1	0.16736	10.424
MGH53_P10_F12	-0.319148850966	red	1	0.063503	8.5678
MGH53_P10_G01	1.75700325011	black	0	0.08134	0.24489
MGH53_P10_G02	NA	black	0	0.37072	0
MGH53_P10_G03	NA	black	0	0	0
MGH53_P10_G04	NA	black	0	0	8.7921
MGH53_P10_G05	-0.692277793109	red	1	0.20038	10.593
MGH53_P10_G07	0.852451978494	red	1	3.1406	8.4546
MGH53_P10_G08	0.129878316449	red	1	0.27023	6.6344
MGH53_P10_G09	NA	black	0	0.24367	0
MGH53_P10_G11	0.698531935228	red	1	3.3291	8.1861
MGH53_P10_H01	0.816144231481	red	1	1.7128	10.134
MGH53_P10_H02	0.385297848688	red	1	0.25459	5.3237
MGH53_P10_H04	NA	black	0	0.28214	0
MGH53_P10_H05	0.59080101233	red	1	0.13093	4.7941
MGH53_P10_H06	NA	black	0	0.11237	0
MGH53_P10_H07	NA	black	0	0	8.2576
MGH53_P10_H08	0.644343772897	red	1	0.10434	4.6649
MGH53_P10_H09	0.192740042231	red	1	0.11902	6.5157
MGH53_P10_H10	-0.0845142663656	red	1	0.11237	7.6775
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0.069015	0
MGH53_P11_A02	NA	black	0	0	0
MGH53_P11_A03	1.78387103772	black	0	0.069015	0.25338
MGH53_P11_A04	NA	black	0	0	10.687
MGH53_P11_A06	-0.696350333497	red	1	0.23511	10.801
MGH53_P11_A08	NA	black	0	0.1137	0
MGH53_P11_A09	NA	black	0	0	0
MGH53_P11_A10	NA	black	0	1.2041	0
MGH53_P11_A11	0.676503358009	red	1	0.52507	0.61542
MGH53_P11_A12	-4.82588744265	black	0	2.8815	0.26664
MGH53_P11_B01	-0.601860660121	red	1	4.0706	6.7884
MGH53_P11_B02	NA	black	0	0.4049	0
MGH53_P11_B04	-0.103992750871	red	1	3.2048	7.2113
MGH53_P11_B05	-4.09920194372	black	0	3.2629	2.2738
MGH53_P11_B06	0.610971624881	red	1	1.7277	9.3936
MGH53_P11_B07	NA	black	0	0.088142	0
MGH53_P11_B08	0.0783254042383	red	1	0.21909	6.9439
MGH53_P11_B09	NA	black	0	0.29983	0
MGH53_P11_B11	NA	black	0	0.22897	0
MGH53_P11_B12	NA	black	0	3.2651	0
MGH53_P11_C01	-0.620010882576	red	1	0.2461	10.479
MGH53_P11_C02	NA	black	0	0	0
MGH53_P11_C03	-0.364339048941	red	1	0.39944	9.832
MGH53_P11_C04	0.715242894012	red	1	3.0883	8.2969
MGH53_P11_C05	NA	black	0	0.053806	0
MGH53_P11_C06	0.149087884473	red	1	0.15575	6.6656
MGH53_P11_C07	NA	black	0	0.39616	0
MGH53_P11_C08	NA	black	0	3.3381	0
MGH53_P11_C09	NA	black	0	0	9.5217
MGH53_P11_C10	NA	black	0	0	6.2458
MGH53_P11_C11	0.641073678327	red	1	0.15575	4.4766
MGH53_P11_C12	NA	black	0	0	0.51702
MGH53_P11_D01	-0.185165544768	red	1	0.13488	8.1206
MGH53_P11_D02	NA	black	0	0	10.136
MGH53_P11_D03	1.45928198156	green3	2	2.8221	9.5501
MGH53_P11_D04	0.520915399115	red	1	0.48336	2.8137
MGH53_P11_D05	-0.428871919562	red	1	0.37518	10.119
MGH53_P11_D07	1.44508665799	green3	2	0.18777	0.53804
MGH53_P11_D08	1.59816080424	black	0	0.13488	0.38957
MGH53_P11_D09	0.217666508358	red	1	0.1903	6.3096
MGH53_P11_D10	NA	black	0	0.070389	0
MGH53_P11_D11	NA	black	0	0	9.0897
MGH53_P11_D12	0.862934910547	red	1	0.20664	3.1694
MGH53_P11_E01	NA	black	0	0.067639	0
MGH53_P11_E02	NA	black	0	0	9.1382
MGH53_P11_E04	-0.691317102811	red	1	0.16993	10.44
MGH53_P11_E06	NA	black	0	0.14274	0
MGH53_P11_E08	NA	black	0	2.6355	0
MGH53_P11_E09	-0.450383097388	red	1	3.7895	6.888
MGH53_P11_E10	NA	black	0	0	0
MGH53_P11_E11	NA	black	0	0.19912	0
MGH53_P11_E12	0.0850779111877	red	1	0.11237	6.9718
MGH53_P11_F01	NA	black	0	0.30685	0
MGH53_P11_F02	NA	black	0	0	5.1055
MGH53_P11_F03	NA	black	0	0.2762	0
MGH53_P11_F04	NA	black	0	0	0
MGH53_P11_F05	-0.891368607555	red	1	0.16993	11.337
MGH53_P11_F07	NA	black	0	0	10.567
MGH53_P11_F10	NA	black	0	2.45	0
MGH53_P11_F11	-0.447713843972	red	1	0.16092	9.3185
MGH53_P11_F12	-0.587481120824	red	1	0.15834	9.9286
MGH53_P11_G01	0.354806381775	red	1	0.14274	5.7817
MGH53_P11_G02	1.41365485091	green3	2	2.8227	9.4803
MGH53_P11_G03	NA	black	0	0	7.9106
MGH53_P11_G04	NA	black	0	0	7.2345
MGH53_P11_G05	NA	black	0	3.8768	0
MGH53_P11_G06	1.31053594638	green3	2	2.7288	9.4219
MGH53_P11_G07	NA	black	0	0.14012	0
MGH53_P11_G08	NA	black	0	0	0
MGH53_P11_G09	NA	black	0	0.14926	0
MGH53_P11_G10	NA	black	0	1.9065	0
MGH53_P11_G11	NA	black	0	0	5.4793
MGH53_P11_G12	-0.0475348563313	red	1	0.8512	1.0201
MGH53_P11_H01	NA	black	0	0.23756	0
MGH53_P11_H02	-0.570111514138	red	1	0.32998	10.704
MGH53_P11_H04	NA	black	0	0	0.25701
MGH53_P11_H05	0.0132461425275	red	1	0.14535	7.2684
MGH53_P11_H06	NA	black	0	0.46258	0
MGH53_P11_H07	NA	black	0	0.10702	0
MGH53_P11_H08	NA	black	0	0	0
MGH53_P11_H09	NA	black	0	0.14274	0
MGH53_P11_H10	-0.235401096251	red	1	0.19535	8.4315
MGH53_P11_H11	1.45010683472	green3	2	0.12168	1.1577
MGH53_P11_H12	NA	black	0	0.28806	0
MGH53_P9_A01	NA	black	0	2.8901	0
MGH53_P9_A02	NA	black	0	2.9136	0
MGH53_P9_A03	NA	black	0	0	0
MGH53_P9_A04	NA	black	0	0	0
MGH53_P9_A05	NA	black	0	2.9629	0
MGH53_P9_A06	-0.242238168464	red	1	2.978	7.0023
MGH53_P9_A07	-0.328306860969	red	1	0.36065	9.4017
MGH53_P9_A08	NA	black	0	0	10.309
MGH53_P9_A09	NA	black	0	1.7715	0
MGH53_P9_A10	-0.719886105201	red	1	0.18777	10.657
MGH53_P9_A11	1.58914215054	black	0	0.1375	0.40272
MGH53_P9_A12	-0.282424611832	red	1	0.28806	8.8763
MGH53_P9_B01	NA	black	0	0.58592	0
MGH53_P9_B02	NA	black	0	0	7.5795
MGH53_P9_B03	0.392686889858	red	1	0.32077	5.0203
MGH53_P9_B04	1.46781718562	green3	2	0.18015	0.51197
MGH53_P9_B05	NA	black	0	0	0
MGH53_P9_B06	-0.422843940393	red	1	0.12035	9.1014
MGH53_P9_B07	NA	black	0	0	0
MGH53_P9_B08	NA	black	0	0	8.8227
MGH53_P9_B09	-0.685551468219	red	1	0.21909	10.659
MGH53_P9_B11	0.40068048949	red	1	2.8679	7.9337
MGH53_P9_B12	-0.280059736235	red	1	0.46153	9.5731
MGH53_P9_C01	NA	black	0	0	0
MGH53_P9_C02	-0.102913752274	red	1	1.1782	6.4354
MGH53_P9_C03	NA	black	0	0.17249	0
MGH53_P9_C04	NA	black	0	0	5.5597
MGH53_P9_C05	NA	black	0	0	0
MGH53_P9_C06	1.30973363576	green3	2	0.25942	0.39726
MGH53_P9_C07	-0.598506010065	red	1	0.19283	10.119
MGH53_P9_C08	NA	black	0	3.4649	0
MGH53_P9_C09	NA	black	0	0.24001	0
MGH53_P9_C10	0.708019440168	red	1	3.1102	8.2783
MGH53_P9_C11	-0.412995266998	red	1	0.25217	9.4513
MGH53_P9_C12	0.135597135335	red	1	0.19409	6.6896
MGH53_P9_D01	NA	black	0	3.1258	0
MGH53_P9_D02	NA	black	0	0	0
MGH53_P9_D03	NA	black	0	2.0559	0
MGH53_P9_D04	NA	black	0	0	10.006
MGH53_P9_D05	NA	black	0	0.30918	0
MGH53_P9_D08	-0.552533950038	red	1	0.18777	9.8851
MGH53_P9_D09	NA	black	0	0	7.5505
MGH53_P9_D10	NA	black	0	0	0
MGH53_P9_D11	NA	black	0	0	0
MGH53_P9_D12	NA	black	0	0.123	0
MGH53_P9_F04	NA	black	0	0	0
MGH53_P9_F05	NA	black	0	0	4.5376
MGH53_P9_F06	NA	black	0	0	0
MGH53_P9_F07	NA	black	0	0	3.3791
MGH53_P9_F08	NA	black	0	0	0
MGH53_P9_F09	NA	black	0	0	5.2722
MGH53_P9_F10	NA	black	0	0	9.9296
MGH53_P9_F11	-0.712246916098	red	1	0.11636	10.296
MGH53_P9_F12	-1.48052085882	red	1	3.2087	5.4696
MGH53_P9_G01	NA	black	0	0.16092	0
MGH53_P9_G02	NA	black	0	0	11.406
MGH53_P9_G03	-0.158170263852	red	1	0.41359	8.4544
MGH53_P9_G04	0.747785687829	red	1	2.4131	8.7632
MGH53_P9_G07	NA	black	0	3.6792	0
MGH53_P9_G08	NA	black	0	0.65718	0
MGH53_P9_G09	NA	black	0	0	0
MGH53_P9_G12	NA	black	0	0	10.04
MGH53_P9_H01	NA	black	0	0	0
MGH53_P9_H02	NA	black	0	0	7.2035
MGH53_P9_H03	-0.258182810693	red	1	0.41034	9.1502
MGH53_P9_H04	NA	black	0	0	6.1412
MGH53_P9_H05	NA	black	0	1.1084	0
MGH53_P9_H06	-0.418812639936	red	1	0.21785	9.3617
MGH53_P9_H07	NA	black	0	0.21909	0
MGH53_P9_H08	NA	black	0	0.15056	0
MGH53_P9_H09	NA	black	0	0	7.0489
MGH53_P9_H10	NA	black	0	0.14926	0
MGH53_P9_H11	NA	black	0	0	8.8683
MGH53_P9_H12	-0.357206527043	red	1	0.52206	10.733
MGH53_P4_A07	0.852050594287	red	1	0.26303	2.8113
MGH53_P4_B01	NA	black	0	2.71	0
MGH53_P4_B02	NA	black	0	0.46884	0
MGH53_P4_B08	NA	black	0	0	0
MGH53_P4_B09	0.24018457508	red	1	0.18523	6.213
MGH53_P4_B10	-0.307670189455	red	1	0.22527	8.8409
MGH53_P4_B11	0.230369912762	red	1	0.38405	5.7856
MGH53_P4_C03	NA	black	0	0.16092	0
MGH53_P4_C11	NA	black	0	0.1375	0
MGH53_P4_C12	0.904421472276	red	1	0.23266	2.7769
MGH53_P4_D04	-0.0498472341151	red	1	0.29514	7.6046
MGH53_P4_D05	NA	black	0	0.10165	0
MGH53_P4_D09	NA	black	0	0	10.645
MGH53_P4_E01	-0.633409123276	red	1	0.32769	11.06
MGH53_P4_E02	NA	black	0	0.17249	0
MGH53_P4_E07	0.109870307552	red	1	0.48543	6.3796
MGH53_P4_E08	NA	black	0	2.121	0
MGH53_P4_E09	1.07432747829	red	1	0.31846	0.99277
MGH53_P4_F01	0.0793297024028	red	1	0.41143	6.7634
MGH53_P4_F02	-0.274553241747	red	1	0.35276	9.0348
MGH53_P4_F08	-0.069598485862	red	1	0.41359	7.8241
MGH53_P4_F11	NA	black	0	0.090853	0
MGH53_P4_G02	0.840169717169	red	1	3.2225	8.4015
MGH53_P4_G05	NA	black	0	0.13225	0
MGH53_P4_G07	-0.00469686865116	red	1	0.83026	9.6599
MGH53_P4_G08	NA	black	0	0.20163	0
MGH53_P4_G09	NA	black	0	0.123	0
MGH53_P4_H10	NA	black	0	0.3115	0
MGH53_P4_H11	NA	black	0	0.063503	0
MGH53_P4_H12	NA	black	0	0.2228	0
MGH54_P14_A01	NA	black	0	0	0
MGH54_P14_A02	NA	black	0	0	10.416
MGH54_P14_A03	NA	black	0	0	9.7786
MGH54_P14_A04	-0.377904754414	red	1	0.19912	9.1094
MGH54_P14_A05	-1.49846542615	red	1	2.538	4.6996
MGH54_P14_A06	NA	black	0	0	0
MGH54_P14_A07	0.362192542867	red	1	0.43189	4.6067
MGH54_P14_A08	-0.0692315940249	red	1	1.5479	7.0427
MGH54_P14_A09	NA	black	0	0	0
MGH54_P14_A10	0.943933937105	red	1	0.41576	0.44042
MGH54_P14_A11	NA	black	0	0	0.41359
MGH54_P14_A12	NA	black	0	0	2.808
MGH54_P14_B01	NA	black	0	0	9.2669
MGH54_P14_B02	NA	black	0	0	0
MGH54_P14_B03	NA	black	0	0	0
MGH54_P14_B04	0.79314965768	red	1	0.12565	3.9481
MGH54_P14_B05	-0.0285272028423	red	1	0.24853	7.473
MGH54_P14_B06	-0.964889967847	red	1	2.656	5.7495
MGH54_P14_B07	NA	black	0	0	0
MGH54_P14_B08	NA	black	0	3.4097	0
MGH54_P14_B09	NA	black	0	0.42975	0
MGH54_P14_B10	NA	black	0	0	7.9714
MGH54_P14_B11	NA	black	0	0	5.125
MGH54_P14_B12	NA	black	0	0	9.1605
MGH54_P14_C01	0.282330598217	red	1	0.2857	5.7769
MGH54_P14_C02	-0.323497812598	red	1	0.3173	9.2009
MGH54_P14_C03	NA	black	0	0	9.9577
MGH54_P14_C04	NA	black	0	0	8.3842
MGH54_P14_C05	NA	black	0	0.094912	0
MGH54_P14_C06	NA	black	0	0	8.4145
MGH54_P14_C07	0.45550484512	red	1	0.25942	4.9372
MGH54_P14_C08	NA	black	0	0	4.4244
MGH54_P14_C09	0.0578959963987	red	1	0.10434	7.0876
MGH54_P14_C10	NA	black	0	0	6.1395
MGH54_P14_C11	0.147579289687	red	1	0.25459	6.5611
MGH54_P14_C12	NA	black	0	0	0.63691
MGH54_P14_D01	NA	black	0	0	9.1336
MGH54_P14_D02	NA	black	0	0	8.4258
MGH54_P14_D03	-0.296808240256	red	1	0.50589	10.024
MGH54_P14_D04	1.0900875457	red	1	0.19912	2.1283
MGH54_P14_D05	0.0421311465484	red	1	0.36737	7.0562
MGH54_P14_D06	NA	black	0	0	10.214
MGH54_P14_D07	0.254969177712	red	1	0.34255	5.7651
MGH54_P14_D08	NA	black	0	0.042644	0
MGH54_P14_D09	NA	black	0	0.32998	0
MGH54_P14_D10	-0.897475306865	red	1	0.085425	10.912
MGH54_P14_D11	0.107439420883	red	1	0.3471	6.664
MGH54_P14_D12	-0.116085902665	red	1	0.6248	8.9821
MGH54_P14_E01	NA	black	0	0.25942	0
MGH54_P14_E02	-0.228336884736	red	1	0.36625	8.7889
MGH54_P14_E03	NA	black	0	0.14012	0
MGH54_P14_E04	0.130246332337	red	1	0.17632	6.7312
MGH54_P14_E05	-1.60609436205	black	0	2.76	4.8365
MGH54_P14_E06	NA	black	0	0.20789	0
MGH54_P14_E07	NA	black	0	0	10.733
MGH54_P14_E08	NA	black	0	0	6.4786
MGH54_P14_E09	NA	black	0	0.36513	0
MGH54_P14_E10	-0.204402328	red	1	0.13619	8.2047
MGH54_P14_E11	NA	black	0	1.6717	0
MGH54_P14_E12	NA	black	0	0.3471	0
MGH54_P14_F01	-0.237516523779	red	1	0.36289	8.8367
MGH54_P14_F02	NA	black	0	0	0
MGH54_P14_F03	NA	black	0	0	5.7274
MGH54_P14_F04	0.416913110001	red	1	0.18396	5.3952
MGH54_P14_F06	NA	black	0	0	5.2763
MGH54_P14_F07	NA	black	0	0.13619	0
MGH54_P14_F08	0.318333530191	red	1	0.17887	5.8643
MGH54_P14_F09	NA	black	0	0.32769	0
MGH54_P14_F10	NA	black	0	0	0
MGH54_P14_F11	0.249183878155	red	1	2.4634	7.7988
MGH54_P14_G01	NA	black	0	0	10.238
MGH54_P14_G02	NA	black	0	0.71282	0
MGH54_P14_G03	0.340361452743	red	1	0.21412	5.6738
MGH54_P14_G04	NA	black	0	0	5.889
MGH54_P14_G05	0.443882258674	red	1	3.2179	7.9033
MGH54_P14_G06	NA	black	0	0	6.1508
MGH54_P14_G07	NA	black	0	0	9.2103
MGH54_P14_G08	-0.391649011693	red	1	0.27501	9.4237
MGH54_P14_G09	NA	black	0	0.25701	0
MGH54_P14_G10	-0.732261566122	red	1	0.15186	10.537
MGH54_P14_G11	-0.2608677705	red	1	0.15575	8.4794
MGH54_P14_G12	1.07854538259	red	1	0.19787	2.1941
MGH54_P14_H01	1.33694351488	green3	2	3.8903	8.6639
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	8.7442
MGH54_P14_H04	-0.046905648151	red	1	0.62293	7.9937
MGH54_P14_H05	NA	black	0	0.20038	0
MGH54_P14_H06	-0.0196504053276	red	1	0.29866	7.4372
MGH54_P14_H07	NA	black	0	0	5.1881
MGH54_P14_H08	-0.219596401386	red	1	0.123	8.2524
MGH54_P14_H09	NA	black	0	0	6.506
MGH54_P14_H10	NA	black	0	0	3.8489
MGH54_P14_H11	0.0742197574326	red	1	0.22897	6.9581
MGH54_P14_H12	0.335158183518	red	1	1.5074	8.8323
MGH54_P15_A02	-0.0987722294831	red	1	0.69955	9.5009
MGH54_P15_A03	NA	black	0	0.09356	0
MGH54_P15_A04	-0.280712052915	red	1	0.46258	9.5846
MGH54_P15_A05	NA	black	0	0	5.6391
MGH54_P15_A06	0.436516974261	red	1	0.29042	4.9058
MGH54_P15_A07	-0.327839236738	red	1	0.27858	9.0942
MGH54_P15_A08	NA	black	0	0	0
MGH54_P15_A09	0.378136816149	red	1	0.10836	5.758
MGH54_P15_A10	0.441846052496	red	1	0.31846	4.7418
MGH54_P15_A11	-0.40262288101	red	1	0.15056	9.0912
MGH54_P15_A12	0.240003449484	red	1	1.1699	9.4921
MGH54_P15_B01	NA	black	0	0	0
MGH54_P15_B02	-1.34158438574	red	1	2.3838	4.7405
MGH54_P15_B03	-1.19125927402	red	1	3.1632	5.8059
MGH54_P15_B04	NA	black	0	0	10.203
MGH54_P15_B05	NA	black	0	0.38515	0
MGH54_P15_B06	NA	black	0	0	5.7176
MGH54_P15_B07	-0.415827004452	red	1	2.0827	6.337
MGH54_P15_B09	NA	black	0	0.16221	0
MGH54_P15_B10	-0.356429779002	red	1	1.7502	6.1675
MGH54_P15_B11	NA	black	0	0.21537	0
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	NA	black	0	0	10.042
MGH54_P15_C03	NA	black	0	0.27262	0
MGH54_P15_C04	NA	black	0	3.3199	0
MGH54_P15_C05	-0.0444580010123	red	1	0.6397	8.0132
MGH54_P15_C06	NA	black	0	0.26664	0
MGH54_P15_C07	0.162857492399	red	1	0.21661	6.5336
MGH54_P15_C08	0.161285937008	red	1	0.15963	6.6074
MGH54_P15_C09	NA	black	0	0	9.8064
MGH54_P15_C10	NA	black	0	0	9.3155
MGH54_P15_C11	0.366091546884	red	1	1.2672	9.886
MGH54_P15_C12	NA	black	0	0	0
MGH54_P15_D01	NA	black	0	0	10.936
MGH54_P15_D02	NA	black	0	0	0
MGH54_P15_D03	-0.122042844078	red	1	0.69688	9.9536
MGH54_P15_D04	NA	black	0	0	0
MGH54_P15_D05	-0.40606775465	red	1	0.12035	9.0311
MGH54_P15_D07	-0.560896044364	red	1	0.16479	9.835
MGH54_P15_D08	0.486431486965	red	1	0.36513	4.193
MGH54_P15_D09	NA	black	0	0.070389	0
MGH54_P15_D10	-0.493827006123	red	1	2.2627	6.2999
MGH54_P15_D11	NA	black	0	0	9.6596
MGH54_P15_D12	NA	black	0	0	0
MGH54_P15_E01	NA	black	0	0	5.9127
MGH54_P15_E02	-0.0812503783462	red	1	0.70221	9.1553
MGH54_P15_E03	NA	black	0	0.089498	0
MGH54_P15_E04	NA	black	0	0	0
MGH54_P15_E05	NA	black	0	2.519	0
MGH54_P15_E06	0.169743798122	red	1	0.7031	3.3294
MGH54_P15_E07	0.302975059046	red	1	2.0136	8.1088
MGH54_P15_E08	NA	black	0	0	9.0756
MGH54_P15_E09	NA	black	0	0.15056	0
MGH54_P15_E10	NA	black	0	0	8.6271
MGH54_P15_E11	-0.363776369257	red	1	0.34255	9.5409
MGH54_P15_E12	NA	black	0	0	0
MGH54_P15_F01	-2.53071125353	black	0	3.633	4.6274
MGH54_P15_F02	NA	black	0	0	10.117
MGH54_P15_F03	NA	black	0	0	6.7688
MGH54_P15_F04	NA	black	0	2.0233	0
MGH54_P15_F05	0.282265300095	red	1	0.23634	5.9055
MGH54_P15_F06	-0.0944666987078	red	1	0.19535	7.7703
MGH54_P15_F07	-0.430515807185	red	1	0.23511	9.4784
MGH54_P15_F08	1.24775318848	green3	2	0.21288	1.2339
MGH54_P15_F09	NA	black	0	0.09356	0
MGH54_P15_F10	NA	black	0	0.40926	0
MGH54_P15_F11	0.0650061459051	red	1	0.123	7.0514
MGH54_P15_F12	0.137076885902	red	1	0.43936	6.2826
MGH54_P15_G03	0.713860336013	red	1	0.12697	4.2816
MGH54_P15_G04	NA	black	0	0	0
MGH54_P15_G05	NA	black	0	0	11.3
MGH54_P15_G06	NA	black	0	0	7.9549
MGH54_P15_G07	NA	black	0	0	0
MGH54_P15_G08	-0.334160686813	red	1	0.34255	9.3613
MGH54_P15_G09	-2.39228938408	black	0	3.2814	4.4065
MGH54_P15_G10	NA	black	0	0	6.534
MGH54_P15_G11	-0.423455101836	red	1	3.9484	6.9382
MGH54_P15_G12	NA	black	0	0	8.5338
MGH54_P15_H01	-1.4454527946	red	1	3.1611	5.4764
MGH54_P15_H03	NA	black	0	0.12168	0
MGH54_P15_H04	NA	black	0	0	0
MGH54_P15_H05	NA	black	0	0	5.4253
MGH54_P15_H06	2.59713535713	black	0	4.2711	9.6257
MGH54_P15_H07	NA	black	0	0	0
MGH54_P15_H08	0.521327303106	red	1	0.12961	5.097
MGH54_P15_H09	NA	black	0	0.12035	0
MGH54_P15_H10	NA	black	0	0.14274	0
MGH54_P15_H11	NA	black	0	0	10.462
MGH54_P15_H12	1.23920713176	green3	2	2.9201	9.129
MGH54_P16_A01	NA	black	0	0	6.0477
MGH54_P16_A02	-1.02230405076	red	1	1.8828	4.4136
MGH54_P16_A04	-0.686704809807	red	1	0.16221	10.384
MGH54_P16_A05	NA	black	0	0	0
MGH54_P16_A06	NA	black	0	0	7.8501
MGH54_P16_A07	-0.83388412875	red	1	0.11503	10.795
MGH54_P16_A08	NA	black	0	0	0
MGH54_P16_A09	NA	black	0	0.082703	0
MGH54_P16_A10	NA	black	0	0.19535	0
MGH54_P16_A11	-0.631357453228	red	1	0.11503	9.9548
MGH54_P16_A12	NA	black	0	0	8.2511
MGH54_P16_B01	0.323146232717	red	1	1.7527	8.3931
MGH54_P16_B02	0.365344386758	red	1	0.059355	5.907
MGH54_P16_B03	NA	black	0	0	0
MGH54_P16_B04	NA	black	0	0	4.6703
MGH54_P16_B05	-0.20739228012	red	1	0.50995	9.2392
MGH54_P16_B06	NA	black	0	0	5.0202
MGH54_P16_B07	NA	black	0	0	0.99711
MGH54_P16_B08	-0.480318308727	red	1	0.44255	10.982
MGH54_P16_B09	-0.706745198512	red	1	0.14796	10.408
MGH54_P16_B10	-0.02237157583	red	1	0.83754	0.32998
MGH54_P16_B11	NA	black	0	0.10434	0
MGH54_P16_B12	NA	black	0	0	9.2579
MGH54_P16_C01	NA	black	0	0.46571	0
MGH54_P16_C02	NA	black	0	0	9.3501
MGH54_P16_C03	0.24440355454	red	1	0.13356	6.2769
MGH54_P16_C04	NA	black	0	0	0.67175
MGH54_P16_C05	NA	black	0	2.111	0
MGH54_P16_C06	0.152999243721	red	1	3.5477	7.5147
MGH54_P16_C07	0.419296468537	red	1	0.13881	5.5106
MGH54_P16_C08	NA	black	0	1.512	0
MGH54_P16_C09	-2.24970618958	black	0	2.5692	3.4489
MGH54_P16_C10	0.395361002943	red	1	0.20789	5.4251
MGH54_P16_C11	NA	black	0	1.1263	0
MGH54_P16_C12	NA	black	0	0	7.2218
MGH54_P16_D01	NA	black	0	0	10.748
MGH54_P16_D02	NA	black	0	0	6.2185
MGH54_P16_D03	NA	black	0	3.2447	0
MGH54_P16_D04	-0.550597596415	red	1	0.30918	10.461
MGH54_P16_D05	-0.443209874718	red	1	0.24123	9.5644
MGH54_P16_D06	-0.138841313859	red	1	0.64708	9.5342
MGH54_P16_D07	NA	black	0	0	4.3798
MGH54_P16_D09	-0.3889435278	red	1	0.26664	9.3787
MGH54_P16_D10	NA	black	0	0.10702	0
MGH54_P16_D11	0.652508895666	red	1	0.10165	4.641
MGH54_P16_D12	-0.519629455018	red	1	2.6057	6.4587
MGH54_P16_E01	0.864202561122	red	1	2.2827	9.1329
MGH54_P16_E02	0.260189894954	red	1	3.2059	7.6731
MGH54_P16_E03	NA	black	0	0	6.3416
