Cell_name	Zvalue	Color	Cluster	BRCA1	RBL1
MGH54_P12_F09	0.194254714631	blue	3	0.24001	0.20914
MGH54_P12_F10	NA	black	0	0	0.52507
MGH54_P12_F11	0.229943506436	blue	3	0.21288	0.14274
MGH54_P12_F12	NA	black	0	0	0
MGH54_P12_G01	NA	black	0	0	0
MGH54_P12_G02	0.534485907232	magenta	5	1.3132	1.8233
MGH54_P12_G03	NA	black	0	0	3.6389
MGH54_P12_G04	NA	black	0	0	0
MGH54_P12_G05	NA	black	0	0	0.37962
MGH54_P12_G06	NA	black	0	0	0
MGH54_P12_G07	NA	black	0	1.8647	0
MGH54_P12_G08	NA	black	0	0	0.83996
MGH54_P12_G09	NA	black	0	0	0.49876
MGH54_P12_G10	0.108224698642	blue	3	0.38626	0.28333
MGH54_P12_G11	0.189405271682	blue	3	0.28214	0.15316
MGH54_P12_H01	NA	black	0	0	0
MGH54_P12_H02	NA	black	0	0	0
MGH54_P12_H03	-0.212366300787	green3	2	0.32077	1.4109
MGH54_P12_H04	NA	black	0	0	0.37518
MGH54_P12_H05	NA	black	0	0	3.0915
MGH54_P12_H06	NA	black	0	0	0.38515
MGH54_P12_H07	NA	black	0	0.26784	0
MGH54_P12_H09	-0.563423237482	black	0	1.7044	0.28688
MGH54_P12_H10	NA	black	0	0	0
MGH54_P12_H11	NA	black	0	0	0
MGH54_P9_A01	NA	black	0	0	0.28096
MGH54_P9_A02	NA	black	0	0	0.46362
MGH54_P9_A03	0.237080323886	blue	3	0.1865	0.16221
MGH54_P9_A04	NA	black	0	0	0
MGH54_P9_A05	0.16047211254	blue	3	0.16607	0.38405
MGH54_P9_A06	NA	black	0	0	0
MGH54_P9_A07	NA	black	0	0	0.15056
MGH54_P9_A08	NA	black	0	0	0
MGH54_P9_A09	NA	black	0	0.301	0
MGH54_P9_A10	NA	black	0	0	0.60312
MGH54_P9_A11	0.0405245478426	blue	3	0.51904	0.39835
MGH54_P9_A12	NA	black	0	0	0.53705
MGH54_P9_B01	NA	black	0	0.29278	0
MGH54_P9_B02	NA	black	0	0	0
MGH54_P9_B03	NA	black	0	0.26303	0
MGH54_P9_B04	2.80874750101	black	0	1.7879	4.1595
MGH54_P9_B05	NA	black	0	0	0
MGH54_P9_B06	NA	black	0	0	0
MGH54_P9_B07	0.21420874653	blue	3	0.21288	0.18903
MGH54_P9_B10	NA	black	0	0	0.31034
MGH54_P9_B11	NA	black	0	0.4957	0
MGH54_P9_B12	NA	black	0	0	0.18142
MGH54_P9_C01	NA	black	0	0	0
MGH54_P9_C02	NA	black	0	0	0
MGH54_P9_C03	NA	black	0	0	0
MGH54_P9_C04	NA	black	0	0	0.36737
MGH54_P9_C05	NA	black	0	0	0
MGH54_P9_C06	NA	black	0	0	0
MGH54_P9_C07	NA	black	0	0.24975	0
MGH54_P9_C08	0.15872871939	blue	3	0.27023	0.27977
MGH54_P9_C09	0.188299350404	blue	3	0.88206	2.207
MGH54_P9_C10	NA	black	0	0	0.301
MGH54_P9_C11	NA	black	0	0.29278	0
MGH54_P9_C12	NA	black	0	0.20914	0
MGH54_P9_D01	NA	black	0	0	0.28806
MGH54_P9_D03	0.104291782088	blue	3	0.37407	0.32769
MGH54_P9_D04	NA	black	0	0	0.21785
MGH54_P9_D05	0.132029564753	blue	3	0.3584	0.22897
MGH54_P9_D07	NA	black	0	0	0.26784
MGH54_P9_D08	NA	black	0	0.28333	0
MGH54_P9_D09	NA	black	0	0	1.6844
MGH54_P9_D10	NA	black	0	0	0
MGH54_P9_D11	NA	black	0	0	0
MGH54_P9_D12	0.116367688513	blue	3	0.35389	0.30918
MGH54_P9_E01	NA	black	0	0	0
MGH54_P9_E02	NA	black	0	0	0
MGH54_P9_E03	-0.106031120427	green3	2	0.85997	0.30217
MGH54_P9_E04	0.132882904679	blue	3	0.27501	0.35952
MGH54_P9_E05	NA	black	0	0	0
MGH54_P9_E06	NA	black	0	0	4.4457
MGH54_P9_E07	0.125721042955	blue	3	0.25217	0.40599
MGH54_P9_E08	-0.00959651730339	blue	3	0.28333	0.79992
MGH54_P9_E09	-0.534172054108	black	0	0.22774	1.9686
MGH54_P9_E10	-0.48403287676	black	0	0.28806	2.0061
MGH54_P9_E11	NA	black	0	0	0
MGH54_P9_E12	NA	black	0	0	0.38073
MGH54_P9_F01	NA	black	0	0	0.38736
MGH54_P9_F02	NA	black	0	0	0
MGH54_P9_F03	NA	black	0	0	0
MGH54_P9_F04	NA	black	0	0	0.66903
MGH54_P9_F05	NA	black	0	0	0
MGH54_P9_F06	NA	black	0	0.26424	0
MGH54_P9_F07	NA	black	0	0	0
MGH54_P9_F08	NA	black	0	0	0.29042
MGH54_P9_F09	NA	black	0	0	0.24245
MGH54_P9_F10	NA	black	0	0	0
MGH54_P9_F11	NA	black	0	0	0.15316
MGH54_P9_F12	NA	black	0	0	0
MGH54_P9_G01	NA	black	0	0	0.26784
MGH54_P9_G02	NA	black	0	0	0.31499
MGH54_P9_G03	NA	black	0	0	0.3173
MGH54_P9_G04	NA	black	0	0	0.42546
MGH54_P9_G05	NA	black	0	0	0
MGH54_P9_G06	NA	black	0	0	0
MGH54_P9_G07	NA	black	0	0	0.58111
MGH54_P9_G08	0.149603140329	blue	3	0.20163	0.38294
MGH54_P9_G09	NA	black	0	0	0
MGH54_P9_G10	NA	black	0	0	0
MGH54_P9_G12	NA	black	0	0	0
MGH54_P9_H01	NA	black	0	0	0
MGH54_P9_H02	NA	black	0	0	0
MGH54_P9_H03	1.06455223456	black	0	1.201	4.0364
MGH54_P9_H04	NA	black	0	0	0.16864
MGH54_P9_H05	0.191696110315	blue	3	0.24367	0.21164
MGH54_P9_H06	NA	black	0	0	0.22527
MGH54_P9_H07	NA	black	0	0.17121	0
MGH54_P9_H08	NA	black	0	0	0
MGH54_P9_H09	NA	black	0	0	0
MGH54_P9_H10	NA	black	0	0.34255	0
MGH54_P9_H11	NA	black	0	0	0.13881
MGH54_P9_H12	0.157069321875	blue	3	0.28924	0.25701
MGH54_P2_A05	-2.05733910452	black	0	0.24489	4.502
MGH54_P2_A06	0.174430545229	blue	3	0.16736	0.34823
MGH54_P2_A10	NA	black	0	0	0.1903
MGH54_P2_B03	-1.15704037973	black	0	5.034	0.79161
MGH54_P2_B04	NA	black	0	0	0
MGH54_P2_B06	NA	black	0	0	0
MGH54_P2_B09	NA	black	0	0	0.34596
MGH54_P2_B10	NA	black	0	0	0.23511
MGH54_P2_B11	NA	black	0	0	0.26183
MGH54_P2_C01	NA	black	0	0	0
MGH54_P2_C02	0.130709173192	blue	3	0.29748	0.33914
MGH54_P2_C04	NA	black	0	0	4.8562
MGH54_P2_C05	NA	black	0	0.1903	0
MGH54_P2_C09	NA	black	0	0	0.16993
MGH54_P2_C10	NA	black	0	0	0.52105
MGH54_P2_C11	0.213565988286	blue	3	0.15445	0.26303
MGH54_P2_D01	0.237080323886	blue	3	0.1865	0.16221
MGH54_P2_D02	NA	black	0	0	0
MGH54_P2_D03	NA	black	0	0	0.28451
MGH54_P2_D04	NA	black	0	2.1047	0
MGH54_P2_E01	NA	black	0	0	0.5955
MGH54_P2_E02	NA	black	0	0.49365	0
MGH54_P2_E03	NA	black	0	0	0.14535
MGH54_P2_E04	NA	black	0	0.2558	0
MGH54_P2_E05	NA	black	0	0	0
MGH54_P2_E08	NA	black	0	0	0.10299
MGH54_P2_E11	NA	black	0	0	0
MGH54_P2_E12	0.184844316896	blue	3	0.14143	0.34483
MGH54_P2_F05	NA	black	0	0	0
MGH54_P2_F06	NA	black	0	0	0.70929
MGH54_P2_F08	NA	black	0	0	0.12168
MGH54_P2_F10	NA	black	0	0	0.10568
MGH54_P2_F12	NA	black	0	0	0
MGH54_P2_G02	NA	black	0	0	0
MGH54_P2_G06	NA	black	0	0	0.14405
MGH54_P2_G07	NA	black	0	0	2.9587
MGH54_P2_G08	NA	black	0	0	0.094912
MGH54_P2_G11	NA	black	0	0	0
MGH54_P2_G12	NA	black	0	0	0
MGH54_P2_H02	NA	black	0	0	0
MGH54_P2_H08	NA	black	0	0	0.24367
MGH54_P2_H09	NA	black	0	0.011496	0
MGH54_P2_H11	NA	black	0	0	0
MGH54_P5_A02	NA	black	0	0.44042	0
MGH54_P5_A03	NA	black	0	0	0
MGH54_P5_A04	0.117285119142	blue	3	0.22774	0.45101
MGH54_P5_A05	NA	black	0	0	0.13619
MGH54_P5_A06	NA	black	0	0.14012	0
MGH54_P5_A07	NA	black	0	0	0.77737
MGH54_P5_A08	0.173249374166	blue	3	0.24123	0.27262
MGH54_P5_A09	NA	black	0	0	0.21164
MGH54_P5_A10	NA	black	0	0	0
MGH54_P5_A11	NA	black	0	3.9987	0
MGH54_P5_A12	NA	black	0	0	0.40708
MGH54_P5_B02	NA	black	0	0	0.31267
MGH54_P5_B03	NA	black	0	0	0.31962
MGH54_P5_B04	NA	black	0	0	0
MGH54_P5_B05	NA	black	0	0	4.6808
MGH54_P5_B06	NA	black	0	0	0.15316
MGH54_P5_B07	NA	black	0	0	0.14796
MGH54_P5_B08	NA	black	0	0	0
MGH54_P5_B09	0.146185639339	blue	3	0.22897	0.36737
MGH54_P5_B10	NA	black	0	0	0.28806
MGH54_P5_B11	NA	black	0	0	3.3977
MGH54_P5_B12	NA	black	0	0	0.34255
MGH54_P5_C01	NA	black	0	0	0.44255
MGH54_P5_C02	NA	black	0	0	0
MGH54_P5_C03	NA	black	0	0	0.15056
MGH54_P5_C04	NA	black	0	0	0.1903
MGH54_P5_C05	NA	black	0	0	0.36401
MGH54_P5_C06	NA	black	0	0	0.19156
MGH54_P5_C07	0.171336360027	blue	3	0.19912	0.32654
MGH54_P5_C08	NA	black	0	0	0.1635
MGH54_P5_C09	NA	black	0	2.1296	0
MGH54_P5_C10	NA	black	0	0	0
MGH54_P5_C11	0.197698237593	blue	3	0.22157	0.22527
MGH54_P5_C12	NA	black	0	0	0
MGH54_P5_D01	0.0511614840694	blue	3	0.36737	0.5724
MGH54_P5_D02	NA	black	0	0	0.42761
MGH54_P5_D03	NA	black	0	0	0
MGH54_P5_D04	NA	black	0	0	0
MGH54_P5_D05	NA	black	0	0	1.9512
MGH54_P5_D06	NA	black	0	0	4.8006
MGH54_P5_D08	NA	black	0	0	0.18015
MGH54_P5_D09	NA	black	0	0	0.10969
MGH54_P5_D10	-2.52284766217	black	0	0.27381	5.268
MGH54_P5_D11	NA	black	0	0	1.2945
MGH54_P5_D12	NA	black	0	0	0.15186
MGH54_P5_E01	NA	black	0	0.25822	0
MGH54_P5_E02	NA	black	0	0	0
MGH54_P5_E03	NA	black	0	0	0
MGH54_P5_E04	NA	black	0	0.21537	0
MGH54_P5_E05	NA	black	0	0	0.27858
MGH54_P5_E06	NA	black	0	0	0.34596
MGH54_P5_E07	0.23425503383	blue	3	0.19283	0.16092
MGH54_P5_E08	NA	black	0	0	0
MGH54_P5_E09	0.304767086492	blue	3	0.12565	0.074505
MGH54_P5_E10	NA	black	0	0	0.23756
MGH54_P5_E11	NA	black	0	0	0.1865
MGH54_P5_E12	NA	black	0	0	0.16607
MGH54_P5_F01	NA	black	0	0	0
MGH54_P5_F02	NA	black	0	0	0
MGH54_P5_F03	NA	black	0	0	0.34596
MGH54_P5_F04	NA	black	0	0	0
MGH54_P5_F05	NA	black	0	0	2.9982
MGH54_P5_F06	NA	black	0	0	0
MGH54_P5_F07	NA	black	0	0.25822	0
MGH54_P5_F08	NA	black	0	0.2916	0
MGH54_P5_F10	0.233875713716	blue	3	0.21537	0.12697
MGH54_P5_F11	NA	black	0	0	0.29278
MGH54_P5_F12	0.0934496474226	blue	3	0.23756	0.51197
MGH54_P5_G01	0.175977921433	blue	3	0.18777	0.32539
MGH54_P5_G02	0.15828544344	blue	3	0.25822	0.29748
MGH54_P5_G03	NA	black	0	0	0.2558
MGH54_P5_G04	NA	black	0	0.32423	0
MGH54_P5_G05	NA	black	0	0	0
MGH54_P5_G06	NA	black	0	0	0
MGH54_P5_G07	NA	black	0	0	0
MGH54_P5_G08	NA	black	0	0	0
MGH54_P5_G09	NA	black	0	0	0
MGH54_P5_G10	NA	black	0	0	0.1903
MGH54_P5_G11	NA	black	0	0	0.32539
MGH54_P5_G12	NA	black	0	0	0
MGH54_P5_H01	NA	black	0	0	0.93282
MGH54_P5_H02	0.0984721638321	blue	3	0.419	0.2558
MGH54_P5_H03	-0.970746216509	black	0	2.5568	0.36401
MGH54_P5_H04	NA	black	0	0	0.24367
MGH54_P5_H05	0.283959234326	blue	3	0.18777	0.028569
MGH54_P5_H06	3.4396621167	black	0	2.112	3.8553
MGH54_P5_H07	NA	black	0	0	0.338
MGH54_P5_H08	0.11735827533	blue	3	0.20789	0.46467
MGH54_P5_H09	-0.0890034125278	blue	3	0.1635	0.95977
MGH54_P5_H10	NA	black	0	0.87971	0
MGH54_P5_H11	NA	black	0	0	0.70576
MGH54_P5_H12	NA	black	0	0	1.6182
MGH54_P13_A02	NA	black	0	0	0.18142
MGH54_P13_A03	NA	black	0	0	0.41684
MGH54_P13_A04	NA	black	0	0.87578	0
MGH54_P13_A05	NA	black	0	0	0
MGH54_P13_A06	0.0457568198558	blue	3	0.49262	0.43296
MGH54_P13_A07	-0.0356489816806	blue	3	0.74588	0.44148
MGH54_P13_A09	0.0606995139359	blue	3	0.41576	0.47923
MGH54_P13_A10	NA	black	0	0	0
MGH54_P13_A11	NA	black	0	0	0.48027
MGH54_P13_B01	NA	black	0	0	0.47716
MGH54_P13_B02	NA	black	0	0	0
MGH54_P13_B03	-0.836158621188	black	0	2.9826	0.55483
MGH54_P13_B04	NA	black	0	0	0
MGH54_P13_B05	NA	black	0	0	0
MGH54_P13_B06	NA	black	0	0.60881	0
MGH54_P13_B07	0.0317219802578	blue	3	0.45207	0.60122
MGH54_P13_B08	NA	black	0	0.57628	0
MGH54_P13_B10	NA	black	0	0	0.62854
MGH54_P13_B11	NA	black	0	0	1.2998
MGH54_P13_B12	-0.0130413335801	blue	3	0.77231	0.68616
MGH54_P13_C01	-0.389727240043	red	1	0.56462	2.8914
MGH54_P13_C02	NA	black	0	2.114	0
MGH54_P13_C03	-0.132040957491	green3	2	0.69421	2.8246
MGH54_P13_C04	NA	black	0	0	0.53306
MGH54_P13_C05	NA	black	0	2.1619	0
MGH54_P13_C06	0.0508748954512	blue	3	0.76977	2.0694
MGH54_P13_C07	-0.122314339876	green3	2	0.48646	1.4452
MGH54_P13_C09	NA	black	0	0	0
MGH54_P13_C10	NA	black	0	0	0
MGH54_P13_C11	NA	black	0	0	0
MGH54_P13_C12	NA	black	0	0	0
MGH54_P13_D01	NA	black	0	0	2.9507
MGH54_P13_D02	NA	black	0	0	0.46258
MGH54_P13_D03	NA	black	0	0	2.3668
MGH54_P13_D04	NA	black	0	0.76384	0
MGH54_P13_D05	0.107703361947	blue	3	0.39944	0.25459
MGH54_P13_D06	NA	black	0	0	0.26544
MGH54_P13_D07	NA	black	0	0	0
MGH54_P13_D09	NA	black	0	0.38515	0
MGH54_P13_D10	NA	black	0	0	0
MGH54_P13_D11	NA	black	0	0	1.433
MGH54_P13_D12	NA	black	0	0	0.5008
MGH54_P13_E01	NA	black	0	0	0.61353
MGH54_P13_E02	NA	black	0	0	0
MGH54_P13_E03	NA	black	0	0	1.0902
MGH54_P13_E04	NA	black	0	0.38184	0
MGH54_P13_E05	-1.23846955149	black	0	3.0692	0.39287
MGH54_P13_E06	NA	black	0	0.24975	0
MGH54_P13_E07	NA	black	0	0	0
MGH54_P13_E08	NA	black	0	0	0
MGH54_P13_E09	NA	black	0	0	0
MGH54_P13_E10	0.202418600887	blue	3	0.22651	0.20414
MGH54_P13_E11	-0.957550162384	black	0	0.35502	3.2257
MGH54_P13_E12	NA	black	0	0	1.8742
MGH54_P13_F01	NA	black	0	0	0
MGH54_P13_F02	0.14954459223	blue	3	0.25822	0.32539
MGH54_P13_F03	NA	black	0	0	0.1635
MGH54_P13_F04	NA	black	0	0.82863	0
MGH54_P13_F05	NA	black	0	0	0
MGH54_P13_F06	NA	black	0	0	0
MGH54_P13_F07	0.00879915482837	blue	3	0.48749	0.72596
MGH54_P13_F08	NA	black	0	0	0
MGH54_P13_F09	0.239333389064	blue	3	0.17377	0.17377
MGH54_P13_F10	NA	black	0	0	0.19283
MGH54_P13_F11	NA	black	0	0	0
MGH54_P13_F12	NA	black	0	0	0
MGH54_P13_G01	NA	black	0	0	0.53705
MGH54_P13_G02	NA	black	0	0	0.2228
MGH54_P13_G03	NA	black	0	0	0.32539
MGH54_P13_G05	NA	black	0	0	0
MGH54_P13_G06	NA	black	0	0	0
MGH54_P13_G07	NA	black	0	0	0.59168
MGH54_P13_G08	-0.722180686775	black	0	0.37962	2.8408
MGH54_P13_G09	-0.475072626391	black	0	1.6211	0.32998
MGH54_P13_G10	NA	black	0	0	0
MGH54_P13_G11	NA	black	0	0	0
MGH54_P13_G12	NA	black	0	0	1.4174
MGH54_P13_H02	NA	black	0	0	0.32308
MGH54_P13_H03	NA	black	0	0	0.87027
MGH54_P13_H04	0.298207555024	blue	3	0.10836	0.1137
MGH54_P13_H05	NA	black	0	0	0
MGH54_P13_H06	0.162802297424	blue	3	0.28333	0.2461
MGH54_P13_H07	NA	black	0	0	3.5471
MGH54_P13_H08	NA	black	0	0	0.46153
MGH54_P13_H09	-2.47173088743	black	0	4.2337	0.27143
MGH54_P13_H10	NA	black	0	0	0
MGH54_P13_H11	NA	black	0	0	0
MGH60_P4_A01	NA	black	0	0	1.9191
MGH60_P4_A02	NA	black	0	0	0
MGH60_P4_A03	-0.624838909452	black	0	0.38405	2.6369
MGH60_P4_A04	NA	black	0	0	0
MGH60_P4_A05	-1.42136907743	black	0	3.1075	0.32308
MGH60_P4_A06	0.136204171963	blue	3	0.2762	0.3471
MGH60_P4_A07	NA	black	0	0	0.31267
MGH60_P4_A08	NA	black	0	0	0.55189
MGH60_P4_A09	NA	black	0	0	0
MGH60_P4_A10	NA	black	0	0	0
MGH60_P4_A11	NA	black	0	0	0
MGH60_P4_A12	NA	black	0	0	0
MGH60_P4_B01	-3.21958855896	black	0	4.4403	0.10969
MGH60_P4_B02	NA	black	0	2.9751	0
MGH60_P4_B03	NA	black	0	0	0
MGH60_P4_B04	NA	black	0	0	0
MGH60_P4_B05	0.139278884262	blue	3	0.35502	0.20289
MGH60_P4_B06	NA	black	0	0	4.3421
MGH60_P4_B07	NA	black	0	0	0
MGH60_P4_B08	NA	black	0	0.54696	0
MGH60_P4_B09	NA	black	0	0	0.89763
MGH60_P4_B10	NA	black	0	0	3.8143
MGH60_P4_B11	0.087561482566	blue	3	0.45523	0.20914
MGH60_P4_B12	NA	black	0	0	0
MGH60_P4_C01	NA	black	0	0.21909	0
MGH60_P4_C02	NA	black	0	0	0
MGH60_P4_C03	NA	black	0	0	3.4295
MGH60_P4_C04	NA	black	0	0	0.338
MGH60_P4_C05	NA	black	0	0	0.3115
MGH60_P4_C06	1.79591652529	black	0	1.5205	3.6663
MGH60_P4_C07	NA	black	0	0	0.62947
MGH60_P4_C09	NA	black	0	0	0
MGH60_P4_C11	NA	black	0	0	0.2228
MGH60_P4_C12	NA	black	0	0	0
MGH60_P4_D01	NA	black	0	0	0
MGH60_P4_D02	NA	black	0	0	2.3581
MGH60_P4_D03	NA	black	0	0	0.35952
MGH60_P4_D04	NA	black	0	0	0.18396
MGH60_P4_D05	NA	black	0	2.4785	0
MGH60_P4_D06	NA	black	0	0	0
MGH60_P4_D07	-0.00521715434284	blue	3	0.54696	0.84077
MGH60_P4_D08	NA	black	0	0	0
MGH60_P4_D10	NA	black	0	0	0
MGH60_P4_D12	-1.57573743309	black	0	0.22157	3.7141
MGH60_P4_E01	0.210174799293	blue	3	0.1776	0.2461
MGH60_P4_E02	NA	black	0	0	0
MGH60_P4_E03	NA	black	0	0	0.22404
MGH60_P4_E04	NA	black	0	0	0
MGH60_P4_E05	NA	black	0	0	0
MGH60_P4_E06	NA	black	0	0.338	0
MGH60_P4_E07	NA	black	0	0	0.51702
MGH60_P4_E08	NA	black	0	0	0
MGH60_P4_E09	NA	black	0	0	2.2528
MGH60_P4_E11	NA	black	0	0	0
MGH60_P4_E12	NA	black	0	0.24123	0
MGH60_P4_F01	NA	black	0	0.26903	0
MGH60_P4_F02	NA	black	0	0	0.18396
MGH60_P4_F03	NA	black	0	0	0
MGH60_P4_F04	0.160236378796	blue	3	0.27977	0.26063
MGH60_P4_F05	NA	black	0	0	0
MGH60_P4_F06	NA	black	0	0	0
MGH60_P4_F07	NA	black	0	0.47508	0
MGH60_P4_F08	NA	black	0	0	0.76977
MGH60_P4_F09	NA	black	0	0	0
MGH60_P4_F10	NA	black	0	0	0.91456
MGH60_P4_F11	NA	black	0	4.8871	0
MGH60_P4_F12	NA	black	0	0	0
MGH60_P4_G01	0.284069123336	blue	3	0.16993	0.059355
MGH60_P4_G02	0.185796594072	blue	3	0.28688	0.15704
MGH60_P4_G03	NA	black	0	0	1.5578
MGH60_P4_G04	0.261633323543	blue	3	0.1003	0.20664
MGH60_P4_G05	-0.000500810831597	blue	3	0.62106	0.14012
MGH60_P4_G06	NA	black	0	0	0
MGH60_P4_G07	NA	black	0	0	0.26664
MGH60_P4_G08	NA	black	0	0.30217	0
MGH60_P4_G09	NA	black	0	0	0.6663
MGH60_P4_G10	NA	black	0	0	0
MGH60_P4_G11	NA	black	0	0	0
MGH60_P4_G12	NA	black	0	0	3.8079
MGH60_P4_H01	-0.969546093385	black	0	2.6367	0.39177
MGH60_P4_H03	2.12693786414	black	0	1.9642	2.8538
MGH60_P4_H04	NA	black	0	0.25822	0
MGH60_P4_H06	NA	black	0	0	3.2154
MGH60_P4_H07	NA	black	0	0	0.4782
MGH60_P4_H08	NA	black	0	0.77737	0
MGH60_P4_H09	NA	black	0	0	0
MGH60_P4_H10	NA	black	0	0	0
MGH60_P4_H11	NA	black	0	2.0165	0
MGH60_P4_H12	-0.714614005922	black	0	0.24732	2.369
MGH60_P5_A01	NA	black	0	4.4626	0
MGH60_P5_A02	NA	black	0	0	0.55974
MGH60_P5_A03	NA	black	0	0	0
MGH60_P5_A04	-0.136094935635	green3	2	0.58785	1.9441
MGH60_P5_A05	NA	black	0	0	0
MGH60_P5_A06	NA	black	0	0	0
MGH60_P5_A07	-1.96292081813	black	0	0.26424	4.4614
MGH60_P5_A08	NA	black	0	0	0
MGH60_P5_A09	-0.0928393709334	blue	3	0.37072	1.1164
MGH60_P5_A10	NA	black	0	0	0.17632
MGH60_P5_A11	0.116514599077	blue	3	0.29631	0.39067
MGH60_P5_A12	NA	black	0	0	0.14274
MGH60_P5_B01	NA	black	0	0	0.27262
MGH60_P5_B02	NA	black	0	0	0.26303
MGH60_P5_B03	NA	black	0	0	0.28806
MGH60_P5_B04	NA	black	0	3.9545	0
MGH60_P5_B05	NA	black	0	0	0
MGH60_P5_B06	NA	black	0	0	0
MGH60_P5_B07	NA	black	0	0.73379	0
MGH60_P5_B08	NA	black	0	0	0
MGH60_P5_B09	NA	black	0	0	0
MGH60_P5_B10	NA	black	0	0	0
MGH60_P5_B12	6.02161653474	black	0	3.3154	3.6486
MGH60_P5_C01	NA	black	0	0	0.43189
MGH60_P5_C02	0.175484960694	blue	3	0.31267	0.14274
MGH60_P5_C03	NA	black	0	0	0
MGH60_P5_C04	NA	black	0	0	0
MGH60_P5_C05	-0.962377104106	black	0	0.39397	3.4158
MGH60_P5_C06	NA	black	0	0	0.71194
MGH60_P5_C07	NA	black	0	0	0.73118
MGH60_P5_C08	NA	black	0	0	0
MGH60_P5_C09	NA	black	0	0.59359	0
MGH60_P5_C10	NA	black	0	0	0
MGH60_P5_C11	NA	black	0	0	0
MGH60_P5_C12	NA	black	0	0	0.15316
MGH60_P5_D01	-0.00732882208415	blue	3	0.68796	0.60692
MGH60_P5_D02	NA	black	0	0	0
MGH60_P5_D03	NA	black	0	0	0
MGH60_P5_D04	NA	black	0	0	0
MGH60_P5_D05	NA	black	0	0	0
MGH60_P5_D06	NA	black	0	0	0
MGH60_P5_D07	NA	black	0	0	0.96421
MGH60_P5_D08	NA	black	0	0	1.4038
MGH60_P5_D09	NA	black	0	0	0.56949
MGH60_P5_D10	-0.844081026845	black	0	0.24732	2.6105
MGH60_P5_D11	NA	black	0	0	0
MGH60_P5_D12	NA	black	0	0	0.25096
MGH60_P5_E01	NA	black	0	0.32423	0
MGH60_P5_E02	-0.190052235846	green3	2	0.3505	1.3973
MGH60_P5_E03	NA	black	0	0	0.20664
MGH60_P5_E04	NA	black	0	0	0
MGH60_P5_E05	NA	black	0	3.2976	0
MGH60_P5_E06	NA	black	0	0.44679	0
MGH60_P5_E07	0.0718609376971	blue	3	0.4351	0.38073
MGH60_P5_E08	6.68492095692	black	0	3.656	3.6105
MGH60_P5_E09	NA	black	0	0	0.66539
MGH60_P5_E10	NA	black	0	0	0.52306
MGH60_P5_E11	NA	black	0	0	3.8113
MGH60_P5_E12	0.255572218343	blue	3	0.098958	0.22157
MGH60_P5_F01	NA	black	0	0	0
MGH60_P5_F02	NA	black	0	0	0
MGH60_P5_F03	NA	black	0	0	2.6487
MGH60_P5_F04	NA	black	0	0	0
MGH60_P5_F05	NA	black	0	0	0
MGH60_P5_F06	NA	black	0	0	0
MGH60_P5_F07	NA	black	0	0	0.30801
MGH60_P5_F08	-1.88314419898	black	0	0.27262	4.3871
MGH60_P5_F09	NA	black	0	0	0
MGH60_P5_F11	NA	black	0	0	0.37962
MGH60_P5_F12	0.126824519121	blue	3	0.13488	0.48336
MGH60_P5_G01	NA	black	0	0	0
MGH60_P5_G02	NA	black	0	0	0
MGH60_P5_G03	NA	black	0	0	2.848
MGH60_P5_G04	-0.076568783154	blue	3	0.86076	0.43296
MGH60_P5_G05	0.217435703653	blue	3	0.21164	0.18142
MGH60_P5_G06	NA	black	0	0.41684	0
MGH60_P5_G07	NA	black	0	1.1177	0
MGH60_P5_G08	NA	black	0	0	0.41359
MGH60_P5_G09	NA	black	0	0	0.40817
MGH60_P5_G10	-2.79390876301	black	0	4.2052	0.16479
MGH60_P5_G11	NA	black	0	3.8595	0
MGH60_P5_G12	0.341665301687	blue	3	0.070389	0.064883
MGH60_P5_H01	NA	black	0	0	0
MGH60_P5_H02	NA	black	0	0.53506	0
MGH60_P5_H03	0.0407719758225	blue	3	0.5509	0.1375
MGH60_P5_H04	NA	black	0	0	0
MGH60_P5_H05	NA	black	0	0.26664	0
MGH60_P5_H06	NA	black	0	0	0
MGH60_P5_H07	NA	black	0	0	4.0354
MGH60_P5_H08	NA	black	0	0	0.29514
MGH60_P5_H09	-0.103939519151	green3	2	1.1157	0.58304
MGH60_P5_H10	NA	black	0	0	0
MGH60_P5_H11	NA	black	0	0	0
MGH60_P5_H12	0.317992028752	blue	3	0.032806	0.15704
MGH60_P6_A01	5.0401664151	black	0	2.3004	4.8472
MGH60_P6_A02	0.185491050212	blue	3	0.085425	0.38405
MGH60_P6_A03	NA	black	0	0	0.17887
MGH60_P6_A04	-1.51372899855	black	0	4.2227	0.56267
MGH60_P6_A05	0.187859856681	blue	3	0.29396	0.13488
MGH60_P6_A06	NA	black	0	0	0.12697
MGH60_P6_A07	0.281494293405	blue	3	0.1375	0.11503
MGH60_P6_A08	NA	black	0	0	0
MGH60_P6_A09	NA	black	0	0.41034	0
MGH60_P6_A10	0.470517994516	blue	3	1.0222	2.8832
MGH60_P6_A11	0.197985654192	blue	3	0.17377	0.28214
MGH60_P6_A12	NA	black	0	0.27739	0
MGH60_P6_B01	NA	black	0	0	3.417
MGH60_P6_B03	NA	black	0	0	1.2857
MGH60_P6_B04	NA	black	0	0	0
MGH60_P6_B05	NA	black	0	0.089498	0
MGH60_P6_B06	NA	black	0	0	0.22157
MGH60_P6_B07	NA	black	0	0	0
MGH60_P6_B08	NA	black	0	0	0
