Cell_name	Zvalue	Color	Cluster	POU2F1	STAT3
MGH54_P7_B08	NA	black	0	3.6232	0
MGH54_P7_B09	-3.0167322567	black	0	4.0949	0.52707
MGH54_P7_B10	NA	black	0	0	0
MGH54_P7_B12	NA	black	0	0	0
MGH54_P7_C01	NA	black	0	4.9067	0
MGH54_P7_C03	NA	black	0	0	0.22404
MGH54_P7_C04	NA	black	0	0	0.15575
MGH54_P7_C05	NA	black	0	0	4.3093
MGH54_P7_C06	-1.29481021366	red	1	0.19535	4.5478
MGH54_P7_C07	-3.40425403102	black	0	4.4134	0.51096
MGH54_P7_C08	NA	black	0	0.13093	0
MGH54_P7_C09	NA	black	0	0	0.12433
MGH54_P7_C10	-3.84213938348	black	0	4.4004	0.25338
MGH54_P7_C11	0.947698744097	green3	2	0.069015	0.50792
MGH54_P7_C12	0.784244618099	red	1	0.19912	0.6173
MGH54_P7_D01	-2.71751471172	black	0	3.4567	0.20914
MGH54_P7_D02	-5.15268004354	black	0	5.3303	0.21288
MGH54_P7_D03	NA	black	0	0	0.30685
MGH54_P7_D04	NA	black	0	1.2023	0
MGH54_P7_D05	-1.88645360499	red	1	2.8699	0.32769
MGH54_P7_D06	0.525291208875	red	1	0.63227	0.21412
MGH54_P7_D08	NA	black	0	0	0
MGH54_P7_D11	NA	black	0	0.976	0
MGH54_P7_D12	1.02212957988	green3	2	0.20539	0.09356
MGH54_P7_E01	NA	black	0	1.9975	0
MGH54_P7_E02	NA	black	0	0	0.28451
MGH54_P7_E03	1.81253131852	red	1	3.0666	4.2466
MGH54_P7_E04	0.981301970313	green3	2	0.21661	0.15704
MGH54_P7_E05	-1.26189090876	red	1	0.053806	4.219
MGH54_P7_E06	0.168751371214	red	1	0.95754	0.39616
MGH54_P7_E08	NA	black	0	0	0
MGH54_P7_E09	NA	black	0	0	3.7982
MGH54_P7_E10	0.50020544842	red	1	0.64155	0.28096
MGH54_P7_E11	NA	black	0	0	0
MGH54_P7_E12	0.902257676678	red	1	0.21537	0.33342
MGH54_P7_F01	-3.12073526396	black	0	3.9949	0.38736
MGH54_P7_F02	1.14783318994	red	1	0.056584	0.15834
MGH54_P7_F03	-1.56831931093	red	1	2.6551	0.41684
MGH54_P7_F04	4.15367898356	black	0	4.0553	5.2521
MGH54_P7_F05	0.147810405127	red	1	1.9742	2.6686
MGH54_P7_F06	0.985644831591	green3	2	0.062122	0.4489
MGH54_P7_F08	1.15771523562	red	1	0.053806	0.14535
MGH54_P7_F10	1.04456619266	green3	2	0.04684	0.36625
MGH54_P7_F11	-1.89525988088	red	1	2.9336	0.39287
MGH54_P7_G01	NA	black	0	0	0.14405
MGH54_P7_G02	-0.524281158039	red	1	3.3944	1.9613
MGH54_P7_G03	NA	black	0	0	0.15316
MGH54_P7_G04	-2.58277375365	red	1	3.3237	0.18396
MGH54_P7_G06	0.933523546094	green3	2	0.23266	0.22651
MGH54_P7_G07	NA	black	0	0	0
MGH54_P7_G08	2.43812687232	red	1	3.987	4.1126
MGH54_P7_G09	1.13800339407	red	1	0.060739	0.16864
MGH54_P7_G10	0.878611866818	red	1	0.08134	0.6173
MGH54_P7_G11	2.83334112636	black	0	2.9207	5.6038
MGH54_P7_H01	NA	black	0	0	0.32308
MGH54_P7_H02	-1.69721040254	red	1	0.074505	4.9272
MGH54_P7_H04	NA	black	0	0	1.123
MGH54_P7_H05	-1.52603223096	red	1	0.1177	4.7579
MGH54_P7_H09	NA	black	0	0	0.77653
MGH54_P7_H10	NA	black	0	0	0.43829
MGH54_P8_A01	-1.25593852249	red	1	0.20163	4.4945
MGH54_P8_A06	1.03202144227	green3	2	0.10568	0.28451
MGH54_P8_A07	NA	black	0	0.15316	0
MGH54_P8_A09	-2.13361926596	red	1	2.9385	0.15704
MGH54_P8_A10	0.654321783322	red	1	0.19283	0.89763
MGH54_P8_A11	1.04558331987	green3	2	0.038436	0.37851
MGH54_P8_A12	0.526820990744	red	1	0.54794	0.52105
MGH54_P8_B01	0.589923329816	red	1	0.50589	0.43616
MGH54_P8_B02	NA	black	0	0	0
MGH54_P8_B04	-0.595543508908	red	1	1.6938	0.3115
MGH54_P8_B08	1.10962908729	green3	2	0.045443	0.24975
MGH54_P8_B09	1.09549045228	green3	2	0.038436	0.28806
MGH54_P8_B12	NA	black	0	0	0.65168
MGH54_P8_C02	0.891755447638	red	1	0.17121	0.44255
MGH54_P8_C04	-3.56047204989	black	0	4.277	0.32654
MGH54_P8_C06	-3.18744112763	black	0	3.762	0.14796
MGH54_P8_C07	NA	black	0	0	0.36737
MGH54_P8_C09	1.12207809111	red	1	0.10969	0.1003
MGH54_P8_C12	0.872957655516	red	1	0.27501	0.26784
MGH54_P8_D01	0.586168342501	red	1	0.53306	0.36289
MGH54_P8_D03	0.969030181177	green3	2	0.064883	0.47508
MGH54_P8_D04	NA	black	0	2.9415	0
MGH54_P8_D05	-1.99643841365	red	1	2.8893	0.23634
MGH54_P8_D06	NA	black	0	0.044044	0
MGH54_P8_D07	-1.499040912	red	1	0.037031	4.5489
MGH54_P8_D08	1.24838913615	red	1	0.02148	0.042644
MGH54_P8_D10	NA	black	0	0.038436	0
MGH54_P8_D11	NA	black	0	0	0.10836
MGH54_P8_D12	NA	black	0	0	0.30568
MGH54_P8_E01	NA	black	0	0.05797	0
MGH54_P8_E04	NA	black	0	1.2016	0
MGH54_P8_E05	2.55944487561	red	1	3.2432	4.8129
MGH54_P8_E07	-0.27749489219	red	1	1.4136	0.42868
MGH54_P8_E08	NA	black	0	0	0
MGH54_P8_E10	1.12548607064	red	1	0.032806	0.24367
MGH54_P8_F01	-1.58470054236	red	1	0.049631	4.7029
MGH54_P8_F02	NA	black	0	3.6121	0
MGH54_P8_F04	NA	black	0	0.044044	0
MGH54_P8_F05	2.26655815047	red	1	2.8657	5.0176
MGH54_P8_F06	NA	black	0	0	4.3615
MGH54_P8_F08	-1.76392246296	red	1	0.1635	5.2514
MGH54_P8_F09	NA	black	0	0	1.5018
MGH54_P8_F10	1.02692505387	green3	2	0.13488	0.23756
MGH54_P8_F11	NA	black	0	0	4.6399
MGH54_P8_F12	-0.99006277657	red	1	2.177	0.53705
MGH54_P8_G01	-0.834634305947	red	1	2.1401	0.75189
MGH54_P8_G03	NA	black	0	0	0.25096
MGH54_P8_G04	1.23539224693	red	1	2.0993	5.0649
MGH54_P8_G05	NA	black	0	0.041243	0
MGH54_P8_G06	-1.02726572068	red	1	2.0172	0.14796
MGH54_P8_G07	-0.43992779194	red	1	1.5261	0.21537
MGH54_P8_G08	1.12685564076	red	1	0.08134	0.14926
MGH54_P8_G09	-1.9335483727	red	1	2.9434	0.36513
MGH54_P8_G10	1.10373543008	green3	2	0.059355	0.23511
MGH54_P8_G11	1.00972569511	green3	2	0.034216	0.44996
MGH54_P8_G12	NA	black	0	3.2889	0
MGH54_P8_H01	0.504724947102	red	1	1.9778	3.5553
MGH54_P8_H03	NA	black	0	2.107	0
MGH54_P8_H04	NA	black	0	0	0.1375
MGH54_P8_H06	0.66901044439	red	1	0.28924	0.71633
MGH54_P8_H07	0.0863826595723	red	1	0.069015	2.0423
MGH54_P8_H08	1.20069869055	red	1	0.032806	0.10702
MGH54_P8_H10	1.05354478294	green3	2	0.14405	0.16479
MGH54_P8_H12	-2.10402597115	red	1	0.10568	5.6252
MGH54_P10_A01	NA	black	0	2.024	0
MGH54_P10_A02	NA	black	0	0.20289	0
MGH54_P10_A03	NA	black	0	3.7597	0
MGH54_P10_A04	-0.00973654818402	red	1	1.2314	1.9679
MGH54_P10_A05	NA	black	0	0	0.46153
MGH54_P10_A06	-0.255042326712	red	1	1.6681	1.3578
MGH54_P10_A07	0.895553608082	red	1	0.088142	0.57531
MGH54_P10_A09	1.08447067728	green3	2	0.1137	0.16607
MGH54_P10_A10	1.14378183266	red	1	0.053806	0.17121
MGH54_P10_A11	NA	black	0	0	0.21909
MGH54_P10_A12	0.87212802879	red	1	0.1903	0.44784
MGH54_P10_B01	NA	black	0	0	0.73031
MGH54_P10_B02	NA	black	0	0	0.35163
MGH54_P10_B03	-1.46981632016	red	1	0.064883	4.5592
MGH54_P10_B05	0.89025589179	red	1	0.13488	0.50995
MGH54_P10_B06	NA	black	0	0	3.9935
MGH54_P10_B07	0.631666910146	red	1	1.9587	3.9264
MGH54_P10_B08	0.187561519612	red	1	0.17377	1.8404
MGH54_P10_B09	NA	black	0	0	0.45943
MGH54_P10_B10	NA	black	0	2.3294	0
MGH54_P10_B11	NA	black	0	0	0.66903
MGH54_P10_B12	NA	black	0	0.055196	0
MGH54_P10_C01	NA	black	0	0	0
MGH54_P10_C02	-0.148316311297	red	1	0.15704	2.4688
MGH54_P10_C03	1.1584619493	red	1	0.052416	0.14666
MGH54_P10_C04	0.538560790699	red	1	0.2762	1.0349
MGH54_P10_C05	-0.161509827784	red	1	1.1349	4.9835
MGH54_P10_C07	NA	black	0	0	6.2405
MGH54_P10_C08	-1.11274739821	red	1	2.0919	0.15316
MGH54_P10_C09	NA	black	0	0.051024	0
MGH54_P10_C10	0.620467024489	red	1	0.52907	0.25822
MGH54_P10_C11	0.757733235571	red	1	0.40272	0.23266
MGH54_P10_C12	-2.38959367079	red	1	0.060739	5.9197
MGH54_P10_D01	-0.0815678856664	red	1	1.2786	1.0956
MGH54_P10_D02	NA	black	0	0	0
MGH54_P10_D03	0.0373209155111	red	1	1.0922	0.63506
MGH54_P10_D04	1.11940617867	red	1	0.066261	0.19283
MGH54_P10_D05	NA	black	0	0	3.0036
MGH54_P10_D06	NA	black	0	0	6.5826
MGH54_P10_D07	-0.844389088704	red	1	0.4957	4.3839
MGH54_P10_D09	NA	black	0	0	4.9464
MGH54_P10_D10	NA	black	0	0	0.24367
MGH54_P10_D11	NA	black	0	0	2.778
MGH54_P10_D12	NA	black	0	0	2.4865
MGH54_P10_E01	1.06898818791	green3	2	0.092207	0.23879
MGH54_P10_E02	0.380361223944	red	1	0.22774	1.4271
MGH54_P10_E03	1.02919821904	green3	2	0.12035	0.26183
MGH54_P10_E04	1.89762772218	red	1	2.605	4.9939
MGH54_P10_E05	0.33484139027	red	1	1.8848	3.2337
MGH54_P10_E06	-1.4802389675	red	1	2.3948	0.14405
MGH54_P10_E07	NA	black	0	2.4934	0
MGH54_P10_E08	0.881458752695	red	1	0.26544	0.27023
MGH54_P10_E09	NA	black	0	0.15316	0
MGH54_P10_E10	NA	black	0	0	3.5011
MGH54_P10_E11	NA	black	0	0	0
MGH54_P10_E12	2.80191255705	black	0	2.6271	6.2868
MGH54_P10_F01	NA	black	0	3.0131	0
MGH54_P10_F02	-0.113846027366	red	1	0.097611	2.3904
MGH54_P10_F03	NA	black	0	0	0.36625
MGH54_P10_F04	0.853404554719	red	1	0.27501	0.31383
MGH54_P10_F05	-0.180532988195	red	1	0.24853	2.5656
MGH54_P10_F06	-0.839430121698	red	1	2.3386	1.0101
MGH54_P10_F08	-1.35867471193	red	1	0.028569	4.3224
MGH54_P10_F09	-0.0806465938426	red	1	1.2234	0.5656
MGH54_P10_F10	-0.568110994511	red	1	1.6929	0.39287
MGH54_P10_F11	NA	black	0	0	0.21785
MGH54_P10_F12	1.08089604055	green3	2	0.060739	0.27501
MGH54_P10_G01	0.460187343301	red	1	0.67627	0.30334
MGH54_P10_G02	NA	black	0	0	0.42761
MGH54_P10_G03	1.18528741186	red	1	0.063503	0.074505
MGH54_P10_G05	NA	black	0	0	4.0977
MGH54_P10_G06	0.125193224559	red	1	1.0058	0.30451
MGH54_P10_G07	NA	black	0	1.0475	0
MGH54_P10_G09	0.882191634147	red	1	0.051024	0.65444
MGH54_P10_G10	-1.23646128002	red	1	0.28688	4.6571
MGH54_P10_G11	-0.270588048701	red	1	0.056584	2.6411
MGH54_P10_G12	NA	black	0	0.32077	0
MGH54_P10_H02	-0.0455662421262	red	1	0.035624	2.2633
MGH54_P10_H03	-0.694531239764	red	1	1.8934	0.58207
MGH54_P10_H04	2.56454612224	red	1	3.872	4.2705
MGH54_P10_H05	1.71027783728	red	1	2.4529	5.0251
MGH54_P10_H06	NA	black	0	0	0.20664
MGH54_P10_H07	0.19085836865	red	1	1.3752	5.2209
MGH54_P10_H08	0.274071454203	red	1	1.9672	2.9839
MGH54_P10_H09	-1.46525052538	red	1	2.9661	0.86235
MGH54_P10_H10	0.432723747975	red	1	1.7782	3.7521
MGH54_P10_H11	0.955933063611	green3	2	0.14143	0.36737
MGH54_P10_H12	1.05651588605	green3	2	0.055196	0.32998
MGH54_P11_A01	-0.734972314441	red	1	1.8363	0.34596
MGH54_P11_A02	1.47854582143	red	1	2.6814	4.2818
MGH54_P11_A03	NA	black	0	1.301	0
MGH54_P11_A04	NA	black	0	0.12433	0
MGH54_P11_A05	NA	black	0	0	0
MGH54_P11_A06	NA	black	0	3.8333	0
MGH54_P11_A08	2.59988675417	red	1	3.7604	4.3723
MGH54_P11_A09	1.01473443875	green3	2	0.13619	0.25942
MGH54_P11_A10	2.05891700746	red	1	2.8574	4.7777
MGH54_P11_A11	0.0113795593899	red	1	1.5539	2.344
MGH54_P11_A12	NA	black	0	0	3.9395
MGH54_P11_B01	NA	black	0	1.0065	0
MGH54_P11_B02	-1.09050182653	red	1	2.2311	0.45943
MGH54_P11_B03	NA	black	0	0	0
MGH54_P11_B04	NA	black	0	0.64155	0
MGH54_P11_B05	NA	black	0	0	3.7608
MGH54_P11_B06	-0.0367666624525	red	1	0.13881	2.2615
MGH54_P11_B08	NA	black	0	0	0.29631
MGH54_P11_B09	NA	black	0	0	3.6964
MGH54_P11_B10	NA	black	0	2.0363	0
MGH54_P11_B11	-0.433624874342	red	1	1.7672	0.98623
MGH54_P11_B12	-0.267729784832	red	1	2.2666	1.8734
MGH54_P11_C01	0.2584980456	red	1	0.60786	1.3311
MGH54_P11_C02	0.657220745585	red	1	0.46258	0.35276
MGH54_P11_C03	NA	black	0	0	0
MGH54_P11_C04	-0.417859823911	red	1	1.568	0.48027
MGH54_P11_C05	NA	black	0	0	0.61353
MGH54_P11_C06	NA	black	0	0	3.6799
MGH54_P11_C07	NA	black	0	1.7849	0
MGH54_P11_C08	NA	black	0	0	0.19409
MGH54_P11_C09	0.557359896704	red	1	1.9731	3.6996
MGH54_P11_C10	NA	black	0	1.1674	0
MGH54_P11_C12	NA	black	0	1.3989	0
MGH54_P11_D01	NA	black	0	1.2185	0
MGH54_P11_D02	NA	black	0	0	4.2451
MGH54_P11_D03	NA	black	0	0	0
MGH54_P11_D04	NA	black	0	0	1.9942
MGH54_P11_D05	NA	black	0	0	2.079
MGH54_P11_D06	NA	black	0	0	0
MGH54_P11_D07	1.11793883053	red	1	0.069015	0.1903
MGH54_P11_D08	-0.46426005216	red	1	0.37518	3.2684
MGH54_P11_D09	-1.02672031735	red	1	0.40708	4.5508
MGH54_P11_D10	NA	black	0	1.7155	0
MGH54_P11_D11	1.13948518031	red	1	0.05797	0.17121
MGH54_P11_D12	NA	black	0	0	0.58207
MGH54_P11_E01	-0.556221056111	red	1	0.10299	3.1493
MGH54_P11_E02	-1.29640880344	red	1	0.13356	4.4213
MGH54_P11_E03	NA	black	0	0	0.23879
MGH54_P11_E04	1.05431657376	green3	2	0.094912	0.26183
MGH54_P11_E05	-1.87464541854	red	1	3.1177	0.60312
MGH54_P11_E06	NA	black	0	0	0
MGH54_P11_E07	0.333311593869	red	1	0.78743	0.39835
MGH54_P11_E08	1.0747073851	green3	2	0.056584	0.29396
MGH54_P11_E09	-1.54723494328	red	1	2.451	0.14535
MGH54_P11_E10	-0.128714554296	red	1	1.1137	4.3401
MGH54_P11_E11	NA	black	0	0.58785	0
MGH54_P11_E12	-1.86880851664	red	1	0.082703	5.2074
MGH54_P11_F01	NA	black	0	0	0
MGH54_P11_F02	-0.121762266172	red	1	0.21039	2.4359
MGH54_P11_F03	NA	black	0	0.20789	0
MGH54_P11_F04	-1.51908765016	red	1	2.4746	0.22157
MGH54_P11_F05	NA	black	0	0.20789	0
MGH54_P11_F06	-0.344330839974	red	1	1.7194	1.1583
MGH54_P11_F07	-1.76215945537	red	1	2.6987	0.2461
MGH54_P11_F08	-0.915045792572	red	1	4.0119	1.8388
MGH54_P11_F09	-3.53894012832	black	0	4.9884	0.77062
MGH54_P11_F10	0.31297296909	red	1	0.79743	0.46884
MGH54_P11_F11	NA	black	0	0	0
MGH54_P11_F12	3.35669556644	black	0	3.537	5.1916
MGH54_P11_G01	NA	black	0	0.91686	0
MGH54_P11_G02	1.51768844302	red	1	3.3095	3.7697
MGH54_P11_G03	NA	black	0	0	0
MGH54_P11_G04	NA	black	0	0.98185	0
MGH54_P11_G05	-2.24617883643	red	1	3.1755	0.32077
MGH54_P11_G06	-1.33366234845	red	1	0.059355	4.3394
MGH54_P11_G07	NA	black	0	0	0.14405
MGH54_P11_G08	0.136319659533	red	1	1.6915	2.8098
MGH54_P11_G09	-0.584184671408	red	1	1.779	0.59072
MGH54_P11_G10	-1.13711582024	red	1	0.27023	4.4332
MGH54_P11_G11	1.19616769603	red	1	0.038436	0.10434
MGH54_P11_G12	NA	black	0	4.5449	0
MGH54_P11_H01	NA	black	0	0	0
MGH54_P11_H02	0.930737329689	red	1	3.5449	3.1658
MGH54_P11_H03	NA	black	0	0	5.4587
MGH54_P11_H04	NA	black	0	3.4229	0
MGH54_P11_H05	NA	black	0	0.082703	0
MGH54_P11_H06	NA	black	0	0	0
MGH54_P11_H07	NA	black	0	0	2.0538
MGH54_P11_H08	NA	black	0	0.059355	0
MGH54_P11_H09	0.733578065746	red	1	0.15056	0.79577
MGH54_P11_H10	NA	black	0	0	0
MGH54_P11_H11	-2.57443506274	red	1	3.3656	0.23389
MGH54_P11_H12	0.976637709464	green3	2	0.24732	0.09356
MGH54_P12_A01	NA	black	0	0	0
MGH54_P12_A02	0.0149810650216	red	1	1.2904	2.5358
MGH54_P12_A03	-0.844724302703	red	1	1.972	0.42008
MGH54_P12_A04	NA	black	0	0	0.40926
MGH54_P12_A05	1.7085047072	red	1	2.5519	4.8153
MGH54_P12_A06	1.18071277461	red	1	3.0004	3.6273
MGH54_P12_A07	-0.876650779619	red	1	2.043	0.50182
MGH54_P12_A08	-1.13265543326	red	1	2.2163	0.36401
MGH54_P12_A09	-0.594672158394	red	1	0.45312	3.6905
MGH54_P12_A10	-0.160278087245	red	1	1.5993	1.6007
MGH54_P12_A11	NA	black	0	2.583	0
MGH54_P12_B01	-1.09352981061	red	1	0.12035	4.0648
MGH54_P12_B02	NA	black	0	0	4.8837
MGH54_P12_B03	NA	black	0	0	4.6127
MGH54_P12_B04	NA	black	0	0	4.2218
MGH54_P12_B05	NA	black	0	0	0
MGH54_P12_B06	-0.829039327651	red	1	1.9332	0.36625
MGH54_P12_B07	NA	black	0	0	3.1355
MGH54_P12_B08	-2.04776521395	red	1	3.1536	0.4782
MGH54_P12_B09	-0.434174123446	red	1	0.04684	2.9032
MGH54_P12_B10	-1.67567661033	red	1	2.5602	0.15056
MGH54_P12_B11	0.899657278189	red	1	0.26183	0.23634
MGH54_P12_C01	NA	black	0	0	3.7438
MGH54_P12_C02	NA	black	0	0	3.588
MGH54_P12_C03	NA	black	0	0	1.0559
MGH54_P12_C04	NA	black	0	2.0036	0
MGH54_P12_C05	NA	black	0	3.4059	0
MGH54_P12_C06	2.75620542587	red	1	3.2441	5.0041
MGH54_P12_C07	NA	black	0	0	2.5683
MGH54_P12_C08	NA	black	0	0	3.4308
MGH54_P12_C09	NA	black	0	2.2247	0
MGH54_P12_C11	-0.240702400946	red	1	2.3277	1.9449
MGH54_P12_C12	NA	black	0	0	0
MGH54_P12_D01	-0.53797282005	red	1	1.8127	0.79494
MGH54_P12_D02	NA	black	0	3.5182	0
MGH54_P12_D04	NA	black	0	3.1819	0
MGH54_P12_D05	NA	black	0	0	3.0736
MGH54_P12_D06	-1.1515030453	red	1	0.056584	4.0527
MGH54_P12_D07	-3.48879891771	black	0	4.0394	0.1865
MGH54_P12_D08	0.905969012072	red	1	0.14535	0.46048
MGH54_P12_D09	NA	black	0	0	3.8759
MGH54_P12_D10	-1.94991318118	red	1	0.090853	5.3511
MGH54_P12_D11	2.24266732441	red	1	2.7031	5.2854
MGH54_P12_D12	-0.0656895947985	red	1	0.088142	2.3051
MGH54_P12_E01	NA	black	0	0	0
MGH54_P12_E02	-1.35716466094	red	1	3.2753	1.1928
MGH54_P12_E03	NA	black	0	1.8343	0
MGH54_P12_E04	NA	black	0	0	0.45418
MGH54_P12_E05	NA	black	0	1.852	0
MGH54_P12_E06	NA	black	0	2.3254	0
MGH54_P12_E07	NA	black	0	0	1.7748
MGH54_P12_E08	-1.16789844863	red	1	0.28688	4.529
MGH54_P12_E09	NA	black	0	1.1814	0
MGH54_P12_E10	0.268579101756	red	1	1.5074	4.0686
MGH54_P12_E11	-0.816322683268	red	1	0.035624	3.5011
MGH54_P12_E12	0.100729404155	red	1	2.6425	2.4877
MGH54_P12_F01	NA	black	0	0	4.8688
MGH54_P12_F02	NA	black	0	0	0.25459
MGH54_P12_F03	-0.91743732571	red	1	0.25096	3.9864
MGH54_P12_F04	-0.22271186913	red	1	1.3443	0.33113
MGH54_P12_F05	NA	black	0	4.5677	0
MGH54_P12_F06	NA	black	0	0	2.3896
MGH54_P12_F07	NA	black	0	2.4534	0
MGH54_P12_F08	0.107808288577	red	1	1.0257	0.18523
MGH54_P12_F09	-0.816526932114	red	1	0.51501	4.3711
MGH54_P12_F10	NA	black	0	0	0.48852
MGH54_P12_F11	1.07739296927	green3	2	0.053806	0.29396
MGH54_P12_F12	-0.781492741823	red	1	0.37518	3.9548
MGH54_P12_G01	0.138498677979	red	1	1.3477	4.6791
MGH54_P12_G02	NA	black	0	0	4.7697
MGH54_P12_G03	-1.99176785402	red	1	2.926	0.2857
MGH54_P12_G04	-1.0752535888	red	1	2.1067	0.25338
MGH54_P12_G05	-0.487446965482	red	1	0.86552	4.7014
MGH54_P12_G06	NA	black	0	0.41143	0
MGH54_P12_G07	NA	black	0	0	0.32308
MGH54_P12_G08	0.554916491581	red	1	0.074505	1.2172
MGH54_P12_G09	0.591361653589	red	1	2.5028	3.206
MGH54_P12_G10	1.2119300444	red	1	2.5462	4.0812
MGH54_P12_G11	-0.0943742924914	red	1	0.23389	2.389
MGH54_P12_H01	-0.0966070966769	red	1	1.4271	1.5955
MGH54_P12_H02	NA	black	0	0	2.99
MGH54_P12_H03	-1.41079831777	red	1	2.3989	0.24975
MGH54_P12_H04	0.995265978051	green3	2	0.19535	0.17505
MGH54_P12_H05	0.146419109378	red	1	1.6964	2.8438
MGH54_P12_H06	0.730477594205	red	1	0.123	0.83915
MGH54_P12_H07	-3.2684056005	black	0	3.8932	0.20789
MGH54_P12_H09	NA	black	0	0.53007	0
MGH54_P12_H10	-1.69661501889	red	1	2.5561	0.1177
MGH54_P12_H11	0.123277363044	red	1	1.488	3.0853
MGH54_P9_A01	0.0601483785788	red	1	1.0201	1.4141
MGH54_P9_A02	NA	black	0	0	2.4774
MGH54_P9_A03	NA	black	0	0	4.2264
MGH54_P9_A04	-0.820916605865	red	1	2.6107	1.2928
MGH54_P9_A05	NA	black	0	0.42546	0
MGH54_P9_A06	NA	black	0	0	3.3834
MGH54_P9_A07	0.575942153981	red	1	1.7062	4.6156
MGH54_P9_A08	NA	black	0	0.61447	0
MGH54_P9_A09	NA	black	0	0	2.8371
MGH54_P9_A10	NA	black	0	0	4.7631
MGH54_P9_A11	NA	black	0	0	3.8144
MGH54_P9_A12	-0.336830415476	red	1	1.6406	1.0093
MGH54_P9_B01	-0.226047263669	red	1	1.3334	0.22404
MGH54_P9_B02	NA	black	0	0	2.1545
MGH54_P9_B03	NA	black	0	0	3.5618
MGH54_P9_B04	NA	black	0	0	3.4263
MGH54_P9_B05	-1.22322821285	red	1	0.2558	4.5581
MGH54_P9_B06	0.737660101066	red	1	0.32998	0.46989
MGH54_P9_B07	-1.5932790797	red	1	2.5036	0.16864
MGH54_P9_B10	NA	black	0	0.079975	0
MGH54_P9_B11	NA	black	0	1.369	0
MGH54_P9_B12	NA	black	0	1.3219	0
MGH54_P9_C01	0.867577083679	red	1	0.24367	0.3505
MGH54_P9_C02	-0.11796139643	red	1	1.115	4.2341
MGH54_P9_C03	-2.30306782238	red	1	3.2818	0.37851
MGH54_P9_C04	NA	black	0	1.7668	0
MGH54_P9_C05	NA	black	0	0	3.5232
MGH54_P9_C06	NA	black	0	0.08134	0
MGH54_P9_C07	NA	black	0	0.53804	0
MGH54_P9_C08	-1.42292969837	red	1	2.3849	0.20914
MGH54_P9_C09	NA	black	0	0	0
MGH54_P9_C10	0.166180830055	red	1	2.2243	2.6325
MGH54_P9_C11	NA	black	0	0	0.59741
MGH54_P9_C12	NA	black	0	0	0.16092
MGH54_P9_D01	-1.14207275566	red	1	0.092207	4.0961
MGH54_P9_D03	NA	black	0	0	0.27977
MGH54_P9_D04	NA	black	0	0	4.353
MGH54_P9_D05	0.358933200997	red	1	0.79244	0.19661
MGH54_P9_D07	-1.57681267719	red	1	3.2976	1.0165
MGH54_P9_D08	NA	black	0	3.4097	0
MGH54_P9_D09	NA	black	0	1.9782	0
MGH54_P9_D10	1.08596997357	green3	2	3.0844	3.4791
MGH54_P9_D11	NA	black	0	0	0.64062
MGH54_P9_D12	0.902460369796	red	1	0.2228	0.3173
MGH54_P9_E01	NA	black	0	0	3.4611
MGH54_P9_E02	NA	black	0	0	0
MGH54_P9_E03	0.0630543545384	red	1	0.9486	1.6915
MGH54_P9_E04	1.09446908154	green3	2	0.074505	0.22404
MGH54_P9_E05	0.823262101786	red	1	0.09356	0.7031
MGH54_P9_E06	NA	black	0	0	0
MGH54_P9_E07	NA	black	0	1.8123	0
MGH54_P9_E08	NA	black	0	0.12829	0
MGH54_P9_E09	NA	black	0	0	0
MGH54_P9_E10	1.08962298301	green3	2	0.079975	0.2228
MGH54_P9_E11	NA	black	0	1.5205	0
MGH54_P9_E12	NA	black	0	0.95754	0
MGH54_P9_F01	NA	black	0	0	0
MGH54_P9_F02	-1.07034065337	red	1	2.1836	0.41034
MGH54_P9_F03	-0.451109727178	red	1	1.5883	0.42975
MGH54_P9_F04	NA	black	0	0.24489	0
MGH54_P9_F05	0.561524311151	red	1	2.0759	3.5445
MGH54_P9_F06	1.5343141061	red	1	3.1765	3.8718
MGH54_P9_F07	NA	black	0	0	2.6311
MGH54_P9_F08	-0.00200002767905	red	1	1.1329	0.44679
MGH54_P9_F09	0.821402704689	red	1	2.7545	3.3657
MGH54_P9_F10	NA	black	0	0.077243	0
MGH54_P9_F11	-0.602390667958	red	1	0.70221	4.3798
MGH54_P9_F12	NA	black	0	0.54794	0
MGH54_P9_G01	-0.414040206603	red	1	1.7647	1.0377
MGH54_P9_G02	NA	black	0	2.5811	0
MGH54_P9_G03	NA	black	0	0	4.4223
MGH54_P9_G04	NA	black	0	0	0.24732
MGH54_P9_G05	NA	black	0	1.7172	0
MGH54_P9_G06	0.00681442997484	red	1	1.1283	0.66357
MGH54_P9_G07	NA	black	0	0	0
MGH54_P9_G08	0.137721560721	red	1	1.4087	3.5937
MGH54_P9_G09	1.38104247667	red	1	2.1953	5.0851
MGH54_P9_G10	NA	black	0	0	4.147
MGH54_P9_G12	NA	black	0	0	4.2253
MGH54_P9_H01	NA	black	0	1.3601	0
MGH54_P9_H02	NA	black	0	1.5768	0
MGH54_P9_H03	-0.214235207027	red	1	1.8524	1.7194
MGH54_P9_H04	-1.79933567418	red	1	0.067639	5.066
MGH54_P9_H05	NA	black	0	0	2.6257
MGH54_P9_H06	NA	black	0	0.073135	0
MGH54_P9_H07	0.928146981479	red	1	0.049631	0.57337
MGH54_P9_H08	-0.0910327926138	red	1	1.2023	5.3916
MGH54_P9_H09	NA	black	0	2.9063	0
MGH54_P9_H10	-1.4254749828	red	1	0.56169	6.0071
