Cell_name	Zvalue	Color	Cluster	BRCA1	EGFR
MGH54_P16_A01	NA	black	0	0	3.9393
MGH54_P16_A02	NA	black	0	0	0.91609
MGH54_P16_A04	NA	black	0	0	5.607
MGH54_P16_A05	0.672582306263	red	1	0.20539	1.3121
MGH54_P16_A06	0.333331837231	red	1	1.6452	4.3857
MGH54_P16_A07	NA	black	0	0	4.7561
MGH54_P16_A08	NA	black	0	0	0.51904
MGH54_P16_A09	NA	black	0	0	2.2113
MGH54_P16_A10	NA	black	0	0	2.6711
MGH54_P16_A11	NA	black	0	0	2.4407
MGH54_P16_A12	NA	black	0	0	3.0676
MGH54_P16_B01	0.349234632425	red	1	3.2133	3.9995
MGH54_P16_B02	0.378421844434	red	1	0.43082	1.3488
MGH54_P16_B03	NA	black	0	0	2.5991
MGH54_P16_B04	NA	black	0	0	3.2262
MGH54_P16_B05	NA	black	0	0	6.2416
MGH54_P16_B06	NA	black	0	0	3.3261
MGH54_P16_B07	NA	black	0	0	0.24489
MGH54_P16_B08	NA	black	0	0	6.4474
MGH54_P16_B09	-4.93880688301	black	0	3.7031	0.72509
MGH54_P16_B10	NA	black	0	0	5.4368
MGH54_P16_B11	NA	black	0	0	4.078
MGH54_P16_B12	NA	black	0	0	3.0489
MGH54_P16_C01	NA	black	0	0	3.4205
MGH54_P16_C02	NA	black	0	0	5.8345
MGH54_P16_C03	NA	black	0	0	3.3291
MGH54_P16_C04	NA	black	0	0	0
MGH54_P16_C05	-0.00666049766764	red	1	0.21661	3.6777
MGH54_P16_C06	NA	black	0	0	4.3003
MGH54_P16_C07	NA	black	0	0	5.2466
MGH54_P16_C08	NA	black	0	0	1.8217
MGH54_P16_C09	NA	black	0	0	3.8331
MGH54_P16_C10	NA	black	0	0	2.442
MGH54_P16_C11	NA	black	0	0	6.7131
MGH54_P16_C12	NA	black	0	0	6.0953
MGH54_P16_D01	-0.417142867662	red	1	0.42546	5.7909
MGH54_P16_D02	NA	black	0	0	5.4924
MGH54_P16_D03	NA	black	0	0.001442	0
MGH54_P16_D04	-0.285336615768	red	1	0.25338	4.6645
MGH54_P16_D05	-0.0809733316716	red	1	0.22033	3.9286
MGH54_P16_D06	-0.886891756058	red	1	0.33342	7.1371
MGH54_P16_D07	NA	black	0	0	5.4119
MGH54_P16_D09	NA	black	0	0	6.4127
MGH54_P16_D10	-0.031598308279	red	1	0.20038	3.758
MGH54_P16_D11	NA	black	0	0	4.5222
MGH54_P16_D12	NA	black	0	0	0.67265
MGH54_P16_E01	NA	black	0	0	4.7344
MGH54_P16_E02	NA	black	0	0	5.8497
MGH54_P16_E03	NA	black	0	0	4.2471
MGH54_P16_E04	NA	black	0	0	0.20789
MGH54_P16_E05	NA	black	0	0.43936	0
MGH54_P16_E06	-0.388708782924	red	1	0.20038	4.8943
MGH54_P16_E07	NA	black	0	0	0
MGH54_P16_E08	2.95743913551	black	0	4.2016	5.3467
MGH54_P16_E09	NA	black	0	0	6.1321
MGH54_P16_E10	NA	black	0	0	3.8572
MGH54_P16_E11	-0.539716356588	red	1	0.24853	5.5099
MGH54_P16_E12	NA	black	0	0	4.7491
MGH54_P16_F01	NA	black	0	0	1.8383
MGH54_P16_F03	NA	black	0	0	2.3406
MGH54_P16_F04	NA	black	0	0	3.4579
MGH54_P16_F05	NA	black	0	0	6.283
MGH54_P16_F06	NA	black	0	0	0
MGH54_P16_F07	NA	black	0	0	3.207
MGH54_P16_F08	NA	black	0	0	4.2714
MGH54_P16_F09	NA	black	0	0	0
MGH54_P16_F10	NA	black	0	0	5.249
MGH54_P16_F11	NA	black	0	0	5.2513
MGH54_P16_G01	NA	black	0	0	0
MGH54_P16_G02	NA	black	0	0	2.9651
MGH54_P16_G03	NA	black	0	0	2.2104
MGH54_P16_G04	NA	black	0	0	3.5059
MGH54_P16_G05	NA	black	0	0	2.1609
MGH54_P16_G06	-0.41765342832	red	1	0.14926	4.8762
MGH54_P16_G07	NA	black	0	0	3.573
MGH54_P16_G08	NA	black	0	0	4.4622
MGH54_P16_G09	-0.25956655714	red	1	0.12961	4.3961
MGH54_P16_G10	NA	black	0	0	7.1866
MGH54_P16_G11	NA	black	0	0	0.32193
MGH54_P16_G12	NA	black	0	0	0
MGH54_P16_H01	NA	black	0	0	0
MGH54_P16_H02	NA	black	0	0	0
MGH54_P16_H03	NA	black	0	0	4.391
MGH54_P16_H04	NA	black	0	0.17505	0
MGH54_P16_H05	NA	black	0	0	4.4397
MGH54_P16_H06	NA	black	0	0	6.6084
MGH54_P16_H07	NA	black	0	0	3.3511
MGH54_P16_H08	-0.652463230461	red	1	0.17249	5.6103
MGH54_P16_H09	0.172375796895	red	1	0.16221	3.1199
MGH54_P16_H10	NA	black	0	0	0
MGH54_P16_H11	NA	black	0	0	3.0969
MGH54_P16_H12	NA	black	0	0	1.0179
MGH54_P17_A01	NA	black	0	0	3.8005
MGH54_P17_A02	NA	black	0	0	5.5308
MGH54_P17_A03	-0.910944065337	red	1	0.16864	6.3314
MGH54_P17_A04	NA	black	0	0	2.2618
MGH54_P17_A05	NA	black	0	0	0.30568
MGH54_P17_A06	NA	black	0	0	2.4155
MGH54_P17_A07	NA	black	0	0	4.5091
MGH54_P17_A08	-0.843536327804	red	1	0.28924	6.7084
MGH54_P17_A09	-0.0860837198336	red	1	0.49774	4.2522
MGH54_P17_A10	-0.274999107029	red	1	0.45838	5.2405
MGH54_P17_A11	0.0397676587846	red	1	0.24123	3.515
MGH54_P17_A12	0.354539330529	red	1	0.39067	1.7799
MGH54_P17_B01	-0.104519743959	red	1	0.57918	4.6689
MGH54_P17_B02	NA	black	0	0	5.8302
MGH54_P17_B03	NA	black	0	0	0
MGH54_P17_B05	NA	black	0	0	5.7775
MGH54_P17_B06	NA	black	0	0	6.5314
MGH54_P17_B07	-0.0589011249218	red	1	0.29866	3.8903
MGH54_P17_B08	NA	black	0	0	2.4367
MGH54_P17_B09	NA	black	0	0	4.3973
MGH54_P17_B10	NA	black	0	0	3.7418
MGH54_P17_B11	NA	black	0	0	4.3306
MGH54_P17_B12	NA	black	0	0	3.8673
MGH54_P17_C02	NA	black	0	0	0
MGH54_P17_C03	NA	black	0	0	0
MGH54_P17_C04	NA	black	0	0	0
MGH54_P17_C05	NA	black	0	0	0
MGH54_P17_C06	-0.378738422559	red	1	0.43189	5.6405
MGH54_P17_C07	NA	black	0	0	2.5511
MGH54_P17_C08	1.72029644206	black	0	2.9475	5.1768
MGH54_P17_C09	-0.648396730943	red	1	3.228	3.2623
MGH54_P17_C10	NA	black	0	0	3.1278
MGH54_P17_C11	NA	black	0	0	4.2728
MGH54_P17_C12	NA	black	0	0	0
MGH54_P17_D01	2.26751989559	black	0	3.0234	5.5787
MGH54_P17_D02	NA	black	0	0	3.9798
MGH54_P17_D03	NA	black	0	0	0
MGH54_P17_D04	-0.210840461019	red	1	0.29983	4.4802
MGH54_P17_D05	NA	black	0	0	4.8468
MGH54_P17_D06	NA	black	0	0	4.4001
MGH54_P17_D07	NA	black	0	0.28333	0
MGH54_P17_D09	-0.151899301598	red	1	0.23143	4.1761
MGH54_P17_D10	NA	black	0	0	0
MGH54_P17_D12	NA	black	0	0	6.4263
MGH54_P17_E01	NA	black	0	0	1.0165
MGH54_P17_E02	NA	black	0	0	6.1977
MGH54_P17_E03	NA	black	0	0	4.1562
MGH54_P17_E04	NA	black	0	0	4.5829
MGH54_P17_E05	NA	black	0	0	0.67084
MGH54_P17_E06	0.0650844034658	red	1	0.54597	3.0832
MGH54_P17_E07	NA	black	0	0	3.5624
MGH54_P17_E08	NA	black	0	0	0.4813
MGH54_P17_E09	NA	black	0	0	0
MGH54_P17_E10	NA	black	0	0	0.64062
MGH54_P17_E11	NA	black	0	0	7.5851
MGH54_P17_E12	NA	black	0	0	3.3955
MGH54_P17_F01	NA	black	0	0	1.1718
MGH54_P17_F02	NA	black	0	0	3.7829
MGH54_P17_F03	NA	black	0	0	1.1731
MGH54_P17_F04	NA	black	0	0	0
MGH54_P17_F05	NA	black	0	0	6.6785
MGH54_P17_F07	NA	black	0	0	3.2133
MGH54_P17_F08	NA	black	0	0	4.0136
MGH54_P17_F09	NA	black	0	0	3.5941
MGH54_P17_F10	NA	black	0	0	0
MGH54_P17_F11	NA	black	0	0	0
MGH54_P17_F12	NA	black	0	0	0
MGH54_P17_G01	NA	black	0	0	1.7723
MGH54_P17_G02	3.15753366532	black	0	3.7241	5.7147
MGH54_P17_G03	NA	black	0	0	2.6119
MGH54_P17_G04	NA	black	0	0	2.0193
MGH54_P17_G05	NA	black	0	0	4.0783
MGH54_P17_G06	NA	black	0	0	2.6942
MGH54_P17_G07	NA	black	0	3.939	0
MGH54_P17_G08	NA	black	0	0	1.1157
MGH54_P17_G09	NA	black	0	0.27262	0
MGH54_P17_G10	NA	black	0	0	4.2644
MGH54_P17_G11	0.44752761459	red	1	0.35502	1.4885
MGH54_P17_G12	NA	black	0	0	5.149
MGH54_P17_H01	NA	black	0	0	0.19156
MGH54_P17_H02	NA	black	0	0.28096	0
MGH54_P17_H05	NA	black	0	0	4.8781
MGH54_P17_H06	NA	black	0	0	3.7298
MGH54_P17_H07	NA	black	0	0	0
MGH54_P17_H08	NA	black	0	0	0
MGH54_P17_H09	0.00407854021448	red	1	1.7706	3.7064
MGH54_P17_H10	-0.674302715762	red	1	0.2228	5.8487
MGH54_P17_H11	NA	black	0	0	0
MGH54_P17_H12	NA	black	0	0	5.5665
MGH54_P6_A01	NA	black	0	0.42761	0
MGH54_P6_A02	NA	black	0	0	3.44
MGH54_P6_A03	NA	black	0	0	0.21909
MGH54_P6_A04	-0.204438742953	red	1	0.32308	4.4973
MGH54_P6_A05	-0.412831944806	red	1	0.37518	5.5217
MGH54_P6_A06	NA	black	0	0	3.9618
MGH54_P6_A07	-0.404797785449	red	1	0.37295	5.4777
MGH54_P6_A08	NA	black	0	0	4.6232
MGH54_P6_A09	NA	black	0	0	0
MGH54_P6_A10	NA	black	0	0	2.7284
MGH54_P6_A11	-0.545034511864	red	1	0.42008	6.3533
MGH54_P6_A12	NA	black	0	0	5.4742
MGH54_P6_B01	NA	black	0	0	4.3484
MGH54_P6_B02	NA	black	0	0	4.3226
MGH54_P6_B03	0.44779603922	red	1	3.244	4.0697
MGH54_P6_B04	-0.205522152207	red	1	0.36849	4.5964
MGH54_P6_B05	NA	black	0	3.2431	0
MGH54_P6_B06	2.56242178039	black	0	4.2144	5.1299
MGH54_P6_B07	0.164414065468	red	1	0.27501	3.0254
MGH54_P6_B08	0.608753485071	red	1	3.5797	4.1445
MGH54_P6_B09	-0.161869471602	red	1	0.38515	4.4339
MGH54_P6_B10	NA	black	0	0.96421	0
MGH54_P6_B11	NA	black	0	0	0
MGH54_P6_B12	NA	black	0	0	0
MGH54_P6_C01	NA	black	0	0	3.3311
MGH54_P6_C02	NA	black	0	3.3327	0
MGH54_P6_C03	NA	black	0	0	4.9026
MGH54_P6_C04	0.158556273883	red	1	0.48336	2.5526
MGH54_P6_C06	NA	black	0	0	0
MGH54_P6_C07	NA	black	0	0	0
MGH54_P6_C08	NA	black	0	0	5.1062
MGH54_P6_C09	NA	black	0	0	1.0881
MGH54_P6_C10	NA	black	0	0	0
MGH54_P6_C11	NA	black	0	0	0.88284
MGH54_P6_C12	NA	black	0	0	4.2567
MGH54_P6_D01	NA	black	0	0	5.3847
MGH54_P6_D02	NA	black	0	0	5.8497
MGH54_P6_D03	NA	black	0	0	5.2332
MGH54_P6_D04	NA	black	0	0	3.5979
MGH54_P6_D05	-0.4749684052	red	1	0.14535	5.0312
MGH54_P6_D07	NA	black	0	0	0.62387
MGH54_P6_D08	-0.41551795941	red	1	1.0942	1.5902
MGH54_P6_D09	NA	black	0	0	4.1403
MGH54_P6_D10	NA	black	0	0	5.3738
MGH54_P6_D11	NA	black	0	0.36849	0
MGH54_P6_D12	NA	black	0	0	4.0373
MGH54_P6_E02	NA	black	0	0	6.7303
MGH54_P6_E03	0.410956601347	red	1	0.085425	2.5132
MGH54_P6_E04	NA	black	0	0	4.417
MGH54_P6_E05	NA	black	0	0	3.0564
MGH54_P6_E07	NA	black	0	0	0.24853
MGH54_P6_E08	NA	black	0	0	3.8269
MGH54_P6_E09	0.26611305559	red	1	0.18903	2.7847
MGH54_P6_E10	NA	black	0	0	6.2284
MGH54_P6_E11	NA	black	0	0	1.037
MGH54_P6_E12	NA	black	0	0	0
MGH54_P6_F01	-0.44151083792	red	1	0.18777	5.0282
MGH54_P6_F02	0.130543734329	red	1	0.62854	1.2798
MGH54_P6_F03	0.0740278982919	red	1	0.38515	3.2929
MGH54_P6_F05	NA	black	0	0	4.7158
MGH54_P6_F06	NA	black	0	0	0
MGH54_P6_F07	NA	black	0	0	0
MGH54_P6_F08	NA	black	0	0	4.5788
MGH54_P6_F09	NA	black	0	0	0
MGH54_P6_F10	NA	black	0	0.54201	0
MGH54_P6_F11	NA	black	0	0	0
MGH54_P6_F12	NA	black	0	0	2.1329
MGH54_P6_G01	NA	black	0	0	0
MGH54_P6_G02	NA	black	0	0	3.2316
MGH54_P6_G03	0.420670134525	red	1	1.1859	5.5693
MGH54_P6_G04	NA	black	0	0	2.7962
MGH54_P6_G06	NA	black	0	0	3.565
MGH54_P6_G07	NA	black	0	0	6.2277
MGH54_P6_G08	-0.161586055902	red	1	0.3173	4.3159
MGH54_P6_G09	NA	black	0	0	5.4014
MGH54_P6_G10	NA	black	0	0	6.3147
MGH54_P6_G11	NA	black	0	0	3.6382
MGH54_P6_G12	NA	black	0	0	4.1063
MGH54_P6_H01	0.0470568626034	red	1	0.92752	4.1968
MGH54_P6_H03	NA	black	0	0	4.8531
MGH54_P6_H05	-0.444576009406	red	1	0.49365	6.4008
MGH54_P6_H06	NA	black	0	0	2.5155
MGH54_P6_H07	-0.360755569088	red	1	0.38626	5.3421
MGH54_P6_H08	NA	black	0	0	2.338
MGH54_P6_H09	NA	black	0	0	5.9864
MGH54_P6_H10	NA	black	0	0	2.069
MGH54_P6_H11	NA	black	0	0	1.8616
MGH54_P6_H12	NA	black	0	0	3.7304
MGH54_P7_A02	NA	black	0	0	0
MGH54_P7_A03	NA	black	0	0	0
MGH54_P7_A04	NA	black	0	0	0
MGH54_P7_A06	NA	black	0	0	1.3951
MGH54_P7_A07	NA	black	0	0	0
MGH54_P7_A08	NA	black	0	0	0
MGH54_P7_A10	0.159608973087	red	1	0.27262	3.0472
MGH54_P7_A11	NA	black	0	0.18142	0
MGH54_P7_A12	NA	black	0	0.25701	0
MGH54_P7_B01	NA	black	0	0	0
MGH54_P7_B03	-0.460357174358	red	1	0.18777	5.0852
MGH54_P7_B04	NA	black	0	0	0
MGH54_P7_B05	-0.105639246655	red	1	0.21412	4.007
MGH54_P7_B06	NA	black	0	0.32193	0
MGH54_P7_B07	NA	black	0	0.30918	0
MGH54_P7_B08	NA	black	0	0	0
MGH54_P7_B09	NA	black	0	0.25701	0
MGH54_P7_B10	NA	black	0	0.42653	0
MGH54_P7_B12	NA	black	0	0.25459	0
MGH54_P7_C01	NA	black	0	0.23389	0
MGH54_P7_C03	NA	black	0	0	6.3782
MGH54_P7_C04	NA	black	0	0	0
MGH54_P7_C05	-0.30322927899	red	1	0.22404	4.6691
MGH54_P7_C06	NA	black	0	0.26063	0
MGH54_P7_C07	NA	black	0	0	0
MGH54_P7_C08	-0.32637984899	red	1	0.20664	4.7113
MGH54_P7_C09	NA	black	0	0	0
MGH54_P7_C10	0.60974878639	red	1	0.19156	1.5988
MGH54_P7_C11	NA	black	0	0	3.2669
MGH54_P7_C12	-0.882594603945	red	1	0.19283	6.3529
MGH54_P7_D01	NA	black	0	0	5.6099
MGH54_P7_D02	2.26507556754	black	0	3.4154	5.3126
MGH54_P7_D03	NA	black	0	0	0
MGH54_P7_D04	NA	black	0	0	0
MGH54_P7_D05	NA	black	0	0	4.3394
MGH54_P7_D06	NA	black	0	0	3.1266
MGH54_P7_D08	NA	black	0	0	1.3225
MGH54_P7_D11	NA	black	0	0	5.6196
MGH54_P7_D12	NA	black	0	0	0
MGH54_P7_E01	NA	black	0	0.23756	0
MGH54_P7_E02	NA	black	0	0	0
MGH54_P7_E03	NA	black	0	0	0
MGH54_P7_E04	NA	black	0	0	2.5003
MGH54_P7_E05	NA	black	0	0	0
MGH54_P7_E06	NA	black	0	0	2.918
MGH54_P7_E08	NA	black	0	0	0
MGH54_P7_E09	NA	black	0	0	6.6509
MGH54_P7_E10	NA	black	0	0	0.69064
MGH54_P7_E11	NA	black	0	0	2.7562
MGH54_P7_E12	NA	black	0	0	4.7825
MGH54_P7_F01	NA	black	0	0.76299	0
MGH54_P7_F02	NA	black	0	0	0
MGH54_P7_F03	-0.810581206554	red	1	0.28688	6.5838
MGH54_P7_F04	NA	black	0	0.45733	0
MGH54_P7_F05	0.203411112978	red	1	0.44467	2.4149
MGH54_P7_F06	NA	black	0	0	4.0974
MGH54_P7_F08	-0.188510504743	red	1	0.36289	4.509
MGH54_P7_F10	NA	black	0	0	0
MGH54_P7_F11	NA	black	0	0	0
MGH54_P7_G01	NA	black	0	0	0.46153
MGH54_P7_G02	NA	black	0	0.14535	0
MGH54_P7_G03	NA	black	0	0	0
MGH54_P7_G04	NA	black	0	0	0
MGH54_P7_G06	NA	black	0	0	0
MGH54_P7_G07	NA	black	0	0	5.1961
MGH54_P7_G08	NA	black	0	0	0
MGH54_P7_G09	0.300825662221	red	1	0.30685	2.3975
MGH54_P7_G10	NA	black	0	0	1.6535
MGH54_P7_G11	-0.392382212853	red	1	0.21412	4.9361
MGH54_P7_H01	NA	black	0	0.24367	0
MGH54_P7_H02	NA	black	0	0.25217	0
MGH54_P7_H04	NA	black	0	0	3.2998
MGH54_P7_H05	NA	black	0	0	0
MGH54_P7_H09	NA	black	0	0.68796	0
MGH54_P7_H10	NA	black	0	0.37518	0
MGH54_P8_A01	0.387273123539	red	1	0.25217	2.2082
MGH54_P8_A06	NA	black	0	0	0
MGH54_P8_A07	NA	black	0	0.32539	0
MGH54_P8_A09	0.0853960882158	red	1	0.15963	3.3918
MGH54_P8_A10	NA	black	0	0	7.4285
MGH54_P8_A11	NA	black	0	0.37851	0
MGH54_P8_A12	0.316248542036	red	1	0.1776	2.6381
MGH54_P8_B01	NA	black	0	0	0.20539
MGH54_P8_B02	NA	black	0	0.83269	0
MGH54_P8_B04	NA	black	0	0.22897	0
MGH54_P8_B08	0.176444474033	red	1	0.89142	7.1365
MGH54_P8_B09	NA	black	0	0.39726	0
MGH54_P8_B12	NA	black	0	0	0
MGH54_P8_C02	NA	black	0	0	6.2157
MGH54_P8_C04	NA	black	0	0	1.0165
MGH54_P8_C06	NA	black	0	0	0
MGH54_P8_C07	NA	black	0	0	0
MGH54_P8_C09	NA	black	0	0.12829	0
MGH54_P8_C12	NA	black	0	0	6.9927
MGH54_P8_D01	NA	black	0	0	2.3818
MGH54_P8_D03	NA	black	0	0	4.1355
MGH54_P8_D04	NA	black	0	0.21164	0
MGH54_P8_D05	0.36680562569	red	1	0.38847	1.7233
MGH54_P8_D06	NA	black	0	0	4.2516
MGH54_P8_D07	NA	black	0	0.26063	0
MGH54_P8_D08	-0.833357122885	red	1	0.22774	6.3613
MGH54_P8_D10	0.760198854375	green3	2	0.090853	1.4865
MGH54_P8_D11	0.41033715917	red	1	0.50487	0.08134
MGH54_P8_D12	NA	black	0	0.338	0
MGH54_P8_E01	NA	black	0	0	0
MGH54_P8_E04	NA	black	0	0	0.66266
MGH54_P8_E05	-0.982035432823	red	1	0.20664	6.7071
MGH54_P8_E07	1.74164059915	black	0	2.7769	5.3156
MGH54_P8_E08	-0.192169148934	red	1	0.12829	4.2039
MGH54_P8_E10	NA	black	0	0.067639	0
MGH54_P8_F01	0.33375606682	red	1	0.17249	2.5902
MGH54_P8_F02	NA	black	0	0	0
MGH54_P8_F04	NA	black	0	0	0.29278
MGH54_P8_F05	NA	black	0	0	0
MGH54_P8_F06	-0.0550272013405	red	1	0.38847	3.9298
MGH54_P8_F08	NA	black	0	0.12829	0
MGH54_P8_F09	-0.853564112679	red	1	0.13225	6.0351
MGH54_P8_F10	NA	black	0	0.16736	0
MGH54_P8_F11	NA	black	0	0	0
MGH54_P8_F12	-1.00326811507	red	1	0.1177	6.3755
MGH54_P8_G01	NA	black	0	0	5.4994
MGH54_P8_G03	NA	black	0	0	0
MGH54_P8_G04	NA	black	0	0	0
MGH54_P8_G05	NA	black	0	0.23756	0
MGH54_P8_G06	NA	black	0	0	6.3221
MGH54_P8_G07	NA	black	0	0	0
MGH54_P8_G08	0.70099384566	green3	2	0.14405	1.4751
MGH54_P8_G09	NA	black	0	0	0
MGH54_P8_G10	-0.428710838477	red	1	0.11103	4.8357
MGH54_P8_G11	NA	black	0	0.26544	0
MGH54_P8_G12	NA	black	0	0	1.373
MGH54_P8_H01	-0.101718579745	red	1	0.62761	4.9479
MGH54_P8_H03	NA	black	0	0.19535	0
MGH54_P8_H04	NA	black	0	0.29748	0
MGH54_P8_H06	NA	black	0	0	0
MGH54_P8_H07	NA	black	0	0	0
MGH54_P8_H08	NA	black	0	0.43723	0
MGH54_P8_H10	NA	black	0	0	0
MGH54_P8_H12	NA	black	0	0	0
MGH54_P10_A01	NA	black	0	0	2.9544
MGH54_P10_A02	-0.569792473241	red	1	0.19409	5.4323
MGH54_P10_A03	NA	black	0	0	5.9645
MGH54_P10_A04	-0.166708763977	red	1	0.22651	4.2209
MGH54_P10_A05	-0.30204440506	red	1	0.25459	4.7246
MGH54_P10_A06	NA	black	0	0	0
MGH54_P10_A07	0.697863671857	green3	2	0.30918	0.5568
MGH54_P10_A09	NA	black	0	0	0.27262
MGH54_P10_A10	NA	black	0	0	4.6826
MGH54_P10_A11	0.469446844139	red	1	0.28214	1.7643
MGH54_P10_A12	-0.268753356739	red	1	0.44679	5.1546
MGH54_P10_B01	-0.109059423419	red	1	0.52707	4.4926
MGH54_P10_B02	NA	black	0	0	4.178
MGH54_P10_B03	0.235740763607	red	1	2.0377	4.0431
MGH54_P10_B05	NA	black	0	0	5.823
MGH54_P10_B06	0.892377125727	green3	2	1.9561	5.0797
MGH54_P10_B07	NA	black	0	0	4.2801
MGH54_P10_B08	NA	black	0	0.70929	0
MGH54_P10_B09	NA	black	0	0	2.3576
MGH54_P10_B10	-0.163209143922	red	1	0.44573	4.5844
MGH54_P10_B11	-0.346931999908	red	1	0.26183	4.8961
MGH54_P10_B12	NA	black	0	0	0
MGH54_P10_C01	NA	black	0	0	0
MGH54_P10_C02	NA	black	0	0	5.8948
MGH54_P10_C03	NA	black	0	0.1903	0
MGH54_P10_C04	NA	black	0	0	3.6737
MGH54_P10_C05	NA	black	0	0	4.2154
MGH54_P10_C07	-0.172812199533	red	1	0.6173	5.6009
MGH54_P10_C08	NA	black	0	0	0
MGH54_P10_C09	-0.668991568318	red	1	0.35163	6.4402
MGH54_P10_C10	NA	black	0	0	0.39177
MGH54_P10_C11	-0.148681844785	red	1	0.26784	4.2032
MGH54_P10_C12	NA	black	0	0	5.9315
MGH54_P10_D01	NA	black	0	0	5.6806
MGH54_P10_D02	0.00272524010678	red	1	0.5568	3.64
MGH54_P10_D03	NA	black	0	0	5.6556
MGH54_P10_D04	0.0548078550573	red	1	0.22033	3.4685
MGH54_P10_D05	NA	black	0	0	5.83
MGH54_P10_D06	NA	black	0	0	2.1355
MGH54_P10_D07	-0.100472923532	red	1	0.42761	4.2062
MGH54_P10_D09	NA	black	0	0	7.4561
MGH54_P10_D10	NA	black	0	0	0
MGH54_P10_D11	NA	black	0	0	3.4121
MGH54_P10_D12	NA	black	0	0	1.729
MGH54_P10_E01	NA	black	0	0	4.9317
MGH54_P10_E02	0.174806268383	red	1	0.2762	2.9831
MGH54_P10_E03	NA	black	0	1.515	0
MGH54_P10_E04	-0.415752688834	red	1	0.31383	5.2953
MGH54_P10_E05	-0.224397860252	red	1	0.32193	4.5749
MGH54_P10_E06	NA	black	0	0	0
MGH54_P10_E07	-0.270107781599	red	1	0.2916	4.6876
MGH54_P10_E08	NA	black	0	0	3.3066
MGH54_P10_E09	-0.616903195609	red	1	0.44679	6.8879
MGH54_P10_E10	NA	black	0	0	4.6002
MGH54_P10_E11	NA	black	0	0	0
MGH54_P10_E12	NA	black	0	0.20163	0
MGH54_P10_F01	NA	black	0	0	0.26063
MGH54_P10_F02	-0.252307389213	red	1	0.33571	4.718
MGH54_P10_F03	NA	black	0	0	5.1027
MGH54_P10_F04	NA	black	0	0.61164	0
MGH54_P10_F05	NA	black	0	0	5.091
MGH54_P10_F06	NA	black	0	0	4.8279
MGH54_P10_F08	NA	black	0	0	5.4355
MGH54_P10_F09	NA	black	0	0	0.72421
MGH54_P10_F10	NA	black	0	0	3.4763
MGH54_P10_F11	-0.463710029999	red	1	0.23266	5.2121
MGH54_P10_F12	NA	black	0	0	5.3286
MGH54_P10_G01	-0.327002849554	red	1	0.39616	5.2301
MGH54_P10_G02	NA	black	0	0	0
MGH54_P10_G03	0.386477765966	red	1	0.23143	2.2717
MGH54_P10_G05	-1.20804933575	red	1	4.3821	3.1641
MGH54_P10_G06	NA	black	0	0	2.8891
MGH54_P10_G07	NA	black	0	0	5.3796
MGH54_P10_G09	NA	black	0	0.38184	0
MGH54_P10_G10	0.109630022393	red	1	0.2228	3.2783
MGH54_P10_G11	NA	black	0	0	4.6418
MGH54_P10_G12	0.00193634804913	red	1	0.5568	3.6472
MGH54_P10_H02	NA	black	0	0.42331	0
MGH54_P10_H03	NA	black	0	0	0
MGH54_P10_H04	NA	black	0	0.18523	0
MGH54_P10_H05	NA	black	0	0	5.2569
MGH54_P10_H06	-0.501161940304	red	1	0.24123	5.3595
MGH54_P10_H07	-0.496788026506	red	1	0.27381	5.451
MGH54_P10_H08	-0.000162713562258	red	1	0.7536	3.325
MGH54_P10_H09	NA	black	0	0.34028	0
MGH54_P10_H10	NA	black	0	0	4.5836
MGH54_P10_H11	0.135522235622	red	1	0.25822	3.1553
MGH54_P10_H12	-0.445153865991	red	1	0.19661	5.0601
MGH54_P11_A01	NA	black	0	0	4.0581
MGH54_P11_A02	0.022614471608	red	1	0.45838	3.5233
MGH54_P11_A03	NA	black	0	0	0
MGH54_P11_A04	NA	black	0	0	6.0584
MGH54_P11_A05	NA	black	0	0	0
MGH54_P11_A06	NA	black	0	0	5.3237
MGH54_P11_A08	0.398395752867	red	1	1.2376	5.256
MGH54_P11_A09	NA	black	0	0	4.9949
MGH54_P11_A10	1.77561309213	black	0	3.8313	4.8169
MGH54_P11_A11	NA	black	0	0	0
MGH54_P11_A12	NA	black	0	0.35727	0
MGH54_P11_B01	NA	black	0	0	1.037
MGH54_P11_B02	NA	black	0	0	4.9812
MGH54_P11_B03	NA	black	0	0	4.4746
MGH54_P11_B04	-0.818833674453	red	1	4.9331	3.4291
MGH54_P11_B05	NA	black	0	0	6.0217
MGH54_P11_B06	NA	black	0	0	0
MGH54_P11_B08	NA	black	0	0	3.0279
MGH54_P11_B09	NA	black	0	0.29514	0
MGH54_P11_B10	NA	black	0	0	4.7814
MGH54_P11_B11	NA	black	0	0.18523	0
MGH54_P11_B12	NA	black	0	0	0
MGH54_P11_C01	NA	black	0	0	6.342
MGH54_P11_C02	NA	black	0	0.44679	0
MGH54_P11_C03	NA	black	0	0	0
MGH54_P11_C04	0.579673031532	red	1	0.33914	0.9115
MGH54_P11_C05	NA	black	0	0	5.3507
MGH54_P11_C06	-0.558978039093	red	1	0.29983	5.7696
MGH54_P11_C07	NA	black	0	0	5.8109
MGH54_P11_C08	-0.00387352578754	red	1	0.25338	3.6703
MGH54_P11_C09	NA	black	0	0	3.8263
MGH54_P11_C10	NA	black	0	0	3.2915
MGH54_P11_C12	0.0390854571895	red	1	0.27143	3.5096
MGH54_P11_D01	NA	black	0	0	1.3923
