Cell_name	Zvalue	Color	Cluster	BRCA1	KHSRP
MGH53_P6_A02	-0.111142344684	green3	2	0.34937	1.1667
MGH53_P6_A03	NA	black	0	0	0.44679
MGH53_P6_A04	NA	black	0	0	0
MGH53_P6_A05	-0.129700567724	green3	2	0.24367	1.1414
MGH53_P6_A06	NA	black	0	0.17249	0
MGH53_P6_A07	NA	black	0	0	0
MGH53_P6_A08	0.158334200314	green3	2	0.15056	0.69866
MGH53_P6_A09	-1.3710998291	black	0	3.9513	0.66812
MGH53_P6_A10	NA	black	0	0.19661	0
MGH53_P6_A11	-0.282374263551	green3	2	0.14926	1.3092
MGH53_P6_A12	NA	black	0	0	0.83512
MGH53_P6_B02	NA	black	0	0	2.2116
MGH53_P6_B03	NA	black	0	0	0.66175
MGH53_P6_B04	NA	black	0	0	0
MGH53_P6_B05	0.146206236211	green3	2	0.19535	0.69777
MGH53_P6_B06	NA	black	0	0.21412	0
MGH53_P6_B07	-0.505051878213	green3	2	0.35502	1.9456
MGH53_P6_B09	-1.59710981277	black	0	3.5718	0.55974
MGH53_P6_B10	NA	black	0	0.20038	0
MGH53_P6_C01	NA	black	0	0	0.72683
MGH53_P6_C03	NA	black	0	0.32884	0
MGH53_P6_C04	-0.130337887829	green3	2	2.2995	0.89995
MGH53_P6_C05	NA	black	0	0.23143	0
MGH53_P6_C06	NA	black	0	0.19409	0
MGH53_P6_C07	NA	black	0	0	0
MGH53_P6_C08	0.418960306699	green3	2	0.20664	0.23266
MGH53_P6_C09	NA	black	0	0	0.92979
MGH53_P6_C10	NA	black	0	0	0.58592
MGH53_P6_C11	NA	black	0	0	0
MGH53_P6_C12	NA	black	0	0	1.2166
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	NA	black	0	0	1.2528
MGH53_P6_D03	NA	black	0	0	0
MGH53_P6_D05	NA	black	0	0	1.3796
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	NA	black	0	0.33457	0
MGH53_P6_D09	NA	black	0	0	0
MGH53_P6_D10	NA	black	0	0	0
MGH53_P6_D11	-0.033423439912	green3	2	0.2461	0.98258
MGH53_P6_D12	0.127899163518	green3	2	0.94411	1.3623
MGH53_P6_E01	NA	black	0	0	0
MGH53_P6_E02	-0.60663351125	red	1	0.12961	1.7031
MGH53_P6_E03	-0.0251536314661	green3	2	0.16221	0.96051
MGH53_P6_E04	NA	black	0	0	0.36513
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	-0.205721863967	green3	2	0.27739	1.2904
MGH53_P6_E07	NA	black	0	0	1.0573
MGH53_P6_E08	NA	black	0	0	0.42116
MGH53_P6_E09	NA	black	0	0	1.2485
MGH53_P6_E10	NA	black	0	0	2.083
MGH53_P6_F01	NA	black	0	0	0.22897
MGH53_P6_F02	NA	black	0	0	0
MGH53_P6_F03	NA	black	0	0	2.2992
MGH53_P6_F04	NA	black	0	0	0.75702
MGH53_P6_F05	NA	black	0	0	0
MGH53_P6_F06	NA	black	0	0	0
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	NA	black	0	0	0.58111
MGH53_P6_F09	0.383697754503	green3	2	0.1635	0.34937
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	NA	black	0	0	1.301
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	-0.648711632465	red	1	0.23266	1.9169
MGH53_P6_G04	0.373675974086	green3	2	0.12961	0.40054
MGH53_P6_G05	NA	black	0	0	0
MGH53_P6_G06	NA	black	0	0	0
MGH53_P6_G07	NA	black	0	0	0
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	NA	black	0	0	1.2085
MGH53_P6_G10	NA	black	0	0	0
MGH53_P6_G11	NA	black	0	0	0
MGH53_P6_H01	NA	black	0	0.46989	0
MGH53_P6_H02	NA	black	0	0.17887	0
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	NA	black	0	0	0.39506
MGH53_P6_H05	NA	black	0	0.24489	0
MGH53_P6_H07	NA	black	0	0.43189	0
MGH53_P6_H09	NA	black	0	0	0
MGH53_P6_H10	NA	black	0	0	0
MGH53_P6_H11	-2.96561107237	black	0	3.8146	0.26303
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	0	0
MGH53_P7_A03	NA	black	0	0	0
MGH53_P7_A04	NA	black	0	0.21661	0
MGH53_P7_A05	NA	black	0	0	0
MGH53_P7_A06	NA	black	0	0	0.49467
MGH53_P7_A07	NA	black	0	0	0
MGH53_P7_A09	NA	black	0	0	0
MGH53_P7_A11	0.40925425598	green3	2	0.21288	0.24001
MGH53_P7_A12	NA	black	0	0.52406	0
MGH53_P7_B01	NA	black	0	0	0
MGH53_P7_B02	0.104861991008	green3	2	0.47923	0.53306
MGH53_P7_B03	NA	black	0	0	0
MGH53_P7_B04	NA	black	0	0	0
MGH53_P7_B05	NA	black	0	0	0.87106
MGH53_P7_B06	NA	black	0	0	0
MGH53_P7_B07	0.530900833869	green3	2	0.14274	0.14796
MGH53_P7_B08	NA	black	0	0	2.1941
MGH53_P7_B10	-0.113718965396	green3	2	1.5548	0.848
MGH53_P7_B11	NA	black	0	0	0
MGH53_P7_B12	NA	black	0	0	0.25701
MGH53_P7_C01	NA	black	0	0	0
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	-0.108705328237	green3	2	0.92752	0.59646
MGH53_P7_C04	-1.08537097843	red	1	0.28214	2.6613
MGH53_P7_C05	NA	black	0	3.1755	0
MGH53_P7_C06	NA	black	0	0	0
MGH53_P7_C07	NA	black	0	0	0
MGH53_P7_C09	0.17623610336	green3	2	0.21785	0.63691
MGH53_P7_C11	NA	black	0	0.12961	0
MGH53_P7_C12	NA	black	0	0	0
MGH53_P7_D01	NA	black	0	0.43082	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	NA	black	0	0	0.23511
MGH53_P7_D05	NA	black	0	0	0
MGH53_P7_D06	NA	black	0	0	0.70133
MGH53_P7_D07	NA	black	0	0	1.4859
MGH53_P7_D10	-0.0105785937558	green3	2	0.049631	0.93508
MGH53_P7_D11	NA	black	0	0	2.4289
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	-0.0437121849053	green3	2	0.29042	1.0086
MGH53_P7_E02	NA	black	0	0	5.1313
MGH53_P7_E03	NA	black	0	0	0
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	0	0.78157
MGH53_P7_E06	NA	black	0	0.35163	0
MGH53_P7_E07	NA	black	0	0	2.5288
MGH53_P7_E08	-0.772881140825	red	1	0.32998	2.338
MGH53_P7_E09	NA	black	0	0	1.0433
MGH53_P7_E10	NA	black	0	0.18777	0
MGH53_P7_E11	NA	black	0	0	0
MGH53_P7_E12	NA	black	0	0	0.94561
MGH53_P7_F01	NA	black	0	0.21661	0
MGH53_P7_F02	NA	black	0	0.47197	0
MGH53_P7_F04	NA	black	0	0	0
MGH53_P7_F05	NA	black	0	0.2228	0
MGH53_P7_F06	NA	black	0	0	0.57434
MGH53_P7_F08	NA	black	0	0	0.22651
MGH53_P7_F09	NA	black	0	0	0.98914
MGH53_P7_F10	NA	black	0	0.20914	0
MGH53_P7_F11	NA	black	0	0	0.63227
MGH53_P7_F12	NA	black	0	0	0
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	0
MGH53_P7_G04	NA	black	0	0.19156	0
MGH53_P7_G05	NA	black	0	0	0
MGH53_P7_G06	NA	black	0	0	0.1776
MGH53_P7_G07	0.455948157483	green3	2	0.12961	0.27977
MGH53_P7_G08	NA	black	0	0	0
MGH53_P7_G09	NA	black	0	0	0
MGH53_P7_G10	NA	black	0	0	2.1124
MGH53_P7_G11	0.491961974193	green3	2	0.11237	0.24853
MGH53_P7_G12	NA	black	0	0	0.57918
MGH53_P7_H01	NA	black	0	0.49774	0
MGH53_P7_H02	NA	black	0	0	0
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	NA	black	0	0.29278	0
MGH53_P7_H05	NA	black	0	0	0
MGH53_P7_H06	NA	black	0	0	0.92828
MGH53_P7_H07	NA	black	0	0	0
MGH53_P7_H08	NA	black	0	0	0.75617
MGH53_P7_H10	-0.950749117284	red	1	0.24975	2.3788
MGH53_P7_H11	NA	black	0	0	0.85758
MGH53_P7_H12	NA	black	0	0	0.22033
MGH53_P8_A01	NA	black	0	0	0
MGH53_P8_A02	0.378928933263	green3	2	0.16607	0.35389
MGH53_P8_A03	NA	black	0	0.11902	0
MGH53_P8_A04	NA	black	0	0	0
MGH53_P8_A05	NA	black	0	0	0.59455
MGH53_P8_A06	NA	black	0	0	0.34028
MGH53_P8_A07	-0.253238946556	green3	2	0.41792	1.569
MGH53_P8_A08	NA	black	0	0	1.7225
MGH53_P8_A09	NA	black	0	0	0
MGH53_P8_A10	NA	black	0	0.22033	0
MGH53_P8_A11	NA	black	0	0.1865	0
MGH53_P8_A12	NA	black	0	0	1.1846
MGH53_P8_B03	NA	black	0	0	0
MGH53_P8_B04	NA	black	0	0	0.28924
MGH53_P8_B08	NA	black	0	0	0
MGH53_P8_B09	NA	black	0	0	1.4751
MGH53_P8_B10	NA	black	0	0	0.27381
MGH53_P8_B11	-1.46936366071	black	0	2.6717	0.40381
MGH53_P8_B12	NA	black	0	0	0.50995
MGH53_P8_C01	NA	black	0	0	0.60502
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	NA	black	0	0	0.65444
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	0.18375007786	green3	2	0.21412	0.62667
MGH53_P8_C09	NA	black	0	0	0.75958
MGH53_P8_C10	NA	black	0	0.22033	0
MGH53_P8_C11	NA	black	0	0	0
MGH53_P8_C12	NA	black	0	0.61824	0
MGH53_P8_D01	1.36182202284	black	0	1.7506	1.9826
MGH53_P8_D02	NA	black	0	0.19283	0
MGH53_P8_D03	NA	black	0	0	2.8406
MGH53_P8_D04	NA	black	0	0	0
MGH53_P8_D05	NA	black	0	0	0
MGH53_P8_D06	NA	black	0	0.22774	0
MGH53_P8_D07	NA	black	0	0	1.648
MGH53_P8_D08	NA	black	0	0	1.119
MGH53_P8_D09	NA	black	0	0	0
MGH53_P8_D10	NA	black	0	0	2.4738
MGH53_P8_D11	NA	black	0	0	1.3254
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	-0.499016628914	green3	2	0.34369	1.9077
MGH53_P8_E05	NA	black	0	0	1.7575
MGH53_P8_E06	NA	black	0	0	0
MGH53_P8_E07	NA	black	0	0	0
MGH53_P8_E08	NA	black	0	0	0
MGH53_P8_E09	NA	black	0	0	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	NA	black	0	0	0.90072
MGH53_P8_F01	NA	black	0	0	1.5782
MGH53_P8_F02	NA	black	0	0	0
MGH53_P8_F04	NA	black	0	0	0
MGH53_P8_F05	NA	black	0	0	0.85439
MGH53_P8_F06	-1.24243107979	red	1	0.20539	2.6399
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	NA	black	0	0.39726	0
MGH53_P8_F09	-1.06557800184	red	1	0.085425	2.1645
MGH53_P8_F11	0.198346475623	green3	2	0.16736	0.63134
MGH53_P8_G01	NA	black	0	0	0.3584
MGH53_P8_G02	NA	black	0	0	0.37962
MGH53_P8_G03	0.0260226906553	green3	2	0.63877	0.40599
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0	0
MGH53_P8_G06	NA	black	0	0	1.6531
MGH53_P8_G07	NA	black	0	0	0
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	NA	black	0	0.17887	0
MGH53_P8_G10	NA	black	0	0	0.99639
MGH53_P8_G11	-1.48772261028	black	0	2.0925	0.15834
MGH53_P8_G12	NA	black	0	0	0
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	0	1.2582
MGH53_P8_H03	NA	black	0	0	0.40926
MGH53_P8_H04	-0.0681789778717	green3	2	0.51702	1.2054
MGH53_P8_H05	NA	black	0	0	0.58015
MGH53_P8_H06	NA	black	0	0	0
MGH53_P8_H07	NA	black	0	0	0.66357
MGH53_P8_H08	NA	black	0	0.4782	0
MGH53_P8_H09	NA	black	0	0.1003	0
MGH53_P8_H10	0.290651246911	green3	2	0.21412	0.44573
MGH53_P8_H11	NA	black	0	0	0
MGH53_P8_H12	NA	black	0	0	0.4489
MGH53_P1_A03	NA	black	0	0	0.36177
MGH53_P1_A04	NA	black	0	0.16736	0
MGH53_P1_A06	NA	black	0	0.12168	0
MGH53_P1_A07	NA	black	0	0.14666	0
MGH53_P1_A08	NA	black	0	0.15316	0
MGH53_P1_B04	NA	black	0	0.42008	0
MGH53_P1_B08	NA	black	0	0	2.332
MGH53_P1_B09	0.292529238354	green3	2	0.29631	0.33342
MGH53_P1_B11	0.229226744618	green3	2	0.18777	0.57046
MGH53_P1_C03	NA	black	0	0	1.1635
MGH53_P1_C06	NA	black	0	0.15834	0
MGH53_P1_C09	-0.54963392595	green3	2	0.40054	2.1577
MGH53_P1_C10	NA	black	0	0	0.36177
MGH53_P1_D01	NA	black	0	0	2.359
MGH53_P1_D05	NA	black	0	0	1.1197
MGH53_P1_D12	NA	black	0	0	1.3185
MGH53_P1_E09	NA	black	0	0.61164	0
MGH53_P1_E12	0.107815229419	green3	2	0.13093	0.77653
MGH53_P12_A01	0.370011637735	green3	2	0.17632	0.35614
MGH53_P12_A02	NA	black	0	0	1.2203
MGH53_P12_A03	NA	black	0	0	0.32193
MGH53_P12_A04	NA	black	0	0.30801	0
MGH53_P12_A05	NA	black	0	0	0
MGH53_P12_A06	NA	black	0	0	0
MGH53_P12_A08	NA	black	0	0	0
MGH53_P12_A09	-0.451978145668	green3	2	0.12433	1.5064
MGH53_P12_A10	NA	black	0	0	0
MGH53_P12_A11	-0.622321736647	red	1	0.17121	1.7795
MGH53_P12_A12	NA	black	0	0	0
MGH53_P12_B01	NA	black	0	0	1.1473
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0	0
MGH53_P12_B04	NA	black	0	0.16736	0
MGH53_P12_B05	NA	black	0	0	0.7966
MGH53_P12_B06	NA	black	0	0.055196	0
MGH53_P12_B07	NA	black	0	0	0.16221
MGH53_P12_B08	NA	black	0	0	0.9092
MGH53_P12_B09	-0.799709013268	red	1	0.13093	1.9385
MGH53_P12_B11	NA	black	0	0	0.65076
MGH53_P12_B12	NA	black	0	0.15186	0
MGH53_P12_C01	NA	black	0	0	0
MGH53_P12_C02	NA	black	0	0	1.886
MGH53_P12_C03	-0.143679361812	green3	2	0.24123	1.1629
MGH53_P12_C04	NA	black	0	0.44573	0
MGH53_P12_C05	NA	black	0	0	0.84238
MGH53_P12_C06	-1.51494516693	black	0	0.10299	2.685
MGH53_P12_C07	NA	black	0	0	3.0151
MGH53_P12_C08	NA	black	0	0	0
MGH53_P12_C09	NA	black	0	0	0.38736
MGH53_P12_C10	NA	black	0	0	0
MGH53_P12_C11	NA	black	0	0	3.426
MGH53_P12_C12	NA	black	0	0	0
MGH53_P12_D01	NA	black	0	0	0.33228
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	1.8512
MGH53_P12_D04	NA	black	0	0	3.0217
MGH53_P12_D05	NA	black	0	0	0
MGH53_P12_D06	NA	black	0	0	1.1846
MGH53_P12_D07	NA	black	0	0	1.5969
MGH53_P12_D08	0.215728971258	green3	2	0.19787	0.58496
MGH53_P12_D09	NA	black	0	0	0
MGH53_P12_D10	0.461311377878	green3	2	0.18015	0.20163
MGH53_P12_D11	0.376557681324	green3	2	0.16736	0.35614
MGH53_P12_D12	NA	black	0	0	0.81311
MGH53_P12_E01	0.502096517319	green3	2	0.15445	0.17505
MGH53_P12_E02	NA	black	0	0	0.63877
MGH53_P12_E03	NA	black	0	0	0
MGH53_P12_E04	NA	black	0	0	1.782
MGH53_P12_E05	NA	black	0	0	0.39397
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	NA	black	0	3.4733	0
MGH53_P12_E08	0.513286821646	green3	2	0.14796	0.16736
MGH53_P12_E09	NA	black	0	0	1.105
MGH53_P12_E10	NA	black	0	0	0.1375
MGH53_P12_E12	NA	black	0	0	0
MGH53_P12_F01	NA	black	0	0	1.8111
MGH53_P12_F02	NA	black	0	0	0
MGH53_P12_F03	0.253949082487	green3	2	0.17887	0.53804
MGH53_P12_F04	NA	black	0	0	1.6839
MGH53_P12_F06	0.309905510135	green3	2	0.24367	0.37629
MGH53_P12_F07	NA	black	0	0	1.4668
MGH53_P12_F08	NA	black	0	0	0.70221
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	NA	black	0	0.14143	0
MGH53_P12_F11	0.135252802382	green3	2	0.13488	0.73725
MGH53_P12_F12	NA	black	0	0.073135	0
MGH53_P12_G01	-0.405802917398	green3	2	3.2217	0.85519
MGH53_P12_G03	NA	black	0	0.16092	0
MGH53_P12_G04	NA	black	0	0	0
MGH53_P12_G07	NA	black	0	0	0
MGH53_P12_G08	NA	black	0	0.1635	0
MGH53_P12_G09	-0.518273513592	green3	2	0.37184	2.0133
MGH53_P12_G10	NA	black	0	0	0.87421
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	NA	black	0	0	0
MGH53_P12_H01	NA	black	0	0	1.2582
MGH53_P12_H02	3.32238549941	black	0	2.4346	2.4857
MGH53_P12_H03	NA	black	0	0	1.9701
MGH53_P12_H04	NA	black	0	0	0.97673
MGH53_P12_H05	NA	black	0	0	1.5251
MGH53_P12_H06	-0.111627315128	green3	2	0.41684	1.2228
MGH53_P12_H07	NA	black	0	0	0.75873
MGH53_P12_H08	NA	black	0	0	0.92296
MGH53_P12_H09	NA	black	0	0	1.1551
MGH53_P12_H10	NA	black	0	0	1.6645
MGH53_P12_H11	NA	black	0	0	0.53804
MGH53_P12_H12	-0.806343726071	red	1	1.5792	0.26903
MGH53_P2_A09	NA	black	0	0.44467	0
MGH53_P2_A11	-0.579645789601	green3	2	0.1865	1.7455
MGH53_P2_A12	NA	black	0	0	1.5563
MGH53_P2_B05	NA	black	0	0.29631	0
MGH53_P2_B07	NA	black	0	0.34255	0
MGH53_P2_B09	0.425410802517	green3	2	0.14405	0.30801
MGH53_P2_B10	NA	black	0	0	0
MGH53_P2_C01	NA	black	0	0.010064	0
MGH53_P2_C02	NA	black	0	0	1.0909
MGH53_P2_C03	NA	black	0	0	1.488
MGH53_P2_C07	NA	black	0	0.71017	0
MGH53_P2_C09	0.220751035272	green3	2	0.34142	0.42438
MGH53_P2_D01	0.546710449352	green3	2	0.12433	0.15186
MGH53_P2_D02	NA	black	0	0	0
MGH53_P2_D07	NA	black	0	0	2.7198
MGH53_P2_D08	NA	black	0	0	2.9345
MGH53_P2_D12	NA	black	0	0	0.1903
MGH53_P2_E04	0.477611164008	green3	2	0.1635	0.20038
MGH53_P2_E10	NA	black	0	0	0.61636
MGH53_P2_F02	NA	black	0	0	0
MGH53_P2_F03	NA	black	0	0.2228	0
MGH53_P2_F04	NA	black	0	0	0
MGH53_P2_F05	NA	black	0	0	0.27739
MGH53_P2_G02	NA	black	0	0	0
MGH53_P2_G07	NA	black	0	3.8347	0
MGH53_P2_H01	NA	black	0	0.11636	0
MGH53_P10_A01	-0.0786446144634	green3	2	0.40817	1.1322
MGH53_P10_A02	-0.0180050047149	green3	2	0.71458	0.52306
MGH53_P10_A03	0.313638686318	green3	2	5.4231	1.0683
MGH53_P10_A04	NA	black	0	0	0.37962
MGH53_P10_A05	NA	black	0	0	0
MGH53_P10_A06	-0.0598528766674	green3	2	0.052416	0.99349
MGH53_P10_A07	0.202604683669	green3	2	0.0086303	0.69332
MGH53_P10_A08	NA	black	0	0	0.74932
MGH53_P10_A09	NA	black	0	0	1.0172
MGH53_P10_A10	NA	black	0	0	0.18523
MGH53_P10_A11	NA	black	0	0.36401	0
MGH53_P10_A12	NA	black	0	0	0.11902
MGH53_P10_B01	NA	black	0	0	1.94
MGH53_P10_B02	NA	black	0	0.15445	0
MGH53_P10_B03	NA	black	0	0	2.6982
MGH53_P10_B04	NA	black	0	0	0
MGH53_P10_B05	NA	black	0	0	1.1137
MGH53_P10_B06	0.279238409837	green3	2	4.4201	1.0573
MGH53_P10_B07	NA	black	0	0	0.36289
MGH53_P10_B08	NA	black	0	0	0
MGH53_P10_B09	NA	black	0	0	0.44042
MGH53_P10_B10	NA	black	0	0	0.23879
MGH53_P10_B11	-1.52051057436	black	0	0.20163	2.9668
MGH53_P10_B12	NA	black	0	0.17505	0
MGH53_P10_C01	NA	black	0	0	0.19535
MGH53_P10_C02	NA	black	0	0.42116	0
MGH53_P10_C03	NA	black	0	0	0
MGH53_P10_C04	NA	black	0	0.17377	0
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	-0.644716493885	red	1	0.18269	1.8262
MGH53_P10_C07	NA	black	0	0	0
MGH53_P10_C08	NA	black	0	0.21288	0
MGH53_P10_C09	NA	black	0	0	1.067
MGH53_P10_C10	NA	black	0	0.33113	0
MGH53_P10_C11	-0.161442878564	green3	2	0.15834	1.1506
MGH53_P10_C12	NA	black	0	0.22033	0
MGH53_P10_D01	NA	black	0	0	0
MGH53_P10_D02	NA	black	0	0.1903	0
MGH53_P10_D03	0.505442007451	green3	2	0.97453	2.8282
MGH53_P10_D04	0.445777787364	green3	2	0.19912	0.19787
MGH53_P10_D05	-0.317342878706	green3	2	0.53605	2.1137
MGH53_P10_D06	NA	black	0	0	0
MGH53_P10_D07	NA	black	0	0	0
MGH53_P10_D08	NA	black	0	0	0
MGH53_P10_D09	NA	black	0	0	0
MGH53_P10_D12	0.197459424311	green3	2	0.20664	0.60881
MGH53_P10_E01	NA	black	0	0.17249	0
MGH53_P10_E03	NA	black	0	0	0
MGH53_P10_E04	0.418960306699	green3	2	0.20664	0.23266
MGH53_P10_E05	NA	black	0	0	1.1309
MGH53_P10_E06	-0.19217964652	green3	2	0.39726	1.3929
MGH53_P10_E07	NA	black	0	0	0
MGH53_P10_E08	NA	black	0	0.37629	0
MGH53_P10_E09	NA	black	0	0	0.27858
MGH53_P10_E10	NA	black	0	0	1.269
MGH53_P10_E11	-0.415326914784	green3	2	0.097611	1.4378
MGH53_P10_E12	0.137762723287	green3	2	0.16221	0.72421
MGH53_P10_F01	NA	black	0	0	1.8627
MGH53_P10_F02	NA	black	0	0	0.53804
MGH53_P10_F03	NA	black	0	0	0.43403
MGH53_P10_F04	NA	black	0	0	0.75531
MGH53_P10_F05	NA	black	0	0	1.1084
MGH53_P10_F06	NA	black	0	0	1.0229
MGH53_P10_F07	NA	black	0	0	3.5223
MGH53_P10_F08	NA	black	0	0	0
MGH53_P10_F09	NA	black	0	0	0
MGH53_P10_F10	NA	black	0	0	1.2821
MGH53_P10_F12	3.28658124885	black	0	3.2717	1.976
MGH53_P10_G01	0.0967215606272	green3	2	0.14666	0.78827
MGH53_P10_G02	-1.84708676747	black	0	0.15056	3.1749
MGH53_P10_G03	NA	black	0	0	0
MGH53_P10_G04	NA	black	0	0.34028	0
MGH53_P10_G05	0.352699581113	green3	2	0.18015	0.37962
MGH53_P10_G07	NA	black	0	0	0
MGH53_P10_G08	0.21500090913	green3	2	0.28924	0.50589
MGH53_P10_G09	0.0738173886796	green3	2	0.22033	0.80571
MGH53_P10_G11	NA	black	0	0	0.22157
MGH53_P10_H01	NA	black	0	0	2.5707
MGH53_P10_H02	NA	black	0	3.9033	0
MGH53_P10_H04	-1.40609283601	black	0	0.30334	3.1851
MGH53_P10_H05	NA	black	0	0	0
MGH53_P10_H06	NA	black	0	0	0.22527
MGH53_P10_H07	0.0770799994725	green3	2	0.17887	0.80983
MGH53_P10_H08	NA	black	0	0	0
MGH53_P10_H09	NA	black	0	0	0.62854
MGH53_P10_H10	NA	black	0	0	0.7536
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0	0
MGH53_P11_A02	NA	black	0	0	0
MGH53_P11_A03	0.1591402915	green3	2	0.12961	0.70576
MGH53_P11_A04	NA	black	0	0	0.88127
MGH53_P11_A06	NA	black	0	0	0
MGH53_P11_A08	NA	black	0	0	0.72072
MGH53_P11_A09	NA	black	0	0	0.54992
MGH53_P11_A10	-0.0505984980116	green3	2	0.14535	0.99422
MGH53_P11_A11	NA	black	0	0.20664	0
MGH53_P11_A12	NA	black	0	0.15963	0
MGH53_P11_B01	0.152629557976	green3	2	0.16864	0.69955
MGH53_P11_B02	NA	black	0	0.37851	0
MGH53_P11_B04	0.493901993788	green3	2	0.15963	0.18015
MGH53_P11_B05	NA	black	0	0	0
MGH53_P11_B06	NA	black	0	1.5926	0
MGH53_P11_B07	NA	black	0	0	2.7383
MGH53_P11_B08	NA	black	0	0	0
MGH53_P11_B09	NA	black	0	0	0
MGH53_P11_B11	NA	black	0	0	0
MGH53_P11_B12	NA	black	0	0	0.1635
MGH53_P11_C01	-0.358934169641	green3	2	0.15445	1.4147
MGH53_P11_C02	NA	black	0	0	1.1661
MGH53_P11_C03	NA	black	0	0	0
MGH53_P11_C04	NA	black	0	0	0
MGH53_P11_C05	-0.232789965727	green3	2	0.16479	1.2522
MGH53_P11_C06	NA	black	0	0	3.6679
MGH53_P11_C07	-1.04372568972	red	1	0.22527	2.4399
MGH53_P11_C08	NA	black	0	0	0
MGH53_P11_C09	NA	black	0	0	0
MGH53_P11_C10	NA	black	0	2.2966	0
MGH53_P11_C11	NA	black	0	0	0
MGH53_P11_C12	NA	black	0	0	0.35727
MGH53_P11_D01	0.255213186176	green3	2	0.27501	0.44148
MGH53_P11_D02	NA	black	0	1.1725	0
MGH53_P11_D03	NA	black	0	0	0.79992
MGH53_P11_D04	0.0224129762636	green3	2	0.31499	0.88206
MGH53_P11_D05	NA	black	0	0	1.1097
MGH53_P11_D07	NA	black	0	0	0
MGH53_P11_D08	0.136005083666	green3	2	0.25338	0.68616
MGH53_P11_D09	NA	black	0	0	0.20163
MGH53_P11_D10	NA	black	0	0	0.71458
MGH53_P11_D11	NA	black	0	0	0
MGH53_P11_D12	NA	black	0	0	0
MGH53_P11_E01	-0.385800724068	green3	2	0.24975	1.5539
MGH53_P11_E02	-0.36820695648	green3	2	1.3051	0.49365
MGH53_P11_E04	NA	black	0	0.81885	0
MGH53_P11_E06	NA	black	0	0	0.52807
MGH53_P11_E08	NA	black	0	0	0.31034
MGH53_P11_E09	NA	black	0	0.22404	0
MGH53_P11_E10	-2.31319078731	black	0	0.23879	4.0318
MGH53_P11_E11	0.517275930777	green3	2	0.11636	0.20664
MGH53_P11_E12	NA	black	0	0	0.20414
MGH53_P11_F01	0.337156520463	green3	2	0.11636	0.46467
MGH53_P11_F02	NA	black	0	0.23879	0
MGH53_P11_F03	NA	black	0	0	0.29042
MGH53_P11_F04	0.0694818087371	green3	2	0.11902	0.83107
MGH53_P11_F05	NA	black	0	0	1.1316
MGH53_P11_F07	-0.183254698771	green3	2	0.32884	1.2951
MGH53_P11_F10	NA	black	0	0	0
MGH53_P11_F11	NA	black	0	0	0.52507
MGH53_P11_F12	NA	black	0	0	1.1257
MGH53_P11_G01	NA	black	0	0	0.52306
MGH53_P11_G02	NA	black	0	0	0
MGH53_P11_G03	NA	black	0	0	0
MGH53_P11_G04	NA	black	0	0	2.2425
MGH53_P11_G05	NA	black	0	0.33457	0
MGH53_P11_G06	NA	black	0	0	1.216
MGH53_P11_G07	NA	black	0	0	0
MGH53_P11_G08	-0.937994897564	red	1	0.15186	2.1414
MGH53_P11_G09	NA	black	0	0	0.71984
MGH53_P11_G10	NA	black	0	0	0
MGH53_P11_G11	NA	black	0	0	0.18015
