Cell_name	Zvalue	Color	Cluster	CIITA	USF1
MGH36_P6_H06	NA	black	0	0	5.6938
MGH36_P6_H07	NA	black	0	0	0
MGH36_P6_H10	NA	black	0	0.12565	0
MGH36_P6_H12	0.541441222955	blue	3	0.809	5.0104
MGH36_P7_A01	NA	black	0	0.2461	0
MGH36_P7_A02	-0.286304573896	red	1	0.10434	5.0583
MGH36_P7_A03	NA	black	0	0	0
MGH36_P7_A04	NA	black	0	0	0
MGH36_P7_A06	NA	black	0	0	0
MGH36_P7_A07	NA	black	0	0	0
MGH36_P7_A08	NA	black	0	0	0
MGH36_P7_A09	NA	black	0	0.12961	0
MGH36_P7_A10	NA	black	0	0	0
MGH36_P7_A11	NA	black	0	0.07861	0
MGH36_P7_A12	NA	black	0	0.34369	0
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	NA	black	0	0	0
MGH36_P7_B03	NA	black	0	0	0
MGH36_P7_B04	NA	black	0	0	0
MGH36_P7_B06	NA	black	0	0	0
MGH36_P7_B07	NA	black	0	0.12565	0
MGH36_P7_B08	NA	black	0	0	0
MGH36_P7_B09	NA	black	0	0	0
MGH36_P7_B10	NA	black	0	0.23266	0
MGH36_P7_B11	NA	black	0	0	0
MGH36_P7_B12	NA	black	0	0	0
MGH36_P7_C11	0.0305140881396	red	1	0.14926	3.802
MGH36_P7_D01	NA	black	0	0.2762	0
MGH36_P7_D02	NA	black	0	0	0
MGH36_P7_D03	NA	black	0	0	0
MGH36_P7_D05	NA	black	0	0	1.4631
MGH36_P7_D06	NA	black	0	0	0
MGH36_P7_D07	NA	black	0	0	0
MGH36_P7_D08	NA	black	0	0	0
MGH36_P7_D09	NA	black	0	0	0
MGH36_P7_D10	-0.245441823876	red	1	0.075875	4.7982
MGH36_P7_D11	NA	black	0	0.17249	0
MGH36_P7_E01	NA	black	0	0	0
MGH36_P7_E03	NA	black	0	0.1903	0
MGH36_P7_E04	NA	black	0	0	0
MGH36_P7_E05	NA	black	0	0	4.4895
MGH36_P7_E07	NA	black	0	0.09356	0
MGH36_P7_E08	NA	black	0	0	0
MGH36_P7_E10	NA	black	0	0	0
MGH36_P7_E12	NA	black	0	0	0
MGH36_P7_F01	NA	black	0	0.21412	0
MGH36_P7_F02	NA	black	0	0.098958	0
MGH36_P7_F03	NA	black	0	0	4.5192
MGH36_P7_F04	NA	black	0	0.11237	0
MGH36_P7_F06	NA	black	0	0.30685	0
MGH36_P7_F08	NA	black	0	0.21288	0
MGH36_P7_F09	NA	black	0	0	0
MGH36_P7_F10	NA	black	0	0	0
MGH36_P7_F11	NA	black	0	0	0
MGH36_P7_F12	-0.196089810953	red	1	0.051024	4.5692
MGH36_P7_G01	NA	black	0	0	4.1706
MGH36_P7_G02	NA	black	0	0	0
MGH36_P7_G03	NA	black	0	0.21661	0
MGH36_P7_G04	NA	black	0	0	0
MGH36_P7_G05	NA	black	0	0	5.3888
MGH36_P7_G06	NA	black	0	0	0
MGH36_P7_G08	NA	black	0	0.15316	0
MGH36_P7_G09	NA	black	0	0.19661	0
MGH36_P7_G10	NA	black	0	0	0
MGH36_P7_G11	NA	black	0	0	0
MGH36_P7_H01	NA	black	0	0.15834	0
MGH36_P7_H02	-0.237500211329	red	1	0.084064	4.7973
MGH36_P7_H03	NA	black	0	0.13488	0
MGH36_P7_H04	NA	black	0	0	0
MGH36_P7_H07	NA	black	0	0	0
MGH36_P7_H08	0.0813972385272	red	1	0.16993	3.5051
MGH36_P7_H10	NA	black	0	0	0
MGH36_P7_H11	NA	black	0	0	0
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0	0.78073
MGH36_P5_A05	NA	black	0	0.47405	0
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	NA	black	0	0	0
MGH36_P5_A08	NA	black	0	0	4.7783
MGH36_P5_A09	NA	black	0	0	4.9995
MGH36_P5_B02	NA	black	0	0.11503	0
MGH36_P5_B03	-0.210259867384	red	1	0.073135	4.6695
MGH36_P5_B04	NA	black	0	0.22033	0
MGH36_P5_B05	NA	black	0	0.18142	0
MGH36_P5_B06	NA	black	0	0	0
MGH36_P5_B07	NA	black	0	0.074505	0
MGH36_P5_B08	NA	black	0	0	0
MGH36_P5_B09	NA	black	0	0.36513	0
MGH36_P5_B10	NA	black	0	0	0
MGH36_P5_B11	NA	black	0	0.094912	0
MGH36_P5_C01	NA	black	0	0	0
MGH36_P5_C02	NA	black	0	0	0
MGH36_P5_C03	NA	black	0	0.23389	0
MGH36_P5_C04	NA	black	0	0.086784	0
MGH36_P5_C05	NA	black	0	0.04684	0
MGH36_P5_C06	NA	black	0	0.037031	0
MGH36_P5_C09	NA	black	0	0	0
MGH36_P5_C11	0.908631526208	black	0	0.10434	0.27143
MGH36_P5_C12	NA	black	0	0.10969	0
MGH36_P5_D01	NA	black	0	0	0
MGH36_P5_D02	NA	black	0	0.085425	0
MGH36_P5_D03	0.550740914374	blue	3	0.11636	1.629
MGH36_P5_D04	0.0939991113348	red	1	0.13356	3.5279
MGH36_P5_D06	NA	black	0	0.048236	0
MGH36_P5_D07	NA	black	0	0.21661	0
MGH36_P5_D08	0.000909179631756	red	1	0.14926	3.9456
MGH36_P5_D09	NA	black	0	0	0
MGH36_P5_D11	NA	black	0	0.053806	0
MGH36_P5_D12	NA	black	0	0	0
MGH36_P5_E01	NA	black	0	0.70221	0
MGH36_P5_E02	0.116514291984	red	1	0.089498	3.5194
MGH36_P5_E03	NA	black	0	0.13881	0
MGH36_P5_E05	NA	black	0	0	0.15575
MGH36_P5_E07	NA	black	0	0	5.4834
MGH36_P5_E08	-0.187482454784	red	1	0.21537	5.3235
MGH36_P5_E09	NA	black	0	0	0
MGH36_P5_E10	-0.201219486742	red	1	0.044044	4.5702
MGH36_P5_E11	NA	black	0	0.16736	0
MGH36_P5_F02	NA	black	0	0.069015	0
MGH36_P5_F04	NA	black	0	0.04684	0
MGH36_P5_F05	NA	black	0	0.1177	0
MGH36_P5_F06	NA	black	0	0.20539	0
MGH36_P5_F07	-0.302656240143	red	1	0.085425	5.0341
MGH36_P5_F08	NA	black	0	0.089498	0
MGH36_P5_F09	NA	black	0	0	6.7205
MGH36_P5_F10	NA	black	0	0.809	0
MGH36_P5_F11	-0.294943989115	red	1	0.092207	5.0356
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	4.8506
MGH36_P5_G04	NA	black	0	0	0
MGH36_P5_G06	-0.722379219897	red	1	0.086784	6.528
MGH36_P5_G07	NA	black	0	0.077243	0
MGH36_P5_G08	NA	black	0	0.31962	0
MGH36_P5_G09	NA	black	0	0.035624	0
MGH36_P5_G10	-0.285274455568	red	1	0.17505	5.5237
MGH36_P5_G11	NA	black	0	0.15963	0
MGH36_P5_H02	NA	black	0	0.074505	0
MGH36_P5_H03	-0.764592418988	black	0	0.045443	6.3002
MGH36_P5_H05	NA	black	0	0.11237	0
MGH36_P5_H06	NA	black	0	0.16221	0
MGH36_P5_H07	0.498178836925	blue	3	0.20414	0.33914
MGH36_P5_H09	NA	black	0	0	1.3635
MGH36_P10_A02	NA	black	0	0	4.2392
MGH36_P10_A04	NA	black	0	0.16736	0
MGH36_P10_A05	NA	black	0	0.27381	0
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	0.329482853923	red	1	0.123	2.5306
MGH36_P10_A09	NA	black	0	0	2.9946
MGH36_P10_A11	NA	black	0	0	1.7954
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	0	4.1182
MGH36_P10_B03	NA	black	0	0	0
MGH36_P10_B05	NA	black	0	0	0
MGH36_P10_B07	NA	black	0	0	3.4577
MGH36_P10_B08	NA	black	0	0	0
MGH36_P10_B10	NA	black	0	0	0
MGH36_P10_B11	NA	black	0	0	3.3004
MGH36_P10_C01	NA	black	0	0	4.6664
MGH36_P10_C03	NA	black	0	0.21412	0
MGH36_P10_C04	NA	black	0	0	3.6253
MGH36_P10_C06	NA	black	0	0	0
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	0.18523	0
MGH36_P10_C09	NA	black	0	0	0
MGH36_P10_C10	NA	black	0	0.15316	0
MGH36_P10_C12	NA	black	0	0	4.6128
MGH36_P10_D01	NA	black	0	0	0
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	NA	black	0	0	0
MGH36_P10_D04	NA	black	0	0	3.2265
MGH36_P10_D05	0.0522960786944	red	1	0.43403	4.4501
MGH36_P10_D07	-0.308408991775	red	1	0.123	5.2454
MGH36_P10_D09	NA	black	0	0.23266	0
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	NA	black	0	0	4.9596
MGH36_P10_D12	0.637930012587	blue	3	0.15186	0.69688
MGH36_P10_E02	NA	black	0	0	0
MGH36_P10_E03	NA	black	0	0.12565	0
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	NA	black	0	0	3.953
MGH36_P10_E07	NA	black	0	0	0
MGH36_P10_E10	NA	black	0	0.20414	0
MGH36_P10_E11	-0.0219495745522	red	1	0.18777	4.0842
MGH36_P10_E12	NA	black	0	0	0
MGH36_P10_F02	NA	black	0	0	0
MGH36_P10_F03	NA	black	0	0	0
MGH36_P10_F05	NA	black	0	0	0
MGH36_P10_F06	NA	black	0	0.59359	0
MGH36_P10_F08	NA	black	0	0.15445	0
MGH36_P10_F09	NA	black	0	0.14012	0
MGH36_P10_F10	NA	black	0	0	0
MGH36_P10_F11	NA	black	0	0	4.1404
MGH36_P10_F12	NA	black	0	0	0
MGH36_P10_G01	NA	black	0	0	5.0629
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	NA	black	0	0	0
MGH36_P10_G05	NA	black	0	0	0
MGH36_P10_G06	NA	black	0	0.088142	0
MGH36_P10_G07	0.106678940409	red	1	0.085425	3.5621
MGH36_P10_G08	NA	black	0	0	6.1343
MGH36_P10_G09	NA	black	0	0	3.8459
MGH36_P10_G10	NA	black	0	0	0
MGH36_P10_G11	NA	black	0	0.48646	0
MGH36_P10_H01	NA	black	0	0	4.0548
MGH36_P10_H03	-0.158801110612	red	1	0.17377	4.8261
MGH36_P10_H04	NA	black	0	0	0.50386
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	0
MGH36_P10_H11	NA	black	0	0	3.6073
MGH36_P10_H12	NA	black	0	0	4.5443
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	0.0247732919407	red	1	0.3115	3.0009
MGH36_P8_A04	NA	black	0	0	0
MGH36_P8_A06	NA	black	0	0	2.5452
MGH36_P8_A07	NA	black	0	0	3.5324
MGH36_P8_A08	NA	black	0	0	4.7451
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	NA	black	0	0	0
MGH36_P8_A12	NA	black	0	0.19156	0
MGH36_P8_B01	NA	black	0	0	3.196
MGH36_P8_B02	0.0119291002986	red	1	0.43082	4.071
MGH36_P8_B03	NA	black	0	0	0
MGH36_P8_B04	NA	black	0	0.1865	0
MGH36_P8_B05	NA	black	0	0	0
MGH36_P8_B08	NA	black	0	0.16607	0
MGH36_P8_B09	NA	black	0	0.1903	0
MGH36_P8_B10	NA	black	0	0	0
MGH36_P8_B11	NA	black	0	0	0
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	NA	black	0	0	3.6539
MGH36_P8_C02	NA	black	0	0	0
MGH36_P8_C03	NA	black	0	0	5.5243
MGH36_P8_C05	NA	black	0	0	5.0177
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0	0
MGH36_P8_C10	NA	black	0	0	3.6318
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	0.34483	0
MGH36_P8_D03	NA	black	0	0	0
MGH36_P8_D04	NA	black	0	0	0
MGH36_P8_D05	NA	black	0	0	0
MGH36_P8_D07	NA	black	0	0	3.9662
MGH36_P8_D08	0.0707754023558	red	1	0.12829	3.6404
MGH36_P8_D09	NA	black	0	0	4.4272
MGH36_P8_D10	NA	black	0	0.18269	0
MGH36_P8_D11	NA	black	0	0	2.4316
MGH36_P8_D12	NA	black	0	0	0.55974
MGH36_P8_E01	NA	black	0	0	3.0045
MGH36_P8_E02	NA	black	0	0	0
MGH36_P8_E03	0.0629567529368	red	1	0.25459	3.2456
MGH36_P8_E04	NA	black	0	0	1.539
MGH36_P8_E05	NA	black	0	0	0
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	NA	black	0	0	0
MGH36_P8_E10	NA	black	0	0	0
MGH36_P8_F02	NA	black	0	0	4.5683
MGH36_P8_F04	0.0953953125216	red	1	0.46362	4.6481
MGH36_P8_F05	NA	black	0	0	3.868
MGH36_P8_F07	NA	black	0	0.50589	0
MGH36_P8_F09	NA	black	0	0	4.1471
MGH36_P8_G01	NA	black	0	0	0.79077
MGH36_P8_G02	NA	black	0	0	0
MGH36_P8_G03	NA	black	0	0	0
MGH36_P8_G04	NA	black	0	0	3.9772
MGH36_P8_G05	0.051591176427	red	1	0.18015	3.6504
MGH36_P8_G06	NA	black	0	0	4.5884
MGH36_P8_G07	0.0359338577209	red	1	0.41792	4.3626
MGH36_P8_G08	-0.204463518148	red	1	0.12168	4.8065
MGH36_P8_G09	NA	black	0	0	0
MGH36_P8_G10	NA	black	0	0	2.7935
MGH36_P8_G12	NA	black	0	0	0
MGH36_P8_H01	NA	black	0	0	5.1281
MGH36_P8_H03	NA	black	0	0	0
MGH36_P8_H04	NA	black	0	0	5.5624
MGH36_P8_H06	NA	black	0	0	3.3238
MGH36_P8_H07	NA	black	0	0.28806	0
MGH36_P8_H09	NA	black	0	0	0.4813
MGH36_P8_H10	NA	black	0	0	5.6448
MGH36_P8_H11	0.549639146164	blue	3	0.089498	1.8941
MGH36_P9_A01	NA	black	0	0	0
MGH36_P9_A02	NA	black	0	0	4.7386
MGH36_P9_A03	0.413531487855	red	1	0.020058	2.7519
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	NA	black	0	0	0
MGH36_P9_A07	0.0732277102082	red	1	0.13225	3.6235
MGH36_P9_A09	NA	black	0	0	2.7655
MGH36_P9_A10	NA	black	0	0	3.5906
MGH36_P9_A11	NA	black	0	0	3.6696
MGH36_P9_A12	NA	black	0	0	0
MGH36_P9_B01	NA	black	0	0	0
MGH36_P9_B04	NA	black	0	0	4.7875
MGH36_P9_B06	NA	black	0	0.56365	0
MGH36_P9_B07	NA	black	0	0	0
MGH36_P9_B08	NA	black	0	0.097611	0
MGH36_P9_B09	NA	black	0	0	4.7563
MGH36_P9_B10	NA	black	0	0	4.3753
MGH36_P9_B11	NA	black	0	0	3.7034
MGH36_P9_B12	NA	black	0	0	1.8367
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0.20539	0
MGH36_P9_C03	NA	black	0	0	0
MGH36_P9_C05	NA	black	0	0	0
MGH36_P9_C07	NA	black	0	0	1.5787
MGH36_P9_C08	NA	black	0	0	2.043
MGH36_P9_C09	-0.0413132776531	red	1	0.16736	4.1712
MGH36_P9_C11	NA	black	0	0	3.6352
MGH36_P9_C12	NA	black	0	0	5.4389
MGH36_P9_D05	NA	black	0	0	4.5257
MGH36_P9_D07	NA	black	0	0	5.3297
MGH36_P9_D08	NA	black	0	0	0
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0	3.8605
MGH36_P9_D11	NA	black	0	0	0
MGH36_P9_E01	0.0272407866439	red	1	0.39835	4.3635
MGH36_P9_E02	NA	black	0	0	3.1112
MGH36_P9_E03	NA	black	0	0	0
MGH36_P9_E04	NA	black	0	0	3.6505
MGH36_P9_E05	NA	black	0	0	0
MGH36_P9_E06	NA	black	0	0	0
MGH36_P9_E07	NA	black	0	0	0.46884
MGH36_P9_E08	NA	black	0	0.20414	0
MGH36_P9_E10	NA	black	0	0	0
MGH36_P9_E11	-0.0591748368058	red	1	0.20539	4.3574
MGH36_P9_E12	NA	black	0	0	0
MGH36_P9_F02	-0.00845781536235	red	1	0.31846	4.3513
MGH36_P9_F03	NA	black	0	0	0.77568
MGH36_P9_F04	NA	black	0	0	0
MGH36_P9_F08	-0.383946456488	red	1	0.11503	5.5023
MGH36_P9_F09	NA	black	0	0.10836	0
MGH36_P9_F10	NA	black	0	0	0
MGH36_P9_F11	NA	black	0	0	0
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	0	3.3033
MGH36_P9_G04	NA	black	0	0	4.4524
MGH36_P9_G05	NA	black	0	0	0
MGH36_P9_G06	NA	black	0	0.11103	0
MGH36_P9_G07	NA	black	0	0	0
MGH36_P9_G08	NA	black	0	0	3.0138
MGH36_P9_G09	NA	black	0	0	4.0213
MGH36_P9_G10	NA	black	0	0	3.5497
MGH36_P9_G11	NA	black	0	0	2.8722
MGH36_P9_H01	NA	black	0	0	1.8152
MGH36_P9_H02	NA	black	0	0	4.7737
MGH36_P9_H03	NA	black	0	0	4.5983
MGH36_P9_H04	NA	black	0	0	5.1676
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	0	3.7434
MGH36_P9_H08	NA	black	0	0	3.8425
MGH36_P9_H10	NA	black	0	0.21785	0
MGH36_P9_H11	NA	black	0	0	0
MGH36_P9_H12	NA	black	0	0	0
MGH36_P2_A01	NA	black	0	0	3.0036
MGH36_P2_A03	NA	black	0	0	0
MGH36_P2_A04	-0.238632722392	red	1	0.1865	5.3674
MGH36_P2_A05	NA	black	0	0	4.0631
MGH36_P2_A06	NA	black	0	0.073135	0
MGH36_P2_A07	NA	black	0	0.048236	0
MGH36_P2_A08	-0.0882096472207	red	1	0.088142	4.2704
MGH36_P2_A11	1.29563226369	black	0	0.018634	0.14274
MGH36_P2_B03	NA	black	0	0	0
MGH36_P2_B04	NA	black	0	0.30217	0
MGH36_P2_B05	NA	black	0	0.18523	0
MGH36_P2_B06	-0.310921874204	red	1	0.098958	5.126
MGH36_P2_B07	NA	black	0	0	0
MGH36_P2_B08	NA	black	0	0	0
MGH36_P2_B09	NA	black	0	0	0.10702
MGH36_P2_B10	NA	black	0	0.33571	0
MGH36_P2_B11	NA	black	0	0	0
MGH36_P2_B12	0.0538429336961	red	1	0.26784	3.2297
MGH36_P2_C02	-0.310246692304	red	1	0.060739	4.9627
MGH36_P2_C03	NA	black	0	0.12035	0
MGH36_P2_C04	0.36822920655	red	1	0.096262	2.5415
MGH36_P2_C07	NA	black	0	0.028569	0
MGH36_P2_C08	NA	black	0	0.17505	0
MGH36_P2_C09	NA	black	0	0.034216	0
MGH36_P2_C10	NA	black	0	0	0
MGH36_P2_C11	-0.190894935337	red	1	0.1003	4.6782
MGH36_P2_C12	NA	black	0	0	0
MGH36_P2_D01	NA	black	0	0	0
MGH36_P2_D02	NA	black	0	0.27143	0
MGH36_P2_D04	NA	black	0	0	0
MGH36_P2_D05	NA	black	0	0.045443	0
MGH36_P2_D06	NA	black	0	0.035624	0
MGH36_P2_D07	NA	black	0	0.048236	0
MGH36_P2_D08	-0.252501245157	red	1	0.060739	4.7749
MGH36_P2_D09	NA	black	0	0	4.1641
MGH36_P2_D10	NA	black	0	0.04684	0
MGH36_P2_D11	NA	black	0	0.48027	0
MGH36_P2_E01	0.608054133542	blue	3	0.10568	1.5049
MGH36_P2_E02	NA	black	0	0.13619	0
MGH36_P2_E03	NA	black	0	0.11636	0
MGH36_P2_E04	NA	black	0	0.052416	0
MGH36_P2_E06	NA	black	0	0	0
MGH36_P2_E07	NA	black	0	0.025738	0
MGH36_P2_E08	NA	black	0	0.053806	0
MGH36_P2_E09	NA	black	0	0.042644	0
MGH36_P2_E10	NA	black	0	0.13881	0
MGH36_P2_F02	-0.224256248991	red	1	0.051024	4.658
MGH36_P2_F03	NA	black	0	0.04684	0
MGH36_P2_F04	NA	black	0	0.049631	0
MGH36_P2_F06	0.0962261287635	red	1	0.018634	3.6723
MGH36_P2_F07	NA	black	0	0	5.3616
MGH36_P2_F08	NA	black	0	0.086784	0
MGH36_P2_F10	0.866446185685	black	0	0.071763	0.90227
MGH36_P2_F11	NA	black	0	0.088142	0
MGH36_P2_F12	NA	black	0	0.063503	0
MGH36_P2_G01	NA	black	0	0.088142	0
MGH36_P2_G02	-0.505969889019	red	1	0.084064	5.7449
MGH36_P2_G03	NA	black	0	0.056584	0
MGH36_P2_G04	NA	black	0	0.055196	0
MGH36_P2_G05	-0.411765917539	red	1	0.10165	5.5209
MGH36_P2_G07	-0.523377026978	red	1	0.031395	5.4913
MGH36_P2_G08	NA	black	0	0.10299	0
MGH36_P2_G09	NA	black	0	0.052416	0
MGH36_P2_G11	NA	black	0	0.22774	0
MGH36_P2_G12	-0.377041406518	red	1	0.09356	5.3427
MGH36_P2_H01	-0.482276345397	red	1	0.1375	6.1059
MGH36_P2_H02	NA	black	0	0	0
MGH36_P2_H03	NA	black	0	0.028569	0
MGH36_P2_H04	NA	black	0	0.079975	0
MGH36_P2_H05	NA	black	0	0.074505	0
MGH36_P2_H06	NA	black	0	0.056584	0
MGH36_P2_H07	NA	black	0	0.123	0
MGH36_P2_H10	-0.230552511777	red	1	0.034216	4.6374
MGH53_P5_A02	NA	black	0	0	4.9806
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0	3.7122
MGH53_P5_A06	NA	black	0	0	5.4708
MGH53_P5_A07	NA	black	0	0	0
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	NA	black	0	0	0
MGH53_P5_A11	NA	black	0	0	0
MGH53_P5_B01	NA	black	0	0	4.0736
MGH53_P5_B03	NA	black	0	0	5.3279
MGH53_P5_B04	NA	black	0	0	5.0166
MGH53_P5_B05	NA	black	0	0.39726	0
MGH53_P5_B06	NA	black	0	0	2.479
MGH53_P5_B07	NA	black	0	0.092207	0
MGH53_P5_B08	NA	black	0	0.34937	0
MGH53_P5_B09	0.0623167265271	red	1	0.38405	5.2253
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	0
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	NA	black	0	0	2.6606
MGH53_P5_C04	NA	black	0	0	5.5682
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	-0.147881735576	red	1	0.54399	3.3114
MGH53_P5_C07	NA	black	0	0	2.4579
MGH53_P5_C08	NA	black	0	0.37962	0
MGH53_P5_C09	NA	black	0	0	3.1405
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	NA	black	0	0.4813	0
MGH53_P5_D01	NA	black	0	0	0
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	2.0444
MGH53_P5_E02	NA	black	0	0	4.872
MGH53_P5_E03	NA	black	0	0	2.8084
MGH53_P5_E04	NA	black	0	0	4.9958
MGH53_P5_E06	NA	black	0	0	4.3172
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0	1.0524
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	0
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0.89608	0
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	0.16273261255	red	1	0.55876	4.6287
MGH53_P5_F10	NA	black	0	0.28924	0
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	0	6.6934
MGH53_P5_G04	NA	black	0	0	0
MGH53_P5_G05	NA	black	0	0	3.2918
MGH53_P5_G07	NA	black	0	0	0
MGH53_P5_G08	NA	black	0	0	1.0321
MGH53_P5_G09	NA	black	0	0	4.9715
MGH53_P5_G10	NA	black	0	0	4.1782
MGH53_P5_G11	NA	black	0	0	5.2245
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	4.6936
MGH53_P5_H04	NA	black	0	0.53705	0
MGH53_P5_H05	NA	black	0	0	5.7384
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	0
MGH53_P5_H10	NA	black	0	1.2576	0
MGH53_P5_H11	NA	black	0	0	0
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	0.603990149558	blue	3	0.72159	5.4001
MGH53_P6_A03	NA	black	0	0	0
MGH53_P6_A04	NA	black	0	0	0.8984
MGH53_P6_A05	NA	black	0	0	0
MGH53_P6_A06	NA	black	0	0	0
MGH53_P6_A07	NA	black	0	0	0
MGH53_P6_A08	NA	black	0	0.12035	0
MGH53_P6_A09	NA	black	0	0.14012	0
MGH53_P6_A10	-0.276576260699	red	1	0.15186	5.2903
MGH53_P6_A11	NA	black	0	0	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0	0
MGH53_P6_B03	NA	black	0	0.26544	0
MGH53_P6_B04	NA	black	0	0.25217	0
MGH53_P6_B05	NA	black	0	0	4.077
MGH53_P6_B06	NA	black	0	0.19661	0
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	-0.263880087833	red	1	0.1137	5.0144
MGH53_P6_B10	NA	black	0	0	0
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	-0.007606352981	red	1	0.26544	4.0485
MGH53_P6_C04	NA	black	0	0.09356	0
MGH53_P6_C05	NA	black	0	0	1.2839
MGH53_P6_C06	NA	black	0	0	0
MGH53_P6_C07	NA	black	0	0	0
MGH53_P6_C08	-0.155539089157	red	1	0.16479	4.7642
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	NA	black	0	0	6.4468
MGH53_P6_C11	NA	black	0	0.2228	0
MGH53_P6_C12	NA	black	0	0	1.4265
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	NA	black	0	0	0
MGH53_P6_D03	NA	black	0	0	0
MGH53_P6_D05	NA	black	0	0.1865	0
MGH53_P6_D07	NA	black	0	0.37962	0
MGH53_P6_D08	NA	black	0	0	0
MGH53_P6_D09	NA	black	0	0	0
MGH53_P6_D10	NA	black	0	0.35502	0
MGH53_P6_D11	NA	black	0	0	0
MGH53_P6_D12	NA	black	0	0	2.8092
MGH53_P6_E01	NA	black	0	0.26183	0
MGH53_P6_E02	NA	black	0	0	0
MGH53_P6_E03	NA	black	0	0.12961	0
MGH53_P6_E04	NA	black	0	0.26303	0
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0	5.2703
MGH53_P6_E07	NA	black	0	0.32193	0
MGH53_P6_E08	NA	black	0	0	4.8298
MGH53_P6_E09	NA	black	0	0	0
MGH53_P6_E10	NA	black	0	0.2302	0
MGH53_P6_F01	NA	black	0	0	0
MGH53_P6_F02	NA	black	0	0.10836	0
MGH53_P6_F03	NA	black	0	0	0
MGH53_P6_F04	NA	black	0	0	2.4306
MGH53_P6_F05	NA	black	0	0.33228	0
MGH53_P6_F06	NA	black	0	0	5.1307
MGH53_P6_F07	NA	black	0	0	3.6055
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	0	0
MGH53_P6_F10	NA	black	0	0	0
MGH53_P6_G01	0.420179806505	red	1	0.49262	6.4959
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	NA	black	0	0.1865	0
MGH53_P6_G04	NA	black	0	0	0
MGH53_P6_G05	NA	black	0	0	0
