Cell_name	Zvalue	Color	Cluster	ICAM1	REL
MGH53_P5_G09	NA	black	0	0	0
MGH53_P5_G10	0.194452805623	blue	3	0.22651	0.089498
MGH53_P5_G11	NA	black	0	0	0.49467
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	0.86315
MGH53_P5_H05	-0.109057149257	green3	2	1.269	0.91609
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	0.192027714598	blue	3	0.16736	0.4678
MGH53_P6_A01	NA	black	0	0	0.33228
MGH53_P6_A02	NA	black	0	0	0.59646
MGH53_P6_A03	NA	black	0	0	2.5919
MGH53_P6_A04	NA	black	0	0	0.35952
MGH53_P6_A05	NA	black	0	0	0.49978
MGH53_P6_A06	NA	black	0	0	0.62761
MGH53_P6_A07	NA	black	0	0	0
MGH53_P6_A08	0.0761998345918	blue	3	0.4957	0.21039
MGH53_P6_A09	NA	black	0	0	0.22651
MGH53_P6_A10	0.219064398899	blue	3	0.11503	0.37184
MGH53_P6_A11	NA	black	0	0	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	0.00666101149041	blue	3	0.73205	0.50386
MGH53_P6_B03	NA	black	0	0	0.42868
MGH53_P6_B04	NA	black	0	0	0
MGH53_P6_B05	NA	black	0	0	4.6664
MGH53_P6_B06	NA	black	0	0	0.301
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	NA	black	0	0	0.20038
MGH53_P6_B10	NA	black	0	0	0.50589
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	NA	black	0	0	0
MGH53_P6_C04	NA	black	0	0.25459	0
MGH53_P6_C05	0.0860483140187	blue	3	0.48027	0.80323
MGH53_P6_C06	0.190846841735	blue	3	0.21909	0.31267
MGH53_P6_C07	NA	black	0	0	0.42546
MGH53_P6_C08	NA	black	0	0	0.35502
MGH53_P6_C09	NA	black	0	0	0.25096
MGH53_P6_C10	NA	black	0	0	0.27501
MGH53_P6_C11	NA	black	0	0	0.38184
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	0.13626441958	blue	3	0.29983	0.66084
MGH53_P6_D03	NA	black	0	0	0.69688
MGH53_P6_D05	NA	black	0	0	0.32423
MGH53_P6_D07	NA	black	0	0.52005	0
MGH53_P6_D08	NA	black	0	0	0.8512
MGH53_P6_D09	NA	black	0	0	0
MGH53_P6_D10	NA	black	0	0	0
MGH53_P6_D11	NA	black	0	0	0.34823
MGH53_P6_D12	NA	black	0	0	0.0071955
MGH53_P6_E01	NA	black	0	0	0
MGH53_P6_E02	0.193804950936	blue	3	0.14796	0.4916
MGH53_P6_E03	NA	black	0	0	0
MGH53_P6_E04	NA	black	0	0	0
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	3.458
MGH53_P6_E08	NA	black	0	0.42116	0
MGH53_P6_E09	NA	black	0	0	0.28333
MGH53_P6_E10	NA	black	0	0	0.39397
MGH53_P6_F01	NA	black	0	0.2302	0
MGH53_P6_F02	0.0553623994555	blue	3	0.53506	0.1903
MGH53_P6_F03	NA	black	0	0	0
MGH53_P6_F04	NA	black	0	0	0.52005
MGH53_P6_F05	NA	black	0	0	0.26544
MGH53_P6_F06	NA	black	0	0	0
MGH53_P6_F07	NA	black	0	0	0
MGH53_P6_F08	NA	black	0	0	0
MGH53_P6_F09	NA	black	0	0	0.22897
MGH53_P6_F10	NA	black	0	0	0.87027
MGH53_P6_G01	NA	black	0	0	1.1177
MGH53_P6_G02	NA	black	0	0	0.45101
MGH53_P6_G03	NA	black	0	0	0
MGH53_P6_G04	NA	black	0	0.27977	0
MGH53_P6_G05	NA	black	0	0	0.42868
MGH53_P6_G06	NA	black	0	0	0
MGH53_P6_G07	0.121520096012	blue	3	0.22897	0.82538
MGH53_P6_G08	NA	black	0	0	0.71194
MGH53_P6_G09	NA	black	0	0	0
MGH53_P6_G10	NA	black	0	0	0.61918
MGH53_P6_G11	NA	black	0	0	0
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	NA	black	0	0	0
MGH53_P6_H03	NA	black	0	0	0.24489
MGH53_P6_H04	NA	black	0	0	5.9001
MGH53_P6_H05	NA	black	0	0	0
MGH53_P6_H07	NA	black	0	0	0
MGH53_P6_H09	0.230242905398	blue	3	0.11503	0.27262
MGH53_P6_H10	NA	black	0	0.35502	0
MGH53_P6_H11	NA	black	0	0	0
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	0	0
MGH53_P7_A03	NA	black	0	0	0
MGH53_P7_A04	NA	black	0	0	0
MGH53_P7_A05	-2.51549398585	black	0	0.13488	4.4149
MGH53_P7_A06	0.171100002593	blue	3	0.26903	0.35502
MGH53_P7_A07	NA	black	0	0	0.46989
MGH53_P7_A09	NA	black	0	0	0.3505
MGH53_P7_A11	0.107382775297	blue	3	0.44573	0.54201
MGH53_P7_A12	NA	black	0	0	0.31267
MGH53_P7_B01	NA	black	0	0	0.33342
MGH53_P7_B02	NA	black	0	0	1.472
MGH53_P7_B03	NA	black	0	0	0
MGH53_P7_B04	NA	black	0	0	0
MGH53_P7_B05	NA	black	0	0	0.27143
MGH53_P7_B06	NA	black	0	0	0.20414
MGH53_P7_B07	NA	black	0	0	0
MGH53_P7_B08	NA	black	0	0	0.71545
MGH53_P7_B10	-1.10307734259	black	0	0.1375	3.0656
MGH53_P7_B11	NA	black	0	0	0
MGH53_P7_B12	NA	black	0	0.15445	0
MGH53_P7_C01	NA	black	0	0	0.81721
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	NA	black	0	0.53007	0
MGH53_P7_C05	NA	black	0	0	0.36401
MGH53_P7_C06	NA	black	0	0	0.37851
MGH53_P7_C07	NA	black	0	0	0.42761
MGH53_P7_C09	0.23422627551	blue	3	0.12829	0.16221
MGH53_P7_C11	NA	black	0	0	0.3173
MGH53_P7_C12	NA	black	0	0	0
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	NA	black	0	0	4.16
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	NA	black	0	0	0.30685
MGH53_P7_D05	NA	black	0	0.32308	0
MGH53_P7_D06	NA	black	0	0.39287	0
MGH53_P7_D07	NA	black	0	0	0
MGH53_P7_D10	NA	black	0	0	0.19409
MGH53_P7_D11	NA	black	0	0	0.45101
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	NA	black	0	0	0
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	NA	black	0	0	3.5678
MGH53_P7_E04	NA	black	0	0	0.70841
MGH53_P7_E05	NA	black	0	0	2.4738
MGH53_P7_E06	NA	black	0	0	0.15056
MGH53_P7_E07	NA	black	0	0	0
MGH53_P7_E08	NA	black	0	0	0.24245
MGH53_P7_E09	NA	black	0	0	0.22157
MGH53_P7_E10	NA	black	0	0	0
MGH53_P7_E11	0.17289312197	blue	3	0.22033	0.50995
MGH53_P7_E12	NA	black	0	0	0.51803
MGH53_P7_F01	NA	black	0	0	0.76977
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	0.178482473942	blue	3	0.21288	0.4782
MGH53_P7_F05	NA	black	0	0	0.59359
MGH53_P7_F06	NA	black	0	0	0.65718
MGH53_P7_F08	NA	black	0	0	0
MGH53_P7_F09	NA	black	0	0	0
MGH53_P7_F10	NA	black	0	0	0
MGH53_P7_F11	NA	black	0	0	3.3381
MGH53_P7_F12	NA	black	0	0	0.81065
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	0
MGH53_P7_G04	NA	black	0	0	0.26784
MGH53_P7_G05	NA	black	0	0	0
MGH53_P7_G06	NA	black	0	0	0
MGH53_P7_G07	NA	black	0	0	0.34596
MGH53_P7_G08	NA	black	0	0	0.42653
MGH53_P7_G09	NA	black	0	0	0.27739
MGH53_P7_G10	NA	black	0	0	0.50487
MGH53_P7_G11	NA	black	0	0	0.16092
MGH53_P7_G12	NA	black	0	0	0
MGH53_P7_H01	NA	black	0	0	0.41251
MGH53_P7_H02	NA	black	0	0	0
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	0.181486180735	blue	3	0.24975	0.27739
MGH53_P7_H05	NA	black	0	0.1903	0
MGH53_P7_H06	NA	black	0	0	0
MGH53_P7_H07	NA	black	0	0	0.61542
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	NA	black	0	0	0.35727
MGH53_P7_H11	NA	black	0	0	0.19661
MGH53_P7_H12	NA	black	0	0	0
MGH53_P8_A01	NA	black	0	0	0.82863
MGH53_P8_A02	-2.88765152686	black	0	0.18777	4.7774
MGH53_P8_A03	0.200094830684	blue	3	0.21164	0.16607
MGH53_P8_A04	0.112036853402	blue	3	0.27262	0.848
MGH53_P8_A05	NA	black	0	0	3.1222
MGH53_P8_A06	NA	black	0	0	0.41684
MGH53_P8_A07	NA	black	0	0	0.90535
MGH53_P8_A08	NA	black	0	0.27262	0
MGH53_P8_A09	NA	black	0	0.31846	0
MGH53_P8_A10	NA	black	0	0	0.30568
MGH53_P8_A11	0.146238871988	blue	3	0.21039	0.70752
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	0	3.1127
MGH53_P8_B04	NA	black	0	0	0
MGH53_P8_B08	NA	black	0	0	0.39287
MGH53_P8_B09	NA	black	0	0	0
MGH53_P8_B10	NA	black	0	0	0.33685
MGH53_P8_B11	NA	black	0	0.074505	0
MGH53_P8_B12	NA	black	0	0	0.61824
MGH53_P8_C01	NA	black	0	0	0
MGH53_P8_C02	NA	black	0	0	0.3115
MGH53_P8_C03	-2.12665969717	black	0	0.25217	4.2341
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	NA	black	0	0	0.28806
MGH53_P8_C09	NA	black	0	0	0.23266
MGH53_P8_C10	NA	black	0	0.24001	0
MGH53_P8_C11	NA	black	0	0	0.38294
MGH53_P8_C12	NA	black	0	0	0
MGH53_P8_D01	NA	black	0	0	0.95233
MGH53_P8_D02	0.243737062644	blue	3	0.11237	0.11103
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0	4.4372
MGH53_P8_D05	NA	black	0	0	0
MGH53_P8_D06	NA	black	0	0	0
MGH53_P8_D07	NA	black	0	0	0
MGH53_P8_D08	NA	black	0	0	0.12961
MGH53_P8_D09	NA	black	0	0	0.40817
MGH53_P8_D10	NA	black	0	0	0
MGH53_P8_D11	NA	black	0	0	0.39616
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	NA	black	0	0	0
MGH53_P8_E05	NA	black	0	0	0
MGH53_P8_E06	NA	black	0	0	0
MGH53_P8_E07	NA	black	0	0	0
MGH53_P8_E08	NA	black	0	0	0
MGH53_P8_E09	NA	black	0	0.32998	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	0.168374433571	blue	3	0.28333	0.29278
MGH53_P8_F01	NA	black	0	0	0.44042
MGH53_P8_F02	NA	black	0	0	0
MGH53_P8_F04	NA	black	0	0	0
MGH53_P8_F05	NA	black	0	0.21661	0
MGH53_P8_F06	NA	black	0	0	0.20163
MGH53_P8_F07	NA	black	0	0	0.77653
MGH53_P8_F08	NA	black	0	0	0.51803
MGH53_P8_F09	NA	black	0	0.097611	0
MGH53_P8_F11	0.192656239635	blue	3	0.18523	0.42008
MGH53_P8_G01	NA	black	0	0	0
MGH53_P8_G02	NA	black	0	0	1.0996
MGH53_P8_G03	NA	black	0	0	2.3477
MGH53_P8_G04	NA	black	0	0	1.0642
MGH53_P8_G05	NA	black	0	0	0.543
MGH53_P8_G06	NA	black	0	0	0
MGH53_P8_G07	NA	black	0	0	1.2998
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	NA	black	0	0	0.37629
MGH53_P8_G10	NA	black	0	0	0
MGH53_P8_G11	NA	black	0	0	0.10165
MGH53_P8_G12	NA	black	0	0	0
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	0	0.99204
MGH53_P8_H03	NA	black	0	0	0.27262
MGH53_P8_H04	0.102073183237	blue	3	0.21785	0.92067
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0	0
MGH53_P8_H07	NA	black	0	0	0
MGH53_P8_H08	NA	black	0	0	0.85838
MGH53_P8_H09	NA	black	0	0	0.7137
MGH53_P8_H10	NA	black	0	0	0
MGH53_P8_H11	NA	black	0	0	0.26063
MGH53_P8_H12	0.0717663415071	blue	3	0.4489	0.97673
MGH53_P1_A03	NA	black	0	0	0
MGH53_P1_A04	NA	black	0	0	0.16736
MGH53_P1_A06	NA	black	0	0	0.17249
MGH53_P1_A07	NA	black	0	0	0.68885
MGH53_P1_A08	0.198150875203	blue	3	0.17377	0.40054
MGH53_P1_B04	NA	black	0	0	5.9334
MGH53_P1_B08	NA	black	0	0	0.87263
MGH53_P1_B09	NA	black	0	0	0.55582
MGH53_P1_B11	0.175743933123	blue	3	0.21661	0.49365
MGH53_P1_C03	0.181004095805	blue	3	0.20789	0.4678
MGH53_P1_C06	0.148635839461	blue	3	0.32769	0.41359
MGH53_P1_C09	NA	black	0	0	1.8233
MGH53_P1_C10	NA	black	0	0	0.23879
MGH53_P1_D01	NA	black	0	0	0
MGH53_P1_D05	NA	black	0	0	0
MGH53_P1_D12	NA	black	0	0	0.21039
MGH53_P1_E09	NA	black	0	0	0
MGH53_P1_E12	NA	black	0	0	1.2516
MGH53_P12_A01	NA	black	0	0.18903	0
MGH53_P12_A02	0.158921975265	blue	3	0.25096	0.56365
MGH53_P12_A03	NA	black	0	0	1.6884
MGH53_P12_A04	NA	black	0	0	0.35163
MGH53_P12_A05	NA	black	0	0	0.71896
MGH53_P12_A06	NA	black	0	0.22404	0
MGH53_P12_A08	-1.80338465302	black	0	0.48543	4.2412
MGH53_P12_A09	NA	black	0	0	0
MGH53_P12_A10	NA	black	0	0	0.46571
MGH53_P12_A11	NA	black	0	0	0.23879
MGH53_P12_A12	0.218524066325	blue	3	0.16221	0.20163
MGH53_P12_B01	NA	black	0	0	4.9605
MGH53_P12_B02	NA	black	0	0	0.56462
MGH53_P12_B03	NA	black	0	0	0
MGH53_P12_B04	-3.22711822593	black	0	0.36065	5.2675
MGH53_P12_B05	NA	black	0	0	0.34028
MGH53_P12_B06	0.222710447173	blue	3	0.15316	0.1903
MGH53_P12_B07	0.114577811944	blue	3	0.42223	0.53605
MGH53_P12_B08	0.04706575655	blue	3	0.52607	1.1084
MGH53_P12_B09	NA	black	0	0	0.35952
MGH53_P12_B11	NA	black	0	0	0
MGH53_P12_B12	0.151571037575	blue	3	0.17121	0.71282
MGH53_P12_C01	NA	black	0	0	0.69243
MGH53_P12_C02	NA	black	0	0	0
MGH53_P12_C03	NA	black	0	0	0.8335
MGH53_P12_C04	NA	black	0	0	0.46676
MGH53_P12_C05	NA	black	0	0	0.80735
MGH53_P12_C06	NA	black	0	0	0.42975
MGH53_P12_C07	NA	black	0	0.26063	0
MGH53_P12_C08	NA	black	0	0	0.44361
MGH53_P12_C09	NA	black	0	0	1.4589
MGH53_P12_C10	0.188333902963	blue	3	0.24001	0.096262
MGH53_P12_C11	NA	black	0	0.52907	0
MGH53_P12_C12	NA	black	0	0	0.44679
MGH53_P12_D01	NA	black	0	0	0
MGH53_P12_D02	NA	black	0	0	4.863
MGH53_P12_D03	NA	black	0	0	0.51602
MGH53_P12_D04	0.0459345083258	blue	3	0.37518	1.1427
MGH53_P12_D05	NA	black	0	0	0.66357
MGH53_P12_D06	NA	black	0	0	0.29983
MGH53_P12_D07	NA	black	0	0	0.15186
MGH53_P12_D08	NA	black	0	0	0
MGH53_P12_D09	NA	black	0	0	0.926
MGH53_P12_D10	NA	black	0	0	0
MGH53_P12_D11	NA	black	0	0	0.23511
MGH53_P12_D12	NA	black	0	0	0.74932
MGH53_P12_E01	NA	black	0	0	1.9797
MGH53_P12_E02	NA	black	0	0	0.1177
MGH53_P12_E03	0.0363294548079	blue	3	0.32308	1.1814
MGH53_P12_E04	NA	black	0	0	0
MGH53_P12_E05	NA	black	0	0	4.9944
MGH53_P12_E06	NA	black	0	0	0.18015
MGH53_P12_E07	NA	black	0	0	1.9675
MGH53_P12_E08	NA	black	0	0	1.3482
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	0	0.62947
MGH53_P12_E12	-1.0327705585	black	0	0.098958	2.9417
MGH53_P12_F01	NA	black	0	0	0.45838
MGH53_P12_F02	NA	black	0	0	0.60975
MGH53_P12_F03	NA	black	0	0	0.20163
MGH53_P12_F04	NA	black	0	0	0.43296
MGH53_P12_F06	NA	black	0	0	2.3606
MGH53_P12_F07	0.0504304830103	blue	3	0.62854	0.58015
MGH53_P12_F08	0.197890579837	blue	3	0.20789	0.26063
MGH53_P12_F09	NA	black	0	0	0.25942
MGH53_P12_F10	NA	black	0	0	0.52005
MGH53_P12_F11	NA	black	0	0	0.35727
MGH53_P12_F12	NA	black	0	0	0.19156
MGH53_P12_G01	NA	black	0	0	0.49365
MGH53_P12_G03	NA	black	0	0	0
MGH53_P12_G04	NA	black	0	0	0.2558
MGH53_P12_G07	NA	black	0	0	0.42331
MGH53_P12_G08	NA	black	0	0	0.26063
MGH53_P12_G09	NA	black	0	0	0.71896
MGH53_P12_G10	NA	black	0	0	0
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	NA	black	0	0.2762	0
MGH53_P12_H01	NA	black	0	0	0.70399
MGH53_P12_H02	NA	black	0	0	0.5888
MGH53_P12_H03	NA	black	0	0	0.77821
MGH53_P12_H04	NA	black	0	0	1.394
MGH53_P12_H05	NA	black	0	0.18142	0
MGH53_P12_H06	NA	black	0	0	0.1635
MGH53_P12_H07	NA	black	0	0	0.1865
MGH53_P12_H08	0.180491244184	blue	3	0.1635	0.55582
MGH53_P12_H09	NA	black	0	0	0.68347
MGH53_P12_H10	NA	black	0	0	0
MGH53_P12_H11	NA	black	0	0	1.9949
MGH53_P12_H12	NA	black	0	0	0.32654
MGH53_P2_A09	-0.312023632669	black	0	0.21412	2.0043
MGH53_P2_A11	NA	black	0	0	0.32769
MGH53_P2_A12	NA	black	0	0	1.08
MGH53_P2_B05	NA	black	0	0	0.41468
MGH53_P2_B07	NA	black	0	0	0.6581
MGH53_P2_B09	0.22278057045	blue	3	0.16221	0.10568
MGH53_P2_B10	NA	black	0	0	0.42868
MGH53_P2_C01	NA	black	0	0	0
MGH53_P2_C02	0.197688187123	blue	3	0.14143	0.47612
MGH53_P2_C03	NA	black	0	0	0.80157
MGH53_P2_C07	NA	black	0	0	0
MGH53_P2_C09	0.11439443056	blue	3	0.42438	0.51904
MGH53_P2_D01	0.209474340368	blue	3	0.15186	0.35727
MGH53_P2_D02	-0.218593777089	green3	2	0.073135	1.7242
MGH53_P2_D07	NA	black	0	0	0.89297
MGH53_P2_D08	NA	black	0	0	0.44996
MGH53_P2_D12	NA	black	0	0	0
MGH53_P2_E04	NA	black	0	0.20163	0
MGH53_P2_E10	NA	black	0	0	0.29278
MGH53_P2_F02	NA	black	0	0	0.57337
MGH53_P2_F03	NA	black	0	0	2.3124
MGH53_P2_F04	-0.00154898040015	green3	2	0.28333	1.308
MGH53_P2_F05	0.168829442649	blue	3	0.27739	0.34142
MGH53_P2_G02	NA	black	0	0	0.8504
MGH53_P2_G07	NA	black	0	0	1.0766
MGH53_P2_H01	NA	black	0	0	0.87892
MGH53_P10_A01	NA	black	0	0	0.46571
MGH53_P10_A02	NA	black	0	0	0.24367
MGH53_P10_A03	NA	black	0	0	0.58304
MGH53_P10_A04	NA	black	0	0	2.6631
MGH53_P10_A05	NA	black	0	0	0
MGH53_P10_A06	NA	black	0	0	0.32077
MGH53_P10_A07	NA	black	0	0	0
MGH53_P10_A08	NA	black	0	0	0
MGH53_P10_A09	NA	black	0	0	0
MGH53_P10_A10	NA	black	0	0.1865	0
MGH53_P10_A11	NA	black	0	0	0.43403
MGH53_P10_A12	NA	black	0	0	0.15186
MGH53_P10_B01	NA	black	0	0	0.21288
MGH53_P10_B02	NA	black	0	0	0.36513
MGH53_P10_B03	NA	black	0	0	0.4489
MGH53_P10_B04	NA	black	0	0	0.63413
MGH53_P10_B05	NA	black	0	0	1.1903
MGH53_P10_B06	0.0965319408873	blue	3	0.44467	0.75873
MGH53_P10_B07	NA	black	0	0.3471	0
MGH53_P10_B08	NA	black	0	0.3584	0
MGH53_P10_B09	NA	black	0	0	0.55483
MGH53_P10_B10	NA	black	0	0	0.56657
MGH53_P10_B11	NA	black	0	0	0.64524
MGH53_P10_B12	NA	black	0	0	0.24001
MGH53_P10_C01	NA	black	0	0.19535	0
MGH53_P10_C02	NA	black	0	0	0
MGH53_P10_C03	NA	black	0	0	0
MGH53_P10_C04	NA	black	0	0	0.26424
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	0.207481746938	blue	3	0.17632	0.28924
MGH53_P10_C07	NA	black	0	0	0
MGH53_P10_C08	NA	black	0	0	0.32423
MGH53_P10_C09	NA	black	0	0	2.5487
MGH53_P10_C10	NA	black	0	0	0.57725
MGH53_P10_C11	NA	black	0	0	1.5084
MGH53_P10_C12	NA	black	0	0	0.30918
MGH53_P10_D01	NA	black	0	0	2.7388
MGH53_P10_D02	NA	black	0	0	0.49057
MGH53_P10_D03	NA	black	0	0	0.53804
MGH53_P10_D04	NA	black	0	0.19661	0
MGH53_P10_D05	NA	black	0	0	0.38294
MGH53_P10_D06	NA	black	0	0	0.64801
MGH53_P10_D07	NA	black	0	0	0.40381
MGH53_P10_D08	NA	black	0	0	0.52206
MGH53_P10_D09	NA	black	0	0	0.22033
MGH53_P10_D12	NA	black	0	0	0.42438
MGH53_P10_E01	NA	black	0	0	0.34142
MGH53_P10_E03	NA	black	0	0.16993	0
MGH53_P10_E04	NA	black	0	0	0.28924
MGH53_P10_E05	NA	black	0	0	0
MGH53_P10_E06	NA	black	0	0	0
MGH53_P10_E07	NA	black	0	0	0
MGH53_P10_E08	NA	black	0	0	0.47405
MGH53_P10_E09	NA	black	0	0	0.61918
MGH53_P10_E10	NA	black	0	0	5.3816
MGH53_P10_E11	NA	black	0	0	0.25942
MGH53_P10_E12	NA	black	0	0	0.12829
MGH53_P10_F01	NA	black	0	0	1.5821
MGH53_P10_F02	NA	black	0	0	0
MGH53_P10_F03	NA	black	0	0	0.19787
MGH53_P10_F04	NA	black	0	0	0
MGH53_P10_F05	NA	black	0	0	0
MGH53_P10_F06	NA	black	0	0	0
MGH53_P10_F07	NA	black	0	0	0.2916
MGH53_P10_F08	NA	black	0	0	0
MGH53_P10_F09	NA	black	0	0	0
MGH53_P10_F10	NA	black	0	0	0
MGH53_P10_F12	NA	black	0	0	0.82293
MGH53_P10_G01	NA	black	0	0	0
MGH53_P10_G02	NA	black	0	0	0.31034
MGH53_P10_G03	NA	black	0	0	0.7137
MGH53_P10_G04	NA	black	0	0	0
MGH53_P10_G05	0.200270060736	blue	3	0.20289	0.25096
MGH53_P10_G07	NA	black	0	0	0.85758
MGH53_P10_G08	NA	black	0	0	0.49057
MGH53_P10_G09	NA	black	0	0	0.16092
MGH53_P10_G11	0.173383964481	blue	3	0.22157	0.50284
MGH53_P10_H01	NA	black	0	0	0.46467
MGH53_P10_H02	NA	black	0	0	1.2875
MGH53_P10_H04	NA	black	0	0	0.57918
MGH53_P10_H05	NA	black	0	0	0.36401
MGH53_P10_H06	NA	black	0	0	1.1532
MGH53_P10_H07	NA	black	0	0	0
MGH53_P10_H08	NA	black	0	0	0
MGH53_P10_H09	0.235998129183	blue	3	0.12565	0.15056
MGH53_P10_H10	NA	black	0	0.22897	0
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0	2.5804
MGH53_P11_A02	NA	black	0	0	0
MGH53_P11_A03	NA	black	0	0	2.8801
MGH53_P11_A04	NA	black	0	0	0.93734
MGH53_P11_A06	0.198106667839	blue	3	0.16864	0.41468
MGH53_P11_A08	NA	black	0	0	0
MGH53_P11_A09	NA	black	0	0	0.37184
MGH53_P11_A10	0.195043840743	blue	3	0.15056	0.4782
MGH53_P11_A11	NA	black	0	0	0.73205
MGH53_P11_A12	NA	black	0	0	0.85519
MGH53_P11_B01	NA	black	0	0	0.72683
MGH53_P11_B02	NA	black	0	0.41576	0
MGH53_P11_B04	NA	black	0	0	0.22404
MGH53_P11_B05	0.192706408892	blue	3	0.18777	0.41251
MGH53_P11_B06	NA	black	0	0	1.0072
MGH53_P11_B07	NA	black	0	0	0.73898
MGH53_P11_B08	NA	black	0	0	0.51803
MGH53_P11_B09	NA	black	0	0	0.30685
MGH53_P11_B11	NA	black	0	0	2.0728
MGH53_P11_B12	NA	black	0	0	0.20289
MGH53_P11_C01	NA	black	0	0	1.636
MGH53_P11_C02	NA	black	0	0	0
MGH53_P11_C03	NA	black	0	0	0.514
MGH53_P11_C04	NA	black	0	0	0
MGH53_P11_C05	0.181167330625	blue	3	0.1865	0.51299
MGH53_P11_C06	NA	black	0	0	0.21164
MGH53_P11_C07	NA	black	0	0	0
MGH53_P11_C08	NA	black	0	0	0
MGH53_P11_C09	NA	black	0	0	0.33571
MGH53_P11_C10	NA	black	0	0	0
MGH53_P11_C11	NA	black	0	0	4.7431
MGH53_P11_C12	NA	black	0	0	1.0475
MGH53_P11_D01	-1.46069911854	black	0	0.1635	3.4874
MGH53_P11_D02	NA	black	0	0	0
MGH53_P11_D03	0.131035933883	blue	3	0.24001	0.76723
MGH53_P11_D04	NA	black	0	0	0.78157
MGH53_P11_D05	NA	black	0	0	0
MGH53_P11_D07	NA	black	0	0	0.23511
MGH53_P11_D08	NA	black	0	0	0
MGH53_P11_D09	NA	black	0	0	0.64893
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	NA	black	0	0	0
MGH53_P11_D12	NA	black	0	0.15575	0
MGH53_P11_E01	NA	black	0	0	3.0102
MGH53_P11_E02	NA	black	0	0	0
MGH53_P11_E04	NA	black	0	0	0.58304
MGH53_P11_E06	NA	black	0	0	0.35614
MGH53_P11_E08	NA	black	0	0	2.8828
MGH53_P11_E09	NA	black	0	0	0.3115
MGH53_P11_E10	NA	black	0	0	0.60407
MGH53_P11_E11	NA	black	0	0	0
MGH53_P11_E12	NA	black	0	0	0
MGH53_P11_F01	0.213018554864	blue	3	0.15575	0.30801
MGH53_P11_F02	NA	black	0	0	0.29042
MGH53_P11_F03	NA	black	0	0	0.35952
MGH53_P11_F04	NA	black	0	0	0
MGH53_P11_F05	NA	black	0	0	0
MGH53_P11_F07	0.133966368236	blue	3	0.36849	0.22404
MGH53_P11_F10	0.175131423486	blue	3	0.23389	0.45312
MGH53_P11_F11	NA	black	0	0	0
MGH53_P11_F12	NA	black	0	0	0
MGH53_P11_G01	0.148192520542	blue	3	0.10165	0.77062
MGH53_P11_G02	NA	black	0	0	0
MGH53_P11_G03	NA	black	0	0	0.59168
MGH53_P11_G04	NA	black	0	0	0.66812
MGH53_P11_G05	NA	black	0	0	0.45838
MGH53_P11_G06	NA	black	0	0	0.73812
MGH53_P11_G07	NA	black	0	0	0
MGH53_P11_G08	NA	black	0	0	0.36849
MGH53_P11_G09	0.22145703725	blue	3	0.14796	0.23879
MGH53_P11_G10	NA	black	0	0	0.37184
MGH53_P11_G11	NA	black	0	0	2.5155
MGH53_P11_G12	NA	black	0	0	0.51197
MGH53_P11_H01	0.153790186202	blue	3	0.27977	0.54399
MGH53_P11_H02	NA	black	0	0.27143	0
