Cell_name	Zvalue	Color	Cluster	BRCA1	EZH2
MGH36_P7_A10	NA	black	0	0.15963	0
MGH36_P7_A11	NA	black	0	0	0
MGH36_P7_A12	NA	black	0	1.2606	0
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	NA	black	0	0.14926	0
MGH36_P7_B03	NA	black	0	0.13881	0
MGH36_P7_B04	NA	black	0	0	3.0675
MGH36_P7_B06	-0.696452684654	red	1	0.10702	3.9085
MGH36_P7_B07	NA	black	0	0	0
MGH36_P7_B08	NA	black	0	0.073135	0
MGH36_P7_B09	-0.0855221208822	green3	2	0.17249	2.3956
MGH36_P7_B10	0.345509987874	green3	2	0.15186	0.97746
MGH36_P7_B11	NA	black	0	0.09356	0
MGH36_P7_B12	NA	black	0	0	0
MGH36_P7_C11	NA	black	0	0	1.254
MGH36_P7_D01	0.297884933262	green3	2	0.10836	1.2185
MGH36_P7_D02	NA	black	0	0	0
MGH36_P7_D03	NA	black	0	0	0
MGH36_P7_D05	NA	black	0	0.10165	0
MGH36_P7_D06	NA	black	0	0.15704	0
MGH36_P7_D07	-0.946456669304	red	1	0.11902	4.5099
MGH36_P7_D08	NA	black	0	0	1.3092
MGH36_P7_D09	NA	black	0	1.8383	0
MGH36_P7_D10	NA	black	0	0	2.0936
MGH36_P7_D11	NA	black	0	0	0
MGH36_P7_E01	NA	black	0	0	0
MGH36_P7_E03	NA	black	0	0.21412	0
MGH36_P7_E04	NA	black	0	0.15575	0
MGH36_P7_E05	NA	black	0	1.8679	0
MGH36_P7_E07	-0.799751788093	red	1	0.21412	4.4565
MGH36_P7_E08	NA	black	0	0.29631	0
MGH36_P7_E10	NA	black	0	0	0
MGH36_P7_E12	-1.83889893262	black	0	2.6971	0.67627
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	-0.360205828163	red	1	0.12565	3.1182
MGH36_P7_F03	-1.51782722535	red	1	0.10434	5.6578
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	-1.03079861429	red	1	0.2461	5.1496
MGH36_P7_F08	NA	black	0	0	0
MGH36_P7_F09	NA	black	0	0	1.7579
MGH36_P7_F10	NA	black	0	0.19912	0
MGH36_P7_F11	NA	black	0	0	0
MGH36_P7_F12	NA	black	0	0	0
MGH36_P7_G01	NA	black	0	0	1.6535
MGH36_P7_G02	NA	black	0	0	6.5466
MGH36_P7_G03	NA	black	0	0	0
MGH36_P7_G04	NA	black	0	0.23143	0
MGH36_P7_G05	NA	black	0	0.018634	0
MGH36_P7_G06	0.168289752614	green3	2	0.2302	1.5125
MGH36_P7_G08	NA	black	0	0.19156	0
MGH36_P7_G09	0.348562142872	green3	2	0.27023	0.61353
MGH36_P7_G10	NA	black	0	0	0
MGH36_P7_G11	NA	black	0	0	0.69421
MGH36_P7_H01	NA	black	0	0	1.6318
MGH36_P7_H02	NA	black	0	0	1.5984
MGH36_P7_H03	NA	black	0	0.11237	0
MGH36_P7_H04	NA	black	0	0	0
MGH36_P7_H07	NA	black	0	0	0
MGH36_P7_H08	0.414644170845	green3	2	0.21288	0.52206
MGH36_P7_H10	5.21033969467	black	0	3.2421	6.6817
MGH36_P7_H11	NA	black	0	0	4.6825
MGH36_P7_H12	NA	black	0	0.39067	0
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0	1.2702
MGH36_P5_A05	NA	black	0	0.24732	0
MGH36_P5_A06	NA	black	0	0	1.9245
MGH36_P5_A07	NA	black	0	0	3.9504
MGH36_P5_A08	NA	black	0	0.20163	0
MGH36_P5_A09	-2.7025996622	black	0	4.3916	1.1789
MGH36_P5_B02	NA	black	0	0	0
MGH36_P5_B03	NA	black	0	0.41576	0
MGH36_P5_B04	NA	black	0	0.24123	0
MGH36_P5_B05	NA	black	0	0.079975	0
MGH36_P5_B06	NA	black	0	0	0
MGH36_P5_B07	NA	black	0	0.32769	0
MGH36_P5_B08	-0.270892289199	red	1	0.29278	3.1347
MGH36_P5_B09	NA	black	0	0.070389	0
MGH36_P5_B10	NA	black	0	0	5.8718
MGH36_P5_B11	NA	black	0	0	0
MGH36_P5_C01	NA	black	0	0	0
MGH36_P5_C02	NA	black	0	0.47301	0
MGH36_P5_C03	NA	black	0	0.097611	0
MGH36_P5_C04	NA	black	0	0.30918	0
MGH36_P5_C05	NA	black	0	0.055196	0
MGH36_P5_C06	NA	black	0	0.051024	0
MGH36_P5_C09	-0.616272223005	red	1	0.028569	3.5657
MGH36_P5_C11	0.0631193866242	green3	2	0.067639	1.9471
MGH36_P5_C12	NA	black	0	0	2.8383
MGH36_P5_D01	NA	black	0	1.5553	0
MGH36_P5_D02	-1.48782572434	red	1	0.1003	5.5829
MGH36_P5_D03	0.144652878529	green3	2	0.19535	1.636
MGH36_P5_D04	2.76481051436	black	0	3.4975	4.4122
MGH36_P5_D06	NA	black	0	0	0
MGH36_P5_D07	-0.85657929306	red	1	0.2302	4.6549
MGH36_P5_D08	NA	black	0	0.38184	0
MGH36_P5_D09	NA	black	0	0	2.6026
MGH36_P5_D11	NA	black	0	0.123	0
MGH36_P5_D12	NA	black	0	0.42761	0
MGH36_P5_E01	-0.0282095492114	green3	2	0.848	1.7163
MGH36_P5_E02	3.64450309656	black	0	3.2693	5.296
MGH36_P5_E03	0.528197283883	green3	2	0.085425	0.49774
MGH36_P5_E05	NA	black	0	0.26664	0
MGH36_P5_E07	NA	black	0	0.053806	0
MGH36_P5_E08	-0.0375760652254	green3	2	0.038436	2.2123
MGH36_P5_E09	NA	black	0	0.10299	0
MGH36_P5_E10	NA	black	0	0	4.8351
MGH36_P5_E11	NA	black	0	3.168	0
MGH36_P5_F02	0.287561276792	green3	2	0.098958	1.2648
MGH36_P5_F04	0.118589597997	green3	2	0.11103	1.7748
MGH36_P5_F05	0.35198711254	green3	2	0.079975	1.0902
MGH36_P5_F06	NA	black	0	0.07861	0
MGH36_P5_F07	NA	black	0	0.10836	0
MGH36_P5_F08	NA	black	0	0.16607	0
MGH36_P5_F09	NA	black	0	0.26183	0
MGH36_P5_F10	NA	black	0	1.8548	0
MGH36_P5_F11	NA	black	0	0	0
MGH36_P5_G01	NA	black	0	0	0.56755
MGH36_P5_G02	NA	black	0	0	0
MGH36_P5_G04	NA	black	0	0.17121	0
MGH36_P5_G06	NA	black	0	0.17632	0
MGH36_P5_G07	0.183263759689	green3	2	0.056584	1.6173
MGH36_P5_G08	NA	black	0	0	0
MGH36_P5_G09	0.535804483774	green3	2	0.10969	0.39506
MGH36_P5_G10	NA	black	0	0.2857	0
MGH36_P5_G11	NA	black	0	0.1776	0
MGH36_P5_H02	NA	black	0	0	0
MGH36_P5_H03	NA	black	0	0.15056	0
MGH36_P5_H05	NA	black	0	0.22404	0
MGH36_P5_H06	0.0880837520259	green3	2	0.082703	1.8742
MGH36_P5_H07	0.148014489214	green3	2	0.19283	1.6262
MGH36_P5_H09	NA	black	0	0	0
MGH36_P10_A02	-2.48800507199	black	0	3.8624	1.0286
MGH36_P10_A04	NA	black	0	0	0.53506
MGH36_P10_A05	NA	black	0	0	1.099
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	0.261989245029	green3	2	0.28924	0.98477
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	0	1.3846
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	2.9879	0
MGH36_P10_B03	NA	black	0	0	0.8488
MGH36_P10_B05	NA	black	0	0	2.8647
MGH36_P10_B07	NA	black	0	0.22774	0
MGH36_P10_B08	0.308082952253	green3	2	0.26903	0.8213
MGH36_P10_B10	NA	black	0	0	3.3633
MGH36_P10_B11	NA	black	0	0	0
MGH36_P10_C01	-0.38240773087	red	1	0.20414	3.3111
MGH36_P10_C03	-0.79077770528	red	1	0.27858	4.6587
MGH36_P10_C04	-1.90109613368	black	0	2.3674	0.25942
MGH36_P10_C06	NA	black	0	0	0.41684
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	0	4.2838
MGH36_P10_C09	NA	black	0	4.4551	0
MGH36_P10_C10	NA	black	0	0	0
MGH36_P10_C12	NA	black	0	0.15056	0
MGH36_P10_D01	NA	black	0	0	0.4489
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	NA	black	0	0	0
MGH36_P10_D04	-0.0430443970945	green3	2	0.21164	2.278
MGH36_P10_D05	NA	black	0	0.41576	0
MGH36_P10_D07	NA	black	0	0.15056	0
MGH36_P10_D09	NA	black	0	0	0
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	NA	black	0	0	0
MGH36_P10_D12	NA	black	0	0.1903	0
MGH36_P10_E02	NA	black	0	0	2.5195
MGH36_P10_E03	NA	black	0	0	0
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	NA	black	0	0	0
MGH36_P10_E07	NA	black	0	0	0
MGH36_P10_E10	NA	black	0	0.25701	0
MGH36_P10_E11	NA	black	0	0	0
MGH36_P10_E12	NA	black	0	0	2.2546
MGH36_P10_F02	NA	black	0	0	0
MGH36_P10_F03	NA	black	0	0	1.3668
MGH36_P10_F05	NA	black	0	0	3.9105
MGH36_P10_F06	NA	black	0	0.28096	0
MGH36_P10_F08	NA	black	0	0	1.1609
MGH36_P10_F09	NA	black	0	0	0
MGH36_P10_F10	NA	black	0	4.5406	0
MGH36_P10_F11	-0.164926093485	red	1	0.21039	2.6706
MGH36_P10_F12	NA	black	0	0	1.9935
MGH36_P10_G01	NA	black	0	0	0.92372
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	NA	black	0	0	0
MGH36_P10_G05	NA	black	0	0	0
MGH36_P10_G06	NA	black	0	2.9888	0
MGH36_P10_G07	NA	black	0	0	2.4492
MGH36_P10_G08	NA	black	0	0.18396	0
MGH36_P10_G09	NA	black	0	0.14012	0
MGH36_P10_G10	NA	black	0	0	1.1097
MGH36_P10_G11	NA	black	0	0.17121	0
MGH36_P10_H01	NA	black	0	0	1.4076
MGH36_P10_H03	NA	black	0	0	1.2636
MGH36_P10_H04	NA	black	0	0	2.9492
MGH36_P10_H05	NA	black	0	0	0.51602
MGH36_P10_H06	NA	black	0	0	1.4494
MGH36_P10_H09	NA	black	0	0	0
MGH36_P10_H11	NA	black	0	0	0.24853
MGH36_P10_H12	NA	black	0	0	0
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	NA	black	0	3.0979	0
MGH36_P8_A04	NA	black	0	0.22404	0
MGH36_P8_A06	NA	black	0	0	0
MGH36_P8_A07	NA	black	0	0.6581	0
MGH36_P8_A08	NA	black	0	0	2.1798
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	NA	black	0	0.24975	0
MGH36_P8_A12	NA	black	0	0.22774	0
MGH36_P8_B01	NA	black	0	1.119	0
MGH36_P8_B02	NA	black	0	0.52707	0
MGH36_P8_B03	NA	black	0	0	2.2842
MGH36_P8_B04	NA	black	0	0	3.6256
MGH36_P8_B05	NA	black	0	0	1.8817
MGH36_P8_B08	-0.021288287432	green3	2	0.39067	2.2576
MGH36_P8_B09	NA	black	0	0	3.3323
MGH36_P8_B10	NA	black	0	0	0.37295
MGH36_P8_B11	NA	black	0	0.26544	0
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	NA	black	0	0.12433	0
MGH36_P8_C02	NA	black	0	0	0.40599
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	NA	black	0	0	0.99132
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0	2.7437
MGH36_P8_C10	NA	black	0	0	2.6565
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	0	0.57725
MGH36_P8_D03	NA	black	0	0.32884	0
MGH36_P8_D04	-0.930051661737	red	1	2.9588	1.6327
MGH36_P8_D05	NA	black	0	0	0
MGH36_P8_D07	NA	black	0	0	0
MGH36_P8_D08	NA	black	0	0.56267	0
MGH36_P8_D09	NA	black	0	0	0
MGH36_P8_D10	NA	black	0	0.24245	0
MGH36_P8_D11	-0.584006094333	red	1	1.2869	0.43829
MGH36_P8_D12	NA	black	0	0	0
MGH36_P8_E01	NA	black	0	0.64062	0
MGH36_P8_E02	NA	black	0	0	0
MGH36_P8_E03	-2.51215693067	black	0	3.2766	0.63134
MGH36_P8_E04	NA	black	0	1.5553	0
MGH36_P8_E05	0.47371933345	green3	2	0.16864	0.43189
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	-0.779294688304	red	1	0.10568	4.0963
MGH36_P8_E10	NA	black	0	0	1.1362
MGH36_P8_F02	NA	black	0	0	0
MGH36_P8_F04	NA	black	0	0.16736	0
MGH36_P8_F05	NA	black	0	3.0409	0
MGH36_P8_F07	NA	black	0	3.2194	0
MGH36_P8_F09	-1.10428148181	red	1	1.7442	0.35727
MGH36_P8_G01	NA	black	0	0	2.9697
MGH36_P8_G02	NA	black	0	3.5326	0
MGH36_P8_G03	-1.08596011473	red	1	1.7954	0.47405
MGH36_P8_G04	NA	black	0	0.19535	0
MGH36_P8_G05	NA	black	0	0	0
MGH36_P8_G06	NA	black	0	2.1741	0
MGH36_P8_G07	NA	black	0	0	1.5044
MGH36_P8_G08	NA	black	0	0	1.0861
MGH36_P8_G09	NA	black	0	0	3.5241
MGH36_P8_G10	NA	black	0	0	0
MGH36_P8_G12	NA	black	0	0	0
MGH36_P8_H01	NA	black	0	0	0.2228
MGH36_P8_H03	NA	black	0	0	2.3277
MGH36_P8_H04	NA	black	0	0	1.2821
MGH36_P8_H06	NA	black	0	1.7381	0
MGH36_P8_H07	NA	black	0	0	0.48954
MGH36_P8_H09	0.352888122786	green3	2	2.059	2.8337
MGH36_P8_H10	NA	black	0	0	3.4421
MGH36_P8_H11	0.594228855608	green3	2	0.1137	0.15963
MGH36_P9_A01	NA	black	0	0	0
MGH36_P9_A02	NA	black	0	3.7542	0
MGH36_P9_A03	NA	black	0	0	0
MGH36_P9_A05	NA	black	0	0	1.7978
MGH36_P9_A06	NA	black	0	2.9499	0
MGH36_P9_A07	-0.057938919136	green3	2	0.37407	2.4217
MGH36_P9_A09	-0.0581287838423	green3	2	0.45943	2.5028
MGH36_P9_A10	0.598262804948	green3	2	2.5261	3.0076
MGH36_P9_A11	NA	black	0	2.2007	0
MGH36_P9_A12	0.0253470282159	green3	2	0.8528	2.9535
MGH36_P9_B01	NA	black	0	0	0
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	0	0.90304
MGH36_P9_B07	0.136187323955	green3	2	0.4813	1.0697
MGH36_P9_B08	0.074215938902	green3	2	2.228	2.4311
MGH36_P9_B09	NA	black	0	0	2.1757
MGH36_P9_B10	NA	black	0	0	0
MGH36_P9_B11	NA	black	0	0	0
MGH36_P9_B12	NA	black	0	0	1.8082
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0.26664	0
MGH36_P9_C03	NA	black	0	0.66812	0
MGH36_P9_C05	NA	black	0	0.1375	0
MGH36_P9_C07	NA	black	0	0	0
MGH36_P9_C08	NA	black	0	0	0
MGH36_P9_C09	NA	black	0	0	0
MGH36_P9_C11	NA	black	0	1.1991	0
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	-0.920242984218	red	1	2.6404	1.4839
MGH36_P9_D07	NA	black	0	0	2.1299
MGH36_P9_D08	NA	black	0	0	3.7327
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0	1.86
MGH36_P9_D11	-0.153384194545	green3	2	0.25459	2.6792
MGH36_P9_E01	NA	black	0	0	2.5929
MGH36_P9_E02	NA	black	0	0	2.2687
MGH36_P9_E03	NA	black	0	0	0.41576
MGH36_P9_E04	0.468682954063	green3	2	1.9957	3.0367
MGH36_P9_E05	NA	black	0	0	1.0115
MGH36_P9_E06	NA	black	0	0.60407	0
MGH36_P9_E07	-0.217046100473	red	1	0.2302	2.8578
MGH36_P9_E08	-0.136377594171	green3	2	0.33228	2.7091
MGH36_P9_E10	NA	black	0	0	0
MGH36_P9_E11	NA	black	0	0	0
MGH36_P9_E12	NA	black	0	0	0.43616
MGH36_P9_F02	NA	black	0	0	2.9551
MGH36_P9_F03	NA	black	0	0	3.2657
MGH36_P9_F04	NA	black	0	0	0
MGH36_P9_F08	NA	black	0	0	0
MGH36_P9_F09	NA	black	0	0.81147	0
MGH36_P9_F10	0.169584557981	green3	2	0.26664	1.4589
MGH36_P9_F11	NA	black	0	0	1.8266
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	0	0.51096
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	0.48233
MGH36_P9_G06	NA	black	0	0	0
MGH36_P9_G07	NA	black	0	0	0
MGH36_P9_G08	NA	black	0	0	2.2815
MGH36_P9_G09	0.250055466242	green3	2	0.37184	0.73118
MGH36_P9_G10	-0.408791866936	red	1	0.098958	3.2012
MGH36_P9_G11	NA	black	0	0	0.41684
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	NA	black	0	0	1.7242
MGH36_P9_H03	NA	black	0	0	0.62106
MGH36_P9_H04	NA	black	0	0	1.9523
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	0	0.65627
MGH36_P9_H08	NA	black	0	0	0.98987
MGH36_P9_H10	-1.19221158472	red	1	1.736	0.19912
MGH36_P9_H11	NA	black	0	0	0.94111
MGH36_P9_H12	NA	black	0	0	0
MGH36_P2_A01	NA	black	0	0.26544	0
MGH36_P2_A03	NA	black	0	0	0.12168
MGH36_P2_A04	NA	black	0	0.08134	0
MGH36_P2_A05	NA	black	0	0.10165	0
MGH36_P2_A06	NA	black	0	0.24367	0
MGH36_P2_A07	NA	black	0	0.16479	0
MGH36_P2_A08	NA	black	0	0	1.3138
MGH36_P2_A11	NA	black	0	2.9218	0
MGH36_P2_B03	NA	black	0	0	0
MGH36_P2_B04	-0.820866721083	red	1	0.19156	4.437
MGH36_P2_B05	NA	black	0	0	0
MGH36_P2_B06	-0.0148137112112	green3	2	0.0028825	2.1486
MGH36_P2_B07	-2.09252431249	black	0	2.4268	0.13881
MGH36_P2_B08	0.127267512842	green3	2	0.30685	1.5912
MGH36_P2_B09	0.6626666885	green3	2	0.052416	0.14012
MGH36_P2_B10	NA	black	0	0	0
MGH36_P2_B11	NA	black	0	0	2.8007
MGH36_P2_B12	NA	black	0	0	0
MGH36_P2_C02	2.01349204076	black	0	2.7058	4.4033
MGH36_P2_C03	-0.781652480544	red	1	0.077243	4.032
MGH36_P2_C04	NA	black	0	1.7172	0
MGH36_P2_C07	0.622301309934	green3	2	0.035624	0.32998
MGH36_P2_C08	-0.688024969947	red	1	0.25217	4.287
MGH36_P2_C09	NA	black	0	0	4.451
MGH36_P2_C10	0.512967858101	green3	2	0.15186	0.33342
MGH36_P2_C11	NA	black	0	0.048236	0
MGH36_P2_C12	0.399568119941	green3	2	0.07861	0.94186
MGH36_P2_D01	NA	black	0	4.2987	0
MGH36_P2_D02	0.494349473264	green3	2	0.082703	0.62106
MGH36_P2_D04	NA	black	0	3.8947	0
MGH36_P2_D05	NA	black	0	0	0
MGH36_P2_D06	NA	black	0	0	0
MGH36_P2_D07	NA	black	0	0.063503	0
MGH36_P2_D08	0.601236106368	green3	2	0.028569	0.41792
MGH36_P2_D09	NA	black	0	0.097611	0
MGH36_P2_D10	NA	black	0	0.059355	0
MGH36_P2_D11	0.431654220688	green3	2	0.16736	0.60786
MGH36_P2_E01	0.42398230487	green3	2	0.16092	0.6581
MGH36_P2_E02	NA	black	0	0	0
MGH36_P2_E03	-1.94706678049	black	0	2.5051	0.37851
MGH36_P2_E04	NA	black	0	2.9294	0
MGH36_P2_E06	NA	black	0	0.049631	0
MGH36_P2_E07	0.538156541225	green3	2	0.18269	0.090853
MGH36_P2_E08	NA	black	0	0.16092	0
MGH36_P2_E09	NA	black	0	0.020058	0
MGH36_P2_E10	NA	black	0	0.25822	0
MGH36_P2_F02	NA	black	0	0.12565	0
MGH36_P2_F03	NA	black	0	0	1.0264
MGH36_P2_F04	NA	black	0	0	0.24975
MGH36_P2_F06	NA	black	0	0.10434	0
MGH36_P2_F07	0.559166421977	green3	2	0.11237	0.29866
MGH36_P2_F08	NA	black	0	0.21164	0
MGH36_P2_F10	0.426770907571	green3	2	0.23266	0.38294
MGH36_P2_F11	NA	black	0	0.20289	0
MGH36_P2_F12	0.496867122365	green3	2	0.10969	0.53705
MGH36_P2_G01	NA	black	0	0.11237	0
MGH36_P2_G02	0.378264941225	green3	2	0.14666	0.86948
MGH36_P2_G03	NA	black	0	0.063503	0
MGH36_P2_G04	0.403916350875	green3	2	0.1903	0.64801
MGH36_P2_G05	-0.963761627742	red	1	0.032806	4.3116
MGH36_P2_G07	0.421029594255	green3	2	0.03984	0.94711
MGH36_P2_G08	NA	black	0	0.11636	0
MGH36_P2_G09	-0.188136805522	red	1	0.0229	2.5777
MGH36_P2_G11	NA	black	0	0.17121	0
MGH36_P2_G12	NA	black	0	0	0
MGH36_P2_H01	NA	black	0	0	0.64432
MGH36_P2_H02	0.4462957483	green3	2	1.2363	4.3774
MGH36_P2_H03	NA	black	0	0.19787	0
MGH36_P2_H04	1.8687906353	black	0	3.3387	3.834
MGH36_P2_H05	NA	black	0	0.05797	0
MGH36_P2_H06	-2.0102634672	black	0	2.8331	0.64985
MGH36_P2_H07	-0.0141265651334	green3	2	0.39397	2.2231
MGH36_P2_H10	NA	black	0	0	0
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	1.4515
MGH53_P5_A04	NA	black	0	0.68975	0
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0.71984	0
MGH53_P5_A08	NA	black	0	0.52507	0
MGH53_P5_A09	0.499363553461	green3	2	4.0306	2.8047
MGH53_P5_A11	NA	black	0	0	3.3768
MGH53_P5_B01	NA	black	0	0	0
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	2.97071374209	black	0	4.0049	4.2714
MGH53_P5_B05	0.0954157277576	green3	2	0.48336	1.4378
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	NA	black	0	0.19283	0
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	0	1.0745
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	0
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	NA	black	0	1.7723	0
MGH53_P5_C04	NA	black	0	0	3.5232
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	NA	black	0	0	5.1861
MGH53_P5_C08	0.0103928553815	green3	2	0.81885	3.1458
MGH53_P5_C09	NA	black	0	0	0
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	NA	black	0	0.32308	0
MGH53_P5_D01	NA	black	0	0	2.7446
MGH53_P5_D02	3.36569745586	black	0	4.6145	4.2483
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	NA	black	0	0	6.4683
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	0	4.6639
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	0
MGH53_P5_E02	NA	black	0	1.5099	0
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	0	0
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0.57434	0
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	0
MGH53_P5_F03	NA	black	0	0.44784	0
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	NA	black	0	0	2.3945
MGH53_P5_F07	NA	black	0	0	5.4712
MGH53_P5_F08	NA	black	0	0	0
MGH53_P5_F10	NA	black	0	0.64432	0
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	0	0
MGH53_P5_G04	NA	black	0	0	0
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	0	1.9111
MGH53_P5_G08	NA	black	0	0.3173	0
MGH53_P5_G09	NA	black	0	0	0
MGH53_P5_G10	0.525509300071	green3	2	0.16736	0.21785
MGH53_P5_G11	NA	black	0	0	0.83269
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0.6526	0
MGH53_P5_H05	-0.000112229462674	green3	2	0.69866	2.1859
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0.21039	0
MGH53_P6_A01	-0.0001864420232	green3	2	0.76384	2.1391
MGH53_P6_A02	NA	black	0	0.34937	0
MGH53_P6_A03	NA	black	0	0	0
MGH53_P6_A04	NA	black	0	0	3.4602
MGH53_P6_A05	-1.51751133562	red	1	0.24367	6.2666
MGH53_P6_A06	NA	black	0	0.17249	0
MGH53_P6_A07	NA	black	0	0	0
MGH53_P6_A08	NA	black	0	0.15056	0
MGH53_P6_A09	NA	black	0	3.9513	0
MGH53_P6_A10	0.485818469676	green3	2	0.19661	0.26544
MGH53_P6_A11	0.105046952853	green3	2	0.14926	1.7991
MGH53_P6_A12	NA	black	0	0	1.2672
MGH53_P6_B02	NA	black	0	0	0
MGH53_P6_B03	NA	black	0	0	0
MGH53_P6_B04	NA	black	0	0	0
MGH53_P6_B05	NA	black	0	0.19535	0
MGH53_P6_B06	NA	black	0	0.21412	0
MGH53_P6_B07	NA	black	0	0.35502	0
MGH53_P6_B09	-1.07928120219	red	1	3.5718	1.7617
MGH53_P6_B10	-0.987213838056	red	1	0.20038	4.8693
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	NA	black	0	0.32884	0
MGH53_P6_C04	NA	black	0	2.2995	0
MGH53_P6_C05	NA	black	0	0.23143	0
MGH53_P6_C06	0.436068603165	green3	2	0.19409	0.49774
MGH53_P6_C07	NA	black	0	0	0
MGH53_P6_C08	0.471415105821	green3	2	0.20664	0.28688
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	NA	black	0	0	0.27501
MGH53_P6_C11	NA	black	0	0	2.0621
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	NA	black	0	0	0
MGH53_P6_D03	NA	black	0	0	0
MGH53_P6_D05	NA	black	0	0	0
MGH53_P6_D07	NA	black	0	0	1.4005
MGH53_P6_D08	-0.0328727855857	green3	2	0.33457	2.2878
MGH53_P6_D09	NA	black	0	0	0.84077
MGH53_P6_D10	NA	black	0	0	0.32539
MGH53_P6_D11	0.452647110503	green3	2	0.2461	0.18396
MGH53_P6_D12	NA	black	0	0.94411	0
MGH53_P6_E01	NA	black	0	0	0.44042
MGH53_P6_E02	NA	black	0	0.12961	0
MGH53_P6_E03	0.481775770578	green3	2	0.16221	0.42223
MGH53_P6_E04	NA	black	0	0	0
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0.27739	0
MGH53_P6_E07	NA	black	0	0	5.5685
MGH53_P6_E08	NA	black	0	0	0
MGH53_P6_E09	NA	black	0	0	0
MGH53_P6_E10	NA	black	0	0	5.2781
MGH53_P6_F01	NA	black	0	0	0.28333
MGH53_P6_F02	NA	black	0	0	0.1903
MGH53_P6_F03	NA	black	0	0	0
MGH53_P6_F04	NA	black	0	0	0
MGH53_P6_F05	NA	black	0	0	2.6406
MGH53_P6_F06	NA	black	0	0	0.77484
