Cell_name	Zvalue	Color	Cluster	MYC	RBL1
MGH36_P6_G04	NA	black	0	0	0.55778
MGH36_P6_G05	1.04163086587	green3	2	0.42331	0.088142
MGH36_P6_G06	NA	black	0	0	0.45943
MGH36_P6_G07	NA	black	0	0	0.31267
MGH36_P6_G08	0.941780998539	green3	2	5.4186	1.7778
MGH36_P6_G09	-0.514457202499	red	1	4.8827	0.16607
MGH36_P6_G10	NA	black	0	0	0
MGH36_P6_G11	NA	black	0	0	0.10434
MGH36_P6_G12	NA	black	0	0	0
MGH36_P6_H06	NA	black	0	0	0.37962
MGH36_P6_H07	NA	black	0	0	0.086784
MGH36_P6_H10	0.147861554761	red	1	2.9968	0.070389
MGH36_P6_H12	0.802243461241	green3	2	0.1375	0.28924
MGH36_P7_A01	NA	black	0	0	0
MGH36_P7_A02	NA	black	0	0	0.25338
MGH36_P7_A03	NA	black	0	0	0.23511
MGH36_P7_A04	NA	black	0	0	0
MGH36_P7_A06	NA	black	0	0	0.48543
MGH36_P7_A07	NA	black	0	0	0.22527
MGH36_P7_A08	NA	black	0	0	0.30685
MGH36_P7_A09	NA	black	0	0	0
MGH36_P7_A10	NA	black	0	0	0.15834
MGH36_P7_A11	NA	black	0	0	0.084064
MGH36_P7_A12	NA	black	0	0	0
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	NA	black	0	0	0
MGH36_P7_B03	NA	black	0	0	0.29278
MGH36_P7_B04	NA	black	0	0	0.14274
MGH36_P7_B06	NA	black	0	0	0.56949
MGH36_P7_B07	0.192970569216	red	1	2.6875	0.27381
MGH36_P7_B08	NA	black	0	0	0.17887
MGH36_P7_B09	NA	black	0	0	0.47405
MGH36_P7_B10	NA	black	0	0	0.3505
MGH36_P7_B11	NA	black	0	0	0.085425
MGH36_P7_B12	NA	black	0	0	0
MGH36_P7_C11	-0.240459843228	red	1	4.1294	0.19283
MGH36_P7_D01	NA	black	0	0	0
MGH36_P7_D02	NA	black	0	0	0.60692
MGH36_P7_D03	NA	black	0	0	0
MGH36_P7_D05	NA	black	0	0	0.1776
MGH36_P7_D06	NA	black	0	0	0
MGH36_P7_D07	-0.103900282375	red	1	4.2029	0.57434
MGH36_P7_D08	NA	black	0	0	0.17121
MGH36_P7_D09	0.383286446422	red	1	2.3374	0.089498
MGH36_P7_D10	NA	black	0	0	0
MGH36_P7_D11	NA	black	0	0	0.35276
MGH36_P7_E01	NA	black	0	0	0.2461
MGH36_P7_E03	NA	black	0	0	0.40381
MGH36_P7_E04	NA	black	0	0	0
MGH36_P7_E05	NA	black	0	0	0.28333
MGH36_P7_E07	NA	black	0	0	0
MGH36_P7_E08	NA	black	0	0	0
MGH36_P7_E10	NA	black	0	0	0
MGH36_P7_E12	NA	black	0	0	0
MGH36_P7_F01	NA	black	0	0	2.3668
MGH36_P7_F02	1.0828202874	green3	2	0.1903	0.10969
MGH36_P7_F03	NA	black	0	0	1.5806
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	NA	black	0	0	0
MGH36_P7_F08	NA	black	0	0	0
MGH36_P7_F09	NA	black	0	3.3173	0
MGH36_P7_F10	NA	black	0	0	0.17249
MGH36_P7_F11	NA	black	0	0	0.22404
MGH36_P7_F12	NA	black	0	0	0.074505
MGH36_P7_G01	NA	black	0	0	3.4007
MGH36_P7_G02	NA	black	0	0	0.15445
MGH36_P7_G03	NA	black	0	0	0.24489
MGH36_P7_G04	NA	black	0	0	0.21039
MGH36_P7_G05	NA	black	0	0	0
MGH36_P7_G06	NA	black	0	4.4513	0
MGH36_P7_G08	NA	black	0	0	0.6397
MGH36_P7_G09	NA	black	0	0	0
MGH36_P7_G10	NA	black	0	0	0
MGH36_P7_G11	NA	black	0	0	0
MGH36_P7_H01	NA	black	0	0	0.17249
MGH36_P7_H02	NA	black	0	0	0
MGH36_P7_H03	NA	black	0	0	0.23511
MGH36_P7_H04	NA	black	0	0	0.12035
MGH36_P7_H07	NA	black	0	0	0.13881
MGH36_P7_H08	NA	black	0	0	0.20914
MGH36_P7_H10	NA	black	0	0	0.21288
MGH36_P7_H11	NA	black	0	0	0.4489
MGH36_P7_H12	NA	black	0	0	0.43723
MGH36_P5_A02	0.245491253977	red	1	1.4212	0.54696
MGH36_P5_A03	NA	black	0	0	0
MGH36_P5_A05	NA	black	0	0	0.45628
MGH36_P5_A06	NA	black	0	0	0.64432
MGH36_P5_A07	NA	black	0	3.7595	0
MGH36_P5_A08	NA	black	0	0	0.33113
MGH36_P5_A09	NA	black	0	0	0
MGH36_P5_B02	NA	black	0	0	0.22897
MGH36_P5_B03	NA	black	0	0	0
MGH36_P5_B04	0.352002980063	red	1	1.101	0.48543
MGH36_P5_B05	NA	black	0	0	0.20414
MGH36_P5_B06	-1.20471623331	red	1	8.1739	0.39067
MGH36_P5_B07	NA	black	0	0	3.8098
MGH36_P5_B08	NA	black	0	0	0
MGH36_P5_B09	-0.0866555385082	red	1	3.6766	0.22774
MGH36_P5_B10	NA	black	0	0	0.16864
MGH36_P5_B11	NA	black	0	0	0.31267
MGH36_P5_C01	NA	black	0	0	0
MGH36_P5_C02	0.38512280371	red	1	0.28688	0.53107
MGH36_P5_C03	NA	black	0	0	0.19912
MGH36_P5_C04	0.491243067611	red	1	5.258	1.3679
MGH36_P5_C05	-0.252725383826	red	1	4.2223	0.23511
MGH36_P5_C06	NA	black	0	0	0.4489
MGH36_P5_C09	NA	black	0	0	0.16736
MGH36_P5_C11	NA	black	0	0	0.51197
MGH36_P5_C12	0.237774394042	red	1	2.1545	0.42653
MGH36_P5_D01	NA	black	0	0	0
MGH36_P5_D02	-1.27884084729	red	1	6.7341	0.1177
MGH36_P5_D03	NA	black	0	0	0.04684
MGH36_P5_D04	-1.03056041977	red	1	0.47197	1.4531
MGH36_P5_D06	NA	black	0	0	0.20539
MGH36_P5_D07	NA	black	0	0	0.24123
MGH36_P5_D08	0.169520858389	red	1	2.8738	0.16864
MGH36_P5_D09	NA	black	0	0	0.09356
MGH36_P5_D11	NA	black	0	0	0.45733
MGH36_P5_D12	NA	black	0	0	0.41359
MGH36_P5_E01	NA	black	0	0	0
MGH36_P5_E02	NA	black	0	0	0.29983
MGH36_P5_E03	0.780212990509	green3	2	0.53804	0.24245
MGH36_P5_E05	NA	black	0	0	0.21288
MGH36_P5_E07	NA	black	0	0	0.42868
MGH36_P5_E08	-0.35091298441	red	1	4.6955	0.30918
MGH36_P5_E09	NA	black	0	0	0.24123
MGH36_P5_E10	1.03466645046	green3	2	0.55189	0.063503
MGH36_P5_E11	NA	black	0	0	0.68885
MGH36_P5_F02	0.832978665072	green3	2	0.65168	0.18396
MGH36_P5_F04	0.42742833422	red	1	0.54003	0.4844
MGH36_P5_F05	NA	black	0	0	1.7562
MGH36_P5_F06	NA	black	0	0	0.11103
MGH36_P5_F07	NA	black	0	0	0.2228
MGH36_P5_F08	-0.044156709919	red	1	3.5799	0.3505
MGH36_P5_F09	0.277490578642	red	1	0.77484	0.57337
MGH36_P5_F10	NA	black	0	0	2.6133
MGH36_P5_F11	NA	black	0	0	0.33228
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	0.053806
MGH36_P5_G04	NA	black	0	0.25942	0
MGH36_P5_G06	1.00113428884	green3	2	0.071763	0.18015
MGH36_P5_G07	NA	black	0	0	0.2228
MGH36_P5_G08	NA	black	0	0	0.4782
MGH36_P5_G09	NA	black	0	0	0.20914
MGH36_P5_G10	0.73859714755	green3	2	0.72857	0.23756
MGH36_P5_G11	NA	black	0	0	0.22774
MGH36_P5_H02	NA	black	0	0	0
MGH36_P5_H03	-1.86196153343	black	0	0.86156	2.177
MGH36_P5_H05	NA	black	0	0	0.22527
MGH36_P5_H06	NA	black	0	0	0.20038
MGH36_P5_H07	NA	black	0	0	0.1865
MGH36_P5_H09	NA	black	0	0	0.12433
MGH36_P10_A02	NA	black	0	0	0
MGH36_P10_A04	NA	black	0	0	0.18142
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	-0.0012188128524	red	1	3.3918	0.13488
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	2.6821
MGH36_P10_B01	NA	black	0	4.2624	0
MGH36_P10_B03	NA	black	0	4.0921	0
MGH36_P10_B05	-0.307314060242	red	1	3.1514	2.6325
MGH36_P10_B07	NA	black	0	0	0
MGH36_P10_B08	0.194546314987	red	1	2.6487	0.29748
MGH36_P10_B10	NA	black	0	0	0
MGH36_P10_B11	NA	black	0	0	3.237
MGH36_P10_C01	NA	black	0	0	0.22527
MGH36_P10_C03	NA	black	0	0	0
MGH36_P10_C04	NA	black	0	0	1.8871
MGH36_P10_C06	0.854647820793	green3	2	0.7966	0.13619
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	0	0.31615
MGH36_P10_C09	NA	black	0	0	0
MGH36_P10_C10	NA	black	0	0	0
MGH36_P10_C12	NA	black	0	0	0
MGH36_P10_D01	NA	black	0	0	0
MGH36_P10_D02	NA	black	0	0	0
MGH36_P10_D03	NA	black	0	3.3523	0
MGH36_P10_D04	NA	black	0	0	0
MGH36_P10_D05	NA	black	0	0	0
MGH36_P10_D07	NA	black	0	0	0
MGH36_P10_D09	NA	black	0	3.877	0
MGH36_P10_D10	-0.224807349054	red	1	4.3087	0.34937
MGH36_P10_D11	0.104932540378	red	1	2.828	0.45101
MGH36_P10_D12	0.964886868929	green3	2	0.28924	0.16479
MGH36_P10_E02	NA	black	0	0.59455	0
MGH36_P10_E03	NA	black	0	0	0
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	NA	black	0	0	0
MGH36_P10_E07	NA	black	0	0	0
MGH36_P10_E10	NA	black	0	0	0
MGH36_P10_E11	0.854766853367	green3	2	0.35389	0.22404
MGH36_P10_E12	1.00047165335	green3	2	0.20163	0.15834
MGH36_P10_F02	NA	black	0	1.0172	0
MGH36_P10_F03	NA	black	0	0	0.13093
MGH36_P10_F05	NA	black	0	0	0
MGH36_P10_F06	NA	black	0	0	0.66903
MGH36_P10_F08	NA	black	0	0	0.16092
MGH36_P10_F09	NA	black	0	0	0.15575
MGH36_P10_F10	NA	black	0	0	0
MGH36_P10_F11	NA	black	0	0	0
MGH36_P10_F12	NA	black	0	0	0.26063
MGH36_P10_G01	0.972128763122	green3	2	4.2093	3.568
MGH36_P10_G02	NA	black	0	1.2259	0
MGH36_P10_G03	NA	black	0	4.031	0
MGH36_P10_G05	NA	black	0	0	0.30451
MGH36_P10_G06	-0.711220749611	red	1	5.1676	0.063503
MGH36_P10_G07	0.16028859285	red	1	2.9247	0.13619
MGH36_P10_G08	-0.738436823839	red	1	5.6694	0.21661
MGH36_P10_G09	NA	black	0	0	0
MGH36_P10_G10	-0.152398194909	red	1	3.8116	0.12168
MGH36_P10_G11	NA	black	0	0	0
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	0	0.21785
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	0
MGH36_P10_H11	NA	black	0	0	0
MGH36_P10_H12	NA	black	0	0	0.36177
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	NA	black	0	0	0
MGH36_P8_A04	NA	black	0	0	0
MGH36_P8_A06	NA	black	0	2.7362	0
MGH36_P8_A07	NA	black	0	2.542	0
MGH36_P8_A08	NA	black	0	3.8442	0
MGH36_P8_A09	NA	black	0	0	0.57046
MGH36_P8_A11	NA	black	0	0	0.21785
MGH36_P8_A12	NA	black	0	0	0
MGH36_P8_B01	NA	black	0	2.8412	0
MGH36_P8_B02	NA	black	0	0	2.7047
MGH36_P8_B03	NA	black	0	2.9044	0
MGH36_P8_B04	NA	black	0	0	0
MGH36_P8_B05	-0.294354027358	red	1	2.4117	1.3635
MGH36_P8_B08	NA	black	0	0	0.14012
MGH36_P8_B09	NA	black	0	0	0
MGH36_P8_B10	NA	black	0	0	0
MGH36_P8_B11	NA	black	0	0	0
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	0.465458887397	red	1	1.8805	0.19409
MGH36_P8_C02	NA	black	0	0	0
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	NA	black	0	0	0
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0	0
MGH36_P8_C10	NA	black	0	0	0.17121
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	2.9032	0
MGH36_P8_D03	NA	black	0	0	0
MGH36_P8_D04	NA	black	0	0	0
MGH36_P8_D05	NA	black	0	0	0.35727
MGH36_P8_D07	NA	black	0	0	0
MGH36_P8_D08	NA	black	0	0	2.6989
MGH36_P8_D09	NA	black	0	0	0.28806
MGH36_P8_D10	NA	black	0	0	0.27381
MGH36_P8_D11	0.356359869527	red	1	2.2324	0.20038
MGH36_P8_D12	NA	black	0	1.0122	0
MGH36_P8_E01	NA	black	0	0	0.5656
MGH36_P8_E02	NA	black	0	0	0
MGH36_P8_E03	NA	black	0	0	2.8789
MGH36_P8_E04	NA	black	0	0	0
MGH36_P8_E05	-0.280793623677	red	1	5.0177	0.5008
MGH36_P8_E06	NA	black	0	0	0.24245
MGH36_P8_E08	0.035549950041	red	1	3.154	0.53506
MGH36_P8_E10	NA	black	0	0	1.8213
MGH36_P8_F02	NA	black	0	0	0.27977
MGH36_P8_F04	NA	black	0	0	2.5271
MGH36_P8_F05	-0.10208328407	red	1	3.7891	0.3173
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	0.81983406604	green3	2	0.38736	0.24123
MGH36_P8_G01	NA	black	0	3.0085	0
MGH36_P8_G02	NA	black	0	0	0.36401
MGH36_P8_G03	NA	black	0	0	0
MGH36_P8_G04	-0.0621954738515	red	1	3.641	0.32654
MGH36_P8_G05	NA	black	0	0	0.22157
MGH36_P8_G06	NA	black	0	1.9657	0
MGH36_P8_G07	NA	black	0	0.74244	0
MGH36_P8_G08	NA	black	0	0	0.34483
MGH36_P8_G09	NA	black	0	0	3.1223
MGH36_P8_G10	NA	black	0	3.6174	0
MGH36_P8_G12	NA	black	0	0	0.34142
MGH36_P8_H01	NA	black	0	2.7009	0
MGH36_P8_H03	NA	black	0	0	2.4356
MGH36_P8_H04	NA	black	0	0	0.25096
MGH36_P8_H06	NA	black	0	5.7273	0
MGH36_P8_H07	0.074264955925	red	1	4.3899	0.97966
MGH36_P8_H09	NA	black	0	0	0
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	0.579980951239	red	1	4.0154	2.9993
MGH36_P9_A01	0.205916945811	red	1	4.0335	1.5003
MGH36_P9_A02	NA	black	0	0	0
MGH36_P9_A03	NA	black	0	0	0
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	NA	black	0	0	0
MGH36_P9_A07	NA	black	0	0	0
MGH36_P9_A09	NA	black	0	0	0
MGH36_P9_A10	NA	black	0	4.1662	0
MGH36_P9_A11	NA	black	0	0	1.8213
MGH36_P9_A12	NA	black	0	0	0.30685
MGH36_P9_B01	NA	black	0	2.5023	0
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	0	0
MGH36_P9_B07	NA	black	0	1.3265	0
MGH36_P9_B08	NA	black	0	0	0.99059
MGH36_P9_B09	NA	black	0	0	0
MGH36_P9_B10	NA	black	0	0	0
MGH36_P9_B11	-0.364921427646	red	1	2.2615	1.406
MGH36_P9_B12	NA	black	0	0	0
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0	0.2228
MGH36_P9_C03	NA	black	0	0	0
MGH36_P9_C05	0.982221796578	green3	2	0.38736	0.13488
MGH36_P9_C07	NA	black	0	0	0
MGH36_P9_C08	0.242048631053	red	1	2.5881	0.21785
MGH36_P9_C09	NA	black	0	0	0.17887
MGH36_P9_C11	NA	black	0	0	0
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	NA	black	0	2.7908	0
MGH36_P9_D07	NA	black	0	4.4016	0
MGH36_P9_D08	NA	black	0	0	0
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0	0
MGH36_P9_D11	NA	black	0	0	2.9864
MGH36_P9_E01	NA	black	0	0	0
MGH36_P9_E02	NA	black	0	0	0
MGH36_P9_E03	-0.108905212404	red	1	3.7904	0.28688
MGH36_P9_E04	NA	black	0	1.4265	0
MGH36_P9_E05	0.155320161867	red	1	2.8908	0.20414
MGH36_P9_E06	NA	black	0	3.6161	0
MGH36_P9_E07	0.00581906360409	red	1	3.2863	0.72334
MGH36_P9_E08	NA	black	0	0	0.24123
MGH36_P9_E10	NA	black	0	4.5705	0
MGH36_P9_E11	NA	black	0	0	0
MGH36_P9_E12	NA	black	0	0	0.88206
MGH36_P9_F02	NA	black	0	0	0.34483
MGH36_P9_F03	NA	black	0	0	1.9019
MGH36_P9_F04	-0.20340370922	red	1	4.3383	0.40817
MGH36_P9_F08	NA	black	0	0.41359	0
MGH36_P9_F09	NA	black	0	6.2547	0
MGH36_P9_F10	NA	black	0	0	0.58592
MGH36_P9_F11	-0.0745312447903	red	1	3.8555	0.50284
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	-0.563988810844	red	1	4.8542	0.088142
MGH36_P9_G04	NA	black	0	2.5556	0
MGH36_P9_G05	NA	black	0	3.6987	0
MGH36_P9_G06	NA	black	0	0	0.22897
MGH36_P9_G07	NA	black	0	0	0.4049
MGH36_P9_G08	0.247511865259	red	1	1.8452	0.4844
MGH36_P9_G09	-0.0970215790498	red	1	3.6839	0.1776
MGH36_P9_G10	NA	black	0	2.0535	0
MGH36_P9_G11	0.326509903716	red	1	2.3707	0.1776
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	NA	black	0	0.56267	0
MGH36_P9_H03	NA	black	0	0	0
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	0	0
MGH36_P9_H08	NA	black	0	0	0
MGH36_P9_H10	NA	black	0	0	0
MGH36_P9_H11	-0.354243334605	red	1	2.729	1.766
MGH36_P9_H12	NA	black	0	0	0.16993
MGH36_P2_A01	NA	black	0	0	0.11902
MGH36_P2_A03	-0.043492712262	red	1	3.5394	0.24245
MGH36_P2_A04	NA	black	0	0	0
MGH36_P2_A05	NA	black	0	0	0.21412
MGH36_P2_A06	NA	black	0	0	0
MGH36_P2_A07	NA	black	0	0	0.24001
MGH36_P2_A08	0.807891076188	green3	2	1.0902	0.097611
MGH36_P2_A11	NA	black	0	0	0.44467
MGH36_P2_B03	NA	black	0	0	0.060739
MGH36_P2_B04	-0.453825240226	red	1	4.5439	0.069015
MGH36_P2_B05	NA	black	0	0	0.19535
MGH36_P2_B06	0.175595874832	red	1	2.8856	0.12829
MGH36_P2_B07	NA	black	0	0	0.16993
MGH36_P2_B08	0.365775215294	red	1	2.3573	0.10969
MGH36_P2_B09	NA	black	0	0	0.18903
MGH36_P2_B10	NA	black	0	0	0.12035
MGH36_P2_B11	NA	black	0	0	0.21661
MGH36_P2_B12	NA	black	0	0	1.7058
MGH36_P2_C02	NA	black	0	0	0.19787
MGH36_P2_C03	NA	black	0	0	0
MGH36_P2_C04	NA	black	0	0	0.15834
MGH36_P2_C07	NA	black	0	0	0.090853
MGH36_P2_C08	0.665932380666	green3	2	0.60217	0.3115
MGH36_P2_C09	-0.320494407232	red	1	4.325	0.16221
MGH36_P2_C10	NA	black	0	0	0.055196
MGH36_P2_C11	0.137576828336	red	1	2.9953	0.12829
MGH36_P2_C12	NA	black	0	0	0.24975
MGH36_P2_D01	NA	black	0	0	0.19912
MGH36_P2_D02	NA	black	0	0	0.40381
MGH36_P2_D04	NA	black	0	0	0
MGH36_P2_D05	NA	black	0	0	0.10165
MGH36_P2_D06	-0.431791019427	red	1	4.4555	0.045443
MGH36_P2_D07	NA	black	0	0	0.57337
MGH36_P2_D08	0.115372055198	red	1	3.0405	0.16736
MGH36_P2_D09	NA	black	0	0	0.10568
MGH36_P2_D10	NA	black	0	0	0.075875
MGH36_P2_D11	-0.0417165473635	red	1	4.3995	0.74846
MGH36_P2_E01	-0.102395550605	red	1	3.9616	0.46884
MGH36_P2_E02	NA	black	0	0	0.15186
MGH36_P2_E03	NA	black	0	0	0.30918
MGH36_P2_E04	-0.201693322896	red	1	3.9269	0.096262
MGH36_P2_E06	NA	black	0	0	0.1635
MGH36_P2_E07	-0.4681020478	red	1	4.5583	0.055196
MGH36_P2_E08	NA	black	0	0	0.20789
MGH36_P2_E09	NA	black	0	2.1253	0
MGH36_P2_E10	NA	black	0	0	0.24123
MGH36_P2_F02	-0.216148926025	red	1	4.0119	0.14926
MGH36_P2_F03	-0.644728584814	red	1	5.2748	0.17632
MGH36_P2_F04	NA	black	0	0	0.10969
MGH36_P2_F06	NA	black	0	0	0.22033
MGH36_P2_F07	0.836917287848	green3	2	0.71721	0.16736
MGH36_P2_F08	1.11726087604	green3	2	0.044044	0.11636
MGH36_P2_F10	NA	black	0	0	0.44467
MGH36_P2_F11	NA	black	0	0	0.29631
MGH36_P2_F12	NA	black	0	0	0.2461
MGH36_P2_G01	NA	black	0	0	0.094912
MGH36_P2_G02	NA	black	0	0	0.60692
MGH36_P2_G03	NA	black	0	0	0.16607
MGH36_P2_G04	NA	black	0	0	0.18396
MGH36_P2_G05	0.89064115047	green3	2	0.10165	0.24123
MGH36_P2_G07	NA	black	0	0	0.037031
MGH36_P2_G08	NA	black	0	0	0.36065
MGH36_P2_G09	1.14798592273	green3	2	0.16607	0.074505
MGH36_P2_G11	NA	black	0	0	0.088142
MGH36_P2_G12	NA	black	0	0	0.37851
MGH36_P2_H01	NA	black	0	0	0.49057
MGH36_P2_H02	NA	black	0	0	1.3874
MGH36_P2_H03	NA	black	0	0	0.18777
MGH36_P2_H04	NA	black	0	0	1.877
MGH36_P2_H05	-0.21860738099	red	1	4.0471	0.1776
MGH36_P2_H06	NA	black	0	0	0.15963
MGH36_P2_H07	NA	black	0	0	0.42116
MGH36_P2_H10	NA	black	0	0	0.064883
MGH53_P5_A02	NA	black	0	4.9225	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0	0
MGH53_P5_A06	NA	black	0	0	3.8295
MGH53_P5_A07	NA	black	0	0	0.63784
MGH53_P5_A08	NA	black	0	0	0.46048
MGH53_P5_A09	NA	black	0	0	1.8412
MGH53_P5_A11	NA	black	0	3.9121	0
MGH53_P5_B01	NA	black	0	0	0
MGH53_P5_B03	0.356499251968	red	1	1.251	0.46258
MGH53_P5_B04	-3.02742558059	black	0	0.93734	3.0931
MGH53_P5_B05	NA	black	0	0	0.42438
MGH53_P5_B06	NA	black	0	0	0.29514
MGH53_P5_B07	-3.45453775456	black	0	0.32998	2.91
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	0.00924614277719	red	1	3.5004	1.0482
MGH53_P5_B10	NA	black	0	0	0.44784
MGH53_P5_B11	NA	black	0	0	0.40163
MGH53_P5_B12	NA	black	0	5.4507	0
MGH53_P5_C01	NA	black	0	2.6624	0
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	NA	black	0	0	3.5178
MGH53_P5_C04	NA	black	0	1.4038	0
MGH53_P5_C05	NA	black	0	0	0.66721
MGH53_P5_C06	NA	black	0	0	2.1506
MGH53_P5_C07	-0.360211134735	red	1	5.1332	0.43616
MGH53_P5_C08	NA	black	0	0	0.41034
MGH53_P5_C09	NA	black	0	0	0
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	NA	black	0	4.7787	0
MGH53_P5_D01	NA	black	0	0	0.89064
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	0	4.6009
MGH53_P5_D05	NA	black	0	2.7207	0
MGH53_P5_D07	NA	black	0	0	1.1003
MGH53_P5_D08	NA	black	0	0	1.8416
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	5.6145	0
MGH53_P5_E01	NA	black	0	5.5129	0
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	1.2443	0
MGH53_P5_E06	NA	black	0	0	1.406
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0	0
MGH53_P5_E11	NA	black	0	5.5606	0
MGH53_P5_F01	8.06090103749	black	0	7.1838	5.282
MGH53_P5_F03	NA	black	0	0	0.39287
MGH53_P5_F05	NA	black	0	0	0
MGH53_P5_F06	NA	black	0	0	2.1792
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	0.52206
MGH53_P5_F10	NA	black	0	0	0.31267
MGH53_P5_F11	NA	black	0	0	5.0012
MGH53_P5_G01	-0.109503313949	red	1	4.9542	0.70044
MGH53_P5_G04	NA	black	0	0	0
MGH53_P5_G05	NA	black	0	5.8042	0
MGH53_P5_G07	-0.605668108778	red	1	6.6588	0.49978
MGH53_P5_G08	NA	black	0	0	1.0447
MGH53_P5_G09	NA	black	0	0	4.4669
MGH53_P5_G10	NA	black	0	0	0.094912
MGH53_P5_G11	NA	black	0	0	0.3173
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	0
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	2.7435	0
MGH53_P5_H08	NA	black	0	0	0.6173
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0	0
MGH53_P6_A01	NA	black	0	0	4.2073
MGH53_P6_A02	NA	black	0	0	0
MGH53_P6_A03	NA	black	0	0	0.097611
MGH53_P6_A04	NA	black	0	0	0.4782
MGH53_P6_A05	NA	black	0	0	0
MGH53_P6_A06	-0.588014716564	red	1	5.5144	0.30568
MGH53_P6_A07	-0.634078276827	red	1	5.4224	0.23634
MGH53_P6_A08	NA	black	0	0	0.34142
MGH53_P6_A09	NA	black	0	0	0.13619
MGH53_P6_A10	NA	black	0	0	0.45943
MGH53_P6_A11	1.04156094463	green3	2	0.22651	0.12829
MGH53_P6_A12	NA	black	0	0	0.70133
MGH53_P6_B02	NA	black	0	0	0.40381
MGH53_P6_B03	-0.602441974445	red	1	5.5862	0.3115
MGH53_P6_B04	NA	black	0	3.8346	0
MGH53_P6_B05	NA	black	0	0	0.26063
MGH53_P6_B06	NA	black	0	0	1.4308
MGH53_P6_B07	NA	black	0	4.904	0
MGH53_P6_B09	1.92798240873	black	0	4.8268	3.727
MGH53_P6_B10	NA	black	0	0	0
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	0.900291937563	green3	2	0.48646	0.16993
MGH53_P6_C04	NA	black	0	0	2.364
MGH53_P6_C05	0.196678777642	red	1	2.4936	0.37962
MGH53_P6_C06	NA	black	0	0	0.37851
MGH53_P6_C07	1.85008987078	black	0	4.9937	3.2674
MGH53_P6_C08	NA	black	0	4.2542	0
MGH53_P6_C09	NA	black	0	0	0.45418
MGH53_P6_C10	NA	black	0	0	0.91609
MGH53_P6_C11	NA	black	0	5.4047	0
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	NA	black	0	0	0
MGH53_P6_D03	-0.407109498761	red	1	5.6102	0.48852
MGH53_P6_D05	NA	black	0	0	3.4222
MGH53_P6_D07	NA	black	0	0	3.151
MGH53_P6_D08	NA	black	0	0	0.85997
MGH53_P6_D09	-0.0663250718471	red	1	3.8957	0.56071
MGH53_P6_D10	NA	black	0	0.35389	0
