Cell_name	Zvalue	Color	Cluster	CDKN1B	ING4
MGH54_P2_C04	NA	black	0	4.4583	0
MGH54_P2_C05	NA	black	0	0	6.6565
MGH54_P2_C09	NA	black	0	0	0
MGH54_P2_C10	NA	black	0	4.815	0
MGH54_P2_C11	NA	black	0	5.6773	0
MGH54_P2_D01	NA	black	0	0	5.6396
MGH54_P2_D02	NA	black	0	0	0
MGH54_P2_D03	-0.489260798101	red	1	4.1538	3.3148
MGH54_P2_D04	NA	black	0	0.47612	0
MGH54_P2_E01	NA	black	0	0	6.0403
MGH54_P2_E02	NA	black	0	0	5.9722
MGH54_P2_E03	NA	black	0	0.32423	0
MGH54_P2_E04	-0.781282435068	red	1	1.754	5.2224
MGH54_P2_E05	0.973547936932	green3	2	1.1699	3.1585
MGH54_P2_E08	0.427435934648	red	1	4.3924	5.2429
MGH54_P2_E11	NA	black	0	0	0
MGH54_P2_E12	2.54074189392	black	0	5.1004	7.7078
MGH54_P2_F05	NA	black	0	0	4.7602
MGH54_P2_F06	0.860718332103	red	1	5.8615	5.2355
MGH54_P2_F08	-0.872182582163	red	1	1.0079	4.9187
MGH54_P2_F10	NA	black	0	3.2206	0
MGH54_P2_F12	NA	black	0	0	0
MGH54_P2_G02	1.66238757369	black	0	4.4682	7.9299
MGH54_P2_G06	-0.0191363777923	red	1	3.2472	4.9382
MGH54_P2_G07	NA	black	0	0	6.5063
MGH54_P2_G08	-0.310394763948	red	1	0.42975	4.3134
MGH54_P2_G11	NA	black	0	0	0
MGH54_P2_G12	-0.581957658014	red	1	4.1145	3.0723
MGH54_P2_H02	-1.50131974732	black	0	1.7111	6.0566
MGH54_P2_H08	NA	black	0	0	0
MGH54_P2_H09	0.379178201032	red	1	2.4284	3.2496
MGH54_P2_H11	-0.527718843508	red	1	3.8164	2.6597
MGH54_P5_A02	NA	black	0	0	5.0768
MGH54_P5_A03	NA	black	0	0	2.419
MGH54_P5_A04	NA	black	0	0	5.4049
MGH54_P5_A05	-0.0604783448226	red	1	3.1779	5.1656
MGH54_P5_A06	-0.87396755637	red	1	2.632	6.595
MGH54_P5_A07	-1.03838539731	red	1	3.8669	1.5306
MGH54_P5_A08	NA	black	0	0	4.5914
MGH54_P5_A09	NA	black	0	0	0
MGH54_P5_A10	NA	black	0	0	4.8345
MGH54_P5_A11	0.250660587883	red	1	4.3827	4.8934
MGH54_P5_A12	NA	black	0	0	0
MGH54_P5_B02	NA	black	0	0	0
MGH54_P5_B03	0.0519411838571	red	1	3.4346	5.7234
MGH54_P5_B04	NA	black	0	4.6303	0
MGH54_P5_B05	NA	black	0	4.8626	0
MGH54_P5_B06	NA	black	0	0	5.4027
MGH54_P5_B07	-0.0442804931365	red	1	3.1651	4.9386
MGH54_P5_B08	NA	black	0	3.2713	0
MGH54_P5_B09	NA	black	0	0	0.9501
MGH54_P5_B10	2.46521339682	black	0	0.26183	2.3083
MGH54_P5_B11	NA	black	0	4.9572	0
MGH54_P5_B12	NA	black	0	4.0604	0
MGH54_P5_C01	NA	black	0	0	5.5747
MGH54_P5_C02	NA	black	0	0	5.1371
MGH54_P5_C03	NA	black	0	0	0
MGH54_P5_C04	NA	black	0	0	0
MGH54_P5_C05	NA	black	0	0	0
MGH54_P5_C06	NA	black	0	0	0
MGH54_P5_C07	NA	black	0	0	7.0415
MGH54_P5_C08	NA	black	0	0	0
MGH54_P5_C09	NA	black	0	0	7.6155
MGH54_P5_C10	NA	black	0	3.5299	0
MGH54_P5_C11	NA	black	0	0	5.1366
MGH54_P5_C12	NA	black	0	3.9081	0
MGH54_P5_D01	NA	black	0	0	0
MGH54_P5_D02	NA	black	0	0	0.66448
MGH54_P5_D03	NA	black	0	0	5.3856
MGH54_P5_D04	NA	black	0	0	6.2286
MGH54_P5_D05	NA	black	0	3.2941	0
MGH54_P5_D06	NA	black	0	4.4776	0
MGH54_P5_D08	1.22880835845	green3	2	0.77821	3.0657
MGH54_P5_D09	0.105699176956	red	1	3.9085	4.7305
MGH54_P5_D10	0.0506938433163	red	1	3.1028	2.2963
MGH54_P5_D11	NA	black	0	4.928	0
MGH54_P5_D12	NA	black	0	0	7.0433
MGH54_P5_E01	NA	black	0	0	0
MGH54_P5_E02	NA	black	0	0	2.9079
MGH54_P5_E03	NA	black	0	0	0
MGH54_P5_E04	NA	black	0	0	6.9138
MGH54_P5_E05	-0.00397449059792	red	1	3.5008	4.3027
MGH54_P5_E06	NA	black	0	0	0
MGH54_P5_E07	NA	black	0	0	1.4563
MGH54_P5_E08	NA	black	0	0	0
MGH54_P5_E09	-1.41332464705	red	1	5.3166	3.1042
MGH54_P5_E10	NA	black	0	3.1696	0
MGH54_P5_E11	0.595514193213	red	1	4.4852	5.4986
MGH54_P5_E12	NA	black	0	0	0
MGH54_P5_F01	0.71229261781	red	1	4.9896	5.3514
MGH54_P5_F02	0.279598672917	red	1	3.7765	5.7447
MGH54_P5_F03	NA	black	0	0	0
MGH54_P5_F04	NA	black	0	0	0
MGH54_P5_F05	-0.195373954913	red	1	2.9505	5.3442
MGH54_P5_F06	NA	black	0	1.109	0
MGH54_P5_F07	NA	black	0	0	4.7969
MGH54_P5_F08	NA	black	0	0	5.8302
MGH54_P5_F10	NA	black	0	0	0
MGH54_P5_F11	NA	black	0	0	3.7665
MGH54_P5_F12	NA	black	0	0	0
MGH54_P5_G01	0.361522783883	red	1	3.8094	6.1045
MGH54_P5_G02	NA	black	0	0	1.763
MGH54_P5_G03	NA	black	0	0	0
MGH54_P5_G04	NA	black	0	0	0
MGH54_P5_G05	1.04192618086	green3	2	4.9413	5.8227
MGH54_P5_G06	NA	black	0	0	0
MGH54_P5_G07	NA	black	0	3.4823	0
MGH54_P5_G08	NA	black	0	0	0.46571
MGH54_P5_G09	5.15611774051	black	0	0.1776	0.32423
MGH54_P5_G10	NA	black	0	3.2458	0
MGH54_P5_G11	NA	black	0	0	6.9908
MGH54_P5_G12	NA	black	0	0	4.6777
MGH54_P5_H01	-1.90242945473	black	0	5.6877	2.9394
MGH54_P5_H02	-0.385461365709	red	1	2.7939	5.6989
MGH54_P5_H03	NA	black	0	3.5705	0
MGH54_P5_H04	-0.139990790792	red	1	2.99	5.1627
MGH54_P5_H05	-0.0588252722422	red	1	3.5848	3.9779
MGH54_P5_H06	1.67203036514	black	0	1.7004	1.7587
MGH54_P5_H07	0.260982182616	red	1	3.9114	5.3046
MGH54_P5_H08	NA	black	0	0	3.7885
MGH54_P5_H09	0.0289680088069	red	1	3.423	4.8408
MGH54_P5_H10	-0.0123074351271	red	1	2.6871	4.3155
MGH54_P5_H11	-0.184491148206	red	1	2.8422	5.0837
MGH54_P5_H12	0.0527508648759	red	1	3.0179	3.8189
MGH54_P13_A02	NA	black	0	4.0359	0
MGH54_P13_A03	NA	black	0	0	4.8289
MGH54_P13_A04	2.53705038147	black	0	5.4024	7.1771
MGH54_P13_A05	NA	black	0	0	6.6376
MGH54_P13_A06	0.581073895393	red	1	4.1167	6.0075
MGH54_P13_A07	-0.94405756746	red	1	2.2373	5.9572
MGH54_P13_A09	0.123830954289	red	1	3.7573	4.9329
MGH54_P13_A10	0.319788536152	red	1	4.0817	5.2663
MGH54_P13_A11	-0.225988780855	red	1	3.1377	6.1966
MGH54_P13_B01	0.315877634094	red	1	4.8134	4.8801
MGH54_P13_B02	NA	black	0	0	6.279
MGH54_P13_B03	NA	black	0	0	0
MGH54_P13_B04	NA	black	0	0	5.6965
MGH54_P13_B05	NA	black	0	3.506	0
MGH54_P13_B06	0.127591667687	red	1	3.9639	4.7748
MGH54_P13_B07	-0.396331225443	red	1	2.9191	6.0763
MGH54_P13_B08	0.81673785434	red	1	4.3215	6.2123
MGH54_P13_B10	NA	black	0	0	2.7993
MGH54_P13_B11	-0.191750215022	red	1	4.1764	3.9647
MGH54_P13_B12	NA	black	0	4.881	0
MGH54_P13_C01	NA	black	0	0	0
MGH54_P13_C02	NA	black	0	0	0
MGH54_P13_C03	-0.000265529366119	red	1	3.257	4.3476
MGH54_P13_C04	NA	black	0	0	2.8383
MGH54_P13_C05	-0.155430107807	red	1	3.1416	5.7772
MGH54_P13_C06	NA	black	0	0	0
MGH54_P13_C07	-0.0524002975863	red	1	3.0791	4.7897
MGH54_P13_C09	NA	black	0	0	0
MGH54_P13_C10	-0.406772036829	red	1	1.8722	4.7935
MGH54_P13_C11	-1.23080644974	red	1	4.3905	2.3462
MGH54_P13_C12	NA	black	0	0	0
MGH54_P13_D01	NA	black	0	5.3937	0
MGH54_P13_D02	NA	black	0	4.9753	0
MGH54_P13_D03	-0.00494445805775	red	1	3.1484	4.3885
MGH54_P13_D04	NA	black	0	0	0
MGH54_P13_D05	-0.0491268191782	red	1	2.9813	4.6227
MGH54_P13_D06	NA	black	0	0	4.6063
MGH54_P13_D07	0.00487265592565	red	1	2.1979	4.2227
MGH54_P13_D09	NA	black	0	0	4.3825
MGH54_P13_D10	-0.0762473452418	red	1	3.2051	5.4651
MGH54_P13_D11	NA	black	0	0	0
MGH54_P13_D12	NA	black	0	0	4.6675
MGH54_P13_E01	NA	black	0	4.4953	0
MGH54_P13_E02	1.86990645199	black	0	5.8866	6.078
MGH54_P13_E03	2.2617868294	black	0	0.74416	2.1635
MGH54_P13_E04	-0.693514520233	red	1	5.0239	3.6615
MGH54_P13_E05	0.0849878437961	red	1	3.0508	3.1768
MGH54_P13_E06	NA	black	0	0	3.4469
MGH54_P13_E07	-0.574961990651	red	1	2.7512	6.1591
MGH54_P13_E08	NA	black	0	0	1.5714
MGH54_P13_E09	NA	black	0	1.8094	0
MGH54_P13_E10	-2.71796288929	black	0	4.6953	0.95977
MGH54_P13_E11	-0.231904358779	red	1	4.118	3.8396
MGH54_P13_E12	NA	black	0	0	0
MGH54_P13_F01	NA	black	0	0	2.2732
MGH54_P13_F02	NA	black	0	0	0
MGH54_P13_F03	NA	black	0	0	4.1945
MGH54_P13_F04	NA	black	0	3.7625	0
MGH54_P13_F05	-0.125070308807	red	1	3.9917	4.0271
MGH54_P13_F06	NA	black	0	0	5.4167
MGH54_P13_F07	NA	black	0	2.9686	0
MGH54_P13_F08	0.338847602258	red	1	4.3441	5.092
MGH54_P13_F09	0.42682879313	red	1	3.9281	5.9588
MGH54_P13_F10	2.54295931701	black	0	0.59837	2.0275
MGH54_P13_F11	NA	black	0	0	0
MGH54_P13_F12	0.679168524776	red	1	4.5441	5.6006
MGH54_P13_G01	NA	black	0	0	4.9936
MGH54_P13_G02	1.01281104307	green3	2	2.004	2.406
MGH54_P13_G03	NA	black	0	2.7883	0
MGH54_P13_G05	NA	black	0	0	5.2312
MGH54_P13_G06	NA	black	0	0	5.8012
MGH54_P13_G07	NA	black	0	0	0
MGH54_P13_G08	NA	black	0	4.4819	0
MGH54_P13_G09	NA	black	0	5.497	0
MGH54_P13_G10	NA	black	0	4.4713	0
MGH54_P13_G11	-0.0586143149651	red	1	3.2502	5.5606
MGH54_P13_G12	NA	black	0	0	1.7355
MGH54_P13_H02	0.625826515051	red	1	2.5874	1.8793
MGH54_P13_H03	NA	black	0	0	0.9222
MGH54_P13_H04	NA	black	0	2.48	0
MGH54_P13_H05	0.100801668316	red	1	3.9531	4.6932
MGH54_P13_H06	NA	black	0	4.7368	0
MGH54_P13_H07	0.0675070037943	red	1	3.7024	4.6994
MGH54_P13_H08	NA	black	0	0	0
MGH54_P13_H09	NA	black	0	0.41468	0
MGH54_P13_H10	NA	black	0	2.1326	0
MGH54_P13_H11	NA	black	0	4.4073	0
MGH60_P4_A01	NA	black	0	0	0
MGH60_P4_A02	NA	black	0	0	3.6125
MGH60_P4_A03	NA	black	0	5.4812	0
MGH60_P4_A04	NA	black	0	0	6.5575
MGH60_P4_A05	NA	black	0	0	0
MGH60_P4_A06	-0.631809753775	red	1	2.3496	5.5538
MGH60_P4_A07	-0.216961341441	red	1	4.367	4.0061
MGH60_P4_A08	NA	black	0	0	4.8226
MGH60_P4_A09	1.47519268976	green3	2	5.2201	6.1406
MGH60_P4_A10	NA	black	0	0	0
MGH60_P4_A11	NA	black	0	2.6592	0
MGH60_P4_A12	-2.24804205417	black	0	4.9013	1.8303
MGH60_P4_B01	NA	black	0	0	1.4983
MGH60_P4_B02	NA	black	0	0	0
MGH60_P4_B03	NA	black	0	0	5.2433
MGH60_P4_B04	NA	black	0	3.8239	0
MGH60_P4_B05	NA	black	0	4.4464	0
MGH60_P4_B06	NA	black	0	0	0
MGH60_P4_B07	0.80860580878	red	1	4.4098	6.0302
MGH60_P4_B08	-0.299730021079	red	1	3.2995	1.2845
MGH60_P4_B09	NA	black	0	4.6157	0
MGH60_P4_B10	-0.457320027619	red	1	2.5661	5.4793
MGH60_P4_B11	NA	black	0	0	1.8472
MGH60_P4_B12	-0.067355971004	red	1	3.1423	5.0925
MGH60_P4_C01	-0.990151702347	red	1	2.0335	5.7627
MGH60_P4_C02	NA	black	0	0	5.6767
MGH60_P4_C03	NA	black	0	2.2549	0
MGH60_P4_C04	NA	black	0	3.5834	0
MGH60_P4_C05	-1.19028000402	red	1	2.12	6.1736
MGH60_P4_C06	-0.356908760822	red	1	0.71105	4.3981
MGH60_P4_C07	-0.243506956564	red	1	3.079	6.0096
MGH60_P4_C09	0.0488725846659	red	1	4.48	4.5036
MGH60_P4_C11	NA	black	0	5.1301	0
MGH60_P4_C12	1.49511203719	green3	2	2.1619	0.80818
MGH60_P4_D01	NA	black	0	0	0
MGH60_P4_D02	-0.0652115928294	red	1	3.2247	5.4647
MGH60_P4_D03	NA	black	0	0	0
MGH60_P4_D04	-0.437672124615	red	1	2.5413	5.3959
MGH60_P4_D05	NA	black	0	4.051	0
MGH60_P4_D06	NA	black	0	5.9317	0
MGH60_P4_D07	NA	black	0	5.5748	0
MGH60_P4_D08	-0.628268311876	red	1	4.4636	3.3743
MGH60_P4_D10	NA	black	0	0	0
MGH60_P4_D12	NA	black	0	0	0
MGH60_P4_E01	-0.0294506419871	red	1	2.606	4.3563
MGH60_P4_E02	NA	black	0	0	4.9382
MGH60_P4_E03	-1.9503999417	black	0	1.5739	6.3949
MGH60_P4_E04	NA	black	0	0	4.1467
MGH60_P4_E05	NA	black	0	0	0
MGH60_P4_E06	0.662690939522	red	1	4.6593	5.4746
MGH60_P4_E07	NA	black	0	3.9903	0
MGH60_P4_E08	NA	black	0	0	6.0777
MGH60_P4_E09	NA	black	0	0	0
MGH60_P4_E11	NA	black	0	0	0
MGH60_P4_E12	3.94978352494	black	0	0.35952	1.0731
MGH60_P4_F01	NA	black	0	0	0
MGH60_P4_F02	0.0191399570285	red	1	4.6253	4.4604
MGH60_P4_F03	NA	black	0	0	0
MGH60_P4_F04	0.597533003204	red	1	5.1326	5.1558
MGH60_P4_F05	NA	black	0	0	4.9422
MGH60_P4_F06	NA	black	0	0	4.8869
MGH60_P4_F07	0.575799088831	red	1	4.3961	5.547
MGH60_P4_F08	NA	black	0	0	4.011
MGH60_P4_F09	NA	black	0	2.4241	0
MGH60_P4_F10	NA	black	0	0	3.8691
MGH60_P4_F11	NA	black	0	0	0
MGH60_P4_F12	NA	black	0	0	0
MGH60_P4_G01	0.0835659383311	red	1	5.2443	4.57
MGH60_P4_G02	NA	black	0	0	5.6361
MGH60_P4_G03	NA	black	0	2.0325	0
MGH60_P4_G04	-0.166744159705	red	1	2.2561	4.5705
MGH60_P4_G05	NA	black	0	0	6.1005
MGH60_P4_G06	NA	black	0	2.8856	0
MGH60_P4_G07	NA	black	0	3.1387	0
MGH60_P4_G08	NA	black	0	0	4.9954
MGH60_P4_G09	NA	black	0	0	0
MGH60_P4_G10	0.0457368173505	red	1	4.3156	4.4973
MGH60_P4_G11	-5.80608063672	black	0	6.6749	1.2357
MGH60_P4_G12	NA	black	0	2.2922	0
MGH60_P4_H01	NA	black	0	0	0
MGH60_P4_H03	NA	black	0	0	0
MGH60_P4_H04	-0.204157238806	red	1	1.903	4.5132
MGH60_P4_H06	0.0513683881375	red	1	1.4249	4.111
MGH60_P4_H07	NA	black	0	0	0
MGH60_P4_H08	NA	black	0	2.5847	0
MGH60_P4_H09	NA	black	0	0	0
MGH60_P4_H10	0.522567946209	red	1	4.6444	5.2544
MGH60_P4_H11	0.355722431458	red	1	4.0405	5.4332
MGH60_P4_H12	NA	black	0	4.3111	0
MGH60_P5_A01	-1.45223034645	red	1	4.9732	2.7807
MGH60_P5_A02	0.910836491383	red	1	4.6145	5.9444
MGH60_P5_A03	NA	black	0	5.2039	0
MGH60_P5_A04	-1.86811484207	black	0	4.3346	1.2863
MGH60_P5_A05	NA	black	0	0	0
MGH60_P5_A06	NA	black	0	6.5028	0
MGH60_P5_A07	NA	black	0	0	0.38405
MGH60_P5_A08	NA	black	0	0	0
MGH60_P5_A09	0.142115335612	red	1	3.7566	5.0268
MGH60_P5_A10	NA	black	0	2.7347	0
MGH60_P5_A11	NA	black	0	5.8432	0
MGH60_P5_A12	NA	black	0	0	0.91915
MGH60_P5_B01	NA	black	0	0	0
MGH60_P5_B02	1.04160508363	green3	2	4.9775	5.7932
MGH60_P5_B03	0.662094487156	red	1	4.9269	5.3149
MGH60_P5_B04	NA	black	0	3.3615	0
MGH60_P5_B05	-0.569584266615	red	1	2.4203	5.5231
MGH60_P5_B06	-0.0295460142232	red	1	4.6649	4.3901
MGH60_P5_B07	NA	black	0	0	0
MGH60_P5_B08	NA	black	0	0	5.8556
MGH60_P5_B09	NA	black	0	0	0
MGH60_P5_B10	0.467238771061	red	1	5.8369	4.9127
MGH60_P5_B12	0.170520533731	red	1	4.2612	4.7682
MGH60_P5_C01	NA	black	0	0	0
MGH60_P5_C02	NA	black	0	4.5694	0
MGH60_P5_C03	NA	black	0	0	0
MGH60_P5_C04	NA	black	0	0	3.9709
MGH60_P5_C05	NA	black	0	0	0
MGH60_P5_C06	0.222653847848	red	1	2.694	3.3977
MGH60_P5_C07	-0.0397088613492	red	1	2.9001	4.5027
MGH60_P5_C08	-0.8442253507	red	1	4.8874	3.405
MGH60_P5_C09	0.239212996426	red	1	3.8559	5.3139
MGH60_P5_C10	0.00339208261189	red	1	3.3248	4.9953
MGH60_P5_C11	NA	black	0	0	0
MGH60_P5_C12	NA	black	0	0	0
MGH60_P5_D01	NA	black	0	0	0
MGH60_P5_D02	0.0491649959873	red	1	3.7128	4.597
MGH60_P5_D03	0.523091629205	red	1	6.3447	4.9286
MGH60_P5_D04	NA	black	0	3.7289	0
MGH60_P5_D05	NA	black	0	2.8967	0
MGH60_P5_D06	NA	black	0	0	0
MGH60_P5_D07	NA	black	0	1.8476	0
MGH60_P5_D08	NA	black	0	4.6169	0
MGH60_P5_D09	0.294050828102	red	1	2.6487	3.1805
MGH60_P5_D10	NA	black	0	5.3728	0
MGH60_P5_D11	-0.892543253113	red	1	3.7628	1.5316
MGH60_P5_D12	NA	black	0	4.5217	0
MGH60_P5_E01	NA	black	0	3.5834	0
MGH60_P5_E02	0.41290574488	red	1	5.2165	4.9274
MGH60_P5_E03	NA	black	0	0	5.2466
MGH60_P5_E04	2.59499073751	black	0	5.2906	7.4182
MGH60_P5_E05	NA	black	0	5.1189	0
MGH60_P5_E06	NA	black	0	0	6.3538
MGH60_P5_E07	0.571828385907	red	1	5.037	5.155
MGH60_P5_E08	-0.195789170277	red	1	4.2342	3.9857
MGH60_P5_E09	NA	black	0	0	0
MGH60_P5_E10	NA	black	0	0	1.7325
MGH60_P5_E11	NA	black	0	0	0
MGH60_P5_E12	NA	black	0	0	3.6997
MGH60_P5_F01	NA	black	0	0	0
MGH60_P5_F02	0.987859082254	green3	2	4.418	6.4183
MGH60_P5_F03	-2.70071766147	black	0	4.7391	1.0642
MGH60_P5_F04	NA	black	0	0	1.0272
MGH60_P5_F05	-0.113781840067	red	1	2.9197	4.8961
MGH60_P5_F06	NA	black	0	2.5122	0
MGH60_P5_F07	NA	black	0	0	1.4217
MGH60_P5_F08	NA	black	0	0	3.6167
MGH60_P5_F09	NA	black	0	0	3.6369
MGH60_P5_F11	NA	black	0	0	4.6349
MGH60_P5_F12	NA	black	0	0	0
MGH60_P5_G01	NA	black	0	3.9037	0
MGH60_P5_G02	NA	black	0	0	0
MGH60_P5_G03	1.45007634829	green3	2	0.94186	2.7906
MGH60_P5_G04	NA	black	0	0	0
MGH60_P5_G05	NA	black	0	0	0
MGH60_P5_G06	NA	black	0	5.5661	0
MGH60_P5_G07	-0.864216260554	red	1	4.914	3.3994
MGH60_P5_G08	NA	black	0	0	5.2294
MGH60_P5_G09	NA	black	0	0	1.1117
MGH60_P5_G10	NA	black	0	4.0537	0
MGH60_P5_G11	NA	black	0	3.5937	0
MGH60_P5_G12	0.415618835756	red	1	3.8435	6.2576
MGH60_P5_H01	NA	black	0	0	4.9895
MGH60_P5_H02	-2.27194523077	black	0	4.545	1.1916
MGH60_P5_H03	NA	black	0	4.3089	0
MGH60_P5_H04	NA	black	0	0	0
MGH60_P5_H05	NA	black	0	3.6284	0
MGH60_P5_H06	NA	black	0	0	3.4979
MGH60_P5_H07	NA	black	0	4.0733	0
MGH60_P5_H08	NA	black	0	4.1883	0
MGH60_P5_H09	NA	black	0	4.5272	0
MGH60_P5_H10	3.41779282284	black	0	0.89375	0.87027
MGH60_P5_H11	NA	black	0	0	4.3928
MGH60_P5_H12	NA	black	0	0.23879	0
MGH60_P6_A01	NA	black	0	2.8311	0
MGH60_P6_A02	NA	black	0	0	0
MGH60_P6_A03	NA	black	0	0	4.2485
MGH60_P6_A04	NA	black	0	0	5.6212
MGH60_P6_A05	NA	black	0	0	2.7666
MGH60_P6_A06	-0.80856319698	red	1	2.2048	5.6861
MGH60_P6_A07	NA	black	0	0	0
MGH60_P6_A08	NA	black	0	0	0.61918
MGH60_P6_A09	-0.167061394379	red	1	3.0312	5.4206
MGH60_P6_A10	-0.536674658793	red	1	1.3785	4.7429
MGH60_P6_A11	NA	black	0	0	0
MGH60_P6_A12	NA	black	0	2.7257	0
MGH60_P6_B01	NA	black	0	0	0
MGH60_P6_B03	NA	black	0	0	0
MGH60_P6_B04	NA	black	0	4.246	0
MGH60_P6_B05	0.05704140001	red	1	3.0013	3.8132
MGH60_P6_B06	0.967308596422	green3	2	0.37962	3.3778
MGH60_P6_B07	NA	black	0	0	6.0468
MGH60_P6_B08	NA	black	0	0	5.5075
MGH60_P6_B09	NA	black	0	5.5374	0
MGH60_P6_B10	-0.384910784617	red	1	2.4284	5.1405
MGH60_P6_B11	NA	black	0	5.0906	0
MGH60_P6_B12	-0.00388683572714	red	1	2.1084	4.2317
MGH60_P6_C02	NA	black	0	0	6.7303
MGH60_P6_C03	-0.122638919273	red	1	3.813	3.9138
MGH60_P6_C05	NA	black	0	0	1.6617
MGH60_P6_C06	NA	black	0	0	0
MGH60_P6_C07	-2.32778418953	black	0	1.1355	6.2821
MGH60_P6_C08	-0.305756662434	red	1	3.4008	1.9535
MGH60_P6_C09	0.184982232278	red	1	2.2126	3.8638
MGH60_P6_C10	0.00780422278816	red	1	2.9499	4.2433
MGH60_P6_C11	NA	black	0	0	4.4093
MGH60_P6_D01	NA	black	0	5.6776	0
MGH60_P6_D03	NA	black	0	0	0
MGH60_P6_D04	NA	black	0	0	5.4738
MGH60_P6_D05	NA	black	0	0	6.7265
MGH60_P6_D06	0.869507042327	red	1	4.7936	5.6955
MGH60_P6_D07	NA	black	0	0	5.2567
MGH60_P6_D08	-1.67472962011	black	0	5.2136	2.7725
MGH60_P6_D09	0.214009220346	red	1	4.5755	4.7741
MGH60_P6_D11	NA	black	0	3.7831	0
MGH60_P6_D12	-0.526674704259	red	1	4.6428	3.6586
MGH60_P6_E01	-1.81873872293	black	0	5.1852	2.6062
MGH60_P6_E02	0.0154356900702	red	1	3.1643	3.95
MGH60_P6_E03	-0.346269626249	red	1	2.6278	5.2846
MGH60_P6_E04	NA	black	0	0	4.0884
MGH60_P6_E05	-1.89525081905	black	0	1.9302	6.8375
MGH60_P6_E06	0.478614665236	red	1	4.0771	5.7658
MGH60_P6_E07	NA	black	0	3.8165	0
MGH60_P6_E08	NA	black	0	0	5.1443
MGH60_P6_E09	NA	black	0	2.5893	0
MGH60_P6_E10	NA	black	0	4.1877	0
MGH60_P6_E11	-0.895987070438	red	1	1.6323	5.2767
MGH60_P6_E12	NA	black	0	4.382	0
MGH60_P6_F02	NA	black	0	0	4.808
MGH60_P6_F03	NA	black	0	0	5.8749
MGH60_P6_F04	NA	black	0	0	6.6162
MGH60_P6_F05	NA	black	0	0	4.5436
MGH60_P6_F06	NA	black	0	0	0
MGH60_P6_F07	NA	black	0	0	0
MGH60_P6_F08	0.325313065791	red	1	4.1121	5.248
MGH60_P6_F09	NA	black	0	0	3.9647
MGH60_P6_F10	NA	black	0	0	0
MGH60_P6_F11	0.43601481675	red	1	4.5175	5.1782
MGH60_P6_F12	NA	black	0	0	0
MGH60_P6_G01	NA	black	0	0	3.7516
MGH60_P6_G02	NA	black	0	0	5.0682
MGH60_P6_G03	-0.0672889180371	red	1	3.6564	4.0044
MGH60_P6_G04	NA	black	0	0	0.95457
MGH60_P6_G05	NA	black	0	1.8339	0
MGH60_P6_G06	NA	black	0	5.4898	0
MGH60_P6_G07	NA	black	0	0	6.0046
MGH60_P6_G08	NA	black	0	0	5.094
MGH60_P6_G10	NA	black	0	4.9558	0
MGH60_P6_G11	NA	black	0	4.0595	0
MGH60_P6_G12	NA	black	0	3.1063	0
MGH60_P6_H01	-1.5373736502	black	0	0.48233	5.2107
MGH60_P6_H02	NA	black	0	0	1.0915
MGH60_P6_H03	NA	black	0	0	0
MGH60_P6_H04	0.35689508499	red	1	4.1698	5.273
MGH60_P6_H06	NA	black	0	3.5668	0
MGH60_P6_H07	NA	black	0	2.6215	0
MGH60_P6_H08	NA	black	0	0	1.2209
MGH60_P6_H09	0.251422906593	red	1	2.9216	1.4993
MGH60_P6_H10	0.197287188284	red	1	4.1503	4.8758
MGH60_P6_H11	NA	black	0	0	6.0017
MGH60_P6_H12	NA	black	0	0	5.9656
MGH60_P7_A01	-0.498985545069	red	1	3.0426	6.9629
MGH60_P7_A02	NA	black	0	0	0
MGH60_P7_A03	NA	black	0	0	0.56657
MGH60_P7_A04	NA	black	0	1.189	0
MGH60_P7_A05	-0.79994007359	red	1	2.0402	5.4884
MGH60_P7_A06	NA	black	0	4.8728	0
MGH60_P7_A07	NA	black	0	0	0.68706
MGH60_P7_A08	NA	black	0	0	8.9185
MGH60_P7_A09	0.39103680284	red	1	4.6697	5.0321
MGH60_P7_A10	NA	black	0	1.9456	0
MGH60_P7_A11	NA	black	0	0	5.3471
MGH60_P7_A12	-4.62720220566	black	0	5.5216	0.61353
MGH60_P7_B02	NA	black	0	4.7701	0
MGH60_P7_B03	NA	black	0	0	0
MGH60_P7_B04	NA	black	0	0	2.5343
MGH60_P7_B05	0.412698997679	red	1	5.238	4.9239
MGH60_P7_B06	0.211712703033	red	1	3.8247	5.2488
MGH60_P7_B07	0.636512870617	red	1	5.0693	5.2233
MGH60_P7_B08	NA	black	0	0	1.8568
MGH60_P7_B09	NA	black	0	0	5.2222
MGH60_P7_B10	NA	black	0	3.3874	0
MGH60_P7_B11	NA	black	0	0	0.80818
MGH60_P7_B12	NA	black	0	0	0
MGH60_P7_C01	NA	black	0	0	0.42975
MGH60_P7_C02	NA	black	0	0	0
MGH60_P7_C03	NA	black	0	0	6.0783
MGH60_P7_C04	-1.00194504091	red	1	3.9953	1.9683
MGH60_P7_C05	NA	black	0	3.7196	0
MGH60_P7_C06	NA	black	0	0	4.1379
MGH60_P7_C07	NA	black	0	0	5.7189
MGH60_P7_C08	NA	black	0	4.1579	0
MGH60_P7_C09	-0.0771373528607	red	1	3.0133	4.8446
MGH60_P7_C10	0.339596118452	red	1	1.8687	3.6921
MGH60_P7_C11	0.18845403453	red	1	2.5326	3.7075
