Cell_name	Zvalue	Color	Cluster	BRCA1	MTA1
MGH36_P7_A07	NA	black	0	0.31962	0
MGH36_P7_A08	NA	black	0	0.28688	0
MGH36_P7_A09	NA	black	0	0	0
MGH36_P7_A10	NA	black	0	0.15963	0
MGH36_P7_A11	NA	black	0	0	0.81558
MGH36_P7_A12	NA	black	0	1.2606	0
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	NA	black	0	0.14926	0
MGH36_P7_B03	NA	black	0	0.13881	0
MGH36_P7_B04	NA	black	0	0	1.2624
MGH36_P7_B06	NA	black	0	0.10702	0
MGH36_P7_B07	NA	black	0	0	0
MGH36_P7_B08	NA	black	0	0.073135	0
MGH36_P7_B09	NA	black	0	0.17249	0
MGH36_P7_B10	NA	black	0	0.15186	0
MGH36_P7_B11	NA	black	0	0.09356	0
MGH36_P7_B12	NA	black	0	0	0
MGH36_P7_C11	NA	black	0	0	0.71545
MGH36_P7_D01	NA	black	0	0.10836	0
MGH36_P7_D02	NA	black	0	0	0
MGH36_P7_D03	NA	black	0	0	0
MGH36_P7_D05	-0.90170500838	red	1	0.10165	2.5529
MGH36_P7_D06	0.508087829012	green3	2	0.15704	0.20414
MGH36_P7_D07	NA	black	0	0.11902	0
MGH36_P7_D08	NA	black	0	0	1.5636
MGH36_P7_D09	0.340445932755	green3	2	1.8383	1.4636
MGH36_P7_D10	NA	black	0	0	0.23879
MGH36_P7_D11	NA	black	0	0	0
MGH36_P7_E01	NA	black	0	0	0.36289
MGH36_P7_E03	NA	black	0	0.21412	0
MGH36_P7_E04	NA	black	0	0.15575	0
MGH36_P7_E05	NA	black	0	1.8679	0
MGH36_P7_E07	NA	black	0	0.21412	0
MGH36_P7_E08	NA	black	0	0.29631	0
MGH36_P7_E10	NA	black	0	0	0
MGH36_P7_E12	NA	black	0	2.6971	0
MGH36_P7_F01	NA	black	0	0	0
MGH36_P7_F02	0.221650495577	green3	2	0.12565	0.77568
MGH36_P7_F03	NA	black	0	0.10434	0
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	NA	black	0	0.2461	0
MGH36_P7_F08	NA	black	0	0	0
MGH36_P7_F09	NA	black	0	0	0
MGH36_P7_F10	NA	black	0	0.19912	0
MGH36_P7_F11	NA	black	0	0	0
MGH36_P7_F12	NA	black	0	0	0
MGH36_P7_G01	NA	black	0	0	0
MGH36_P7_G02	NA	black	0	0	0.73292
MGH36_P7_G03	NA	black	0	0	0
MGH36_P7_G04	NA	black	0	0.23143	0
MGH36_P7_G05	NA	black	0	0.018634	0
MGH36_P7_G06	NA	black	0	0.2302	0
MGH36_P7_G08	NA	black	0	0.19156	0
MGH36_P7_G09	0.0794827672345	green3	2	0.27023	0.97526
MGH36_P7_G10	NA	black	0	0	0
MGH36_P7_G11	NA	black	0	0	0
MGH36_P7_H01	NA	black	0	0	0
MGH36_P7_H02	NA	black	0	0	0
MGH36_P7_H03	NA	black	0	0.11237	0
MGH36_P7_H04	NA	black	0	0	0
MGH36_P7_H07	NA	black	0	0	0
MGH36_P7_H08	NA	black	0	0.21288	0
MGH36_P7_H10	-2.17372472363	black	0	3.2421	0.43829
MGH36_P7_H11	NA	black	0	0	0
MGH36_P7_H12	NA	black	0	0.39067	0
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0	0
MGH36_P5_A05	NA	black	0	0.24732	0
MGH36_P5_A06	NA	black	0	0	0
MGH36_P5_A07	NA	black	0	0	0
MGH36_P5_A08	NA	black	0	0.20163	0
MGH36_P5_A09	NA	black	0	4.3916	0
MGH36_P5_B02	NA	black	0	0	0.92372
MGH36_P5_B03	NA	black	0	0.41576	0
MGH36_P5_B04	NA	black	0	0.24123	0
MGH36_P5_B05	NA	black	0	0.079975	0
MGH36_P5_B06	NA	black	0	0	4.5533
MGH36_P5_B07	NA	black	0	0.32769	0
MGH36_P5_B08	-0.416023962269	green3	2	0.29278	2.1276
MGH36_P5_B09	0.611478590325	green3	2	0.070389	0.17887
MGH36_P5_B10	NA	black	0	0	0
MGH36_P5_B11	NA	black	0	0	0
MGH36_P5_C01	NA	black	0	0	0
MGH36_P5_C02	NA	black	0	0.47301	0
MGH36_P5_C03	0.612707669815	green3	2	0.097611	0.12697
MGH36_P5_C04	-0.0757516770468	green3	2	0.30918	1.3533
MGH36_P5_C05	NA	black	0	0.055196	0
MGH36_P5_C06	NA	black	0	0.051024	0
MGH36_P5_C09	-0.251997244739	green3	2	0.028569	1.515
MGH36_P5_C11	NA	black	0	0.067639	0
MGH36_P5_C12	NA	black	0	0	0
MGH36_P5_D01	NA	black	0	1.5553	0
MGH36_P5_D02	0.0576638593766	green3	2	0.1003	1.0635
MGH36_P5_D03	0.236427000981	green3	2	0.19535	0.68885
MGH36_P5_D04	-1.13764475027	black	0	3.4975	0.8512
MGH36_P5_D06	NA	black	0	0	0
MGH36_P5_D07	NA	black	0	0.2302	0
MGH36_P5_D08	0.0955503946548	green3	2	0.38184	0.8496
MGH36_P5_D09	NA	black	0	0	0
MGH36_P5_D11	-0.416775206685	green3	2	0.123	1.844
MGH36_P5_D12	NA	black	0	0.42761	0
MGH36_P5_E01	NA	black	0	0.848	0
MGH36_P5_E02	NA	black	0	3.2693	0
MGH36_P5_E03	0.149132881506	green3	2	0.085425	0.91915
MGH36_P5_E05	-0.104584529055	green3	2	0.26664	1.3973
MGH36_P5_E07	NA	black	0	0.053806	0
MGH36_P5_E08	NA	black	0	0.038436	0
MGH36_P5_E09	NA	black	0	0.10299	0
MGH36_P5_E10	NA	black	0	0	0
MGH36_P5_E11	NA	black	0	3.168	0
MGH36_P5_F02	NA	black	0	0.098958	0
MGH36_P5_F04	-0.253561619059	green3	2	0.11103	1.5705
MGH36_P5_F05	-1.07560748662	red	1	0.079975	2.7532
MGH36_P5_F06	-0.284583827708	green3	2	0.07861	1.595
MGH36_P5_F07	0.456414621604	green3	2	0.10836	0.38294
MGH36_P5_F08	-0.157805412681	green3	2	0.16607	1.4447
MGH36_P5_F09	NA	black	0	0.26183	0
MGH36_P5_F10	NA	black	0	1.8548	0
MGH36_P5_F11	NA	black	0	0	0
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	1.263
MGH36_P5_G04	NA	black	0	0.17121	0
MGH36_P5_G06	0.544120419027	green3	2	0.17632	0.089498
MGH36_P5_G07	-0.10999532596	green3	2	0.056584	1.3214
MGH36_P5_G08	NA	black	0	0	0.066261
MGH36_P5_G09	NA	black	0	0.10969	0
MGH36_P5_G10	0.289243774711	green3	2	0.2857	0.43616
MGH36_P5_G11	NA	black	0	0.1776	0
MGH36_P5_H02	NA	black	0	0	0
MGH36_P5_H03	NA	black	0	0.15056	0
MGH36_P5_H05	0.45293234892	green3	2	0.22404	0.17377
MGH36_P5_H06	NA	black	0	0.082703	0
MGH36_P5_H07	NA	black	0	0.19283	0
MGH36_P5_H09	NA	black	0	0	0.30918
MGH36_P10_A02	7.70074835249	black	0	3.8624	3.5283
MGH36_P10_A04	NA	black	0	0	0
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	NA	black	0	0.28924	0
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	0	1.3173
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	-2.08358662485	black	0	2.9879	0.38515
MGH36_P10_B03	NA	black	0	0	1.7527
MGH36_P10_B05	NA	black	0	0	0.93885
MGH36_P10_B07	-0.368507092125	green3	2	0.22774	1.9034
MGH36_P10_B08	NA	black	0	0.26903	0
MGH36_P10_B10	NA	black	0	0	0.38957
MGH36_P10_B11	NA	black	0	0	0
MGH36_P10_C01	0.0773155340565	green3	2	0.20414	1.005
MGH36_P10_C03	NA	black	0	0.27858	0
MGH36_P10_C04	-1.05721858415	red	1	2.3674	0.62854
MGH36_P10_C06	NA	black	0	0	0
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	0	1.0909
MGH36_P10_C09	NA	black	0	4.4551	0
MGH36_P10_C10	NA	black	0	0	0
MGH36_P10_C12	NA	black	0	0.15056	0
MGH36_P10_D01	NA	black	0	0	3.8416
MGH36_P10_D02	NA	black	0	0	1.2922
MGH36_P10_D03	NA	black	0	0	0
MGH36_P10_D04	NA	black	0	0.21164	0
MGH36_P10_D05	NA	black	0	0.41576	0
MGH36_P10_D07	0.515989470607	green3	2	0.15056	0.20163
MGH36_P10_D09	NA	black	0	0	1.6182
MGH36_P10_D10	NA	black	0	0	3.4713
MGH36_P10_D11	NA	black	0	0	1.115
MGH36_P10_D12	-0.139857223179	green3	2	0.1903	1.4255
MGH36_P10_E02	NA	black	0	0	0.51602
MGH36_P10_E03	NA	black	0	0	0
MGH36_P10_E04	NA	black	0	0	0.54399
MGH36_P10_E05	NA	black	0	0	0
MGH36_P10_E07	NA	black	0	0	1.3115
MGH36_P10_E10	NA	black	0	0.25701	0
MGH36_P10_E11	NA	black	0	0	0.55483
MGH36_P10_E12	NA	black	0	0	0
MGH36_P10_F02	NA	black	0	0	0
MGH36_P10_F03	NA	black	0	0	0
MGH36_P10_F05	NA	black	0	0	0.50386
MGH36_P10_F06	NA	black	0	0.28096	0
MGH36_P10_F08	NA	black	0	0	1.2228
MGH36_P10_F09	NA	black	0	0	0.42546
MGH36_P10_F10	0.452705040448	green3	2	4.5406	1.355
MGH36_P10_F11	-0.52961543571	red	1	0.21039	2.177
MGH36_P10_F12	NA	black	0	0	2.1329
MGH36_P10_G01	NA	black	0	0	0
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	NA	black	0	0	1.2185
MGH36_P10_G05	NA	black	0	0	0
MGH36_P10_G06	-0.84636288421	red	1	2.9888	0.87657
MGH36_P10_G07	NA	black	0	0	2.0479
MGH36_P10_G08	NA	black	0	0.18396	0
MGH36_P10_G09	NA	black	0	0.14012	0
MGH36_P10_G10	NA	black	0	0	0
MGH36_P10_G11	-1.55457184706	black	0	0.17121	3.7636
MGH36_P10_H01	NA	black	0	0	0
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	0	1.5922
MGH36_P10_H05	NA	black	0	0	0
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	0.20914
MGH36_P10_H11	NA	black	0	0	0.60597
MGH36_P10_H12	NA	black	0	0	0
MGH36_P8_A01	NA	black	0	0	0
MGH36_P8_A03	NA	black	0	3.0979	0
MGH36_P8_A04	NA	black	0	0.22404	0
MGH36_P8_A06	NA	black	0	0	1.742
MGH36_P8_A07	NA	black	0	0.6581	0
MGH36_P8_A08	NA	black	0	0	0.44679
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	NA	black	0	0.24975	0
MGH36_P8_A12	NA	black	0	0.22774	0
MGH36_P8_B01	NA	black	0	1.119	0
MGH36_P8_B02	NA	black	0	0.52707	0
MGH36_P8_B03	NA	black	0	0	0.39287
MGH36_P8_B04	NA	black	0	0	0.2916
MGH36_P8_B05	NA	black	0	0	1.1467
MGH36_P8_B08	0.0875622135133	green3	2	0.39067	0.86711
MGH36_P8_B09	NA	black	0	0	2.3799
MGH36_P8_B10	NA	black	0	0	0
MGH36_P8_B11	0.342964977151	green3	2	0.26544	0.34142
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	0.411352283942	green3	2	0.12433	0.44042
MGH36_P8_C02	NA	black	0	0	0.37407
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	NA	black	0	0	0
MGH36_P8_C06	NA	black	0	0	0.64524
MGH36_P8_C09	NA	black	0	0	0
MGH36_P8_C10	NA	black	0	0	0
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	0	0
MGH36_P8_D03	NA	black	0	0.32884	0
MGH36_P8_D04	-0.163258955312	green3	2	2.9588	1.148
MGH36_P8_D05	NA	black	0	0	0
MGH36_P8_D07	NA	black	0	0	0
MGH36_P8_D08	0.0763598380272	green3	2	0.56267	0.39397
MGH36_P8_D09	NA	black	0	0	0
MGH36_P8_D10	0.277095375304	green3	2	0.24245	0.54201
MGH36_P8_D11	-0.661098455803	red	1	1.2869	0.21909
MGH36_P8_D12	NA	black	0	0	0
MGH36_P8_E01	NA	black	0	0.64062	0
MGH36_P8_E02	NA	black	0	0	2.8303
MGH36_P8_E03	0.58335866764	green3	2	3.2766	1.4292
MGH36_P8_E04	-0.280683431299	green3	2	1.5553	0.89453
MGH36_P8_E05	NA	black	0	0.16864	0
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	0.597184450946	green3	2	0.10568	0.13881
MGH36_P8_E10	NA	black	0	0	1.8424
MGH36_P8_F02	NA	black	0	0	0
MGH36_P8_F04	NA	black	0	0.16736	0
MGH36_P8_F05	-1.93051805715	black	0	3.0409	0.46362
MGH36_P8_F07	-2.15359815776	black	0	3.2194	0.43829
MGH36_P8_F09	NA	black	0	1.7442	0
MGH36_P8_G01	NA	black	0	0	1.715
MGH36_P8_G02	-1.51672161746	black	0	3.5326	0.73379
MGH36_P8_G03	NA	black	0	1.7954	0
MGH36_P8_G04	NA	black	0	0.19535	0
MGH36_P8_G05	NA	black	0	0	0.53406
MGH36_P8_G06	NA	black	0	2.1741	0
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	NA	black	0	0	0.20038
MGH36_P8_G09	NA	black	0	0	0
MGH36_P8_G10	NA	black	0	0	0.45628
MGH36_P8_G12	NA	black	0	0	0
MGH36_P8_H01	NA	black	0	0	0.54992
MGH36_P8_H03	NA	black	0	0	0
MGH36_P8_H04	NA	black	0	0	0
MGH36_P8_H06	-0.420288864388	green3	2	1.7381	0.82782
MGH36_P8_H07	NA	black	0	0	0
MGH36_P8_H09	-0.93144452803	red	1	2.059	0.58015
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	0.374106202841	green3	2	0.1137	0.52005
MGH36_P9_A01	NA	black	0	0	0
MGH36_P9_A02	NA	black	0	3.7542	0
MGH36_P9_A03	NA	black	0	0	0
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	NA	black	0	2.9499	0
MGH36_P9_A07	0.18112699422	green3	2	0.37407	0.5724
MGH36_P9_A09	NA	black	0	0.45943	0
MGH36_P9_A10	NA	black	0	2.5261	0
MGH36_P9_A11	-1.32276457082	black	0	2.2007	0.40599
MGH36_P9_A12	0.0254493046717	green3	2	0.8528	1.3039
MGH36_P9_B01	NA	black	0	0	0
MGH36_P9_B04	NA	black	0	0	0.53804
MGH36_P9_B06	NA	black	0	0	0
MGH36_P9_B07	NA	black	0	0.4813	0
MGH36_P9_B08	-0.866906543378	red	1	2.228	0.68706
MGH36_P9_B09	NA	black	0	0	0
MGH36_P9_B10	NA	black	0	0	0.58207
MGH36_P9_B11	NA	black	0	0	0
MGH36_P9_B12	NA	black	0	0	0.82538
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	0.26664	0
MGH36_P9_C03	NA	black	0	0.66812	0
MGH36_P9_C05	NA	black	0	0.1375	0
MGH36_P9_C07	NA	black	0	0	0.50487
MGH36_P9_C08	NA	black	0	0	0
MGH36_P9_C09	NA	black	0	0	0
MGH36_P9_C11	-0.5704345636	red	1	1.1991	0.21661
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	NA	black	0	2.6404	0
MGH36_P9_D07	NA	black	0	0	1.6929
MGH36_P9_D08	NA	black	0	0	3.6978
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0	3.2522
MGH36_P9_D11	-0.0834283006511	green3	2	0.25459	1.3443
MGH36_P9_E01	NA	black	0	0	0.61918
MGH36_P9_E02	NA	black	0	0	0.28806
MGH36_P9_E03	NA	black	0	0	0
MGH36_P9_E04	NA	black	0	1.9957	0
MGH36_P9_E05	NA	black	0	0	0
MGH36_P9_E06	NA	black	0	0.60407	0
MGH36_P9_E07	-0.0373612589993	green3	2	0.2302	1.2382
MGH36_P9_E08	NA	black	0	0.33228	0
MGH36_P9_E10	NA	black	0	0	0
MGH36_P9_E11	NA	black	0	0	0.32998
MGH36_P9_E12	NA	black	0	0	2.2774
MGH36_P9_F02	NA	black	0	0	0.50284
MGH36_P9_F03	NA	black	0	0	0.27977
MGH36_P9_F04	NA	black	0	0	0.59072
MGH36_P9_F08	NA	black	0	0	0.98623
MGH36_P9_F09	NA	black	0	0.81147	0
MGH36_P9_F10	0.131214901459	green3	2	0.26664	0.85519
MGH36_P9_F11	NA	black	0	0	2.9745
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	0	0.25942
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	0.6248
MGH36_P9_G06	NA	black	0	0	0
MGH36_P9_G07	NA	black	0	0	0
MGH36_P9_G08	NA	black	0	0	0.59072
MGH36_P9_G09	NA	black	0	0.37184	0
MGH36_P9_G10	-0.0647443817883	green3	2	0.098958	1.2618
MGH36_P9_G11	NA	black	0	0	0.78576
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	NA	black	0	0	3.3889
MGH36_P9_H03	NA	black	0	0	0
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	0	0
MGH36_P9_H08	NA	black	0	0	0.68527
MGH36_P9_H10	-0.982414614424	red	1	1.736	0.34937
MGH36_P9_H11	NA	black	0	0	0.4489
MGH36_P9_H12	NA	black	0	0	0.25338
MGH36_P2_A01	0.182676153786	green3	2	0.26544	0.73379
MGH36_P2_A03	NA	black	0	0	0
MGH36_P2_A04	NA	black	0	0.08134	0
MGH36_P2_A05	0.272355353555	green3	2	0.10165	0.70664
MGH36_P2_A06	-0.313036839081	green3	2	0.24367	1.8172
MGH36_P2_A07	0.14733294381	green3	2	0.16479	0.88596
MGH36_P2_A08	NA	black	0	0	0
MGH36_P2_A11	NA	black	0	2.9218	0
MGH36_P2_B03	NA	black	0	0	0
MGH36_P2_B04	-0.242723707842	green3	2	0.19156	1.6187
MGH36_P2_B05	NA	black	0	0	0
MGH36_P2_B06	-0.332107258139	green3	2	0.0028825	1.6093
MGH36_P2_B07	NA	black	0	2.4268	0
MGH36_P2_B08	0.171708376503	green3	2	0.30685	0.71282
MGH36_P2_B09	NA	black	0	0.052416	0
MGH36_P2_B10	NA	black	0	0	0
MGH36_P2_B11	NA	black	0	0	0.43082
MGH36_P2_B12	NA	black	0	0	0
MGH36_P2_C02	NA	black	0	2.7058	0
MGH36_P2_C03	NA	black	0	0.077243	0
MGH36_P2_C04	2.45324153472	black	0	1.7172	3.4785
MGH36_P2_C07	NA	black	0	0.035624	0
MGH36_P2_C08	0.264427663935	green3	2	0.25217	0.5568
MGH36_P2_C09	NA	black	0	0	0.9092
MGH36_P2_C10	0.561108915424	green3	2	0.15186	0.11103
MGH36_P2_C11	NA	black	0	0.048236	0
MGH36_P2_C12	NA	black	0	0.07861	0
MGH36_P2_D01	13.4083046377	black	0	4.2987	4.8078
MGH36_P2_D02	NA	black	0	0.082703	0
MGH36_P2_D04	NA	black	0	3.8947	0
MGH36_P2_D05	NA	black	0	0	0
MGH36_P2_D06	NA	black	0	0	0.9381
MGH36_P2_D07	NA	black	0	0.063503	0
MGH36_P2_D08	0.71526126785	green3	2	0.028569	0.085425
MGH36_P2_D09	0.61195562007	green3	2	0.097611	0.12829
MGH36_P2_D10	NA	black	0	0.059355	0
MGH36_P2_D11	NA	black	0	0.16736	0
MGH36_P2_E01	0.544966093817	green3	2	0.16092	0.123
MGH36_P2_E02	NA	black	0	0	0.79161
MGH36_P2_E03	NA	black	0	2.5051	0
MGH36_P2_E04	-1.46220017266	black	0	2.9294	0.61542
MGH36_P2_E06	NA	black	0	0.049631	0
MGH36_P2_E07	NA	black	0	0.18269	0
MGH36_P2_E08	NA	black	0	0.16092	0
MGH36_P2_E09	NA	black	0	0.020058	0
MGH36_P2_E10	NA	black	0	0.25822	0
MGH36_P2_F02	0.0557978570227	green3	2	0.12565	1.0628
MGH36_P2_F03	NA	black	0	0	0
MGH36_P2_F04	NA	black	0	0	0
MGH36_P2_F06	NA	black	0	0.10434	0
MGH36_P2_F07	NA	black	0	0.11237	0
MGH36_P2_F08	NA	black	0	0.21164	0
MGH36_P2_F10	-0.155458120521	green3	2	0.23266	1.4834
MGH36_P2_F11	NA	black	0	0.20289	0
MGH36_P2_F12	NA	black	0	0.10969	0
MGH36_P2_G01	0.323961954708	green3	2	0.11237	0.60881
MGH36_P2_G02	NA	black	0	0.14666	0
MGH36_P2_G03	-0.35097991226	green3	2	0.063503	1.6821
MGH36_P2_G04	NA	black	0	0.1903	0
MGH36_P2_G05	0.710423924428	green3	2	0.032806	0.085425
MGH36_P2_G07	0.724031055652	green3	2	0.03984	0.051024
MGH36_P2_G08	NA	black	0	0.11636	0
MGH36_P2_G09	NA	black	0	0.0229	0
MGH36_P2_G11	NA	black	0	0.17121	0
MGH36_P2_G12	NA	black	0	0	0.99567
MGH36_P2_H01	NA	black	0	0	2.2157
MGH36_P2_H02	-0.176263004602	green3	2	1.2363	0.89453
MGH36_P2_H03	0.13365001021	green3	2	0.19787	0.89453
MGH36_P2_H04	-1.17065949566	black	0	3.3387	0.81476
MGH36_P2_H05	0.291916406267	green3	2	0.05797	0.70841
MGH36_P2_H06	NA	black	0	2.8331	0
MGH36_P2_H07	NA	black	0	0.39397	0
MGH36_P2_H10	NA	black	0	0	0
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0.8504
MGH53_P5_A04	NA	black	0	0.68975	0
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0.71984	0
MGH53_P5_A08	NA	black	0	0.52507	0
MGH53_P5_A09	5.17438674871	black	0	4.0306	2.6893
MGH53_P5_A11	NA	black	0	0	0
MGH53_P5_B01	NA	black	0	0	0
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	NA	black	0	4.0049	0
MGH53_P5_B05	0.105091638322	green3	2	0.48336	0.6107
MGH53_P5_B06	NA	black	0	0	0
MGH53_P5_B07	0.320415079787	green3	2	0.19283	0.52005
MGH53_P5_B08	NA	black	0	0	0.94411
MGH53_P5_B09	NA	black	0	0	0
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	1.3208
MGH53_P5_C02	NA	black	0	0	1.5607
MGH53_P5_C03	0.211222437671	green3	2	1.7723	1.369
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	NA	black	0	0	1.06
MGH53_P5_C08	NA	black	0	0.81885	0
MGH53_P5_C09	NA	black	0	0	1.7198
MGH53_P5_C10	NA	black	0	0	3.4555
MGH53_P5_C11	-0.223281112936	green3	2	0.32308	1.736
MGH53_P5_D01	NA	black	0	0	0
MGH53_P5_D02	NA	black	0	4.6145	0
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	NA	black	0	0	0.95903
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	0
MGH53_P5_E02	0.535346589198	green3	2	1.5099	1.7858
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	0	0
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0.57434	0
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	0
MGH53_P5_F03	NA	black	0	0.44784	0
MGH53_P5_F05	NA	black	0	0	1.2437
MGH53_P5_F06	NA	black	0	0	0.86076
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	1.1342
MGH53_P5_F10	NA	black	0	0.64432	0
MGH53_P5_F11	NA	black	0	0	3.3074
MGH53_P5_G01	NA	black	0	0	0
MGH53_P5_G04	NA	black	0	0	0
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	0	0.71282
MGH53_P5_G08	NA	black	0	0.3173	0
MGH53_P5_G09	NA	black	0	0	1.584
MGH53_P5_G10	NA	black	0	0.16736	0
MGH53_P5_G11	NA	black	0	0	0
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	1.4521
MGH53_P5_H04	NA	black	0	0.6526	0
MGH53_P5_H05	NA	black	0	0.69866	0
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	0
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0.21039	0
MGH53_P6_A01	NA	black	0	0.76384	0
MGH53_P6_A02	0.126914484787	green3	2	0.34937	0.78743
MGH53_P6_A03	NA	black	0	0	0
MGH53_P6_A04	NA	black	0	0	0
MGH53_P6_A05	NA	black	0	0.24367	0
MGH53_P6_A06	NA	black	0	0.17249	0
MGH53_P6_A07	NA	black	0	0	0
MGH53_P6_A08	NA	black	0	0.15056	0
MGH53_P6_A09	NA	black	0	3.9513	0
MGH53_P6_A10	NA	black	0	0.19661	0
MGH53_P6_A11	0.20941017238	green3	2	0.14926	0.78073
MGH53_P6_A12	NA	black	0	0	0.543
MGH53_P6_B02	NA	black	0	0	0
MGH53_P6_B03	NA	black	0	0	0.42223
MGH53_P6_B04	NA	black	0	0	0
MGH53_P6_B05	-0.12296391656	green3	2	0.19535	1.3962
MGH53_P6_B06	NA	black	0	0.21412	0
MGH53_P6_B07	-0.185145291064	green3	2	0.35502	1.6866
MGH53_P6_B09	0.336754912601	green3	2	3.5718	1.3346
MGH53_P6_B10	0.432614628498	green3	2	0.20038	0.27143
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	0.202730365388	green3	2	0.32884	0.59264
MGH53_P6_C04	NA	black	0	2.2995	0
MGH53_P6_C05	0.102782575233	green3	2	0.23143	0.94111
MGH53_P6_C06	-0.339313074975	green3	2	0.19409	1.7999
MGH53_P6_C07	NA	black	0	0	0.21288
MGH53_P6_C08	NA	black	0	0.20664	0
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	NA	black	0	0	0
MGH53_P6_C11	NA	black	0	0	0
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	NA	black	0	0	2.4063
MGH53_P6_D03	NA	black	0	0	1.6987
MGH53_P6_D05	NA	black	0	0	0.30334
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	NA	black	0	0.33457	0
MGH53_P6_D09	NA	black	0	0	2.0426
MGH53_P6_D10	NA	black	0	0	1.6374
MGH53_P6_D11	0.366631259493	green3	2	0.2461	0.32539
MGH53_P6_D12	-0.149313126299	green3	2	0.94411	0.68706
MGH53_P6_E01	NA	black	0	0	1.2029
MGH53_P6_E02	NA	black	0	0.12961	0
MGH53_P6_E03	0.173558114034	green3	2	0.16221	0.83835
MGH53_P6_E04	NA	black	0	0	2.0072
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0.27739	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0.48027
MGH53_P6_E09	NA	black	0	0	0
MGH53_P6_E10	NA	black	0	0	0
MGH53_P6_F01	NA	black	0	0	1.2666
MGH53_P6_F02	NA	black	0	0	0.4782
MGH53_P6_F03	NA	black	0	0	0
MGH53_P6_F04	NA	black	0	0	2.2088
MGH53_P6_F05	NA	black	0	0	0
MGH53_P6_F06	NA	black	0	0	0
