Cell_name	Zvalue	Color	Cluster	NANOG	STAT3
MGH36_P2_E02	-0.870940005748	red	1	0.41792	4.739
MGH36_P2_E03	0.524822531145	red	1	0.51904	0.025738
MGH36_P2_E04	-1.11721966321	red	1	0.22527	4.5867
MGH36_P2_E06	-0.35459382033	red	1	0.78241	5.3578
MGH36_P2_E07	-0.359688790852	red	1	0.36177	3.1903
MGH36_P2_E08	0.818563095018	red	1	0.30217	0.05797
MGH36_P2_E09	-0.516316212067	red	1	0.059355	3.1117
MGH36_P2_E10	0.5762116975	red	1	0.46362	0.13093
MGH36_P2_F02	1.03292165644	red	1	0.13093	0.10165
MGH36_P2_F03	-0.66911748505	red	1	0.59837	5.1204
MGH36_P2_F04	0.967918019651	red	1	0.07861	0.36625
MGH36_P2_F06	0.240417545298	red	1	0.60027	0.99132
MGH36_P2_F07	0.748532268984	red	1	0.33457	0.13225
MGH36_P2_F08	0.485502393426	red	1	0.53804	0.085425
MGH36_P2_F10	0.519651318109	red	1	0.35952	0.72421
MGH36_P2_F11	1.08539853656	red	1	0.11503	0.037031
MGH36_P2_F12	-0.425605696046	red	1	0.49876	3.7205
MGH36_P2_G01	NA	black	0	1.127	0
MGH36_P2_G02	1.01444354067	red	1	0.11636	0.18015
MGH36_P2_G03	0.383098214164	red	1	0.59455	0.22651
MGH36_P2_G04	0.84023184089	red	1	0.15056	0.46048
MGH36_P2_G05	0.835273714015	red	1	0.2762	0.10836
MGH36_P2_G07	0.560057145355	red	1	0.48749	0.064883
MGH36_P2_G08	0.460191053624	red	1	0.56462	0.025738
MGH36_P2_G09	0.867149080037	red	1	0.24853	0.12168
MGH36_P2_G11	0.580358482046	red	1	0.45207	0.17377
MGH36_P2_G12	0.757925728815	red	1	0.30918	0.20038
MGH36_P2_H01	0.16684942782	red	1	0.76299	0.1903
MGH36_P2_H02	NA	black	0	0.063503	0
MGH36_P2_H03	0.212169743364	red	1	0.38515	1.5912
MGH36_P2_H04	0.71118607578	red	1	0.36065	0.14012
MGH36_P2_H05	0.562418974338	red	1	0.42223	0.37295
MGH36_P2_H06	0.962307408099	red	1	0.14274	0.21909
MGH36_P2_H07	-0.399385055218	red	1	1.2172	0.38294
MGH36_P2_H10	0.468816796894	red	1	0.54597	0.1137
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0	1.8918
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0	2.1322
MGH53_P5_A08	0.017866979755	red	1	1.6713	2.3257
MGH53_P5_A09	NA	black	0	0	0.54696
MGH53_P5_A11	-0.165806773081	red	1	1.0433	0.5568
MGH53_P5_B01	NA	black	0	0.66175	0
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	NA	black	0	0.53705	0
MGH53_P5_B05	NA	black	0	0	5.2834
MGH53_P5_B06	NA	black	0	0.73292	0
MGH53_P5_B07	-0.305234454993	red	1	1.1223	0.24732
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	0.0751278220186	red	1	1.044	3.259
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	6.0762
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	NA	black	0	0	3.5978
MGH53_P5_C04	0.812525980726	red	1	1.4351	4.8531
MGH53_P5_C05	NA	black	0	0	3.2991
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	0.106953982653	red	1	0.74674	1.1738
MGH53_P5_C08	NA	black	0	0	3.0941
MGH53_P5_C09	NA	black	0	0	0
MGH53_P5_C10	-0.304155446579	red	1	1.4346	1.3945
MGH53_P5_C11	NA	black	0	0.64524	0
MGH53_P5_D01	NA	black	0	0	2.8018
MGH53_P5_D02	NA	black	0	0	4.6676
MGH53_P5_D04	NA	black	0	0	0.82212
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	-0.743933049077	red	1	1.569	0.59072
MGH53_P5_D08	1.6491835562	black	0	1.8899	5.007
MGH53_P5_D09	NA	black	0	1.3618	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0.94561	0
MGH53_P5_E02	NA	black	0	0	1.9321
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	-0.448283342748	red	1	1.3545	0.76893
MGH53_P5_E06	-2.10886379627	black	0	2.9592	0.78994
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	0.291368371865	red	1	1.5221	3.0321
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	1.2485
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0	2.9773
MGH53_P5_F06	NA	black	0	1.873	0
MGH53_P5_F07	NA	black	0	0	1.7778
MGH53_P5_F08	-0.0301485796547	red	1	0.61918	2.3846
MGH53_P5_F10	NA	black	0	0	6.24
MGH53_P5_F11	-0.387509528224	red	1	1.5874	1.4125
MGH53_P5_G01	NA	black	0	0	0
MGH53_P5_G04	NA	black	0	0	3.1447
MGH53_P5_G05	NA	black	0	0	4.9814
MGH53_P5_G07	-0.100728007901	red	1	1.4271	1.9749
MGH53_P5_G08	-0.0339425416482	red	1	0.92979	4.8224
MGH53_P5_G09	-0.860984012252	red	1	2.7482	1.6313
MGH53_P5_G10	0.568888291749	red	1	0.4782	0.08134
MGH53_P5_G11	-0.134031177442	red	1	1.0115	0.51904
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	1.60236444931	black	0	1.9679	4.7236
MGH53_P5_H05	1.84088397853	black	0	1.8143	5.6139
MGH53_P5_H07	NA	black	0	1.237	0
MGH53_P5_H08	0.959588040276	red	1	1.7035	4.2284
MGH53_P5_H10	NA	black	0	2.8641	0
MGH53_P5_H11	NA	black	0	0.37629	0
MGH53_P6_A01	NA	black	0	0	0.4489
MGH53_P6_A02	NA	black	0	0	0
MGH53_P6_A03	0.518628454516	red	1	0.514	0.085425
MGH53_P6_A04	NA	black	0	0.77568	0
MGH53_P6_A05	0.5054013964	red	1	0.49365	0.25822
MGH53_P6_A06	-0.342946781206	red	1	0.44255	3.3009
MGH53_P6_A07	NA	black	0	0	0.13356
MGH53_P6_A08	0.226817502277	red	1	0.69153	0.49774
MGH53_P6_A09	0.360189717885	red	1	0.62293	0.1375
MGH53_P6_A10	-0.702112882145	red	1	0.031395	3.3953
MGH53_P6_A11	NA	black	0	0	1.364
MGH53_P6_A12	NA	black	0	0	0.61164
MGH53_P6_B02	NA	black	0	0.23511	0
MGH53_P6_B03	NA	black	0	0	3.3067
MGH53_P6_B04	NA	black	0	0	2.2513
MGH53_P6_B05	0.794448428099	red	1	1.3646	5.2603
MGH53_P6_B06	-0.743745106032	red	1	0.38294	4.2586
MGH53_P6_B07	NA	black	0	0.58111	0
MGH53_P6_B09	NA	black	0	0	0.27381
MGH53_P6_B10	NA	black	0	0	0.16221
MGH53_P6_C01	NA	black	0	0	0.28688
MGH53_P6_C03	NA	black	0	0.29514	0
MGH53_P6_C04	0.899674462779	red	1	0.20289	0.18777
MGH53_P6_C05	-0.319488643491	red	1	0.55876	3.538
MGH53_P6_C06	-0.39519909672	red	1	0.69421	4.6317
MGH53_P6_C07	0.77970307754	red	1	0.33342	0.045443
MGH53_P6_C08	NA	black	0	0	0
MGH53_P6_C09	1.46550272825	red	1	1.6448	5.5795
MGH53_P6_C10	NA	black	0	1.7693	0
MGH53_P6_C11	-0.509759290399	red	1	0.68885	5.1798
MGH53_P6_C12	NA	black	0	0	0.91991
MGH53_P6_D01	NA	black	0	0.98987	0
MGH53_P6_D02	0.566870032102	red	1	0.44361	0.26424
MGH53_P6_D03	NA	black	0	0.80818	0
MGH53_P6_D05	NA	black	0	0	0
MGH53_P6_D07	NA	black	0	0	0.90458
MGH53_P6_D08	-0.241761525064	red	1	1.1057	0.514
MGH53_P6_D09	NA	black	0	0	0
MGH53_P6_D10	NA	black	0	0	5.1191
MGH53_P6_D11	-1.11386786241	red	1	0.22774	4.5878
MGH53_P6_D12	NA	black	0	0	2.2488
MGH53_P6_E01	NA	black	0	0	0.42008
MGH53_P6_E02	NA	black	0	0	5.5024
MGH53_P6_E03	NA	black	0	0.36289	0
MGH53_P6_E04	NA	black	0	0	0
MGH53_P6_E05	NA	black	0	0	0
MGH53_P6_E06	NA	black	0	0.45943	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0.73466
MGH53_P6_E09	0.0476063066054	red	1	0.97893	4.2628
MGH53_P6_E10	NA	black	0	0.54992	0
MGH53_P6_F01	-0.838656577214	red	1	0.57337	5.5627
MGH53_P6_F02	-0.0953331316621	red	1	0.59741	2.6801
MGH53_P6_F03	NA	black	0	0	5.3263
MGH53_P6_F04	0.32727578528	red	1	1.2418	3.9204
MGH53_P6_F05	NA	black	0	0	5.1994
MGH53_P6_F06	-0.766771360736	red	1	0.50589	4.8726
MGH53_P6_F07	-0.186222766138	red	1	1.0356	0.29278
MGH53_P6_F08	NA	black	0	0.47405	0
MGH53_P6_F09	NA	black	0	0	0.24245
MGH53_P6_F10	NA	black	0	1.3746	0
MGH53_P6_G01	0.0269833663434	red	1	1.3945	2.3604
MGH53_P6_G02	0.485846405764	red	1	0.50182	0.29748
MGH53_P6_G03	NA	black	0	0.77737	0
MGH53_P6_G04	0.561011302158	red	1	0.44361	0.2857
MGH53_P6_G05	NA	black	0	0	2.8045
MGH53_P6_G06	1.84377631209	black	0	2.3411	4.3567
MGH53_P6_G07	NA	black	0	0.62012	0
MGH53_P6_G08	NA	black	0	0.86235	0
MGH53_P6_G09	NA	black	0	0	0.37518
MGH53_P6_G10	NA	black	0	0	0
MGH53_P6_G11	0.654063194141	red	1	0.34937	0.35614
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	0.906801771387	red	1	0.20539	0.1635
MGH53_P6_H03	NA	black	0	3.2814	0
MGH53_P6_H04	NA	black	0	0	0
MGH53_P6_H05	-0.312986945482	red	1	1.125	0.2228
MGH53_P6_H07	NA	black	0	0.72509	0
MGH53_P6_H09	0.502091295917	red	1	0.52707	0.07861
MGH53_P6_H10	NA	black	0	0	5.5694
MGH53_P6_H11	NA	black	0	0	1.6064
MGH53_P7_A01	NA	black	0	0	0.32654
MGH53_P7_A02	0.157319834613	red	1	1.1421	3.405
MGH53_P7_A03	NA	black	0	0	0
MGH53_P7_A04	-0.341111450253	red	1	1.2029	0.56949
MGH53_P7_A05	0.0299445279902	red	1	1	2.8548
MGH53_P7_A06	NA	black	0	0	5.8091
MGH53_P7_A07	-0.16721727018	red	1	1.0272	0.37072
MGH53_P7_A09	-1.21757400274	red	1	1.9003	0.44679
MGH53_P7_A11	NA	black	0	0	0.47197
MGH53_P7_A12	NA	black	0	1.5811	0
MGH53_P7_B01	0.595664279383	red	1	0.40272	0.33914
MGH53_P7_B02	NA	black	0	1.26	0
MGH53_P7_B03	NA	black	0	1.2209	0
MGH53_P7_B04	-0.528279536157	red	1	0.66903	5.0863
MGH53_P7_B05	0.460230249181	red	1	0.54399	0.16864
MGH53_P7_B06	0.592009697589	red	1	0.45523	0.1137
MGH53_P7_B07	-0.256115940359	red	1	0.76469	4.4239
MGH53_P7_B08	NA	black	0	0.4844	0
MGH53_P7_B10	-0.239536815277	red	1	0.57531	3.2666
MGH53_P7_B11	NA	black	0	0	0.32998
MGH53_P7_B12	0.997673979635	red	1	0.16092	0.090853
MGH53_P7_C01	-0.0822008166908	red	1	0.95159	0.23511
MGH53_P7_C02	NA	black	0	0	0
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	0.197231281607	red	1	0.7277	0.37629
MGH53_P7_C05	0.0746213697439	red	1	1.0566	3.1434
MGH53_P7_C06	0.0246416152318	red	1	0.78827	1.9317
MGH53_P7_C07	0.411854389216	red	1	0.56755	0.25822
MGH53_P7_C09	0.52406693618	red	1	0.4351	0.45523
MGH53_P7_C11	0.577431802592	red	1	0.44679	0.21039
MGH53_P7_C12	NA	black	0	0.71017	0
MGH53_P7_D01	-0.381604559879	red	1	0.69153	4.5362
MGH53_P7_D02	-0.394521899369	red	1	1.2768	0.67987
MGH53_P7_D03	NA	black	0	0	0.74846
MGH53_P7_D04	0.433125223255	red	1	0.46467	0.67265
MGH53_P7_D05	NA	black	0	1.2091	0
MGH53_P7_D06	NA	black	0	0	0.2762
MGH53_P7_D07	NA	black	0	0.82212	0
MGH53_P7_D10	-0.655069190507	red	1	0.43936	4.2219
MGH53_P7_D11	-0.881083626777	red	1	0.55483	5.5693
MGH53_P7_D12	NA	black	0	0	3.4137
MGH53_P7_E01	NA	black	0	0	5.7819
MGH53_P7_E02	NA	black	0	1.7769	0
MGH53_P7_E03	0.00595365196164	red	1	0.45523	2.2001
MGH53_P7_E04	0.324588853662	red	1	0.57531	0.66448
MGH53_P7_E05	0.0993360514083	red	1	0.45943	1.8821
MGH53_P7_E06	-0.284986038713	red	1	0.81476	5.3259
MGH53_P7_E07	-1.37188753293	red	1	0.29514	5.3947
MGH53_P7_E08	NA	black	0	0	0.2558
MGH53_P7_E09	-0.237794248117	red	1	0.52206	3.1252
MGH53_P7_E10	-0.0848117836033	red	1	0.88206	4.355
MGH53_P7_E11	NA	black	0	0	4.8918
MGH53_P7_E12	NA	black	0	0	0.62761
MGH53_P7_F01	0.670286004217	red	1	0.38294	0.17632
MGH53_P7_F02	NA	black	0	0	4.2059
MGH53_P7_F04	NA	black	0	0	0.19409
MGH53_P7_F05	0.652701428915	red	1	0.39726	0.17249
MGH53_P7_F06	-1.30903463453	red	1	0.53705	6.8079
MGH53_P7_F08	-0.878607541502	red	1	0.34028	4.4465
MGH53_P7_F09	NA	black	0	0	1.5465
MGH53_P7_F10	NA	black	0	0.47301	0
MGH53_P7_F11	-1.54294337465	black	0	1.9553	0.085425
MGH53_P7_F12	NA	black	0	0	0.24489
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0	0.48027
MGH53_P7_G04	-7.01989703401	black	0	5.4114	0.10299
MGH53_P7_G05	NA	black	0	0.89453	0
MGH53_P7_G06	NA	black	0	0	0.13619
MGH53_P7_G07	0.379752573883	red	1	0.41684	1.0079
MGH53_P7_G08	-0.564892716465	red	1	0.35163	3.7019
MGH53_P7_G09	NA	black	0	0	6.8139
MGH53_P7_G10	NA	black	0	0.33342	0
MGH53_P7_G11	NA	black	0	2.1683	0
MGH53_P7_G12	0.272694814277	red	1	0.47093	1.2497
MGH53_P7_H01	NA	black	0	0	0
MGH53_P7_H02	-0.509900299206	red	1	1.4217	0.78409
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	-0.381906928503	red	1	0.28806	3.1283
MGH53_P7_H05	1.11391730747	red	1	0.059355	0.12961
MGH53_P7_H06	NA	black	0	0	4.6209
MGH53_P7_H07	NA	black	0	0	0.39067
MGH53_P7_H08	NA	black	0	0	0
MGH53_P7_H10	-0.455040461348	red	1	0.60407	4.292
MGH53_P7_H11	0.281013811999	red	1	1.2798	3.5105
MGH53_P7_H12	NA	black	0	0	4.9028
MGH53_P8_A01	NA	black	0	0	0.60312
MGH53_P8_A02	-0.0861273450884	red	1	0.67175	2.76
MGH53_P8_A03	0.626266609734	red	1	0.41684	0.17505
MGH53_P8_A04	0.499069383429	red	1	0.41251	0.6248
MGH53_P8_A05	-0.0184005482234	red	1	0.90689	0.42438
MGH53_P8_A06	NA	black	0	0	6.4603
MGH53_P8_A07	0.592358953285	red	1	0.45523	0.11237
MGH53_P8_A08	NA	black	0	0	0
MGH53_P8_A09	0.370399643947	red	1	0.60502	0.22157
MGH53_P8_A10	NA	black	0	0	1.9123
MGH53_P8_A11	0.330289425386	red	1	0.59741	0.50792
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	1.338	0
MGH53_P8_B04	-0.430506249253	red	1	0.62947	4.3364
MGH53_P8_B08	0.908068767152	red	1	0.18523	0.22033
MGH53_P8_B09	NA	black	0	0	0.17505
MGH53_P8_B10	-0.137331065229	red	1	0.40599	2.6271
MGH53_P8_B11	0.537511214491	red	1	0.50691	0.045443
MGH53_P8_B12	NA	black	0	0.86552	0
MGH53_P8_C01	0.537528971696	red	1	0.49262	0.12961
MGH53_P8_C02	0.187906178156	red	1	0.75018	0.13356
MGH53_P8_C03	-0.143460778241	red	1	0.50691	2.7534
MGH53_P8_C04	NA	black	0	0.60975	0
MGH53_P8_C08	-0.218898544208	red	1	1.0711	0.38847
MGH53_P8_C09	0.782088516411	red	1	0.3115	0.12433
MGH53_P8_C10	0.660942978587	red	1	1.433	4.3522
MGH53_P8_C11	NA	black	0	0	4.3727
MGH53_P8_C12	NA	black	0	0	0.44042
MGH53_P8_D01	0.0320718581465	red	1	0.97746	3.2753
MGH53_P8_D02	-0.0657893266836	red	1	1.0731	1.6443
MGH53_P8_D03	0.417493760148	red	1	1.1427	5.8457
MGH53_P8_D04	0.270561036907	red	1	1.2892	3.4297
MGH53_P8_D05	-0.00171773702459	red	1	0.88986	0.21412
MGH53_P8_D06	0.212475651528	red	1	0.38184	1.5941
MGH53_P8_D07	NA	black	0	0	2.9694
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	-0.711075269982	red	1	1.369	0.010064
MGH53_P8_D10	0.530328359842	red	1	1.4158	3.9836
MGH53_P8_D11	0.525614784117	red	1	0.47716	0.26063
MGH53_P8_E01	NA	black	0	0	2.1293
MGH53_P8_E03	NA	black	0	0	0
MGH53_P8_E04	0.228373531308	red	1	0.57918	1.1362
MGH53_P8_E05	NA	black	0	0	0
MGH53_P8_E06	NA	black	0	0	0.58592
MGH53_P8_E07	NA	black	0	0	0
MGH53_P8_E08	NA	black	0	0	0.31383
MGH53_P8_E09	NA	black	0	1.1395	0
MGH53_P8_E10	NA	black	0	0.84559	0
MGH53_P8_E11	-0.679434348201	red	1	0.48027	4.467
MGH53_P8_F01	NA	black	0	1.8327	0
MGH53_P8_F02	NA	black	0	0.29514	0
MGH53_P8_F04	0.483628704935	red	1	0.51501	0.23511
MGH53_P8_F05	NA	black	0	0	3.5509
MGH53_P8_F06	0.833999723864	red	1	0.26424	0.15316
MGH53_P8_F07	NA	black	0	0	3.5413
MGH53_P8_F08	-0.0546717519975	red	1	0.86394	3.476
MGH53_P8_F09	0.0797187505861	red	1	0.83026	0.066261
MGH53_P8_F11	-0.4560672483	red	1	0.51197	3.8708
MGH53_P8_G01	NA	black	0	0	0.25096
MGH53_P8_G02	0.269194979772	red	1	0.55974	1.0072
MGH53_P8_G03	NA	black	0	0.58976	0
MGH53_P8_G04	NA	black	0	1.7071	0
MGH53_P8_G05	NA	black	0	0	4.2636
MGH53_P8_G06	NA	black	0	0	0.78241
MGH53_P8_G07	0.633703455508	red	1	0.33228	0.47301
MGH53_P8_G08	-1.86577112677	black	0	2.423	0.45838
MGH53_P8_G09	NA	black	0	0	0.10969
MGH53_P8_G10	NA	black	0	0	4.4484
MGH53_P8_G11	-0.53407812635	red	1	0.33228	3.5782
MGH53_P8_G12	-0.156207963546	red	1	1.1577	1.3167
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	0.85439	0
MGH53_P8_H03	0.399651747251	red	1	0.59168	0.15316
MGH53_P8_H04	0.654386556684	red	1	0.32769	0.42868
MGH53_P8_H05	NA	black	0	0	0.41359
MGH53_P8_H06	-0.361150125709	red	1	0.77146	5.2506
MGH53_P8_H07	NA	black	0	0	0.57143
MGH53_P8_H08	0.321205224829	red	1	1.1654	4.5093
MGH53_P8_H09	0.818773577304	red	1	0.21909	0.33113
MGH53_P8_H10	0.302070028889	red	1	0.64801	0.3115
MGH53_P8_H11	NA	black	0	0	2.8055
MGH53_P8_H12	0.248294334164	red	1	0.64985	0.67265
MGH53_P1_A03	0.144813327477	red	1	0.74846	0.72159
MGH53_P1_A04	-0.397139127644	red	1	0.39397	3.354
MGH53_P1_A06	NA	black	0	0.72072	0
MGH53_P1_A07	0.837493561023	red	1	0.21164	0.30801
MGH53_P1_A08	-0.127996342253	red	1	0.26424	2.5094
MGH53_P1_B04	NA	black	0	1.3967	0
MGH53_P1_B08	NA	black	0	0	0.2857
MGH53_P1_B09	0.40674835166	red	1	1.2922	4.0406
MGH53_P1_B11	0.0915663704506	red	1	0.81803	0.26424
MGH53_P1_C03	0.639622185495	red	1	0.3584	0.36737
MGH53_P1_C06	NA	black	0	0.81229	0
MGH53_P1_C09	NA	black	0	0.38184	0
MGH53_P1_C10	-0.317903395667	red	1	0.2916	2.9813
MGH53_P1_D01	NA	black	0	0.49876	0
MGH53_P1_D05	0.302868621894	red	1	1.1557	4.4733
MGH53_P1_D12	-0.736549341668	red	1	0.26664	3.8961
MGH53_P1_E09	0.424289220754	red	1	0.5568	0.26424
MGH53_P1_E12	-0.428390435752	red	1	0.54102	3.8851
MGH53_P12_A01	NA	black	0	0.85439	0
MGH53_P12_A02	NA	black	0	0	0
MGH53_P12_A03	NA	black	0	0	0.14274
MGH53_P12_A04	NA	black	0	0.56267	0
MGH53_P12_A05	-0.391918841639	red	1	1.2504	0.57821
MGH53_P12_A06	NA	black	0	0.8512	0
MGH53_P12_A08	NA	black	0	0	0.61918
MGH53_P12_A09	NA	black	0	0.21909	0
MGH53_P12_A10	0.546028113533	red	1	0.30801	0.78492
MGH53_P12_A11	NA	black	0	0.29278	0
MGH53_P12_A12	-3.02388395882	black	0	3.2635	0.41792
MGH53_P12_B01	NA	black	0	0.15575	0
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0	1.7891
MGH53_P12_B04	-0.516720061136	red	1	0.46571	3.9027
MGH53_P12_B05	-0.7224596251	red	1	0.22404	3.7664
MGH53_P12_B06	-0.936576613892	red	1	0.23879	4.2534
MGH53_P12_B07	NA	black	0	0	0
MGH53_P12_B08	-1.58862036582	black	0	2.1609	0.39397
MGH53_P12_B09	-0.15235938238	red	1	0.74416	3.4817
MGH53_P12_B11	NA	black	0	0	3.8995
MGH53_P12_B12	0.0540661933425	red	1	0.98914	3.8436
MGH53_P12_C01	NA	black	0	0	4.5453
MGH53_P12_C02	-0.101998935795	red	1	0.77989	3.2857
MGH53_P12_C03	NA	black	0	4.3858	0
MGH53_P12_C04	0.0579822416046	red	1	1.0215	3.2107
MGH53_P12_C05	NA	black	0	3.6432	0
MGH53_P12_C06	-0.0160350093766	red	1	0.89918	0.13488
MGH53_P12_C07	-0.223513876529	red	1	0.7277	3.8735
MGH53_P12_C08	NA	black	0	0	0.45418
MGH53_P12_C09	NA	black	0	0	0.14926
MGH53_P12_C10	NA	black	0	0.46258	0
MGH53_P12_C11	NA	black	0	0	0
MGH53_P12_C12	0.442210845247	red	1	0.53903	0.2857
MGH53_P12_D01	NA	black	0	1.9134	0
MGH53_P12_D02	NA	black	0	0	3.0853
MGH53_P12_D03	0.279311420125	red	1	1.201	3.8923
MGH53_P12_D04	-0.239984855325	red	1	1.0718	0.23879
MGH53_P12_D05	NA	black	0	0.14926	0
MGH53_P12_D06	-5.22361198803	black	0	4.6575	0.31962
MGH53_P12_D07	NA	black	0	0	0
MGH53_P12_D08	NA	black	0	0.31962	0
MGH53_P12_D09	0.00482980230552	red	1	0.64801	2.2032
MGH53_P12_D10	NA	black	0	0.7536	0
MGH53_P12_D11	NA	black	0	0	4.8789
MGH53_P12_D12	0.304185427678	red	1	0.6397	0.36737
MGH53_P12_E01	-2.0392295458	black	0	2.4515	0.32539
MGH53_P12_E02	NA	black	0	0	0
MGH53_P12_E03	0.0629753473863	red	1	0.84077	0.22033
MGH53_P12_E04	0.559315591373	red	1	0.44679	0.27739
MGH53_P12_E05	-0.607961334079	red	1	0.39726	3.9435
MGH53_P12_E06	NA	black	0	4.4114	0
MGH53_P12_E07	NA	black	0	0	0.30685
MGH53_P12_E08	NA	black	0	0	0.41143
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	-0.343589704452	red	1	0.6107	3.8468
MGH53_P12_E12	0.950848137796	red	1	0.17377	0.15704
MGH53_P12_F01	NA	black	0	0.14535	0
MGH53_P12_F02	0.57194754475	red	1	0.45207	0.20539
MGH53_P12_F03	1.03414777576	red	1	0.05797	0.2857
MGH53_P12_F04	-0.278881911389	red	1	1.103	0.25338
MGH53_P12_F06	0.133205158262	red	1	0.78241	0.34028
MGH53_P12_F07	NA	black	0	0	0.29748
MGH53_P12_F08	0.717802949899	red	1	0.32193	0.26784
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	NA	black	0	0.5888	0
MGH53_P12_F11	NA	black	0	0.39835	0
MGH53_P12_F12	-0.414791344045	red	1	0.48233	3.6322
MGH53_P12_G01	NA	black	0	0	0.28214
MGH53_P12_G03	0.0616357051799	red	1	0.50995	1.9877
MGH53_P12_G04	NA	black	0	0	0.14143
MGH53_P12_G07	0.212876257726	red	1	0.56169	1.2666
MGH53_P12_G08	NA	black	0	0.69599	0
MGH53_P12_G09	0.773426784436	red	1	0.30568	0.16993
MGH53_P12_G10	NA	black	0	0	1.5266
MGH53_P12_G11	NA	black	0	0	0.27143
MGH53_P12_G12	NA	black	0	0	0.1177
MGH53_P12_H01	NA	black	0	0.017209	0
MGH53_P12_H02	-0.392791530955	red	1	0.60217	4.0187
MGH53_P12_H03	-0.441749576282	red	1	0.32654	3.3371
MGH53_P12_H04	0.751420173449	red	1	0.33342	0.12829
MGH53_P12_H05	-0.0517949887727	red	1	0.91303	4.5916
MGH53_P12_H06	NA	black	0	2.5649	0
MGH53_P12_H07	-0.194532149372	red	1	1.0293	0.14274
MGH53_P12_H08	NA	black	0	0	1.2998
MGH53_P12_H09	-0.160333926365	red	1	0.56949	2.9201
MGH53_P12_H10	0.0543994156084	red	1	0.82944	1.0524
MGH53_P12_H11	-0.129775060255	red	1	0.53306	2.7368
MGH53_P12_H12	-0.116290313396	red	1	0.23266	2.4678
MGH53_P2_A09	NA	black	0	0.57143	0
MGH53_P2_A11	-0.561682747316	red	1	1.326	0.2916
MGH53_P2_A12	-0.486770366144	red	1	0.52306	4.0208
MGH53_P2_B05	0.683862381966	red	1	0.38515	0.123
MGH53_P2_B07	-0.247793354034	red	1	1.0656	0.11902
MGH53_P2_B09	0.590150447472	red	1	0.45943	0.098958
MGH53_P2_B10	-3.08177912234	black	0	3.5317	0.59646
MGH53_P2_C01	-0.418470191095	red	1	0.66903	4.5508
MGH53_P2_C02	-0.0733276322428	red	1	3.1074	2.3196
MGH53_P2_C03	NA	black	0	0.49057	0
MGH53_P2_C07	2.34213482397	black	0	5.7632	3.2713
MGH53_P2_C09	0.45937359464	red	1	1.595	3.3471
MGH53_P2_D01	NA	black	0	0	3.972
MGH53_P2_D02	-0.537983388143	red	1	1.2756	0.13619
MGH53_P2_D07	-0.421165044921	red	1	1.2191	0.29866
MGH53_P2_D08	-0.261445334648	red	1	0.543	3.265
MGH53_P2_D12	-1.44737727822	black	0	0.12961	4.9098
MGH53_P2_E04	-0.165160686051	red	1	0.69688	3.3222
MGH53_P2_E10	-0.121500114566	red	1	0.76553	3.3683
MGH53_P2_F02	-0.344997725783	red	1	0.37962	3.1821
MGH53_P2_F03	0.205152582952	red	1	0.73552	0.16736
MGH53_P2_F04	-0.280484741469	red	1	0.59837	3.5175
MGH53_P2_F05	NA	black	0	0	0
MGH53_P2_G02	2.75394967507	black	0	4.2552	3.7152
MGH53_P2_G07	0.477398522057	red	1	0.44361	0.5888
MGH53_P2_H01	0.65775167923	red	1	0.38294	0.21661
MGH53_P10_A01	NA	black	0	0	4.1109
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	NA	black	0	0	0.51904
