Cell_name	Zvalue	Color	Cluster	SSTR2	TP53
MGH53_P6_B06	-0.316375784468	red	1	0.26424	3.6636
MGH53_P6_B07	NA	black	0	0	0
MGH53_P6_B09	NA	black	0	0	0.42438
MGH53_P6_B10	NA	black	0	0	0
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	NA	black	0	0	5.2863
MGH53_P6_C04	-0.521049501612	red	1	0.14535	4.1436
MGH53_P6_C05	NA	black	0	0.2857	0
MGH53_P6_C06	NA	black	0	0	0
MGH53_P6_C07	NA	black	0	0	0
MGH53_P6_C08	-0.960628661993	red	1	0.26183	5.7887
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	NA	black	0	0	0.5656
MGH53_P6_C11	NA	black	0	0	4.6118
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	0	0
MGH53_P6_D02	NA	black	0	0	6.016
MGH53_P6_D03	NA	black	0	0	0
MGH53_P6_D05	NA	black	0	0.2857	0
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	NA	black	0	0.31962	0
MGH53_P6_D09	NA	black	0	0	3.1072
MGH53_P6_D10	NA	black	0	0	5.315
MGH53_P6_D11	NA	black	0	0	3.4
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	0	0
MGH53_P6_E02	NA	black	0	0	0
MGH53_P6_E03	NA	black	0	0	0
MGH53_P6_E04	NA	black	0	0.16736	0
MGH53_P6_E05	NA	black	0	0.96864	0
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	4.749
MGH53_P6_E08	NA	black	0	0	0
MGH53_P6_E09	NA	black	0	0	0.80323
MGH53_P6_E10	NA	black	0	0	0
MGH53_P6_F01	NA	black	0	7.1261	0
MGH53_P6_F02	NA	black	0	0.16736	0
MGH53_P6_F03	NA	black	0	0	0
MGH53_P6_F04	NA	black	0	0	2.5323
MGH53_P6_F05	NA	black	0	0	0.23756
MGH53_P6_F06	NA	black	0	0	0.27858
MGH53_P6_F07	NA	black	0	0	4.6798
MGH53_P6_F08	0.0093255441312	red	1	2.6895	2.7093
MGH53_P6_F09	NA	black	0	0	5.1344
MGH53_P6_F10	NA	black	0	0	5.1714
MGH53_P6_G01	NA	black	0	0	3.6414
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	NA	black	0	0	0.36289
MGH53_P6_G04	NA	black	0	0	2.1037
MGH53_P6_G05	NA	black	0	0	0
MGH53_P6_G06	NA	black	0	0	3.3732
MGH53_P6_G07	NA	black	0	0	0
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	NA	black	0	6.5953	0
MGH53_P6_G10	NA	black	0	0	4.1579
MGH53_P6_G11	NA	black	0	0	0
MGH53_P6_H01	NA	black	0	0	0
MGH53_P6_H02	NA	black	0	0	0
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	-0.435508634009	red	1	4.1669	2.0628
MGH53_P6_H05	NA	black	0	0	5.5587
MGH53_P6_H07	NA	black	0	5.9102	0
MGH53_P6_H09	NA	black	0	4.5449	0
MGH53_P6_H10	NA	black	0	0	0
MGH53_P6_H11	NA	black	0	0.29983	0
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	0	0.98404
MGH53_P7_A03	NA	black	0	0	0
MGH53_P7_A04	NA	black	0	5.3828	0
MGH53_P7_A05	NA	black	0	0	3.3745
MGH53_P7_A06	NA	black	0	0	0
MGH53_P7_A07	1.05156634966	green3	2	0.21412	0.27501
MGH53_P7_A09	NA	black	0	4.9069	0
MGH53_P7_A11	0.691467466073	green3	2	0.67446	0.33457
MGH53_P7_A12	NA	black	0	0	2.0115
MGH53_P7_B01	NA	black	0	0	4.8342
MGH53_P7_B02	NA	black	0	0	0.40272
MGH53_P7_B03	NA	black	0	0.34028	0
MGH53_P7_B04	NA	black	0	0	0
MGH53_P7_B05	NA	black	0	0	0
MGH53_P7_B06	NA	black	0	0.18142	0
MGH53_P7_B07	-1.07642133526	red	1	0.21039	6.0435
MGH53_P7_B08	-0.390774910701	red	1	0.27501	3.8969
MGH53_P7_B10	NA	black	0	0	4.6221
MGH53_P7_B11	NA	black	0	0	0
MGH53_P7_B12	NA	black	0	0.14666	0
MGH53_P7_C01	NA	black	0	0	6.0234
MGH53_P7_C02	NA	black	0	0.64801	0
MGH53_P7_C03	NA	black	0	0	4.9671
MGH53_P7_C04	NA	black	0	0	0
MGH53_P7_C05	NA	black	0	0	0
MGH53_P7_C06	NA	black	0	0	4.8967
MGH53_P7_C07	NA	black	0	0	3.5584
MGH53_P7_C09	NA	black	0	0	0
MGH53_P7_C11	NA	black	0	0	0.38957
MGH53_P7_C12	NA	black	0	0	0
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	-0.102304359394	red	1	1.2382	5.1766
MGH53_P7_D05	NA	black	0	0	0
MGH53_P7_D06	-0.754001470871	red	1	0.42653	5.51
MGH53_P7_D07	NA	black	0	0	0
MGH53_P7_D10	NA	black	0	0	3.2847
MGH53_P7_D11	NA	black	0	0	0
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	NA	black	0	0	0
MGH53_P7_E02	NA	black	0	0	0.80074
MGH53_P7_E03	NA	black	0	0	0
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	0	5.8969
MGH53_P7_E06	NA	black	0	0	0
MGH53_P7_E07	NA	black	0	0	0.27381
MGH53_P7_E08	NA	black	0	0	0
MGH53_P7_E09	NA	black	0	0	2.942
MGH53_P7_E10	NA	black	0	0	0
MGH53_P7_E11	NA	black	0	0	0
MGH53_P7_E12	NA	black	0	0	0
MGH53_P7_F01	NA	black	0	0.27143	0
MGH53_P7_F02	NA	black	0	0	2.4402
MGH53_P7_F04	NA	black	0	0	0
MGH53_P7_F05	NA	black	0	0	0
MGH53_P7_F06	NA	black	0	0	0
MGH53_P7_F08	-1.19552992133	red	1	0.2461	6.6474
MGH53_P7_F09	NA	black	0	0	4.9227
MGH53_P7_F10	NA	black	0	0.18269	0
MGH53_P7_F11	NA	black	0	0.1375	0
MGH53_P7_F12	NA	black	0	0.46153	0
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	0.71896	0
MGH53_P7_G04	NA	black	0	0	2.8711
MGH53_P7_G05	NA	black	0	0	0
MGH53_P7_G06	NA	black	0	0	3.125
MGH53_P7_G07	NA	black	0	0	0
MGH53_P7_G08	NA	black	0	0	1.6332
MGH53_P7_G09	NA	black	0	0	0
MGH53_P7_G10	NA	black	0	0	0
MGH53_P7_G11	NA	black	0	0.14405	0
MGH53_P7_G12	NA	black	0	0	4.8834
MGH53_P7_H01	NA	black	0	0	0
MGH53_P7_H02	NA	black	0	0	0
MGH53_P7_H03	NA	black	0	0	0
MGH53_P7_H04	NA	black	0	0	0
MGH53_P7_H05	NA	black	0	0	4.4876
MGH53_P7_H06	NA	black	0	0	5.6989
MGH53_P7_H07	NA	black	0	0	0
MGH53_P7_H08	NA	black	0	0	3.3391
MGH53_P7_H10	NA	black	0	0	0
MGH53_P7_H11	NA	black	0	0	0
MGH53_P7_H12	-0.691106411567	red	1	0.14012	4.6236
MGH53_P8_A01	NA	black	0	0	0
MGH53_P8_A02	NA	black	0	0	2.2035
MGH53_P8_A03	0.265304547135	red	1	0.14666	2.1257
MGH53_P8_A04	NA	black	0	0	4.4319
MGH53_P8_A05	NA	black	0	0	0
MGH53_P8_A06	NA	black	0	0	0.46884
MGH53_P8_A07	-0.643472312364	red	1	0.30685	4.7649
MGH53_P8_A08	NA	black	0	0	0.38073
MGH53_P8_A09	NA	black	0	0	0
MGH53_P8_A10	NA	black	0	0	3.7578
MGH53_P8_A11	-0.070461652589	red	1	0.60122	3.0209
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	0.56267	0
MGH53_P8_B04	NA	black	0	0	3.2216
MGH53_P8_B08	NA	black	0	0	0
MGH53_P8_B09	NA	black	0	0.20038	0
MGH53_P8_B10	NA	black	0	0	0
MGH53_P8_B11	NA	black	0	0	5.1169
MGH53_P8_B12	NA	black	0	0	0.8504
MGH53_P8_C01	NA	black	0	0	5.4908
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	NA	black	0	0	0
MGH53_P8_C04	0.0658585400027	red	1	2.342	2.962
MGH53_P8_C08	NA	black	0	0.65901	0
MGH53_P8_C09	0.404548338027	red	1	0.19535	1.7655
MGH53_P8_C10	-0.595415813072	red	1	0.10165	4.3
MGH53_P8_C11	NA	black	0	0	3.223
MGH53_P8_C12	NA	black	0	0	0
MGH53_P8_D01	NA	black	0	0	1.6439
MGH53_P8_D02	NA	black	0	0	5.9023
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0	0
MGH53_P8_D05	NA	black	0	0	0
MGH53_P8_D06	NA	black	0	0	3.2189
MGH53_P8_D07	NA	black	0	0	0
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	NA	black	0	0.19156	0
MGH53_P8_D10	NA	black	0	0	1.4683
MGH53_P8_D11	NA	black	0	0.6332	0
MGH53_P8_E01	NA	black	0	0	4.034
MGH53_P8_E03	NA	black	0	0.44573	0
MGH53_P8_E04	NA	black	0	0	0.52707
MGH53_P8_E05	NA	black	0	0	5.2309
MGH53_P8_E06	NA	black	0	0	0
MGH53_P8_E07	NA	black	0	0	1.474
MGH53_P8_E08	NA	black	0	0	0.60597
MGH53_P8_E09	NA	black	0	0	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	NA	black	0	0	0
MGH53_P8_F01	NA	black	0	0	0
MGH53_P8_F02	NA	black	0	0	1.281
MGH53_P8_F04	NA	black	0	0	0
MGH53_P8_F05	NA	black	0	0	0
MGH53_P8_F06	0.155335291871	red	1	2.0029	3.6878
MGH53_P8_F07	NA	black	0	0	0
MGH53_P8_F08	NA	black	0	0	0
MGH53_P8_F09	NA	black	0	0	0
MGH53_P8_F11	NA	black	0	0.20163	0
MGH53_P8_G01	NA	black	0	0	4.0766
MGH53_P8_G02	NA	black	0	0	0
MGH53_P8_G03	NA	black	0	0.39177	0
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	-0.727293842671	red	1	0.4844	5.6023
MGH53_P8_G06	NA	black	0	0	0
MGH53_P8_G07	NA	black	0	5.9201	0
MGH53_P8_G08	NA	black	0	0	3.4665
MGH53_P8_G09	NA	black	0	0	0
MGH53_P8_G10	-0.460279925315	red	1	0.27739	4.1149
MGH53_P8_G11	NA	black	0	0	0
MGH53_P8_G12	NA	black	0	0	0
MGH53_P8_H01	NA	black	0	0	2.9447
MGH53_P8_H02	NA	black	0	0	0
MGH53_P8_H03	0.779034638705	green3	2	0.34483	0.69599
MGH53_P8_H04	-0.216032705446	red	1	0.25338	3.3654
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0	0
MGH53_P8_H07	NA	black	0	0	0
MGH53_P8_H08	NA	black	0	0	0
MGH53_P8_H09	0.884495773649	green3	2	0.34596	0.43936
MGH53_P8_H10	NA	black	0	0	0
MGH53_P8_H11	NA	black	0	0.12035	0
MGH53_P8_H12	NA	black	0	0	2.8154
MGH53_P1_A03	NA	black	0	0	4.7422
MGH53_P1_A04	NA	black	0	0.14666	0
MGH53_P1_A06	0.00101292025351	red	1	0.16736	2.7664
MGH53_P1_A07	-0.373891103741	red	1	0.34483	3.9149
MGH53_P1_A08	NA	black	0	0	0
MGH53_P1_B04	NA	black	0	0	1
MGH53_P1_B08	NA	black	0	0	1.8456
MGH53_P1_B09	NA	black	0	0	3.6159
MGH53_P1_B11	0.383676140244	red	1	0.23634	1.7858
MGH53_P1_C03	NA	black	0	0	0
MGH53_P1_C06	NA	black	0	0	4.4718
MGH53_P1_C09	0.701176194949	green3	2	0.67717	0.29866
MGH53_P1_C10	0.546803082946	red	1	0.53705	1.0222
MGH53_P1_D01	NA	black	0	0	4.8804
MGH53_P1_D05	NA	black	0	0	4.6261
MGH53_P1_D12	NA	black	0	0	0.44361
MGH53_P1_E09	NA	black	0	0	1.664
MGH53_P1_E12	-1.96442191374	red	1	4.5102	0.27023
MGH53_P12_A01	NA	black	0	0	4.898
MGH53_P12_A02	NA	black	0	0	0
MGH53_P12_A03	NA	black	0	0	0
MGH53_P12_A04	NA	black	0	0	0
MGH53_P12_A05	-0.801307921344	red	1	0.21661	5.1078
MGH53_P12_A06	NA	black	0	0	3.3501
MGH53_P12_A08	NA	black	0	0	4.0572
MGH53_P12_A09	NA	black	0	0	0
MGH53_P12_A10	-0.786042160451	red	1	0.22157	5.0684
MGH53_P12_A11	NA	black	0	0	0.27143
MGH53_P12_A12	NA	black	0	0	0.75275
MGH53_P12_B01	NA	black	0	0	1.8233
MGH53_P12_B02	NA	black	0	0	0
MGH53_P12_B03	NA	black	0	0	6.0858
MGH53_P12_B04	0.725752484606	green3	2	0.20664	1.0079
MGH53_P12_B05	NA	black	0	0.15834	0
MGH53_P12_B06	NA	black	0	0.29396	0
MGH53_P12_B07	NA	black	0	0	1.1382
MGH53_P12_B08	0.403409142808	red	1	0.56462	1.4147
MGH53_P12_B09	NA	black	0	0	3.742
MGH53_P12_B11	NA	black	0	0	4.5916
MGH53_P12_B12	NA	black	0	0	0.24001
MGH53_P12_C01	NA	black	0	0	1.1434
MGH53_P12_C02	NA	black	0	0	0
MGH53_P12_C03	NA	black	0	5.7276	0
MGH53_P12_C04	NA	black	0	0	0
MGH53_P12_C05	NA	black	0	0	4.765
MGH53_P12_C06	NA	black	0	0.21537	0
MGH53_P12_C07	NA	black	0	0	0
MGH53_P12_C08	NA	black	0	4.4992	0
MGH53_P12_C09	NA	black	0	0	4.9691
MGH53_P12_C10	NA	black	0	0	0
MGH53_P12_C11	NA	black	0	0.54893	0
MGH53_P12_C12	NA	black	0	0	0
MGH53_P12_D01	-0.902640175633	red	1	0.36177	5.9135
MGH53_P12_D02	NA	black	0	0	3.466
MGH53_P12_D03	NA	black	0	0	5.6638
MGH53_P12_D04	NA	black	0	0	1.84
MGH53_P12_D05	NA	black	0	0	1.8817
MGH53_P12_D06	4.10637830401	black	0	5.9248	5.6457
MGH53_P12_D07	NA	black	0	0	0
MGH53_P12_D08	NA	black	0	0	1.0384
MGH53_P12_D09	NA	black	0	0	0
MGH53_P12_D10	NA	black	0	0	0
MGH53_P12_D11	NA	black	0	0	0.49057
MGH53_P12_D12	NA	black	0	0	3.5977
MGH53_P12_E01	-0.925546712541	red	1	0.19156	5.46
MGH53_P12_E02	NA	black	0	0	0
MGH53_P12_E03	NA	black	0	0	0.44784
MGH53_P12_E04	NA	black	0	0	0
MGH53_P12_E05	NA	black	0	0.22897	0
MGH53_P12_E06	NA	black	0	0	0
MGH53_P12_E07	NA	black	0	0	1.4844
MGH53_P12_E08	0.423503528772	red	1	0.62199	1.2744
MGH53_P12_E09	NA	black	0	0	5.5814
MGH53_P12_E10	NA	black	0	0	0
MGH53_P12_E12	NA	black	0	0	1.918
MGH53_P12_F01	-0.395719942604	red	1	0.28806	3.9252
MGH53_P12_F02	NA	black	0	1.0222	0
MGH53_P12_F03	NA	black	0	0	0
MGH53_P12_F04	-0.302647746164	red	1	0.93508	5.011
MGH53_P12_F06	0.291852263323	red	1	0.16092	2.0555
MGH53_P12_F07	NA	black	0	0	0
MGH53_P12_F08	NA	black	0	0	2.5826
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	NA	black	0	0	0
MGH53_P12_F11	NA	black	0	0	3.7215
MGH53_P12_F12	1.04278180561	green3	2	0.14143	0.40599
MGH53_P12_G01	NA	black	0	0	1.4356
MGH53_P12_G03	NA	black	0	0	0
MGH53_P12_G04	NA	black	0	0	1.688
MGH53_P12_G07	NA	black	0	0.36961	0
MGH53_P12_G08	NA	black	0	0	0
MGH53_P12_G09	NA	black	0	0	3.1616
MGH53_P12_G10	0.381124264476	red	1	0.12697	1.8671
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	NA	black	0	0	0
MGH53_P12_H01	NA	black	0	0.15056	0
MGH53_P12_H02	NA	black	0	0	4.3391
MGH53_P12_H03	-0.706283065824	red	1	0.18142	4.7367
MGH53_P12_H04	-0.323011236821	red	1	0.16092	3.6115
MGH53_P12_H05	-0.321726629608	red	1	0.37295	3.7715
MGH53_P12_H06	NA	black	0	0	1.4756
MGH53_P12_H07	NA	black	0	0	2.4743
MGH53_P12_H08	0.204745861759	red	1	0.23634	2.2333
MGH53_P12_H09	0.783969219212	green3	2	3.4743	3.9744
MGH53_P12_H10	NA	black	0	0	4.1084
MGH53_P12_H11	-0.0161023452523	red	1	0.22033	2.8096
MGH53_P12_H12	0.803739892256	green3	2	0.40926	0.53207
MGH53_P2_A09	NA	black	0	0	3.0369
MGH53_P2_A11	NA	black	0	0	4.4848
MGH53_P2_A12	NA	black	0	0	1.1878
MGH53_P2_B05	NA	black	0	0.19409	0
MGH53_P2_B07	NA	black	0	0.4351	0
MGH53_P2_B09	NA	black	0	0	1.5331
MGH53_P2_B10	NA	black	0	0.338	0
MGH53_P2_C01	NA	black	0	0	5.0636
MGH53_P2_C02	NA	black	0	0	0
MGH53_P2_C03	NA	black	0	0	3.017
MGH53_P2_C07	NA	black	0	0	5.8374
MGH53_P2_C09	NA	black	0	0	5.4509
MGH53_P2_D01	NA	black	0	0	4.1183
MGH53_P2_D02	-0.605201289283	red	1	0.16221	4.4049
MGH53_P2_D07	-0.805922521787	red	1	0.40381	5.6554
MGH53_P2_D08	NA	black	0	0	5.0003
MGH53_P2_D12	NA	black	0	0	3.2713
MGH53_P2_E04	NA	black	0	0	1.9309
MGH53_P2_E10	-0.525688302942	red	1	0.25701	4.2939
MGH53_P2_F02	NA	black	0	0	4.5847
MGH53_P2_F03	NA	black	0	0	5.1168
MGH53_P2_F04	NA	black	0	0	0
MGH53_P2_F05	NA	black	0	5.4602	0
MGH53_P2_G02	NA	black	0	0	0
MGH53_P2_G07	NA	black	0	0	1.6471
MGH53_P2_H01	NA	black	0	0	1.6045
MGH53_P10_A01	NA	black	0	0	0
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	-1.73162238364	red	1	5.9749	1.216
MGH53_P10_A04	NA	black	0	0	0
MGH53_P10_A05	NA	black	0	0	0
MGH53_P10_A06	NA	black	0	0	0.80818
MGH53_P10_A07	NA	black	0	0	0
MGH53_P10_A08	NA	black	0	0	0
MGH53_P10_A09	NA	black	0	0	4.84
MGH53_P10_A10	NA	black	0	0	0
MGH53_P10_A11	-0.0264064202792	red	1	0.4351	2.8434
MGH53_P10_A12	NA	black	0	0	4.8259
MGH53_P10_B01	NA	black	0	0	0
MGH53_P10_B02	NA	black	0	0	3.7936
MGH53_P10_B03	NA	black	0	0	0.87814
MGH53_P10_B04	NA	black	0	0	6.0419
MGH53_P10_B05	NA	black	0	0	0
MGH53_P10_B06	NA	black	0	0	3.3792
MGH53_P10_B07	NA	black	0	0	2.8534
MGH53_P10_B08	NA	black	0	0.543	0
MGH53_P10_B09	0.0338071654946	red	1	0.83673	2.5787
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	NA	black	0	0	1.1583
MGH53_P10_B12	NA	black	0	0	0
MGH53_P10_C01	0.0834712658987	red	1	0.21412	2.5507
MGH53_P10_C02	NA	black	0	0.39835	0
MGH53_P10_C03	NA	black	0	0	0
MGH53_P10_C04	NA	black	0	0	1.0398
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	0.116299051473	red	1	0.2461	2.4581
MGH53_P10_C07	NA	black	0	0.41034	0
MGH53_P10_C08	NA	black	0	0	0
MGH53_P10_C09	NA	black	0	0	0
MGH53_P10_C10	0.432386248883	red	1	0.19283	1.7013
MGH53_P10_C11	NA	black	0	0	0.5888
MGH53_P10_C12	NA	black	0	0	0
MGH53_P10_D01	NA	black	0	0	0
MGH53_P10_D02	NA	black	0	0	0.23756
MGH53_P10_D03	-0.383006426758	red	1	0.4489	4.0736
MGH53_P10_D04	NA	black	0	0	0
MGH53_P10_D05	1.11676882619	green3	2	4.985	3.6858
MGH53_P10_D06	NA	black	0	0.58111	0
MGH53_P10_D07	1.38733618128	green3	2	5.6032	3.7261
MGH53_P10_D08	NA	black	0	0.40599	0
MGH53_P10_D09	1.07773210531	green3	2	0.19409	0.25096
MGH53_P10_D12	NA	black	0	0.25338	0
MGH53_P10_E01	NA	black	0	0	0.87657
MGH53_P10_E03	-0.783584291407	red	1	0.22651	5.0711
MGH53_P10_E04	NA	black	0	0	0
MGH53_P10_E05	NA	black	0	0	0
MGH53_P10_E06	NA	black	0	0	0
MGH53_P10_E07	NA	black	0	0	2.0936
MGH53_P10_E08	NA	black	0	0	0
MGH53_P10_E09	-0.811728611694	red	1	0.30334	5.3596
MGH53_P10_E10	NA	black	0	0	1.6064
MGH53_P10_E11	NA	black	0	0	1.7958
MGH53_P10_E12	NA	black	0	0	1.5296
MGH53_P10_F01	NA	black	0	0	0
MGH53_P10_F02	NA	black	0	0	0.72683
MGH53_P10_F03	NA	black	0	0	0
MGH53_P10_F04	NA	black	0	0	1.8049
MGH53_P10_F05	NA	black	0	0	0
MGH53_P10_F06	0.643512203952	red	1	0.4049	0.94935
MGH53_P10_F07	NA	black	0	0	0
MGH53_P10_F08	0.662592687265	red	1	0.32769	1.0058
MGH53_P10_F09	-0.793539780068	red	1	0.23756	5.1292
MGH53_P10_F10	NA	black	0	0	0
MGH53_P10_F12	0.627826972163	red	1	0.27262	1.1583
MGH53_P10_G01	NA	black	0	0	4.3319
MGH53_P10_G02	NA	black	0	0	4.5808
MGH53_P10_G03	NA	black	0	0	0
MGH53_P10_G04	NA	black	0	0	4.9999
MGH53_P10_G05	NA	black	0	0.20414	0
MGH53_P10_G07	NA	black	0	0	4.5899
MGH53_P10_G08	NA	black	0	0.16092	0
MGH53_P10_G09	NA	black	0	0.16092	0
MGH53_P10_G11	NA	black	0	0	2.5308
MGH53_P10_H01	NA	black	0	0	0.79826
MGH53_P10_H02	-0.277084412129	red	1	0.29396	3.5673
MGH53_P10_H04	NA	black	0	0.3173	0
MGH53_P10_H05	NA	black	0	0	4.857
MGH53_P10_H06	NA	black	0	0.24975	0
MGH53_P10_H07	NA	black	0	0	0
MGH53_P10_H08	NA	black	0	0	2.1263
MGH53_P10_H09	NA	black	0	0	0
MGH53_P10_H10	NA	black	0	6.2595	0
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0	1.8903
MGH53_P11_A02	NA	black	0	5.755	0
MGH53_P11_A03	NA	black	0	0	0
MGH53_P11_A04	NA	black	0	0	0.60597
MGH53_P11_A06	NA	black	0	0.18523	0
MGH53_P11_A08	NA	black	0	0	5.1998
MGH53_P11_A09	-0.698097651322	red	1	0.17377	4.6987
MGH53_P11_A10	NA	black	0	0	0.40054
MGH53_P11_A11	NA	black	0	0	3.6844
MGH53_P11_A12	NA	black	0	0	0
MGH53_P11_B01	NA	black	0	0	0
MGH53_P11_B02	0.753170286092	green3	2	0.45943	0.57725
MGH53_P11_B04	NA	black	0	0	2.1316
MGH53_P11_B05	NA	black	0	0.20539	0
MGH53_P11_B06	NA	black	0	0	0
MGH53_P11_B07	NA	black	0	0	5.5212
MGH53_P11_B08	NA	black	0	0.062122	0
MGH53_P11_B09	NA	black	0	0.4844	0
MGH53_P11_B11	NA	black	0	0	0.54498
MGH53_P11_B12	NA	black	0	0	4.3468
MGH53_P11_C01	NA	black	0	0	2.512
MGH53_P11_C02	NA	black	0	0	4.0953
MGH53_P11_C03	NA	black	0	0	0
MGH53_P11_C04	NA	black	0	0	4.1223
MGH53_P11_C05	NA	black	0	0	0
MGH53_P11_C06	NA	black	0	0	0
MGH53_P11_C07	0.969156622127	green3	2	0.27739	0.35502
MGH53_P11_C08	NA	black	0	0	0
MGH53_P11_C09	NA	black	0	0	0
MGH53_P11_C10	NA	black	0	0.21785	0
MGH53_P11_C11	NA	black	0	0	2.473
MGH53_P11_C12	0.331803204901	red	1	0.38847	1.8032
MGH53_P11_D01	NA	black	0	0	0
MGH53_P11_D02	NA	black	0	0	4.8085
MGH53_P11_D03	NA	black	0	0	0
MGH53_P11_D04	NA	black	0	0	0
MGH53_P11_D05	NA	black	0	0	0
MGH53_P11_D07	NA	black	0	0	4.5384
MGH53_P11_D08	NA	black	0	2.2609	0
MGH53_P11_D09	NA	black	0	0.22033	0
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	NA	black	0	0	0
MGH53_P11_D12	NA	black	0	0	0
MGH53_P11_E01	NA	black	0	0.30451	0
MGH53_P11_E02	NA	black	0	0	0
MGH53_P11_E04	NA	black	0	0	3.6245
MGH53_P11_E06	NA	black	0	0	0
MGH53_P11_E08	NA	black	0	0	1.6285
MGH53_P11_E09	NA	black	0	0	4.3885
MGH53_P11_E10	NA	black	0	0	0
MGH53_P11_E11	NA	black	0	0	3.1375
MGH53_P11_E12	0.897048052455	green3	2	0.41576	0.28688
MGH53_P11_F01	NA	black	0	0	0.7536
MGH53_P11_F02	NA	black	0	0	5.5743
MGH53_P11_F03	-0.903033384655	red	1	0.2762	5.6194
MGH53_P11_F04	NA	black	0	0	1.5724
MGH53_P11_F05	0.815489840883	green3	2	0.19535	0.82049
MGH53_P11_F07	NA	black	0	0	0
MGH53_P11_F10	NA	black	0	0	0.5008
MGH53_P11_F11	NA	black	0	0.21537	0
MGH53_P11_F12	NA	black	0	0	1.6121
MGH53_P11_G01	-0.51854485633	red	1	0.11103	4.1004
MGH53_P11_G02	NA	black	0	0	0.81885
MGH53_P11_G03	NA	black	0	0	0
MGH53_P11_G04	NA	black	0	0	0
MGH53_P11_G05	NA	black	0	0.21785	0
MGH53_P11_G06	NA	black	0	0.78409	0
MGH53_P11_G07	NA	black	0	0	0
MGH53_P11_G08	NA	black	0	0	5.1907
MGH53_P11_G09	NA	black	0	0	0
MGH53_P11_G10	NA	black	0	0	0
MGH53_P11_G11	0.048649873804	red	1	0.19787	2.6427
MGH53_P11_G12	-3.00935722976	black	0	6.2376	0.31499
MGH53_P11_H01	-0.383032872554	red	1	0.15963	3.7741
MGH53_P11_H02	NA	black	0	0	0.3774
MGH53_P11_H04	NA	black	0	0	0.24489
MGH53_P11_H05	NA	black	0	0.301	0
MGH53_P11_H06	NA	black	0	0.23266	0
MGH53_P11_H07	NA	black	0	0	0
MGH53_P11_H08	NA	black	0	0	0
MGH53_P11_H09	NA	black	0	0	4.7999
MGH53_P11_H10	0.080627037234	red	1	0.22404	2.5561
MGH53_P11_H11	NA	black	0	0	5.0939
MGH53_P11_H12	NA	black	0	0	1.1718
MGH53_P9_A01	NA	black	0	0	0
MGH53_P9_A02	NA	black	0	0	0
MGH53_P9_A03	NA	black	0	0	0
MGH53_P9_A04	NA	black	0	0	0
MGH53_P9_A05	NA	black	0	0	2.2609
MGH53_P9_A06	NA	black	0	0	0
MGH53_P9_A07	NA	black	0	0.1003	0
MGH53_P9_A08	NA	black	0	0	0.38626
MGH53_P9_A09	NA	black	0	0	5.3764
MGH53_P9_A10	NA	black	0	4.8466	0
MGH53_P9_A11	NA	black	0	0	1.184
MGH53_P9_A12	NA	black	0	0	5.5857
MGH53_P9_B01	0.307170521896	red	1	0.36961	1.8856
MGH53_P9_B02	NA	black	0	0	0
MGH53_P9_B03	NA	black	0	0	4.5607
MGH53_P9_B04	NA	black	0	0	1.4657
MGH53_P9_B05	NA	black	0	0.29866	0
MGH53_P9_B06	0.267641267381	red	1	0.26544	2.058
MGH53_P9_B07	NA	black	0	0	5.0226
MGH53_P9_B08	NA	black	0	0	3.2035
MGH53_P9_B09	NA	black	0	0	3.286
