Cell_name	Zvalue	Color	Cluster	SP1	STAR
MGH53_P6_H03	NA	black	0	0	0
MGH53_P6_H04	NA	black	0	0	0
MGH53_P6_H05	NA	black	0	0	0
MGH53_P6_H07	NA	black	0	0	0
MGH53_P6_H09	NA	black	0	0	0
MGH53_P6_H10	NA	black	0	0	0.7433
MGH53_P6_H11	NA	black	0	0	0
MGH53_P7_A01	NA	black	0	0	0
MGH53_P7_A02	NA	black	0	1.7368	0
MGH53_P7_A03	NA	black	0	0	0
MGH53_P7_A04	0.466277202249	green3	2	0.30685	0.28924
MGH53_P7_A05	0.462906806618	green3	2	0.27501	0.30568
MGH53_P7_A06	NA	black	0	0	0
MGH53_P7_A07	-0.908407074533	red	1	3.2847	0.23389
MGH53_P7_A09	NA	black	0	0	0.338
MGH53_P7_A11	NA	black	0	0	0.31962
MGH53_P7_A12	NA	black	0	0	0
MGH53_P7_B01	NA	black	0	0	0.32193
MGH53_P7_B02	NA	black	0	0	0.61353
MGH53_P7_B03	NA	black	0	0.67627	0
MGH53_P7_B04	0.0654793836978	green3	2	0.11237	0.74846
MGH53_P7_B05	NA	black	0	0	0.25942
MGH53_P7_B06	NA	black	0	0	0
MGH53_P7_B07	NA	black	0	0	0
MGH53_P7_B08	NA	black	0	0	0.38847
MGH53_P7_B10	-0.0456005365618	green3	2	1.6285	0.33571
MGH53_P7_B11	NA	black	0	0	3.8938
MGH53_P7_B12	0.415518640473	green3	2	0.36625	0.32539
MGH53_P7_C01	NA	black	0	4.0677	0
MGH53_P7_C02	NA	black	0	3.4849	0
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	NA	black	0	0	0
MGH53_P7_C05	0.40802490306	green3	2	0.35727	0.338
MGH53_P7_C06	NA	black	0	0	5.6854
MGH53_P7_C07	NA	black	0	0	4.6606
MGH53_P7_C09	NA	black	0	0	0
MGH53_P7_C11	NA	black	0	0	0
MGH53_P7_C12	NA	black	0	0	0
MGH53_P7_D01	NA	black	0	0	0
MGH53_P7_D02	NA	black	0	0	0
MGH53_P7_D03	NA	black	0	0	0.50386
MGH53_P7_D04	NA	black	0	0	0
MGH53_P7_D05	NA	black	0	1.8824	0
MGH53_P7_D06	NA	black	0	0	0
MGH53_P7_D07	-0.0220363502063	green3	2	1.6475	0.62667
MGH53_P7_D10	NA	black	0	2.9046	0
MGH53_P7_D11	NA	black	0	0	0.73725
MGH53_P7_D12	NA	black	0	0	2.7602
MGH53_P7_E01	NA	black	0	0	0
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	NA	black	0	0	0.67446
MGH53_P7_E04	NA	black	0	0	0.38405
MGH53_P7_E05	NA	black	0	0	0
MGH53_P7_E06	0.00480326984603	green3	2	1.3651	0.82049
MGH53_P7_E07	NA	black	0	0.73812	0
MGH53_P7_E08	NA	black	0	0	0.80323
MGH53_P7_E09	NA	black	0	0	0
MGH53_P7_E10	NA	black	0	0	0.44573
MGH53_P7_E11	NA	black	0	0	0.13488
MGH53_P7_E12	-0.275829789065	green3	2	2.0465	0.18903
MGH53_P7_F01	NA	black	0	0	0.29631
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	-0.557452853393	red	1	2.6693	0.25338
MGH53_P7_F05	NA	black	0	0	0.75788
MGH53_P7_F06	NA	black	0	0	0
MGH53_P7_F08	NA	black	0	1.7424	0
MGH53_P7_F09	0.248752629409	green3	2	0.50386	0.4916
MGH53_P7_F10	0.398090262411	green3	2	0.27501	0.37851
MGH53_P7_F11	NA	black	0	0	0
MGH53_P7_F12	-1.4656972359	black	0	0.069015	2.1313
MGH53_P7_G01	NA	black	0	0	1.1204
MGH53_P7_G03	NA	black	0	4.3102	0
MGH53_P7_G04	0.252138358902	green3	2	0.91915	0.25822
MGH53_P7_G05	NA	black	0	0	0
MGH53_P7_G06	NA	black	0	0	2.2116
MGH53_P7_G07	NA	black	0	0	0
MGH53_P7_G08	NA	black	0	0	0
MGH53_P7_G09	NA	black	0	0	0
MGH53_P7_G10	NA	black	0	0.098958	0
MGH53_P7_G11	NA	black	0	0	0.29514
MGH53_P7_G12	NA	black	0	0	0
MGH53_P7_H01	NA	black	0	0	0.35952
MGH53_P7_H02	NA	black	0	0	0.72334
MGH53_P7_H03	-0.677706269717	red	1	3.4976	0.47301
MGH53_P7_H04	NA	black	0	0	0.38736
MGH53_P7_H05	NA	black	0	2.1276	0
MGH53_P7_H06	NA	black	0	0	0
MGH53_P7_H07	NA	black	0	0	0.22404
MGH53_P7_H08	NA	black	0	0	0.68885
MGH53_P7_H10	NA	black	0	0	0.45101
MGH53_P7_H11	NA	black	0	0.88284	0
MGH53_P7_H12	NA	black	0	0	0
MGH53_P8_A01	NA	black	0	0	0
MGH53_P8_A02	NA	black	0	0	0
MGH53_P8_A03	NA	black	0	0.73725	0
MGH53_P8_A04	NA	black	0	0	0
MGH53_P8_A05	NA	black	0	0	0.94561
MGH53_P8_A06	NA	black	0	0	0.71721
MGH53_P8_A07	NA	black	0	0	0.18903
MGH53_P8_A08	NA	black	0	0	0
MGH53_P8_A09	NA	black	0	0	0
MGH53_P8_A10	-0.697249720638	red	1	3.0277	0.29514
MGH53_P8_A11	NA	black	0	0	0
MGH53_P8_A12	NA	black	0	0	4.1652
MGH53_P8_B03	NA	black	0	0	0
MGH53_P8_B04	NA	black	0	0	0.34369
MGH53_P8_B08	NA	black	0	0	1.148
MGH53_P8_B09	NA	black	0	0.38294	0
MGH53_P8_B10	0.423326123629	green3	2	0.34255	0.32539
MGH53_P8_B11	NA	black	0	0	3.2912
MGH53_P8_B12	NA	black	0	0	0
MGH53_P8_C01	NA	black	0	0	0
MGH53_P8_C02	NA	black	0	0	0.23389
MGH53_P8_C03	NA	black	0	0	0
MGH53_P8_C04	NA	black	0	0	0.49365
MGH53_P8_C08	NA	black	0	0	0.2857
MGH53_P8_C09	NA	black	0	3.9183	0
MGH53_P8_C10	NA	black	0	0	0
MGH53_P8_C11	-0.586237840683	red	1	4.227	0.67175
MGH53_P8_C12	NA	black	0	0	0
MGH53_P8_D01	NA	black	0	0	0
MGH53_P8_D02	-0.354717701645	green3	2	2.1467	0.13619
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0	0.36065
MGH53_P8_D05	-1.06147843027	red	1	3.8745	0.34028
MGH53_P8_D06	0.481624816843	green3	2	0.2228	0.30451
MGH53_P8_D07	NA	black	0	1.6262	0
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	NA	black	0	0.077243	0
MGH53_P8_D10	NA	black	0	0	0
MGH53_P8_D11	NA	black	0	0	4.9671
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	NA	black	0	0.1903	0
MGH53_P8_E04	NA	black	0	0	0.74416
MGH53_P8_E05	NA	black	0	0	0
MGH53_P8_E06	NA	black	0	0	0
MGH53_P8_E07	NA	black	0	0	0
MGH53_P8_E08	NA	black	0	0	0
MGH53_P8_E09	NA	black	0	0	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	NA	black	0	0	0
MGH53_P8_F01	NA	black	0	0	0
MGH53_P8_F02	NA	black	0	0	0
MGH53_P8_F04	0.165077360748	green3	2	0.13881	0.64985
MGH53_P8_F05	NA	black	0	0	0
MGH53_P8_F06	0.122992479841	green3	2	0.20539	0.68796
MGH53_P8_F07	NA	black	0	1.5524	0
MGH53_P8_F08	NA	black	0	0	0.91609
MGH53_P8_F09	NA	black	0	0	0.2857
MGH53_P8_F11	NA	black	0	0	0
MGH53_P8_G01	NA	black	0	0	6.0423
MGH53_P8_G02	NA	black	0	0	0
MGH53_P8_G03	0.200692450101	green3	2	0.76129	0.47405
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	NA	black	0	0.20664	0
MGH53_P8_G06	NA	black	0	0	0
MGH53_P8_G07	NA	black	0	1.5573	0
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	NA	black	0	0	0.19283
MGH53_P8_G10	NA	black	0	0	0.3115
MGH53_P8_G11	NA	black	0	0	0.3584
MGH53_P8_G12	NA	black	0	1.5385	0
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	0	0
MGH53_P8_H03	NA	black	0	0	0.19156
MGH53_P8_H04	NA	black	0	0	0
MGH53_P8_H05	NA	black	0	0	0
MGH53_P8_H06	NA	black	0	0	0
MGH53_P8_H07	NA	black	0	0	0.77146
MGH53_P8_H08	NA	black	0	0	0.40817
MGH53_P8_H09	NA	black	0	0	0
MGH53_P8_H10	NA	black	0	0	0.5888
MGH53_P8_H11	NA	black	0	0	0
MGH53_P8_H12	NA	black	0	0	0.92676
MGH53_P1_A03	NA	black	0	0	0
MGH53_P1_A04	NA	black	0	0	0.30685
MGH53_P1_A06	0.371021552007	green3	2	0.11902	0.4489
MGH53_P1_A07	0.163967056171	green3	2	0.27262	0.63877
MGH53_P1_A08	NA	black	0	2.6982	0
MGH53_P1_B04	NA	black	0	0	1.7493
MGH53_P1_B08	NA	black	0	0	0.44573
MGH53_P1_B09	NA	black	0	0	0.39506
MGH53_P1_B11	NA	black	0	0	0
MGH53_P1_C03	NA	black	0	0	0
MGH53_P1_C06	NA	black	0	0.35614	0
MGH53_P1_C09	-0.368372285716	green3	2	2.4631	0.37184
MGH53_P1_C10	0.314966109654	green3	2	0.83915	0.19409
MGH53_P1_D01	NA	black	0	0	0.34937
MGH53_P1_D05	NA	black	0	0	0.96199
MGH53_P1_D12	NA	black	0	0	0.20289
MGH53_P1_E09	NA	black	0	0	0
MGH53_P1_E12	NA	black	0	0	0.42868
MGH53_P12_A01	NA	black	0	0	0.41576
MGH53_P12_A02	NA	black	0	0	0
MGH53_P12_A03	-1.12680935619	red	1	3.589	0.20414
MGH53_P12_A04	0.364692462727	green3	2	0.084064	0.46258
MGH53_P12_A05	NA	black	0	0	0.23756
MGH53_P12_A06	NA	black	0	0	0.24245
MGH53_P12_A08	NA	black	0	3.4831	0
MGH53_P12_A09	NA	black	0	0	4.2374
MGH53_P12_A10	NA	black	0	0	0
MGH53_P12_A11	0.3265646212	green3	2	0.38073	0.42868
MGH53_P12_A12	NA	black	0	0	0
MGH53_P12_B01	-0.388904907775	green3	2	2.2928	0.21909
MGH53_P12_B02	NA	black	0	2.5563	0
MGH53_P12_B03	NA	black	0	0	0
MGH53_P12_B04	NA	black	0	0	0
MGH53_P12_B05	NA	black	0	0	0.59455
MGH53_P12_B06	NA	black	0	0	0.34596
MGH53_P12_B07	NA	black	0	0	0
MGH53_P12_B08	NA	black	0	2.355	0
MGH53_P12_B09	0.173429555725	green3	2	0.96938	0.41034
MGH53_P12_B11	NA	black	0	1.7795	0
MGH53_P12_B12	NA	black	0	0.075875	0
MGH53_P12_C01	NA	black	0	0	0.22527
MGH53_P12_C02	NA	black	0	0	0
MGH53_P12_C03	NA	black	0	2.7485	0
MGH53_P12_C04	NA	black	0	1.272	0
MGH53_P12_C05	NA	black	0	0	0.32077
MGH53_P12_C06	NA	black	0	0	0.24245
MGH53_P12_C07	NA	black	0	0	0
MGH53_P12_C08	NA	black	0	0	0.42868
MGH53_P12_C09	NA	black	0	0	0
MGH53_P12_C10	4.23253561199	black	0	3.137	5.0246
MGH53_P12_C11	NA	black	0	3.3198	0
MGH53_P12_C12	NA	black	0	3.9601	0
MGH53_P12_D01	NA	black	0	0	2.1548
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	0.86869
MGH53_P12_D04	NA	black	0	0	0
MGH53_P12_D05	NA	black	0	0	0
MGH53_P12_D06	NA	black	0	0	0.28806
MGH53_P12_D07	-0.111046440282	green3	2	1.7638	0.27858
MGH53_P12_D08	-0.1175939576	green3	2	1.7723	0.26544
MGH53_P12_D09	NA	black	0	2.1329	0
MGH53_P12_D10	0.528328928301	green3	2	0.25338	0.24123
MGH53_P12_D11	NA	black	0	0	0
MGH53_P12_D12	NA	black	0	0.75275	0
MGH53_P12_E01	NA	black	0	0	0.77315
MGH53_P12_E02	NA	black	0	0	0
MGH53_P12_E03	NA	black	0	0	5.3848
MGH53_P12_E04	-1.41447746767	black	0	4.2439	0.26063
MGH53_P12_E05	NA	black	0	0	0
MGH53_P12_E06	0.0715890336927	green3	2	1.3357	0.29866
MGH53_P12_E07	NA	black	0	2.5801	0
MGH53_P12_E08	NA	black	0	3.5657	0
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	0	0.21164
MGH53_P12_E12	NA	black	0	0	0
MGH53_P12_F01	NA	black	0	0	0
MGH53_P12_F02	NA	black	0	0	0.48749
MGH53_P12_F03	NA	black	0	0	0.24245
MGH53_P12_F04	NA	black	0	0	0
MGH53_P12_F06	NA	black	0	0	0.67897
MGH53_P12_F07	NA	black	0	0	0
MGH53_P12_F08	NA	black	0	0	0.46467
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	NA	black	0	0	0
MGH53_P12_F11	NA	black	0	0	0
MGH53_P12_F12	NA	black	0	0	0.3471
MGH53_P12_G01	NA	black	0	0	0.47716
MGH53_P12_G03	-0.248038918158	green3	2	2.0151	0.21785
MGH53_P12_G04	NA	black	0	0.78241	0
MGH53_P12_G07	NA	black	0	0	0.72683
MGH53_P12_G08	NA	black	0	0	1.0594
MGH53_P12_G09	NA	black	0	0	0
MGH53_P12_G10	NA	black	0	0	0
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	NA	black	0	0	0
MGH53_P12_H01	NA	black	0	1.0724	0
MGH53_P12_H02	NA	black	0	0.11902	0
MGH53_P12_H03	NA	black	0	0	0
MGH53_P12_H04	NA	black	0	0	0
MGH53_P12_H05	NA	black	0	0	0
MGH53_P12_H06	NA	black	0	0	0
MGH53_P12_H07	-2.55702168034	black	0	0.42653	3.6887
MGH53_P12_H08	NA	black	0	2.7031	0
MGH53_P12_H09	NA	black	0	0	0
MGH53_P12_H10	NA	black	0	0	0.38847
MGH53_P12_H11	-1.11646585627	red	1	0.25459	1.969
MGH53_P12_H12	NA	black	0	0	0.74157
MGH53_P2_A09	0.164509990612	green3	2	1.1408	0.23879
MGH53_P2_A11	NA	black	0	2.3219	0
MGH53_P2_A12	NA	black	0	0	0
MGH53_P2_B05	-0.352333487718	green3	2	2.4623	0.39397
MGH53_P2_B07	NA	black	0	0	0.22774
MGH53_P2_B09	NA	black	0	0	0.10702
MGH53_P2_B10	NA	black	0	0	0
MGH53_P2_C01	NA	black	0	0	0.47093
MGH53_P2_C02	NA	black	0	0.062122	0
MGH53_P2_C03	NA	black	0	0	0.70044
MGH53_P2_C07	NA	black	0	0.38736	0
MGH53_P2_C09	NA	black	0	0	0
MGH53_P2_D01	NA	black	0	0	0.18269
MGH53_P2_D02	NA	black	0	2.1776	0
MGH53_P2_D07	NA	black	0	0	0
MGH53_P2_D08	NA	black	0	0	0.43296
MGH53_P2_D12	NA	black	0	0	0
MGH53_P2_E04	NA	black	0	0	0
MGH53_P2_E10	0.560176196819	green3	2	0.10568	0.26544
MGH53_P2_F02	0.129533235933	green3	2	0.91609	0.54992
MGH53_P2_F03	NA	black	0	0	0.67446
MGH53_P2_F04	NA	black	0	0.40163	0
MGH53_P2_F05	NA	black	0	0	0.59741
MGH53_P2_G02	NA	black	0	0	1.0881
MGH53_P2_G07	NA	black	0	0	0.47716
MGH53_P2_H01	NA	black	0	0	0
MGH53_P10_A01	NA	black	0	3.661	0
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	-0.997662950232	red	1	3.5926	0.28924
MGH53_P10_A04	NA	black	0	0	0.70929
MGH53_P10_A05	NA	black	0	0	0.56852
MGH53_P10_A06	NA	black	0	0	0
MGH53_P10_A07	NA	black	0	0	0.45838
MGH53_P10_A08	NA	black	0	0	0
MGH53_P10_A09	NA	black	0	0	0.27143
MGH53_P10_A10	NA	black	0	0	0.30801
MGH53_P10_A11	NA	black	0	0	0.47923
MGH53_P10_A12	NA	black	0	0	0
MGH53_P10_B01	NA	black	0	0	0
MGH53_P10_B02	-1.13079320928	red	1	3.354	0.1003
MGH53_P10_B03	NA	black	0	0	0
MGH53_P10_B04	NA	black	0	0	0
MGH53_P10_B05	NA	black	0	3.723	0
MGH53_P10_B06	-0.373202009178	green3	2	2.342	0.28451
MGH53_P10_B07	NA	black	0	0	0
MGH53_P10_B08	5.29618736221	black	0	3.7401	4.5147
MGH53_P10_B09	NA	black	0	0	0
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	NA	black	0	0	0.12829
MGH53_P10_B12	NA	black	0	0	0.23634
MGH53_P10_C01	NA	black	0	0	0
MGH53_P10_C02	NA	black	0	0	0.15963
MGH53_P10_C03	NA	black	0	0	0.39177
MGH53_P10_C04	NA	black	0	0.2461	0
MGH53_P10_C05	NA	black	0	0	0
MGH53_P10_C06	NA	black	0	0	0.27023
MGH53_P10_C07	NA	black	0	0	0.44784
MGH53_P10_C08	NA	black	0	0	0.46989
MGH53_P10_C09	NA	black	0	1.7321	0
MGH53_P10_C10	NA	black	0	0.63877	0
MGH53_P10_C11	NA	black	0	0	0.2762
MGH53_P10_C12	NA	black	0	0	0.3115
MGH53_P10_D01	NA	black	0	0	0.23143
MGH53_P10_D02	-0.486808251516	green3	2	2.6471	0.32308
MGH53_P10_D03	NA	black	0	0	2.5178
MGH53_P10_D04	NA	black	0	0	0.23266
MGH53_P10_D05	NA	black	0	0	0
MGH53_P10_D06	NA	black	0	0	1.0566
MGH53_P10_D07	NA	black	0	0	0.9501
MGH53_P10_D08	NA	black	0	0.32423	0
MGH53_P10_D09	0.1011461915	green3	2	1.2922	0.21288
MGH53_P10_D12	NA	black	0	0	0.70752
MGH53_P10_E01	NA	black	0	0	0.23266
MGH53_P10_E03	NA	black	0	0	0
MGH53_P10_E04	-1.07760330878	red	1	3.7055	0.27739
MGH53_P10_E05	NA	black	0	0	0
MGH53_P10_E06	NA	black	0	0	0.34483
MGH53_P10_E07	NA	black	0	0	0
MGH53_P10_E08	NA	black	0	0	0
MGH53_P10_E09	NA	black	0	2.8195	0
MGH53_P10_E10	NA	black	0	0	0
MGH53_P10_E11	NA	black	0	0	0
MGH53_P10_E12	NA	black	0	0	0
MGH53_P10_F01	NA	black	0	0	0.71282
MGH53_P10_F02	NA	black	0	0	0
MGH53_P10_F03	NA	black	0	0	0
MGH53_P10_F04	NA	black	0	0	0
MGH53_P10_F05	NA	black	0	0	0
MGH53_P10_F06	NA	black	0	0	0
MGH53_P10_F07	4.98944191296	black	0	3.5088	4.7479
MGH53_P10_F08	NA	black	0	0	0
MGH53_P10_F09	NA	black	0	0	0.45523
MGH53_P10_F10	0.282923220528	green3	2	0.848	0.25459
MGH53_P10_F12	NA	black	0	3.8361	0
MGH53_P10_G01	NA	black	0	0	0
MGH53_P10_G02	NA	black	0	0	0
MGH53_P10_G03	NA	black	0	0	0.4844
MGH53_P10_G04	NA	black	0	0	0.4489
MGH53_P10_G05	NA	black	0	0	3.6226
MGH53_P10_G07	NA	black	0	0	0
MGH53_P10_G08	NA	black	0	0	0
MGH53_P10_G09	NA	black	0	0	0
MGH53_P10_G11	NA	black	0	0	0.1375
MGH53_P10_H01	NA	black	0	0	4.7988
MGH53_P10_H02	NA	black	0	0	0.17121
MGH53_P10_H04	NA	black	0	0	0
MGH53_P10_H05	NA	black	0	0	2.7357
MGH53_P10_H06	NA	black	0	0	0.26903
MGH53_P10_H07	NA	black	0	0	0
MGH53_P10_H08	0.240435917234	green3	2	0.92372	0.28214
MGH53_P10_H09	NA	black	0	0	0.41359
MGH53_P10_H10	NA	black	0	0	0.27262
MGH53_P10_H11	NA	black	0	0	0.66721
MGH53_P11_A01	NA	black	0	0.28806	0
MGH53_P11_A02	NA	black	0	0	0.48336
MGH53_P11_A03	NA	black	0	0	3.3677
MGH53_P11_A04	NA	black	0	0	0
MGH53_P11_A06	-0.976771429526	red	1	0.44996	2.0047
MGH53_P11_A08	NA	black	0	0	0
MGH53_P11_A09	-0.582498295683	red	1	1.5331	5.245
MGH53_P11_A10	NA	black	0	1.119	0
MGH53_P11_A11	NA	black	0	0	0.2762
MGH53_P11_A12	NA	black	0	0	0
MGH53_P11_B01	NA	black	0	0	0
MGH53_P11_B02	NA	black	0	0	3.9499
MGH53_P11_B04	NA	black	0	0	0.21661
MGH53_P11_B05	NA	black	0	0	0
MGH53_P11_B06	NA	black	0	0	0.29748
MGH53_P11_B07	NA	black	0	1.8197	0
MGH53_P11_B08	NA	black	0	0	0.49262
MGH53_P11_B09	NA	black	0	2.6745	0
MGH53_P11_B11	NA	black	0	2.6754	0
MGH53_P11_B12	0.466629967466	green3	2	0.071763	0.36737
MGH53_P11_C01	NA	black	0	0	0.20914
MGH53_P11_C02	NA	black	0	0	0.46153
MGH53_P11_C03	NA	black	0	0	0.86552
MGH53_P11_C04	NA	black	0	2.1476	0
MGH53_P11_C05	NA	black	0	0	0.22404
MGH53_P11_C06	NA	black	0	0	0
MGH53_P11_C07	NA	black	0	0	0.52005
MGH53_P11_C08	NA	black	0	0	0
MGH53_P11_C09	NA	black	0	0	0
MGH53_P11_C10	NA	black	0	0	0
MGH53_P11_C11	NA	black	0	0	0
MGH53_P11_C12	NA	black	0	0	0
MGH53_P11_D01	NA	black	0	0	0.19535
MGH53_P11_D02	NA	black	0	0	1.0208
MGH53_P11_D03	0.432075664156	green3	2	0.39506	0.29278
MGH53_P11_D04	NA	black	0	0	0
MGH53_P11_D05	NA	black	0	0	0
MGH53_P11_D07	NA	black	0	1.211	0
MGH53_P11_D08	NA	black	0	0	0
MGH53_P11_D09	NA	black	0	0	0
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	NA	black	0	2.85	0
MGH53_P11_D12	-0.0638452008411	green3	2	2.1306	0.74416
MGH53_P11_E01	NA	black	0	0	0
MGH53_P11_E02	NA	black	0	0	0
MGH53_P11_E04	0.0289836718957	green3	2	1.6853	1.157
MGH53_P11_E06	NA	black	0	0	4.9262
MGH53_P11_E08	NA	black	0	0	4.6384
MGH53_P11_E09	NA	black	0	0	0
MGH53_P11_E10	NA	black	0	0	0
MGH53_P11_E11	NA	black	0	0	0
MGH53_P11_E12	NA	black	0	0	0.94486
MGH53_P11_F01	NA	black	0	0	0
MGH53_P11_F02	NA	black	0	2.2107	0
MGH53_P11_F03	NA	black	0	0	0
MGH53_P11_F04	NA	black	0	0	0
MGH53_P11_F05	NA	black	0	0	0
MGH53_P11_F07	NA	black	0	0	0
MGH53_P11_F10	NA	black	0	1.0942	0
MGH53_P11_F11	-0.335598216947	green3	2	2.207	0.23634
MGH53_P11_F12	NA	black	0	0	0.36401
MGH53_P11_G01	-0.810508917959	red	1	2.8941	0.12168
MGH53_P11_G02	NA	black	0	0	1.0236
MGH53_P11_G03	NA	black	0	0	0.5509
MGH53_P11_G04	NA	black	0	0	0
MGH53_P11_G05	NA	black	0	0	2.3479
MGH53_P11_G06	4.9210391728	black	0	4.0564	3.7901
MGH53_P11_G07	NA	black	0	0	0
MGH53_P11_G08	NA	black	0	0.075875	0
MGH53_P11_G09	NA	black	0	0	0.17632
MGH53_P11_G10	NA	black	0	0	0
MGH53_P11_G11	NA	black	0	0	0
MGH53_P11_G12	NA	black	0	0.28333	0
MGH53_P11_H01	NA	black	0	0	0.91456
MGH53_P11_H02	NA	black	0	0	0
MGH53_P11_H04	NA	black	0	0	0.39067
MGH53_P11_H05	0.27346877823	green3	2	0.78157	0.32539
MGH53_P11_H06	NA	black	0	0	0
MGH53_P11_H07	NA	black	0	2.782	0
MGH53_P11_H08	NA	black	0	0	0
MGH53_P11_H09	NA	black	0	0	0.35389
MGH53_P11_H10	NA	black	0	0	0.45523
MGH53_P11_H11	NA	black	0	0	0.36065
MGH53_P11_H12	NA	black	0	0	0.22897
MGH53_P9_A01	NA	black	0	0	0
MGH53_P9_A02	NA	black	0	0	0
MGH53_P9_A03	NA	black	0	0	0
MGH53_P9_A04	NA	black	0	0	0
MGH53_P9_A05	-3.35175121825	black	0	0.35389	4.3064
MGH53_P9_A06	NA	black	0	0	0
MGH53_P9_A07	NA	black	0	1.4792	0
MGH53_P9_A08	NA	black	0	0	0.83188
MGH53_P9_A09	NA	black	0	0	0.27262
MGH53_P9_A10	-0.286244429346	green3	2	2.2088	0.33113
MGH53_P9_A11	NA	black	0	0	0
MGH53_P9_A12	NA	black	0	0	0.41143
MGH53_P9_B01	NA	black	0	0	0
MGH53_P9_B02	NA	black	0	2.8349	0
MGH53_P9_B03	NA	black	0	0	0
MGH53_P9_B04	NA	black	0	0	0
MGH53_P9_B05	-0.10154394519	green3	2	1.7638	0.32539
MGH53_P9_B06	NA	black	0	0	0
MGH53_P9_B07	NA	black	0	0	0.28214
MGH53_P9_B08	NA	black	0	0	1.3528
MGH53_P9_B09	NA	black	0	0	0.27381
MGH53_P9_B11	0.0882271951445	green3	2	1.2945	0.29866
MGH53_P9_B12	NA	black	0	0	0
MGH53_P9_C01	NA	black	0	0	0
MGH53_P9_C02	NA	black	0	0	0.85519
MGH53_P9_C03	NA	black	0	1.0307	0
MGH53_P9_C04	NA	black	0	0	0
MGH53_P9_C05	0.0380358677679	green3	2	1.4233	0.25096
MGH53_P9_C06	-0.625356548139	red	1	2.9458	0.32423
MGH53_P9_C07	NA	black	0	2.0976	0
MGH53_P9_C08	NA	black	0	0	0
MGH53_P9_C09	NA	black	0	0	0
MGH53_P9_C10	NA	black	0	2.5231	0
MGH53_P9_C11	NA	black	0	0	0
MGH53_P9_C12	0.344280844965	green3	2	3.4603	1.1865
MGH53_P9_D01	6.54339706071	black	0	3.9845	4.9362
MGH53_P9_D02	-0.39875317457	green3	2	1.5079	4.1848
MGH53_P9_D03	NA	black	0	0	4.0538
MGH53_P9_D04	NA	black	0	0	0
MGH53_P9_D05	NA	black	0	0	0
MGH53_P9_D08	NA	black	0	0	0
MGH53_P9_D09	NA	black	0	0	0
MGH53_P9_D10	NA	black	0	2.8832	0
MGH53_P9_D11	NA	black	0	0	0
MGH53_P9_D12	NA	black	0	0	0
MGH53_P9_F04	NA	black	0	0	0
MGH53_P9_F05	NA	black	0	0	0
MGH53_P9_F06	NA	black	0	0	0.65718
MGH53_P9_F07	NA	black	0	0	0
MGH53_P9_F08	NA	black	0	0	3.1257
MGH53_P9_F09	NA	black	0	0	0
MGH53_P9_F10	NA	black	0	0	0.79992
MGH53_P9_F11	NA	black	0	0	0
MGH53_P9_F12	NA	black	0	0	0
MGH53_P9_G01	-0.27532744133	green3	2	1.5236	3.746
MGH53_P9_G02	-0.546898859473	green3	2	3.8255	0.62854
MGH53_P9_G03	NA	black	0	0	0.3584
MGH53_P9_G04	NA	black	0	0	0.31846
MGH53_P9_G07	NA	black	0	0	0.33113
MGH53_P9_G08	NA	black	0	0	0
MGH53_P9_G09	NA	black	0	0	0
MGH53_P9_G12	0.40855959211	green3	2	0.54498	0.24853
MGH53_P9_H01	NA	black	0	3.3283	0
MGH53_P9_H02	NA	black	0	0	0
MGH53_P9_H03	-0.0389107081934	green3	2	1.6645	0.50589
MGH53_P9_H04	7.73639494364	black	0	4.1415	5.4141
MGH53_P9_H05	NA	black	0	0	0.50995
MGH53_P9_H06	NA	black	0	0	4.6406
MGH53_P9_H07	NA	black	0	0	4.1196
MGH53_P9_H08	NA	black	0	0	0.35727
MGH53_P9_H09	NA	black	0	2.7761	0
MGH53_P9_H10	NA	black	0	0	0
MGH53_P9_H11	-0.847345165719	red	1	0.20539	1.6658
MGH53_P9_H12	NA	black	0	0	0.57821
MGH53_P4_A07	NA	black	0	0	0
MGH53_P4_B01	NA	black	0	0	0
MGH53_P4_B02	0.393962742768	green3	2	0.16092	0.41576
MGH53_P4_B08	0.317585610419	green3	2	0.53605	0.38405
MGH53_P4_B09	NA	black	0	0	0.31615
