Cell_name	Zvalue	Color	Cluster	POU2F1	SNAPC1
MGH53_P2_E12	NA	black	0	0	0.60975
MGH53_P1_F08	NA	black	0	0	0.39397
MGH36_P6_D12	NA	black	0	0.074505	0
MGH36_P2_H09	-1.14865205127	red	1	3.2435	0.30685
MGH53_P1_C01	NA	black	0	1.8197	0
MGH53_P2_F11	NA	black	0	0.92676	0
MGH36_P6_H04	0.589064613809	green3	2	0.041243	0.31615
MGH36_P5_G05	0.772514983837	red	1	0.049631	0.062122
MGH53_P4_B04	0.432079965514	green3	2	0.14926	0.46676
MGH53_P1_E05	NA	black	0	0.079975	0
MGH36_P10_A08	NA	black	0	0	0
MGH36_P9_G01	NA	black	0	0	0
MGH53_P4_A06	0.539401914411	green3	2	0.056584	0.37295
MGH36_P6_B09	NA	black	0	0	0
MGH54_P2_D09	NA	black	0	0	0.6173
MGH53_P1_E06	0.528979175072	green3	2	0.07861	0.37295
MGH36_P4_A10	0.794916981825	red	1	0.067639	0.014355
MGH36_P6_B02	NA	black	0	0	0
MGH53_P4_G06	NA	black	0	0.082703	0
MGH36_P8_F01	NA	black	0	0.74502	0
MGH36_P9_F06	NA	black	0	1.3121	0
MGH36_P5_H04	NA	black	0	0.060739	0
MGH53_P1_B03	-1.90419758979	red	1	0.038436	3.5641
MGH53_P2_D05	-0.175779900603	red	1	0.067639	1.338
MGH36_P4_G12	NA	black	0	0	0
MGH53_P2_D11	NA	black	0	0.18903	0
MGH53_P4_C02	NA	black	0	0	3.9908
MGH53_P4_F04	0.252516288493	red	1	0.049631	0.76299
MGH36_P3_D10	NA	black	0	0	0.20664
MGH54_P2_F04	NA	black	0	2.5321	0
MGH36_P6_A03	NA	black	0	0	0.14926
MGH53_P1_F07	0.338603648605	red	1	0.096262	0.62854
MGH36_P5_H08	NA	black	0	0.038436	0
MGH54_P2_A04	NA	black	0	0.048236	0
MGH53_P4_E11	NA	black	0	0	0.45312
MGH53_P2_G03	-1.94346133839	black	0	0.09356	3.737
MGH36_P3_F04	0.475149927256	green3	2	0.092207	0.43936
MGH54_P2_B02	NA	black	0	0	2.6828
MGH36_P5_C07	0.353593062915	red	1	0.5008	0.31383
MGH53_P2_E02	NA	black	0	0.028569	0
MGH54_P2_F09	NA	black	0	0.26544	0
MGH36_P3_D05	NA	black	0	0.064883	0
MGH36_P5_F12	NA	black	0	0	0.16092
MGH53_P2_H09	NA	black	0	0	0
MGH54_P2_F07	0.337351271706	red	1	0.062122	0.64432
MGH36_P5_D10	-3.12998736969	black	0	0.020058	5.0467
MGH54_P2_F11	NA	black	0	0	0.052416
MGH53_P2_H04	NA	black	0	0	0.32998
MGH36_P6_F09	NA	black	0	0	1.7945
MGH36_P9_F05	NA	black	0	0.37295	0
MGH36_P8_G11	NA	black	0	0	2.8504
MGH54_P2_A07	NA	black	0	0.9313	0
MGH36_P7_H06	-2.41332808577	black	0	0.02432	4.1721
MGH53_P1_A01	NA	black	0	0	0.24001
MGH53_P1_A02	-0.0245896511427	red	1	1.4356	0.97453
MGH54_P2_E07	NA	black	0	0	0.2461
MGH53_P4_F07	0.222725804316	red	1	0.077243	0.79577
MGH53_P2_C05	NA	black	0	0.64708	0
MGH53_P4_H07	0.320379127751	red	1	0.60502	0.25701
MGH53_P2_C06	NA	black	0	0	2.8353
MGH36_P3_F03	NA	black	0	0.038436	0
MGH36_P2_A10	0.738818702074	red	1	0.056584	0.10165
MGH53_P4_E03	-2.30949815033	black	0	0.23634	4.6681
MGH36_P9_D12	NA	black	0	1.3482	0
MGH54_P2_H03	-2.00515242777	black	0	0.055196	3.7296
MGH36_P4_D06	NA	black	0	0.031395	0
MGH53_P2_B03	0.678824264919	red	1	0.062122	0.17887
MGH53_P4_F03	0.487161628835	green3	2	0.12168	0.40381
MGH36_P10_E09	NA	black	0	0	0
MGH53_P1_G02	NA	black	0	1.923	0
MGH54_P2_A02	NA	black	0	0.10969	0
MGH36_P3_A07	NA	black	0	0	0
MGH53_P4_E12	-0.493149628941	red	1	1.9138	0.12565
MGH54_P2_A03	NA	black	0	0	0
MGH53_P4_E10	0.637277200969	green3	2	0.067639	0.23143
MGH54_P2_D08	-2.32594076128	black	0	0.048236	4.1232
MGH36_P8_A02	NA	black	0	0.7277	0
MGH54_P2_B07	NA	black	0	1.9157	0
MGH53_P1_B10	0.736900950173	red	1	0.041243	0.1177
MGH53_P2_F08	-0.0930314514778	red	1	1.4489	0.60692
MGH36_P10_A01	0.454103503127	green3	2	0.25338	0.35952
MGH36_P10_F01	NA	black	0	0	0
MGH53_P4_G03	-0.55911393906	red	1	0.052416	1.8424
MGH53_P1_F12	NA	black	0	0	0.56365
MGH36_P4_B03	NA	black	0	0.10165	0
MGH54_P2_C07	0.339719274175	red	1	0.03984	0.64985
MGH53_P1_B02	NA	black	0	0.21661	0
MGH54_P2_D05	NA	black	0	0	0
MGH53_P2_C08	NA	black	0	0.089498	0
MGH53_P4_H09	0.595792223963	green3	2	0.0229	0.31962
MGH36_P8_H02	NA	black	0	0	1.2271
MGH36_P10_H10	NA	black	0	0	0
MGH53_P1_A12	NA	black	0	0.72421	0
MGH36_P8_F08	NA	black	0	0	0
MGH53_P1_D10	1.43234393208	red	1	1.7532	5.1639
MGH53_P4_A09	0.620018117735	green3	2	0.073135	0.25096
MGH53_P2_H08	0.273626248725	red	1	0.16092	0.69599
MGH36_P4_A09	-2.20814483336	black	0	0.049631	3.9766
MGH53_P4_C08	-0.609296589886	red	1	2.8258	0.58111
MGH36_P5_E04	NA	black	0	0	0.032806
MGH53_P2_A07	NA	black	0	0	0
MGH54_P2_G10	0.545757774953	green3	2	0.027154	0.38294
MGH36_P7_E06	NA	black	0	0	0
MGH36_P9_D04	NA	black	0	0	4.1328
MGH53_P1_C12	NA	black	0	0.15316	0
MGH36_P8_F06	NA	black	0	0.042644	0
MGH36_P1_G11	0.721449176094	red	1	0.0043216	0.16864
MGH53_P1_F02	NA	black	0	0	0
MGH54_P2_D10	0.563829020903	green3	2	0.067639	0.33228
MGH36_P9_A08	NA	black	0	0	0.5568
MGH53_P2_H03	0.679778351458	red	1	0.075875	0.16607
MGH53_P4_B03	NA	black	0	0.05797	0
MGH53_P1_F10	0.568024844453	green3	2	0.037031	0.3471
MGH53_P4_B05	0.499572581452	green3	2	0.048236	0.43189
MGH53_P2_B08	0.634351090268	green3	2	0.086784	0.22033
MGH36_P3_B06	-0.146530675561	red	1	1.4212	0.23389
MGH36_P10_C02	NA	black	0	0	0
MGH36_P2_E05	NA	black	0	0.037031	0
MGH54_P2_G09	NA	black	0	0	0.43403
MGH54_P2_D12	NA	black	0	0.028569	0
MGH53_P2_H02	-1.37478950557	red	1	0.042644	2.8945
MGH36_P8_F11	NA	black	0	1.0122	0
MGH53_P2_A10	0.255587578146	red	1	0.69064	0.31034
MGH54_P2_E09	NA	black	0	0	3.4792
MGH36_P3_H06	NA	black	0	0.029983	0
MGH36_P5_D05	0.537979929542	green3	2	0.018634	0.39835
MGH54_P2_A11	0.718664948946	red	1	0.032806	0.14926
MGH54_P2_G04	NA	black	0	0	4.5064
MGH36_P6_C01	0.696674772462	red	1	0.035624	0.17632
MGH53_P2_E06	NA	black	0	0	0
MGH53_P1_E01	-0.213848166978	red	1	1.5135	0.17887
MGH36_P1_B01	0.532926147312	green3	2	0.20789	0.27023
MGH54_P2_H04	-1.16296146178	red	1	0.062122	2.6473
MGH36_P2_C05	0.589907267467	green3	2	0.017209	0.33113
MGH36_P6_H05	NA	black	0	0	0.23511
MGH36_P10_E06	-0.249958128097	red	1	1.6406	0.3173
MGH54_P2_F03	0.998379618434	red	1	1.6897	4.2581
MGH36_P4_B10	NA	black	0	0	0.30334
MGH54_P2_F02	NA	black	0	0	0
MGH36_P2_E11	0.686328003787	red	1	0.037031	0.18903
MGH54_P2_D11	NA	black	0	0.034216	0
MGH54_P2_G01	NA	black	0	0.056584	0
MGH36_P9_D02	NA	black	0	0	0
MGH54_P2_E06	NA	black	0	0	0.1776
MGH54_P16_F12	-0.105985833973	red	1	1.3516	0.2302
MGH53_P5_C12	NA	black	0	0	0
MGH54_P12_C10	NA	black	0	0.14535	0
MGH54_P16_F02	1.69140263458	red	1	1.8777	4.985
MGH54_P11_C11	NA	black	0	0.055196	0
MGH53_P1_E03	NA	black	0	0.053806	0
MGH54_P15_D06	NA	black	0	0	0.543
MGH54_P14_F05	NA	black	0	0	0
MGH54_P16_A03	NA	black	0	0.069015	0
MGH53_P4_G11	0.718463937696	red	1	0.029983	0.15186
MGH53_P7_B09	NA	black	0	2.2934	0
MGH54_P17_D11	0.427396126285	green3	2	0.05797	0.52406
MGH54_P10_G04	NA	black	0	0	0.29042
MGH54_P10_C06	NA	black	0	0.05797	0
MGH53_P2_A02	0.432642152389	green3	2	0.077243	0.50691
MGH53_P4_F06	-0.105911144626	red	1	1.7941	0.86473
MGH53_P7_F07	NA	black	0	0.24367	0
MGH53_P11_F06	NA	black	0	0	0
MGH53_P5_G02	NA	black	0	0	0
MGH53_P1_F09	0.621335885731	green3	2	0.12433	0.20789
MGH53_P11_H03	NA	black	0	0.073135	0
MGH53_P10_D11	NA	black	0	0	0.45418
MGH53_P1_A10	0.356156658573	red	1	0.038436	0.62854
MGH53_P4_B12	NA	black	0	0	0.14274
MGH53_P5_H09	NA	black	0	0	0
MGH53_P9_D07	NA	black	0	0	0
MGH53_P11_E03	NA	black	0	0.43082	0
MGH53_P1_C02	NA	black	0	0.066261	0
MGH53_P10_F11	NA	black	0	1.0426	0
MGH53_P1_E02	NA	black	0	0.22404	0
MGH53_P1_D07	NA	black	0	2.5497	0
MGH53_P6_B01	NA	black	0	0	0.40599
MGH53_P2_G04	NA	black	0	0	0
MGH53_P1_C05	NA	black	0	0	5.1203
MGH53_P2_G09	NA	black	0	0	0.25459
MGH53_P5_A05	NA	black	0	0.64524	0
MGH53_P5_F04	NA	black	0	0	1.5236
MGH53_P10_H03	0.722570512258	red	1	0.032806	0.14405
MGH53_P11_F08	NA	black	0	0	0.25096
MGH54_P7_F12	NA	black	0	0.22774	0
MGH53_P8_F03	NA	black	0	0.34028	0
MGH53_P11_A07	NA	black	0	0	4.3378
MGH53_P6_B11	NA	black	0	0.17887	0
MGH53_P4_C07	NA	black	0	0	0
MGH53_P6_H06	NA	black	0	0	0.29042
MGH36_P1_A01	-2.56238959388	black	0	0.025738	4.3615
MGH36_P1_A02	NA	black	0	0	0
MGH36_P1_A03	1.41440810064	red	1	1.9283	4.0859
MGH36_P1_A04	0.00602080524588	red	1	1.1616	0.20038
MGH36_P1_A05	NA	black	0	1.517	0
MGH36_P1_A06	0.281377550553	red	1	0.56365	0.41251
MGH36_P1_A08	-0.137422078793	red	1	1.355	0.001442
MGH36_P1_A10	NA	black	0	2.3967	0
MGH36_P1_A12	0.634589574536	green3	2	0.12829	0.18523
MGH36_P1_B02	-0.820893318704	red	1	2.4526	0.16736
MGH36_P1_B03	-0.536802556946	red	1	1.9486	0.086784
MGH36_P1_B04	NA	black	0	2.3821	0
MGH36_P1_B06	NA	black	0	0.21785	0
MGH36_P1_B07	NA	black	0	0.4049	0
MGH36_P1_B08	NA	black	0	2.8018	0
MGH36_P1_B09	0.657529272511	red	1	0.049631	0.21785
MGH36_P1_B10	NA	black	0	1.2606	0
MGH36_P1_B11	-0.0931063362688	red	1	0.79494	1.4709
MGH36_P1_B12	0.242290414559	red	1	0.5509	0.52206
MGH36_P1_C01	NA	black	0	0	0
MGH36_P1_C03	1.16258243931	red	1	2.1843	2.9023
MGH36_P1_C05	0.60215133103	green3	2	0.22897	0.14012
MGH36_P1_C06	NA	black	0	0	0.071763
MGH36_P1_C07	NA	black	0	0	0
MGH36_P1_C08	0.633120173795	green3	2	0.060739	0.24245
MGH36_P1_C09	-0.0651975702879	red	1	0.18269	1.2004
MGH36_P1_C10	0.272516398856	red	1	0.64708	0.32769
MGH36_P1_C11	0.636867258478	green3	2	0.0229	0.26544
MGH36_P1_D01	0.242110870141	red	1	0.61447	0.45628
MGH36_P1_D02	-0.154260446942	red	1	0.82619	1.7557
MGH36_P1_D03	NA	black	0	0	0
MGH36_P1_D04	NA	black	0	2.4177	0
MGH36_P1_D06	0.425845374825	green3	2	0.45943	0.20539
MGH36_P1_D07	-1.08807704866	red	1	0.045443	2.5278
MGH36_P1_D08	-0.363185152443	red	1	1.7035	0.096262
MGH36_P1_D09	-1.65160564574	red	1	4.0742	0.29514
MGH36_P1_D11	-0.081427453051	red	1	1.3167	0.26903
MGH36_P1_F01	0.597377761359	green3	2	0.063503	0.28924
MGH36_P1_F02	-0.186392946501	red	1	1.46	0.14796
MGH36_P1_F03	NA	black	0	0.015783	0
MGH36_P1_F04	NA	black	0	0	4.2001
MGH36_P1_F05	-0.1690501027	red	1	1.4076	0.04684
MGH36_P1_F06	NA	black	0	0	0
MGH36_P1_F08	NA	black	0	1.2351	0
MGH36_P1_F11	NA	black	0	1.6767	0
MGH36_P1_F12	NA	black	0	0.59837	0
MGH36_P1_G02	NA	black	0	0	0.39287
MGH36_P1_G03	NA	black	0	1.2957	0
MGH36_P1_G04	-0.495386175268	red	1	0.72159	2.6853
MGH36_P1_G07	NA	black	0	0	4.3392
MGH36_P1_G08	0.198606788112	red	1	0.88596	0.059355
MGH36_P1_G09	-0.78731287314	red	1	2.2594	0.041243
MGH36_P1_H02	-1.13419011089	red	1	0.012926	2.5467
MGH36_P1_H03	NA	black	0	0	0.048236
MGH36_P1_H04	-0.290151541616	red	1	1.7715	0.39287
MGH36_P1_H05	-0.276212924464	red	1	1.6055	0.1635
MGH36_P1_H06	-0.672406676309	red	1	2.1725	0.1177
MGH36_P1_H07	NA	black	0	2.9486	0
MGH36_P1_H09	0.153011928133	red	1	0.95084	0.062122
MGH36_P1_H10	NA	black	0	0	0.075875
MGH36_P3_A01	0.158712089969	red	1	1.3294	2.9249
MGH36_P3_A02	5.25434179969	black	0	3.6792	4.3624
MGH36_P3_A03	NA	black	0	0	0
MGH36_P3_A04	NA	black	0	0	0.44784
MGH36_P3_A05	NA	black	0	0	0.22404
MGH36_P3_A08	-0.590035097975	red	1	2.1359	0.20664
MGH36_P3_A09	-0.00398617371371	red	1	1.1814	0.38184
MGH36_P3_A10	NA	black	0	1.816	0
MGH36_P3_A12	0.454212121191	green3	2	0.037031	0.49876
MGH36_P3_B02	NA	black	0	1.6327	0
MGH36_P3_B03	0.00929445843189	red	1	1.2035	2.125
MGH36_P3_B04	-0.0110334453676	red	1	0.049631	1.115
MGH36_P3_B09	NA	black	0	0	0
MGH36_P3_B10	NA	black	0	3.7282	0
MGH36_P3_B11	0.329213342883	red	1	0.61164	0.2228
MGH36_P3_B12	0.18852383974	red	1	0.4489	0.71545
MGH36_P3_C01	-0.712282340308	red	1	2.3707	0.23634
MGH36_P3_C03	0.53919286609	green3	2	0.041243	0.38294
MGH36_P3_C04	-0.693518112998	red	1	2.2711	0.18015
MGH36_P3_C05	0.0800093672514	red	1	1.037	0.21909
MGH36_P3_C06	0.693265718736	red	1	0.082703	0.14143
MGH36_P3_C08	NA	black	0	0	0
MGH36_P3_C11	NA	black	0	0	4.4088
MGH36_P3_C12	-0.0406557395397	red	1	3.2248	1.1124
MGH36_P3_D01	NA	black	0	0.13881	0
MGH36_P3_D02	-0.453371371815	red	1	2.2345	0.48543
MGH36_P3_D03	-0.185846141049	red	1	1.4983	0.26183
MGH36_P3_D04	0.48732378464	green3	2	0.15704	0.37962
MGH36_P3_D07	NA	black	0	0	0
MGH36_P3_D08	NA	black	0	0	0.27858
MGH36_P3_D09	-2.68692236422	black	0	0.042644	4.5648
MGH36_P3_D11	NA	black	0	0	1.7141
MGH36_P3_E02	NA	black	0	0	1.1648
MGH36_P3_E04	NA	black	0	0	0
MGH36_P3_E05	-2.41526457002	black	0	0.077243	4.3156
MGH36_P3_E06	0.626523194293	green3	2	0.04684	0.26183
MGH36_P3_E07	0.680310408743	red	1	0.084064	0.15834
MGH36_P3_E08	NA	black	0	0	0.19535
MGH36_P3_E09	0.798136745633	red	1	0.070389	0.0071955
MGH36_P3_E10	-0.21126909508	red	1	1.7579	0.57725
MGH36_P3_E11	NA	black	0	2.6524	0
MGH36_P3_E12	0.649788572055	red	1	0.15056	0.14274
MGH36_P3_F01	0.729335628497	red	1	0.062122	0.10969
MGH36_P3_F02	-0.488532055231	red	1	0.16607	1.8225
MGH36_P3_F05	-0.093124926392	red	1	1.1648	4.248
MGH36_P3_F06	-2.73510920092	black	0	0.11103	4.8391
MGH36_P3_F07	0.696565084156	red	1	0.034216	0.1776
MGH36_P3_F08	0.663213714009	red	1	0.075875	0.18903
MGH36_P3_F09	-3.29256496328	black	0	0.1003	5.5356
MGH36_P3_F10	0.498042937209	green3	2	1.4152	4.8824
MGH36_P3_F11	NA	black	0	0.70752	0
MGH36_P3_F12	NA	black	0	0	1.848
MGH36_P3_G01	NA	black	0	0	0.17249
MGH36_P3_G02	NA	black	0	0	0.2762
MGH36_P3_G03	NA	black	0	0.14535	0
MGH36_P3_G04	0.693265718736	red	1	0.082703	0.14143
MGH36_P3_G05	-0.350721167478	red	1	1.7203	0.16092
MGH36_P3_G06	-2.39530218585	black	0	0.30685	5.0742
MGH36_P3_G08	0.726534736906	red	1	0.048236	0.12565
MGH36_P3_G09	-0.365376733079	red	1	1.8176	0.27143
MGH36_P3_G10	0.561249207164	green3	2	0.037031	0.35614
MGH36_P3_G11	1.27732172365	red	1	1.9123	3.8503
MGH36_P3_G12	-0.407359829683	red	1	0.24489	1.7545
MGH36_P3_H03	NA	black	0	0	0.39397
MGH36_P3_H04	0.303486229781	red	1	0.11636	0.66993
MGH36_P3_H05	NA	black	0	0	0.38847
MGH36_P3_H07	NA	black	0	0	0.25942
MGH36_P3_H08	-0.0798120017084	red	1	1.4447	0.67175
MGH36_P3_H11	3.8999134295	black	0	2.8205	4.8033
MGH36_P3_H12	-0.615516426197	red	1	2.7536	0.54893
MGH36_P4_A01	NA	black	0	0	0
MGH36_P4_A02	NA	black	0	0	0.57434
MGH36_P4_A03	-0.149247425697	red	1	1.0614	2.7853
MGH36_P4_A04	0.623444399935	green3	2	0.09356	0.2302
MGH36_P4_A06	0.368334865225	red	1	0.43616	0.35276
MGH36_P4_A07	-0.869256154792	red	1	2.5502	0.18396
MGH36_P4_A08	0.161153796163	red	1	0.10836	0.87421
MGH36_P4_A11	-0.357591963329	red	1	0.9313	3.1237
MGH36_P4_A12	NA	black	0	0	1.044
MGH36_P4_B02	-0.526575716501	red	1	3.1403	0.73725
MGH36_P4_B04	0.424839658796	green3	2	0.29631	0.37407
MGH36_P4_B05	0.47506832828	green3	2	1.6915	2.5592
MGH36_P4_B06	NA	black	0	3.4162	0
MGH36_P4_B08	-0.258722261301	red	1	1.7255	0.41684
MGH36_P4_B09	0.365248554017	red	1	0.56755	0.19661
MGH36_P4_B12	NA	black	0	3.0762	0
MGH36_P4_C02	-0.791777129268	red	1	3.0996	0.52105
MGH36_P4_C03	-0.768480708641	red	1	0.086784	2.1499
MGH36_P4_C04	NA	black	0	0.30685	0
MGH36_P4_C05	0.528597556362	green3	2	0.11902	0.34596
MGH36_P4_C06	0.50853340436	green3	2	0.049631	0.419
MGH36_P4_C07	0.575411547285	green3	2	0.082703	0.30568
MGH36_P4_C08	2.30298061599	black	0	2.1979	4.6581
MGH36_P4_C10	0.201289126573	red	1	0.71633	0.44679
MGH36_P4_C11	NA	black	0	0	0.24975
MGH36_P4_C12	NA	black	0	2.9054	0
MGH36_P4_D01	0.339506992803	red	1	0.53903	0.29983
MGH36_P4_D02	0.728073398503	red	1	0.027154	0.14143
MGH36_P4_D05	NA	black	0	0	0.46571
MGH36_P4_D07	-2.1208109018	black	0	0.07861	3.935
MGH36_P4_D08	-0.71850128762	red	1	2.3254	0.19283
MGH36_P4_D09	0.659250496804	red	1	0.048236	0.21661
MGH36_P4_D10	NA	black	0	0	0.39616
MGH36_P4_D11	-0.633796801516	red	1	2.4473	0.38294
MGH36_P4_D12	0.626075320545	green3	2	0.13093	0.19535
MGH36_P4_E01	0.800396322396	red	1	1.9542	2.7137
MGH36_P4_E02	0.449846676107	green3	2	0.073135	0.48543
MGH36_P4_E04	NA	black	0	0	0
MGH36_P4_E06	0.505071515828	green3	2	0.10434	0.38957
MGH36_P4_E07	-0.640446982007	red	1	2.2256	0.21412
MGH36_P4_E08	0.450892763382	green3	2	0.085425	0.47716
MGH36_P4_E09	-2.85485203549	black	0	0.03984	4.7674
MGH36_P4_E10	-3.18883840013	black	0	0.044044	5.1992
MGH36_P4_E11	-0.122873128091	red	1	1.412	0.34483
MGH36_P4_E12	-0.85603287313	red	1	2.8172	0.35276
MGH36_P4_F01	0.119771379166	red	1	0.9782	0.17887
MGH36_P4_F02	NA	black	0	2.6747	0
MGH36_P4_F03	NA	black	0	0.029983	0
MGH36_P4_F04	NA	black	0	0.09356	0
MGH36_P4_F05	0.468326541984	green3	2	0.15834	0.40708
MGH36_P4_F06	0.563469848352	green3	2	0.020058	0.36401
MGH36_P4_F07	0.204117544452	red	1	0.056584	0.82619
MGH36_P4_F09	-0.994642833162	red	1	2.7286	0.17377
MGH36_P4_F10	NA	black	0	0.031395	0
MGH36_P4_F11	-0.172581658717	red	1	1.5013	0.32884
MGH36_P4_F12	NA	black	0	1.3363	0
MGH36_P4_G01	-0.371662717262	red	1	1.0328	4.2775
MGH36_P4_G02	0.143565468689	red	1	0.04684	0.9092
MGH36_P4_G03	NA	black	0	0	0.848
MGH36_P4_G04	0.466815106312	green3	2	0.028569	0.48646
MGH36_P4_G05	-0.317474143905	red	1	2.2693	0.69243
MGH36_P4_G06	NA	black	0	2.9146	0
MGH36_P4_G08	NA	black	0	0.074505	0
MGH36_P4_G09	0.265003056494	red	1	0.059355	0.7433
MGH36_P4_G10	-0.347492933213	red	1	1.8683	0.37184
MGH36_P4_G11	0.0110369173358	red	1	1.1538	0.15186
MGH36_P4_H01	NA	black	0	0.067639	0
MGH36_P4_H02	NA	black	0	0	0.22404
MGH36_P4_H03	NA	black	0	2.4998	0
MGH36_P4_H04	0.685271435649	red	1	0.035624	0.19156
MGH36_P4_H05	0.658440733431	red	1	0.098958	0.17632
MGH36_P4_H09	-0.712515128558	red	1	0.58111	2.8512
MGH36_P4_H12	0.30949148675	red	1	0.10165	0.66721
MGH36_P6_A02	NA	black	0	0	3.76
MGH36_P6_A04	0.415036332018	green3	2	0.028569	0.55483
MGH36_P6_A05	0.466534617162	green3	2	0.052416	0.47405
MGH36_P6_A07	NA	black	0	0	0.31383
MGH36_P6_A08	NA	black	0	0.15575	0
MGH36_P6_A09	NA	black	0	2.4225	0
MGH36_P6_A10	NA	black	0	1.8655	0
MGH36_P6_A11	-1.84004168054	red	1	0.028569	3.4627
MGH36_P6_B03	0.525587538399	green3	2	0.13619	0.338
MGH36_P6_B04	NA	black	0	0	0
MGH36_P6_B05	-0.864283898064	red	1	0.060739	2.2522
MGH36_P6_B06	-0.539093852958	red	1	2.0645	0.21785
MGH36_P6_B10	NA	black	0	0.10568	0
MGH36_P6_B11	NA	black	0	0	0
MGH36_P6_B12	NA	black	0	0	0.32077
MGH36_P6_C02	0.060164241946	red	1	1.0412	0.42975
MGH36_P6_C03	-0.933563465002	red	1	2.8864	0.3173
MGH36_P6_C04	0.0500605981649	red	1	1.0915	0.16864
MGH36_P6_C05	NA	black	0	0	0
MGH36_P6_C06	NA	black	0	1.2406	0
MGH36_P6_C07	-0.911015529363	red	1	2.6095	0.18015
MGH36_P6_C08	NA	black	0	1.3696	0
MGH36_P6_C09	-0.540284256462	red	1	0.51904	2.3164
MGH36_P6_C11	NA	black	0	1.4631	0
MGH36_P6_C12	0.616983242938	green3	2	0.07861	0.25096
MGH36_P6_D01	-2.38398066518	black	0	0.052416	4.208
MGH36_P6_D02	NA	black	0	1.8695	0
MGH36_P6_D03	NA	black	0	0	0.24732
MGH36_P6_D04	-0.102967819562	red	1	1.3391	0.19283
MGH36_P6_D05	NA	black	0	0	4.0297
MGH36_P6_D06	NA	black	0	0	0.47716
MGH36_P6_D07	-1.07805612094	red	1	3.3153	0.38515
MGH36_P6_D08	NA	black	0	0	0.19409
MGH36_P6_D10	0.0628764333287	red	1	1.2522	2.8012
MGH36_P6_D11	0.690117070797	red	1	0.037031	0.18396
MGH36_P6_E02	-1.83640851687	red	1	5.0294	0.44679
MGH36_P6_E03	0.66606079225	red	1	0.041243	0.21288
MGH36_P6_E04	NA	black	0	0	2.0942
MGH36_P6_E05	0.68023589251	red	1	0.069015	0.17121
MGH36_P6_E06	-0.0556682350797	red	1	1.263	0.20038
MGH36_P6_E07	0.0490889003416	red	1	1.099	0.07861
MGH36_P6_E08	NA	black	0	0	4.9028
MGH36_P6_E09	NA	black	0	0.12565	0
MGH36_P6_E10	0.258530139469	red	1	1.3465	3.8969
MGH36_P6_E11	0.692859036085	red	1	0.035624	0.18142
MGH36_P6_E12	-0.641369134436	red	1	3.3838	0.70664
MGH36_P6_F01	0.617625224696	green3	2	0.075875	0.25217
MGH36_P6_F04	NA	black	0	0.025738	0
MGH36_P6_F06	0.333917807275	red	1	0.65444	0.13488
MGH36_P6_F07	0.736096328655	red	1	0.044044	0.11636
MGH36_P6_F08	0.742858497793	red	1	0.025738	0.123
MGH36_P6_F10	NA	black	0	0	0.60502
MGH36_P6_F12	NA	black	0	0	0.53406
MGH36_P6_G01	0.74466991617	red	1	0.0229	0.123
MGH36_P6_G02	NA	black	0	0	0
MGH36_P6_G03	-0.0197422123933	red	1	1.2546	0.73552
MGH36_P6_G04	-0.466733520623	red	1	2.1979	0.44255
MGH36_P6_G05	-0.261091008677	red	1	1.7049	0.38294
MGH36_P6_G06	0.0593337076629	red	1	1.069	0.2461
MGH36_P6_G07	-3.1956289528	black	0	0.034216	5.1744
MGH36_P6_G08	NA	black	0	0.09356	0
MGH36_P6_G09	NA	black	0	3.1257	0
MGH36_P6_G10	NA	black	0	0.05797	0
MGH36_P6_G11	-0.490929317006	red	1	2.0711	0.30451
MGH36_P6_G12	NA	black	0	0	0
MGH36_P6_H06	NA	black	0	0	0
MGH36_P6_H07	1.48743333064	red	1	2.2636	3.237
MGH36_P6_H10	-0.789367353109	red	1	0.042644	2.1365
MGH36_P6_H12	NA	black	0	0	0.13093
MGH36_P7_A01	NA	black	0	0.029983	0
MGH36_P7_A02	0.246409347909	red	1	0.77231	0.18015
MGH36_P7_A03	NA	black	0	0.96273	0
MGH36_P7_A04	NA	black	0	3.0548	0
MGH36_P7_A06	-0.552346766631	red	1	2.0475	0.1776
MGH36_P7_A07	NA	black	0	0.070389	0
MGH36_P7_A08	NA	black	0	0	0.38515
MGH36_P7_A09	6.11350020043	black	0	3.3509	5.483
MGH36_P7_A10	-0.209679795241	red	1	1.7455	0.56949
MGH36_P7_A11	NA	black	0	0.13356	0
MGH36_P7_A12	NA	black	0	0	0
MGH36_P7_B01	NA	black	0	0	0
MGH36_P7_B02	0.355264646453	red	1	0.58015	0.20289
MGH36_P7_B03	0.413524691079	green3	2	0.098958	0.52206
MGH36_P7_B04	0.654211698802	red	1	0.053806	0.21909
MGH36_P7_B06	NA	black	0	4.336	0
MGH36_P7_B07	0.0367024152469	red	1	2.4818	1.175
MGH36_P7_B08	NA	black	0	0	0.64432
MGH36_P7_B09	0.316435984095	red	1	0.57821	0.30568
MGH36_P7_B10	NA	black	0	0.084064	0
MGH36_P7_B11	0.0494448129104	red	1	1.3179	1.679
MGH36_P7_B12	NA	black	0	0	0.32077
MGH36_P7_C11	NA	black	0	0	0
MGH36_P7_D01	-2.95228513845	black	0	0.051024	4.925
MGH36_P7_D02	NA	black	0	0	0.21288
MGH36_P7_D03	0.516504718533	green3	2	0.08134	0.38847
MGH36_P7_D05	NA	black	0	0	0
MGH36_P7_D06	NA	black	0	0.044044	0
