Cell_name	Zvalue	Color	Cluster	BCL2L11	CREB1
MGH36_P6_H10	NA	black	0	0	2.965
MGH36_P6_H12	0.689750372839	green3	2	0.066261	0.123
MGH36_P7_A01	NA	black	0	0	0.041243
MGH36_P7_A02	NA	black	0	0	0.4049
MGH36_P7_A03	NA	black	0	0	3.2504
MGH36_P7_A04	NA	black	0	0	2.8452
MGH36_P7_A06	NA	black	0	0	0.27381
MGH36_P7_A07	NA	black	0	0	0.097611
MGH36_P7_A08	NA	black	0	0	0
MGH36_P7_A09	NA	black	0	0	0
MGH36_P7_A10	NA	black	0	0	0
MGH36_P7_A11	NA	black	0	0	0
MGH36_P7_A12	NA	black	0	0	0.089498
MGH36_P7_B01	NA	black	0	0	1.2762
MGH36_P7_B02	NA	black	0	0	0.1137
MGH36_P7_B03	1.85516315078	blue	3	2.8789	2.5845
MGH36_P7_B04	NA	black	0	0	0
MGH36_P7_B06	NA	black	0	0	0.13488
MGH36_P7_B07	NA	black	0	0	0
MGH36_P7_B08	NA	black	0	0	1.4704
MGH36_P7_B09	NA	black	0	0	2.1798
MGH36_P7_B10	NA	black	0	0	0
MGH36_P7_B11	NA	black	0	0	0.074505
MGH36_P7_B12	NA	black	0	0	0.18142
MGH36_P7_C11	NA	black	0	0	2.9879
MGH36_P7_D01	NA	black	0	0	3.4067
MGH36_P7_D02	0.141039363402	green3	2	0.029983	0.82375
MGH36_P7_D03	NA	black	0	0	0
MGH36_P7_D05	NA	black	0	0	0.11902
MGH36_P7_D06	NA	black	0	0	0
MGH36_P7_D07	0.746410458289	green3	2	0.071763	0.045443
MGH36_P7_D08	NA	black	0	0	0.077243
MGH36_P7_D09	NA	black	0	0	0.17121
MGH36_P7_D10	0.7529122718	green3	2	0.071763	0.037031
MGH36_P7_D11	NA	black	0	0	0
MGH36_P7_E01	NA	black	0	0	0.11237
MGH36_P7_E03	NA	black	0	0	0
MGH36_P7_E04	NA	black	0	0	3.3702
MGH36_P7_E05	NA	black	0	0	0.064883
MGH36_P7_E07	1.3797956292	blue	3	3.0052	2.1074
MGH36_P7_E08	NA	black	0	0	0.084064
MGH36_P7_E10	NA	black	0	0	0
MGH36_P7_E12	NA	black	0	0	0.64155
MGH36_P7_F01	0.450284445761	green3	2	0.38073	0.20414
MGH36_P7_F02	NA	black	0	0	0
MGH36_P7_F03	NA	black	0	0	0.123
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	NA	black	0	0	0
MGH36_P7_F08	NA	black	0	0	0.123
MGH36_P7_F09	NA	black	0	0	1.5797
MGH36_P7_F10	NA	black	0	0	0.077243
MGH36_P7_F11	NA	black	0	0	0.09356
MGH36_P7_F12	NA	black	0	0	2.5028
MGH36_P7_G01	NA	black	0	0	0.052416
MGH36_P7_G02	NA	black	0	0	0.038436
MGH36_P7_G03	NA	black	0	0	0.055196
MGH36_P7_G04	NA	black	0	0	4.6627
MGH36_P7_G05	NA	black	0	0	0
MGH36_P7_G06	NA	black	0	0	0.54003
MGH36_P7_G08	NA	black	0	0	0
MGH36_P7_G09	NA	black	0	0	0
MGH36_P7_G10	NA	black	0	0	0.069015
MGH36_P7_G11	NA	black	0	0	2.3135
MGH36_P7_H01	NA	black	0	0	0
MGH36_P7_H02	NA	black	0	0	0.067639
MGH36_P7_H03	NA	black	0	0	0.044044
MGH36_P7_H04	NA	black	0	0	0
MGH36_P7_H07	NA	black	0	0	0
MGH36_P7_H08	NA	black	0	0	0.042644
MGH36_P7_H10	NA	black	0	0	0.070389
MGH36_P7_H11	0.704365757559	green3	2	0.1003	0.075875
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	1.346	0
MGH36_P5_A03	NA	black	0	0	0
MGH36_P5_A05	-0.853039380497	green3	2	0.18777	2.1686
MGH36_P5_A06	NA	black	0	0	0.24975
MGH36_P5_A07	NA	black	0	0	0
MGH36_P5_A08	NA	black	0	0	2.7264
MGH36_P5_A09	NA	black	0	0	0
MGH36_P5_B02	-1.45077637836	red	1	0.34028	3.301
MGH36_P5_B03	NA	black	0	0	2.7463
MGH36_P5_B04	NA	black	0	0	2.0759
MGH36_P5_B05	NA	black	0	0	1.1979
MGH36_P5_B06	0.748096796728	green3	2	0.032806	0.075875
MGH36_P5_B07	NA	black	0	0	2.4885
MGH36_P5_B08	NA	black	0	0	0.16092
MGH36_P5_B09	NA	black	0	0	3.3756
MGH36_P5_B10	NA	black	0	0	0.028569
MGH36_P5_B11	NA	black	0	0	0.045443
MGH36_P5_C01	NA	black	0	0	0.33228
MGH36_P5_C02	NA	black	0	0	0.073135
MGH36_P5_C03	NA	black	0	0	0.10969
MGH36_P5_C04	NA	black	0	0	0
MGH36_P5_C05	NA	black	0	0	2.3635
MGH36_P5_C06	0.726245044623	green3	2	0.02432	0.10969
MGH36_P5_C09	0.751024307715	green3	2	0.029983	0.074505
MGH36_P5_C11	0.737387122684	green3	2	0.051024	0.074505
MGH36_P5_C12	NA	black	0	0	0.15575
MGH36_P5_D01	NA	black	0	0	0
MGH36_P5_D02	NA	black	0	0	0.15704
MGH36_P5_D03	NA	black	0	0	0.16607
MGH36_P5_D04	NA	black	0	0	1.3879
MGH36_P5_D06	NA	black	0	0	0.053806
MGH36_P5_D07	0.770747674332	green3	2	0.055196	0.028569
MGH36_P5_D08	NA	black	0	0	0.05797
MGH36_P5_D09	NA	black	0	0	1.4683
MGH36_P5_D11	NA	black	0	0	0
MGH36_P5_D12	0.723973241207	green3	2	0.098958	0.051024
MGH36_P5_E01	NA	black	0	0	0
MGH36_P5_E02	NA	black	0	0	1.346
MGH36_P5_E03	NA	black	0	0	0.060739
MGH36_P5_E05	0.466646861854	green3	2	0.055196	0.41359
MGH36_P5_E07	NA	black	0	0	0.13488
MGH36_P5_E08	NA	black	0	0	0.075875
MGH36_P5_E09	NA	black	0	0	0.15445
MGH36_P5_E10	-0.286102318855	green3	2	1.5878	0.096262
MGH36_P5_E11	-0.0255792927011	green3	2	1.196	0.037031
MGH36_P5_F02	-0.139479412011	green3	2	0.032806	1.1629
MGH36_P5_F04	NA	black	0	0	0.07861
MGH36_P5_F05	0.1297776835	green3	2	1.7719	1.3311
MGH36_P5_F06	NA	black	0	0	0.032806
MGH36_P5_F07	0.460683295479	green3	2	0.03984	0.42868
MGH36_P5_F08	NA	black	0	0	0.10969
MGH36_P5_F09	NA	black	0	0	0.18396
MGH36_P5_F10	NA	black	0	0	2.2696
MGH36_P5_F11	0.679262558284	green3	2	0.15704	0.059355
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	3.0657
MGH36_P5_G04	NA	black	0	0	0
MGH36_P5_G06	NA	black	0	0	0.028569
MGH36_P5_G07	NA	black	0	0	0.05797
MGH36_P5_G08	NA	black	0	0	0.10434
MGH36_P5_G09	NA	black	0	0	0.052416
MGH36_P5_G10	NA	black	0	0	0.041243
MGH36_P5_G11	NA	black	0	0	0.1003
MGH36_P5_H02	NA	black	0	0	3.694
MGH36_P5_H03	NA	black	0	0	0.020058
MGH36_P5_H05	NA	black	0	0	0.077243
MGH36_P5_H06	NA	black	0	0	0.025738
MGH36_P5_H07	NA	black	0	0	3.7383
MGH36_P5_H09	NA	black	0	0	1.4346
MGH36_P10_A02	NA	black	0	0	1.237
MGH36_P10_A04	NA	black	0	0	1.9023
MGH36_P10_A05	NA	black	0	0	0
MGH36_P10_A06	NA	black	0	0	0
MGH36_P10_A07	NA	black	0	0	1.2098
MGH36_P10_A09	-0.29919469028	green3	2	0.43189	1.5509
MGH36_P10_A11	NA	black	0	0	0
MGH36_P10_A12	NA	black	0	0	0
MGH36_P10_B01	NA	black	0	0	0
MGH36_P10_B03	NA	black	0	0	0.073135
MGH36_P10_B05	NA	black	0	0	1.3254
MGH36_P10_B07	NA	black	0	0	2.0014
MGH36_P10_B08	0.0948442576029	green3	2	0.97526	0.31962
MGH36_P10_B10	NA	black	0	0	2.3953
MGH36_P10_B11	-1.86129902375	red	1	0.15316	3.4256
MGH36_P10_C01	NA	black	0	0	0.15445
MGH36_P10_C03	NA	black	0	0	0.77905
MGH36_P10_C04	NA	black	0	0	1.9123
MGH36_P10_C06	NA	black	0	0	0
MGH36_P10_C07	NA	black	0	0	0.24732
MGH36_P10_C08	NA	black	0	0	0
MGH36_P10_C09	NA	black	0	0	0
MGH36_P10_C10	NA	black	0	0	2.0521
MGH36_P10_C12	NA	black	0	0	0.089498
MGH36_P10_D01	NA	black	0	0	0
MGH36_P10_D02	NA	black	0	0	1.0136
MGH36_P10_D03	0.558218171462	green3	2	1.708	2.557
MGH36_P10_D04	NA	black	0	2.442	0
MGH36_P10_D05	NA	black	0	0	0.14274
MGH36_P10_D07	NA	black	0	0	0
MGH36_P10_D09	NA	black	0	0	3.5893
MGH36_P10_D10	NA	black	0	0	0
MGH36_P10_D11	NA	black	0	0	0.48027
MGH36_P10_D12	NA	black	0	0	2.4558
MGH36_P10_E02	NA	black	0	0	0
MGH36_P10_E03	NA	black	0	0	1.9884
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	NA	black	0	0	0
MGH36_P10_E07	NA	black	0	0	0.097611
MGH36_P10_E10	NA	black	0	0	0
MGH36_P10_E11	NA	black	0	0	0.092207
MGH36_P10_E12	-0.303326068382	green3	2	0.61164	1.7321
MGH36_P10_F02	NA	black	0	0	2.99
MGH36_P10_F03	NA	black	0	0	0.098958
MGH36_P10_F05	NA	black	0	0	2.6989
MGH36_P10_F06	NA	black	0	0	0
MGH36_P10_F08	NA	black	0	0	1.5474
MGH36_P10_F09	NA	black	0	0	0.23511
MGH36_P10_F10	NA	black	0	0	1.9165
MGH36_P10_F11	NA	black	0	0	0
MGH36_P10_F12	NA	black	0	0.077243	0
MGH36_P10_G01	NA	black	0	0	2.0268
MGH36_P10_G02	NA	black	0	0	0
MGH36_P10_G03	-0.515678443479	green3	2	0.12829	1.6699
MGH36_P10_G05	NA	black	0	0	0
MGH36_P10_G06	NA	black	0	0	0
MGH36_P10_G07	NA	black	0	0	0.23143
MGH36_P10_G08	NA	black	0	0	1.0621
MGH36_P10_G09	NA	black	0	0	0
MGH36_P10_G10	NA	black	0	0	0
MGH36_P10_G11	NA	black	0	0	0.053806
MGH36_P10_H01	NA	black	0	0	0.11902
MGH36_P10_H03	NA	black	0	0	0
MGH36_P10_H04	NA	black	0	0	0
MGH36_P10_H05	NA	black	0	0	0.29278
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	0
MGH36_P10_H11	0.0283047050614	green3	2	1.119	0.069015
MGH36_P10_H12	NA	black	0	0	0
MGH36_P8_A01	NA	black	0	0	2.4735
MGH36_P8_A03	NA	black	0	0	0
MGH36_P8_A04	NA	black	0	0	1.2394
MGH36_P8_A06	NA	black	0	0	0
MGH36_P8_A07	0.0912079616043	green3	2	1.6107	1.3179
MGH36_P8_A08	NA	black	0	0	2.7069
MGH36_P8_A09	NA	black	0	0	2.6911
MGH36_P8_A11	NA	black	0	0	2.5208
MGH36_P8_A12	NA	black	0	0	2.5033
MGH36_P8_B01	NA	black	0	0	2.4636
MGH36_P8_B02	NA	black	0	0	2.2612
MGH36_P8_B03	NA	black	0	0.61636	0
MGH36_P8_B04	NA	black	0	0	2.8186
MGH36_P8_B05	NA	black	0	0	1.1184
MGH36_P8_B08	NA	black	0	0	0
MGH36_P8_B09	NA	black	0	0.18015	0
MGH36_P8_B10	NA	black	0	0	2.5612
MGH36_P8_B11	NA	black	0	0	0.37962
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	NA	black	0	0	0.82212
MGH36_P8_C02	NA	black	0	0	0
MGH36_P8_C03	NA	black	0	0	2.5743
MGH36_P8_C05	NA	black	0	0	2.9568
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0	0.17505
MGH36_P8_C10	NA	black	0	0	1.319
MGH36_P8_C12	NA	black	0	0	0
MGH36_P8_D01	NA	black	0	0	0
MGH36_P8_D03	NA	black	0	0	0.12035
MGH36_P8_D04	NA	black	0	0	2.7515
MGH36_P8_D05	NA	black	0	0	2.584
MGH36_P8_D07	NA	black	0	0	0
MGH36_P8_D08	NA	black	0	0	0.94411
MGH36_P8_D09	NA	black	0	0	2.7657
MGH36_P8_D10	NA	black	0	0	0
MGH36_P8_D11	0.387304201804	green3	2	0.46048	0.24001
MGH36_P8_D12	NA	black	0	0	0.40381
MGH36_P8_E01	NA	black	0	0	2.0072
MGH36_P8_E02	NA	black	0	0	0
MGH36_P8_E03	NA	black	0	0	0
MGH36_P8_E04	NA	black	0	1.3482	0
MGH36_P8_E05	NA	black	0	0	1.2382
MGH36_P8_E06	NA	black	0	0	1.8164
MGH36_P8_E08	NA	black	0	0	2.0154
MGH36_P8_E10	NA	black	0	0	0.13619
MGH36_P8_F02	NA	black	0	0.24367	0
MGH36_P8_F04	NA	black	0	0.43936	0
MGH36_P8_F05	NA	black	0	0	0.074505
MGH36_P8_F07	NA	black	0	0	0
MGH36_P8_F09	NA	black	0	0	0
MGH36_P8_G01	NA	black	0	0	0.089498
MGH36_P8_G02	NA	black	0	0	0.39177
MGH36_P8_G03	NA	black	0	0	0.071763
MGH36_P8_G04	NA	black	0	0	0.075875
MGH36_P8_G05	NA	black	0	0	0.07861
MGH36_P8_G06	NA	black	0	0	1.9415
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	NA	black	0	0	0
MGH36_P8_G09	NA	black	0	0	0
MGH36_P8_G10	NA	black	0	0	0.80653
MGH36_P8_G12	NA	black	0	0	0
MGH36_P8_H01	NA	black	0	0	2.2415
MGH36_P8_H03	NA	black	0	0	2.9773
MGH36_P8_H04	NA	black	0	0	0
MGH36_P8_H06	NA	black	0	0	0
MGH36_P8_H07	NA	black	0	0	0
MGH36_P8_H09	NA	black	0	0	0
MGH36_P8_H10	NA	black	0	0	3.259
MGH36_P8_H11	-0.904061571276	red	1	0.085425	2.1233
MGH36_P9_A01	NA	black	0	0	1.2786
MGH36_P9_A02	NA	black	0	0	0
MGH36_P9_A03	NA	black	0	0	2.5462
MGH36_P9_A05	NA	black	0	0	2.0409
MGH36_P9_A06	NA	black	0	0	0
MGH36_P9_A07	NA	black	0	0	2.1339
MGH36_P9_A09	NA	black	0	0	3.6693
MGH36_P9_A10	NA	black	0	0	3.1334
MGH36_P9_A11	NA	black	0	0	2.7689
MGH36_P9_A12	NA	black	0	0	1.4589
MGH36_P9_B01	NA	black	0	0	0
MGH36_P9_B04	NA	black	0	0	0.46362
MGH36_P9_B06	NA	black	0	0	3.0822
MGH36_P9_B07	NA	black	0	0	1.1037
MGH36_P9_B08	NA	black	0	0	0.048236
MGH36_P9_B09	NA	black	0	0	0.38294
MGH36_P9_B10	NA	black	0	0	1.3397
MGH36_P9_B11	NA	black	0	0	1.9855
MGH36_P9_B12	NA	black	0	0	0.28214
MGH36_P9_C01	NA	black	0	0	0
MGH36_P9_C02	NA	black	0	2.737	0
MGH36_P9_C03	NA	black	0	2.0065	0
MGH36_P9_C05	NA	black	0	0	0.72944
MGH36_P9_C07	NA	black	0	0	0
MGH36_P9_C08	NA	black	0	0	2.6218
MGH36_P9_C09	NA	black	0	0	0
MGH36_P9_C11	NA	black	0	0	0
MGH36_P9_C12	NA	black	0	0	0
MGH36_P9_D05	NA	black	0	0	2.4571
MGH36_P9_D07	NA	black	0	3.0898	0
MGH36_P9_D08	NA	black	0	0	0
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0	0.42761
MGH36_P9_D11	NA	black	0	0	0.098958
MGH36_P9_E01	NA	black	0	0	0
MGH36_P9_E02	-0.0291788628625	green3	2	0.16736	1.037
MGH36_P9_E03	NA	black	0	0	0.26664
MGH36_P9_E04	NA	black	0	0	1.583
MGH36_P9_E05	NA	black	0	0	0
MGH36_P9_E06	NA	black	0	0	0.16092
MGH36_P9_E07	NA	black	0	0	0
MGH36_P9_E08	NA	black	0	0	0.096262
MGH36_P9_E10	NA	black	0	0	3.3576
MGH36_P9_E11	NA	black	0	0	0
MGH36_P9_E12	NA	black	0	0	0
MGH36_P9_F02	NA	black	0	0	0
MGH36_P9_F03	NA	black	0	0	1.2522
MGH36_P9_F04	NA	black	0	0	2.3898
MGH36_P9_F08	NA	black	0	0	0
MGH36_P9_F09	NA	black	0	0	0.052416
MGH36_P9_F10	NA	black	0	0	0
MGH36_P9_F11	NA	black	0	0	0
MGH36_P9_F12	NA	black	0	0	0.89918
MGH36_P9_G03	NA	black	0	0	0.28806
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	0
MGH36_P9_G06	NA	black	0	0	0
MGH36_P9_G07	NA	black	0	0	0
MGH36_P9_G08	NA	black	0	0.44148	0
MGH36_P9_G09	NA	black	0	0	0.29748
MGH36_P9_G10	NA	black	0	0	0.038436
MGH36_P9_G11	NA	black	0	0	0.23389
MGH36_P9_H01	NA	black	0	0	0
MGH36_P9_H02	NA	black	0	0	2.4338
MGH36_P9_H03	NA	black	0	0	0
MGH36_P9_H04	NA	black	0	0	0
MGH36_P9_H06	NA	black	0	0	0
MGH36_P9_H07	NA	black	0	0	0
MGH36_P9_H08	NA	black	0	0	0.22774
MGH36_P9_H10	NA	black	0	0	2.369
MGH36_P9_H11	NA	black	0	0	0
MGH36_P9_H12	NA	black	0	0	0
MGH36_P2_A01	NA	black	0	0	0.059355
MGH36_P2_A03	NA	black	0	0	0.41576
MGH36_P2_A04	NA	black	0	0	0.031395
MGH36_P2_A05	0.492985957734	green3	2	0.4049	0.098958
MGH36_P2_A06	NA	black	0	0	0
MGH36_P2_A07	NA	black	0	0	0.028569
MGH36_P2_A08	0.454670988376	green3	2	0.082703	0.41468
MGH36_P2_A11	NA	black	0	0	0.049631
MGH36_P2_B03	NA	black	0	0	1.0936
MGH36_P2_B04	NA	black	0	0	0.04684
MGH36_P2_B05	NA	black	0	0	0.14274
MGH36_P2_B06	NA	black	0	0	0.044044
MGH36_P2_B07	NA	black	0	0	0
MGH36_P2_B08	0.275692032098	green3	2	0.029983	0.65992
MGH36_P2_B09	0.399708092872	green3	2	2.737	1.4011
MGH36_P2_B10	NA	black	0	0	0
MGH36_P2_B11	NA	black	0	0	1.6911
MGH36_P2_B12	NA	black	0	0	0
MGH36_P2_C02	-0.582865031998	green3	2	1.9627	0.025738
MGH36_P2_C03	0.724142857604	green3	2	0.056584	0.086784
MGH36_P2_C04	NA	black	0	0	0.20664
MGH36_P2_C07	0.737740292304	green3	2	0.053806	0.071763
MGH36_P2_C08	NA	black	0	0	0.32539
MGH36_P2_C09	0.00800294407901	green3	2	1.1486	0.048236
MGH36_P2_C10	NA	black	0	0	0.032806
MGH36_P2_C11	0.591465388439	green3	2	2.2007	1.8456
MGH36_P2_C12	NA	black	0	0	0.029983
MGH36_P2_D01	NA	black	0	0	0.027154
MGH36_P2_D02	NA	black	0	0	0.60217
MGH36_P2_D04	NA	black	0	0	3.1
MGH36_P2_D05	NA	black	0	0	1.9385
MGH36_P2_D06	NA	black	0	0	0.037031
MGH36_P2_D07	NA	black	0	0	0.10969
MGH36_P2_D08	NA	black	0	0	0.027154
MGH36_P2_D09	-0.432112377664	green3	2	0.33457	1.7004
MGH36_P2_D10	-1.12470873721	red	1	0.029983	2.3274
MGH36_P2_D11	0.474962407214	green3	2	0.12565	0.36401
MGH36_P2_E01	NA	black	0	0	0.24245
MGH36_P2_E02	NA	black	0	0.39397	0
MGH36_P2_E03	NA	black	0	0	0
MGH36_P2_E04	NA	black	0	0	1.8572
MGH36_P2_E06	NA	black	0	0	0.071763
MGH36_P2_E07	-1.42449795879	red	1	0.02432	2.6674
MGH36_P2_E08	NA	black	0	0	0.044044
MGH36_P2_E09	0.707303303046	green3	2	0.098958	0.073135
MGH36_P2_E10	0.790988932767	green3	2	0.027154	0.027154
MGH36_P2_F02	NA	black	0	0	0.45523
MGH36_P2_F03	NA	black	0	0	0.053806
MGH36_P2_F04	0.301241295307	green3	2	0.74157	0.010064
MGH36_P2_F06	NA	black	0	0	0.56267
MGH36_P2_F07	NA	black	0	0	0.082703
MGH36_P2_F08	-0.454394545864	green3	2	1.8041	0.051024
MGH36_P2_F10	-0.867860385789	green3	2	0.52707	2.7734
MGH36_P2_F11	NA	black	0	0	0.029983
MGH36_P2_F12	NA	black	0	0	0.070389
MGH36_P2_G01	NA	black	0	0	0.071763
MGH36_P2_G02	0.81138731241	green3	2	0.0057593	0.020058
MGH36_P2_G03	0.781909185421	green3	2	0.027154	0.038436
MGH36_P2_G04	NA	black	0	2.3909	0
MGH36_P2_G05	NA	black	0	0	3.1383
MGH36_P2_G07	-1.14341826672	red	1	0.017209	2.3346
MGH36_P2_G08	NA	black	0	0	0.037031
MGH36_P2_G09	NA	black	0	0	0.014355
MGH36_P2_G11	NA	black	0	0	3.7233
MGH36_P2_G12	NA	black	0	0	0.05797
MGH36_P2_H01	0.698435455489	green3	2	0.053806	0.12168
MGH36_P2_H02	NA	black	0	0	0.69866
MGH36_P2_H03	NA	black	0	0	1.696
MGH36_P2_H04	NA	black	0	0	1.903
MGH36_P2_H05	NA	black	0	0	2.9428
MGH36_P2_H06	NA	black	0	0	0.63877
MGH36_P2_H07	NA	black	0	0	0.064883
MGH36_P2_H10	0.759304246239	green3	2	0.034216	0.060739
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	NA	black	0	0	0
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0	0
MGH53_P5_A08	NA	black	0	0	1.9226
MGH53_P5_A09	NA	black	0	0	0.31034
MGH53_P5_A11	NA	black	0	0	1.3561
MGH53_P5_B01	NA	black	0	0	0
MGH53_P5_B03	-0.530187808363	green3	2	0.71721	2.5205
MGH53_P5_B04	NA	black	0	0	0
MGH53_P5_B05	NA	black	0	0	0.085425
MGH53_P5_B06	NA	black	0	0	0.71282
MGH53_P5_B07	NA	black	0	0	0.05797
MGH53_P5_B08	NA	black	0	0	2.0878
MGH53_P5_B09	NA	black	0	0	3.0637
MGH53_P5_B10	NA	black	0	0	2.2311
MGH53_P5_B11	NA	black	0	0	0.9222
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	0
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	NA	black	0	0	0.93357
MGH53_P5_C04	NA	black	0	0	0
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	3.4507	0
MGH53_P5_C07	NA	black	0	0	0
MGH53_P5_C08	NA	black	0	0	0.90612
MGH53_P5_C09	NA	black	0	0	4.1804
MGH53_P5_C10	NA	black	0	0	0
MGH53_P5_C11	-1.136491558	red	1	2.8783	0.12961
MGH53_P5_D01	NA	black	0	0	0
MGH53_P5_D02	NA	black	0	0	0
MGH53_P5_D04	NA	black	0	0	0
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0
MGH53_P5_D08	NA	black	0	0	4.7161
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	NA	black	0	0	0
MGH53_P5_E01	NA	black	0	0	0.338
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	NA	black	0	0	0
MGH53_P5_E04	NA	black	0	0	4.5932
MGH53_P5_E06	NA	black	0	0	0.44255
MGH53_P5_E08	NA	black	0	1.0942	0
MGH53_P5_E09	NA	black	0	0	2.22
MGH53_P5_E11	NA	black	0	0	2.8174
MGH53_P5_F01	NA	black	0	0	2.5595
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0	0.47093
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	0
MGH53_P5_F08	NA	black	0	0	4.8143
MGH53_P5_F10	NA	black	0	0	0
MGH53_P5_F11	NA	black	0	0	0
MGH53_P5_G01	NA	black	0	1.3752	0
MGH53_P5_G04	NA	black	0	0	0.11503
MGH53_P5_G05	NA	black	0	0	0
MGH53_P5_G07	NA	black	0	0	0.23879
MGH53_P5_G08	NA	black	0	0	0.52105
MGH53_P5_G09	0.553022947173	green3	2	0.18396	0.21537
MGH53_P5_G10	NA	black	0	0	0.020058
MGH53_P5_G11	1.74253557539	blue	3	2.0514	3.9756
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	1.9978
MGH53_P5_H05	NA	black	0	0	0
MGH53_P5_H07	NA	black	0	0	2.0858
MGH53_P5_H08	NA	black	0	0	0.55189
MGH53_P5_H10	NA	black	0	3.4213	0
MGH53_P5_H11	NA	black	0	3.2157	0
MGH53_P6_A01	NA	black	0	0	0
MGH53_P6_A02	NA	black	0	0	0
MGH53_P6_A03	NA	black	0	0	0
MGH53_P6_A04	NA	black	0	0	0.10299
MGH53_P6_A05	NA	black	0	0	0
MGH53_P6_A06	NA	black	0	3.8541	0
MGH53_P6_A07	NA	black	0	0	0
MGH53_P6_A08	NA	black	0	0	0
MGH53_P6_A09	NA	black	0	0	0.027154
MGH53_P6_A10	NA	black	0	0	0.1177
MGH53_P6_A11	NA	black	0	0	0
MGH53_P6_A12	NA	black	0	0	0
MGH53_P6_B02	NA	black	0	0	0.14926
MGH53_P6_B03	NA	black	0	1.9123	0
MGH53_P6_B04	NA	black	0	0	0
MGH53_P6_B05	NA	black	0	0	0
MGH53_P6_B06	NA	black	0	0	0.085425
MGH53_P6_B07	NA	black	0	0	0.14274
MGH53_P6_B09	NA	black	0	0.10702	0
MGH53_P6_B10	NA	black	0	0	1.4657
MGH53_P6_C01	NA	black	0	0	0
MGH53_P6_C03	NA	black	0	0	0
MGH53_P6_C04	NA	black	0	0	0.044044
MGH53_P6_C05	NA	black	0	0	3.7166
MGH53_P6_C06	3.181861284	black	0	3.4049	3.0772
MGH53_P6_C07	NA	black	0	0	0.063503
MGH53_P6_C08	NA	black	0	0	0.36625
MGH53_P6_C09	NA	black	0	0	0
MGH53_P6_C10	NA	black	0	0	0.077243
MGH53_P6_C11	NA	black	0	0	0.1137
MGH53_P6_C12	NA	black	0	0	0
MGH53_P6_D01	NA	black	0	0	3.4826
MGH53_P6_D02	NA	black	0	0	0.20539
MGH53_P6_D03	0.125379159504	green3	2	0.94411	0.21909
MGH53_P6_D05	NA	black	0	0	0.67446
MGH53_P6_D07	NA	black	0	0	0
MGH53_P6_D08	NA	black	0	0	0.4351
MGH53_P6_D09	NA	black	0	0	0.096262
MGH53_P6_D10	-1.76971452469	red	1	0.10165	3.2046
MGH53_P6_D11	NA	black	0	0	0.18777
MGH53_P6_D12	NA	black	0	0	0
MGH53_P6_E01	NA	black	0	0	0
MGH53_P6_E02	NA	black	0	0	0
MGH53_P6_E03	NA	black	0	0	0
MGH53_P6_E04	NA	black	0	1.1616	0
MGH53_P6_E05	NA	black	0	0	0.36401
MGH53_P6_E06	NA	black	0	0	0
MGH53_P6_E07	NA	black	0	0	0
MGH53_P6_E08	NA	black	0	0	0
MGH53_P6_E09	NA	black	0	0	0.2228
MGH53_P6_E10	1.4064412737	blue	3	1.8992	3.9395
MGH53_P6_F01	0.654467207155	green3	2	0.15316	0.097611
MGH53_P6_F02	NA	black	0	0	0.20038
MGH53_P6_F03	NA	black	0	0	0
MGH53_P6_F04	NA	black	0	0	0
MGH53_P6_F05	NA	black	0	0	0.04684
MGH53_P6_F06	NA	black	0	0	2.8622
MGH53_P6_F07	NA	black	0	0	3.0495
MGH53_P6_F08	NA	black	0	0	0.21909
MGH53_P6_F09	-1.83382056128	red	1	0.123	3.3262
MGH53_P6_F10	NA	black	0	0	0.36737
MGH53_P6_G01	NA	black	0	0	0
MGH53_P6_G02	NA	black	0	0	0
MGH53_P6_G03	NA	black	0	0	0
