Cell_name	Zvalue	Color	Cluster	ACOX1	PPARA
MGH60_P7_F06	NA	black	0	0	0.20914
MGH60_P7_F07	-0.850061063982	red	1	3.7203	0.069015
MGH60_P7_F08	NA	black	0	0	0
MGH60_P7_F10	0.569936600229	red	1	2.9808	0.92067
MGH60_P7_F11	-0.692777241768	red	1	4.7271	0.26544
MGH60_P7_F12	NA	black	0	1.3539	0
MGH60_P7_G01	NA	black	0	1.8762	0
MGH60_P7_G02	0.621806911513	red	1	0.059355	0.05797
MGH60_P7_G03	-0.0893192255212	red	1	1.949	0.14926
MGH60_P7_G04	NA	black	0	1.1928	0
MGH60_P7_G05	NA	black	0	0	0
MGH60_P7_G06	-0.748839849352	red	1	3.3519	0.035624
MGH60_P7_G07	-1.53368221171	red	1	0.27381	1.5059
MGH60_P7_G08	NA	black	0	0	0.11503
MGH60_P7_G09	-0.136857914997	red	1	0.19912	0.54003
MGH60_P7_G10	NA	black	0	3.0973	0
MGH60_P7_G11	NA	black	0	2.8826	0
MGH60_P7_G12	-0.282949941763	red	1	2.3508	0.05797
MGH60_P7_H01	NA	black	0	0	0.074505
MGH60_P7_H02	-0.134530994562	red	1	2.105	0.15963
MGH60_P7_H03	-0.682327922497	red	1	3.236	0.044044
MGH60_P7_H04	-0.370385479073	red	1	2.6194	0.084064
MGH60_P7_H05	NA	black	0	0.65718	0
MGH60_P7_H06	-3.42416331589	black	0	0.36625	2.8685
MGH60_P7_H07	-1.59517946888	black	0	5.4025	0.071763
MGH60_P7_H08	-0.850245169959	red	1	4.0886	0.13488
MGH60_P7_H09	0.565974594218	red	1	0.15963	0.070389
MGH60_P7_H10	0.359992665662	red	1	0.19661	0.20289
MGH60_P7_H11	-0.260834104608	red	1	1.2666	1.0524
MGH60_P7_H12	-0.60068533891	red	1	3.5828	0.16736
MGH60_P3_A01	NA	black	0	0	0
MGH60_P3_A02	NA	black	0	0	2.3303
MGH60_P3_A03	NA	black	0	0	0
MGH60_P3_A06	NA	black	0	0	1.3635
MGH60_P3_A07	-0.369199140497	red	1	3.3718	0.26183
MGH60_P3_A08	NA	black	0	0	0
MGH60_P3_A09	0.324136241431	red	1	0.27739	0.21537
MGH60_P3_A10	NA	black	0	2.4033	0
MGH60_P3_A11	NA	black	0	4.034	0
MGH60_P3_A12	NA	black	0	1.0628	0
MGH60_P3_B01	0.117413704302	red	1	1.9115	1.0342
MGH60_P3_B04	NA	black	0	3.684	0
MGH60_P3_B06	NA	black	0	3.0968	0
MGH60_P3_B07	NA	black	0	3.5013	0
MGH60_P3_B10	NA	black	0	0	0
MGH60_P3_B11	-1.03770175446	red	1	0.81229	1.5864
MGH60_P3_B12	NA	black	0	2.8748	0
MGH60_P3_C03	NA	black	0	0.67536	0
MGH60_P3_C04	NA	black	0	2.6505	0
MGH60_P3_C07	0.242688334439	red	1	1.937	1.654
MGH60_P3_C08	NA	black	0	0	0
MGH60_P3_C09	NA	black	0	0	1.2314
MGH60_P3_D01	NA	black	0	0	0.82456
MGH60_P3_D03	-0.196082278789	red	1	0.8536	0.68885
MGH60_P3_D04	NA	black	0	3.7088	0
MGH60_P3_D07	0.584581446722	red	1	3.1367	0.88362
MGH60_P3_D08	NA	black	0	2.4346	0
MGH60_P3_D09	3.79609038074	black	0	4.6643	1.7924
MGH60_P3_D10	0.374805858815	red	1	2.3068	1.0949
MGH60_P3_D11	NA	black	0	1.2079	0
MGH60_P3_E02	NA	black	0	0	0
MGH60_P3_E03	0.0931424708743	red	1	0.47301	0.37295
MGH60_P3_E04	NA	black	0	1.127	0
MGH60_P3_E06	NA	black	0	2.9167	0
MGH60_P3_E07	NA	black	0	0	0
MGH60_P3_E08	NA	black	0	2.2777	0
MGH60_P3_E09	NA	black	0	2.1187	0
MGH60_P3_E10	-0.248202199539	red	1	0.99567	0.81065
MGH60_P3_E11	NA	black	0	0.63599	0
MGH60_P3_E12	NA	black	0	0	0
MGH60_P3_F01	-0.617410565709	red	1	1.1124	1.4668
MGH60_P3_F02	NA	black	0	2.0136	0
MGH60_P3_F03	NA	black	0	2.8294	0
MGH60_P3_F04	NA	black	0	0	0
MGH60_P3_F06	NA	black	0	0.94636	0
MGH60_P3_F07	NA	black	0	0.55385	0
MGH60_P3_F08	NA	black	0	2.4849	0
MGH60_P3_F09	NA	black	0	3.1222	0
MGH60_P3_F10	NA	black	0	0	0.67175
MGH60_P3_F11	NA	black	0	0	0.63599
MGH60_P3_F12	NA	black	0	2.6395	0
MGH60_P3_G02	NA	black	0	0	0
MGH60_P3_G04	-0.926976277012	red	1	0.88986	1.5612
MGH60_P3_G05	NA	black	0	0	0
MGH60_P3_G06	NA	black	0	0	0.20789
MGH60_P3_G07	NA	black	0	0	0
MGH60_P3_G08	NA	black	0	0	0
MGH60_P3_G10	NA	black	0	0	1.8424
MGH60_P3_G11	NA	black	0	2.2892	0
MGH60_P3_H02	NA	black	0	0	0.48543
MGH60_P3_H03	0.218767172082	red	1	0.49672	0.26424
MGH60_P3_H04	NA	black	0	0	0
MGH60_P3_H06	0.21771911246	red	1	0.82538	0.19535
MGH60_P3_H07	NA	black	0	0.57725	0
MGH60_P3_H08	0.00348630384783	red	1	1.5714	0.42868
MGH60_P3_H09	NA	black	0	0	1.9697
MGH60_P3_H10	NA	black	0	4.0644	0
MGH60_P3_H11	NA	black	0	0	0
MGH60_P3_H12	NA	black	0	2.2851	0
97_P3_G07	NA	black	0	0	0.10299
97_P3_G10	NA	black	0	0.15186	0
97_P3_H02	0.507302315442	red	1	0.14796	0.11237
97_P3_A07	0.0659156516612	red	1	3.4658	0.51702
97_P3_C03	NA	black	0	0.97893	0
97_P3_H09	-0.186526261254	red	1	2.4977	0.24489
97_P3_H12	NA	black	0	2.6236	0
97_P3_H08	NA	black	0	3.0063	0
97_P3_E02	NA	black	0	2.1023	0
97_P3_E07	0.386380471579	red	1	0.1635	0.1903
97_P3_C07	-0.907072705633	red	1	1.3431	2.5729
97_P3_E04	NA	black	0	1.9895	0
97_P3_C04	-0.173592155649	red	1	1.6508	2.1427
97_P3_F10	-0.240085603855	red	1	2.5361	0.19409
97_P3_F03	0.502794237201	red	1	0.23879	0.094912
97_P3_A09	NA	black	0	0.31499	0
97_P3_G04	-0.149474147435	red	1	2.5028	0.29042
97_P3_E09	NA	black	0	1.7974	0
97_P3_B08	NA	black	0	1.2129	0
97_P3_B12	-0.0974590475819	red	1	2.2857	0.30918
97_P3_E05	-0.0465019739225	red	1	1.854	0.21288
97_P3_D03	5.06613555607	black	0	3.9251	2.8616
97_P3_D11	NA	black	0	1.2098	0
97_P3_H11	4.55399027348	black	0	4.5447	2.1266
97_P3_C10	NA	black	0	0.69866	0
97_P3_G08	-0.519311378907	red	1	1.3646	1.8412
97_P3_F06	NA	black	0	0.2302	0
97_P3_C01	-0.312360202904	red	1	0.084064	0.64155
97_P3_A04	NA	black	0	0.1776	0
97_P3_C09	0.404846590527	green3	2	0.55974	0.084064
97_P3_D10	NA	black	0	0.098958	0
97_P3_H07	-0.455992293655	red	1	3.1125	0.16092
97_P3_E01	NA	black	0	1.4988	0
97_P3_E03	NA	black	0	0	0.42653
97_P3_B10	NA	black	0	1.7799	0
97_P3_F05	-0.108867348346	red	1	2.7318	0.36961
97_P3_G12	NA	black	0	0	0.48233
97_P3_B04	1.60501322823	black	0	3.3198	1.4865
97_P3_B02	NA	black	0	2.4621	0
97_P3_B07	-0.390827946618	red	1	0.25096	0.71984
97_P3_G02	0.291884782564	red	1	2.4106	0.87971
97_P3_G11	NA	black	0	2.9523	0
97_P3_F11	0.203705579799	red	1	1.1388	0.067639
97_P3_H03	NA	black	0	0.12035	0
97_P3_C02	NA	black	0	0	0
97_P3_G06	-0.0444539324855	red	1	2.109	0.36401
97_P3_B01	0.413067290943	green3	2	2.4057	1.0607
97_P3_B05	1.50175060873	red	1	3.1089	1.5661
97_P3_E10	NA	black	0	0.079975	0
97_P3_G01	NA	black	0	1.903	0
97_P3_A08	NA	black	0	1.9716	0
97_P3_A03	-0.240747900792	red	1	2.5583	0.20038
97_P3_B03	NA	black	0	0	0.19535
97_P3_D01	0.371258862809	red	1	0.53207	0.123
97_P3_G03	-0.660040254139	red	1	1.3138	1.984
97_P3_E11	-0.192242926817	red	1	0.20914	0.57821
97_P3_D04	-0.706246826075	red	1	3.5228	0.1003
97_P3_A11	0.351402702791	red	1	0.41034	0.16993
97_P3_C12	-0.025649402533	red	1	1.9683	0.3774
97_P3_D02	-0.573053223061	red	1	0.7966	1.0834
97_P3_E08	-0.460333883906	red	1	0.64247	0.8883
97_P3_D05	0.974700151508	red	1	3.3431	1.0752
97_P3_D12	NA	black	0	0	0
97_P3_D09	NA	black	0	0.38073	0
97_P3_F01	NA	black	0	0	0.21288
97_P3_F07	NA	black	0	0.13093	0
97_P3_B11	0.240713630829	red	1	2.6817	0.71545
97_P3_H05	NA	black	0	1.0208	0
97_P3_F12	NA	black	0	0	0
97_P3_F04	-0.274786314544	red	1	2.3499	0.069015
97_P3_C11	-0.12211576813	red	1	1.9971	0.098958
97_P3_F08	NA	black	0	2.2537	0
97_P3_C05	-0.0500386853238	red	1	1.8045	0.10702
97_P3_F09	NA	black	0	0.20289	0
97_P3_G05	0.193554876213	red	1	1.1635	0.069015
97_P3_A10	NA	black	0	0.89763	0
97_P3_A05	1.27722580787	red	1	2.8655	1.6007
97_P3_C06	-0.00244811110118	red	1	1.6402	0.52005
97_P3_F02	NA	black	0	0	0
97_P3_D07	-0.442209582316	red	1	3.0379	0.15316
97_P3_C08	0.39175560664	red	1	2.9809	0.77989
97_P3_A01	NA	black	0	1.7476	0
97_P3_H04	NA	black	0	2.2418	0
97_P3_D08	-0.0224085266578	red	1	1.4772	0.56852
97_P3_E06	NA	black	0	1.7579	0
97_P3_E12	-0.831177073178	red	1	1.2827	2.2129
97_P3_A02	NA	black	0	0	1.4998
97_P3_B06	NA	black	0	0	2.3185
97_P3_H10	NA	black	0	1.0007	0
97_P5_B09	0.338268495369	red	1	3.6863	0.65168
97_P5_C06	NA	black	0	0	0
97_P5_B10	-2.08957782823	black	0	0.66084	2.3516
97_P6_G02	NA	black	0	0.16736	0
97_P6_E06	0.321606913206	red	1	0.77568	0.090853
97_P6_A03	-1.52359714871	red	1	0.31615	1.5301
97_P5_F07	0.227476595081	red	1	0.50284	0.2558
97_P5_B05	0.393156682766	red	1	0.069015	0.20038
97_P6_B11	NA	black	0	0.37407	0
97_P6_E08	NA	black	0	0.2302	0
97_P6_A09	0.229496718503	red	1	0.92067	0.14666
97_P6_B04	0.089115137131	red	1	1.3863	0.14012
97_P5_A02	0.283369713739	red	1	0.42761	0.22157
97_P5_C02	0.0208806018962	red	1	1.543	0.29983
97_P6_F09	-0.021649512557	red	1	1.7321	1.9672
97_P5_A04	0.404856510382	green3	2	0.07861	0.19156
97_P5_C04	NA	black	0	1.9415	0
97_P6_D07	0.135260710895	red	1	2.6702	0.60975
97_P6_A12	-0.087175412971	red	1	1.9275	0.13225
97_P6_C06	NA	black	0	0	0.33113
97_P6_H04	NA	black	0	0	0.12829
97_P5_D09	0.491877139419	red	1	0.37295	0.067639
97_P6_F03	0.0383924818385	red	1	1.9646	0.60312
97_P6_F11	-0.22662534669	red	1	2.2987	0.11103
97_P6_H09	NA	black	0	0	0.18523
97_P6_B08	-0.550406581193	red	1	0.27739	0.83673
97_P5_A10	0.0716609790561	red	1	1.4163	0.17377
97_P6_H07	NA	black	0	2.2317	0
97_P6_C09	0.961927050957	red	1	2.5556	1.6406
97_P5_G04	-0.637376866611	red	1	3.7905	0.18269
97_P6_H01	NA	black	0	2.8823	0
97_P5_B06	0.398692921164	red	1	0.35276	0.14535
97_P5_E04	0.43210984743	green3	2	0.19787	0.15316
97_P6_B10	-0.501893243148	red	1	0.16736	0.77653
97_P6_F04	-0.0979237466818	red	1	1.962	0.13488
97_P5_E07	0.125388525984	red	1	0.56755	0.338
97_P5_G02	0.19688569068	red	1	1.1583	0.066261
97_P5_C11	0.175340419089	red	1	2.4579	0.69866
97_P5_A03	0.0752438503104	red	1	2.3696	0.57918
97_P6_B02	0.0106817600514	red	1	1.766	0.59646
97_P6_H12	0.44641626008	green3	2	0.62574	0.020058
97_P6_F12	NA	black	0	0	0.24123
97_P6_A02	NA	black	0	0	0.50284
97_P5_C12	1.00422503096	red	1	2.5605	1.688
97_P5_C01	0.881538749388	red	1	2.8803	1.2308
97_P5_B07	-0.11422989787	red	1	0.43936	0.54201
97_P5_A08	0.0100085115372	red	1	1.5405	0.38736
97_P6_H08	NA	black	0	0	0
97_P5_E11	1.58675745698	black	0	2.8371	1.929
97_P6_A01	NA	black	0	1.2612	0
97_P6_G01	0.242898083552	red	1	1.9989	1.3323
97_P5_D10	0.130366379123	red	1	1.3161	0.082703
97_P5_C10	NA	black	0	2.3454	0
97_P6_C11	0.492181281725	red	1	0.31267	0.084064
97_P6_E07	0.27218217716	red	1	2.1731	1.0503
97_P6_E05	NA	black	0	0.22527	0
97_P5_G07	0.555591126634	red	1	2.8791	0.94636
97_P5_D04	0.188261456231	red	1	1.0888	0.12961
97_P6_B03	-0.550649663035	red	1	3.0407	0.075875
97_P5_H01	0.0321217875021	red	1	1.757	1.1551
97_P6_A11	NA	black	0	0	0.63506
97_P6_E09	NA	black	0	0.14274	0
97_P6_A10	0.383082205309	red	1	0.52306	0.11503
97_P5_E02	-0.00912322736327	red	1	2.1541	0.44784
97_P6_D03	-0.0219980530952	red	1	1.7472	0.1865
97_P5_A09	-0.0641957804864	red	1	1.8726	0.15316
97_P6_B12	-0.0718452286723	red	1	1.8703	0.11503
97_P5_H10	-0.452027628028	red	1	0.98112	1.0786
97_P6_A04	NA	black	0	2.0885	0
97_P5_B12	NA	black	0	2.0864	0
97_P5_A12	NA	black	0	4.8418	0
97_P5_F08	0.369706426043	red	1	3.0592	0.74674
97_P6_E04	NA	black	0	0	0
97_P6_D04	-0.161263868795	red	1	0.61259	0.60217
97_P5_D02	0.307348817614	red	1	0.4678	0.19409
97_P6_G10	-0.11314193235	red	1	0.53804	0.54992
97_P5_B04	-0.424648638704	red	1	2.9023	0.13093
97_P6_E03	NA	black	0	0.27739	0
97_P5_E05	0.0177185660693	red	1	1.3757	0.40054
97_P5_G05	0.16357390872	red	1	2.0482	0.93734
97_P5_D03	-1.29267882633	red	1	0.56071	1.5597
97_P5_C07	0.132982781255	red	1	1.3028	0.089498
97_P6_C12	0.390392311797	red	1	0.13093	0.19283
97_P6_B09	-0.0784052509359	red	1	1.4147	0.74244
97_P5_D07	0.13384276869	red	1	0.70929	0.31383
97_P6_A05	0.546511493911	red	1	0.24001	0.063503
97_P5_C08	-0.305965819556	red	1	1.2928	1.189
97_P5_B03	0.744018149006	red	1	2.3802	1.6168
97_P6_G08	-0.232710744054	red	1	2.3179	0.11237
97_P6_D12	NA	black	0	1.5632	0
97_P6_D01	NA	black	0	1.2284	0
97_P5_H08	0.185823346963	red	1	1.0363	0.16092
97_P6_C07	0.0568046370375	red	1	0.78827	0.38957
97_P6_C02	-0.210296111475	red	1	2.2342	0.098958
97_P5_F02	NA	black	0	2.7323	0
97_P5_F04	-2.32892816836	black	0	0.25338	2.009
97_P5_H02	-0.141374043928	red	1	2.0229	0.073135
97_P6_C08	0.271697674997	red	1	0.3471	0.24367
97_P5_E03	-0.246096693504	red	1	0.42653	0.64524
97_P6_D05	NA	black	0	0	0.40272
97_P5_D01	0.394061489627	red	1	0.44467	0.12697
97_P6_F05	0.57183513635	red	1	0.059355	0.089498
97_P5_H06	0.281187890831	red	1	0.50386	0.20914
97_P5_H11	-1.81271542454	black	0	0.20289	1.6351
97_P5_E06	NA	black	0	0	0.18269
97_P6_H02	0.0288222951536	red	1	1.547	0.22527
97_P6_A08	0.228465875978	red	1	0.26664	0.2857
97_P5_B02	-0.00259502480643	red	1	1.6695	0.077243
97_P5_E10	-0.840036369755	red	1	0.1177	0.97746
97_P5_B11	0.487990521356	red	1	2.2558	1.3807
97_P6_G07	-0.458173173275	red	1	0.95531	1.0656
97_P5_A05	NA	black	0	0	1.6853
97_P5_A11	NA	black	0	0.37184	0
97_P6_A06	-0.200552190987	red	1	1.067	0.77653
97_P6_F07	NA	black	0	1.6388	0
97_P6_G04	-0.00577036278767	red	1	1.8246	0.42438
97_P6_B05	-0.224245356336	red	1	2.3066	0.11902
97_P5_D06	-0.165789104735	red	1	1.6374	1.9775
97_P6_F08	NA	black	0	0	0
97_P5_F06	NA	black	0	1.4044	0
97_P5_D08	0.0362888895199	red	1	0.60407	0.41792
97_P5_G11	0.218147175732	red	1	0.88596	0.17505
97_P6_F10	-0.0230867141472	red	1	1.729	0.10702
97_P5_H07	-0.0219378413997	red	1	1.782	0.26544
97_P5_A07	-0.228629743896	red	1	2.2567	0.082703
97_P6_G11	0.36982600604	red	1	0.26784	0.18396
97_P5_C03	-0.142082576871	red	1	0.28096	0.54992
97_P5_F01	-0.159379976385	red	1	2.0555	0.060739
97_P6_E01	NA	black	0	0	0.15704
97_P5_F03	-0.287648843743	red	1	1.2827	1.1329
97_P5_B01	0.188975904974	red	1	0.92524	0.20038
97_P6_H03	NA	black	0	2.0346	0
97_P6_E12	-0.185771203483	red	1	2.7467	0.29983
97_P5_G10	0.0680817822716	red	1	1.3522	0.24489
97_P5_C05	-0.0385067832878	red	1	0.28214	0.47612
97_P6_D11	0.058418089498	red	1	1.5276	0.020058
97_P5_H09	0.0888807995889	red	1	0.47716	0.37629
97_P6_B06	NA	black	0	0.18269	0
97_P5_F09	-0.0846428951506	red	1	2.3115	0.33571
97_P6_F02	0.335748259554	red	1	0.65627	0.11902
97_P5_D11	NA	black	0	0	0.62667
97_P5_H03	-0.208421834299	red	1	0.77568	0.68167
97_P5_D05	-0.225216949695	red	1	2.3909	0.15834
97_P6_H05	-0.430888612224	red	1	0.6107	0.8488
97_P6_D09	-1.66757399068	black	0	0.33228	1.642
97_P6_G09	0.0723332794693	red	1	2.4492	0.56462
97_P6_D08	NA	black	0	0	0
97_P5_G06	-0.000550942991432	red	1	1.8388	0.46048
97_P5_A01	-1.94792138633	black	0	0.17249	1.6964
97_P6_H10	0.486538775623	red	1	0.069015	0.14143
97_P5_G01	-0.03080159643	red	1	1.766	0.15445
97_P6_E02	0.56138600195	red	1	0.10836	0.085425
97_P6_B01	NA	black	0	0	0
97_P5_F10	-0.43965699332	red	1	2.7972	0.085425
97_P6_C10	0.374775855912	red	1	2.2585	1.1525
97_P5_C09	-0.095491922936	red	1	1.9343	0.11103
97_P5_E12	-0.0199974318808	red	1	1.7137	0.071763
97_P5_E01	0.259961998032	red	1	0.66539	0.19283
97_P6_D02	NA	black	0	3.2362	0
97_P6_A07	0.243728040459	red	1	0.99711	0.089498
97_P5_G03	0.506443640012	red	1	0.05797	0.13093
97_P6_G12	NA	black	0	0.30334	0
97_P6_C03	-0.188090101743	red	1	2.1786	0.10165
97_P6_H06	-0.0356025796799	red	1	1.8139	0.21785
97_P5_E09	NA	black	0	0	0
97_P6_C01	NA	black	0	0.28096	0
97_P6_G03	-0.318584805191	red	1	2.4439	0.062122
97_P5_G12	-0.115573621674	red	1	2.9492	0.38405
97_P5_G09	-0.356716359931	red	1	2.5785	0.08134
97_P5_H04	0.280913491467	red	1	0.90458	0.084064
MGH97_P7_B05	-0.0632272010191	red	1	2.6109	0.40381
MGH97_P7_E10	NA	black	0	0	0
MGH97_P7_A02	0.0303162450863	red	1	0.80405	0.419
MGH97_P7_C01	NA	black	0	2.2717	0
MGH97_P7_D06	NA	black	0	1.6206	0
MGH97_P7_H08	-0.175005676922	red	1	2.1174	0.08134
MGH97_P7_G11	-2.31098821557	black	0	0.76129	2.7281
MGH97_P7_A08	NA	black	0	2.6022	0
MGH97_P7_F07	NA	black	0	0.63691	0
MGH97_P7_C04	NA	black	0	1.7962	0
MGH97_P7_C02	0.201940035266	red	1	0.56267	0.26903
MGH97_P7_F10	0.00418256625197	red	1	1.8213	0.49365
MGH97_P7_H05	NA	black	0	2.8667	0
MGH97_P7_B04	NA	black	0	0	1.4463
MGH97_P7_F09	NA	black	0	0.2916	0
MGH97_P7_H02	-0.910706790281	red	1	4.6215	0.18269
MGH97_P7_C11	NA	black	0	0	0.084064
MGH97_P7_G07	-0.393010152722	red	1	2.7126	0.097611
MGH97_P7_F06	NA	black	0	2.0779	0
MGH97_P7_A06	-0.322584694625	red	1	1.4098	1.4839
MGH97_P7_D12	-1.21391379606	red	1	4.5016	0.062122
MGH97_P7_B02	0.109131449634	red	1	1.3573	0.10299
MGH97_P7_E03	NA	black	0	2.9247	0
MGH97_P7_D02	-0.433403006473	red	1	3.0169	0.15445
MGH97_P7_B11	NA	black	0	0	0.26183
MGH97_P7_E09	-0.446888524916	red	1	3.0097	0.14274
MGH97_P7_B01	0.245002908489	red	1	0.95457	0.10969
MGH97_P7_G06	NA	black	0	0	1.6808
MGH97_P7_B07	-0.144852697653	red	1	0.28096	0.55189
MGH97_P7_C05	NA	black	0	1.4152	0
MGH97_P7_E07	NA	black	0	3.1955	0
MGH97_P7_B12	0.560760019454	red	1	0.24853	0.051024
MGH97_P7_H07	NA	black	0	2.9404	0
MGH97_P7_D04	NA	black	0	2.5627	0
MGH97_P7_C06	-0.232268103821	red	1	2.3635	0.13619
MGH97_P7_G09	-0.40882317856	red	1	2.6875	0.073135
MGH97_P7_E06	-1.01982951113	red	1	4.204	0.085425
MGH97_P7_F04	NA	black	0	2.2537	0
MGH97_P7_C09	NA	black	0	0	0.077243
MGH97_P7_G03	NA	black	0	3.4024	0
MGH97_P7_H01	0.333208347182	red	1	2.2151	1.127
MGH97_P7_B06	0.261618622955	red	1	0.83835	0.1375
MGH97_P7_C08	NA	black	0	0	0.10434
MGH97_P7_E08	0.206132990228	red	1	0.69421	0.24123
MGH97_P7_F01	NA	black	0	0	0
MGH97_P7_H03	-0.2034841522	red	1	2.2884	0.14143
MGH97_P7_B10	NA	black	0	3.1949	0
MGH97_P7_E11	NA	black	0	1.5632	0
MGH97_P7_C03	NA	black	0	1.0335	0
MGH97_P7_H12	0.0717590045771	red	1	0.27501	0.39726
MGH97_P7_D07	0.171601924899	red	1	2.1326	0.86156
MGH97_P7_A11	0.375390632183	red	1	0.38184	0.15704
MGH97_P7_A01	NA	black	0	0	0
MGH97_P7_F12	0.593780076054	red	1	0.14012	0.056584
MGH97_P7_F08	0.183723442928	red	1	0.15056	0.32654
MGH97_P7_D11	NA	black	0	0.12035	0
MGH97_P7_H09	NA	black	0	0.55385	0
MGH97_P7_D09	-0.00805394137692	red	1	2.0122	0.44148
MGH97_P7_C12	NA	black	0	1.9324	0
MGH97_P7_H11	0.359260479745	red	1	3.6589	0.66448
MGH97_P7_A04	0.379644025863	red	1	0.52907	0.11636
MGH97_P7_H06	NA	black	0	1.0496	0
MGH97_P7_F03	NA	black	0	0.12829	0
MGH97_P7_A07	NA	black	0	1.5568	0
MGH97_P7_F11	0.376540080147	red	1	2.2887	1.1184
MGH97_P7_G08	-0.0305077700369	red	1	1.6996	1.545
MGH97_P7_E02	-0.0101990797276	red	1	3.0745	0.46884
MGH97_P7_C07	0.167609413243	red	1	2.079	0.90843
MGH97_P7_A09	0.490148055603	red	1	0.15186	0.123
MGH97_P7_B09	NA	black	0	0.83673	0
MGH97_P7_G10	NA	black	0	2.0303	0
MGH97_P7_G02	0.199767781508	red	1	0.27262	0.30568
MGH97_P7_H04	-1.03639347781	red	1	0.84157	1.6206
MGH97_P7_G01	NA	black	0	1.6649	0
MGH97_P7_E05	NA	black	0	0.15834	0
MGH97_P7_E04	-0.40143373073	red	1	3.0854	0.19283
MGH97_P7_E01	NA	black	0	0	0
MGH97_P7_F05	NA	black	0	0	1.9389
MGH97_P7_D05	-0.0768822584983	red	1	1.94	0.18269
MGH97_P7_A03	NA	black	0	1.94	0
MGH97_P7_B03	NA	black	0	0.33113	0
MGH97_P7_A05	NA	black	0	0	0
MGH97_P7_D03	NA	black	0	0.543	0
MGH97_P7_F02	NA	black	0	3.152	0
MGH97_P7_G05	1.06192754887	red	1	2.9635	1.3288
MGH97_P7_D08	NA	black	0	2.6785	0
MGH97_P7_G04	-0.303664358535	red	1	3.6074	0.32423
MGH97_P8_A11	NA	black	0	3.6813	0
MGH97_P10_A12	NA	black	0	0.084064	0
MGH97_P10_E09	0.0568675978906	red	1	1.4962	0.123
MGH97_P9_B12	NA	black	0	1.0468	0
MGH97_P10_D07	NA	black	0	1.5984	0
MGH97_P8_D11	-0.276037347964	red	1	2.8333	0.23634
MGH97_P8_G05	-0.0677702332904	red	1	1.854	0.10702
MGH97_P9_C05	NA	black	0	1.6064	0
MGH97_P8_D03	NA	black	0	3.1827	0
MGH97_P8_H05	-0.0242423608041	red	1	1.8028	0.27858
MGH97_P10_A09	0.203993629343	red	1	0.89918	0.18903
MGH97_P10_E03	NA	black	0	0	0
MGH97_P10_D04	-0.490181887021	red	1	3.5356	0.21785
MGH97_P9_D12	0.568804775763	red	1	0.074505	0.088142
MGH97_P8_H06	-0.302153758328	red	1	0.61918	0.73379
MGH97_P8_H11	-0.402941865194	red	1	1.4766	1.9579
MGH97_P9_F12	NA	black	0	2.8156	0
MGH97_P8_D07	NA	black	0	2.2007	0
MGH97_P8_H02	-0.0271475018713	red	1	1.0447	0.49876
MGH97_P8_D01	-0.488844297628	red	1	3.8732	0.26183
MGH97_P10_C04	NA	black	0	0	0.05797
MGH97_P9_E06	NA	black	0	0	0.34937
MGH97_P8_F12	0.0180240707818	red	1	1.3294	0.40708
MGH97_P8_H01	NA	black	0	1.5772	0
MGH97_P8_A05	-0.399831518029	red	1	2.7897	0.1177
MGH97_P9_F10	NA	black	0	2.083	0
MGH97_P10_F10	0.016753537303	red	1	1.6131	0.14274
MGH97_P9_G12	NA	black	0	0	0
MGH97_P8_B04	-1.10598520644	red	1	0.28924	1.2259
MGH97_P8_E11	NA	black	0	0	0
MGH97_P9_G10	-0.617830706321	red	1	3.5461	0.15186
MGH97_P10_D11	-0.0907361241927	red	1	1.8903	0.066261
MGH97_P10_D01	NA	black	0	0.98112	0
MGH97_P10_H04	NA	black	0	0	0
MGH97_P10_D12	-0.753624005533	red	1	0.49774	1.0745
MGH97_P8_D04	0.510721688953	red	1	0.13093	0.1137
MGH97_P8_F08	-0.176808058408	red	1	2.1868	0.12829
MGH97_P9_E10	NA	black	0	0.17887	0
MGH97_P9_D11	NA	black	0	1.4579	0
MGH97_P8_A02	0.266773831852	red	1	0.32193	0.25096
MGH97_P9_F01	NA	black	0	1.9088	0
MGH97_P8_B08	0.166114000742	red	1	1.8588	1.9172
MGH97_P8_A09	NA	black	0	2.8014	0
MGH97_P9_A03	NA	black	0	1.1782	0
MGH97_P9_G09	NA	black	0	2.6817	0
MGH97_P10_E02	0.0684674200235	red	1	0.83026	0.37295
MGH97_P10_H08	NA	black	0	0	0.096262
MGH97_P9_G04	NA	black	0	0.35614	0
MGH97_P8_G11	NA	black	0	1.0043	0
MGH97_P10_A06	NA	black	0	1.5763	0
MGH97_P10_F08	NA	black	0	0.9568	0
MGH97_P8_E08	-0.776355627065	red	1	4.0145	0.15445
MGH97_P8_G08	NA	black	0	1.03	0
MGH97_P10_B07	NA	black	0	3.671	0
MGH97_P9_G11	NA	black	0	0.90843	0
MGH97_P8_F11	0.394380601214	red	1	0.22774	0.17377
MGH97_P8_F05	0.483117278464	red	1	0.25822	0.10434
MGH97_P9_A01	NA	black	0	2.014	0
MGH97_P10_F01	0.461012051734	red	1	0.21537	0.12961
MGH97_P8_C10	-0.117977857766	red	1	2.0707	0.17377
MGH97_P8_E02	NA	black	0	1.4489	0
MGH97_P10_B05	NA	black	0	2.3308	0
MGH97_P8_G04	0.103982607384	red	1	2.4515	0.60597
MGH97_P9_B02	-0.165092673957	red	1	2.5261	0.27739
