Cell_name	Zvalue	Color	Cluster	SP1	TNFRSF10B
MGH53_P6_G04	0.449369966264	red	1	0.97306	0.23143
MGH53_P6_G05	NA	black	0	0	0
MGH53_P6_G06	NA	black	0	0	0.809
MGH53_P6_G07	NA	black	0	0	0
MGH53_P6_G08	NA	black	0	0	0
MGH53_P6_G09	NA	black	0	0	0
MGH53_P6_G10	NA	black	0	0	0.2916
MGH53_P6_G11	NA	black	0	0	0
MGH53_P6_H01	NA	black	0	0	4.4899
MGH53_P6_H02	NA	black	0	0	0
MGH53_P6_H03	NA	black	0	0	3.7017
MGH53_P6_H04	NA	black	0	0	3.7861
MGH53_P6_H05	NA	black	0	0	4.1553
MGH53_P6_H07	NA	black	0	0	0
MGH53_P6_H09	NA	black	0	0	0
MGH53_P6_H10	NA	black	0	0	0.29631
MGH53_P6_H11	NA	black	0	0	4.0525
MGH53_P7_A01	NA	black	0	0	0.82293
MGH53_P7_A02	0.167705790195	red	1	1.7368	3.7433
MGH53_P7_A03	NA	black	0	0	4.3772
MGH53_P7_A04	0.903103510186	red	1	0.30685	0.41576
MGH53_P7_A05	1.02458281795	red	1	0.27501	0.23879
MGH53_P7_A06	NA	black	0	0	4.6373
MGH53_P7_A07	2.09868246334	blue	3	3.2847	4.7457
MGH53_P7_A09	NA	black	0	0	0
MGH53_P7_A11	NA	black	0	0	0
MGH53_P7_A12	NA	black	0	0	0
MGH53_P7_B01	NA	black	0	0	0
MGH53_P7_B02	NA	black	0	0	0
MGH53_P7_B03	NA	black	0	0.67627	0
MGH53_P7_B04	1.17925769469	red	1	0.11237	0.20664
MGH53_P7_B05	NA	black	0	0	0
MGH53_P7_B06	NA	black	0	0	0.1375
MGH53_P7_B07	NA	black	0	0	0.34596
MGH53_P7_B08	NA	black	0	0	0
MGH53_P7_B10	0.0526018598496	red	1	1.6285	3.0883
MGH53_P7_B11	NA	black	0	0	0
MGH53_P7_B12	1.01373794848	red	1	0.36625	0.11237
MGH53_P7_C01	-1.98569022419	red	1	4.0677	0.31962
MGH53_P7_C02	NA	black	0	3.4849	0
MGH53_P7_C03	NA	black	0	0	0
MGH53_P7_C04	NA	black	0	0	0
MGH53_P7_C05	0.957148824604	red	1	0.35727	0.23756
MGH53_P7_C06	NA	black	0	0	4.379
MGH53_P7_C07	NA	black	0	0	0.42223
MGH53_P7_C09	NA	black	0	0	3.8592
MGH53_P7_C11	NA	black	0	0	0.12035
MGH53_P7_C12	NA	black	0	0	0
MGH53_P7_D01	NA	black	0	0	0.44679
MGH53_P7_D02	NA	black	0	0	5.3056
MGH53_P7_D03	NA	black	0	0	0
MGH53_P7_D04	NA	black	0	0	0
MGH53_P7_D05	NA	black	0	1.8824	0
MGH53_P7_D06	NA	black	0	0	0
MGH53_P7_D07	NA	black	0	1.6475	0
MGH53_P7_D10	-1.20602673644	red	1	2.9046	0.12565
MGH53_P7_D11	NA	black	0	0	1.2666
MGH53_P7_D12	NA	black	0	0	0
MGH53_P7_E01	NA	black	0	0	0.27143
MGH53_P7_E02	NA	black	0	0	0
MGH53_P7_E03	NA	black	0	0	0.26544
MGH53_P7_E04	NA	black	0	0	0
MGH53_P7_E05	NA	black	0	0	0
MGH53_P7_E06	-0.175735582232	red	1	1.3651	4.9158
MGH53_P7_E07	NA	black	0	0.73812	0
MGH53_P7_E08	NA	black	0	0	0
MGH53_P7_E09	NA	black	0	0	0
MGH53_P7_E10	NA	black	0	0	0
MGH53_P7_E11	NA	black	0	0	0
MGH53_P7_E12	NA	black	0	2.0465	0
MGH53_P7_F01	NA	black	0	0	0.21537
MGH53_P7_F02	NA	black	0	0	0
MGH53_P7_F04	-0.968408167076	red	1	2.6693	0.19283
MGH53_P7_F05	NA	black	0	0	0.43936
MGH53_P7_F06	NA	black	0	0	5.6817
MGH53_P7_F08	0.168882188062	red	1	1.7424	3.7155
MGH53_P7_F09	NA	black	0	0.50386	0
MGH53_P7_F10	1.09729094905	red	1	0.27501	0.10702
MGH53_P7_F11	NA	black	0	0	0.29042
MGH53_P7_F12	1.26528988146	red	1	0.069015	0.12961
MGH53_P7_G01	NA	black	0	0	0
MGH53_P7_G03	NA	black	0	4.3102	0
MGH53_P7_G04	NA	black	0	0.91915	0
MGH53_P7_G05	NA	black	0	0	0.16607
MGH53_P7_G06	NA	black	0	0	0
MGH53_P7_G07	NA	black	0	0	0.18396
MGH53_P7_G08	NA	black	0	0	0.22404
MGH53_P7_G09	NA	black	0	0	0.38847
MGH53_P7_G10	NA	black	0	0.098958	0
MGH53_P7_G11	NA	black	0	0	4.9763
MGH53_P7_G12	NA	black	0	0	0.93433
MGH53_P7_H01	NA	black	0	0	0
MGH53_P7_H02	NA	black	0	0	0
MGH53_P7_H03	NA	black	0	3.4976	0
MGH53_P7_H04	NA	black	0	0	0.07861
MGH53_P7_H05	-0.268256912404	red	1	2.1276	1.1043
MGH53_P7_H06	NA	black	0	0	5.4334
MGH53_P7_H07	NA	black	0	0	0.17249
MGH53_P7_H08	NA	black	0	0	5.4977
MGH53_P7_H10	NA	black	0	0	0
MGH53_P7_H11	NA	black	0	0.88284	0
MGH53_P7_H12	NA	black	0	0	0.30451
MGH53_P8_A01	NA	black	0	0	0
MGH53_P8_A02	NA	black	0	0	0
MGH53_P8_A03	0.686682079882	red	1	0.73725	0.11103
MGH53_P8_A04	NA	black	0	0	0.22651
MGH53_P8_A05	NA	black	0	0	5.3761
MGH53_P8_A06	NA	black	0	0	0.34255
MGH53_P8_A07	NA	black	0	0	0.20914
MGH53_P8_A08	NA	black	0	0	1.8766
MGH53_P8_A09	NA	black	0	0	3.6322
MGH53_P8_A10	1.25451015289	red	1	3.0277	3.945
MGH53_P8_A11	NA	black	0	0	0.33113
MGH53_P8_A12	NA	black	0	0	0
MGH53_P8_B03	NA	black	0	0	1.8201
MGH53_P8_B04	NA	black	0	0	0.63691
MGH53_P8_B08	NA	black	0	0	0.26063
MGH53_P8_B09	NA	black	0	0.38294	0
MGH53_P8_B10	NA	black	0	0.34255	0
MGH53_P8_B11	NA	black	0	0	0.11103
MGH53_P8_B12	NA	black	0	0	0
MGH53_P8_C01	NA	black	0	0	0.70221
MGH53_P8_C02	NA	black	0	0	0
MGH53_P8_C03	NA	black	0	0	0
MGH53_P8_C04	NA	black	0	0	0
MGH53_P8_C08	NA	black	0	0	0
MGH53_P8_C09	2.05170829401	blue	3	3.9183	4.0011
MGH53_P8_C10	NA	black	0	0	0.75873
MGH53_P8_C11	NA	black	0	4.227	0
MGH53_P8_C12	NA	black	0	0	0
MGH53_P8_D01	NA	black	0	0	1.4921
MGH53_P8_D02	NA	black	0	2.1467	0
MGH53_P8_D03	NA	black	0	0	0
MGH53_P8_D04	NA	black	0	0	0
MGH53_P8_D05	-1.92149497979	red	1	3.8745	0.23879
MGH53_P8_D06	NA	black	0	0.2228	0
MGH53_P8_D07	NA	black	0	1.6262	0
MGH53_P8_D08	NA	black	0	0	0
MGH53_P8_D09	NA	black	0	0.077243	0
MGH53_P8_D10	NA	black	0	0	0
MGH53_P8_D11	NA	black	0	0	0
MGH53_P8_E01	NA	black	0	0	0
MGH53_P8_E03	1.0322204435	red	1	0.1903	0.34483
MGH53_P8_E04	NA	black	0	0	0
MGH53_P8_E05	NA	black	0	0	0
MGH53_P8_E06	NA	black	0	0	0.68706
MGH53_P8_E07	NA	black	0	0	0
MGH53_P8_E08	NA	black	0	0	0
MGH53_P8_E09	NA	black	0	0	0
MGH53_P8_E10	NA	black	0	0	0
MGH53_P8_E11	NA	black	0	0	4.8989
MGH53_P8_F01	NA	black	0	0	0
MGH53_P8_F02	NA	black	0	0	0.42975
MGH53_P8_F04	NA	black	0	0.13881	0
MGH53_P8_F05	NA	black	0	0	0.17887
MGH53_P8_F06	-1.86221353221	red	1	0.20539	5.336
MGH53_P8_F07	-0.0222295514426	red	1	1.5524	0.75702
MGH53_P8_F08	NA	black	0	0	0
MGH53_P8_F09	NA	black	0	0	0.16221
MGH53_P8_F11	NA	black	0	0	0
MGH53_P8_G01	NA	black	0	0	0
MGH53_P8_G02	NA	black	0	0	0.76129
MGH53_P8_G03	0.487077328175	red	1	0.76129	0.64155
MGH53_P8_G04	NA	black	0	0	0
MGH53_P8_G05	-1.16672185211	red	1	0.20664	4.1228
MGH53_P8_G06	NA	black	0	0	0
MGH53_P8_G07	NA	black	0	1.5573	0
MGH53_P8_G08	NA	black	0	0	0
MGH53_P8_G09	NA	black	0	0	0.13356
MGH53_P8_G10	NA	black	0	0	0
MGH53_P8_G11	NA	black	0	0	0.067639
MGH53_P8_G12	NA	black	0	1.5385	0
MGH53_P8_H01	NA	black	0	0	0
MGH53_P8_H02	NA	black	0	0	0.40599
MGH53_P8_H03	NA	black	0	0	0.16092
MGH53_P8_H04	NA	black	0	0	0.18396
MGH53_P8_H05	NA	black	0	0	4.0737
MGH53_P8_H06	NA	black	0	0	0.39177
MGH53_P8_H07	NA	black	0	0	0
MGH53_P8_H08	NA	black	0	0	0
MGH53_P8_H09	NA	black	0	0	0.31846
MGH53_P8_H10	NA	black	0	0	0.37518
MGH53_P8_H11	NA	black	0	0	0
MGH53_P8_H12	NA	black	0	0	0.39616
MGH53_P1_A03	NA	black	0	0	0
MGH53_P1_A04	NA	black	0	0	0.10702
MGH53_P1_A06	-0.829284502659	red	1	0.11902	3.4457
MGH53_P1_A07	-1.10178515737	red	1	0.27262	4.1117
MGH53_P1_A08	NA	black	0	2.6982	0
MGH53_P1_B04	NA	black	0	0	0
MGH53_P1_B08	NA	black	0	0	3.8459
MGH53_P1_B09	NA	black	0	0	0.28688
MGH53_P1_B11	NA	black	0	0	0.1865
MGH53_P1_C03	NA	black	0	0	0.97453
MGH53_P1_C06	0.814486318009	red	1	0.35614	0.51602
MGH53_P1_C09	-0.792748154723	red	1	2.4631	0.20038
MGH53_P1_C10	0.582444737488	red	1	0.83915	0.15834
MGH53_P1_D01	NA	black	0	0	0
MGH53_P1_D05	NA	black	0	0	0
MGH53_P1_D12	NA	black	0	0	0
MGH53_P1_E09	NA	black	0	0	0.31615
MGH53_P1_E12	NA	black	0	0	4.7096
MGH53_P12_A01	NA	black	0	0	2.4303
MGH53_P12_A02	NA	black	0	0	5.3213
MGH53_P12_A03	1.42884815498	red	1	3.589	3.6304
MGH53_P12_A04	1.23382441249	red	1	0.084064	0.15834
MGH53_P12_A05	NA	black	0	0	5.3794
MGH53_P12_A06	NA	black	0	0	5.7451
MGH53_P12_A08	-1.62404197203	red	1	3.4831	0.21785
MGH53_P12_A09	NA	black	0	0	0
MGH53_P12_A10	NA	black	0	0	0.16864
MGH53_P12_A11	0.0894662186735	red	1	0.38073	1.9211
MGH53_P12_A12	NA	black	0	0	0.13356
MGH53_P12_B01	NA	black	0	2.2928	0
MGH53_P12_B02	NA	black	0	2.5563	0
MGH53_P12_B03	NA	black	0	0	0
MGH53_P12_B04	NA	black	0	0	0
MGH53_P12_B05	NA	black	0	0	0
MGH53_P12_B06	NA	black	0	0	0
MGH53_P12_B07	NA	black	0	0	0.13356
MGH53_P12_B08	NA	black	0	2.355	0
MGH53_P12_B09	NA	black	0	0.96938	0
MGH53_P12_B11	NA	black	0	1.7795	0
MGH53_P12_B12	1.21560325658	red	1	0.075875	0.19787
MGH53_P12_C01	NA	black	0	0	0.29514
MGH53_P12_C02	NA	black	0	0	0
MGH53_P12_C03	-1.01692935877	red	1	2.7485	0.22527
MGH53_P12_C04	NA	black	0	1.272	0
MGH53_P12_C05	NA	black	0	0	0
MGH53_P12_C06	NA	black	0	0	0.44784
MGH53_P12_C07	NA	black	0	0	4.683
MGH53_P12_C08	NA	black	0	0	0
MGH53_P12_C09	NA	black	0	0	0
MGH53_P12_C10	NA	black	0	3.137	0
MGH53_P12_C11	-1.47274657529	red	1	3.3198	0.24001
MGH53_P12_C12	NA	black	0	3.9601	0
MGH53_P12_D01	NA	black	0	0	0.27739
MGH53_P12_D02	NA	black	0	0	0
MGH53_P12_D03	NA	black	0	0	1.5553
MGH53_P12_D04	NA	black	0	0	4.1007
MGH53_P12_D05	NA	black	0	0	0
MGH53_P12_D06	NA	black	0	0	0.38957
MGH53_P12_D07	NA	black	0	1.7638	0
MGH53_P12_D08	-0.210948153295	red	1	1.7723	0.23634
MGH53_P12_D09	0.182585665721	red	1	2.1329	2.7495
MGH53_P12_D10	-0.658725760212	red	1	0.25338	3.282
MGH53_P12_D11	NA	black	0	0	0
MGH53_P12_D12	0.535256653127	red	1	0.75275	0.51602
MGH53_P12_E01	NA	black	0	0	0.27501
MGH53_P12_E02	NA	black	0	0	0
MGH53_P12_E03	NA	black	0	0	0
MGH53_P12_E04	4.17319286851	black	0	4.2439	5.5252
MGH53_P12_E05	NA	black	0	0	0
MGH53_P12_E06	NA	black	0	1.3357	0
MGH53_P12_E07	NA	black	0	2.5801	0
MGH53_P12_E08	-1.76306236261	red	1	3.5657	0.13881
MGH53_P12_E09	NA	black	0	0	0
MGH53_P12_E10	NA	black	0	0	0.1137
MGH53_P12_E12	NA	black	0	0	0
MGH53_P12_F01	NA	black	0	0	4.3242
MGH53_P12_F02	NA	black	0	0	0
MGH53_P12_F03	NA	black	0	0	0.15963
MGH53_P12_F04	NA	black	0	0	0
MGH53_P12_F06	NA	black	0	0	0.11636
MGH53_P12_F07	NA	black	0	0	1.6969
MGH53_P12_F08	NA	black	0	0	0.93584
MGH53_P12_F09	NA	black	0	0	0
MGH53_P12_F10	NA	black	0	0	0.13093
MGH53_P12_F11	NA	black	0	0	0.12565
MGH53_P12_F12	NA	black	0	0	5.4339
MGH53_P12_G01	NA	black	0	0	1.5772
MGH53_P12_G03	-0.371114095431	red	1	2.0151	0.41576
MGH53_P12_G04	-0.982703588196	red	1	0.78241	5.1649
MGH53_P12_G07	NA	black	0	0	0
MGH53_P12_G08	NA	black	0	0	0.4049
MGH53_P12_G09	NA	black	0	0	4.9027
MGH53_P12_G10	NA	black	0	0	0
MGH53_P12_G11	NA	black	0	0	0
MGH53_P12_G12	NA	black	0	0	4.7945
MGH53_P12_H01	NA	black	0	1.0724	0
MGH53_P12_H02	1.18458897465	red	1	0.11902	0.18903
MGH53_P12_H03	NA	black	0	0	1.2166
MGH53_P12_H04	NA	black	0	0	0.12168
MGH53_P12_H05	NA	black	0	0	0
MGH53_P12_H06	NA	black	0	0	4.0255
MGH53_P12_H07	NA	black	0	0.42653	0
MGH53_P12_H08	-1.02220727214	red	1	2.7031	0.14405
MGH53_P12_H09	NA	black	0	0	0.36737
MGH53_P12_H10	NA	black	0	0	0
MGH53_P12_H11	-0.056223431381	red	1	0.25459	2.2007
MGH53_P12_H12	NA	black	0	0	0.65444
MGH53_P2_A09	-0.140886784937	red	1	1.1408	2.9542
MGH53_P2_A11	0.729886543822	red	1	2.3219	4.1072
MGH53_P2_A12	NA	black	0	0	4.3177
MGH53_P2_B05	-0.230984151043	red	1	2.4623	1.539
MGH53_P2_B07	NA	black	0	0	0.59359
MGH53_P2_B09	NA	black	0	0	0
MGH53_P2_B10	NA	black	0	0	0
MGH53_P2_C01	NA	black	0	0	0
MGH53_P2_C02	-1.05104811841	red	1	0.062122	3.7398
MGH53_P2_C03	NA	black	0	0	0
MGH53_P2_C07	-1.67825918137	red	1	0.38736	5.4913
MGH53_P2_C09	NA	black	0	0	0.35502
MGH53_P2_D01	NA	black	0	0	1.5864
MGH53_P2_D02	0.792262507578	red	1	2.1776	4.7479
MGH53_P2_D07	NA	black	0	0	0
MGH53_P2_D08	NA	black	0	0	0.39726
MGH53_P2_D12	NA	black	0	0	3.1354
MGH53_P2_E04	NA	black	0	0	0
MGH53_P2_E10	NA	black	0	0.10568	0
MGH53_P2_F02	NA	black	0	0.91609	0
MGH53_P2_F03	NA	black	0	0	0.22897
MGH53_P2_F04	NA	black	0	0.40163	0
MGH53_P2_F05	NA	black	0	0	4.7563
MGH53_P2_G02	NA	black	0	0	0.79992
MGH53_P2_G07	NA	black	0	0	0
MGH53_P2_H01	NA	black	0	0	0.4678
MGH53_P10_A01	NA	black	0	3.661	0
MGH53_P10_A02	NA	black	0	0	0
MGH53_P10_A03	2.81316418912	black	0	3.5926	5.1255
MGH53_P10_A04	NA	black	0	0	0
MGH53_P10_A05	NA	black	0	0	0
MGH53_P10_A06	NA	black	0	0	0.40163
MGH53_P10_A07	NA	black	0	0	0
MGH53_P10_A08	NA	black	0	0	0
MGH53_P10_A09	NA	black	0	0	0
MGH53_P10_A10	NA	black	0	0	0.15316
MGH53_P10_A11	NA	black	0	0	0.72509
MGH53_P10_A12	NA	black	0	0	0
MGH53_P10_B01	NA	black	0	0	0.15056
MGH53_P10_B02	-1.65150303619	red	1	3.354	0.053806
MGH53_P10_B03	NA	black	0	0	0
MGH53_P10_B04	NA	black	0	0	0
MGH53_P10_B05	-1.69948037482	red	1	3.723	0.34142
MGH53_P10_B06	1.16471616501	red	1	2.342	5.2263
MGH53_P10_B07	NA	black	0	0	0
MGH53_P10_B08	-1.0541289734	red	1	3.7401	1.0108
MGH53_P10_B09	NA	black	0	0	0
MGH53_P10_B10	NA	black	0	0	0
MGH53_P10_B11	NA	black	0	0	0
MGH53_P10_B12	NA	black	0	0	0
MGH53_P10_C01	NA	black	0	0	0.30685
MGH53_P10_C02	NA	black	0	0	0.097611
MGH53_P10_C03	NA	black	0	0	0
MGH53_P10_C04	NA	black	0	0.2461	0
MGH53_P10_C05	NA	black	0	0	0.29983
MGH53_P10_C06	NA	black	0	0	0
MGH53_P10_C07	NA	black	0	0	0
MGH53_P10_C08	NA	black	0	0	0
MGH53_P10_C09	NA	black	0	1.7321	0
MGH53_P10_C10	0.768962797724	red	1	0.63877	0.123
MGH53_P10_C11	NA	black	0	0	0
MGH53_P10_C12	NA	black	0	0	0
MGH53_P10_D01	NA	black	0	0	4.7208
MGH53_P10_D02	1.46329763821	red	1	2.6471	4.9774
MGH53_P10_D03	NA	black	0	0	0.64708
MGH53_P10_D04	NA	black	0	0	0
MGH53_P10_D05	NA	black	0	0	0.27381
MGH53_P10_D06	NA	black	0	0	0
MGH53_P10_D07	NA	black	0	0	0.2461
MGH53_P10_D08	NA	black	0	0.32423	0
MGH53_P10_D09	NA	black	0	1.2922	0
MGH53_P10_D12	NA	black	0	0	0.19283
MGH53_P10_E01	NA	black	0	0	0
MGH53_P10_E03	NA	black	0	0	0
MGH53_P10_E04	NA	black	0	3.7055	0
MGH53_P10_E05	NA	black	0	0	0
MGH53_P10_E06	NA	black	0	0	2.46
MGH53_P10_E07	NA	black	0	0	5.3549
MGH53_P10_E08	NA	black	0	0	1.7811
MGH53_P10_E09	NA	black	0	2.8195	0
MGH53_P10_E10	NA	black	0	0	0
MGH53_P10_E11	NA	black	0	0	0
MGH53_P10_E12	NA	black	0	0	0
MGH53_P10_F01	NA	black	0	0	0
MGH53_P10_F02	NA	black	0	0	0.12035
MGH53_P10_F03	NA	black	0	0	0.28806
MGH53_P10_F04	NA	black	0	0	0
MGH53_P10_F05	NA	black	0	0	0.45418
MGH53_P10_F06	NA	black	0	0	0.16479
MGH53_P10_F07	3.23852482911	black	0	3.5088	5.7326
MGH53_P10_F08	NA	black	0	0	0
MGH53_P10_F09	NA	black	0	0	0
MGH53_P10_F10	NA	black	0	0.848	0
MGH53_P10_F12	NA	black	0	3.8361	0
MGH53_P10_G01	NA	black	0	0	0
MGH53_P10_G02	NA	black	0	0	0.27381
MGH53_P10_G03	NA	black	0	0	0.14666
MGH53_P10_G04	NA	black	0	0	0
MGH53_P10_G05	NA	black	0	0	0
MGH53_P10_G07	NA	black	0	0	0
MGH53_P10_G08	NA	black	0	0	0
MGH53_P10_G09	NA	black	0	0	0
MGH53_P10_G11	NA	black	0	0	0.18523
MGH53_P10_H01	NA	black	0	0	0
MGH53_P10_H02	NA	black	0	0	0.86631
MGH53_P10_H04	NA	black	0	0	5.1493
MGH53_P10_H05	NA	black	0	0	0
MGH53_P10_H06	NA	black	0	0	0.18142
MGH53_P10_H07	NA	black	0	0	4.5266
MGH53_P10_H08	NA	black	0	0.92372	0
MGH53_P10_H09	NA	black	0	0	0
MGH53_P10_H10	NA	black	0	0	0
MGH53_P10_H11	NA	black	0	0	0
MGH53_P11_A01	NA	black	0	0.28806	0
MGH53_P11_A02	NA	black	0	0	0
MGH53_P11_A03	NA	black	0	0	0.14143
MGH53_P11_A04	NA	black	0	0	0
MGH53_P11_A06	-1.22376701797	red	1	0.44996	4.7124
MGH53_P11_A08	NA	black	0	0	0.85679
MGH53_P11_A09	-0.0139999685239	red	1	1.5331	0.23879
MGH53_P11_A10	0.347540460762	red	1	1.119	0.12433
MGH53_P11_A11	NA	black	0	0	0
MGH53_P11_A12	NA	black	0	0	0
MGH53_P11_B01	NA	black	0	0	0.30801
MGH53_P11_B02	NA	black	0	0	0
MGH53_P11_B04	NA	black	0	0	0
MGH53_P11_B05	NA	black	0	0	0
MGH53_P11_B06	NA	black	0	0	0
MGH53_P11_B07	-0.226804192572	red	1	1.8197	0.41034
MGH53_P11_B08	NA	black	0	0	0.18903
MGH53_P11_B09	0.262902095192	red	1	2.6745	2.5948
MGH53_P11_B11	NA	black	0	2.6754	0
MGH53_P11_B12	NA	black	0	0.071763	0
MGH53_P11_C01	NA	black	0	0	3.3306
MGH53_P11_C02	NA	black	0	0	0
MGH53_P11_C03	NA	black	0	0	0
MGH53_P11_C04	-0.563464891077	red	1	2.1476	0.077243
MGH53_P11_C05	NA	black	0	0	0
MGH53_P11_C06	NA	black	0	0	0.13881
MGH53_P11_C07	NA	black	0	0	0.16479
MGH53_P11_C08	NA	black	0	0	0
MGH53_P11_C09	NA	black	0	0	0.19156
MGH53_P11_C10	NA	black	0	0	0
MGH53_P11_C11	NA	black	0	0	0
MGH53_P11_C12	NA	black	0	0	3.1766
MGH53_P11_D01	NA	black	0	0	0
MGH53_P11_D02	NA	black	0	0	0
MGH53_P11_D03	NA	black	0	0.39506	0
MGH53_P11_D04	NA	black	0	0	0
MGH53_P11_D05	NA	black	0	0	5.5255
MGH53_P11_D07	NA	black	0	1.211	0
MGH53_P11_D08	NA	black	0	0	0
MGH53_P11_D09	NA	black	0	0	0
MGH53_P11_D10	NA	black	0	0	5.8446
MGH53_P11_D11	NA	black	0	2.85	0
MGH53_P11_D12	NA	black	0	2.1306	0
MGH53_P11_E01	NA	black	0	0	0
MGH53_P11_E02	NA	black	0	0	0
MGH53_P11_E04	-0.14486817306	red	1	1.6853	0.16092
MGH53_P11_E06	NA	black	0	0	0.23879
MGH53_P11_E08	NA	black	0	0	0
MGH53_P11_E09	NA	black	0	0	0
MGH53_P11_E10	NA	black	0	0	0
MGH53_P11_E11	NA	black	0	0	4.2077
MGH53_P11_E12	NA	black	0	0	0.48233
MGH53_P11_F01	NA	black	0	0	4.7378
MGH53_P11_F02	0.286173667245	red	1	2.2107	3.0081
MGH53_P11_F03	NA	black	0	0	0.29866
MGH53_P11_F04	NA	black	0	0	2.2684
MGH53_P11_F05	NA	black	0	0	4.9295
MGH53_P11_F07	NA	black	0	0	0
MGH53_P11_F10	NA	black	0	1.0942	0
MGH53_P11_F11	-0.590137293675	red	1	2.207	0.1635
MGH53_P11_F12	NA	black	0	0	4.9948
MGH53_P11_G01	-1.17629056258	red	1	2.8941	0.15963
MGH53_P11_G02	NA	black	0	0	4.6264
MGH53_P11_G03	NA	black	0	0	2.6713
MGH53_P11_G04	NA	black	0	0	0
MGH53_P11_G05	NA	black	0	0	0
MGH53_P11_G06	1.0367435999	red	1	4.0564	2.9973
MGH53_P11_G07	NA	black	0	0	0.23511
MGH53_P11_G08	-2.01693957303	red	1	0.075875	5.288
MGH53_P11_G09	NA	black	0	0	3.9977
MGH53_P11_G10	NA	black	0	0	0
MGH53_P11_G11	NA	black	0	0	0
MGH53_P11_G12	NA	black	0	0.28333	0
MGH53_P11_H01	NA	black	0	0	0.50792
MGH53_P11_H02	NA	black	0	0	0
MGH53_P11_H04	NA	black	0	0	0.24123
MGH53_P11_H05	0.608927337599	red	1	0.78157	0.22897
MGH53_P11_H06	NA	black	0	0	0.36289
MGH53_P11_H07	1.0251473569	red	1	2.782	3.8989
MGH53_P11_H08	NA	black	0	0	0.27501
MGH53_P11_H09	NA	black	0	0	0.123
MGH53_P11_H10	NA	black	0	0	0
MGH53_P11_H11	NA	black	0	0	0.28451
MGH53_P11_H12	NA	black	0	0	4.4983
MGH53_P9_A01	NA	black	0	0	0.29983
MGH53_P9_A02	NA	black	0	0	0
MGH53_P9_A03	NA	black	0	0	0
MGH53_P9_A04	NA	black	0	0	0
MGH53_P9_A05	NA	black	0	0.35389	0
MGH53_P9_A06	NA	black	0	0	0.57046
MGH53_P9_A07	-0.0306141040849	red	1	1.4792	4.6621
MGH53_P9_A08	NA	black	0	0	3.8888
MGH53_P9_A09	NA	black	0	0	0
MGH53_P9_A10	NA	black	0	2.2088	0
MGH53_P9_A11	NA	black	0	0	0
MGH53_P9_A12	NA	black	0	0	0.28924
MGH53_P9_B01	NA	black	0	0	0.29866
MGH53_P9_B02	NA	black	0	2.8349	0
MGH53_P9_B03	NA	black	0	0	0
MGH53_P9_B04	NA	black	0	0	0
MGH53_P9_B05	0.067386871216	red	1	1.7638	2.6902
MGH53_P9_B06	NA	black	0	0	0
MGH53_P9_B07	NA	black	0	0	0
MGH53_P9_B08	NA	black	0	0	0
MGH53_P9_B09	NA	black	0	0	0.35727
MGH53_P9_B11	-0.208306006971	red	1	1.2945	4.3041
MGH53_P9_B12	NA	black	0	0	0.57821
MGH53_P9_C01	NA	black	0	0	0
MGH53_P9_C02	NA	black	0	0	0
MGH53_P9_C03	NA	black	0	1.0307	0
MGH53_P9_C04	NA	black	0	0	0
MGH53_P9_C05	NA	black	0	1.4233	0
MGH53_P9_C06	NA	black	0	2.9458	0
MGH53_P9_C07	NA	black	0	2.0976	0
MGH53_P9_C08	NA	black	0	0	4.5412
MGH53_P9_C09	NA	black	0	0	0.39177
MGH53_P9_C10	NA	black	0	2.5231	0
MGH53_P9_C11	NA	black	0	0	0
MGH53_P9_C12	NA	black	0	3.4603	0
MGH53_P9_D01	2.0132725754	blue	3	3.9845	3.9146
MGH53_P9_D02	0.00213648820295	red	1	1.5079	4.6725
MGH53_P9_D03	NA	black	0	0	0
MGH53_P9_D04	NA	black	0	0	0
MGH53_P9_D05	NA	black	0	0	0
MGH53_P9_D08	NA	black	0	0	0
MGH53_P9_D09	NA	black	0	0	0
MGH53_P9_D10	NA	black	0	2.8832	0
MGH53_P9_D11	NA	black	0	0	1.4579
MGH53_P9_D12	NA	black	0	0	0.19156
MGH53_P9_F04	NA	black	0	0	0
MGH53_P9_F05	NA	black	0	0	0
MGH53_P9_F06	NA	black	0	0	0
MGH53_P9_F07	NA	black	0	0	0
MGH53_P9_F08	NA	black	0	0	0
MGH53_P9_F09	NA	black	0	0	0
MGH53_P9_F10	NA	black	0	0	4.2641
MGH53_P9_F11	NA	black	0	0	4.513
MGH53_P9_F12	NA	black	0	0	2.0133
MGH53_P9_G01	0.0153433645949	red	1	1.5236	4.1908
MGH53_P9_G02	NA	black	0	3.8255	0
MGH53_P9_G03	NA	black	0	0	4.1158
MGH53_P9_G04	NA	black	0	0	0
MGH53_P9_G07	NA	black	0	0	5
MGH53_P9_G08	NA	black	0	0	0
MGH53_P9_G09	NA	black	0	0	0
MGH53_P9_G12	0.829360870286	red	1	0.54498	0.17377
MGH53_P9_H01	NA	black	0	3.3283	0
MGH53_P9_H02	NA	black	0	0	0
MGH53_P9_H03	NA	black	0	1.6645	0
MGH53_P9_H04	3.81062059757	black	0	4.1415	5.3474
MGH53_P9_H05	NA	black	0	0	3.8672
MGH53_P9_H06	NA	black	0	0	0
MGH53_P9_H07	NA	black	0	0	0
MGH53_P9_H08	NA	black	0	0	0
MGH53_P9_H09	NA	black	0	2.7761	0
