Cell_name	Zvalue	Color	Cluster	HDAC2	MYC
MGH36_P6_E12	-0.901731386642	green3	2	0.25701	4.4831
MGH36_P6_F01	NA	black	0	4.7918	0
MGH36_P6_F04	NA	black	0	0	0
MGH36_P6_F06	NA	black	0	0.10836	0
MGH36_P6_F07	-0.89345945087	green3	2	0.13488	4.4215
MGH36_P6_F08	NA	black	0	0	5.0588
MGH36_P6_F10	NA	black	0	0	0
MGH36_P6_F12	NA	black	0	0	0
MGH36_P6_G01	-0.0212752675141	green3	2	2.3832	3.7141
MGH36_P6_G02	NA	black	0	0	0
MGH36_P6_G03	NA	black	0	0.14143	0
MGH36_P6_G04	NA	black	0	0	0
MGH36_P6_G05	-0.822233107297	green3	2	3.3208	0.42331
MGH36_P6_G06	NA	black	0	0.10434	0
MGH36_P6_G07	NA	black	0	0.13881	0
MGH36_P6_G08	NA	black	0	0	5.4186
MGH36_P6_G09	NA	black	0	0	4.8827
MGH36_P6_G10	NA	black	0	0.053806	0
MGH36_P6_G11	NA	black	0	0.19535	0
MGH36_P6_G12	NA	black	0	4.4156	0
MGH36_P6_H06	NA	black	0	0.10702	0
MGH36_P6_H07	NA	black	0	0	0
MGH36_P6_H10	0.364480113024	green3	2	0.33113	2.9968
MGH36_P6_H12	-0.837178367874	green3	2	3.2672	0.1375
MGH36_P7_A01	NA	black	0	2.9098	0
MGH36_P7_A02	NA	black	0	0.074505	0
MGH36_P7_A03	NA	black	0	0.2302	0
MGH36_P7_A04	NA	black	0	1.2345	0
MGH36_P7_A06	NA	black	0	4.3726	0
MGH36_P7_A07	NA	black	0	0	0
MGH36_P7_A08	NA	black	0	0	0
MGH36_P7_A09	NA	black	0	0.15704	0
MGH36_P7_A10	NA	black	0	0	0
MGH36_P7_A11	NA	black	0	0.28214	0
MGH36_P7_A12	NA	black	0	2.4849	0
MGH36_P7_B01	NA	black	0	0.11237	0
MGH36_P7_B02	NA	black	0	3.7806	0
MGH36_P7_B03	NA	black	0	0	0
MGH36_P7_B04	NA	black	0	4.2353	0
MGH36_P7_B06	NA	black	0	0.20163	0
MGH36_P7_B07	0.620125971236	green3	2	0.33113	2.6875
MGH36_P7_B08	NA	black	0	0.20289	0
MGH36_P7_B09	NA	black	0	0.34369	0
MGH36_P7_B10	NA	black	0	5.1405	0
MGH36_P7_B11	NA	black	0	2.4038	0
MGH36_P7_B12	NA	black	0	0	0
MGH36_P7_C11	0.419404995713	green3	2	4.3731	4.1294
MGH36_P7_D01	NA	black	0	0	0
MGH36_P7_D02	NA	black	0	0.089498	0
MGH36_P7_D03	NA	black	0	0.088142	0
MGH36_P7_D05	NA	black	0	0.17632	0
MGH36_P7_D06	NA	black	0	1.8444	0
MGH36_P7_D07	-0.509448187861	green3	2	0.78241	4.2029
MGH36_P7_D08	NA	black	0	0.1137	0
MGH36_P7_D09	-0.737450274196	green3	2	4.3709	2.3374
MGH36_P7_D10	NA	black	0	3.5899	0
MGH36_P7_D11	NA	black	0	0.34483	0
MGH36_P7_E01	NA	black	0	0.16479	0
MGH36_P7_E03	NA	black	0	0	0
MGH36_P7_E04	NA	black	0	4.115	0
MGH36_P7_E05	NA	black	0	0	0
MGH36_P7_E07	NA	black	0	0	0
MGH36_P7_E08	NA	black	0	4.8795	0
MGH36_P7_E10	NA	black	0	4.3532	0
MGH36_P7_E12	NA	black	0	0.19283	0
MGH36_P7_F01	NA	black	0	0.15445	0
MGH36_P7_F02	2.88437718412	black	0	0.1375	0.1903
MGH36_P7_F03	NA	black	0	0	0
MGH36_P7_F04	NA	black	0	0.20289	0
MGH36_P7_F06	NA	black	0	3.3019	0
MGH36_P7_F08	NA	black	0	0	0
MGH36_P7_F09	0.108444594009	green3	2	0.051024	3.3173
MGH36_P7_F10	NA	black	0	4.1299	0
MGH36_P7_F11	NA	black	0	0	0
MGH36_P7_F12	NA	black	0	2.0479	0
MGH36_P7_G01	NA	black	0	0	0
MGH36_P7_G02	NA	black	0	3.5618	0
MGH36_P7_G03	NA	black	0	0.22527	0
MGH36_P7_G04	NA	black	0	0.13356	0
MGH36_P7_G05	NA	black	0	4.1208	0
MGH36_P7_G06	0.61117142677	green3	2	4.3332	4.4513
MGH36_P7_G08	NA	black	0	0.20038	0
MGH36_P7_G09	NA	black	0	4.3436	0
MGH36_P7_G10	NA	black	0	0	0
MGH36_P7_G11	NA	black	0	1.8278	0
MGH36_P7_H01	NA	black	0	0	0
MGH36_P7_H02	NA	black	0	0	0
MGH36_P7_H03	NA	black	0	0	0
MGH36_P7_H04	NA	black	0	3.7542	0
MGH36_P7_H07	NA	black	0	0.15575	0
MGH36_P7_H08	NA	black	0	0.28924	0
MGH36_P7_H10	NA	black	0	3.5935	0
MGH36_P7_H11	NA	black	0	0	0
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	-1.22449523768	green3	2	4.2229	1.4212
MGH36_P5_A03	NA	black	0	0	0
MGH36_P5_A05	NA	black	0	0	0
MGH36_P5_A06	NA	black	0	0.44996	0
MGH36_P5_A07	NA	black	0	0	3.7595
MGH36_P5_A08	NA	black	0	0.41576	0
MGH36_P5_A09	NA	black	0	4.1419	0
MGH36_P5_B02	NA	black	0	0.18523	0
MGH36_P5_B03	NA	black	0	1.433	0
MGH36_P5_B04	2.08095866056	black	0	0.14012	1.101
MGH36_P5_B05	NA	black	0	0.35614	0
MGH36_P5_B06	-3.89130438448	black	0	0.39177	8.1739
MGH36_P5_B07	NA	black	0	0.11636	0
MGH36_P5_B08	NA	black	0	0.094912	0
MGH36_P5_B09	NA	black	0	0	3.6766
MGH36_P5_B10	NA	black	0	0.052416	0
MGH36_P5_B11	NA	black	0	0.19661	0
MGH36_P5_C01	NA	black	0	0.41576	0
MGH36_P5_C02	2.89005926327	black	0	0.05797	0.28688
MGH36_P5_C03	NA	black	0	4.2508	0
MGH36_P5_C04	0.992425561433	green3	2	4.1481	5.258
MGH36_P5_C05	-0.257034627006	green3	2	1.7027	4.2223
MGH36_P5_C06	NA	black	0	0.11237	0
MGH36_P5_C09	NA	black	0	4.4073	0
MGH36_P5_C11	NA	black	0	0.22033	0
MGH36_P5_C12	1.14057358011	green3	2	0.15316	2.1545
MGH36_P5_D01	NA	black	0	0.44467	0
MGH36_P5_D02	-2.83984322907	black	0	0.27381	6.7341
MGH36_P5_D03	NA	black	0	2.8734	0
MGH36_P5_D04	-0.790688518503	green3	2	3.3044	0.47197
MGH36_P5_D06	NA	black	0	0.052416	0
MGH36_P5_D07	NA	black	0	0.36625	0
MGH36_P5_D08	0.515666111862	green3	2	0.07861	2.8738
MGH36_P5_D09	NA	black	0	1.7978	0
MGH36_P5_D11	NA	black	0	0.017209	0
MGH36_P5_D12	NA	black	0	0	0
MGH36_P5_E01	NA	black	0	0.92144	0
MGH36_P5_E02	NA	black	0	2.8643	0
MGH36_P5_E03	-1.78463039457	red	1	4.2472	0.53804
MGH36_P5_E05	NA	black	0	0.13488	0
MGH36_P5_E07	NA	black	0	0.20163	0
MGH36_P5_E08	0.990084402201	green3	2	4.8532	4.6955
MGH36_P5_E09	NA	black	0	0.28333	0
MGH36_P5_E10	-0.876400808313	green3	2	3.4053	0.55189
MGH36_P5_E11	NA	black	0	0.10702	0
MGH36_P5_F02	2.45068498068	black	0	0.16607	0.65168
MGH36_P5_F04	2.65333355002	black	0	0.064883	0.54003
MGH36_P5_F05	NA	black	0	0.14666	0
MGH36_P5_F06	NA	black	0	0.2558	0
MGH36_P5_F07	NA	black	0	2.9989	0
MGH36_P5_F08	-0.13357568707	green3	2	0.097611	3.5799
MGH36_P5_F09	2.16431864819	black	0	0.35276	0.77484
MGH36_P5_F10	NA	black	0	3.4007	0
MGH36_P5_F11	NA	black	0	0.066261	0
MGH36_P5_G01	NA	black	0	2.9424	0
MGH36_P5_G02	NA	black	0	0.0229	0
MGH36_P5_G04	NA	black	0	0	0.25942
MGH36_P5_G06	-2.16883453197	black	0	4.3247	0.071763
MGH36_P5_G07	NA	black	0	4.6651	0
MGH36_P5_G08	NA	black	0	0.30918	0
MGH36_P5_G09	NA	black	0	3.3169	0
MGH36_P5_G10	-1.39464308596	red	1	3.9761	0.72857
MGH36_P5_G11	NA	black	0	4.3206	0
MGH36_P5_H02	NA	black	0	0.30568	0
MGH36_P5_H03	2.31410771748	black	0	0.11636	0.86156
MGH36_P5_H05	NA	black	0	0.32884	0
MGH36_P5_H06	NA	black	0	0.056584	0
MGH36_P5_H07	NA	black	0	0.077243	0
MGH36_P5_H09	NA	black	0	0.26544	0
MGH36_P10_A02	NA	black	0	2.4803	0
MGH36_P10_A04	NA	black	0	2.3525	0
MGH36_P10_A05	NA	black	0	3.8	0
MGH36_P10_A06	NA	black	0	0.94486	0
MGH36_P10_A07	-0.00178644740253	green3	2	2.6787	3.3918
MGH36_P10_A09	NA	black	0	0	0
MGH36_P10_A11	NA	black	0	3.8849	0
MGH36_P10_A12	NA	black	0	1.5568	0
MGH36_P10_B01	-0.268116851254	green3	2	1.7106	4.2624
MGH36_P10_B03	0.00511365065176	green3	2	2.6351	4.0921
MGH36_P10_B05	-0.0319771238571	green3	2	2.8866	3.1514
MGH36_P10_B07	NA	black	0	0.94411	0
MGH36_P10_B08	-0.211212661023	green3	2	3.3077	2.6487
MGH36_P10_B10	NA	black	0	3.6271	0
MGH36_P10_B11	NA	black	0	0.41143	0
MGH36_P10_C01	NA	black	0	1.7816	0
MGH36_P10_C03	NA	black	0	0	0
MGH36_P10_C04	NA	black	0	0.20414	0
MGH36_P10_C06	2.31483881485	black	0	0.17632	0.7966
MGH36_P10_C07	NA	black	0	0.17249	0
MGH36_P10_C08	NA	black	0	1.7732	0
MGH36_P10_C09	NA	black	0	0	0
MGH36_P10_C10	NA	black	0	0.30801	0
MGH36_P10_C12	NA	black	0	4.0125	0
MGH36_P10_D01	NA	black	0	0	0
MGH36_P10_D02	NA	black	0	3.4476	0
MGH36_P10_D03	NA	black	0	0	3.3523
MGH36_P10_D04	NA	black	0	0.12168	0
MGH36_P10_D05	NA	black	0	5.0283	0
MGH36_P10_D07	NA	black	0	0	0
MGH36_P10_D09	-0.385109114096	green3	2	0.22157	3.877
MGH36_P10_D10	NA	black	0	0	4.3087
MGH36_P10_D11	-0.0361555867998	green3	2	2.7581	2.828
MGH36_P10_D12	-0.765039575398	green3	2	3.2392	0.28924
MGH36_P10_E02	-0.875599390561	green3	2	3.4171	0.59455
MGH36_P10_E03	NA	black	0	3.4069	0
MGH36_P10_E04	NA	black	0	0.5656	0
MGH36_P10_E05	NA	black	0	3.5017	0
MGH36_P10_E07	NA	black	0	0.096262	0
MGH36_P10_E10	NA	black	0	0	0
MGH36_P10_E11	NA	black	0	0	0.35389
MGH36_P10_E12	NA	black	0	0	0.20163
MGH36_P10_F02	-0.212477909662	green3	2	2.8235	1.0172
MGH36_P10_F03	NA	black	0	2.8657	0
MGH36_P10_F05	NA	black	0	4.0895	0
MGH36_P10_F06	NA	black	0	0.31034	0
MGH36_P10_F08	NA	black	0	0.11103	0
MGH36_P10_F09	NA	black	0	3.5563	0
MGH36_P10_F10	NA	black	0	0.049631	0
MGH36_P10_F11	NA	black	0	0	0
MGH36_P10_F12	NA	black	0	2.6292	0
MGH36_P10_G01	0.298058199308	green3	2	3.7182	4.2093
MGH36_P10_G02	NA	black	0	0	1.2259
MGH36_P10_G03	-0.548000959626	green3	2	0.096262	4.031
MGH36_P10_G05	NA	black	0	3.9916	0
MGH36_P10_G06	0.434447213401	green3	2	3.3221	5.1676
MGH36_P10_G07	0.000887227007076	green3	2	2.5979	2.9247
MGH36_P10_G08	-2.05621335282	black	0	0.10434	5.6694
MGH36_P10_G09	NA	black	0	3.6022	0
MGH36_P10_G10	NA	black	0	0	3.8116
MGH36_P10_G11	NA	black	0	2.7613	0
MGH36_P10_H01	NA	black	0	0.59072	0
MGH36_P10_H03	NA	black	0	0.62761	0
MGH36_P10_H04	NA	black	0	0.14405	0
MGH36_P10_H05	NA	black	0	0.9782	0
MGH36_P10_H06	NA	black	0	1.3835	0
MGH36_P10_H09	NA	black	0	0	0
MGH36_P10_H11	NA	black	0	2.409	0
MGH36_P10_H12	NA	black	0	0.7536	0
MGH36_P8_A01	NA	black	0	1.9819	0
MGH36_P8_A03	NA	black	0	0	0
MGH36_P8_A04	NA	black	0	1.6599	0
MGH36_P8_A06	0.0410466948978	green3	2	2.4449	2.7362
MGH36_P8_A07	0.799026120711	green3	2	0.14535	2.542
MGH36_P8_A08	0.100505205099	green3	2	3.3389	3.8442
MGH36_P8_A09	NA	black	0	0.21039	0
MGH36_P8_A11	NA	black	0	0	0
MGH36_P8_A12	NA	black	0	2.2265	0
MGH36_P8_B01	-0.0837408458313	green3	2	2.9707	2.8412
MGH36_P8_B02	NA	black	0	3.5719	0
MGH36_P8_B03	0.118096473288	green3	2	2.0129	2.9044
MGH36_P8_B04	NA	black	0	0	0
MGH36_P8_B05	-0.280052016785	green3	2	3.3252	2.4117
MGH36_P8_B08	NA	black	0	0	0
MGH36_P8_B09	NA	black	0	3.8716	0
MGH36_P8_B10	NA	black	0	2.7997	0
MGH36_P8_B11	NA	black	0	3.4082	0
MGH36_P8_B12	NA	black	0	0	0
MGH36_P8_C01	0.0322787540577	green3	2	2.537	1.8805
MGH36_P8_C02	NA	black	0	3.145	0
MGH36_P8_C03	NA	black	0	0	0
MGH36_P8_C05	NA	black	0	1.3397	0
MGH36_P8_C06	NA	black	0	4.2412	0
MGH36_P8_C09	NA	black	0	3.5863	0
MGH36_P8_C10	NA	black	0	1.1991	0
MGH36_P8_C12	NA	black	0	1.6392	0
MGH36_P8_D01	-0.354053291072	green3	2	4.2962	2.9032
MGH36_P8_D03	NA	black	0	3.967	0
MGH36_P8_D04	NA	black	0	2.5142	0
MGH36_P8_D05	NA	black	0	0	0
MGH36_P8_D07	NA	black	0	2.4813	0
MGH36_P8_D08	NA	black	0	2.4139	0
MGH36_P8_D09	NA	black	0	0.36289	0
MGH36_P8_D10	NA	black	0	3.2698	0
MGH36_P8_D11	-0.0328445948296	green3	2	2.6695	2.2324
MGH36_P8_D12	-1.09788763059	green3	2	3.8091	1.0122
MGH36_P8_E01	NA	black	0	2.9207	0
MGH36_P8_E02	NA	black	0	0	0
MGH36_P8_E03	NA	black	0	0.93357	0
MGH36_P8_E04	NA	black	0	3.5228	0
MGH36_P8_E05	-1.23169274731	green3	2	0.4844	5.0177
MGH36_P8_E06	NA	black	0	0	0
MGH36_P8_E08	-0.0573282791846	green3	2	3.1109	3.154
MGH36_P8_E10	NA	black	0	0.38847	0
MGH36_P8_F02	NA	black	0	4.0682	0
MGH36_P8_F04	NA	black	0	0.18142	0
MGH36_P8_F05	NA	black	0	0	3.7891
MGH36_P8_F07	NA	black	0	3.7932	0
MGH36_P8_F09	2.69868944629	black	0	0.14926	0.38736
MGH36_P8_G01	0.271934715709	green3	2	0.8844	3.0085
MGH36_P8_G02	NA	black	0	2.9428	0
MGH36_P8_G03	NA	black	0	0	0
MGH36_P8_G04	0.0889794396674	green3	2	4.0633	3.641
MGH36_P8_G05	NA	black	0	0.24853	0
MGH36_P8_G06	NA	black	0	0	1.9657
MGH36_P8_G07	1.16794440097	green3	2	1.3989	0.74244
MGH36_P8_G08	NA	black	0	2.7991	0
MGH36_P8_G09	NA	black	0	2.283	0
MGH36_P8_G10	-0.0108026190923	green3	2	2.4241	3.6174
MGH36_P8_G12	NA	black	0	3.9674	0
MGH36_P8_H01	-0.299842666325	green3	2	3.6688	2.7009
MGH36_P8_H03	NA	black	0	0	0
MGH36_P8_H04	NA	black	0	0	0
MGH36_P8_H06	0.313192660822	green3	2	3.0067	5.7273
MGH36_P8_H07	-0.838278023177	green3	2	0.20914	4.3899
MGH36_P8_H09	NA	black	0	0.14926	0
MGH36_P8_H10	NA	black	0	4.0451	0
MGH36_P8_H11	-0.0629434712472	green3	2	2.3042	4.0154
MGH36_P9_A01	0.0886026038617	green3	2	3.0379	4.0335
MGH36_P9_A02	NA	black	0	3.5947	0
MGH36_P9_A03	NA	black	0	0.13356	0
MGH36_P9_A05	NA	black	0	4.3166	0
MGH36_P9_A06	NA	black	0	0.46467	0
MGH36_P9_A07	NA	black	0	2.8653	0
MGH36_P9_A09	NA	black	0	0.98623	0
MGH36_P9_A10	-0.665061201167	green3	2	0.123	4.1662
MGH36_P9_A11	NA	black	0	2.826	0
MGH36_P9_A12	NA	black	0	0	0
MGH36_P9_B01	-0.207558134718	green3	2	3.1892	2.5023
MGH36_P9_B04	NA	black	0	2.5893	0
MGH36_P9_B06	NA	black	0	1.9968	0
MGH36_P9_B07	NA	black	0	0	1.3265
MGH36_P9_B08	NA	black	0	1.86	0
MGH36_P9_B09	NA	black	0	0	0
MGH36_P9_B10	NA	black	0	2.9538	0
MGH36_P9_B11	-0.448315034132	green3	2	3.6134	2.2615
MGH36_P9_B12	NA	black	0	1.3713	0
MGH36_P9_C01	NA	black	0	3.9781	0
MGH36_P9_C02	NA	black	0	3.4338	0
MGH36_P9_C03	NA	black	0	4.1496	0
MGH36_P9_C05	NA	black	0	0	0.38736
MGH36_P9_C07	NA	black	0	0.12168	0
MGH36_P9_C08	-0.113505928205	green3	2	2.9549	2.5881
MGH36_P9_C09	NA	black	0	0	0
MGH36_P9_C11	NA	black	0	3.7561	0
MGH36_P9_C12	NA	black	0	3.9064	0
MGH36_P9_D05	0.554368142175	green3	2	0.24489	2.7908
MGH36_P9_D07	NA	black	0	0	4.4016
MGH36_P9_D08	NA	black	0	0	0
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0.59837	0
MGH36_P9_D11	NA	black	0	0	0
MGH36_P9_E01	NA	black	0	0	0
MGH36_P9_E02	NA	black	0	3.2956	0
MGH36_P9_E03	-0.327597851501	green3	2	0.090853	3.7904
MGH36_P9_E04	-0.190633781347	green3	2	2.8456	1.4265
MGH36_P9_E05	0.0422477983871	green3	2	2.3978	2.8908
MGH36_P9_E06	0.0152173901829	green3	2	2.8785	3.6161
MGH36_P9_E07	0.128191081632	green3	2	0.25338	3.2863
MGH36_P9_E08	NA	black	0	2.4351	0
MGH36_P9_E10	NA	black	0	0	4.5705
MGH36_P9_E11	NA	black	0	0.14796	0
MGH36_P9_E12	NA	black	0	0.34937	0
MGH36_P9_F02	NA	black	0	4.3506	0
MGH36_P9_F03	NA	black	0	3.8754	0
MGH36_P9_F04	NA	black	0	0	4.3383
MGH36_P9_F08	0.0769796456168	green3	2	2.5105	0.41359
MGH36_P9_F09	-2.62987485149	black	0	0.074505	6.2547
MGH36_P9_F10	NA	black	0	2.3216	0
MGH36_P9_F11	0.0711622066495	green3	2	3.1085	3.8555
MGH36_P9_F12	NA	black	0	1.988	0
MGH36_P9_G03	0.0485399613175	green3	2	2.7152	4.8542
MGH36_P9_G04	0.0108225965114	green3	2	2.5663	2.5556
MGH36_P9_G05	NA	black	0	0	3.6987
MGH36_P9_G06	NA	black	0	3.7225	0
MGH36_P9_G07	NA	black	0	0.83835	0
MGH36_P9_G08	-0.728453302395	green3	2	3.8202	1.8452
MGH36_P9_G09	NA	black	0	0	3.6839
MGH36_P9_G10	0.146609696744	green3	2	2.3083	2.0535
MGH36_P9_G11	-0.384099696894	green3	2	3.5558	2.3707
MGH36_P9_H01	NA	black	0	5.0978	0
MGH36_P9_H02	-0.337104786734	green3	2	2.8999	0.56267
MGH36_P9_H03	NA	black	0	3.3762	0
MGH36_P9_H04	NA	black	0	0.18777	0
MGH36_P9_H06	NA	black	0	3.9129	0
MGH36_P9_H07	NA	black	0	1.726	0
MGH36_P9_H08	NA	black	0	2.9373	0
MGH36_P9_H10	NA	black	0	1.4756	0
MGH36_P9_H11	0.605842931326	green3	2	0.25096	2.729
MGH36_P9_H12	NA	black	0	0	0
MGH36_P2_A01	NA	black	0	0.35614	0
MGH36_P2_A03	0.0217678885784	green3	2	3.4334	3.5394
MGH36_P2_A04	NA	black	0	0.2228	0
MGH36_P2_A05	NA	black	0	1.9218	0
MGH36_P2_A06	NA	black	0	3.5372	0
MGH36_P2_A07	NA	black	0	3.233	0
MGH36_P2_A08	2.03219705968	black	0	0.20914	1.0902
MGH36_P2_A11	NA	black	0	0.12433	0
MGH36_P2_B03	NA	black	0	3.0016	0
MGH36_P2_B04	0.118457108524	green3	2	2.9169	4.5439
MGH36_P2_B05	NA	black	0	0.69332	0
MGH36_P2_B06	-0.0600981471258	green3	2	2.8877	2.8856
MGH36_P2_B07	NA	black	0	3.2534	0
MGH36_P2_B08	0.880496710565	green3	2	0.36177	2.3573
MGH36_P2_B09	NA	black	0	2.9791	0
MGH36_P2_B10	NA	black	0	0.077243	0
MGH36_P2_B11	NA	black	0	2.228	0
MGH36_P2_B12	NA	black	0	3.2085	0
MGH36_P2_C02	NA	black	0	0.26424	0
MGH36_P2_C03	NA	black	0	0.04684	0
MGH36_P2_C04	NA	black	0	3.1718	0
MGH36_P2_C07	NA	black	0	0.090853	0
MGH36_P2_C08	-0.0935911612421	green3	2	2.6713	0.60217
MGH36_P2_C09	-0.812018636421	green3	2	0.11636	4.325
MGH36_P2_C10	NA	black	0	0.14535	0
MGH36_P2_C11	-0.0347486023601	green3	2	2.8074	2.9953
MGH36_P2_C12	NA	black	0	0.17249	0
MGH36_P2_D01	NA	black	0	0	0
MGH36_P2_D02	NA	black	0	3.2752	0
MGH36_P2_D04	NA	black	0	0.27739	0
MGH36_P2_D05	NA	black	0	3.113	0
MGH36_P2_D06	-0.322109961768	green3	2	1.7386	4.4555
MGH36_P2_D07	NA	black	0	0.3173	0
MGH36_P2_D08	0.367986685029	green3	2	0.037031	3.0405
MGH36_P2_D09	NA	black	0	3.8474	0
MGH36_P2_D10	NA	black	0	0.082703	0
MGH36_P2_D11	-0.79673772062	green3	2	0.34823	4.3995
MGH36_P2_E01	-0.0601832116779	green3	2	2.286	3.9616
MGH36_P2_E02	NA	black	0	0.12565	0
MGH36_P2_E03	NA	black	0	0.10969	0
MGH36_P2_E04	0.0713810371428	green3	2	3.033	3.9269
MGH36_P2_E06	NA	black	0	0.15963	0
MGH36_P2_E07	-1.02272415104	green3	2	0.123	4.5583
MGH36_P2_E08	NA	black	0	3.2929	0
MGH36_P2_E09	0.00956230476209	green3	2	2.5756	2.1253
MGH36_P2_E10	NA	black	0	0.060739	0
MGH36_P2_F02	0.121071589684	green3	2	3.2185	4.0119
MGH36_P2_F03	-1.7022089132	red	1	0.088142	5.2748
MGH36_P2_F04	NA	black	0	2.7751	0
MGH36_P2_F06	NA	black	0	0.067639	0
MGH36_P2_F07	-0.216765708224	green3	2	2.7991	0.71721
MGH36_P2_F08	1.42538931239	blue	3	1.4276	0.044044
MGH36_P2_F10	NA	black	0	0.20038	0
MGH36_P2_F11	NA	black	0	2.9252	0
MGH36_P2_F12	NA	black	0	0.2762	0
MGH36_P2_G01	NA	black	0	0	0
MGH36_P2_G02	NA	black	0	2.9782	0
MGH36_P2_G03	NA	black	0	3.2934	0
MGH36_P2_G04	NA	black	0	0.03984	0
MGH36_P2_G05	3.02953030586	black	0	0.08134	0.10165
MGH36_P2_G07	NA	black	0	1.829	0
MGH36_P2_G08	NA	black	0	0.08134	0
MGH36_P2_G09	-0.557914006593	green3	2	3.0416	0.16607
MGH36_P2_G11	NA	black	0	0.064883	0
MGH36_P2_G12	NA	black	0	0.18396	0
MGH36_P2_H01	NA	black	0	0	0
MGH36_P2_H02	NA	black	0	2.6292	0
MGH36_P2_H03	NA	black	0	3.6881	0
MGH36_P2_H04	NA	black	0	3.0272	0
MGH36_P2_H05	0.141004927108	green3	2	3.2766	4.0471
MGH36_P2_H06	NA	black	0	0.045443	0
MGH36_P2_H07	NA	black	0	4.2337	0
MGH36_P2_H10	NA	black	0	0.052416	0
MGH53_P5_A02	NA	black	0	0	4.9225
MGH53_P5_A03	NA	black	0	2.2363	0
MGH53_P5_A04	NA	black	0	4.0988	0
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	3.9257	0
MGH53_P5_A08	NA	black	0	0	0
MGH53_P5_A09	NA	black	0	0.23266	0
MGH53_P5_A11	-0.278369720218	green3	2	0.98623	3.9121
MGH53_P5_B01	NA	black	0	3.5308	0
MGH53_P5_B03	-0.968260026685	green3	2	3.7828	1.251
MGH53_P5_B04	-1.51756458475	red	1	4.224	0.93734
MGH53_P5_B05	NA	black	0	3.6515	0
MGH53_P5_B06	NA	black	0	0.2558	0
MGH53_P5_B07	2.84328452667	black	0	0.064883	0.32998
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	0	3.5004
MGH53_P5_B10	NA	black	0	3.1916	0
MGH53_P5_B11	NA	black	0	4.6554	0
MGH53_P5_B12	2.03833900727	black	0	5.4731	5.4507
MGH53_P5_C01	0.538712195786	green3	2	0.70221	2.6624
MGH53_P5_C02	NA	black	0	3.8835	0
MGH53_P5_C03	NA	black	0	3.6257	0
MGH53_P5_C04	-1.52307054934	red	1	4.6009	1.4038
MGH53_P5_C05	NA	black	0	0	0
MGH53_P5_C06	NA	black	0	4.9687	0
MGH53_P5_C07	NA	black	0	0	5.1332
MGH53_P5_C08	NA	black	0	0.8883	0
MGH53_P5_C09	NA	black	0	3.4622	0
MGH53_P5_C10	NA	black	0	2.7355	0
MGH53_P5_C11	0.37941850947	green3	2	3.4114	4.7787
MGH53_P5_D01	NA	black	0	2.8051	0
MGH53_P5_D02	NA	black	0	6.3911	0
MGH53_P5_D04	NA	black	0	3.9674	0
MGH53_P5_D05	-0.146852024062	green3	2	3.1414	2.7207
MGH53_P5_D07	NA	black	0	2.8484	0
MGH53_P5_D08	NA	black	0	0	0
MGH53_P5_D09	NA	black	0	0	0
MGH53_P5_D11	1.66869632251	blue	3	4.7706	5.6145
MGH53_P5_E01	0.329592448072	green3	2	3.0664	5.5129
MGH53_P5_E02	NA	black	0	0	0
MGH53_P5_E03	NA	black	0	4.6896	0
MGH53_P5_E04	NA	black	0	0	1.2443
MGH53_P5_E06	NA	black	0	0	0
MGH53_P5_E08	NA	black	0	4.3464	0
MGH53_P5_E09	NA	black	0	1.3835	0
MGH53_P5_E11	2.09315663904	black	0	5.3946	5.5606
MGH53_P5_F01	2.89024483319	black	0	4.7835	7.1838
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0.36401	0
MGH53_P5_F06	NA	black	0	4.7491	0
MGH53_P5_F07	NA	black	0	3.2476	0
MGH53_P5_F08	NA	black	0	0	0
MGH53_P5_F10	NA	black	0	4.801	0
MGH53_P5_F11	NA	black	0	3.8637	0
MGH53_P5_G01	0.62533759827	green3	2	3.7754	4.9542
MGH53_P5_G04	NA	black	0	3.3047	0
MGH53_P5_G05	-0.571543869484	green3	2	1.9624	5.8042
MGH53_P5_G07	-1.66614068637	red	1	1.2141	6.6588
MGH53_P5_G08	NA	black	0	0.18903	0
MGH53_P5_G09	NA	black	0	3.1327	0
MGH53_P5_G10	NA	black	0	0.99783	0
MGH53_P5_G11	NA	black	0	0	0
MGH53_P5_H02	NA	black	0	5.459	0
MGH53_P5_H03	NA	black	0	0.78994	0
MGH53_P5_H04	NA	black	0	0	0
MGH53_P5_H05	NA	black	0	0.42761	0
MGH53_P5_H07	NA	black	0	0	2.7435
MGH53_P5_H08	NA	black	0	1.6098	0
MGH53_P5_H10	NA	black	0	4.2216	0
MGH53_P5_H11	NA	black	0	4.4151	0
MGH53_P6_A01	NA	black	0	0.18015	0
MGH53_P6_A02	NA	black	0	0.2228	0
MGH53_P6_A03	NA	black	0	0.123	0
MGH53_P6_A04	NA	black	0	4.2452	0
MGH53_P6_A05	NA	black	0	0.14666	0
MGH53_P6_A06	1.36808813691	blue	3	4.4668	5.5144
MGH53_P6_A07	1.56911090806	blue	3	4.841	5.4224
MGH53_P6_A08	NA	black	0	0	0
