Cell_name	Zvalue	Color	Cluster	CREB1	FLT1
MGH53_P11_C04	NA	black	0	2.5876	0
MGH53_P11_C05	NA	black	0	0.25217	0
MGH53_P11_C06	NA	black	0	0.11103	0
MGH53_P11_C07	-0.0998534663769	red	1	1.3846	0.26544
MGH53_P11_C08	NA	black	0	2.8466	0
MGH53_P11_C09	-0.216068034947	red	1	1.3127	0.02148
MGH53_P11_C10	NA	black	0	0	0.21785
MGH53_P11_C11	NA	black	0	0.19661	0
MGH53_P11_C12	NA	black	0	0.12565	0
MGH53_P11_D01	NA	black	0	0	0.17887
MGH53_P11_D02	NA	black	0	1.5661	0
MGH53_P11_D03	0.266921399455	red	1	0.084064	0.26664
MGH53_P11_D04	NA	black	0	2.9256	0
MGH53_P11_D05	-0.024304956668	red	1	0.34596	0.42975
MGH53_P11_D07	NA	black	0	0	0
MGH53_P11_D08	-0.046069690455	red	1	0.18015	0.43723
MGH53_P11_D09	NA	black	0	3.632	0
MGH53_P11_D10	NA	black	0	0	0
MGH53_P11_D11	NA	black	0	0.38736	0
MGH53_P11_D12	NA	black	0	0	0.16993
MGH53_P11_E01	NA	black	0	0	0.16092
MGH53_P11_E02	NA	black	0	0	0
MGH53_P11_E04	0.371720736104	red	1	0.066261	0.21288
MGH53_P11_E06	NA	black	0	1.5955	0
MGH53_P11_E08	NA	black	0	0	0
MGH53_P11_E09	NA	black	0	0	0
MGH53_P11_E10	NA	black	0	0	0.29278
MGH53_P11_E11	-1.15670839161	red	1	3.6645	0.22033
MGH53_P11_E12	0.281470581484	red	1	0.27739	0.2228
MGH53_P11_F01	-0.00715353212725	red	1	0.04684	0.41251
MGH53_P11_F02	NA	black	0	0	0
MGH53_P11_F03	-0.285034871803	red	1	0.18903	0.57531
MGH53_P11_F04	0.25822206585	red	1	0.56462	0.13488
MGH53_P11_F05	-0.989486086115	red	1	3.117	0.19535
MGH53_P11_F07	0.418873090438	red	1	0.12961	0.17249
MGH53_P11_F10	NA	black	0	0	0.21039
MGH53_P11_F11	NA	black	0	0	0
MGH53_P11_F12	NA	black	0	0	0
MGH53_P11_G01	0.269169913864	red	1	0.028569	0.27262
MGH53_P11_G02	0.147121853541	red	1	0.36065	0.30334
MGH53_P11_G03	NA	black	0	0	0
MGH53_P11_G04	NA	black	0	2.6057	0
MGH53_P11_G05	NA	black	0	2.0032	0
MGH53_P11_G06	-0.276077134168	red	1	0.1903	0.57046
MGH53_P11_G07	NA	black	0	0	0.12961
MGH53_P11_G08	NA	black	0	0.05797	0
MGH53_P11_G09	NA	black	0	0.049631	0
MGH53_P11_G10	-1.02112426497	red	1	2.9764	0.16736
MGH53_P11_G11	0.319712095695	red	1	0.2857	0.19409
MGH53_P11_G12	0.0893250669584	red	1	0.7866	0.24489
MGH53_P11_H01	0.291613411702	red	1	0.43403	0.16607
MGH53_P11_H02	NA	black	0	0.18015	0
MGH53_P11_H04	0.314495986537	red	1	0.32423	0.1865
MGH53_P11_H05	NA	black	0	0.6332	0
MGH53_P11_H06	NA	black	0	0.75958	0
MGH53_P11_H07	0.562950392612	red	1	0.035624	0.1177
MGH53_P11_H08	NA	black	0	0	0.45523
MGH53_P11_H09	NA	black	0	0.44148	0
MGH53_P11_H10	-0.00655185789528	red	1	0.1375	0.41359
MGH53_P11_H11	0.0689881577222	red	1	0.12168	0.37184
MGH53_P11_H12	0.389378230991	red	1	0.049631	0.20664
MGH53_P9_A01	NA	black	0	0	0
MGH53_P9_A02	NA	black	0	0	0
MGH53_P9_A03	NA	black	0	0.11636	0
MGH53_P9_A04	0.166257225698	red	1	0.32884	0.29396
MGH53_P9_A05	-0.668932772997	red	1	3.1114	0.27501
MGH53_P9_A06	NA	black	0	1.1097	0
MGH53_P9_A07	NA	black	0	0	0
MGH53_P9_A08	0.394812410302	red	1	2.8817	0.5568
MGH53_P9_A09	0.552072808772	red	1	2.5074	0.64155
MGH53_P9_A10	NA	black	0	0.18777	0
MGH53_P9_A11	NA	black	0	0	0
MGH53_P9_A12	NA	black	0	0	0
MGH53_P9_B01	NA	black	0	0	0
MGH53_P9_B02	NA	black	0	0	0
MGH53_P9_B03	NA	black	0	2.0824	0
MGH53_P9_B04	NA	black	0	0	0.38515
MGH53_P9_B05	0.271824964231	red	1	2.8777	0.52105
MGH53_P9_B06	NA	black	0	0	0
MGH53_P9_B07	NA	black	0	3.5886	0
MGH53_P9_B08	NA	black	0	0.084064	0
MGH53_P9_B09	NA	black	0	0	0.21785
MGH53_P9_B11	NA	black	0	2.7086	0
MGH53_P9_B12	-0.272035539282	red	1	2.71	0.35389
MGH53_P9_C01	NA	black	0	0.9313	0
MGH53_P9_C02	NA	black	0	0	0.79577
MGH53_P9_C03	NA	black	0	0	0.3774
MGH53_P9_C04	NA	black	0	0	0
MGH53_P9_C05	NA	black	0	2.7422	0
MGH53_P9_C06	NA	black	0	1.537	0
MGH53_P9_C07	-0.00697755698221	red	1	1.4238	0.41468
MGH53_P9_C08	NA	black	0	0	0
MGH53_P9_C09	NA	black	0	0.086784	0
MGH53_P9_C10	NA	black	0	3.2501	0
MGH53_P9_C11	NA	black	0	2.5278	0
MGH53_P9_C12	NA	black	0	0.2228	0
MGH53_P9_D01	NA	black	0	0	0
MGH53_P9_D02	NA	black	0	0	1.2351
MGH53_P9_D03	NA	black	0	0	0
MGH53_P9_D04	-0.12916327096	red	1	0.16092	0.48336
MGH53_P9_D05	NA	black	0	0	0
MGH53_P9_D08	NA	black	0	2.7334	0
MGH53_P9_D09	NA	black	0	0.21039	0
MGH53_P9_D10	NA	black	0	2.7916	0
MGH53_P9_D11	NA	black	0	0	0
MGH53_P9_D12	NA	black	0	0	0.46153
MGH53_P9_F04	NA	black	0	0.082703	0
MGH53_P9_F05	NA	black	0	0.089498	0
MGH53_P9_F06	NA	black	0	0.12035	0
MGH53_P9_F07	NA	black	0	0	0
MGH53_P9_F08	NA	black	0	2.1444	0
MGH53_P9_F09	NA	black	0	0.079975	0
MGH53_P9_F10	NA	black	0	0.2762	0
MGH53_P9_F11	NA	black	0	0.16479	0
MGH53_P9_F12	NA	black	0	0	0
MGH53_P9_G01	NA	black	0	0	0
MGH53_P9_G02	NA	black	0	1.4668	0
MGH53_P9_G03	-0.743387726714	red	1	3.2171	0.26664
MGH53_P9_G04	0.221312121588	red	1	0.092207	0.29042
MGH53_P9_G07	NA	black	0	0	0
MGH53_P9_G08	NA	black	0	0	0
MGH53_P9_G09	NA	black	0	0.13619	0
MGH53_P9_G12	NA	black	0	0	0.42868
MGH53_P9_H01	NA	black	0	0	0.24732
MGH53_P9_H02	0.610171406495	red	1	2.3818	0.68437
MGH53_P9_H03	NA	black	0	0	0
MGH53_P9_H04	NA	black	0	0	0
MGH53_P9_H05	NA	black	0	0	0.46989
MGH53_P9_H06	0.636508272576	red	1	3.2488	0.60027
MGH53_P9_H07	NA	black	0	2.4468	0
MGH53_P9_H08	-0.635254838026	red	1	3.7278	0.32769
MGH53_P9_H09	-0.379393343856	red	1	2.0803	0.24001
MGH53_P9_H10	NA	black	0	0	0
MGH53_P9_H11	NA	black	0	0	0.47923
MGH53_P9_H12	-0.316791880331	red	1	1.7966	0.20789
MGH53_P4_A07	NA	black	0	2.4766	0
MGH53_P4_B01	-0.253437110412	red	1	0.19156	0.55778
MGH53_P4_B02	-0.0636653955771	red	1	0.12565	0.44467
MGH53_P4_B08	0.268811501127	red	1	2.8815	0.52005
MGH53_P4_B09	0.217048907957	red	1	0.04684	0.29748
MGH53_P4_B10	-0.031158569662	red	1	1.3156	0.3584
MGH53_P4_B11	NA	black	0	0.31846	0
MGH53_P4_C03	NA	black	0	0.82212	0
MGH53_P4_C11	NA	black	0	0.15834	0
MGH53_P4_C12	NA	black	0	0	0
MGH53_P4_D04	NA	black	0	0	0.57918
MGH53_P4_D05	NA	black	0	0	0.22157
MGH53_P4_D09	NA	black	0	0	0.17377
MGH53_P4_E01	NA	black	0	0.79494	0
MGH53_P4_E02	-0.96249488685	red	1	0.12168	0.90997
MGH53_P4_E07	NA	black	0	0	0.38847
MGH53_P4_E08	0.194981457885	red	1	0.53406	0.21909
MGH53_P4_E09	0.795822645718	red	1	4.0422	0.59646
MGH53_P4_F01	NA	black	0	0.084064	0
MGH53_P4_F02	0.0360282330782	red	1	0.2461	0.38847
MGH53_P4_F08	-0.239359613166	red	1	2.2895	0.33342
MGH53_P4_F11	NA	black	0	0	0.74416
MGH53_P4_G02	NA	black	0	0.15056	0
MGH53_P4_G05	0.268440447171	red	1	0.086784	0.26544
MGH53_P4_G07	0.317500553988	red	1	0.07861	0.24001
MGH53_P4_G08	-0.0381065602403	red	1	2.6348	0.42653
MGH53_P4_G09	-1.6247235257	black	0	3.6567	0.12697
MGH53_P4_H10	NA	black	0	3.3981	0
MGH53_P4_H11	0.184742096142	red	1	0.12829	0.30685
MGH53_P4_H12	0.193308780308	red	1	0.053806	0.30918
MGH54_P14_A01	NA	black	0	2.5102	0
MGH54_P14_A02	NA	black	0	0	0
MGH54_P14_A03	NA	black	0	0	0
MGH54_P14_A04	NA	black	0	0	0.23879
MGH54_P14_A05	NA	black	0	0.084064	0
MGH54_P14_A06	NA	black	0	0	0.44255
MGH54_P14_A07	NA	black	0	0	0
MGH54_P14_A08	-0.612771085016	red	1	3.0079	0.27977
MGH54_P14_A09	NA	black	0	0	0
MGH54_P14_A10	-0.274617187818	red	1	2.3813	0.32769
MGH54_P14_A11	NA	black	0	0	0.30801
MGH54_P14_A12	NA	black	0	0	0
MGH54_P14_B01	NA	black	0	0.86869	0
MGH54_P14_B02	NA	black	0	0	0
MGH54_P14_B03	NA	black	0	0.12168	0
MGH54_P14_B04	-0.174826927631	red	1	0.086784	0.5008
MGH54_P14_B05	NA	black	0	0.096262	0
MGH54_P14_B06	NA	black	0	0	0
MGH54_P14_B07	NA	black	0	0	0
MGH54_P14_B08	NA	black	0	1.959	0
MGH54_P14_B09	NA	black	0	0.8504	0
MGH54_P14_B10	NA	black	0	0	0
MGH54_P14_B11	NA	black	0	0	0
MGH54_P14_B12	NA	black	0	0	0
MGH54_P14_C01	0.0134592381176	red	1	0.98841	0.32769
MGH54_P14_C02	1.05182066105	green3	2	3.8842	0.65076
MGH54_P14_C03	-0.31318304939	red	1	2.8716	0.35163
MGH54_P14_C04	NA	black	0	2.9373	0
MGH54_P14_C05	-0.222827250722	red	1	1.4787	0.15704
MGH54_P14_C06	NA	black	0	0	0
MGH54_P14_C07	NA	black	0	2.6079	0
MGH54_P14_C08	NA	black	0	0	0
MGH54_P14_C09	NA	black	0	0	0
MGH54_P14_C10	NA	black	0	0.11503	0
MGH54_P14_C11	NA	black	0	0	0
MGH54_P14_C12	NA	black	0	0	0
MGH54_P14_D01	NA	black	0	0	0.68257
MGH54_P14_D02	NA	black	0	0	0
MGH54_P14_D03	NA	black	0	0	0.40708
MGH54_P14_D04	NA	black	0	0	0
MGH54_P14_D05	NA	black	0	0	0.41576
MGH54_P14_D06	NA	black	0	0	0
MGH54_P14_D07	-0.588059695364	red	1	2.7179	0.2558
MGH54_P14_D08	NA	black	0	0	0.70841
MGH54_P14_D09	NA	black	0	0.16092	0
MGH54_P14_D10	0.124852451888	red	1	0.43936	0.30918
MGH54_P14_D11	-0.306164759598	red	1	3.8203	0.39506
MGH54_P14_D12	NA	black	0	0.72509	0
MGH54_P14_E01	0.401369560116	red	1	1.538	0.93433
MGH54_P14_E02	NA	black	0	0	0
MGH54_P14_E03	NA	black	0	0	0.30685
MGH54_P14_E04	NA	black	0	0	0
MGH54_P14_E05	NA	black	0	0	0.29514
MGH54_P14_E06	NA	black	0	0.071763	0
MGH54_P14_E07	NA	black	0	0	0
MGH54_P14_E08	NA	black	0	0	0
MGH54_P14_E09	NA	black	0	0	0.09356
MGH54_P14_E10	NA	black	0	0	0
MGH54_P14_E11	NA	black	0	2.6592	0
MGH54_P14_E12	NA	black	0	0.24123	0
MGH54_P14_F01	NA	black	0	0	0
MGH54_P14_F02	NA	black	0	0	0.584
MGH54_P14_F03	NA	black	0	0.15056	0
MGH54_P14_F04	0.172658400873	red	1	0.1003	0.31615
MGH54_P14_F06	NA	black	0	0	0
MGH54_P14_F07	NA	black	0	0	0
MGH54_P14_F08	-0.00402109787712	red	1	1.1296	0.38626
MGH54_P14_F09	NA	black	0	0	0.38184
MGH54_P14_F10	NA	black	0	0	0
MGH54_P14_F11	NA	black	0	0	0.3173
MGH54_P14_G01	NA	black	0	0	0
MGH54_P14_G02	NA	black	0	2.9564	0
MGH54_P14_G03	0.0194909879498	red	1	3.9675	0.45838
MGH54_P14_G04	NA	black	0	0	1.0779
MGH54_P14_G05	0.0434795410482	red	1	0.66812	0.35952
MGH54_P14_G06	NA	black	0	0	0
MGH54_P14_G07	NA	black	0	0	0
MGH54_P14_G08	NA	black	0	0.15445	0
MGH54_P14_G09	NA	black	0	1.1622	0
MGH54_P14_G10	NA	black	0	0	0
MGH54_P14_G11	NA	black	0	0	0
MGH54_P14_G12	NA	black	0	0	0
MGH54_P14_H01	NA	black	0	0	0
MGH54_P14_H02	NA	black	0	0	0
MGH54_P14_H03	NA	black	0	0	0
MGH54_P14_H04	NA	black	0	0.2461	0
MGH54_P14_H05	NA	black	0	0	0
MGH54_P14_H06	-0.0763778507236	red	1	1.54	0.34255
MGH54_P14_H07	NA	black	0	0	0
MGH54_P14_H08	NA	black	0	0	0
MGH54_P14_H09	NA	black	0	0.1137	0
MGH54_P14_H10	NA	black	0	0	0.2857
MGH54_P14_H11	NA	black	0	0	0
MGH54_P14_H12	NA	black	0	0.20789	0
MGH54_P15_A02	-0.604401336308	red	1	0.27977	0.78994
MGH54_P15_A03	NA	black	0	0.24489	0
MGH54_P15_A04	NA	black	0	2.1606	0
MGH54_P15_A05	NA	black	0	0	0
MGH54_P15_A06	NA	black	0	0	0
MGH54_P15_A07	NA	black	0	0	0
MGH54_P15_A08	NA	black	0	2.7088	0
MGH54_P15_A09	0.280576090918	red	1	0.082703	0.25942
MGH54_P15_A10	-0.105918009705	red	1	0.15575	0.46989
MGH54_P15_A11	NA	black	0	0	0.35276
MGH54_P15_A12	NA	black	0	0.14143	0
MGH54_P15_B01	NA	black	0	0	0
MGH54_P15_B02	NA	black	0	0	0
MGH54_P15_B03	NA	black	0	0	0
MGH54_P15_B04	NA	black	0	0	0
MGH54_P15_B05	NA	black	0	0	0
MGH54_P15_B06	NA	black	0	0	0.4813
MGH54_P15_B07	NA	black	0	0.25942	0
MGH54_P15_B09	NA	black	0	0	0
MGH54_P15_B10	0.127753377601	red	1	0.60407	0.26903
MGH54_P15_B11	NA	black	0	2.8873	0
MGH54_P15_C01	NA	black	0	0	0
MGH54_P15_C02	NA	black	0	0.26903	0
MGH54_P15_C03	NA	black	0	0	0
MGH54_P15_C04	NA	black	0	0.37072	0
MGH54_P15_C05	NA	black	0	0.47093	0
MGH54_P15_C06	NA	black	0	0.83269	0
MGH54_P15_C07	-0.0913188741078	red	1	0.15316	0.46153
MGH54_P15_C08	NA	black	0	0.21661	0
MGH54_P15_C09	NA	black	0	0	0
MGH54_P15_C10	NA	black	0	0.7137	0
MGH54_P15_C11	NA	black	0	0	0
MGH54_P15_C12	NA	black	0	0.09356	0
MGH54_P15_D01	NA	black	0	0	0
MGH54_P15_D02	NA	black	0	0	0
MGH54_P15_D03	NA	black	0	0	0
MGH54_P15_D04	NA	black	0	0	0
MGH54_P15_D05	NA	black	0	0	0.36065
MGH54_P15_D07	NA	black	0	0	0
MGH54_P15_D08	NA	black	0	0	0.99059
MGH54_P15_D09	NA	black	0	0.11636	0
MGH54_P15_D10	NA	black	0	0	0.4049
MGH54_P15_D11	NA	black	0	0	0
MGH54_P15_D12	NA	black	0	0.088142	0
MGH54_P15_E01	NA	black	0	2.201	0
MGH54_P15_E02	NA	black	0	0.28688	0
MGH54_P15_E03	NA	black	0	1.4792	0
MGH54_P15_E04	NA	black	0	1.8016	0
MGH54_P15_E05	NA	black	0	0.18015	0
MGH54_P15_E06	NA	black	0	0.123	0
MGH54_P15_E07	NA	black	0	0	0
MGH54_P15_E08	-0.66772071828	red	1	0.43936	0.92067
MGH54_P15_E09	NA	black	0	0.38294	0
MGH54_P15_E10	NA	black	0	0	0.77737
MGH54_P15_E11	NA	black	0	4.2918	0
MGH54_P15_E12	NA	black	0	2.6381	0
MGH54_P15_F01	NA	black	0	0	0
MGH54_P15_F02	NA	black	0	0	0
MGH54_P15_F03	NA	black	0	2.1935	0
MGH54_P15_F04	NA	black	0	0.45838	0
MGH54_P15_F05	-0.0096460073477	red	1	1.0179	0.49876
MGH54_P15_F06	0.357812014213	red	1	0.031395	0.22651
MGH54_P15_F07	NA	black	0	0.17505	0
MGH54_P15_F08	NA	black	0	0	0
MGH54_P15_F09	NA	black	0	2.4468	0
MGH54_P15_F10	NA	black	0	0.10702	0
MGH54_P15_F11	-1.39695001788	black	0	3.7863	0.1865
MGH54_P15_F12	NA	black	0	0.54893	0
MGH54_P15_G03	-0.00303244687363	red	1	1.0566	0.48646
MGH54_P15_G04	NA	black	0	0	0
MGH54_P15_G05	NA	black	0	0	0
MGH54_P15_G06	-0.618642128863	red	1	3.5039	0.3173
MGH54_P15_G07	NA	black	0	1.4568	0
MGH54_P15_G08	-0.191102659178	red	1	2.7604	0.38184
MGH54_P15_G09	-1.38237149437	black	0	3.4615	0.15056
MGH54_P15_G10	-0.561867981659	red	1	2.1217	0.16092
MGH54_P15_G11	NA	black	0	0	0
MGH54_P15_G12	NA	black	0	0	0
MGH54_P15_H01	NA	black	0	2.0058	0
MGH54_P15_H03	NA	black	0	0	0.73812
MGH54_P15_H04	0.0675845626056	red	1	1.94	0.47197
MGH54_P15_H05	3.59927289743	black	0	3.8942	1.1382
MGH54_P15_H06	NA	black	0	0	0
MGH54_P15_H07	NA	black	0	0.42653	0
MGH54_P15_H08	NA	black	0	0	0.2461
MGH54_P15_H09	NA	black	0	0	0
MGH54_P15_H10	-0.553409863052	red	1	2.698	0.26424
MGH54_P15_H11	NA	black	0	0	0.77737
MGH54_P15_H12	NA	black	0	0.18015	0
MGH54_P16_A01	NA	black	0	1.8086	0
MGH54_P16_A02	NA	black	0	0	0
MGH54_P16_A04	NA	black	0	0.1137	0
MGH54_P16_A05	NA	black	0	0	0.25217
MGH54_P16_A06	NA	black	0	0	0
MGH54_P16_A07	NA	black	0	0	0
MGH54_P16_A08	NA	black	0	0	0
MGH54_P16_A09	NA	black	0	0	0
MGH54_P16_A10	NA	black	0	0.20664	0
MGH54_P16_A11	-0.118321707025	red	1	0.079975	0.47093
MGH54_P16_A12	NA	black	0	0	0.37295
MGH54_P16_B01	NA	black	0	0	0
MGH54_P16_B02	NA	black	0	0.27381	0
MGH54_P16_B03	NA	black	0	0.096262	0
MGH54_P16_B04	NA	black	0	2.9428	0
MGH54_P16_B05	NA	black	0	0	0
MGH54_P16_B06	NA	black	0	0	0
MGH54_P16_B07	NA	black	0	0.39944	0
MGH54_P16_B08	NA	black	0	0	0
MGH54_P16_B09	NA	black	0	0.10299	0
MGH54_P16_B10	NA	black	0	0	0
MGH54_P16_B11	NA	black	0	1.3874	0
MGH54_P16_B12	NA	black	0	0.56852	0
MGH54_P16_C01	NA	black	0	0	0
MGH54_P16_C02	NA	black	0	0.19661	0
MGH54_P16_C03	NA	black	0	0	0.29042
MGH54_P16_C04	NA	black	0	0	0.27858
MGH54_P16_C05	-0.624555253485	red	1	2.5871	0.22651
MGH54_P16_C06	-0.300253835866	red	1	2.0043	0.26664
MGH54_P16_C07	NA	black	0	0	0.30451
MGH54_P16_C08	-0.601799321375	red	1	2.6844	0.24732
MGH54_P16_C09	NA	black	0	2.9523	0
MGH54_P16_C10	NA	black	0	0.075875	0
MGH54_P16_C11	NA	black	0	0	0
MGH54_P16_C12	NA	black	0	0	0
MGH54_P16_D01	NA	black	0	0.17249	0
MGH54_P16_D02	NA	black	0	0	0.80323
MGH54_P16_D03	NA	black	0	0	0
MGH54_P16_D04	NA	black	0	0	0.62854
MGH54_P16_D05	0.0309526955047	red	1	0.3173	0.39067
MGH54_P16_D06	NA	black	0	3.7321	0
MGH54_P16_D07	NA	black	0	3.5505	0
MGH54_P16_D09	NA	black	0	0	0
MGH54_P16_D10	NA	black	0	0	0.33342
MGH54_P16_D11	NA	black	0	0	0
MGH54_P16_D12	NA	black	0	0	0
MGH54_P16_E01	NA	black	0	0	0
MGH54_P16_E02	NA	black	0	0	0.79327
MGH54_P16_E03	NA	black	0	0	0
MGH54_P16_E04	NA	black	0	2.0932	0
MGH54_P16_E05	-0.0193693801757	red	1	0.99349	0.53007
MGH54_P16_E06	NA	black	0	0	0
MGH54_P16_E07	NA	black	0	0	0.29396
MGH54_P16_E08	NA	black	0	0	0
MGH54_P16_E09	NA	black	0	0	0
MGH54_P16_E10	NA	black	0	2.8756	0
MGH54_P16_E11	NA	black	0	0	0
MGH54_P16_E12	NA	black	0	0	0.22897
MGH54_P16_F01	NA	black	0	0.090853	0
MGH54_P16_F03	NA	black	0	2.9906	0
MGH54_P16_F04	-0.376524876503	red	1	2.2032	0.26303
MGH54_P16_F05	NA	black	0	0.20414	0
MGH54_P16_F06	NA	black	0	0.077243	0
MGH54_P16_F07	NA	black	0	0	0.19787
MGH54_P16_F08	NA	black	0	0	0
MGH54_P16_F09	0.0547123833503	red	1	0.92752	0.1865
MGH54_P16_F10	-0.416744849047	red	1	0.10836	0.62947
MGH54_P16_F11	NA	black	0	0	0
MGH54_P16_G01	NA	black	0	0	0
MGH54_P16_G02	NA	black	0	2.319	0
MGH54_P16_G03	-0.429706783805	red	1	2.1293	0.22527
MGH54_P16_G04	-0.114229609337	red	1	2.9566	0.41143
MGH54_P16_G05	NA	black	0	2.044	0
MGH54_P16_G06	NA	black	0	1.515	0
MGH54_P16_G07	-0.660402752438	red	1	2.4792	0.19661
MGH54_P16_G08	NA	black	0	0.064883	0
MGH54_P16_G09	NA	black	0	0	0.25701
MGH54_P16_G10	0.135842259554	red	1	0.1865	0.32998
MGH54_P16_G11	NA	black	0	0.067639	0
MGH54_P16_G12	NA	black	0	0	0
MGH54_P16_H01	NA	black	0	0	0.49057
MGH54_P16_H02	NA	black	0	0.123	0
MGH54_P16_H03	NA	black	0	0.092207	0
MGH54_P16_H04	NA	black	0	0.067639	0
MGH54_P16_H05	NA	black	0	0.074505	0
MGH54_P16_H06	NA	black	0	0.28688	0
MGH54_P16_H07	-0.102188293531	red	1	0.15575	0.4678
MGH54_P16_H08	NA	black	0	2.6309	0
MGH54_P16_H09	NA	black	0	2.2415	0
MGH54_P16_H10	NA	black	0	0	0.22404
MGH54_P16_H11	NA	black	0	0.067639	0
MGH54_P16_H12	NA	black	0	0.25701	0
MGH54_P17_A01	NA	black	0	0.38847	0
MGH54_P17_A02	NA	black	0	2.5541	0
MGH54_P17_A03	NA	black	0	0.13356	0
MGH54_P17_A04	NA	black	0	0.28333	0
MGH54_P17_A05	NA	black	0	0.16864	0
MGH54_P17_A06	NA	black	0	0.48749	0
MGH54_P17_A07	NA	black	0	0	0
MGH54_P17_A08	0.0944585997096	red	1	0.22157	0.35276
MGH54_P17_A09	0.0347801464366	red	1	0.123	0.39067
MGH54_P17_A10	NA	black	0	2.6998	0
MGH54_P17_A11	NA	black	0	0	0.29514
MGH54_P17_A12	NA	black	0	0	0
MGH54_P17_B01	-0.319533898918	red	1	0.19661	0.59646
MGH54_P17_B02	NA	black	0	3.2973	0
MGH54_P17_B03	NA	black	0	1.4109	0
MGH54_P17_B05	-0.0562091196264	red	1	0.14535	0.44148
MGH54_P17_B06	NA	black	0	0	0.46258
MGH54_P17_B07	NA	black	0	2.7995	0
MGH54_P17_B08	NA	black	0	0	0.43723
MGH54_P17_B09	NA	black	0	0	0
MGH54_P17_B10	0.237669182061	red	1	0.23511	0.26063
MGH54_P17_B11	-0.419079790474	red	1	2.4665	0.28214
MGH54_P17_B12	NA	black	0	0	0.55287
MGH54_P17_C02	NA	black	0	0	0.32193
MGH54_P17_C03	NA	black	0	0	0.30451
MGH54_P17_C04	NA	black	0	0.10702	0
MGH54_P17_C05	NA	black	0	0	0
MGH54_P17_C06	NA	black	0	0	0.82701
MGH54_P17_C07	NA	black	0	0	0
MGH54_P17_C08	NA	black	0	0	0
MGH54_P17_C09	0.204507891513	red	1	0.24975	0.27977
MGH54_P17_C10	NA	black	0	0	0
MGH54_P17_C11	0.0168569248522	red	1	0.13093	0.40054
MGH54_P17_C12	NA	black	0	0	0
MGH54_P17_D01	NA	black	0	0	0
MGH54_P17_D02	NA	black	0	0	0.42546
MGH54_P17_D03	NA	black	0	0	0
MGH54_P17_D04	-0.247555584506	red	1	2.7914	0.36625
MGH54_P17_D05	NA	black	0	3.0895	0
MGH54_P17_D06	NA	black	0	0	0
MGH54_P17_D07	NA	black	0	0.11103	0
MGH54_P17_D09	NA	black	0	0	0.301
MGH54_P17_D10	NA	black	0	0	0
MGH54_P17_D12	NA	black	0	0.13356	0
MGH54_P17_E01	NA	black	0	2.1067	0
MGH54_P17_E02	NA	black	0	0	0
MGH54_P17_E03	NA	black	0	0	0.27023
MGH54_P17_E04	NA	black	0	0	0
MGH54_P17_E05	NA	black	0	0.12433	0
MGH54_P17_E06	NA	black	0	0	0
MGH54_P17_E07	NA	black	0	4.8063	0
MGH54_P17_E08	NA	black	0	0	0
MGH54_P17_E09	NA	black	0	2.4857	0
MGH54_P17_E10	NA	black	0	0	0
MGH54_P17_E11	NA	black	0	3.1622	0
MGH54_P17_E12	NA	black	0	0.085425	0
MGH54_P17_F01	-0.0226370908918	red	1	2.2875	0.42546
MGH54_P17_F02	NA	black	0	2.766	0
MGH54_P17_F03	NA	black	0	1.3741	0
MGH54_P17_F04	NA	black	0	0	0
MGH54_P17_F05	NA	black	0	0.20914	0
MGH54_P17_F07	NA	black	0	0	0
MGH54_P17_F08	NA	black	0	3.9984	0
MGH54_P17_F09	NA	black	0	0	0
MGH54_P17_F10	NA	black	0	0.09356	0
MGH54_P17_F11	NA	black	0	0	0
MGH54_P17_F12	0.508386026743	red	1	0.070389	0.1375
MGH54_P17_G01	NA	black	0	3.4757	0
MGH54_P17_G02	NA	black	0	0.8335	0
MGH54_P17_G03	NA	black	0	0	0
MGH54_P17_G04	NA	black	0	1.3668	0
MGH54_P17_G05	NA	black	0	0.12035	0
MGH54_P17_G06	NA	black	0	0	0
MGH54_P17_G07	NA	black	0	2.5003	0
MGH54_P17_G08	NA	black	0	0	0
MGH54_P17_G09	NA	black	0	0	0
MGH54_P17_G10	NA	black	0	0.079975	0
MGH54_P17_G11	0.315255091743	red	1	0.14143	0.2302
MGH54_P17_G12	NA	black	0	0.13881	0
MGH54_P17_H01	NA	black	0	0	0
MGH54_P17_H02	NA	black	0	0	0
MGH54_P17_H05	NA	black	0	2.5064	0
MGH54_P17_H06	NA	black	0	0	0.53804
MGH54_P17_H07	NA	black	0	1.3443	0
MGH54_P17_H08	NA	black	0	0	0.3471
MGH54_P17_H09	NA	black	0	0	0
MGH54_P17_H10	NA	black	0	0.24489	0
MGH54_P17_H11	0.919239302515	red	1	3.6662	0.63784
MGH54_P17_H12	NA	black	0	0.123	0
MGH54_P6_A01	NA	black	0	0	0
MGH54_P6_A02	NA	black	0	0	0
MGH54_P6_A03	NA	black	0	2.6643	0
MGH54_P6_A04	0.515473111061	red	1	2.103	0.70133
MGH54_P6_A05	NA	black	0	2.8225	0
MGH54_P6_A06	NA	black	0	2.8492	0
MGH54_P6_A07	NA	black	0	0.14535	0
MGH54_P6_A08	NA	black	0	1.6489	0
MGH54_P6_A09	0.0272829953531	red	1	0.24975	0.39397
MGH54_P6_A10	NA	black	0	0	0.41034
MGH54_P6_A11	-0.0650699580569	red	1	0.70752	0.50691
MGH54_P6_A12	NA	black	0	0	0
