Cell_name	Zvalue	Color	Cluster	EGR1	LDLR
MGH60_P7_A05	-0.174624952191	red	1	7.0608	0.95233
MGH60_P7_A06	NA	black	0	0	0.55189
MGH60_P7_A07	NA	black	0	0	4.0304
MGH60_P7_A08	NA	black	0	6.6452	0
MGH60_P7_A09	-0.215044714548	red	1	5.5178	3.5972
MGH60_P7_A10	-0.257723848499	red	1	7.8184	1.0122
MGH60_P7_A11	-0.0235610393691	red	1	6.3234	1.3103
MGH60_P7_A12	NA	black	0	0	0.59455
MGH60_P7_B02	1.33021129549	blue	3	1.7858	0.25096
MGH60_P7_B03	-0.0716114791699	red	1	6.6947	1.1795
MGH60_P7_B04	0.264668371062	red	1	4.3623	0.83996
MGH60_P7_B05	0.187862110107	red	1	7.4639	1.9782
MGH60_P7_B06	1.1137154526	red	1	0.90304	0.63691
MGH60_P7_B07	NA	black	0	0	1.903
MGH60_P7_B08	-0.1630445542	red	1	8.1641	1.2491
MGH60_P7_B09	0.0267799555306	red	1	6.2679	1.7874
MGH60_P7_B10	-0.327453744116	red	1	7.0638	0.46467
MGH60_P7_B11	NA	black	0	0	4.6575
MGH60_P7_B12	-0.490092570989	red	1	7.3032	0.20914
MGH60_P7_C01	0.339117049409	red	1	4.4999	0.56462
MGH60_P7_C02	1.83458304798	blue	3	0.32884	0.22404
MGH60_P7_C03	-0.153783914997	red	1	7.0164	1
MGH60_P7_C04	-0.0550873534978	red	1	5.4459	1.9844
MGH60_P7_C05	1.40023997853	blue	3	0.98185	0.39835
MGH60_P7_C06	NA	black	0	0	1.9873
MGH60_P7_C07	-0.511235384653	red	1	5.06	3.8004
MGH60_P7_C08	-0.0882895328274	red	1	6.7307	1.119
MGH60_P7_C09	1.70575571391	blue	3	0.86948	0.18777
MGH60_P7_C10	0.0169003909491	red	1	4.8587	1.4473
MGH60_P7_C11	0.171311585845	red	1	6.8294	2.2206
MGH60_P7_C12	-0.00697371595666	red	1	5.525	1.5864
MGH60_P7_D01	NA	black	0	0	4.2465
MGH60_P7_D02	NA	black	0	0	0.46153
MGH60_P7_D03	NA	black	0	3.6076	0
MGH60_P7_D04	-0.19568587695	red	1	6.5301	0.37629
MGH60_P7_D05	0.565519760154	red	1	0.87578	1.0621
MGH60_P7_D06	0.792598515061	red	1	7.2983	3.714
MGH60_P7_D08	0.0135197490245	red	1	6.423	1.6131
MGH60_P7_D09	0.195843263592	red	1	6.4867	2.8018
MGH60_P7_D10	-1.53549458939	red	1	4.1469	4.8122
MGH60_P7_D11	0.36743231433	red	1	4.5865	0.41576
MGH60_P7_D12	1.42253933394	blue	3	1.3623	0.28806
MGH60_P7_E01	NA	black	0	7.5868	0
MGH60_P7_E02	NA	black	0	0	0
MGH60_P7_E03	NA	black	0	6.0045	0
MGH60_P7_E04	-0.228046580115	red	1	6.5375	0.20664
MGH60_P7_E05	NA	black	0	4.5836	0
MGH60_P7_E06	-0.0114892378276	red	1	6.5163	1.4468
MGH60_P7_E07	-0.819698060152	red	1	2.4338	2.4074
MGH60_P7_E08	-0.515665954445	red	1	0.60597	1.8679
MGH60_P7_E09	0.718502141467	red	1	6.6939	5.1336
MGH60_P7_E11	-0.433549303617	red	1	7.3096	0.36401
MGH60_P7_E12	NA	black	0	0	0.19661
MGH60_P7_F01	NA	black	0	7.9457	0
MGH60_P7_F03	NA	black	0	0	0.3115
MGH60_P7_F04	-0.0952327145153	red	1	6.3682	0.77231
MGH60_P7_F05	-0.0212570919822	red	1	5.9588	0.543
MGH60_P7_F06	NA	black	0	1.0158	0
MGH60_P7_F07	-3.95441014115	black	0	0.71545	4.4067
MGH60_P7_F08	NA	black	0	5.3891	0
MGH60_P7_F10	NA	black	0	0	0.54003
MGH60_P7_F11	0.298224645934	red	1	4.8879	0.3505
MGH60_P7_F12	1.10966762435	red	1	7.7114	3.8903
MGH60_P7_G01	0.00860013912909	red	1	5.845	0.28451
MGH60_P7_G02	0.378327716564	red	1	4.8113	0.14143
MGH60_P7_G03	NA	black	0	0	0
MGH60_P7_G04	NA	black	0	0.23511	0
MGH60_P7_G05	NA	black	0	0	1.2431
MGH60_P7_G06	NA	black	0	0	0.30334
MGH60_P7_G07	0.519175034562	red	1	3.8213	0.53804
MGH60_P7_G08	0.477014768773	red	1	8.541	2.2151
MGH60_P7_G09	-2.94058794822	black	0	0.79743	3.698
MGH60_P7_G10	-0.409446756248	red	1	3.6713	2.2107
MGH60_P7_G11	-0.018456838971	red	1	6.7771	1.4383
MGH60_P7_G12	-1.08224463875	red	1	4.6035	4.6458
MGH60_P7_H01	0.0468370812121	red	1	2.771	1.4447
MGH60_P7_H02	-0.250325542843	red	1	6.587	0.17887
MGH60_P7_H03	NA	black	0	0	0.40381
MGH60_P7_H04	NA	black	0	0	3.5467
MGH60_P7_H05	-0.15249118846	red	1	0.36065	1.5988
MGH60_P7_H06	0.314071288099	red	1	3.7159	0.9501
MGH60_P7_H07	-0.00452407118171	red	1	5.8867	0.31846
MGH60_P7_H08	-0.218533332065	red	1	4.4008	2.069
MGH60_P7_H09	-0.500807212598	red	1	5.1481	4.0035
MGH60_P7_H10	NA	black	0	8.2059	0
MGH60_P7_H11	NA	black	0	0	2.6893
MGH60_P7_H12	-0.0561913285792	red	1	6.0983	0.5509
MGH60_P3_A01	-0.717180128176	red	1	2.328	2.2705
MGH60_P3_A02	NA	black	0	5.9664	0
MGH60_P3_A03	0.409523403997	red	1	2.3314	1.0587
MGH60_P3_A06	NA	black	0	6.2848	0
MGH60_P3_A07	NA	black	0	0	2.4375
MGH60_P3_A08	1.27331386532	blue	3	0.75189	0.54201
MGH60_P3_A09	NA	black	0	0	0
MGH60_P3_A10	-0.673869098212	red	1	4.4101	3.2313
MGH60_P3_A11	-0.254263490693	red	1	7.6504	0.97085
MGH60_P3_A12	-1.90536700701	black	0	2.8379	3.8744
MGH60_P3_B01	0.0397681602926	red	1	6.7811	1.6884
MGH60_P3_B04	NA	black	0	0	1.1447
MGH60_P3_B06	0.0756231102919	red	1	7.5708	1.6929
MGH60_P3_B07	NA	black	0	2.6019	0
MGH60_P3_B10	NA	black	0	5.8837	0
MGH60_P3_B11	NA	black	0	6.9243	0
MGH60_P3_B12	NA	black	0	4.751	0
MGH60_P3_C03	NA	black	0	5.4934	0
MGH60_P3_C04	NA	black	0	0	1.272
MGH60_P3_C07	NA	black	0	7.9536	0
MGH60_P3_C08	0.678088078836	red	1	6.6241	5.2848
MGH60_P3_C09	NA	black	0	8.0227	0
MGH60_P3_D01	NA	black	0	6.7624	0
MGH60_P3_D03	NA	black	0	5.8708	0
MGH60_P3_D04	NA	black	0	3.5203	0
MGH60_P3_D07	NA	black	0	6.0001	0
MGH60_P3_D08	-1.54040011423	red	1	2.8133	3.408
MGH60_P3_D09	NA	black	0	5.9292	0
MGH60_P3_D10	NA	black	0	7.8568	0
MGH60_P3_D11	-1.64445751116	red	1	4.0582	4.8772
MGH60_P3_E02	0.0160929077012	red	1	6.5247	1.6135
MGH60_P3_E03	NA	black	0	0	4.4628
MGH60_P3_E04	NA	black	0	0	0
MGH60_P3_E06	NA	black	0	0	3.0041
MGH60_P3_E07	0.045077659194	red	1	5.9887	3.9281
MGH60_P3_E08	-0.58632003629	red	1	2.7053	2.206
MGH60_P3_E09	-0.222716243434	red	1	5.1668	2.6724
MGH60_P3_E10	NA	black	0	6.9736	0
MGH60_P3_E11	NA	black	0	5.0715	0
MGH60_P3_E12	NA	black	0	1.005	0
MGH60_P3_F01	NA	black	0	2.7474	0
MGH60_P3_F02	NA	black	0	5.0738	0
MGH60_P3_F03	-1.70741258635	red	1	3.9996	4.8993
MGH60_P3_F04	-3.14756591155	black	0	0.82212	3.8638
MGH60_P3_F06	NA	black	0	5.3466	0
MGH60_P3_F07	NA	black	0	2.1554	0
MGH60_P3_F08	NA	black	0	7.1409	0
MGH60_P3_F09	NA	black	0	3.5792	0
MGH60_P3_F10	NA	black	0	1.5033	0
MGH60_P3_F11	NA	black	0	0	3.7962
MGH60_P3_F12	NA	black	0	0	0.88049
MGH60_P3_G02	NA	black	0	0	1.1545
MGH60_P3_G04	-0.0875979163057	red	1	7.0792	1.2382
MGH60_P3_G05	NA	black	0	0	0
MGH60_P3_G06	NA	black	0	0	0
MGH60_P3_G07	0.0169471016319	red	1	6.3827	1.6475
MGH60_P3_G08	-0.0237388722124	red	1	7.82	1.4746
MGH60_P3_G10	NA	black	0	0	4.6772
MGH60_P3_G11	NA	black	0	0	2.0437
MGH60_P3_H02	NA	black	0	0	0
MGH60_P3_H03	0.335236749697	red	1	4.1574	0.76129
MGH60_P3_H04	NA	black	0	7.0084	0
MGH60_P3_H06	NA	black	0	0	2.7203
MGH60_P3_H07	-0.0173388566751	red	1	6.3323	1.3674
MGH60_P3_H08	-0.304210338566	red	1	5.6857	6.0423
MGH60_P3_H09	NA	black	0	0	0
MGH60_P3_H10	-0.0106165512088	red	1	6.0218	1.2209
MGH60_P3_H11	-0.0443268407029	red	1	7.1683	1.3868
MGH60_P3_H12	NA	black	0	0	0
97_P3_G07	NA	black	0	0	0.33571
97_P3_G10	NA	black	0	0	0.57046
97_P3_H02	NA	black	0	0	0.62199
97_P3_A07	0.0460124850969	red	1	6.2271	2.044
97_P3_C03	-0.128178942348	red	1	5.227	2.2452
97_P3_H09	NA	black	0	8.0374	0
97_P3_H12	NA	black	0	0	0
97_P3_H08	-1.91440222561	black	0	1.3852	3.1195
97_P3_E02	NA	black	0	4.4894	0
97_P3_E07	NA	black	0	0	2.9701
97_P3_C07	NA	black	0	0	3.3782
97_P3_E04	NA	black	0	0	0
97_P3_C04	-2.03662980738	black	0	0.35502	2.8999
97_P3_F10	-0.125263389425	red	1	6.2549	0.26424
97_P3_F03	0.153125605656	red	1	6.2032	3.5312
97_P3_A09	-0.643821940129	red	1	4.259	3.0056
97_P3_G04	0.070534129484	red	1	5.6832	0.059355
97_P3_E09	NA	black	0	1.9309	0
97_P3_B08	NA	black	0	0	0.64801
97_P3_B12	NA	black	0	0	3.4573
97_P3_E05	-0.467709445926	red	1	2.6278	2.0503
97_P3_D03	0.77746690776	red	1	3.0834	0.43616
97_P3_D11	-0.0904753860391	red	1	4.9166	1.8659
97_P3_H11	-0.55483497662	red	1	3.0225	2.2428
97_P3_C10	0.51416285351	red	1	3.1022	0.7941
97_P3_G08	NA	black	0	0	1.9605
97_P3_F06	NA	black	0	0	0
97_P3_C01	NA	black	0	0	0.48852
97_P3_A04	NA	black	0	0	1.9891
97_P3_C09	-1.4855629964	red	1	0.25822	2.5021
97_P3_D10	NA	black	0	0	2.9148
97_P3_H07	-0.284474976141	red	1	7.1232	0.64524
97_P3_E01	0.305814028981	red	1	4.485	0.66721
97_P3_E03	NA	black	0	0	1.2762
97_P3_B10	NA	black	0	0	3.0875
97_P3_F05	-0.281999210486	red	1	6.7835	0.33228
97_P3_G12	NA	black	0	0	0.29983
97_P3_B04	0.386549068711	red	1	4.5004	0.43082
97_P3_B02	NA	black	0	0	2.5112
97_P3_B07	NA	black	0	4.8246	0
97_P3_G02	-0.0928200300143	red	1	5.7484	3.663
97_P3_G11	NA	black	0	0	2.4447
97_P3_F11	NA	black	0	0	0.38847
97_P3_H03	NA	black	0	0	0
97_P3_C02	NA	black	0	0	0.33685
97_P3_G06	NA	black	0	3.4976	0
97_P3_B01	-0.147885882601	red	1	8.0134	1.2564
97_P3_B05	NA	black	0	5.141	0
97_P3_E10	NA	black	0	0	2.8476
97_P3_G01	-0.348779691193	red	1	4.3843	2.3909
97_P3_A08	-0.27747083533	red	1	5.4935	4.0158
97_P3_A03	NA	black	0	0	0
97_P3_B03	0.0962030552136	red	1	6.7829	1.9313
97_P3_D01	-0.0783003416499	red	1	6.1679	0.49365
97_P3_G03	NA	black	0	0	0
97_P3_E11	NA	black	0	0	0.44679
97_P3_D04	-0.0476907731959	red	1	5.7083	2.4712
97_P3_A11	NA	black	0	6.7816	0
97_P3_C12	NA	black	0	0	0
97_P3_D02	NA	black	0	0	0
97_P3_E08	0.0263599547364	red	1	5.7649	0.60312
97_P3_D05	0.550296014737	red	1	4.1617	0.27501
97_P3_D12	NA	black	0	0	3.0117
97_P3_D09	0.94371903177	red	1	1.903	0.5888
97_P3_F01	NA	black	0	4.2642	0
97_P3_F07	NA	black	0	4.2525	0
97_P3_B11	NA	black	0	0	0.34596
97_P3_H05	-0.0794233488346	red	1	4.7959	1.7879
97_P3_F12	-1.6351199763	red	1	2.7038	3.4554
97_P3_F04	0.0113048035151	red	1	5.712	1.2618
97_P3_C11	-0.754143168939	red	1	0.75788	2.0573
97_P3_F08	0.0871179566637	red	1	6.0619	3.7943
97_P3_C05	-1.11921479136	red	1	2.2035	2.6597
97_P3_F09	-0.0734901082529	red	1	6.082	0.18396
97_P3_G05	NA	black	0	5.8932	0
97_P3_A10	NA	black	0	0	0.42653
97_P3_A05	NA	black	0	3.1734	0
97_P3_C06	NA	black	0	0	0
97_P3_F02	NA	black	0	0	0
97_P3_D07	NA	black	0	0.79077	0
97_P3_C08	-0.110764198218	red	1	7.2449	1.2079
97_P3_A01	NA	black	0	0	0.24245
97_P3_H04	1.42703503952	blue	3	1.9188	0.11503
97_P3_D08	NA	black	0	0	1.0545
97_P3_E06	NA	black	0	3.8814	0
97_P3_E12	0.0956075655959	red	1	6.1904	2.7893
97_P3_A02	0.313879167989	red	1	4.7295	0.45943
97_P3_B06	0.212965196259	red	1	4.7785	0.76808
97_P3_H10	NA	black	0	0	2.3202
97_P5_B09	NA	black	0	0	0.20914
97_P5_C06	-0.157675636036	red	1	0.95457	1.6178
97_P5_B10	0.864101999264	red	1	6.9405	4.7892
97_P6_G02	0.615151581905	red	1	2.8637	0.72072
97_P6_E06	0.18280970983	red	1	5.3345	0.20664
97_P6_A03	NA	black	0	0	0.40599
97_P5_F07	NA	black	0	0	1.9664
97_P5_B05	0.0373386276013	red	1	3.2121	1.4505
97_P6_B11	1.18213916178	red	1	1.7681	0.39506
97_P6_E08	0.0798832943072	red	1	5.5442	0.58976
97_P6_A09	0.366944965345	red	1	4.7771	0.22527
97_P6_B04	0.114656785749	red	1	5.3138	0.73292
97_P5_A02	NA	black	0	0	0.41468
97_P5_C02	0.326665734079	red	1	1.6613	1.2016
97_P6_F09	0.162050350339	red	1	6.6099	2.3887
97_P5_A04	0.867117627761	red	1	1.4916	0.73985
97_P5_C04	-0.233072806861	red	1	5.3703	3.1733
97_P6_D07	0.974159722051	red	1	0.50894	0.79826
97_P6_A12	NA	black	0	0	0.52507
97_P6_C06	NA	black	0	0	0.50995
97_P6_H04	NA	black	0	0	3.6404
97_P5_D09	1.32243224709	blue	3	1.0072	0.45418
97_P6_F03	NA	black	0	0	0.062122
97_P6_F11	NA	black	0	0	0.71017
97_P6_H09	NA	black	0	0	4.1963
97_P6_B08	-0.0423641220463	red	1	6.2212	1.0384
97_P5_A10	NA	black	0	0	0.17632
97_P6_H07	0.48480212907	red	1	4.2575	0.3584
97_P6_C09	NA	black	0	0	2.9784
97_P5_G04	NA	black	0	0	3.8073
97_P6_H01	NA	black	0	0	0
97_P5_B06	NA	black	0	0	2.2175
97_P5_E04	0.469872000576	red	1	3.9574	0.56852
97_P6_B10	0.0213868080293	red	1	5.9523	3.6068
97_P6_F04	NA	black	0	0	1.069
97_P5_E07	-0.147295289908	red	1	6.6335	0.77062
97_P5_G02	NA	black	0	0	2.0718
97_P5_C11	0.388206038003	red	1	3.8097	0.78743
97_P5_A03	NA	black	0	0	0.53007
97_P6_B02	0.360354999047	red	1	4.1132	0.72509
97_P6_H12	0.883576722512	red	1	3.0013	0.32423
97_P6_F12	-0.132144435277	red	1	5.6636	3.5479
97_P6_A02	NA	black	0	0	0.69332
97_P5_C12	-1.73234567051	red	1	3.4001	4.1396
97_P5_C01	NA	black	0	0	2.9853
97_P5_B07	0.334328502557	red	1	4.814	0.29983
97_P5_A08	NA	black	0	0	2.9871
97_P6_H08	1.10264006459	red	1	1.3907	0.55483
97_P5_E11	0.0520031299463	red	1	5.5426	0.9222
97_P6_A01	NA	black	0	0	0.48749
97_P6_G01	NA	black	0	0	1.3796
97_P5_D10	0.488919304611	red	1	4.5019	0.14012
97_P5_C10	-0.0523299829306	red	1	6.0768	0.52306
97_P6_C11	NA	black	0	0	0.91686
97_P6_E07	-0.778235335096	red	1	3.0409	2.546
97_P6_E05	0.195129978693	red	1	4.3595	1.0172
97_P5_G07	0.41209794999	red	1	4.3931	0.44255
97_P5_D04	-0.289862658915	red	1	3.9212	2.0694
97_P6_B03	NA	black	0	0	0.43829
97_P5_H01	NA	black	0	0	1.3796
97_P6_A11	NA	black	0	0	4.2716
97_P6_E09	NA	black	0	0	0
97_P6_A10	1.36937186977	blue	3	0.6173	0.4957
97_P5_E02	NA	black	0	0	2.6524
97_P6_D03	NA	black	0	0	0
97_P5_A09	0.211998720477	red	1	3.5818	1.1525
97_P6_B12	NA	black	0	0	0.78576
97_P5_H10	-1.39636969926	red	1	3.8262	4.0634
97_P6_A04	NA	black	0	0	1.0129
97_P5_B12	0.348958556675	red	1	4.3778	0.61636
97_P5_A12	0.203923622962	red	1	5.1227	0.47197
97_P5_F08	NA	black	0	0	1.898
97_P6_E04	1.09431519905	red	1	0.91533	0.64985
97_P6_D04	NA	black	0	1	0
97_P5_D02	-0.292202195943	red	1	5.253	3.2197
97_P6_G10	NA	black	0	0	0.2558
97_P5_B04	0.022685468547	red	1	5.7873	0.52005
97_P6_E03	0.017350699148	red	1	4.0566	1.4709
97_P5_E05	0.119685793186	red	1	6.5437	2.2243
97_P5_G05	0.449528534044	red	1	4.1276	0.52206
97_P5_D03	NA	black	0	0	0.45523
97_P5_C07	NA	black	0	0	0.19283
97_P6_C12	NA	black	0	0	2.0068
97_P6_B09	NA	black	0	0	0.39287
97_P5_D07	-0.675266774902	red	1	4.2749	3.0931
97_P6_A05	NA	black	0	0	3.704
97_P5_C08	NA	black	0	0	0.78157
97_P5_B03	0.139868885636	red	1	6.8039	2.1067
97_P6_G08	-1.51285831277	red	1	3.1132	3.5742
97_P6_D12	NA	black	0	0	0.76808
97_P6_D01	NA	black	0	0	1.0363
97_P5_H08	-2.40475303371	black	0	0.46989	3.1887
97_P6_C07	0.188696619601	red	1	7.8159	1.8972
97_P6_C02	NA	black	0	0	0.50284
97_P5_F02	-0.0354046614295	red	1	6.066	0.79327
97_P5_F04	NA	black	0	0	3.1324
97_P5_H02	0.58839669177	red	1	3.948	0.33571
97_P6_C08	NA	black	0	0	2.952
97_P5_E03	NA	black	0	0	0.57918
97_P6_D05	0.938251248524	red	1	0.75702	0.79244
97_P5_D01	NA	black	0	0	0.25338
97_P6_F05	-0.161854302191	red	1	0.77315	1.6159
97_P5_H06	NA	black	0	0	4.1817
97_P5_H11	0.0992224137952	red	1	3.0687	1.3685
97_P5_E06	-0.0989009935101	red	1	6.8102	1.1097
97_P6_H02	NA	black	0	0	1.0711
97_P6_A08	0.958159413866	red	1	2.9138	0.26183
97_P5_B02	0.796534655274	red	1	2.7489	0.52607
97_P5_E10	-0.30592851189	red	1	3.7735	2.0587
97_P5_B11	-1.71089854954	red	1	0.39397	2.6839
97_P6_G07	NA	black	0	0	0.82293
97_P5_A05	NA	black	0	0	0
97_P5_A11	1.40373116798	blue	3	0.77568	0.43936
97_P6_A06	NA	black	0	0	0.77062
97_P6_F07	NA	black	0	0	0.91686
97_P6_G04	NA	black	0	0	0.20289
97_P6_B05	0.0477901631618	red	1	5.4401	1.0983
97_P5_D06	0.0110308843353	red	1	5.9701	2.0697
97_P6_F08	NA	black	0	0	2.514
97_P5_F06	0.336192699731	red	1	4.4021	0.63506
97_P5_D08	NA	black	0	0	0.12961
97_P5_G11	-0.159971840459	red	1	5.1384	2.3188
97_P6_F10	-0.772084648338	red	1	3.4293	2.7009
97_P5_H07	NA	black	0	6.4312	0
97_P5_A07	-2.1654854283	black	0	1.0236	3.1949
97_P6_G11	NA	black	0	0	1.0447
97_P5_C03	NA	black	0	0	2.2157
97_P5_F01	NA	black	0	0	0.35276
97_P6_E01	NA	black	0	0	1.2351
97_P5_F03	0.430190982753	red	1	3.9558	0.64893
97_P5_B01	NA	black	0	5.0977	0
97_P6_H03	0.0376773924548	red	1	5.9829	3.5703
97_P6_E12	NA	black	0	0	0.33685
97_P5_G10	NA	black	0	0	0.31846
97_P5_C05	NA	black	0	0	2.8474
97_P6_D11	-0.805386609897	red	1	3.3635	2.7198
97_P5_H09	0.0106555560986	red	1	4.4873	1.4797
97_P6_B06	-2.76098377164	black	0	0.99277	3.6464
97_P5_F09	-0.171603486298	red	1	5.0177	2.2588
97_P6_F02	NA	black	0	0	1.4114
97_P5_D11	NA	black	0	0	0.61353
97_P5_H03	0.00218383290887	red	1	3.5977	1.5018
97_P5_D05	NA	black	0	0	2.3601
97_P6_H05	NA	black	0	6.3889	0
97_P6_D09	-0.279837193631	red	1	5.4239	3.6986
97_P6_G09	0.0898440494334	red	1	3.3334	1.3696
97_P6_D08	NA	black	0	0	5.2352
97_P5_G06	NA	black	0	0	0.60407
97_P5_A01	0.678644027442	red	1	0.94935	0.96791
97_P6_H10	0.730802841514	red	1	3.7593	0.18015
97_P5_G01	NA	black	0	0	3.0842
97_P6_E02	NA	black	0	0	0.61164
97_P6_B01	NA	black	0	2.4875	0
97_P5_F10	-1.39571266149	red	1	2.024	2.8777
97_P6_C10	NA	black	0	0	0.18142
97_P5_C09	1.69572606075	blue	3	0.73031	0.2302
97_P5_E12	-0.427972106064	red	1	3.9765	2.3601
97_P5_E01	-0.486750005972	red	1	4.5439	2.8797
97_P6_D02	-0.0311085194111	red	1	5.7345	2.2501
97_P6_A07	-0.456561179271	red	1	5.3614	4.6134
97_P5_G03	0.466339647775	red	1	2.9205	0.89918
97_P6_G12	0.0289319696303	red	1	5.7686	0.46258
97_P6_C03	-0.143862470245	red	1	2.9464	1.6902
97_P6_H06	0.131844421548	red	1	4.5519	1.1296
97_P5_E09	NA	black	0	0	0
97_P6_C01	NA	black	0	0	3.4717
97_P6_G03	NA	black	0	0	0.9782
97_P5_G12	NA	black	0	0	5.7629
97_P5_G09	0.160497022126	red	1	3.925	1.1928
97_P5_H04	NA	black	0	0	2.8854
MGH97_P7_B05	-0.0540125529875	red	1	5.831	3.9194
MGH97_P7_E10	NA	black	0	0	1.8635
MGH97_P7_A02	0.0301963109347	red	1	5.7757	0.31499
MGH97_P7_C01	NA	black	0	0	2.0803
MGH97_P7_D06	NA	black	0	0	2.4748
MGH97_P7_H08	NA	black	0	0	1.4797
MGH97_P7_G11	-0.221261204572	red	1	6.6552	0.43296
MGH97_P7_A08	-0.0274776412026	red	1	5.9539	0.24123
MGH97_P7_F07	NA	black	0	0	0
MGH97_P7_C04	NA	black	0	5.5805	0
MGH97_P7_C02	1.60787695942	blue	3	0.9138	0.25217
MGH97_P7_F10	NA	black	0	0	0.45523
MGH97_P7_H05	-0.285693993431	red	1	4.9129	2.618
MGH97_P7_B04	NA	black	0	0	0
MGH97_P7_F09	NA	black	0	0.87342	0
MGH97_P7_H02	NA	black	0	0	0
MGH97_P7_C11	NA	black	0	0	0.21412
MGH97_P7_G07	NA	black	0	0	0
MGH97_P7_F06	NA	black	0	1.0983	0
MGH97_P7_A06	0.226637668829	red	1	5.171	0.27262
MGH97_P7_D12	NA	black	0	0	1.7557
MGH97_P7_B02	NA	black	0	0	0.46048
MGH97_P7_E03	NA	black	0	0	1.9631
MGH97_P7_D02	NA	black	0	0	1.2922
MGH97_P7_B11	0.848745715103	red	1	3.0047	0.36961
MGH97_P7_E09	NA	black	0	1.3713	0
MGH97_P7_B01	NA	black	0	1.3471	0
MGH97_P7_G06	NA	black	0	0	0.13881
MGH97_P7_B07	NA	black	0	0	5.0745
MGH97_P7_C05	NA	black	0	0	4.384
MGH97_P7_E07	0.152352343347	red	1	0.49876	1.3852
MGH97_P7_B12	0.0345978397636	red	1	6.4878	1.7381
MGH97_P7_H07	NA	black	0	0	0.514
MGH97_P7_D04	-0.912295143	red	1	1.2881	2.2552
MGH97_P7_C06	NA	black	0	0	2.9787
MGH97_P7_G09	-1.95035959667	black	0	1.9613	3.3918
MGH97_P7_E06	-1.75950158826	red	1	2.5673	3.5173
MGH97_P7_F04	NA	black	0	0	2.642
MGH97_P7_C09	0.524247069073	red	1	4.0263	0.42008
MGH97_P7_G03	NA	black	0	1.3818	0
MGH97_P7_H01	NA	black	0	5.9668	0
MGH97_P7_B06	1.11630503281	red	1	2.6283	0.18269
MGH97_P7_C08	NA	black	0	0	0
MGH97_P7_E08	-2.07651124849	black	0	0.67084	3.0147
MGH97_P7_F01	NA	black	0	2.2458	0
MGH97_P7_H03	NA	black	0	0	0.70576
MGH97_P7_B10	0.1099831442	red	1	6.1196	3.5487
MGH97_P7_E11	NA	black	0	0	3.0416
MGH97_P7_C03	-0.113856105202	red	1	5.4069	2.4
MGH97_P7_H12	-2.33098044756	black	0	0.33342	3.0963
MGH97_P7_D07	NA	black	0	0	1.5529
MGH97_P7_A11	-0.0967611051344	red	1	6.7421	1.0868
MGH97_P7_A01	0.574996578179	red	1	2.0697	0.92144
MGH97_P7_F12	NA	black	0	0	0.22527
MGH97_P7_F08	NA	black	0	0	2.5356
MGH97_P7_D11	NA	black	0	0	1.6745
MGH97_P7_H09	NA	black	0	0	0
MGH97_P7_D09	0.337957587138	red	1	4.624	0.47405
MGH97_P7_C12	0.350449127373	red	1	4.9087	0.1137
MGH97_P7_H11	0.141759069355	red	1	5.466	0.16993
MGH97_P7_A04	NA	black	0	1.2431	0
MGH97_P7_H06	-2.18530187206	black	0	0.52607	3.0507
MGH97_P7_F03	NA	black	0	0	0.54003
MGH97_P7_A07	0.0259907601076	red	1	6.7216	1.6369
MGH97_P7_F11	NA	black	0	3.3326	0
MGH97_P7_G08	NA	black	0	0	1.8647
MGH97_P7_E02	1.34211045073	blue	3	0.50284	0.53605
MGH97_P7_C07	1.61866198078	blue	3	1.0158	0.21785
MGH97_P7_A09	1.23893591854	blue	3	2.0697	0.25096
MGH97_P7_B09	NA	black	0	0	1.0745
MGH97_P7_G10	1.14816713802	red	1	1.9038	0.39067
MGH97_P7_G02	-0.966650033817	red	1	4.1247	3.5786
MGH97_P7_H04	-1.78035343479	red	1	2.5792	3.5483
MGH97_P7_G01	-0.0460447522786	red	1	4.4296	1.6295
MGH97_P7_E05	NA	black	0	0	0.28688
MGH97_P7_E04	-3.47521471101	black	0	0.35163	3.8877
MGH97_P7_E01	NA	black	0	0	0
MGH97_P7_F05	-0.19954188917	red	1	5.3553	2.904
MGH97_P7_D05	NA	black	0	0	3.8578
MGH97_P7_A03	NA	black	0	0	1.2774
MGH97_P7_B03	NA	black	0	0	0
MGH97_P7_A05	0.013710702058	red	1	6.4622	1.6079
MGH97_P7_D03	NA	black	0	6.809	0
MGH97_P7_F02	0.351196234934	red	1	0.25822	1.2534
MGH97_P7_G05	NA	black	0	0	3.3696
MGH97_P7_D08	NA	black	0	2.8438	0
MGH97_P7_G04	NA	black	0	0	0
MGH97_P8_A11	0.389655947338	red	1	4.7795	0.14143
MGH97_P10_A12	1.41224258441	blue	3	1.4131	0.28333
MGH97_P10_E09	0.51065408111	red	1	3.9123	0.50995
MGH97_P9_B12	0.240073747313	red	1	7.7487	2.0169
MGH97_P10_D07	NA	black	0	0	0
MGH97_P8_D11	1.11923426527	red	1	1.9107	0.41684
MGH97_P8_G05	-0.501731831137	red	1	5.0054	3.6277
MGH97_P9_C05	-0.729164001111	red	1	3.9391	2.9277
MGH97_P8_D03	-0.127041478621	red	1	6.2835	0.33228
MGH97_P8_H05	-0.617871998632	red	1	4.241	2.9304
MGH97_P10_A09	0.421545476034	red	1	4.0846	0.60597
MGH97_P10_E03	NA	black	0	6.6704	0
MGH97_P10_D04	NA	black	0	0	1.0349
