Cell_name	Zvalue	Color	Cluster	NOX4	STAT3
MGH36_P6_E07	NA	black	0	0	0
MGH36_P6_E08	NA	black	0	0	5.2895
MGH36_P6_E09	NA	black	0	0	2.4534
MGH36_P6_E10	NA	black	0	0	0
MGH36_P6_E11	NA	black	0	0	0.48749
MGH36_P6_E12	NA	black	0	0	0
MGH36_P6_F01	NA	black	0	0	0
MGH36_P6_F04	NA	black	0	0	4.758
MGH36_P6_F06	NA	black	0	0	4.9541
MGH36_P6_F07	-1.07833380087	red	1	2.2901	1.2425
MGH36_P6_F08	NA	black	0	0	0.20914
MGH36_P6_F10	NA	black	0	0	5.7363
MGH36_P6_F12	NA	black	0	0	3.8476
MGH36_P6_G01	NA	black	0	0	0.067639
MGH36_P6_G02	NA	black	0	0	2.4797
MGH36_P6_G03	NA	black	0	0	0.21909
MGH36_P6_G04	0.61780059939	red	1	0.038436	0.20789
MGH36_P6_G05	NA	black	0	0	3.4276
MGH36_P6_G06	-0.932816929228	red	1	0.088142	5.2492
MGH36_P6_G07	NA	black	0	0	0.27023
MGH36_P6_G08	NA	black	0	0	4.931
MGH36_P6_G09	NA	black	0	0	4.233
MGH36_P6_G10	0.578047391086	red	1	0.082703	0.15445
MGH36_P6_G11	NA	black	0	0	3.4476
MGH36_P6_G12	NA	black	0	0	3.6061
MGH36_P6_H06	NA	black	0	0	5.0681
MGH36_P6_H07	NA	black	0	0	0.086784
MGH36_P6_H10	-0.457634461746	red	1	0.13881	3.8883
MGH36_P6_H12	-0.911132117272	red	1	0.077243	5.114
MGH36_P7_A01	NA	black	0	0	2.16
MGH36_P7_A02	NA	black	0	0	1.3539
MGH36_P7_A03	-0.510163318667	red	1	0.123	4.0128
MGH36_P7_A04	NA	black	0	0	0
MGH36_P7_A06	0.413130249229	green3	2	0.1137	0.6332
MGH36_P7_A07	NA	black	0	0	3.1107
MGH36_P7_A08	NA	black	0	0	0.4489
MGH36_P7_A09	NA	black	0	0	4.9085
MGH36_P7_A10	0.0112832633233	red	1	0.1375	2.1217
MGH36_P7_A11	NA	black	0	0.11902	0
MGH36_P7_A12	NA	black	0	0	4.3846
MGH36_P7_B01	NA	black	0	0.17121	0
MGH36_P7_B02	NA	black	0	0	5.2119
MGH36_P7_B03	NA	black	0	0	0.10299
MGH36_P7_B04	0.232151331945	red	1	0.13881	1.2588
MGH36_P7_B06	NA	black	0	0	0
MGH36_P7_B07	NA	black	0	0	0.15445
MGH36_P7_B08	-0.53035892824	red	1	0.15834	4.2503
MGH36_P7_B09	NA	black	0	0	4.3245
MGH36_P7_B10	NA	black	0	0	4.4211
MGH36_P7_B11	NA	black	0	0	0.14143
MGH36_P7_B12	NA	black	0	0	0.18523
MGH36_P7_C11	-0.135108352239	red	1	0.084064	2.6204
MGH36_P7_D01	NA	black	0	0	4.2696
MGH36_P7_D02	-0.723530255098	red	1	0.13619	4.8401
MGH36_P7_D03	NA	black	0	0	0.22404
MGH36_P7_D05	NA	black	0	0	3.286
MGH36_P7_D06	NA	black	0	0	0.23634
MGH36_P7_D07	NA	black	0	0	3.31
MGH36_P7_D08	0.412910981731	green3	2	0.17249	0.38184
MGH36_P7_D09	-3.30881227327	black	0	2.9495	0.064883
MGH36_P7_D10	0.462554160988	green3	2	0.084064	0.55974
MGH36_P7_D11	NA	black	0	0	0.31615
MGH36_P7_E01	0.0888283687556	red	1	0.45733	0.40926
MGH36_P7_E03	NA	black	0	0	0.77315
MGH36_P7_E04	NA	black	0	0	2.3109
MGH36_P7_E05	NA	black	0	0	0
MGH36_P7_E07	-1.69544571981	black	0	2.5016	0.85679
MGH36_P7_E08	NA	black	0	0	5.0754
MGH36_P7_E10	NA	black	0	0	0.18523
MGH36_P7_E12	NA	black	0	0	0.09356
MGH36_P7_F01	NA	black	0	0	5.2209
MGH36_P7_F02	NA	black	0	0	4.9698
MGH36_P7_F03	NA	black	0	0	3.2299
MGH36_P7_F04	NA	black	0	0	0
MGH36_P7_F06	-0.417103201651	red	1	0.12168	3.6774
MGH36_P7_F08	NA	black	0	0	3.5233
MGH36_P7_F09	-0.461121568259	red	1	0.2916	4.8533
MGH36_P7_F10	NA	black	0	0	0.92524
MGH36_P7_F11	NA	black	0	0	2.3214
MGH36_P7_F12	NA	black	0	0	0.25338
MGH36_P7_G01	0.186923231422	red	1	0.11237	1.4818
MGH36_P7_G02	NA	black	0	0	0.24245
MGH36_P7_G03	-0.920863096003	red	1	0.035624	4.9148
MGH36_P7_G04	NA	black	0	0	6.2429
MGH36_P7_G05	NA	black	0	0	1.0072
MGH36_P7_G06	NA	black	0	0	1.6098
MGH36_P7_G08	NA	black	0	0	0
MGH36_P7_G09	0.532969702211	green3	2	0.11103	0.18903
MGH36_P7_G10	NA	black	0	0	0
MGH36_P7_G11	NA	black	0	0	0.11503
MGH36_P7_H01	NA	black	0	0	4.3869
MGH36_P7_H02	-0.415050730955	red	1	0.07861	3.5352
MGH36_P7_H03	-0.474412958343	red	1	0.097611	3.792
MGH36_P7_H04	NA	black	0	0	0.07861
MGH36_P7_H07	NA	black	0	0	4.6281
MGH36_P7_H08	NA	black	0	0	0.27858
MGH36_P7_H10	NA	black	0	0	0.20914
MGH36_P7_H11	NA	black	0	0	4.5471
MGH36_P7_H12	NA	black	0	0	0
MGH36_P5_A02	NA	black	0	0	0
MGH36_P5_A03	NA	black	0	0	0.56365
MGH36_P5_A05	NA	black	0	0	3.1248
MGH36_P5_A06	NA	black	0	0	6.0685
MGH36_P5_A07	NA	black	0	0	4.5582
MGH36_P5_A08	NA	black	0	0	4.5855
MGH36_P5_A09	NA	black	0	0	3.0762
MGH36_P5_B02	NA	black	0	0	1.6262
MGH36_P5_B03	0.0709900785865	red	1	0.4813	0.08134
MGH36_P5_B04	NA	black	0	0	4.4369
MGH36_P5_B05	NA	black	0	0	5.2152
MGH36_P5_B06	NA	black	0	0	3.785
MGH36_P5_B07	-0.752853859012	red	1	0.13225	4.9202
MGH36_P5_B08	-0.347865656452	red	1	0.27381	4.096
MGH36_P5_B09	NA	black	0	0	2.6624
MGH36_P5_B10	0.125709370208	red	1	0.089498	1.7294
MGH36_P5_B11	0.541330354416	green3	2	0.10434	0.18903
MGH36_P5_C01	NA	black	0	0	0
MGH36_P5_C02	NA	black	0	0.16479	0
MGH36_P5_C03	0.325636826315	red	1	0.19535	0.67265
MGH36_P5_C04	NA	black	0	0	5.0947
MGH36_P5_C05	-0.0815348262225	red	1	0.10568	2.4539
MGH36_P5_C06	0.611911324279	red	1	0.085425	0.020058
MGH36_P5_C09	NA	black	0	0	0.26303
MGH36_P5_C11	-0.142194884157	red	1	0.062122	2.6222
MGH36_P5_C12	NA	black	0	0	1.9419
MGH36_P5_D01	-0.0996855518865	red	1	0.63134	0.51299
MGH36_P5_D02	-0.105364912125	red	1	0.17505	2.6086
MGH36_P5_D03	0.174563309932	red	1	0.038436	1.6196
MGH36_P5_D04	0.631716512809	red	1	0.051024	0.10969
MGH36_P5_D06	0.0764516426616	red	1	0.055196	1.918
MGH36_P5_D07	0.495340951309	green3	2	0.12565	0.26544
MGH36_P5_D08	0.595288690864	red	1	0.085425	0.079975
MGH36_P5_D09	0.544180569448	green3	2	0.092207	0.23389
MGH36_P5_D11	NA	black	0	0	0
MGH36_P5_D12	-0.16868703049	red	1	0.11503	2.774
MGH36_P5_E01	NA	black	0	0	4.0545
MGH36_P5_E02	NA	black	0	0	1.518
MGH36_P5_E03	0.606073652473	red	1	0.077243	0.079975
MGH36_P5_E05	NA	black	0	0	0.24123
MGH36_P5_E07	NA	black	0	0	0.39726
MGH36_P5_E08	NA	black	0	0	4.1319
MGH36_P5_E09	-1.05276443128	red	1	0.088142	5.6317
MGH36_P5_E10	-0.42526721508	red	1	0.089498	3.601
MGH36_P5_E11	0.42997117261	green3	2	0.13619	0.4782
MGH36_P5_F02	-0.585677241576	red	1	0.020058	3.8797
MGH36_P5_F04	-0.19886763593	red	1	0.11902	2.8887
MGH36_P5_F05	0.638360922682	red	1	0.04684	0.10568
MGH36_P5_F06	-1.09837028868	red	1	0.059355	5.5777
MGH36_P5_F07	NA	black	0	0	1.7111
MGH36_P5_F08	-0.694800883741	red	1	0.097611	4.5279
MGH36_P5_F09	0.313365955417	red	1	0.25217	0.43616
MGH36_P5_F10	-0.00685226227549	red	1	0.42653	2.2609
MGH36_P5_F11	NA	black	0	0	0
MGH36_P5_G01	NA	black	0	0	0
MGH36_P5_G02	NA	black	0	0	3.5078
MGH36_P5_G04	NA	black	0	0	4.8722
MGH36_P5_G06	-0.839493911805	red	1	0.097611	5.0048
MGH36_P5_G07	0.480480700872	green3	2	0.15704	0.16736
MGH36_P5_G08	NA	black	0	0	4.8586
MGH36_P5_G09	-0.73158503014	red	1	0.077243	4.5471
MGH36_P5_G10	NA	black	0	0	3.5203
MGH36_P5_G11	NA	black	0	0	6.0916
MGH36_P5_H02	0.798829935628	red	1	1.4972	3.5281
MGH36_P5_H03	NA	black	0	0	0.35502
MGH36_P5_H05	0.446375135261	green3	2	0.1776	0.20414
MGH36_P5_H06	NA	black	0	0	0.81065
MGH36_P5_H07	NA	black	0	0	0.12961
MGH36_P5_H09	NA	black	0	0	0.35163
MGH36_P10_A02	NA	black	0	0	2.7664
MGH36_P10_A04	NA	black	0	0	0.65901
MGH36_P10_A05	NA	black	0	0	1.683
MGH36_P10_A06	NA	black	0	0	2.3285
MGH36_P10_A07	NA	black	0	0	2.5031
MGH36_P10_A09	NA	black	0	0	1.6267
MGH36_P10_A11	NA	black	0	0	1.4399
MGH36_P10_A12	NA	black	0	0	2.6581
MGH36_P10_B01	NA	black	0	0	4.6313
MGH36_P10_B03	NA	black	0	0	3.553
MGH36_P10_B05	NA	black	0	0	3.1298
MGH36_P10_B07	-0.0305138895974	red	1	0.31267	2.373
MGH36_P10_B08	NA	black	0	0	2.4738
MGH36_P10_B10	NA	black	0	0	0
MGH36_P10_B11	NA	black	0	0	3.586
MGH36_P10_C01	-0.340807759288	red	1	1.3601	1.537
MGH36_P10_C03	NA	black	0	0	3.9084
MGH36_P10_C04	0.35820868229	green3	2	0.22033	0.38515
MGH36_P10_C06	NA	black	0	0	4.0514
MGH36_P10_C07	NA	black	0	0	0
MGH36_P10_C08	NA	black	0	0	3.9669
MGH36_P10_C09	NA	black	0	0	4.5054
MGH36_P10_C10	NA	black	0	0	0.14926
MGH36_P10_C12	NA	black	0	0	0
MGH36_P10_D01	NA	black	0	0	0
MGH36_P10_D02	NA	black	0	0	3.5937
MGH36_P10_D03	NA	black	0	0	3.82
MGH36_P10_D04	NA	black	0	0	1.1966
MGH36_P10_D05	NA	black	0	0	0.17249
MGH36_P10_D07	-0.29405333948	red	1	0.13488	3.2708
MGH36_P10_D09	NA	black	0	0	5.4252
MGH36_P10_D10	NA	black	0	0	3.3111
MGH36_P10_D11	NA	black	0	0	0.15445
MGH36_P10_D12	NA	black	0	0	0
MGH36_P10_E02	NA	black	0	0	2.6109
MGH36_P10_E03	NA	black	0	0	0
MGH36_P10_E04	NA	black	0	0	0
MGH36_P10_E05	NA	black	0	0	4.137
MGH36_P10_E07	NA	black	0	0	0.23143
MGH36_P10_E10	NA	black	0	0	4.357
MGH36_P10_E11	NA	black	0	0	4.0948
MGH36_P10_E12	NA	black	0	0	1.9142
MGH36_P10_F02	-0.155713234325	red	1	0.35727	3.4162
MGH36_P10_F03	-0.452889634096	red	1	0.089498	3.6927
MGH36_P10_F05	-0.436127628339	red	1	0.21661	4.1758
MGH36_P10_F06	-0.549756856903	red	1	0.2461	4.9047
MGH36_P10_F08	0.4693411872	green3	2	0.89918	4.3518
MGH36_P10_F09	NA	black	0	0	4.1952
MGH36_P10_F10	0.442779206316	green3	2	0.18269	0.19156
MGH36_P10_F11	-0.049304291796	red	1	0.34483	2.5497
MGH36_P10_F12	NA	black	0	0	3.1416
MGH36_P10_G01	NA	black	0	0	4.6419
MGH36_P10_G02	0.0962954356632	red	1	0.24367	1.6631
MGH36_P10_G03	NA	black	0	0	0
MGH36_P10_G05	NA	black	0	0	3.1391
MGH36_P10_G06	NA	black	0	0	0.08134
MGH36_P10_G07	NA	black	0	0	3.0738
MGH36_P10_G08	NA	black	0	0	0
MGH36_P10_G09	NA	black	0	0	2.2057
MGH36_P10_G10	NA	black	0	0	3.4658
MGH36_P10_G11	0.525601461471	green3	2	0.12961	0.12565
MGH36_P10_H01	NA	black	0	1.5539	0
MGH36_P10_H03	NA	black	0	0	0.32998
MGH36_P10_H04	NA	black	0	0	4.2649
MGH36_P10_H05	-0.0120068515562	red	1	0.33228	2.2573
MGH36_P10_H06	NA	black	0	0	0
MGH36_P10_H09	NA	black	0	0	2.872
MGH36_P10_H11	-0.566841279332	red	1	0.15445	4.3687
MGH36_P10_H12	NA	black	0	0	3.9808
MGH36_P8_A01	NA	black	0	0	1.9664
MGH36_P8_A03	NA	black	0	0	5.2735
MGH36_P8_A04	NA	black	0	0	1.7506
MGH36_P8_A06	NA	black	0	0	3.1601
MGH36_P8_A07	NA	black	0	0	2.3499
MGH36_P8_A08	NA	black	0	0	3.2759
MGH36_P8_A09	NA	black	0	0	0
MGH36_P8_A11	NA	black	0	0	2.4867
MGH36_P8_A12	NA	black	0	0	2.7958
MGH36_P8_B01	NA	black	0	0	1.9866
MGH36_P8_B02	NA	black	0	0	4.0249
MGH36_P8_B03	NA	black	0	0.14012	0
MGH36_P8_B04	NA	black	0	0	2.2525
MGH36_P8_B05	NA	black	0	0	2.7596
MGH36_P8_B08	NA	black	0	0	0
MGH36_P8_B09	NA	black	0	0	2.9309
MGH36_P8_B10	NA	black	0	0	5.3446
MGH36_P8_B11	-0.651074129201	red	1	0.23143	5.248
MGH36_P8_B12	NA	black	0	0	3.7324
MGH36_P8_C01	NA	black	0	0	1.4636
MGH36_P8_C02	NA	black	0	0	0
MGH36_P8_C03	NA	black	0	0	3.4382
MGH36_P8_C05	NA	black	0	0	3.0656
MGH36_P8_C06	NA	black	0	0	0
MGH36_P8_C09	NA	black	0	0	2.5888
MGH36_P8_C10	NA	black	0	0	2.7176
MGH36_P8_C12	NA	black	0	0	3.6901
MGH36_P8_D01	-0.0814839021376	red	1	0.19912	2.5328
MGH36_P8_D03	NA	black	0	0	4.038
MGH36_P8_D04	NA	black	0	0	2.7933
MGH36_P8_D05	NA	black	0	0	4.5316
MGH36_P8_D07	-0.0828349593789	red	1	0.37407	2.9071
MGH36_P8_D08	NA	black	0	0	3.5494
MGH36_P8_D09	NA	black	0	0	4.1573
MGH36_P8_D10	NA	black	0	0	0
MGH36_P8_D11	NA	black	0	0	2.9193
MGH36_P8_D12	NA	black	0	0	0
MGH36_P8_E01	NA	black	0	0	4.2031
MGH36_P8_E02	NA	black	0	0	5.0459
MGH36_P8_E03	NA	black	0	0	2.9815
MGH36_P8_E04	NA	black	0	0	0
MGH36_P8_E05	NA	black	0	0	3.6757
MGH36_P8_E06	NA	black	0	0	3.8328
MGH36_P8_E08	NA	black	0	0	3.569
MGH36_P8_E10	NA	black	0	0	1.6121
MGH36_P8_F02	NA	black	0	0	4.3755
MGH36_P8_F04	NA	black	0	0	2.5833
MGH36_P8_F05	NA	black	0	0	1.2485
MGH36_P8_F07	-0.0498425853237	red	1	0.52907	4.6537
MGH36_P8_F09	NA	black	0	0	2.6462
MGH36_P8_G01	NA	black	0	0	0
MGH36_P8_G02	NA	black	0	0	3.1299
MGH36_P8_G03	NA	black	0	0	4.5316
MGH36_P8_G04	NA	black	0	0	2.8687
MGH36_P8_G05	NA	black	0	0	1.3219
MGH36_P8_G06	NA	black	0	0	4.5367
MGH36_P8_G07	NA	black	0	0	0
MGH36_P8_G08	NA	black	0	0	5.7451
MGH36_P8_G09	NA	black	0	0	0.85917
MGH36_P8_G10	-0.457060076772	red	1	0.16479	3.9981
MGH36_P8_G12	NA	black	0	0	3.3864
MGH36_P8_H01	NA	black	0	0	0
MGH36_P8_H03	NA	black	0	0	2.7521
MGH36_P8_H04	NA	black	0	0	4.5586
MGH36_P8_H06	NA	black	0	0	3.1622
MGH36_P8_H07	NA	black	0	0	2.183
MGH36_P8_H09	NA	black	0	0.40163	0
MGH36_P8_H10	NA	black	0	0	0
MGH36_P8_H11	0.556299830948	green3	2	0.097611	0.16479
MGH36_P9_A01	NA	black	0	0	3.6534
MGH36_P9_A02	NA	black	0	0	5.3482
MGH36_P9_A03	NA	black	0	0	2.7216
MGH36_P9_A05	NA	black	0	0	0
MGH36_P9_A06	NA	black	0	0	4.3364
MGH36_P9_A07	NA	black	0	0.14405	0
MGH36_P9_A09	NA	black	0	0	2.6152
MGH36_P9_A10	NA	black	0	0	0
MGH36_P9_A11	NA	black	0	0	0.36401
MGH36_P9_A12	0.011368571417	red	1	0.30801	2.0939
MGH36_P9_B01	NA	black	0	0	2.4615
MGH36_P9_B04	NA	black	0	0	0
MGH36_P9_B06	NA	black	0	0	2.7897
MGH36_P9_B07	NA	black	0	0	3.054
MGH36_P9_B08	NA	black	0	0	0.50487
MGH36_P9_B09	NA	black	0	0	2.8148
MGH36_P9_B10	NA	black	0	0	0.36065
MGH36_P9_B11	NA	black	0	0	3.0836
MGH36_P9_B12	NA	black	0	0	0
MGH36_P9_C01	0.18897551291	red	1	0.69599	4.3459
MGH36_P9_C02	NA	black	0	0	3.853
MGH36_P9_C03	NA	black	0	0	4.2405
MGH36_P9_C05	NA	black	0	0	2.9149
MGH36_P9_C07	NA	black	0	0.13225	0
MGH36_P9_C08	NA	black	0	0	3.3927
MGH36_P9_C09	NA	black	0	0	2.1447
MGH36_P9_C11	NA	black	0	0	3.0657
MGH36_P9_C12	NA	black	0	0.59837	0
MGH36_P9_D05	NA	black	0	0	3.1112
MGH36_P9_D07	NA	black	0	0	3.9924
MGH36_P9_D08	NA	black	0	0	0.43403
MGH36_P9_D09	NA	black	0	0	0
MGH36_P9_D10	NA	black	0	0	3.8732
MGH36_P9_D11	NA	black	0	0	3.9201
MGH36_P9_E01	NA	black	0	0	2.2299
MGH36_P9_E02	NA	black	0	0	0.7966
MGH36_P9_E03	NA	black	0	0	0.12168
MGH36_P9_E04	NA	black	0	0	0.79327
MGH36_P9_E05	0.381895573811	green3	2	0.20539	0.35163
MGH36_P9_E06	NA	black	0	0	0.66903
MGH36_P9_E07	NA	black	0	0	2.0731
MGH36_P9_E08	-0.212419863907	red	1	0.24123	3.2394
MGH36_P9_E10	NA	black	0	0	0.28806
MGH36_P9_E11	NA	black	0	0	3.3639
MGH36_P9_E12	NA	black	0	0	3.3528
MGH36_P9_F02	NA	black	0	0	5.4421
MGH36_P9_F03	-0.127759412934	red	1	0.18777	2.7209
MGH36_P9_F04	NA	black	0	0	2.3802
MGH36_P9_F08	0.0286822512557	red	1	0.61542	2.8705
MGH36_P9_F09	NA	black	0	0	4.9982
MGH36_P9_F10	NA	black	0	0	4.0412
MGH36_P9_F11	NA	black	0	0	0.42223
MGH36_P9_F12	NA	black	0	0	0
MGH36_P9_G03	NA	black	0	0	3.2405
MGH36_P9_G04	NA	black	0	0	0
MGH36_P9_G05	NA	black	0	0	1.1596
MGH36_P9_G06	0.328754701246	red	1	0.11902	0.93584
MGH36_P9_G07	0.415483386384	green3	2	0.18396	0.31034
MGH36_P9_G08	-0.21259252251	red	1	0.15056	2.9991
MGH36_P9_G09	NA	black	0	0	0
MGH36_P9_G10	NA	black	0	0	2.8494
MGH36_P9_G11	-0.305872987917	red	1	0.09356	3.2116
MGH36_P9_H01	NA	black	0	0	3.8364
MGH36_P9_H02	NA	black	0	0	0
MGH36_P9_H03	NA	black	0	0	3.353
MGH36_P9_H04	NA	black	0	0	2.669
MGH36_P9_H06	-0.00161789765365	red	1	0.38847	2.1868
MGH36_P9_H07	NA	black	0	0	2.1309
MGH36_P9_H08	NA	black	0	0	0.44042
MGH36_P9_H10	NA	black	0	0	2.1994
MGH36_P9_H11	NA	black	0	0	0.74502
MGH36_P9_H12	NA	black	0	0	3.9986
MGH36_P2_A01	0.150475696735	red	1	0.11902	1.6074
MGH36_P2_A03	NA	black	0	0	0.18777
MGH36_P2_A04	NA	black	0	0	0.063503
MGH36_P2_A05	NA	black	0	0	2.3377
MGH36_P2_A06	-0.626448534849	red	1	0.22527	5.0849
MGH36_P2_A07	-1.02084277882	red	1	0.052416	5.3022
MGH36_P2_A08	-0.0116042963952	red	1	0.3173	2.2485
MGH36_P2_A11	NA	black	0	0	1.9415
MGH36_P2_B03	-0.557123513053	red	1	0.041243	3.8639
MGH36_P2_B04	NA	black	0	0	3.0254
MGH36_P2_B05	-0.718386798541	red	1	0.069015	4.4667
MGH36_P2_B06	NA	black	0	0	2.3098
MGH36_P2_B07	0.584638172772	red	1	0.031395	0.34142
MGH36_P2_B08	NA	black	0	0	3.2146
MGH36_P2_B09	NA	black	0	0	3.2945
MGH36_P2_B10	NA	black	0	0	0.5656
MGH36_P2_B11	-0.372180830916	red	1	0.08134	3.4026
MGH36_P2_B12	0.266380480572	red	1	0.25096	0.71017
MGH36_P2_C02	NA	black	0	0	4.5682
MGH36_P2_C03	NA	black	0	0	3.1465
MGH36_P2_C04	NA	black	0	0	3.0004
MGH36_P2_C07	-0.516338205674	red	1	0.073135	3.8445
MGH36_P2_C08	0.519315598679	green3	2	0.089498	0.33571
MGH36_P2_C09	-0.124264963108	red	1	0.073135	2.5741
MGH36_P2_C10	NA	black	0	0	3.0958
MGH36_P2_C11	0.579659521254	red	1	0.041243	0.32077
MGH36_P2_C12	NA	black	0	0	0.11503
MGH36_P2_D01	NA	black	0	0	4.3818
MGH36_P2_D02	-0.661095928142	red	1	0.0071955	4.052
MGH36_P2_D04	-1.605849743	black	0	3.4038	1.3516
MGH36_P2_D05	NA	black	0	0	0.2461
MGH36_P2_D06	-0.858030879602	red	1	0.077243	4.947
MGH36_P2_D07	NA	black	0	0	0.1137
MGH36_P2_D08	0.632354257874	red	1	0.028569	0.20038
MGH36_P2_D09	NA	black	0	0	1.873
MGH36_P2_D10	0.59332700691	red	1	0.066261	0.17377
MGH36_P2_D11	NA	black	0	0	4.2473
MGH36_P2_E01	0.505323109978	green3	2	0.041243	0.56169
MGH36_P2_E02	NA	black	0	0	4.739
MGH36_P2_E03	0.647462865715	red	1	0.05797	0.025738
MGH36_P2_E04	-0.793259750296	red	1	0.045443	4.5867
MGH36_P2_E06	-1.05939291326	red	1	0.042644	5.3578
MGH36_P2_E07	-0.303149393375	red	1	0.088142	3.1903
MGH36_P2_E08	NA	black	0	0	0.05797
MGH36_P2_E09	NA	black	0	0	3.1117
MGH36_P2_E10	0.567192825956	green3	2	0.096262	0.13093
MGH36_P2_F02	NA	black	0	0	0.10165
MGH36_P2_F03	-0.944282998137	red	1	0.060739	5.1204
MGH36_P2_F04	-2.34602279794	black	0	2.5326	0.36625
MGH36_P2_F06	0.326018068229	red	1	0.10299	0.99132
MGH36_P2_F07	0.653776765176	red	1	0.028569	0.13225
MGH36_P2_F08	0.64081720501	red	1	0.049631	0.085425
MGH36_P2_F10	0.40493380625	green3	2	0.096262	0.72421
MGH36_P2_F11	NA	black	0	0	0.037031
MGH36_P2_F12	-0.480321675636	red	1	0.070389	3.7205
MGH36_P2_G01	NA	black	0	0	0
MGH36_P2_G02	0.619326956395	red	1	0.044044	0.18015
MGH36_P2_G03	NA	black	0	0	0.22651
MGH36_P2_G04	0.515637588483	green3	2	0.060739	0.46048
MGH36_P2_G05	0.624891316991	red	1	0.056584	0.10836
MGH36_P2_G07	0.667434431924	red	1	0.034216	0.064883
MGH36_P2_G08	0.670070354291	red	1	0.041243	0.025738
MGH36_P2_G09	0.617368152085	red	1	0.059355	0.12168
MGH36_P2_G11	0.59332700691	red	1	0.066261	0.17377
MGH36_P2_G12	NA	black	0	0	0.20038
MGH36_P2_H01	NA	black	0	0	0.1903
MGH36_P2_H02	NA	black	0	0.069015	0
MGH36_P2_H03	NA	black	0	0	1.5912
MGH36_P2_H04	0.665823439786	red	1	0.017209	0.14012
MGH36_P2_H05	0.581128142709	red	1	0.025738	0.37295
MGH36_P2_H06	0.602304326881	red	1	0.048236	0.21909
MGH36_P2_H07	0.573180461906	red	1	0.029983	0.38294
MGH36_P2_H10	NA	black	0	0	0.1137
MGH53_P5_A02	NA	black	0	0	0
MGH53_P5_A03	NA	black	0	0	0
MGH53_P5_A04	-0.0923210336936	red	1	1.0391	1.8918
MGH53_P5_A06	NA	black	0	0	0
MGH53_P5_A07	NA	black	0	0	2.1322
MGH53_P5_A08	NA	black	0	0	2.3257
MGH53_P5_A09	NA	black	0	0	0.54696
MGH53_P5_A11	NA	black	0	0	0.5568
MGH53_P5_B01	NA	black	0	0.3584	0
MGH53_P5_B03	NA	black	0	0	0
MGH53_P5_B04	NA	black	0	0	0
MGH53_P5_B05	NA	black	0	0	5.2834
MGH53_P5_B06	NA	black	0	0.37851	0
MGH53_P5_B07	NA	black	0	0	0.24732
MGH53_P5_B08	NA	black	0	0	0
MGH53_P5_B09	NA	black	0	0	3.259
MGH53_P5_B10	NA	black	0	0	0
MGH53_P5_B11	NA	black	0	0	0
MGH53_P5_B12	NA	black	0	0	0
MGH53_P5_C01	NA	black	0	0	6.0762
MGH53_P5_C02	NA	black	0	0	0
MGH53_P5_C03	0.960402038949	red	1	1.6346	3.5978
MGH53_P5_C04	NA	black	0	0	4.8531
MGH53_P5_C05	NA	black	0	0	3.2991
MGH53_P5_C06	NA	black	0	0	0
MGH53_P5_C07	NA	black	0	0	1.1738
MGH53_P5_C08	NA	black	0	0	3.0941
MGH53_P5_C09	NA	black	0	0.28333	0
MGH53_P5_C10	NA	black	0	0	1.3945
MGH53_P5_C11	NA	black	0	0.25217	0
MGH53_P5_D01	NA	black	0	0	2.8018
MGH53_P5_D02	NA	black	0	0	4.6676
MGH53_P5_D04	-0.081261612033	red	1	0.6332	0.82212
MGH53_P5_D05	NA	black	0	0	0
MGH53_P5_D07	NA	black	0	0	0.59072
MGH53_P5_D08	NA	black	0	0	5.007
MGH53_P5_D09	NA	black	0	0.64339	0
MGH53_P5_D11	NA	black	0	0.67717	0
MGH53_P5_E01	NA	black	0	0	0
MGH53_P5_E02	NA	black	0	0	1.9321
MGH53_P5_E03	NA	black	0	4.9206	0
MGH53_P5_E04	-0.24280647447	red	1	0.809	0.76893
MGH53_P5_E06	NA	black	0	0	0.78994
MGH53_P5_E08	NA	black	0	0	0
MGH53_P5_E09	NA	black	0	0	3.0321
MGH53_P5_E11	NA	black	0	0	0
MGH53_P5_F01	NA	black	0	0	1.2485
MGH53_P5_F03	NA	black	0	0	0
MGH53_P5_F05	NA	black	0	0	2.9773
MGH53_P5_F06	NA	black	0	0	0
MGH53_P5_F07	NA	black	0	0	1.7778
MGH53_P5_F08	-0.0295071299103	red	1	0.33228	2.3846
MGH53_P5_F10	NA	black	0	0	6.24
MGH53_P5_F11	-2.11812953788	black	0	4.5002	1.4125
MGH53_P5_G01	NA	black	0	0	0
MGH53_P5_G04	NA	black	0	0	3.1447
MGH53_P5_G05	-0.616547684232	red	1	0.21785	4.9814
MGH53_P5_G07	NA	black	0	0	1.9749
MGH53_P5_G08	-0.477545773982	red	1	0.27858	4.8224
MGH53_P5_G09	NA	black	0	0	1.6313
MGH53_P5_G10	0.64388054371	red	1	0.048236	0.08134
MGH53_P5_G11	NA	black	0	0	0.51904
MGH53_P5_H02	NA	black	0	0	0
MGH53_P5_H03	NA	black	0	0	0
MGH53_P5_H04	NA	black	0	0	4.7236
MGH53_P5_H05	NA	black	0	0	5.6139
MGH53_P5_H07	NA	black	0	0	0
MGH53_P5_H08	NA	black	0	0	4.2284
MGH53_P5_H10	NA	black	0	0	0
MGH53_P5_H11	NA	black	0	0	0
MGH53_P6_A01	NA	black	0	0	0.4489
MGH53_P6_A02	NA	black	0	0	0
MGH53_P6_A03	NA	black	0	0	0.085425
