Cell_name	Zvalue	Color	Cluster	PPARA	STAT3
MGH54_P6_H01	NA	black	0	0	0.36513
MGH54_P6_H03	-0.756503297679	red	1	0.20789	5.2918
MGH54_P6_H05	-0.38867923855	red	1	0.27023	4.3538
MGH54_P6_H06	NA	black	0	0	0
MGH54_P6_H07	NA	black	0	0.13619	0
MGH54_P6_H08	0.156782409066	red	1	0.32308	0.60881
MGH54_P6_H09	NA	black	0	0	4.0656
MGH54_P6_H10	NA	black	0	0.63506	0
MGH54_P6_H11	NA	black	0	0	0.40926
MGH54_P6_H12	NA	black	0	0	0
MGH54_P7_A02	0.383152154554	red	1	0.1865	0.37072
MGH54_P7_A03	0.345127874828	red	1	0.21537	0.33113
MGH54_P7_A04	NA	black	0	0.22527	0
MGH54_P7_A06	0.41085081704	red	1	0.19409	0.1375
MGH54_P7_A07	NA	black	0	0.1635	0
MGH54_P7_A08	NA	black	0	0	4.6504
MGH54_P7_A10	NA	black	0	0	0
MGH54_P7_A11	0.572377825827	red	1	0.08134	0.25701
MGH54_P7_A12	0.545921290395	red	1	0.11636	0.12829
MGH54_P7_B01	NA	black	0	0.084064	0
MGH54_P7_B03	-0.31422641869	red	1	0.60692	0.13225
MGH54_P7_B04	NA	black	0	0	5.3531
MGH54_P7_B05	NA	black	0	0.082703	0
MGH54_P7_B06	NA	black	0	0.11503	0
MGH54_P7_B07	-0.0347705177887	red	1	0.13619	2.3843
MGH54_P7_B08	NA	black	0	0	0
MGH54_P7_B09	-0.122251285699	red	1	0.52105	0.52707
MGH54_P7_B10	NA	black	0	0.39616	0
MGH54_P7_B12	NA	black	0	0.22157	0
MGH54_P7_C01	NA	black	0	0.1776	0
MGH54_P7_C03	0.493626255551	green3	2	0.13488	0.22404
MGH54_P7_C04	0.564450483545	red	1	0.10165	0.15575
MGH54_P7_C05	-0.422040267177	red	1	0.24489	4.3093
MGH54_P7_C06	-0.722653551966	red	1	0.11636	4.5478
MGH54_P7_C07	NA	black	0	0	0.51096
MGH54_P7_C08	NA	black	0	0.07861	0
MGH54_P7_C09	NA	black	0	0	0.12433
MGH54_P7_C10	0.474597607616	green3	2	0.14274	0.25338
MGH54_P7_C11	0.21582151825	red	1	0.28688	0.50792
MGH54_P7_C12	0.399696101512	red	1	0.14012	0.6173
MGH54_P7_D01	0.378106052078	red	1	0.20664	0.20914
MGH54_P7_D02	0.224197848406	red	1	0.29866	0.21288
MGH54_P7_D03	0.434741026064	green3	2	0.16092	0.30685
MGH54_P7_D04	NA	black	0	0.067639	0
MGH54_P7_D05	NA	black	0	0	0.32769
MGH54_P7_D06	0.482840301929	green3	2	0.14274	0.21412
MGH54_P7_D08	NA	black	0	0	0
MGH54_P7_D11	NA	black	0	0.24367	0
MGH54_P7_D12	NA	black	0	0	0.09356
MGH54_P7_E01	NA	black	0	1.903	0
MGH54_P7_E02	0.252606010367	red	1	0.27739	0.28451
MGH54_P7_E03	-0.493170566834	red	1	0.19283	4.2466
MGH54_P7_E04	0.335568050366	red	1	0.23634	0.15704
MGH54_P7_E05	-0.410948746245	red	1	0.23879	4.219
MGH54_P7_E06	0.499612073223	green3	2	0.10568	0.39616
MGH54_P7_E08	NA	black	0	0.46676	0
MGH54_P7_E09	-0.407144341998	red	1	0.16607	3.7982
MGH54_P7_E10	0.483378917342	green3	2	0.13356	0.28096
MGH54_P7_E11	NA	black	0	0.2857	0
MGH54_P7_E12	0.52941434703	green3	2	0.096262	0.33342
MGH54_P7_F01	0.317708033471	red	1	0.22774	0.38736
MGH54_P7_F02	0.604871336605	red	1	0.077243	0.15834
MGH54_P7_F03	-4.92290754411	black	0	3.2146	0.41684
MGH54_P7_F04	0.276926071365	red	1	0.62761	5.2521
MGH54_P7_F05	NA	black	0	0	2.6686
MGH54_P7_F06	NA	black	0	0	0.4489
MGH54_P7_F08	0.381638019953	red	1	0.21039	0.14535
MGH54_P7_F10	0.288776281719	red	1	0.24853	0.36625
MGH54_P7_F11	0.0107063856871	red	1	0.42761	0.39287
MGH54_P7_G01	0.553636056423	red	1	0.10969	0.14405
MGH54_P7_G02	0.0921094584706	red	1	0.067639	1.9613
MGH54_P7_G03	0.60392416885	red	1	0.07861	0.15316
MGH54_P7_G04	0.218599584444	red	1	0.30334	0.18396
MGH54_P7_G06	0.304216213252	red	1	0.24975	0.22651
MGH54_P7_G07	NA	black	0	0.062122	0
MGH54_P7_G08	-0.372907116923	red	1	0.24732	4.1126
MGH54_P7_G09	0.268190601686	red	1	0.27501	0.16864
MGH54_P7_G10	0.510708055511	green3	2	0.055196	0.6173
MGH54_P7_G11	-0.999319994376	red	1	0.15316	5.6038
MGH54_P7_H01	NA	black	0	0	0.32308
MGH54_P7_H02	-0.38223565599	red	1	0.33113	4.9272
MGH54_P7_H04	0.289827317389	red	1	0.13356	1.123
MGH54_P7_H05	-0.406834022142	red	1	0.30451	4.7579
MGH54_P7_H09	-0.138731415899	red	1	0.55189	0.77653
MGH54_P7_H10	0.401072113517	red	1	0.16607	0.43829
MGH54_P8_A01	-0.569054173112	red	1	0.18903	4.4945
MGH54_P8_A06	-0.289756844861	red	1	0.60786	0.28451
MGH54_P8_A07	NA	black	0	0.13488	0
MGH54_P8_A09	0.182674729897	red	1	0.32539	0.15704
MGH54_P8_A10	0.235185558902	red	1	0.23266	0.89763
MGH54_P8_A11	0.356851640993	red	1	0.20289	0.37851
MGH54_P8_A12	0.430103185025	green3	2	0.13356	0.52105
MGH54_P8_B01	0.327079269675	red	1	0.21661	0.43616
MGH54_P8_B02	NA	black	0	0.36289	0
MGH54_P8_B04	0.0686420960072	red	1	0.39067	0.3115
MGH54_P8_B08	0.605091077113	red	1	0.062122	0.24975
MGH54_P8_B09	0.269533607733	red	1	0.26664	0.28806
MGH54_P8_B12	0.49713137392	green3	2	0.05797	0.65168
MGH54_P8_C02	NA	black	0	0	0.44255
MGH54_P8_C04	0.575292850096	red	1	0.067639	0.32654
MGH54_P8_C06	-7.74164336472	black	0	4.1733	0.14796
MGH54_P8_C07	0.58073072503	red	1	0.056584	0.36737
MGH54_P8_C09	0.527029327532	green3	2	0.13093	0.1003
MGH54_P8_C12	0.281504726319	red	1	0.26063	0.26784
MGH54_P8_D01	0.497582461348	green3	2	0.11237	0.36289
MGH54_P8_D03	0.26427213842	red	1	0.2558	0.47508
MGH54_P8_D04	NA	black	0	0	0
MGH54_P8_D05	0.249593428002	red	1	0.28214	0.23634
MGH54_P8_D06	NA	black	0	0.1177	0
MGH54_P8_D07	-0.848335577911	red	1	0.051024	4.5489
MGH54_P8_D08	0.467442778746	green3	2	0.17121	0.042644
MGH54_P8_D10	NA	black	0	0.10969	0
MGH54_P8_D11	0.667745080065	red	1	0.048236	0.10836
MGH54_P8_D12	0.538466586591	green3	2	0.094912	0.30568
MGH54_P8_E01	NA	black	0	0.079975	0
MGH54_P8_E04	NA	black	0	0.15186	0
MGH54_P8_E05	-0.286308584793	red	1	0.36737	4.8129
MGH54_P8_E07	0.257401877822	red	1	0.26424	0.42868
MGH54_P8_E08	NA	black	0	0	0
MGH54_P8_E10	0.12658574182	red	1	0.35614	0.24367
MGH54_P8_F01	1.78870449188	black	0	1.4526	4.7029
MGH54_P8_F02	NA	black	0	0	0
MGH54_P8_F04	NA	black	0	0	0
MGH54_P8_F05	-0.936847794106	red	1	0.094912	5.0176
MGH54_P8_F06	-0.61021553374	red	1	0.14405	4.3615
MGH54_P8_F08	-0.455674506876	red	1	0.32539	5.2514
MGH54_P8_F09	0.132241452707	red	1	0.24123	1.5018
MGH54_P8_F10	0.694430227687	red	1	0.0086303	0.23756
MGH54_P8_F11	-0.775759006259	red	1	0.10568	4.6399
MGH54_P8_F12	0.238003945247	red	1	0.26903	0.53705
MGH54_P8_G01	0.108003210343	red	1	0.35389	0.75189
MGH54_P8_G03	-4.27090804628	black	0	2.7222	0.25096
MGH54_P8_G04	-1.0541273577	red	1	0.052416	5.0649
MGH54_P8_G05	NA	black	0	0	0
MGH54_P8_G06	0.619151271518	red	1	0.070389	0.14796
MGH54_P8_G07	0.0619581296807	red	1	0.39506	0.21537
MGH54_P8_G08	0.554664442274	red	1	0.10836	0.14926
MGH54_P8_G09	0.218740951194	red	1	0.29396	0.36513
MGH54_P8_G10	0.602453199295	red	1	0.066261	0.23511
MGH54_P8_G11	0.380122221175	red	1	0.17887	0.44996
MGH54_P8_G12	NA	black	0	0.1903	0
MGH54_P8_H01	-0.323450083436	red	1	0.18015	3.5553
MGH54_P8_H03	NA	black	0	0.14666	0
MGH54_P8_H04	NA	black	0	0	0.1375
MGH54_P8_H06	0.459790723719	green3	2	0.073135	0.71633
MGH54_P8_H07	0.0446364900126	red	1	0.21537	2.0423
MGH54_P8_H08	0.594814492086	red	1	0.090853	0.10702
MGH54_P8_H10	0.2000850395	red	1	0.31499	0.16479
MGH54_P8_H12	-1.03204201854	red	1	0.14405	5.6252
MGH54_P10_A01	NA	black	0	0	0
MGH54_P10_A02	NA	black	0	0.36289	0
MGH54_P10_A03	NA	black	0	0.16736	0
MGH54_P10_A04	0.0405674263226	red	1	0.29748	1.9679
MGH54_P10_A05	0.258877409863	red	1	0.26063	0.46153
MGH54_P10_A06	0.190319164112	red	1	0.19283	1.3578
MGH54_P10_A07	0.283390382692	red	1	0.23266	0.57531
MGH54_P10_A09	0.600560825372	red	1	0.07861	0.16607
MGH54_P10_A10	0.398873207432	red	1	0.19787	0.17121
MGH54_P10_A11	0.49039811929	green3	2	0.1375	0.21909
MGH54_P10_A12	NA	black	0	0	0.44784
MGH54_P10_B01	0.401766942233	red	1	0.1177	0.73031
MGH54_P10_B02	NA	black	0	0	0.35163
MGH54_P10_B03	-0.739401325967	red	1	0.10969	4.5592
MGH54_P10_B05	NA	black	0	0	0.50995
MGH54_P10_B06	-0.303097213711	red	1	0.27739	3.9935
MGH54_P10_B07	-0.530201895282	red	1	0.10434	3.9264
MGH54_P10_B08	0.018452172074	red	1	0.40708	1.8404
MGH54_P10_B09	0.287526767756	red	1	0.24123	0.45943
MGH54_P10_B10	NA	black	0	0	0
MGH54_P10_B11	NA	black	0	0	0.66903
MGH54_P10_B12	NA	black	0	0	0
MGH54_P10_C01	NA	black	0	0	0
MGH54_P10_C02	NA	black	0	0	2.4688
MGH54_P10_C03	0.617178916793	red	1	0.071763	0.14666
MGH54_P10_C04	0.336672843812	red	1	0.10702	1.0349
MGH54_P10_C05	-0.933308940125	red	1	0.090853	4.9835
MGH54_P10_C07	NA	black	0	0	6.2405
MGH54_P10_C08	NA	black	0	0	0.15316
MGH54_P10_C09	NA	black	0	0.20539	0
MGH54_P10_C10	0.405032336054	red	1	0.18523	0.25822
MGH54_P10_C11	0.203198182402	red	1	0.31034	0.23266
MGH54_P10_C12	-1.03861768947	red	1	0.17632	5.9197
MGH54_P10_D01	0.300059449502	red	1	0.12961	1.0956
MGH54_P10_D02	NA	black	0	0.082703	0
MGH54_P10_D03	0.269814921288	red	1	0.23634	0.63506
MGH54_P10_D04	NA	black	0	0	0.19283
MGH54_P10_D05	NA	black	0	0	3.0036
MGH54_P10_D06	-1.15589563253	red	1	0.20664	6.5826
MGH54_P10_D07	NA	black	0	0	4.3839
MGH54_P10_D09	-0.898162911299	red	1	0.1003	4.9464
MGH54_P10_D10	0.403449173526	red	1	0.18777	0.24367
MGH54_P10_D11	-0.163585180519	red	1	0.09356	2.778
MGH54_P10_D12	-0.0752658052184	red	1	0.079975	2.4865
MGH54_P10_E01	NA	black	0	0	0.23879
MGH54_P10_E02	0.247267168414	red	1	0.084064	1.4271
MGH54_P10_E03	0.491778359513	green3	2	0.13093	0.26183
MGH54_P10_E04	-0.860970777231	red	1	0.12433	4.9939
MGH54_P10_E05	-0.308678801115	red	1	0.096262	3.2337
MGH54_P10_E06	0.497450218879	green3	2	0.14274	0.14405
MGH54_P10_E07	NA	black	0	0.098958	0
MGH54_P10_E08	0.481521005095	green3	2	0.13619	0.27023
MGH54_P10_E09	NA	black	0	0.070389	0
MGH54_P10_E10	NA	black	0	0	3.5011
MGH54_P10_E11	NA	black	0	0.20539	0
MGH54_P10_E12	NA	black	0	0	6.2868
MGH54_P10_F01	NA	black	0	0	0
MGH54_P10_F02	-0.041093743367	red	1	1.7455	2.3904
MGH54_P10_F03	0.521170638348	green3	2	0.096262	0.36625
MGH54_P10_F04	NA	black	0	0	0.31383
MGH54_P10_F05	NA	black	0	0	2.5656
MGH54_P10_F06	NA	black	0	0	1.0101
MGH54_P10_F08	NA	black	0	0	4.3224
MGH54_P10_F09	0.32904712184	red	1	0.20038	0.5656
MGH54_P10_F10	0.216247420386	red	1	0.29396	0.39287
MGH54_P10_F11	0.431005743848	green3	2	0.17377	0.21785
MGH54_P10_F12	0.440999820997	green3	2	0.16092	0.27501
MGH54_P10_G01	0.441544758615	green3	2	0.15704	0.30334
MGH54_P10_G02	NA	black	0	0	0.42761
MGH54_P10_G03	0.29882854942	red	1	0.26303	0.074505
MGH54_P10_G05	-0.609435185141	red	1	0.090853	4.0977
MGH54_P10_G06	0.25247975969	red	1	0.2762	0.30451
MGH54_P10_G07	NA	black	0	0.14796	0
MGH54_P10_G09	0.471825865516	green3	2	0.077243	0.65444
MGH54_P10_G10	-0.81703548725	red	1	0.088142	4.6571
MGH54_P10_G11	-0.107328286164	red	1	0.13093	2.6411
MGH54_P10_G12	NA	black	0	0	0
MGH54_P10_H02	NA	black	0	0	2.2633
MGH54_P10_H03	NA	black	0	0	0.58207
MGH54_P10_H04	NA	black	0	0	4.2705
MGH54_P10_H05	-0.865829483091	red	1	0.12697	5.0251
MGH54_P10_H06	0.567643656124	red	1	0.092207	0.20664
MGH54_P10_H07	NA	black	0	0	5.2209
MGH54_P10_H08	-0.0997595070294	red	1	0.30451	2.9839
MGH54_P10_H09	NA	black	0	0	0.86235
MGH54_P10_H10	-0.463144569084	red	1	0.11103	3.7521
MGH54_P10_H11	0.125513409781	red	1	0.35389	0.36737
MGH54_P10_H12	0.102019675632	red	1	0.36961	0.32998
MGH54_P11_A01	NA	black	0	0	0.34596
MGH54_P11_A02	1.2936458315	red	1	1.3306	4.2818
MGH54_P11_A03	NA	black	0	0.20038	0
MGH54_P11_A04	NA	black	0	0	0
MGH54_P11_A05	NA	black	0	0.30334	0
MGH54_P11_A06	NA	black	0	0.044044	0
MGH54_P11_A08	NA	black	0	0	4.3723
MGH54_P11_A09	NA	black	0	0	0.25942
MGH54_P11_A10	-0.190788084073	red	1	0.41143	4.7777
MGH54_P11_A11	NA	black	0	0	2.344
MGH54_P11_A12	NA	black	0	0	3.9395
MGH54_P11_B01	NA	black	0	0.19787	0
MGH54_P11_B02	0.291093826984	red	1	0.23879	0.45943
MGH54_P11_B03	NA	black	0	0.49467	0
MGH54_P11_B04	NA	black	0	0.13093	0
MGH54_P11_B05	NA	black	0	0	3.7608
MGH54_P11_B06	NA	black	0	0	2.2615
MGH54_P11_B08	NA	black	0	0	0.29631
MGH54_P11_B09	-0.207673853702	red	1	0.30918	3.6964
MGH54_P11_B10	NA	black	0	0.48336	0
MGH54_P11_B11	-0.383164678074	red	1	0.79327	0.98623
MGH54_P11_B12	0.0918551421133	red	1	0.16736	1.8734
MGH54_P11_C01	NA	black	0	0	1.3311
MGH54_P11_C02	0.407894731016	red	1	0.17249	0.35276
MGH54_P11_C03	NA	black	0	0.81311	0
MGH54_P11_C04	0.437377459781	green3	2	0.13488	0.48027
MGH54_P11_C05	0.352710944737	red	1	0.17632	0.61353
MGH54_P11_C06	-0.417204565395	red	1	0.12961	3.6799
MGH54_P11_C07	NA	black	0	0.29866	0
MGH54_P11_C08	-0.0319633181033	red	1	0.44996	0.19409
MGH54_P11_C09	NA	black	0	0	3.6996
MGH54_P11_C10	NA	black	0	0	0
MGH54_P11_C12	NA	black	0	0	0
MGH54_P11_D01	NA	black	0	0.28924	0
MGH54_P11_D02	NA	black	0	0	4.2451
MGH54_P11_D03	NA	black	0	0	0
MGH54_P11_D04	NA	black	0	0	1.9942
MGH54_P11_D05	0.0478312780356	red	1	0.12961	2.079
MGH54_P11_D06	NA	black	0	0.4489	0
MGH54_P11_D07	NA	black	0	0	0.1903
MGH54_P11_D08	NA	black	0	0	3.2684
MGH54_P11_D09	-0.561148236528	red	1	0.20163	4.5508
MGH54_P11_D10	NA	black	0	0	0
MGH54_P11_D11	NA	black	0	0	0.17121
MGH54_P11_D12	NA	black	0	0	0.58207
MGH54_P11_E01	-0.152749018723	red	1	0.26664	3.1493
MGH54_P11_E02	NA	black	0	0	4.4213
MGH54_P11_E03	NA	black	0	0	0.23879
MGH54_P11_E04	NA	black	0	0	0.26183
MGH54_P11_E05	0.494901388384	green3	2	0.070389	0.60312
MGH54_P11_E06	NA	black	0	0.94035	0
MGH54_P11_E07	0.527162203138	green3	2	0.086784	0.39835
MGH54_P11_E08	0.449559909782	green3	2	0.15316	0.29396
MGH54_P11_E09	0.619847913867	red	1	0.070389	0.14535
MGH54_P11_E10	0.285232081617	red	1	0.66993	4.3401
MGH54_P11_E11	NA	black	0	0	0
MGH54_P11_E12	-0.710950689939	red	1	0.21661	5.2074
MGH54_P11_F01	NA	black	0	0	0
MGH54_P11_F02	0.0244541416428	red	1	0.72334	2.4359
MGH54_P11_F03	NA	black	0	0	0
MGH54_P11_F04	-0.165369138296	red	1	0.52907	0.22157
MGH54_P11_F05	NA	black	0	0	0
MGH54_P11_F06	0.163925619813	red	1	0.26664	1.1583
MGH54_P11_F07	0.493106556344	green3	2	0.13225	0.2461
MGH54_P11_F08	0.102767897877	red	1	0.15834	1.8388
MGH54_P11_F09	-0.134403986103	red	1	0.54794	0.77062
MGH54_P11_F10	0.445592399372	green3	2	0.13093	0.46884
MGH54_P11_F11	NA	black	0	0.10836	0
MGH54_P11_F12	-0.895397954934	red	1	0.13881	5.1916
MGH54_P11_G01	NA	black	0	2.3031	0
MGH54_P11_G02	-0.1869894556	red	1	0.33571	3.7697
MGH54_P11_G03	NA	black	0	0	0
MGH54_P11_G04	NA	black	0	0.71545	0
MGH54_P11_G05	NA	black	0	0	0.32077
MGH54_P11_G06	-0.450101687869	red	1	0.23266	4.3394
MGH54_P11_G07	NA	black	0	0	0.14405
MGH54_P11_G08	-0.168410050614	red	1	0.10434	2.8098
MGH54_P11_G09	-0.630223842438	red	1	0.87892	0.59072
MGH54_P11_G10	-0.303159537417	red	1	0.32769	4.4332
MGH54_P11_G11	0.661701330167	red	1	0.052416	0.10434
MGH54_P11_G12	NA	black	0	0.16993	0
MGH54_P11_H01	NA	black	0	0	0
MGH54_P11_H02	NA	black	0	0	3.1658
MGH54_P11_H03	-0.675636234427	red	1	0.25701	5.4587
MGH54_P11_H04	NA	black	0	0.27858	0
MGH54_P11_H05	NA	black	0	0.32077	0
MGH54_P11_H06	NA	black	0	0.070389	0
MGH54_P11_H07	0.0633428382852	red	1	0.062122	2.0538
MGH54_P11_H08	NA	black	0	0.14926	0
MGH54_P11_H09	NA	black	0	0	0.79577
MGH54_P11_H10	NA	black	0	0.20914	0
MGH54_P11_H11	0.62065282847	red	1	0.055196	0.23389
MGH54_P11_H12	0.496520200152	green3	2	0.14926	0.09356
MGH54_P12_A01	NA	black	0	0.33914	0
MGH54_P12_A02	NA	black	0	0	2.5358
MGH54_P12_A03	0.489812498267	green3	2	0.10836	0.42008
MGH54_P12_A04	NA	black	0	0	0.40926
MGH54_P12_A05	-0.165771903614	red	1	0.42546	4.8153
MGH54_P12_A06	2.04231597622	black	0	2.7926	3.6273
MGH54_P12_A07	-0.0675332400458	red	1	0.48233	0.50182
MGH54_P12_A08	0.382400103819	red	1	0.18777	0.36401
MGH54_P12_A09	-0.504014691437	red	1	0.060739	3.6905
MGH54_P12_A10	0.169025297928	red	1	0.13881	1.6007
MGH54_P12_A11	NA	black	0	0.10568	0
MGH54_P12_B01	-0.487838769561	red	1	0.1635	4.0648
MGH54_P12_B02	-0.734303971686	red	1	0.16479	4.8837
MGH54_P12_B03	-0.652689237977	red	1	0.1635	4.6127
MGH54_P12_B04	-0.407651125431	red	1	0.24123	4.2218
MGH54_P12_B05	NA	black	0	0.13225	0
MGH54_P12_B06	0.337835342647	red	1	0.21661	0.36625
MGH54_P12_B07	0.530704585198	green3	2	1.3443	3.1355
MGH54_P12_B08	0.506304491606	green3	2	0.086784	0.4782
MGH54_P12_B09	NA	black	0	0	2.9032
MGH54_P12_B10	0.267943546795	red	1	0.2762	0.15056
MGH54_P12_B11	-0.362004703628	red	1	0.64524	0.23634
MGH54_P12_C01	NA	black	0	0	3.7438
MGH54_P12_C02	NA	black	0	0	3.588
MGH54_P12_C03	NA	black	0	0	1.0559
MGH54_P12_C04	NA	black	0	0.61259	0
MGH54_P12_C05	NA	black	0	0.46258	0
MGH54_P12_C06	-0.408973093962	red	1	0.32539	5.0041
MGH54_P12_C07	0.137091594778	red	1	2.0416	2.5683
MGH54_P12_C08	NA	black	0	0	3.4308
MGH54_P12_C09	NA	black	0	0.15575	0
MGH54_P12_C11	NA	black	0	0	1.9449
MGH54_P12_C12	NA	black	0	0.39835	0
MGH54_P12_D01	-0.412624612375	red	1	0.77062	0.79494
MGH54_P12_D02	NA	black	0	0	0
MGH54_P12_D04	NA	black	0	0.22651	0
MGH54_P12_D05	NA	black	0	0	3.0736
MGH54_P12_D06	0.215263471697	red	1	0.64432	4.0527
MGH54_P12_D07	NA	black	0	0	0.1865
MGH54_P12_D08	0.512896037744	green3	2	0.085425	0.46048
MGH54_P12_D09	NA	black	0	0	3.8759
MGH54_P12_D10	-0.642387326293	red	1	0.25942	5.3511
MGH54_P12_D11	-1.02792164533	red	1	0.098958	5.2854
MGH54_P12_D12	-0.0144271515494	red	1	0.12035	2.3051
MGH54_P12_E01	NA	black	0	0	0
MGH54_P12_E02	NA	black	0	0	1.1928
MGH54_P12_E03	NA	black	0	0	0
MGH54_P12_E04	-0.0105845634766	red	1	0.44255	0.45418
MGH54_P12_E05	NA	black	0	0	0
MGH54_P12_E06	NA	black	0	0.069015	0
MGH54_P12_E07	0.143524535421	red	1	0.088142	1.7748
MGH54_P12_E08	-0.00594063393422	red	1	0.49774	4.529
MGH54_P12_E09	NA	black	0	0.063503	0
MGH54_P12_E10	NA	black	0	0	4.0686
MGH54_P12_E11	NA	black	0	0	3.5011
MGH54_P12_E12	-0.0650746390139	red	1	0.12697	2.4877
MGH54_P12_F01	3.18269119869	black	0	2.1309	4.8688
MGH54_P12_F02	0.495498600989	green3	2	0.12961	0.25459
MGH54_P12_F03	NA	black	0	0	3.9864
MGH54_P12_F04	0.415950942433	red	1	0.16993	0.33113
MGH54_P12_F05	NA	black	0	0	0
MGH54_P12_F06	-0.016511373345	red	1	0.29396	2.3896
MGH54_P12_F07	NA	black	0	0	0
MGH54_P12_F08	NA	black	0	0	0.18523
MGH54_P12_F09	NA	black	0	0	4.3711
MGH54_P12_F10	0.482604163392	green3	2	0.10165	0.48852
MGH54_P12_F11	0.329114692973	red	1	0.22897	0.29396
MGH54_P12_F12	NA	black	0	0	3.9548
MGH54_P12_G01	-0.70707952975	red	1	0.14666	4.6791
MGH54_P12_G02	NA	black	0	0	4.7697
MGH54_P12_G03	0.465702328991	green3	2	0.14405	0.2857
MGH54_P12_G04	0.508536462585	green3	2	0.12168	0.25338
MGH54_P12_G05	NA	black	0	0	4.7014
MGH54_P12_G06	NA	black	0	0	0
MGH54_P12_G07	-0.673743337795	red	1	0.84318	0.32308
MGH54_P12_G08	NA	black	0	0	1.2172
MGH54_P12_G09	-0.278963595792	red	1	0.12168	3.206
MGH54_P12_G10	1.33505312585	red	1	1.4641	4.0812
MGH54_P12_G11	-0.0417142903764	red	1	0.096262	2.389
MGH54_P12_H01	NA	black	0	0	1.5955
MGH54_P12_H02	-0.161922883634	red	1	0.20414	2.99
MGH54_P12_H03	0.502959393746	green3	2	0.12565	0.24975
MGH54_P12_H04	0.571033753273	red	1	0.094912	0.17505
MGH54_P12_H05	-0.0662701336977	red	1	0.33113	2.8438
MGH54_P12_H06	0.308610622256	red	1	0.17632	0.83915
MGH54_P12_H07	NA	black	0	0	0.20789
MGH54_P12_H09	NA	black	0	0.15056	0
MGH54_P12_H10	0.648459983793	red	1	0.05797	0.1177
MGH54_P12_H11	-0.250820073617	red	1	0.10969	3.0853
MGH54_P9_A01	NA	black	0	0	1.4141
MGH54_P9_A02	NA	black	0	0	2.4774
MGH54_P9_A03	NA	black	0	0	4.2264
MGH54_P9_A04	-0.140633174788	red	1	0.61824	1.2928
MGH54_P9_A05	NA	black	0	0.13093	0
MGH54_P9_A06	NA	black	0	0	3.3834
MGH54_P9_A07	NA	black	0	0	4.6156
MGH54_P9_A08	NA	black	0	0	0
MGH54_P9_A09	-0.177556598506	red	1	0.10299	2.8371
MGH54_P9_A10	NA	black	0	0	4.7631
MGH54_P9_A11	-0.0335747506728	red	1	0.46258	3.8144
MGH54_P9_A12	0.318357091582	red	1	0.13225	1.0093
MGH54_P9_B01	NA	black	0	0	0.22404
MGH54_P9_B02	NA	black	0	0	2.1545
MGH54_P9_B03	NA	black	0	0	3.5618
MGH54_P9_B04	NA	black	0	0	3.4263
MGH54_P9_B05	NA	black	0	0	4.5581
MGH54_P9_B06	0.129563068256	red	1	0.34823	0.46989
MGH54_P9_B07	0.572620181624	red	1	0.094912	0.16864
MGH54_P9_B10	NA	black	0	0.10969	0
MGH54_P9_B11	NA	black	0	2.7845	0
MGH54_P9_B12	NA	black	0	0.2558	0
MGH54_P9_C01	0.400453830242	red	1	0.1776	0.3505
MGH54_P9_C02	2.42279356325	black	0	2.1833	4.2341
MGH54_P9_C03	0.332178206178	red	1	0.21909	0.37851
MGH54_P9_C04	NA	black	0	0.16993	0
MGH54_P9_C05	NA	black	0	0	3.5232
MGH54_P9_C06	NA	black	0	0.11103	0
MGH54_P9_C07	NA	black	0	0.097611	0
MGH54_P9_C08	NA	black	0	0	0.20914
MGH54_P9_C09	NA	black	0	0	0
MGH54_P9_C10	NA	black	0	0	2.6325
MGH54_P9_C11	0.315175315428	red	1	0.20664	0.59741
MGH54_P9_C12	0.599612813525	red	1	0.079975	0.16092
MGH54_P9_D01	-0.483271988349	red	1	0.17249	4.0961
MGH54_P9_D03	0.460722489335	green3	2	0.14796	0.27977
MGH54_P9_D04	NA	black	0	0	4.353
MGH54_P9_D05	0.405253665427	red	1	0.19156	0.19661
MGH54_P9_D07	NA	black	0	0	1.0165
MGH54_P9_D08	NA	black	0	0.20664	0
MGH54_P9_D09	NA	black	0	0	0
MGH54_P9_D10	NA	black	0	0	3.4791
MGH54_P9_D11	NA	black	0	0	0.64062
MGH54_P9_D12	NA	black	0	0	0.3173
MGH54_P9_E01	-0.367266684866	red	1	0.11237	3.4611
MGH54_P9_E02	NA	black	0	3.3391	0
MGH54_P9_E03	0.0387405306999	red	1	0.37518	1.6915
MGH54_P9_E04	NA	black	0	0	0.22404
MGH54_P9_E05	0.393599306981	red	1	0.12961	0.7031
MGH54_P9_E06	NA	black	0	0	0
MGH54_P9_E07	NA	black	0	0.18777	0
MGH54_P9_E08	NA	black	0	0.83754	0
MGH54_P9_E09	NA	black	0	0.123	0
MGH54_P9_E10	NA	black	0	0	0.2228
MGH54_P9_E11	NA	black	0	0	0
MGH54_P9_E12	NA	black	0	0	0
MGH54_P9_F01	NA	black	0	0	0
MGH54_P9_F02	0.338509583786	red	1	0.21164	0.41034
MGH54_P9_F03	0.211135689724	red	1	0.29514	0.42975
MGH54_P9_F04	NA	black	0	0	0
MGH54_P9_F05	NA	black	0	0	3.5445
MGH54_P9_F06	0.61491831734	red	1	0.98331	3.8718
MGH54_P9_F07	-0.124314486813	red	1	0.073135	2.6311
MGH54_P9_F08	0.274898142747	red	1	0.25096	0.44679
MGH54_P9_F09	-0.161011308702	red	1	0.30217	3.3657
MGH54_P9_F10	NA	black	0	0.10836	0
